style,brewery-name,original_index,unique_index
Czech Pilsener,KelSo Beer Company,1156,917
Scottish Ale,Kenai River Brewing Company,1157,918
American Blonde Ale,Kenai River Brewing Company,1158,919
American IPA,Kenai River Brewing Company,1159,920
Scottish Ale,Kenai River Brewing Company,1160,918
Scotch Ale / Wee Heavy,Kettle House Brewing Company,1161,921
American IPA,Kettle House Brewing Company,1162,922
American IPA,Kettle House Brewing Company,1163,922
American Pale Ale (APA),Kettle House Brewing Company,1164,923
American IPA,Kettle House Brewing Company,1165,922
Scotch Ale / Wee Heavy,Kettle House Brewing Company,1166,921
Witbier,Keweenaw Brewing Company,1167,924
American Pale Ale (APA),Keweenaw Brewing Company,1168,925
Scottish Ale,Keweenaw Brewing Company,1169,926
American Brown Ale,Keweenaw Brewing Company,1170,927
American Brown Ale,Keweenaw Brewing Company,1171,927
American Blonde Ale,Keweenaw Brewing Company,1172,928
American Amber / Red Ale,Keweenaw Brewing Company,1173,929
American Amber / Red Ale,King Street Brewing Company,1174,930
Czech Pilsener,King Street Brewing Company,1175,931
American IPA,King Street Brewing Company,1176,932
Hefeweizen,King Street Brewing Company,1177,933
American Blonde Ale,King Street Brewing Company,1178,934
American IPA,Kirkwood Station Brewing Company,1179,935
American Pale Wheat Ale,Kirkwood Station Brewing Company,1180,936
American Amber / Red Lager,Kona Brewing Company,1181,937
American Amber / Red Lager,Kona Brewing Company,1182,937
American Amber / Red Lager,Kona Brewing Company,1183,937
American Amber / Red Lager,Kona Brewing Company,1184,937
American Dark Wheat Ale,Krebs Brewing Company (Pete's Pl...,1185,938
Belgian Strong Dark Ale,Kulshan Brewery,1186,939
Hefeweizen,La Cumbre Brewing Company,1187,940
American IPA,La Cumbre Brewing Company,1188,941
Maibock / Helles Bock,Lancaster Brewing Company,1189,942
Kölsch,Lancaster Brewing Company,1190,943
Hefeweizen,Latitude 42 Brewing Company,1191,944
American IPA,Latitude 42 Brewing Company,1192,945
American Amber / Red Ale,Latitude 42 Brewing Company,1193,946
English Brown Ale,Latitude 42 Brewing Company,1194,947
Cream Ale,Laughing Dog Brewing Company,1195,948
American Pilsner,Laughing Dog Brewing Company,1196,949
American IPA,Laughing Dog Brewing Company,1197,950
American IPA,Lavery Brewing Company,1198,951
American IPA,Lavery Brewing Company,1199,951
Czech Pilsener,Lazy Monk Brewing,1200,952
Kölsch,Lewis and Clark Brewing Company,1201,953
American IPA,Lewis and Clark Brewing Company,1202,954
American Amber / Red Ale,Lewis and Clark Brewing Company,1203,955
Hefeweizen,Lewis and Clark Brewing Company,1204,956
Scottish Ale,Lewis and Clark Brewing Company,1205,957
German Pilsener,Lift Bridge Brewing Company,1206,958
Saison / Farmhouse Ale,Lift Bridge Brewing Company,1207,959
American Stout,Liquid Hero Brewery,1208,960
American Amber / Red Ale,Liquid Hero Brewery,1209,961
Fruit / Vegetable Beer,Liquid Hero Brewery,1210,962
American IPA,Liquid Hero Brewery,1211,963
American Pale Ale (APA),Lone Tree Brewing Company,1212,964
American Porter,Lonerider Brewing Company,1213,965
American Stout,Lonerider Brewing Company,1214,966
American Pale Ale (APA),Lonerider Brewing Company,1215,967
Hefeweizen,Lonerider Brewing Company,1216,968
American Brown Ale,Lonerider Brewing Company,1217,969
English India Pale Ale (IPA),Long Trail Brewing Company,1218,970
American Amber / Red Ale,Long Trail Brewing Company,1219,971
Altbier,Long Trail Brewing Company,1220,972
Fruit / Vegetable Beer,Long Trail Brewing Company,1221,973
Altbier,Long Trail Brewing Company,1222,972
Gose,Lost Nation Brewing,1223,974
German Pilsener,Lost Nation Brewing,1224,975
American IPA,Lost Nation Brewing,1225,976
American IPA,Lost Nation Brewing,1226,976
American IPA,Lost Rhino Brewing Company,1227,977
Czech Pilsener,Lost Rhino Brewing Company,1228,978
American Stout,Lucette Brewing Company,1229,979
Hefeweizen,Lucette Brewing Company,1230,980
American Pale Ale (APA),Lucette Brewing Company,1231,981
American Blonde Ale,Lucette Brewing Company,1232,982
English Dark Mild Ale,Lucky Town Brewing Company,1233,983
Belgian Pale Ale,Lucky Town Brewing Company,1234,984
American Pale Ale (APA),Lumberyard Brewing Company,1235,985
American Pilsner,Lumberyard Brewing Company,1236,986
American IPA,Lumberyard Brewing Company,1237,987
American Amber / Red Ale,Lumberyard Brewing Company,1238,988
American Pale Ale (APA),MacTarnahans Brewing Company,1239,989
American Amber / Red Ale,MacTarnahans Brewing Company,1240,990
American Pale Ale (APA),Macon Beer Company,1241,991
American Brown Ale,Macon Beer Company,1242,992
American Double / Imperial IPA,Madtree Brewing Company,1243,993
American Blonde Ale,Madtree Brewing Company,1244,994
Winter Warmer,Madtree Brewing Company,1245,995
Fruit / Vegetable Beer,Madtree Brewing Company,1246,996
Kölsch,Madtree Brewing Company,1247,997
American Pale Ale (APA),Madtree Brewing Company,1248,998
American IPA,Madtree Brewing Company,1249,999
American Brown Ale,Madtree Brewing Company,1250,1000
American Amber / Red Ale,Madtree Brewing Company,1251,1001
Fruit / Vegetable Beer,Magic Hat Brewing Company,1252,1002
Hefeweizen,Magic Hat Brewing Company,1253,1003
Fruit / Vegetable Beer,Magic Hat Brewing Company,1254,1002
German Pilsener,Mammoth Brewing Company,1255,1004
American IPA,Mammoth Brewing Company,1256,1005
German Pilsener,Mammoth Brewing Company,1257,1004
American Amber / Red Ale,Mammoth Brewing Company,1258,1006
Winter Warmer,Manayunk Brewing Company,1259,1007
Märzen / Oktoberfest,Manayunk Brewing Company,1260,1008
Belgian Pale Ale,Manayunk Brewing Company,1261,1009
American IPA,Manayunk Brewing Company,1262,1010
Pumpkin Ale,Manayunk Brewing Company,1263,1011
American Pale Wheat Ale,Manayunk Brewing Company,1264,1012
Tripel,Manayunk Brewing Company,1265,1013
Fruit / Vegetable Beer,Manayunk Brewing Company,1266,1014
American Double / Imperial IPA,Manayunk Brewing Company,1267,1015
American Double / Imperial IPA,Manzanita Brewing Company,1268,1016
American IPA,Manzanita Brewing Company,1269,1017
American Blonde Ale,Manzanita Brewing Company,1270,1018
American Brown Ale,Manzanita Brewing Company,1271,1019
American Pale Ale (APA),Manzanita Brewing Company,1272,1020
German Pilsener,Marble Brewery,1273,1021
American IPA,Marble Brewery,1274,1022
American IPA,Marshall Wharf Brewing Company,1275,1023
American Pale Ale (APA),Marshall Wharf Brewing Company,1276,1024
Russian Imperial Stout,Marshall Wharf Brewing Company,1277,1025
American Pale Ale (APA),Marshall Wharf Brewing Company,1278,1024
American Double / Imperial IPA,Marshall Wharf Brewing Company,1279,1026
Saison / Farmhouse Ale,Martin House Brewing Company,1280,1027
American Stout,Martin House Brewing Company,1281,1028
American Amber / Red Ale,Martin House Brewing Company,1282,1029
American Double / Imperial IPA,Martin House Brewing Company,1283,1030
American Double / Imperial IPA,Martin House Brewing Company,1284,1030
Rye Beer,Martin House Brewing Company,1285,1031
Saison / Farmhouse Ale,Martin House Brewing Company,1286,1027
American Stout,Martin House Brewing Company,1287,1028
American IPA,Matt Brewing Company,1288,1032
Shandy,Matt Brewing Company,1289,1033
American IPA,Matt Brewing Company,1290,1032
German Pilsener,Matt Brewing Company,1291,1034
Light Lager,Matt Brewing Company,1292,1035
Light Lager,Matt Brewing Company,1293,1035
American Pale Lager,Matt Brewing Company,1294,1036
Fruit / Vegetable Beer,Matt Brewing Company,1295,1037
American Blonde Ale,Matt Brewing Company,1296,1038
American IPA,Matt Brewing Company,1297,1032
American Pale Wheat Ale,Matt Brewing Company,1298,1039
English Pale Ale,Matt Brewing Company,1299,1040
English Pale Ale,Matt Brewing Company,1300,1040
American Brown Ale,Maui Brewing Company,1301,1041
Czech Pilsener,Maui Brewing Company,1302,1042
Saison / Farmhouse Ale,Maui Brewing Company,1303,1043
Belgian Strong Dark Ale,Maui Brewing Company,1304,1044
Fruit / Vegetable Beer,Maui Brewing Company,1305,1045
American Amber / Red Ale,Maui Brewing Company,1306,1046
Witbier,Maui Brewing Company,1307,1047
American IPA,Maui Brewing Company,1308,1048
American Pale Wheat Ale,Maui Brewing Company,1309,1049
Munich Helles Lager,Maui Brewing Company,1310,1050
American Porter,Maui Brewing Company,1311,1051
American IPA,Maui Brewing Company,1312,1048
American Porter,Mavericks Beer Company,1313,1052
Witbier,Mavericks Beer Company,1314,1053
American Pale Ale (APA),Mavericks Beer Company,1315,1054
Cider,Meckley's Cidery,1316,1055
Cider,Meckley's Cidery,1317,1055
Cider,Meckley's Cidery,1318,1055
American IPA,Mehana Brewing Co.,1319,1056
American IPA,Mehana Brewing Co.,1320,1056
American Blonde Ale,Mehana Brewing Co.,1321,1057
American Porter,Mehana Brewing Co.,1322,1058
American Amber / Red Ale,Mehana Brewing Co.,1323,1059
American Pale Ale (APA),Mehana Brewing Co.,1324,1060
Fruit / Vegetable Beer,Miami Brewing Company,1325,1061
American Brown Ale,Miami Brewing Company,1326,1062
American IPA,Miami Brewing Company,1327,1063
American Blonde Ale,Miami Brewing Company,1328,1064
American Amber / Red Ale,Mickey Finn's Brewery,1329,1065
American IPA,Midnight Sun Brewing Company,1330,1066
American IPA,Midnight Sun Brewing Company,1331,1066
Witbier,Midnight Sun Brewing Company,1332,1067
American Brown Ale,Midnight Sun Brewing Company,1333,1068
American IPA,Midnight Sun Brewing Company,1334,1066
American Double / Imperial IPA,Mike Hess Brewing Company,1335,1069
American IPA,Mike Hess Brewing Company,1336,1070
Wheat Ale,Mike Hess Brewing Company,1337,1071
American Double / Imperial IPA,Mike Hess Brewing Company,1338,1069
Cream Ale,Mike Hess Brewing Company,1339,1072
Kölsch,Mike Hess Brewing Company,1340,1073
American Double / Imperial IPA,Mikerphone Brewing,1341,1074
American IPA,Mikerphone Brewing,1342,1075
American IPA,Mikerphone Brewing,1343,1075
Belgian IPA,Mikerphone Brewing,1344,1076
Saison / Farmhouse Ale,Mikerphone Brewing,1345,1077
Berliner Weissbier,Mikerphone Brewing,1346,1078
American IPA,Mikerphone Brewing,1347,1075
American Pale Ale (APA),Mikerphone Brewing,1348,1079
American Pilsner,Mikkeller,1349,1080
American IPA,Mikkeller,1350,1081
Witbier,MillKing It Productions,1351,1082
Irish Red Ale,MillKing It Productions,1352,1083
American Pale Ale (APA),MillKing It Productions,1353,1084
American Double / Imperial IPA,Milwaukee Brewing Company,1354,1085
American Amber / Red Ale,Milwaukee Brewing Company,1355,1086
American IPA,Milwaukee Brewing Company,1356,1087
Saison / Farmhouse Ale,Milwaukee Brewing Company,1357,1088
Witbier,Milwaukee Brewing Company,1358,1089
Vienna Lager,Milwaukee Brewing Company,1359,1090
American Amber / Red Ale,Milwaukee Brewing Company,1360,1086
American Malt Liquor,Minhas Craft Brewery,1361,1091
Bock,Minhas Craft Brewery,1362,1092
Light Lager,Minhas Craft Brewery,1363,1093
American Pale Lager,Minhas Craft Brewery,1364,1094
American Pale Lager,Minhas Craft Brewery,1365,1094
American Pale Lager,Minhas Craft Brewery,1366,1094
American Pale Lager,Minhas Craft Brewery,1367,1094
American Pale Lager,Minhas Craft Brewery,1368,1094
American Pale Lager,Minhas Craft Brewery,1369,1094
American Adjunct Lager,Minhas Craft Brewery,1370,1095
Light Lager,Minhas Craft Brewery,1371,1093
American Adjunct Lager,Minhas Craft Brewery,1372,1095
American Adjunct Lager,Minhas Craft Brewery,1373,1095
Belgian Pale Ale,Mission Brewery,1374,1096
American IPA,Mission Brewery,1375,1097
American Pale Ale (APA),Mission Brewery,1376,1098
American Double / Imperial IPA,Mission Brewery,1377,1099
American Brown Ale,Moab Brewery,1378,1100
American Pale Wheat Ale,Moab Brewery,1379,1101
California Common / Steam Beer,Moab Brewery,1380,1102
American IPA,Moab Brewery,1381,1103
English Brown Ale,Moat Mountain Smoke House & Brew...,1382,1104
American Pale Ale (APA),Moat Mountain Smoke House & Brew...,1383,1105
American Pale Ale (APA),Modern Monks Brewery,1384,1106
American IPA,Modern Times Beer,1385,1107
American IPA,Modern Times Beer,1386,1107
American Pale Ale (APA),Modern Times Beer,1387,1108
American Amber / Red Ale,Modern Times Beer,1388,1109
Saison / Farmhouse Ale,Modern Times Beer,1389,1110
American Pale Wheat Ale,Modern Times Beer,1390,1111
American Stout,Modern Times Beer,1391,1112
American Amber / Red Ale,Modern Times Beer,1392,1109
American Amber / Red Ale,Mogollon Brewing Company,1393,1113
American Brown Ale,Monkey Paw Pub & Brewery,1394,1114
American Double / Imperial IPA,Monkey Paw Pub & Brewery,1395,1115
American Pale Ale (APA),Monkey Paw Pub & Brewery,1396,1116
American Blonde Ale,Montauk Brewing Company,1397,1117
Extra Special / Strong Bitter (ESB),Montauk Brewing Company,1398,1118
Munich Helles Lager,Morgan Street Brewery,1399,1119
Märzen / Oktoberfest,Morgan Street Brewery,1400,1120
American Pale Wheat Ale,Morgan Street Brewery,1401,1121
Schwarzbier,Morgan Street Brewery,1402,1122
German Pilsener,Morgan Street Brewery,1403,1123
Cream Ale,Mother Earth Brew Company,1404,1124
American Pale Ale (APA),Mother Earth Brewing Company,1405,1125
Hefeweizen,Mother Earth Brewing Company,1406,1126
American Blonde Ale,Mother's Brewing,1407,1127
American IPA,Mother's Brewing,1408,1128
American Amber / Red Ale,Mountain Town Brewing Company,1409,1129
Witbier,Mudshark Brewing Company,1410,1130
American IPA,Mudshark Brewing Company,1411,1131
Light Lager,Mudshark Brewing Company,1412,1132
Witbier,Mudshark Brewing Company,1413,1130
Hefeweizen,Mudshark Brewing Company,1414,1133
American Amber / Red Lager,Mustang Brewing Company,1415,1134
American Pale Lager,Mustang Brewing Company,1416,1135
American Pale Lager,Mustang Brewing Company,1417,1135
American Blonde Ale,Mustang Brewing Company,1418,1136
American Pale Wheat Ale,Mustang Brewing Company,1419,1137
Light Lager,Narragansett Brewing Company,1420,1138
American Pilsner,Narragansett Brewing Company,1421,1139
Milk / Sweet Stout,Narragansett Brewing Company,1422,1140
German Pilsener,Narragansett Brewing Company,1423,1141
American Pale Wheat Ale,Narragansett Brewing Company,1424,1142
Cream Ale,Narragansett Brewing Company,1425,1143
American Pale Wheat Ale,Narragansett Brewing Company,1426,1142
American Porter,Narragansett Brewing Company,1427,1144
Bock,Narragansett Brewing Company,1428,1145
Märzen / Oktoberfest,Narragansett Brewing Company,1429,1146
American Blonde Ale,Natian Brewery,1430,1147
American Black Ale,Natian Brewery,1431,1148
American Double / Imperial IPA,Natian Brewery,1432,1149
American Double / Imperial IPA,Natian Brewery,1433,1149
American Black Ale,Natian Brewery,1434,1148
American Blonde Ale,Natian Brewery,1435,1147
Pumpkin Ale,Nebraska Brewing Company,1436,1150
American IPA,Nebraska Brewing Company,1437,1151
Hefeweizen,Nebraska Brewing Company,1438,1152
English Brown Ale,Nebraska Brewing Company,1439,1153
American Pale Ale (APA),Nebraska Brewing Company,1440,1154
American IPA,Neshaminy Creek Brewing Company,1441,1155
German Pilsener,Neshaminy Creek Brewing Company,1442,1156
American IPA,New Belgium Brewing Company,1443,1157
American IPA,New Belgium Brewing Company,1444,1157
American Pale Lager,New Belgium Brewing Company,1445,1158
Euro Dark Lager,New Belgium Brewing Company,1446,1159
Czech Pilsener,New Belgium Brewing Company,1447,1160
American Amber / Red Lager,New Belgium Brewing Company,1448,1161
American Pale Wheat Ale,New Belgium Brewing Company,1449,1162
American Pale Wheat Ale,New Belgium Brewing Company,1450,1162
American Amber / Red Ale,New Belgium Brewing Company,1451,1163
American Pale Lager,New Belgium Brewing Company,1452,1158
American Amber / Red Ale,New Belgium Brewing Company,1453,1163
American Pale Lager,New Belgium Brewing Company,1454,1158
American IPA,New Belgium Brewing Company,1455,1157
American Amber / Red Ale,New Belgium Brewing Company,1456,1163
American IPA,New Belgium Brewing Company,1457,1157
American Pale Wheat Ale,New Belgium Brewing Company,1458,1162
American Amber / Red Ale,New Belgium Brewing Company,1459,1163
Berliner Weissbier,New England Brewing Company,1460,1164
American IPA,New England Brewing Company,1461,1165
American Pilsner,New England Brewing Company,1462,1166
American Amber / Red Ale,New England Brewing Company,1463,1167
Belgian Pale Ale,New England Brewing Company,1464,1168
American Double / Imperial IPA,New England Brewing Company,1465,1169
Belgian Pale Ale,New England Brewing Company,1466,1168
American Double / Imperial IPA,New England Brewing Company,1467,1169
American Pilsner,New England Brewing Company,1468,1166
American Amber / Red Ale,New England Brewing Company,1469,1167
American IPA,New England Brewing Company,1470,1165
American Pale Ale (APA),New Orleans Lager & Ale Brewing ...,1471,1170
American Stout,New Orleans Lager & Ale Brewing ...,1472,1171
American Double / Imperial IPA,New Orleans Lager & Ale Brewing ...,1473,1172
American IPA,New Orleans Lager & Ale Brewing ...,1474,1173
English Dark Mild Ale,New Orleans Lager & Ale Brewing ...,1475,1174
American Blonde Ale,New Orleans Lager & Ale Brewing ...,1476,1175
Dunkelweizen,New Republic Brewing Company,1477,1176
American Blonde Ale,New Republic Brewing Company,1478,1177
American Amber / Red Ale,New Republic Brewing Company,1479,1178
English Brown Ale,New South Brewing Company,1480,1179
Witbier,New South Brewing Company,1481,1180
Cream Ale,Newburgh Brewing Company,1482,1181
American IPA,Newburyport Brewing Company,1483,1182
Witbier,Newburyport Brewing Company,1484,1183
American Pale Ale (APA),Newburyport Brewing Company,1485,1184
American Amber / Red Ale,Night Shift Brewing,1486,1185
American Pale Ale (APA),NoDa Brewing Company,1487,1186
American IPA,NoDa Brewing Company,1488,1187
English India Pale Ale (IPA),North Country Brewing Company,1489,1188
American Stout,North Country Brewing Company,1490,1189
Irish Red Ale,North Country Brewing Company,1491,1190
German Pilsener,North Country Brewing Company,1492,1191
American IPA,NorthGate Brewing,1493,1192
Milk / Sweet Stout,NorthGate Brewing,1494,1193
English Brown Ale,NorthGate Brewing,1495,1194
Pumpkin Ale,NorthGate Brewing,1496,1195
American Porter,NorthGate Brewing,1497,1196
Extra Special / Strong Bitter (ESB),NorthGate Brewing,1498,1197
American IPA,Northampton Brewery,1499,1198
American IPA,Northwest Brewing Company,1500,1199
American Pale Ale (APA),Northwest Brewing Company,1501,1200
German Pilsener,Northwoods Brewpub,1502,1201
American Pale Wheat Ale,Northwoods Brewpub,1503,1202
American IPA,Notch Brewing Company,1504,1203
Czech Pilsener,Notch Brewing Company,1505,1204
Pumpkin Ale,O'Fallon Brewery,1506,1205
American IPA,O'Fallon Brewery,1507,1206
Fruit / Vegetable Beer,O'Fallon Brewery,1508,1207
American IPA,Oakshire Brewing,1509,1208
American Amber / Red Ale,Oakshire Brewing,1510,1209
American Stout,Oakshire Brewing,1511,1210
American IPA,Oakshire Brewing,1512,1208
Baltic Porter,Oasis Texas Brewing Company,1513,1211
English Bitter,Oasis Texas Brewing Company,1514,1212
Keller Bier / Zwickel Bier,Oasis Texas Brewing Company,1515,1213
American Pale Ale (APA),Oasis Texas Brewing Company,1516,1214
American Pale Wheat Ale,Occidental Brewing Company,1517,1215
Dunkelweizen,Occidental Brewing Company,1518,1216
Altbier,Occidental Brewing Company,1519,1217
Kölsch,Occidental Brewing Company,1520,1218
Belgian Strong Dark Ale,Odyssey Beerwerks,1521,1219
Scotch Ale / Wee Heavy,Odyssey Beerwerks,1522,1220
American Porter,Odyssey Beerwerks,1523,1221
Hefeweizen,Odyssey Beerwerks,1524,1222
American Pale Ale (APA),Odyssey Beerwerks,1525,1223
American Pale Ale (APA),Odyssey Beerwerks,1526,1223
Hefeweizen,Odyssey Beerwerks,1527,1222
Scottish Ale,Okoboji Brewing Company,1528,1224
American Brown Ale,Okoboji Brewing Company,1529,1225
Saison / Farmhouse Ale,Okoboji Brewing Company,1530,1226
American Pale Ale (APA),Okoboji Brewing Company,1531,1227
American Stout,Okoboji Brewing Company,1532,1228
Rye Beer,Okoboji Brewing Company,1533,1229
American Pale Lager,Old Forge Brewing Company,1534,1230
American Brown Ale,Old Forge Brewing Company,1535,1231
American Stout,Old Forge Brewing Company,1536,1232
American Porter,Old Forge Brewing Company,1537,1233
Pumpkin Ale,Old Forge Brewing Company,1538,1234
American Pale Wheat Ale,Old Forge Brewing Company,1539,1235
American Blonde Ale,Old Forge Brewing Company,1540,1236
American IPA,Old Forge Brewing Company,1541,1237
American Pale Ale (APA),Old Forge Brewing Company,1542,1238
American Pale Wheat Ale,Old Forge Brewing Company,1543,1235
American Pale Lager,Orlison Brewing Company,1544,1239
American Amber / Red Lager,Orlison Brewing Company,1545,1240
American Pale Lager,Orlison Brewing Company,1546,1239
Euro Dark Lager,Orlison Brewing Company,1547,1241
Light Lager,Orlison Brewing Company,1548,1242
Saison / Farmhouse Ale,Orpheus Brewing,1549,1243
Saison / Farmhouse Ale,Orpheus Brewing,1550,1243
American IPA,Oskar Blues Brewery,1551,1244
American Pale Ale (APA),Oskar Blues Brewery,1552,1245
Scotch Ale / Wee Heavy,Oskar Blues Brewery,1553,1246
,Oskar Blues Brewery,1554,1247
,Oskar Blues Brewery,1555,1247
American IPA,Oskar Blues Brewery,1556,1244
English Brown Ale,Oskar Blues Brewery,1557,1248
American IPA,Oskar Blues Brewery,1558,1244
American Pale Ale (APA),Oskar Blues Brewery,1559,1245
American Pale Ale (APA),Oskar Blues Brewery,1560,1245
Czech Pilsener,Oskar Blues Brewery,1561,1249
American IPA,Oskar Blues Brewery,1562,1244
American IPA,Oskar Blues Brewery,1563,1244
American Pale Ale (APA),Oskar Blues Brewery,1564,1245
American Brown Ale,Oskar Blues Brewery,1565,1250
American Pale Ale (APA),Oskar Blues Brewery,1566,1245
American Pale Ale (APA),Oskar Blues Brewery,1567,1245
American Double / Imperial IPA,Oskar Blues Brewery,1568,1251
American Pale Ale (APA),Oskar Blues Brewery,1569,1245
American Pale Ale (APA),Oskar Blues Brewery,1570,1245
American Double / Imperial IPA,Oskar Blues Brewery,1571,1251
Belgian Dark Ale,Oskar Blues Brewery,1572,1252
Belgian Strong Pale Ale,Oskar Blues Brewery,1573,1253
American Strong Ale,Oskar Blues Brewery,1574,1254
American Double / Imperial IPA,Oskar Blues Brewery,1575,1251
American Double / Imperial IPA,Oskar Blues Brewery,1576,1251
American Double / Imperial IPA,Oskar Blues Brewery,1577,1251
Russian Imperial Stout,Oskar Blues Brewery,1578,1255
Czech Pilsener,Oskar Blues Brewery,1579,1249
American Double / Imperial IPA,Oskar Blues Brewery,1580,1251
Scottish Ale,Oskar Blues Brewery,1581,1256
American Double / Imperial IPA,Oskar Blues Brewery,1582,1251
American Pale Ale (APA),Oskar Blues Brewery,1583,1245
American Double / Imperial IPA,Oskar Blues Brewery,1584,1251
Russian Imperial Stout,Oskar Blues Brewery,1585,1255
Russian Imperial Stout,Oskar Blues Brewery,1586,1255
Scottish Ale,Oskar Blues Brewery,1587,1256
Scottish Ale,Oskar Blues Brewery,1588,1256
Scottish Ale,Oskar Blues Brewery,1589,1256
American Pale Ale (APA),Oskar Blues Brewery,1590,1245
American Pale Ale (APA),Oskar Blues Brewery,1591,1245
American Pale Ale (APA),Oskar Blues Brewery,1592,1245
American Pale Ale (APA),Oskar Blues Brewery,1593,1245
American Pale Ale (APA),Oskar Blues Brewery,1594,1245
American Brown Ale,Oskar Blues Brewery,1595,1250
American Double / Imperial IPA,Oskar Blues Brewery,1596,1251
American Double / Imperial IPA,Oskar Blues Brewery (North Carol...,1597,1257
Russian Imperial Stout,Oskar Blues Brewery (North Carol...,1598,1258
American Double / Imperial IPA,Oskar Blues Brewery (North Carol...,1599,1257
Scottish Ale,Oskar Blues Brewery (North Carol...,1600,1259
American Pale Ale (APA),Oskar Blues Brewery (North Carol...,1601,1260
American Pale Ale (APA),Oskar Blues Brewery (North Carol...,1602,1260
American White IPA,Otter Creek Brewing,1603,1261
American Pale Ale (APA),Otter Creek Brewing,1604,1262
American Pale Ale (APA),Ozark Beer Company,1605,1263
American IPA,Palisade Brewing Company,1606,1264
American Dark Wheat Ale,Palisade Brewing Company,1607,1265
Irish Red Ale,Pateros Creek Brewing Company,1608,1266
American Pale Ale (APA),Pateros Creek Brewing Company,1609,1267
Kölsch,Pateros Creek Brewing Company,1610,1268
English Bitter,Pateros Creek Brewing Company,1611,1269
American Porter,Pateros Creek Brewing Company,1612,1270
American Pale Ale (APA),Payette Brewing Company,1613,1271
American IPA,Payette Brewing Company,1614,1272
American Pale Lager,Payette Brewing Company,1615,1273
American Pale Ale (APA),Payette Brewing Company,1616,1271
American Brown Ale,Payette Brewing Company,1617,1274
Kölsch,Peace Tree Brewing Company,1618,1275
American Pilsner,Peak Organic Brewing Company,1619,1276
American Pale Wheat Ale,Peak Organic Brewing Company,1620,1277
Light Lager,Pedernales Brewing Company,1621,1278
American Pilsner,Pedernales Brewing Company,1622,1279
American IPA,People's Brewing Company,1623,1280
American IPA,People's Brewing Company,1624,1280
American Pale Wheat Ale,People's Brewing Company,1625,1281
German Pilsener,People's Brewing Company,1626,1282
American Brown Ale,Perrin Brewing Company,1627,1283
American Blonde Ale,Perrin Brewing Company,1628,1284
American Black Ale,Perrin Brewing Company,1629,1285
American IPA,Perrin Brewing Company,1630,1286
American Pale Ale (APA),Perrin Brewing Company,1631,1287
American IPA,Perrin Brewing Company,1632,1286
American Pale Lager,Pete's Brewing Company,1633,1288
American Pale Wheat Ale,Pete's Brewing Company,1634,1289
Czech Pilsener,Pete's Brewing Company,1635,1290
American Pale Ale (APA),Pete's Brewing Company,1636,1291
American Pale Wheat Ale,Pete's Brewing Company,1637,1289
American Pale Wheat Ale,Pete's Brewing Company,1638,1289
American Pale Wheat Ale,Pete's Brewing Company,1639,1289
American Pale Lager,Petoskey Brewing,1640,1292
American Amber / Red Ale,Petoskey Brewing,1641,1293
Dubbel,Petoskey Brewing,1642,1294
American IPA,Petoskey Brewing,1643,1295
American IPA,Phoenix Ale Brewery,1644,1296
American Pale Ale (APA),Pikes Peak Brewing Company,1645,1297
American Amber / Red Ale,Pikes Peak Brewing Company,1646,1298
American IPA,Pikes Peak Brewing Company,1647,1299
Milk / Sweet Stout,Pine Street Brewery,1648,1300
American Pale Ale (APA),Pine Street Brewery,1649,1301
Chile Beer,Piney River Brewing Company,1650,1302
American Black Ale,Piney River Brewing Company,1651,1303
Fruit / Vegetable Beer,Piney River Brewing Company,1652,1304
American Blonde Ale,Piney River Brewing Company,1653,1305
American Porter,Piney River Brewing Company,1654,1306
American Dark Wheat Ale,Piney River Brewing Company,1655,1307
American Amber / Red Ale,Piney River Brewing Company,1656,1308
American IPA,Piney River Brewing Company,1657,1309
American Amber / Red Ale,Pipeworks Brewing Company,1658,1310
American IPA,Pisgah Brewing Company,1659,1311
American Pale Ale (APA),Pisgah Brewing Company,1660,1312
American IPA,Pizza Port Brewing Company,1661,1313
American Amber / Red Ale,Pizza Port Brewing Company,1662,1314
American IPA,Pizza Port Brewing Company,1663,1313
American Pilsner,Platform Beer Company,1664,1315
American Pale Ale (APA),Pollyanna Brewing Company,1665,1316
American Barleywine,Portside Brewery,1666,1317
American IPA,Prescott Brewing Company,1667,1318
American Amber / Red Ale,Prescott Brewing Company,1668,1319
American Pale Wheat Ale,Pug Ryan's Brewery,1669,1320
Munich Helles Lager,Pug Ryan's Brewery,1670,1321
Munich Dunkel Lager,Pug Ryan's Brewery,1671,1322
Czech Pilsener,Pug Ryan's Brewery,1672,1323
American Pale Ale (APA),Pug Ryan's Brewery,1673,1324
Czech Pilsener,Pug Ryan's Brewery,1674,1323
American Pale Wheat Ale,Pug Ryan's Brewery,1675,1320
Hefeweizen,Pyramid Breweries,1676,1325
Hefeweizen,Pyramid Breweries,1677,1325
Belgian Pale Ale,Quest Brewing Company,1678,1326
American Porter,Quest Brewing Company,1679,1327
Munich Helles Lager,Rahr & Sons Brewing Company,1680,1328
American Pale Ale (APA),Rahr & Sons Brewing Company,1681,1329
Gose,Real Ale Brewing Company,1682,1330
Witbier,Real Ale Brewing Company,1683,1331
American Black Ale,Real Ale Brewing Company,1684,1332
American Blonde Ale,Real Ale Brewing Company,1685,1333
English Pale Ale,Real Ale Brewing Company,1686,1334
