flight,original_index,unique_index
CO-1250-MIA-IAH,1557,87
UA-6273-YYC-SFO,1558,88
UA-828-SFO-ORD,1559,89
CO-4888-IAH-DAL,1560,90
UA-858-PVG-SFO,1561,91
UA-2704-DTW-PHX,1562,92
AA-3063-SLC-LAX,1563,37
UA-2708-EWR-CLT,1564,93
UA-62-IAH-EWR,1565,94
UA-1500-IAH-GUA,1566,95
AA-3804-PHL-ORD,1567,38
AA-1917-JFK-MCO,1568,39
AA-2268-PHX-ORD,1569,40
AA-4277-CVG-JFK,1570,41
AA-2957-DFW-CVG,1571,11
UA-37-EDI-EWR,1572,96
AA-789-ORD-DEN,1573,42
AA-415-BOS-ORD,1574,43
AA-85-JFK-SFO,1575,44
AA-3979-CVG-ORD,1576,13
AA-3786-IAH-ORD,1577,46
AA-271-MIA-LAX,1578,19
CO-50-CLE-EWR,1579,97
UA-3099-PHX-PHL,1580,98
AA-4198-ORD-CLE,1581,30
AA-404-MIA-MCO,1582,18
CO-45-EWR-MIA,1583,99
AA-3809-PHX-LAX,1584,48
AA-59-JFK-SFO,1585,49
AA-222-LAX-BOS,1586,47
AA-1733-ORD-PHX,1587,1
CO-1586-IAH-MCO,1588,50
UA-3925-IAD-ORF,1589,52
AA-1640-MIA-MCO,1590,2
UA-2830-MCO-CLT,1591,53
UA-5487-SFO-MRY,1592,55
AA-204-LAX-MCO,1593,5
CO-1614-LAX-IAH,1594,57
UA-2726-FLL-PHL,1595,58
CO-1090-BOS-IAH,1596,60
AA-3468-CVG-MIA,1597,6
CO-62-IAH-EWR,1598,62
CO-1023-IAH-DEN,1599,65
AA-466-IAH-MIA,1600,9
UA-3050-PHX-CLT,1601,66
AA-1664-MIA-ATL,1602,12
AA-3979-CVG-ORD,1603,13
UA-382-IAD-LAX,1604,70
AA-616-DFW-DTW,1605,15
AA-4344-ORD-DTW,1606,16
UA-2945-PHL-CLT,1607,72
CO-47-IAH-LAX,1608,74
AA-271-MIA-LAX,1609,19
AA-3842-MSP-ORD,1610,25
AA-643-MIA-ORD,1611,26
AA-1007-MIA-PHX,1612,27
AA-2525-DFW-MIA,1613,17
AA-1221-MCO-ORD,1614,28
UA-2515-DFW-CLT,1615,82
AA-4307-ORD-DTW,1616,23
UA-233-LAX-JFK,1617,85
AA-3823-LAX-DEN,1618,32
AA-2312-DFW-DTW,1619,33
AA-1165-JFK-MIA,1620,34
AA-431-MIA-SFO,1621,35
UA-257-JFK-SFO,1622,71
AA-649-ORD-SNA,1623,36
CO-1250-MIA-IAH,1624,87
UA-828-SFO-ORD,1625,89
AA-3063-SLC-LAX,1626,37
AA-1917-JFK-MCO,1627,39
UA-6273-YYC-SFO,1628,88
AA-4277-CVG-JFK,1629,41
UA-37-EDI-EWR,1630,96
AA-59-JFK-SFO,1631,49
AA-415-BOS-ORD,1632,43
AA-1544-SAN-ORD,1633,45
AA-3786-IAH-ORD,1634,46
CO-50-CLE-EWR,1635,97
AA-404-MIA-MCO,1636,18
AA-3859-IAH-ORD,1637,0
AA-3842-MSP-ORD,1638,25
AA-643-MIA-ORD,1639,26
AA-3804-PHL-ORD,1640,38
AA-2268-PHX-ORD,1641,40
AA-1221-MCO-ORD,1642,28
UA-938-DEN-ORD,1643,80
AA-789-ORD-DEN,1644,42
AA-4307-ORD-DTW,1645,23
AA-3979-CVG-ORD,1646,13
UA-664-ORD-PHL,1647,83
AA-3756-ORD-SLC,1648,4
AA-3786-IAH-ORD,1649,46
AA-1522-SFO-ORD,1650,31
AA-1544-SAN-ORD,1651,45
AA-4344-ORD-DTW,1652,16
AA-1733-ORD-PHX,1653,1
AA-4198-ORD-CLE,1654,30
UA-828-SFO-ORD,1655,89
AA-2050-ORD-MIA,1656,20
UA-248-PHX-ORD,1657,75
AA-415-BOS-ORD,1658,43
AA-4330-CVG-ORD,1659,21
UA-843-LAX-ORD,1660,77
AA-3859-IAH-ORD,1661,0
AA-518-MIA-JFK,1662,3
CO-1586-IAH-MCO,1663,50
UA-3925-IAD-ORF,1664,52
AA-1733-ORD-PHX,1665,1
AA-204-LAX-MCO,1666,5
UA-2726-FLL-PHL,1667,58
CO-52-IAH-LAX,1668,59
AA-3468-CVG-MIA,1669,6
AA-484-DFW-MIA,1670,7
AA-616-DFW-DTW,1671,15
AA-446-DFW-PHL,1672,8
CO-1023-IAH-DEN,1673,65
AA-466-IAH-MIA,1674,9
UA-3050-PHX-CLT,1675,66
AA-2957-DFW-CVG,1676,11
AA-1664-MIA-ATL,1677,12
AA-3979-CVG-ORD,1678,13
AA-1279-DFW-PHX,1679,14
AA-404-MIA-MCO,1680,18
AA-3756-ORD-SLC,1681,4
UA-382-IAD-LAX,1682,70
UA-257-JFK-SFO,1683,71
UA-2945-PHL-CLT,1684,72
CO-63-EWR-IAH,1685,73
AA-2525-DFW-MIA,1686,17
CO-47-IAH-LAX,1687,74
AA-271-MIA-LAX,1688,19
AA-2050-ORD-MIA,1689,20
AA-4330-CVG-ORD,1690,21
AA-1434-DFW-MCO,1691,22
AA-1640-MIA-MCO,1692,2
AA-4307-ORD-DTW,1693,23
AA-3-JFK-LAX,1694,24
CO-1694-LAX-IAH,1695,76
CO-1193-EWR-MCO,1696,78
AA-3842-MSP-ORD,1697,25
AA-643-MIA-ORD,1698,26
AA-1007-MIA-PHX,1699,27
UA-2906-PHL-MCO,1700,79
AA-1221-MCO-ORD,1701,28
AA-400-DFW-JFK,1702,29
UA-664-ORD-PHL,1703,83
UA-37-EWR-MCO,1704,84
UA-233-LAX-JFK,1705,85
AA-3823-LAX-DEN,1706,32
AA-2312-DFW-DTW,1707,33
AA-1165-JFK-MIA,1708,34
AA-431-MIA-SFO,1709,35
AA-649-ORD-SNA,1710,36
UA-828-SFO-ORD,1711,89
CO-4888-IAH-DAL,1712,90
AA-3063-SLC-LAX,1713,37
AA-3804-PHL-ORD,1714,38
AA-1917-JFK-MCO,1715,39
AA-2268-PHX-ORD,1716,40
AA-4277-CVG-JFK,1717,41
AA-789-ORD-DEN,1718,42
AA-85-JFK-SFO,1719,44
AA-3786-IAH-ORD,1720,46
AA-222-LAX-BOS,1721,47
UA-3099-PHX-PHL,1722,98
AA-4198-ORD-CLE,1723,30
CO-45-EWR-MIA,1724,99
AA-3809-PHX-LAX,1725,48
AA-59-JFK-SFO,1726,49
UA-397-JFK-SFO,1727,51
UA-3925-IAD-ORF,1728,52
UA-2830-MCO-CLT,1729,53
UA-5487-SFO-MRY,1730,55
UA-2726-FLL-PHL,1731,58
UA-3050-PHX-CLT,1732,66
UA-382-IAD-LAX,1733,70
UA-2945-PHL-CLT,1734,72
UA-854-SFO-IAH,1735,69
UA-3515-IAD-MSP,1736,61
UA-248-PHX-ORD,1737,75
UA-843-LAX-ORD,1738,77
UA-2906-PHL-MCO,1739,79
UA-938-DEN-ORD,1740,80
UA-2515-DFW-CLT,1741,82
UA-664-ORD-PHL,1742,83
UA-37-EWR-MCO,1743,84
UA-233-LAX-JFK,1744,85
UA-3373-IAD-PHL,1745,86
UA-6273-YYC-SFO,1746,88
UA-828-SFO-ORD,1747,89
UA-858-PVG-SFO,1748,91
UA-2704-DTW-PHX,1749,92
UA-2708-EWR-CLT,1750,93
UA-62-IAH-EWR,1751,94
UA-1500-IAH-GUA,1752,95
UA-2314-ATL-PHL,1753,64
UA-37-EDI-EWR,1754,96
UA-3099-PHX-PHL,1755,98
UA-414-LAX-SFO,1756,56
UA-257-JFK-SFO,1757,71
AA-3859-IAH-ORD,1758,0
CO-1586-IAH-MCO,1759,50
AA-518-MIA-JFK,1760,3
UA-397-JFK-SFO,1761,51
UA-3925-IAD-ORF,1762,52
AA-1733-ORD-PHX,1763,1
AA-3-JFK-LAX,1764,24
UA-2830-MCO-CLT,1765,53
CO-58-DEN-IAH,1766,54
UA-5487-SFO-MRY,1767,55
AA-204-LAX-MCO,1768,5
UA-414-LAX-SFO,1769,56
CO-1614-LAX-IAH,1770,57
UA-2726-FLL-PHL,1771,58
CO-52-IAH-LAX,1772,59
CO-1090-BOS-IAH,1773,60
AA-616-DFW-DTW,1774,15
UA-3515-IAD-MSP,1775,61
AA-3468-CVG-MIA,1776,6
AA-484-DFW-MIA,1777,7
AA-1886-BOS-MIA,1778,10
CO-62-IAH-EWR,1779,62
CO-1561-PHX-IAH,1780,63
UA-2314-ATL-PHL,1781,64
AA-446-DFW-PHL,1782,8
CO-1023-IAH-DEN,1783,65
AA-466-IAH-MIA,1784,9
UA-3050-PHX-CLT,1785,66
CO-89-IAH-EWR,1786,67
CO-1088-CLE-IAH,1787,68
AA-1664-MIA-ATL,1788,12
AA-1279-DFW-PHX,1789,14
UA-854-SFO-IAH,1790,69
UA-382-IAD-LAX,1791,70
AA-4344-ORD-DTW,1792,16
UA-257-JFK-SFO,1793,71
UA-2945-PHL-CLT,1794,72
CO-63-EWR-IAH,1795,73
CO-47-IAH-LAX,1796,74
AA-2050-ORD-MIA,1797,20
UA-248-PHX-ORD,1798,75
AA-4330-CVG-ORD,1799,21
AA-1434-DFW-MCO,1800,22
AA-1640-MIA-MCO,1801,2
AA-4307-ORD-DTW,1802,23
CO-1694-LAX-IAH,1803,76
UA-843-LAX-ORD,1804,77
CO-1193-EWR-MCO,1805,78
AA-3842-MSP-ORD,1806,25
AA-643-MIA-ORD,1807,26
AA-1007-MIA-PHX,1808,27
UA-2906-PHL-MCO,1809,79
UA-938-DEN-ORD,1810,80
AA-1221-MCO-ORD,1811,28
CO-16-LAX-EWR,1812,81
UA-2515-DFW-CLT,1813,82
AA-400-DFW-JFK,1814,29
UA-664-ORD-PHL,1815,83
AA-3756-ORD-SLC,1816,4
UA-37-EWR-MCO,1817,84
AA-1522-SFO-ORD,1818,31
UA-233-LAX-JFK,1819,85
AA-3823-LAX-DEN,1820,32
AA-2312-DFW-DTW,1821,33
AA-1165-JFK-MIA,1822,34
AA-431-MIA-SFO,1823,35
UA-3373-IAD-PHL,1824,86
AA-649-ORD-SNA,1825,36
CO-1250-MIA-IAH,1826,87
UA-6273-YYC-SFO,1827,88
UA-828-SFO-ORD,1828,89
CO-4888-IAH-DAL,1829,90
UA-858-PVG-SFO,1830,91
UA-2704-DTW-PHX,1831,92
AA-3063-SLC-LAX,1832,37
UA-2708-EWR-CLT,1833,93
UA-62-IAH-EWR,1834,94
UA-1500-IAH-GUA,1835,95
AA-3804-PHL-ORD,1836,38
AA-1917-JFK-MCO,1837,39
AA-2268-PHX-ORD,1838,40
AA-4277-CVG-JFK,1839,41
AA-2957-DFW-CVG,1840,11
UA-37-EDI-EWR,1841,96
AA-789-ORD-DEN,1842,42
AA-415-BOS-ORD,1843,43
AA-85-JFK-SFO,1844,44
AA-3979-CVG-ORD,1845,13
AA-1544-SAN-ORD,1846,45
AA-3786-IAH-ORD,1847,46
AA-271-MIA-LAX,1848,19
AA-2525-DFW-MIA,1849,17
CO-50-CLE-EWR,1850,97
UA-3099-PHX-PHL,1851,98
AA-4198-ORD-CLE,1852,30
AA-404-MIA-MCO,1853,18
CO-45-EWR-MIA,1854,99
AA-3809-PHX-LAX,1855,48
AA-59-JFK-SFO,1856,49
AA-222-LAX-BOS,1857,47
AA-3859-IAH-ORD,1858,0
CO-1586-IAH-MCO,1859,50
AA-518-MIA-JFK,1860,3
UA-397-JFK-SFO,1861,51
UA-3925-IAD-ORF,1862,52
AA-1733-ORD-PHX,1863,1
AA-4344-ORD-DTW,1864,16
AA-1640-MIA-MCO,1865,2
UA-2830-MCO-CLT,1866,53
CO-58-DEN-IAH,1867,54
AA-204-LAX-MCO,1868,5
UA-414-LAX-SFO,1869,56
CO-1614-LAX-IAH,1870,57
UA-2726-FLL-PHL,1871,58
CO-52-IAH-LAX,1872,59
CO-1090-BOS-IAH,1873,60
AA-3468-CVG-MIA,1874,6
UA-3515-IAD-MSP,1875,61
AA-484-DFW-MIA,1876,7
AA-616-DFW-DTW,1877,15
CO-62-IAH-EWR,1878,62
CO-63-EWR-IAH,1879,73
AA-446-DFW-PHL,1880,8
CO-1023-IAH-DEN,1881,65
AA-466-IAH-MIA,1882,9
UA-3050-PHX-CLT,1883,66
CO-89-IAH-EWR,1884,67
CO-1088-CLE-IAH,1885,68
AA-2957-DFW-CVG,1886,11
AA-1664-MIA-ATL,1887,12
AA-3979-CVG-ORD,1888,13
AA-1279-DFW-PHX,1889,14
AA-404-MIA-MCO,1890,18
AA-3756-ORD-SLC,1891,4
UA-382-IAD-LAX,1892,70
UA-2945-PHL-CLT,1893,72
CO-47-IAH-LAX,1894,74
AA-271-MIA-LAX,1895,19
AA-2050-ORD-MIA,1896,20
UA-248-PHX-ORD,1897,75
AA-4330-CVG-ORD,1898,21
AA-1434-DFW-MCO,1899,22
CO-1561-PHX-IAH,1900,63
AA-4307-ORD-DTW,1901,23
AA-3-JFK-LAX,1902,24
CO-1694-LAX-IAH,1903,76
UA-843-LAX-ORD,1904,77
CO-1193-EWR-MCO,1905,78
AA-3842-MSP-ORD,1906,25
AA-643-MIA-ORD,1907,26
AA-1007-MIA-PHX,1908,27
AA-2525-DFW-MIA,1909,17
UA-2906-PHL-MCO,1910,79
UA-938-DEN-ORD,1911,80
AA-1221-MCO-ORD,1912,28
CO-16-LAX-EWR,1913,81
UA-2515-DFW-CLT,1914,82
AA-400-DFW-JFK,1915,29
UA-664-ORD-PHL,1916,83
UA-37-EWR-MCO,1917,84
AA-1522-SFO-ORD,1918,31
UA-233-LAX-JFK,1919,85
AA-3823-LAX-DEN,1920,32
AA-2312-DFW-DTW,1921,33
UA-2314-ATL-PHL,1922,64
AA-1165-JFK-MIA,1923,34
AA-431-MIA-SFO,1924,35
UA-257-JFK-SFO,1925,71
UA-3373-IAD-PHL,1926,86
CO-1250-MIA-IAH,1927,87
UA-828-SFO-ORD,1928,89
CO-4888-IAH-DAL,1929,90
UA-2704-DTW-PHX,1930,92
AA-3063-SLC-LAX,1931,37
UA-2708-EWR-CLT,1932,93
UA-62-IAH-EWR,1933,94
AA-3804-PHL-ORD,1934,38
AA-1917-JFK-MCO,1935,39
AA-2268-PHX-ORD,1936,40
AA-4277-CVG-JFK,1937,41
AA-789-ORD-DEN,1938,42
UA-854-SFO-IAH,1939,69
AA-415-BOS-ORD,1940,43
AA-85-JFK-SFO,1941,44
AA-3786-IAH-ORD,1942,46
AA-222-LAX-BOS,1943,47
CO-50-CLE-EWR,1944,97
UA-3099-PHX-PHL,1945,98
AA-4198-ORD-CLE,1946,30
CO-45-EWR-MIA,1947,99
AA-3809-PHX-LAX,1948,48
AA-59-JFK-SFO,1949,49
AA-3859-IAH-ORD,1950,0
CO-1586-IAH-MCO,1951,50
AA-518-MIA-JFK,1952,3
UA-397-JFK-SFO,1953,51
UA-3925-IAD-ORF,1954,52
AA-1733-ORD-PHX,1955,1
AA-3-JFK-LAX,1956,24
UA-2830-MCO-CLT,1957,53
CO-58-DEN-IAH,1958,54
UA-5487-SFO-MRY,1959,55
AA-204-LAX-MCO,1960,5
UA-414-LAX-SFO,1961,56
CO-1614-LAX-IAH,1962,57
UA-2726-FLL-PHL,1963,58
CO-52-IAH-LAX,1964,59
CO-1090-BOS-IAH,1965,60
AA-616-DFW-DTW,1966,15
UA-3515-IAD-MSP,1967,61
AA-3468-CVG-MIA,1968,6
AA-484-DFW-MIA,1969,7
AA-1886-BOS-MIA,1970,10
CO-62-IAH-EWR,1971,62
CO-1561-PHX-IAH,1972,63
UA-2314-ATL-PHL,1973,64
AA-446-DFW-PHL,1974,8
CO-1023-IAH-DEN,1975,65
AA-466-IAH-MIA,1976,9
UA-3050-PHX-CLT,1977,66
CO-89-IAH-EWR,1978,67
CO-1088-CLE-IAH,1979,68
AA-1664-MIA-ATL,1980,12
AA-1279-DFW-PHX,1981,14
UA-854-SFO-IAH,1982,69
UA-382-IAD-LAX,1983,70
AA-4344-ORD-DTW,1984,16
UA-257-JFK-SFO,1985,71
UA-2945-PHL-CLT,1986,72
CO-63-EWR-IAH,1987,73
CO-47-IAH-LAX,1988,74
AA-2050-ORD-MIA,1989,20
UA-248-PHX-ORD,1990,75
AA-4330-CVG-ORD,1991,21
AA-1434-DFW-MCO,1992,22
AA-1640-MIA-MCO,1993,2
AA-4307-ORD-DTW,1994,23
CO-1694-LAX-IAH,1995,76
UA-843-LAX-ORD,1996,77
CO-1193-EWR-MCO,1997,78
AA-3842-MSP-ORD,1998,25
AA-643-MIA-ORD,1999,26
AA-1007-MIA-PHX,2000,27
UA-2906-PHL-MCO,2001,79
UA-938-DEN-ORD,2002,80
AA-1221-MCO-ORD,2003,28
CO-16-LAX-EWR,2004,81
UA-2515-DFW-CLT,2005,82
AA-400-DFW-JFK,2006,29
UA-664-ORD-PHL,2007,83
AA-3756-ORD-SLC,2008,4
UA-37-EWR-MCO,2009,84
AA-1522-SFO-ORD,2010,31
UA-233-LAX-JFK,2011,85
AA-3823-LAX-DEN,2012,32
AA-2312-DFW-DTW,2013,33
AA-1165-JFK-MIA,2014,34
AA-431-MIA-SFO,2015,35
UA-3373-IAD-PHL,2016,86
AA-649-ORD-SNA,2017,36
CO-1250-MIA-IAH,2018,87
UA-6273-YYC-SFO,2019,88
UA-828-SFO-ORD,2020,89
CO-4888-IAH-DAL,2021,90
UA-858-PVG-SFO,2022,91
UA-2704-DTW-PHX,2023,92
AA-3063-SLC-LAX,2024,37
UA-2708-EWR-CLT,2025,93
UA-62-IAH-EWR,2026,94
UA-1500-IAH-GUA,2027,95
AA-3804-PHL-ORD,2028,38
AA-1917-JFK-MCO,2029,39
AA-2268-PHX-ORD,2030,40
AA-4277-CVG-JFK,2031,41
AA-2957-DFW-CVG,2032,11
UA-37-EDI-EWR,2033,96
AA-789-ORD-DEN,2034,42
AA-415-BOS-ORD,2035,43
AA-85-JFK-SFO,2036,44
AA-3979-CVG-ORD,2037,13
AA-1544-SAN-ORD,2038,45
AA-3786-IAH-ORD,2039,46
AA-271-MIA-LAX,2040,19
AA-2525-DFW-MIA,2041,17
CO-50-CLE-EWR,2042,97
UA-3099-PHX-PHL,2043,98
AA-4198-ORD-CLE,2044,30
AA-404-MIA-MCO,2045,18
CO-45-EWR-MIA,2046,99
AA-3809-PHX-LAX,2047,48
AA-59-JFK-SFO,2048,49
AA-222-LAX-BOS,2049,47
AA-3859-IAH-ORD,2050,0
CO-1586-IAH-MCO,2051,50
AA-518-MIA-JFK,2052,3
UA-397-JFK-SFO,2053,51
UA-3925-IAD-ORF,2054,52
AA-1733-ORD-PHX,2055,1
AA-3-JFK-LAX,2056,24
UA-2830-MCO-CLT,2057,53
CO-58-DEN-IAH,2058,54
UA-5487-SFO-MRY,2059,55
AA-204-LAX-MCO,2060,5
UA-414-LAX-SFO,2061,56
CO-1614-LAX-IAH,2062,57
UA-2726-FLL-PHL,2063,58
CO-52-IAH-LAX,2064,59
CO-1090-BOS-IAH,2065,60
AA-616-DFW-DTW,2066,15
UA-3515-IAD-MSP,2067,61
AA-3468-CVG-MIA,2068,6
AA-484-DFW-MIA,2069,7
AA-1886-BOS-MIA,2070,10
CO-62-IAH-EWR,2071,62
CO-1561-PHX-IAH,2072,63
UA-2314-ATL-PHL,2073,64
AA-446-DFW-PHL,2074,8
CO-1023-IAH-DEN,2075,65
AA-466-IAH-MIA,2076,9
UA-3050-PHX-CLT,2077,66
CO-89-IAH-EWR,2078,67
CO-1088-CLE-IAH,2079,68
AA-1664-MIA-ATL,2080,12
AA-1279-DFW-PHX,2081,14
UA-854-SFO-IAH,2082,69
UA-382-IAD-LAX,2083,70
AA-4344-ORD-DTW,2084,16
UA-257-JFK-SFO,2085,71
UA-2945-PHL-CLT,2086,72
CO-63-EWR-IAH,2087,73
CO-47-IAH-LAX,2088,74
AA-2050-ORD-MIA,2089,20
UA-248-PHX-ORD,2090,75
AA-4330-CVG-ORD,2091,21
AA-1434-DFW-MCO,2092,22
AA-1640-MIA-MCO,2093,2
AA-4307-ORD-DTW,2094,23
CO-1694-LAX-IAH,2095,76
UA-843-LAX-ORD,2096,77
CO-1193-EWR-MCO,2097,78
AA-3842-MSP-ORD,2098,25
AA-643-MIA-ORD,2099,26
AA-1007-MIA-PHX,2100,27
UA-2906-PHL-MCO,2101,79
UA-938-DEN-ORD,2102,80
AA-1221-MCO-ORD,2103,28
CO-16-LAX-EWR,2104,81
UA-2515-DFW-CLT,2105,82
AA-400-DFW-JFK,2106,29
UA-664-ORD-PHL,2107,83
AA-3756-ORD-SLC,2108,4
UA-37-EWR-MCO,2109,84
AA-1522-SFO-ORD,2110,31
UA-233-LAX-JFK,2111,85
AA-3823-LAX-DEN,2112,32
AA-2312-DFW-DTW,2113,33
AA-1165-JFK-MIA,2114,34
AA-431-MIA-SFO,2115,35
UA-3373-IAD-PHL,2116,86
AA-649-ORD-SNA,2117,36
CO-1250-MIA-IAH,2118,87
UA-6273-YYC-SFO,2119,88
UA-828-SFO-ORD,2120,89
CO-4888-IAH-DAL,2121,90
UA-858-PVG-SFO,2122,91
UA-2704-DTW-PHX,2123,92
AA-3063-SLC-LAX,2124,37
UA-2708-EWR-CLT,2125,93
UA-62-IAH-EWR,2126,94
UA-1500-IAH-GUA,2127,95
AA-3804-PHL-ORD,2128,38
AA-1917-JFK-MCO,2129,39
AA-2268-PHX-ORD,2130,40
AA-4277-CVG-JFK,2131,41
AA-2957-DFW-CVG,2132,11
UA-37-EDI-EWR,2133,96
AA-789-ORD-DEN,2134,42
AA-415-BOS-ORD,2135,43
AA-85-JFK-SFO,2136,44
AA-3979-CVG-ORD,2137,13
AA-1544-SAN-ORD,2138,45
AA-3786-IAH-ORD,2139,46
AA-271-MIA-LAX,2140,19
AA-2525-DFW-MIA,2141,17
CO-50-CLE-EWR,2142,97
UA-3099-PHX-PHL,2143,98
AA-4198-ORD-CLE,2144,30
AA-404-MIA-MCO,2145,18
CO-45-EWR-MIA,2146,99
AA-3809-PHX-LAX,2147,48
AA-59-JFK-SFO,2148,49
AA-222-LAX-BOS,2149,47
CO-58-DEN-IAH,2150,54
CO-1023-IAH-DEN,2151,65
AA-3823-LAX-DEN,2152,32
UA-938-DEN-ORD,2153,80
AA-789-ORD-DEN,2154,42
AA-3859-IAH-ORD,2155,0
CO-1586-IAH-MCO,2156,50
AA-518-MIA-JFK,2157,3
UA-397-JFK-SFO,2158,51
UA-3925-IAD-ORF,2159,52
AA-1733-ORD-PHX,2160,1
AA-3-JFK-LAX,2161,24
UA-2830-MCO-CLT,2162,53
CO-58-DEN-IAH,2163,54
UA-5487-SFO-MRY,2164,55
AA-204-LAX-MCO,2165,5
UA-414-LAX-SFO,2166,56
CO-1614-LAX-IAH,2167,57
UA-2726-FLL-PHL,2168,58
CO-52-IAH-LAX,2169,59
CO-1090-BOS-IAH,2170,60
AA-616-DFW-DTW,2171,15
UA-3515-IAD-MSP,2172,61
AA-3468-CVG-MIA,2173,6
AA-484-DFW-MIA,2174,7
AA-1886-BOS-MIA,2175,10
CO-62-IAH-EWR,2176,62
CO-1561-PHX-IAH,2177,63
UA-2314-ATL-PHL,2178,64
AA-446-DFW-PHL,2179,8
CO-1023-IAH-DEN,2180,65
AA-466-IAH-MIA,2181,9
UA-3050-PHX-CLT,2182,66
CO-89-IAH-EWR,2183,67
CO-1088-CLE-IAH,2184,68
AA-1664-MIA-ATL,2185,12
AA-1279-DFW-PHX,2186,14
UA-854-SFO-IAH,2187,69
UA-382-IAD-LAX,2188,70
AA-4344-ORD-DTW,2189,16
UA-257-JFK-SFO,2190,71
UA-2945-PHL-CLT,2191,72
CO-63-EWR-IAH,2192,73
CO-47-IAH-LAX,2193,74
AA-2050-ORD-MIA,2194,20
UA-248-PHX-ORD,2195,75
AA-4330-CVG-ORD,2196,21
AA-1434-DFW-MCO,2197,22
AA-1640-MIA-MCO,2198,2
AA-4307-ORD-DTW,2199,23
CO-1694-LAX-IAH,2200,76
UA-843-LAX-ORD,2201,77
CO-1193-EWR-MCO,2202,78
AA-3842-MSP-ORD,2203,25
AA-643-MIA-ORD,2204,26
AA-1007-MIA-PHX,2205,27
UA-2906-PHL-MCO,2206,79
UA-938-DEN-ORD,2207,80
AA-1221-MCO-ORD,2208,28
CO-16-LAX-EWR,2209,81
UA-2515-DFW-CLT,2210,82
AA-400-DFW-JFK,2211,29
UA-664-ORD-PHL,2212,83
AA-3756-ORD-SLC,2213,4
UA-37-EWR-MCO,2214,84
AA-1522-SFO-ORD,2215,31
UA-233-LAX-JFK,2216,85
AA-3823-LAX-DEN,2217,32
AA-2312-DFW-DTW,2218,33
AA-1165-JFK-MIA,2219,34
AA-431-MIA-SFO,2220,35
UA-3373-IAD-PHL,2221,86
AA-649-ORD-SNA,2222,36
CO-1250-MIA-IAH,2223,87
UA-6273-YYC-SFO,2224,88
UA-828-SFO-ORD,2225,89
CO-4888-IAH-DAL,2226,90
UA-858-PVG-SFO,2227,91
UA-2704-DTW-PHX,2228,92
AA-3063-SLC-LAX,2229,37
UA-2708-EWR-CLT,2230,93
UA-62-IAH-EWR,2231,94
UA-1500-IAH-GUA,2232,95
AA-3804-PHL-ORD,2233,38
AA-1917-JFK-MCO,2234,39
AA-2268-PHX-ORD,2235,40
AA-4277-CVG-JFK,2236,41
AA-2957-DFW-CVG,2237,11
UA-37-EDI-EWR,2238,96
AA-789-ORD-DEN,2239,42
AA-415-BOS-ORD,2240,43
AA-85-JFK-SFO,2241,44
AA-3979-CVG-ORD,2242,13
AA-1544-SAN-ORD,2243,45
AA-3786-IAH-ORD,2244,46
AA-271-MIA-LAX,2245,19
AA-2525-DFW-MIA,2246,17
CO-50-CLE-EWR,2247,97
UA-3099-PHX-PHL,2248,98
AA-4198-ORD-CLE,2249,30
AA-404-MIA-MCO,2250,18
CO-45-EWR-MIA,2251,99
AA-3809-PHX-LAX,2252,48
AA-59-JFK-SFO,2253,49
AA-222-LAX-BOS,2254,47
AA-3859-IAH-ORD,2255,0
AA-518-MIA-JFK,2256,3
CO-1586-IAH-MCO,2257,50
UA-3925-IAD-ORF,2258,52
AA-1733-ORD-PHX,2259,1
AA-204-LAX-MCO,2260,5
UA-2726-FLL-PHL,2261,58
CO-52-IAH-LAX,2262,59
AA-3468-CVG-MIA,2263,6
AA-484-DFW-MIA,2264,7
AA-616-DFW-DTW,2265,15
AA-446-DFW-PHL,2266,8
CO-1023-IAH-DEN,2267,65
AA-466-IAH-MIA,2268,9
UA-3050-PHX-CLT,2269,66
AA-2957-DFW-CVG,2270,11
AA-1664-MIA-ATL,2271,12
AA-3979-CVG-ORD,2272,13
AA-1279-DFW-PHX,2273,14
AA-404-MIA-MCO,2274,18
AA-3756-ORD-SLC,2275,4
UA-382-IAD-LAX,2276,70
UA-257-JFK-SFO,2277,71
UA-2945-PHL-CLT,2278,72
CO-63-EWR-IAH,2279,73
AA-2525-DFW-MIA,2280,17
CO-47-IAH-LAX,2281,74
AA-271-MIA-LAX,2282,19
AA-2050-ORD-MIA,2283,20
AA-4330-CVG-ORD,2284,21
AA-1434-DFW-MCO,2285,22
AA-1640-MIA-MCO,2286,2
AA-4307-ORD-DTW,2287,23
AA-3-JFK-LAX,2288,24
CO-1694-LAX-IAH,2289,76
CO-1193-EWR-MCO,2290,78
AA-3842-MSP-ORD,2291,25
AA-643-MIA-ORD,2292,26
AA-1007-MIA-PHX,2293,27
UA-2906-PHL-MCO,2294,79
AA-1221-MCO-ORD,2295,28
AA-400-DFW-JFK,2296,29
UA-664-ORD-PHL,2297,83
UA-37-EWR-MCO,2298,84
UA-233-LAX-JFK,2299,85
AA-3823-LAX-DEN,2300,32
AA-2312-DFW-DTW,2301,33
AA-1165-JFK-MIA,2302,34
AA-431-MIA-SFO,2303,35
AA-649-ORD-SNA,2304,36
UA-828-SFO-ORD,2305,89
CO-4888-IAH-DAL,2306,90
AA-3063-SLC-LAX,2307,37
AA-3804-PHL-ORD,2308,38
