ounces,original_index,unique_index,count
12.0 ounce,1900,2,360
12.0 oz.,1901,1,580
12.0 ounce,1902,2,360
12.0 oz.,1903,1,580
12.0 oz.,1904,1,580
12.0 oz. Alumi-Tek,1905,4,87
12.0 oz.,1906,1,580
12.0 oz. Alumi-Tek,1907,4,87
12.0 OZ.,1908,3,98
12.0 ounce,1909,2,360
12.0 oz.,1910,1,580
12.0 oz,1911,0,393
12.0 oz.,1912,1,580
12.0 oz,1913,0,393
12.0 ounce,1914,2,360
12.0 oz. Alumi-Tek,1915,4,87
12.0 oz.,1916,1,580
12.0 oz.,1917,1,580
12.0 oz,1918,0,393
12.0 oz.,1919,1,580
12.0 oz.,1920,1,580
12.0 ounce,1921,2,360
12.0 oz. Alumi-Tek,1922,4,87
12.0 OZ.,1923,3,98
12.0 oz,1924,0,393
16.0 oz,1925,9,220
12.0 oz,1926,0,393
12.0 OZ.,1927,3,98
16.0 oz.,1928,7,327
16.0 oz,1929,9,220
12.0 oz,1930,0,393
12.0 OZ.,1931,3,98
12.0 oz. Alumi-Tek,1932,4,87
12.0 oz.,1933,1,580
12.0 oz.,1934,1,580
12.0 OZ.,1935,3,98
16.0 oz.,1936,7,327
12.0 ounce,1937,2,360
16.0 ounce,1938,6,202
16.0 oz. Alumi-Tek,1939,8,38
16.0 oz.,1940,7,327
16.0 oz.,1941,7,327
12.0 oz.,1942,1,580
16.0 oz.,1943,7,327
16.0 ounce,1944,6,202
16.0 oz,1945,9,220
16.0 oz.,1946,7,327
12.0 oz,1947,0,393
12.0 oz.,1948,1,580
12.0 OZ.,1949,3,98
16.0 oz,1950,9,220
16.0 oz,1951,9,220
16.0 oz. Alumi-Tek,1952,8,38
16.0 ounce,1953,6,202
12.0 oz,1954,0,393
12.0 ounce,1955,2,360
12.0 oz.,1956,1,580
12.0 oz.,1957,1,580
12.0 ounce,1958,2,360
12.0 oz.,1959,1,580
12.0 oz,1960,0,393
16.0 oz.,1961,7,327
12.0 oz,1962,0,393
12.0 ounce,1963,2,360
12.0 oz,1964,0,393
12.0 oz,1965,0,393
16.0 ounce,1966,6,202
12.0 oz.,1967,1,580
12.0 oz.,1968,1,580
16.0 oz,1969,9,220
16.0 oz,1970,9,220
16.0 oz.,1971,7,327
16.0 OZ.,1972,10,50
16.0 oz,1973,9,220
16.0 oz.,1974,7,327
16.0 oz.,1975,7,327
12.0 oz,1976,0,393
16.0 OZ.,1977,10,50
12.0 oz.,1978,1,580
12.0 oz.,1979,1,580
12.0 oz,1980,0,393
12.0 oz.,1981,1,580
12.0 ounce,1982,2,360
12.0 ounce,1983,2,360
12.0 oz,1984,0,393
16.0 oz,1985,9,220
12.0 oz,1986,0,393
16.0 ounce,1987,6,202
12.0 oz,1988,0,393
12.0 ounce,1989,2,360
12.0 oz.,1990,1,580
12.0 oz,1991,0,393
12.0 oz,1992,0,393
12.0 oz. Alumi-Tek,1993,4,87
12.0 oz.,1994,1,580
12.0 oz. Alumi-Tek,1995,4,87
12.0 oz,1996,0,393
12.0 ounce,1997,2,360
12.0 oz.,1998,1,580
12.0 oz. Alumi-Tek,1999,4,87
12.0 oz,2000,0,393
12.0 oz,2001,0,393
16.0 oz.,2002,7,327
12.0 oz.,2003,1,580
16.0 ounce,2004,6,202
16.0 oz,2005,9,220
12.0 oz. Alumi-Tek,2006,4,87
12.0 oz. Alumi-Tek,2007,4,87
12.0 oz,2008,0,393
12.0 oz.,2009,1,580
12.0 ounce,2010,2,360
12.0 oz,2011,0,393
12.0 oz,2012,0,393
12.0 ounce,2013,2,360
12.0 oz.,2014,1,580
12.0 oz,2015,0,393
16.0 ounce,2016,6,202
12.0 OZ.,2017,3,98
12.0 oz.,2018,1,580
12.0 ounce,2019,2,360
12.0 oz,2020,0,393
12.0 oz.,2021,1,580
12.0 oz.,2022,1,580
12.0 oz.,2023,1,580
12.0 oz,2024,0,393
12.0 oz.,2025,1,580
12.0 oz.,2026,1,580
12.0 oz.,2027,1,580
12.0 oz.,2028,1,580
12.0 ounce,2029,2,360
16.0 ounce,2030,6,202
16.0 oz.,2031,7,327
16.0 ounce,2032,6,202
16.0 ounce,2033,6,202
16.0 oz.,2034,7,327
16.0 ounce,2035,6,202
16.0 oz.,2036,7,327
16.0 ounce,2037,6,202
16.0 oz,2038,9,220
16.0 ounce,2039,6,202
16.0 oz. Alumi-Tek,2040,8,38
16.0 oz,2041,9,220
16.0 oz.,2042,7,327
16.0 oz,2043,9,220
16.0 ounce,2044,6,202
16.0 ounce,2045,6,202
16.0 oz. Silo Can,2046,12,4
16.0 oz,2047,9,220
16.0 ounce,2048,6,202
16.0 oz.,2049,7,327
16.0 oz.,2050,7,327
16.0 OZ.,2051,10,50
16.0 ounce,2052,6,202
16.0 oz.,2053,7,327
16.0 oz.,2054,7,327
16.0 oz,2055,9,220
16.0 oz,2056,9,220
16.0 ounce,2057,6,202
16.0 oz. Alumi-Tek,2058,8,38
16.0 oz,2059,9,220
16.0 oz,2060,9,220
16.0 oz,2061,9,220
16.0 oz.,2062,7,327
16.0 oz,2063,9,220
16.0 oz.,2064,7,327
16.0 ounce,2065,6,202
16.0 oz,2066,9,220
16.0 oz.,2067,7,327
16.0 oz,2068,9,220
16.0 oz. Alumi-Tek,2069,8,38
12.0 OZ.,2070,3,98
12.0 ounce,2071,2,360
16.0 oz.,2072,7,327
16.0 oz.,2073,7,327
16.0 oz,2074,9,220
16.0 ounce,2075,6,202
16.0 ounce,2076,6,202
16.0 ounce,2077,6,202
16.0 oz,2078,9,220
16.0 oz,2079,9,220
16.0 oz.,2080,7,327
16.0 OZ.,2081,10,50
16.0 oz.,2082,7,327
16.0 oz.,2083,7,327
16.0 oz. Alumi-Tek,2084,8,38
12.0 oz,2085,0,393
12.0 oz.,2086,1,580
12.0 OZ.,2087,3,98
12.0 OZ.,2088,3,98
12.0 oz,2089,0,393
12.0 OZ.,2090,3,98
12.0 oz.,2091,1,580
12.0 oz.,2092,1,580
12.0 oz.,2093,1,580
12.0 oz.,2094,1,580
12.0 ounce,2095,2,360
12.0 oz.,2096,1,580
24.0 oz.,2097,13,9
12.0 oz. Silo Can,2098,11,7
24.0 oz.,2099,13,9
24.0 oz.,2100,13,9
12.0 oz,2101,0,393
12.0 ounce,2102,2,360
16.9 OZ.,2103,24,1
16.0 oz.,2104,7,327
16.0 oz.,2105,7,327
16.0 OZ.,2106,10,50
16.0 oz,2107,9,220
16.0 oz,2108,9,220
16.0 oz,2109,9,220
16.0 ounce,2110,6,202
16.0 oz.,2111,7,327
16.0 ounce,2112,6,202
16.0 oz.,2113,7,327
16.0 OZ.,2114,10,50
12.0 ounce,2115,2,360
16.0 oz,2116,9,220
16.0 oz.,2117,7,327
16.0 oz.,2118,7,327
16.0 oz,2119,9,220
16.0 oz,2120,9,220
16.0 oz. Alumi-Tek,2121,8,38
16.0 oz.,2122,7,327
16.0 oz.,2123,7,327
16.0 oz. Alumi-Tek,2124,8,38
16.0 oz.,2125,7,327
16.0 oz.,2126,7,327
16.0 oz,2127,9,220
12.0 oz,2128,0,393
12.0 ounce,2129,2,360
12.0 oz.,2130,1,580
12.0 oz.,2131,1,580
12.0 oz.,2132,1,580
12.0 oz. Alumi-Tek,2133,4,87
12.0 ounce,2134,2,360
12.0 oz,2135,0,393
12.0 ounce,2136,2,360
12.0 oz,2137,0,393
12.0 oz,2138,0,393
12.0 oz.,2139,1,580
16.0 oz,2140,9,220
16.0 oz.,2141,7,327
16.0 oz.,2142,7,327
16.0 oz.,2143,7,327
16.0 oz. Alumi-Tek,2144,8,38
16.0 oz. Alumi-Tek,2145,8,38
12.0 ounce,2146,2,360
12.0 ounce,2147,2,360
12.0 ounce,2148,2,360
12.0 oz.,2149,1,580
12.0 ounce,2150,2,360
12.0 oz,2151,0,393
12.0 oz,2152,0,393
16.0 oz,2153,9,220
16.0 oz,2154,9,220
16.0 ounce,2155,6,202
16.0 ounce,2156,6,202
16.0 oz.,2157,7,327
16.0 oz,2158,9,220
16.0 oz.,2159,7,327
16.0 oz,2160,9,220
12.0 ounce,2161,2,360
12.0 oz. Alumi-Tek,2162,4,87
12.0 ounce,2163,2,360
16.0 oz.,2164,7,327
12.0 OZ.,2165,3,98
16.0 oz.,2166,7,327
16.0 oz.,2167,7,327
12.0 oz.,2168,1,580
12.0 oz. Alumi-Tek,2169,4,87
12.0 oz,2170,0,393
12.0 oz,2171,0,393
12.0 ounce,2172,2,360
12.0 ounce,2173,2,360
12.0 oz. Alumi-Tek,2174,4,87
12.0 oz.,2175,1,580
12.0 oz.,2176,1,580
12.0 oz. Silo Can,2177,11,7
12.0 oz,2178,0,393
16.0 oz,2179,9,220
16.0 oz.,2180,7,327
16.0 oz,2181,9,220
16.0 OZ.,2182,10,50
12.0 ounce,2183,2,360
12.0 oz,2184,0,393
12.0 oz,2185,0,393
12.0 oz,2186,0,393
16.0 ounce,2187,6,202
16.0 oz,2188,9,220
16.0 oz,2189,9,220
16.0 OZ.,2190,10,50
16.0 ounce,2191,6,202
16.0 oz.,2192,7,327
16.0 oz,2193,9,220
16.0 oz.,2194,7,327
16.0 oz.,2195,7,327
12.0 ounce,2196,2,360
12.0 oz,2197,0,393
12.0 oz,2198,0,393
12.0 ounce,2199,2,360
12.0 oz.,2200,1,580
12.0 oz,2201,0,393
12.0 oz.,2202,1,580
12.0 oz.,2203,1,580
12.0 oz.,2204,1,580
16.0 oz.,2205,7,327
16.0 oz.,2206,7,327
12.0 oz.,2207,1,580
12.0 oz,2208,0,393
12.0 oz. Alumi-Tek,2209,4,87
12.0 oz.,2210,1,580
12.0 ounce,2211,2,360
12.0 ounce,2212,2,360
16.0 ounce,2213,6,202
16.0 ounce,2214,6,202
12.0 oz.,2215,1,580
16.0 ounce,2216,6,202
12.0 ounce,2217,2,360
12.0 oz.,2218,1,580
16.0 ounce,2219,6,202
12.0 ounce,2220,2,360
12.0 oz. Alumi-Tek,2221,4,87
12.0 oz.,2222,1,580
12.0 oz,2223,0,393
12.0 oz,2224,0,393
12.0 oz,2225,0,393
12.0 ounce,2226,2,360
12.0 ounce,2227,2,360
12.0 oz.,2228,1,580
12.0 ounce,2229,2,360
12.0 ounce,2230,2,360
12.0 oz,2231,0,393
12.0 oz.,2232,1,580
12.0 ounce,2233,2,360
12.0 ounce,2234,2,360
16.0 oz,2235,9,220
12.0 oz,2236,0,393
12.0 oz.,2237,1,580
12.0 oz.,2238,1,580
12.0 oz. Alumi-Tek,2239,4,87
12.0 oz,2240,0,393
12.0 ounce,2241,2,360
12.0 ounce,2242,2,360
12.0 oz,2243,0,393
12.0 OZ.,2244,3,98
12.0 oz,2245,0,393
16.0 oz.,2246,7,327
12.0 oz,2247,0,393
12.0 oz.,2248,1,580
12.0 oz,2249,0,393
12.0 ounce,2250,2,360
12.0 OZ.,2251,3,98
12.0 oz,2252,0,393
12.0 oz.,2253,1,580
12.0 OZ.,2254,3,98
12.0 ounce,2255,2,360
12.0 oz,2256,0,393
12.0 oz.,2257,1,580
12.0 oz.,2258,1,580
12.0 oz.,2259,1,580
12.0 ounce,2260,2,360
16.0 oz,2261,9,220
16.0 oz.,2262,7,327
16.0 ounce,2263,6,202
16.0 ounce,2264,6,202
16.0 oz,2265,9,220
16.0 ounce,2266,6,202
16.0 oz,2267,9,220
16.0 oz.,2268,7,327
16.0 oz.,2269,7,327
16.0 OZ.,2270,10,50
12.0 oz,2271,0,393
12.0 OZ.,2272,3,98
12.0 oz,2273,0,393
12.0 oz.,2274,1,580
16.0 oz.,2275,7,327
16.0 oz. Alumi-Tek,2276,8,38
16.0 oz.,2277,7,327
19.2 oz.,2278,15,6
19.2 oz,2279,16,4
19.2 oz.,2280,15,6
19.2 OZ.,2281,23,4
19.2 OZ.,2282,23,4
12.0 oz.,2283,1,580
12.0 oz.,2284,1,580
19.2 oz,2285,16,4
19.2 oz.,2286,15,6
16.0 oz.,2287,7,327
16.0 ounce,2288,6,202
12.0 oz.,2289,1,580
12.0 oz.,2290,1,580
12.0 ounce,2291,2,360
12.0 oz,2292,0,393
12.0 oz,2293,0,393
12.0 oz.,2294,1,580
12.0 ounce,2295,2,360
16.0 OZ.,2296,10,50
12.0 oz,2297,0,393
12.0 oz.,2298,1,580
12.0 ounce,2299,2,360
12.0 oz. Alumi-Tek,2300,4,87
12.0 ounce,2301,2,360
12.0 oz.,2302,1,580
12.0 ounce,2303,2,360
12.0 ounce,2304,2,360
12.0 ounce,2305,2,360
16.0 oz.,2306,7,327
16.0 oz.,2307,7,327
16.0 ounce,2308,6,202
16.0 OZ.,2309,10,50
16.0 oz,2310,9,220
12.0 ounce,2311,2,360
12.0 oz,2312,0,393
12.0 oz.,2313,1,580
12.0 OZ.,2314,3,98
12.0 oz.,2315,1,580
12.0 oz. Alumi-Tek,2316,4,87
12.0 ounce,2317,2,360
12.0 oz,2318,0,393
12.0 oz,2319,0,393
12.0 OZ.,2320,3,98
12.0 OZ.,2321,3,98
12.0 ounce,2322,2,360
12.0 OZ.,2323,3,98
12.0 ounce,2324,2,360
12.0 oz,2325,0,393
12.0 oz.,2326,1,580
12.0 oz.,2327,1,580
12.0 oz.,2328,1,580
12.0 oz.,2329,1,580
16.0 oz,2330,9,220
16.0 oz.,2331,7,327
16.0 oz.,2332,7,327
16.0 oz.,2333,7,327
12.0 oz.,2334,1,580
12.0 oz.,2335,1,580
12.0 ounce,2336,2,360
12.0 oz.,2337,1,580
12.0 ounce,2338,2,360
12.0 ounce,2339,2,360
12.0 oz.,2340,1,580
12.0 oz,2341,0,393
12.0 oz.,2342,1,580
12.0 oz,2343,0,393
12.0 oz,2344,0,393
16.0 ounce,2345,6,202
12.0 oz,2346,0,393
12.0 ounce,2347,2,360
12.0 ounce,2348,2,360
12.0 oz,2349,0,393
12.0 oz.,2350,1,580
12.0 oz,2351,0,393
12.0 oz,2352,0,393
12.0 oz.,2353,1,580
12.0 oz.,2354,1,580
12.0 ounce,2355,2,360
16.0 ounce,2356,6,202
12.0 oz,2357,0,393
12.0 oz.,2358,1,580
12.0 oz.,2359,1,580
12.0 oz. Alumi-Tek,2360,4,87
12.0 oz,2361,0,393
12.0 ounce,2362,2,360
12.0 OZ.,2363,3,98
12.0 oz,2364,0,393
12.0 oz. Alumi-Tek,2365,4,87
12.0 oz,2366,0,393
12.0 oz.,2367,1,580
12.0 ounce,2368,2,360
12.0 oz,2369,0,393
12.0 oz,2370,0,393
12.0 oz.,2371,1,580
12.0 ounce,2372,2,360
12.0 oz,2373,0,393
16.0 oz. Alumi-Tek,2374,8,38
16.0 oz.,2375,7,327
16.0 oz.,2376,7,327
16.0 ounce,2377,6,202
16.0 oz,2378,9,220
16.0 ounce,2379,6,202
16.0 oz,2380,9,220
12.0 oz.,2381,1,580
12.0 ounce,2382,2,360
12.0 oz.,2383,1,580
12.0 OZ.,2384,3,98
12.0 oz,2385,0,393
12.0 ounce,2386,2,360
12.0 OZ.,2387,3,98
12.0 oz.,2388,1,580
12.0 oz.,2389,1,580
12.0 oz,2390,0,393
12.0 oz.,2391,1,580
12.0 oz,2392,0,393
12.0 ounce,2393,2,360
12.0 oz.,2394,1,580
16.0 oz,2395,9,220
12.0 oz.,2396,1,580
12.0 oz,2397,0,393
12.0 oz,2398,0,393
12.0 oz,2399,0,393
12.0 oz,2400,0,393
12.0 oz.,2401,1,580
12.0 oz,2402,0,393
12.0 oz.,2403,1,580
12.0 oz.,2404,1,580
12.0 oz.,2405,1,580
12.0 oz. Alumi-Tek,2406,4,87
12.0 oz.,2407,1,580
12.0 ounce,2408,2,360
12.0 oz.,2409,1,580
