flight,sched_arr_time,original_index,unique_index,count
CO-1250-MIA-IAH,4:48 p.m.,1044,119,12.0
UA-6273-YYC-SFO,Not Available,1045,265,2.0
UA-858-PVG-SFO,Not Available,1046,266,1.0
UA-2704-DTW-PHX,1:40 p.m.,1047,201,6.0
AA-3063-SLC-LAX,9:20 p.m.,1048,37,7.0
UA-2708-EWR-CLT,4:53 p.m.,1049,202,6.0
UA-62-IAH-EWR,7:03 p.m.,1050,127,11.0
AA-3804-PHL-ORD,4:05 p.m.,1051,38,19.0
AA-1917-JFK-MCO,5:55 p.m.,1052,39,18.0
AA-2268-PHX-ORD,11:35 a.m.,1053,40,18.0
UA-2314-ATL-PHL,5:00 p.m.,1054,203,8.0
AA-4277-CVG-JFK,2:15 p.m.,1055,41,19.0
UA-37-EDI-EWR,11:53 a.m.,1056,134,9.0
AA-789-ORD-DEN,2:35 p.m.,1057,42,20.0
UA-854-SFO-IAH,Not Available,1058,267,1.0
AA-415-BOS-ORD,10:40 a.m.,1059,43,7.0
AA-85-JFK-SFO,6:30 p.m.,1060,44,19.0
AA-3786-IAH-ORD,6:40 p.m.,1061,46,20.0
CO-50-CLE-EWR,4:49 p.m.,1062,141,11.0
UA-3099-PHX-PHL,6:17 p.m.,1063,185,17.0
AA-4198-ORD-CLE,12:55 p.m.,1064,30,18.0
AA-222-LAX-BOS,3:30 p.m.,1065,47,17.0
AA-404-MIA-MCO,7:45 a.m.,1066,18,17.0
CO-45-EWR-MIA,7:05 p.m.,1067,145,20.0
AA-3809-PHX-LAX,6:40 a.m.,1068,48,18.0
AA-59-JFK-SFO,10:45 a.m.,1069,49,19.0
AA-3859-IAH-ORD,9:40 a.m.,1070,0,18.0
CO-1586-IAH-MCO,,1071,149,
AA-518-MIA-JFK,9:25 a.m.,1072,3,16.0
UA-397-JFK-SFO,11:55 a.m.,1073,150,15.0
UA-3925-IAD-ORF,,1074,54,
AA-1733-ORD-PHX,10:30 p.m.,1075,1,19.0
AA-3-JFK-LAX,3:15 p.m.,1076,24,18.0
UA-2830-MCO-CLT,5:05 p.m.,1077,151,17.0
CO-58-DEN-IAH,,1078,152,
UA-5487-SFO-MRY,,1079,59,
AA-204-LAX-MCO,6:55 a.m. Dec 02,1080,153,6.0
UA-414-LAX-SFO,,1081,61,
CO-1614-LAX-IAH,,1082,154,
UA-2726-FLL-PHL,6:46 p.m.,1083,155,17.0
CO-52-IAH-LAX,,1084,156,
CO-1090-BOS-IAH,,1085,157,
AA-616-DFW-DTW,12:35 p.m.,1086,15,19.0
UA-3515-IAD-MSP,,1087,67,
AA-3468-CVG-MIA,9:55 a.m.,1088,6,18.0
AA-484-DFW-MIA,7:55 p.m.,1089,7,17.0
AA-1886-BOS-MIA,,1090,70,
CO-62-IAH-EWR,,1091,158,
CO-1561-PHX-IAH,,1092,159,
UA-2314-ATL-PHL,,1093,73,
AA-446-DFW-PHL,3:50 p.m.,1094,8,18.0
CO-1023-IAH-DEN,,1095,160,
AA-466-IAH-MIA,9:20 a.m.,1096,9,17.0
UA-3050-PHX-CLT,4:57 p.m.,1097,161,18.0
CO-89-IAH-EWR,,1098,162,
CO-1088-CLE-IAH,,1099,163,
AA-1664-MIA-ATL,12:10 p.m.,1100,12,19.0
AA-1279-DFW-PHX,2:35 p.m.,1101,14,17.0
UA-854-SFO-IAH,,1102,82,
UA-382-IAD-LAX,,1103,83,
AA-4344-ORD-DTW,,1104,84,
UA-257-JFK-SFO,6:15 p.m.,1105,164,18.0
UA-2945-PHL-CLT,1:45 p.m.,1106,165,18.0
CO-63-EWR-IAH,,1107,166,
CO-47-IAH-LAX,,1108,167,
AA-2050-ORD-MIA,2:45 p.m.,1109,20,20.0
UA-248-PHX-ORD,,1110,90,
AA-4330-CVG-ORD,,1111,169,
AA-1434-DFW-MCO,10:35 a.m.,1112,22,16.0
AA-1640-MIA-MCO,7:25 p.m.,1113,2,20.0
AA-4307-ORD-DTW,9:10 p.m.,1114,23,19.0
CO-1694-LAX-IAH,12:21 a.m. Dec 02,1115,170,7.0
UA-843-LAX-ORD,,1116,96,
CO-1193-EWR-MCO,12:18 p.m.,1117,97,22.0
AA-3842-MSP-ORD,7:30 a.m.,1118,25,17.0
AA-643-MIA-ORD,9:35 a.m.,1119,26,16.0
AA-1007-MIA-PHX,,1120,100,
UA-2906-PHL-MCO,6:23 p.m.,1121,171,18.0
UA-938-DEN-ORD,,1122,103,
AA-1221-MCO-ORD,9:45 p.m.,1123,28,19.0
CO-16-LAX-EWR,,1124,172,
UA-2515-DFW-CLT,,1125,106,
AA-400-DFW-JFK,2:59 p.m.,1126,29,14.0
UA-664-ORD-PHL,4:31 p.m.,1127,173,20.0
AA-3756-ORD-SLC,2:45 p.m.,1128,4,19.0
UA-37-EWR-MCO,,1129,174,
AA-1522-SFO-ORD,5:50 a.m. Dec 02,1130,205,5.0
UA-233-LAX-JFK,12:29 a.m. Dec 02,1131,176,7.0
AA-3823-LAX-DEN,12:15 a.m. Dec 02,1132,177,6.0
AA-2312-DFW-DTW,11:50 p.m.,1133,33,19.0
AA-1165-JFK-MIA,10:34 a.m.,1134,34,15.0
AA-431-MIA-SFO,11:50 a.m.,1135,35,18.0
UA-3373-IAD-PHL,,1136,117,
AA-649-ORD-SNA,3:50 p.m.,1137,36,16.0
CO-1250-MIA-IAH,,1138,178,
UA-6273-YYC-SFO,,1139,120,
UA-828-SFO-ORD,5:11 a.m.Dec 02,1140,179,7.0
CO-4888-IAH-DAL,6:40 p.m.,1141,206,13.0
UA-858-PVG-SFO,,1142,123,
UA-2704-DTW-PHX,,1143,124,
AA-3063-SLC-LAX,,1144,125,
UA-2708-EWR-CLT,,1145,126,
UA-62-IAH-EWR,,1146,181,
UA-1500-IAH-GUA,,1147,182,
AA-3804-PHL-ORD,4:05 p.m.,1148,38,19.0
AA-1917-JFK-MCO,5:55 p.m.,1149,39,18.0
AA-2268-PHX-ORD,11:35 a.m.,1150,40,18.0
AA-4277-CVG-JFK,2:15 p.m.,1151,41,19.0
AA-2957-DFW-CVG,11:05 a.m.,1152,11,17.0
UA-37-EDI-EWR,,1153,183,
AA-789-ORD-DEN,2:35 p.m.,1154,42,20.0
AA-415-BOS-ORD,,1155,136,
AA-85-JFK-SFO,6:30 p.m.,1156,44,19.0
AA-3979-CVG-ORD,8:00 a.m.,1157,13,17.0
AA-1544-SAN-ORD,,1158,58,
AA-3786-IAH-ORD,6:40 p.m.,1159,46,20.0
AA-271-MIA-LAX,2:25 p.m.,1160,19,18.0
AA-2525-DFW-MIA,11:10 a.m.,1161,17,15.0
CO-50-CLE-EWR,,1162,184,
UA-3099-PHX-PHL,6:17 p.m.,1163,185,17.0
AA-4198-ORD-CLE,12:55 p.m.,1164,30,18.0
AA-404-MIA-MCO,7:45 a.m.,1165,18,17.0
CO-45-EWR-MIA,7:05 p.m.,1166,145,20.0
AA-3809-PHX-LAX,6:40 a.m.,1167,48,18.0
AA-59-JFK-SFO,10:45 a.m.,1168,49,19.0
AA-222-LAX-BOS,3:30 p.m.,1169,47,17.0
AA-3859-IAH-ORD,9:40 a.m.,1170,0,18.0
AA-518-MIA-JFK,9:25 a.m.,1171,3,16.0
CO-1586-IAH-MCO,,1172,149,
UA-3925-IAD-ORF,9:54 a.m.,1173,186,7.0
AA-1733-ORD-PHX,10:30 p.m.,1174,1,19.0
UA-414-LAX-SFO,,1175,61,
UA-3515-IAD-MSP,,1176,67,
AA-3468-CVG-MIA,9:55 a.m.,1177,6,18.0
AA-484-DFW-MIA,7:55 p.m.,1178,7,17.0
CO-63-EWR-IAH,,1179,166,
AA-466-IAH-MIA,9:20 a.m.,1180,9,17.0
UA-3050-PHX-CLT,4:57 p.m.,1181,161,18.0
AA-1886-BOS-MIA,2:20 p.m.,1182,10,5.0
AA-1664-MIA-ATL,12:10 p.m.,1183,12,19.0
AA-404-MIA-MCO,7:45 a.m.,1184,18,17.0
AA-3756-ORD-SLC,2:45 p.m.,1185,4,19.0
UA-382-IAD-LAX,,1186,83,
UA-2945-PHL-CLT,1:45 p.m.,1187,165,18.0
AA-2050-ORD-MIA,2:45 p.m.,1188,20,20.0
UA-248-PHX-ORD,4:52 p.m.,1189,168,3.0
AA-4330-CVG-ORD,4:00 p.m.,1190,21,10.0
AA-4307-ORD-DTW,9:10 p.m.,1191,23,19.0
CO-1694-LAX-IAH,12:21 a.m. Dec 02,1192,170,7.0
UA-843-LAX-ORD,,1193,96,
CO-1193-EWR-MCO,12:18 p.m.,1194,97,22.0
AA-1221-MCO-ORD,9:45 p.m.,1195,28,19.0
CO-16-LAX-EWR,6:44 p.m.,1196,105,12.0
AA-400-DFW-JFK,2:59 p.m.,1197,29,14.0
UA-664-ORD-PHL,4:31 p.m.,1198,173,20.0
AA-1522-SFO-ORD,5:50 a.m.,1199,195,6.0
UA-257-JFK-SFO,6:15 p.m.,1200,164,18.0
UA-3373-IAD-PHL,9:24 a.m.,1201,198,8.0
CO-1250-MIA-IAH,,1202,178,
UA-6273-YYC-SFO,,1203,120,
UA-828-SFO-ORD,5:11 a.m.,1204,209,7.0
CO-4888-IAH-DAL,6:09 p.m.,1205,180,3.0
UA-2704-DTW-PHX,,1206,124,
UA-2708-EWR-CLT,,1207,126,
UA-1500-IAH-GUA,,1208,182,
AA-3804-PHL-ORD,4:05 p.m.,1209,38,19.0
AA-2268-PHX-ORD,11:35 a.m.,1210,40,18.0
UA-233-LAX-JFK,12:29 a.m. Dec 02,1211,176,7.0
AA-4277-CVG-JFK,2:15 p.m.,1212,41,19.0
AA-2957-DFW-CVG,11:05 a.m.,1213,11,17.0
UA-37-EDI-EWR,11:53 a.m.,1214,134,9.0
AA-789-ORD-DEN,2:35 p.m.,1215,42,20.0
UA-854-SFO-IAH,1:39 p.m.,1216,204,6.0
AA-85-JFK-SFO,6:30 p.m.,1217,44,19.0
AA-1640-MIA-MCO,7:25 p.m.,1218,2,20.0
AA-1544-SAN-ORD,5:25 p.m.,1219,45,7.0
AA-3786-IAH-ORD,6:40 p.m.,1220,46,20.0
AA-3809-PHX-LAX,6:40 a.m.,1221,48,18.0
AA-59-JFK-SFO,10:45 a.m.,1222,49,19.0
AA-3859-IAH-ORD,,1223,50,
CO-1586-IAH-MCO,10:15 p.m.,1224,51,9.0
AA-518-MIA-JFK,,1225,52,
UA-397-JFK-SFO,,1226,53,
UA-3925-IAD-ORF,,1227,54,
AA-1733-ORD-PHX,,1228,55,
UA-2830-MCO-CLT,,1229,56,
CO-58-DEN-IAH,2:50 p.m.,1230,57,10.0
AA-1544-SAN-ORD,,1231,58,
UA-5487-SFO-MRY,,1232,59,
AA-204-LAX-MCO,,1233,60,
UA-414-LAX-SFO,,1234,61,
CO-1614-LAX-IAH,5:35 a.m.,1235,62,10.0
UA-2726-FLL-PHL,,1236,63,
CO-52-IAH-LAX,9:21 a.m.,1237,64,7.0
CO-1090-BOS-IAH,1:16 p.m.,1238,65,12.0
AA-616-DFW-DTW,,1239,66,
UA-3515-IAD-MSP,,1240,67,
AA-3468-CVG-MIA,,1241,68,
AA-484-DFW-MIA,,1242,69,
AA-1886-BOS-MIA,,1243,70,
CO-62-IAH-EWR,7:03 p.m.,1244,71,12.0
CO-1561-PHX-IAH,11:35 a.m.,1245,72,9.0
UA-2314-ATL-PHL,,1246,73,
AA-446-DFW-PHL,,1247,74,
CO-1023-IAH-DEN,1:17 p.m.,1248,75,10.0
AA-466-IAH-MIA,,1249,76,
UA-3050-PHX-CLT,,1250,77,
CO-89-IAH-EWR,10:20 a.m.,1251,78,10.0
CO-1088-CLE-IAH,10:54 a.m.,1252,79,9.0
AA-1664-MIA-ATL,,1253,80,
AA-1279-DFW-PHX,,1254,81,
UA-854-SFO-IAH,,1255,82,
UA-382-IAD-LAX,,1256,83,
AA-4344-ORD-DTW,,1257,84,
UA-257-JFK-SFO,,1258,85,
UA-2945-PHL-CLT,,1259,86,
CO-63-EWR-IAH,8:22 p.m.,1260,87,8.0
CO-47-IAH-LAX,8:56 p.m.,1261,88,7.0
AA-2050-ORD-MIA,,1262,89,
UA-248-PHX-ORD,,1263,90,
AA-4330-CVG-ORD,4:00 p.m.,1264,21,10.0
AA-1434-DFW-MCO,,1265,91,
AA-1640-MIA-MCO,,1266,92,
AA-4307-ORD-DTW,,1267,93,
AA-3-JFK-LAX,,1268,94,
CO-1694-LAX-IAH,12/2/11 12:21 a.m.,1269,95,4.0
UA-843-LAX-ORD,,1270,96,
CO-1193-EWR-MCO,12:18 p.m.,1271,97,22.0
AA-3842-MSP-ORD,,1272,98,
AA-643-MIA-ORD,,1273,99,
AA-1007-MIA-PHX,,1274,100,
AA-2525-DFW-MIA,,1275,101,
UA-2906-PHL-MCO,,1276,102,
UA-938-DEN-ORD,,1277,103,
AA-1221-MCO-ORD,,1278,104,
CO-16-LAX-EWR,6:44 p.m.,1279,105,12.0
UA-2515-DFW-CLT,,1280,106,
AA-400-DFW-JFK,,1281,107,
UA-664-ORD-PHL,,1282,108,
AA-3756-ORD-SLC,,1283,109,
UA-37-EWR-MCO,4:17 p.m.,1284,110,9.0
AA-1522-SFO-ORD,,1285,111,
UA-233-LAX-JFK,,1286,112,
AA-3823-LAX-DEN,,1287,113,
AA-2312-DFW-DTW,,1288,114,
AA-1165-JFK-MIA,,1289,115,
AA-431-MIA-SFO,,1290,116,
UA-3373-IAD-PHL,,1291,117,
AA-649-ORD-SNA,,1292,118,
CO-1250-MIA-IAH,4:48 p.m.,1293,119,12.0
UA-6273-YYC-SFO,,1294,120,
UA-828-SFO-ORD,12/2/11 5:11 a.m.,1295,121,4.0
CO-4888-IAH-DAL,,1296,122,
UA-858-PVG-SFO,,1297,123,
UA-2704-DTW-PHX,,1298,124,
AA-3063-SLC-LAX,,1299,125,
UA-2708-EWR-CLT,,1300,126,
UA-62-IAH-EWR,7:03 p.m.,1301,127,11.0
UA-1500-IAH-GUA,11:45 a.m.,1302,128,5.0
AA-3804-PHL-ORD,,1303,129,
AA-1917-JFK-MCO,,1304,130,
AA-2268-PHX-ORD,,1305,131,
AA-4277-CVG-JFK,,1306,132,
AA-2957-DFW-CVG,,1307,133,
UA-37-EDI-EWR,11:53 a.m.,1308,134,9.0
AA-789-ORD-DEN,,1309,135,
AA-415-BOS-ORD,,1310,136,
AA-85-JFK-SFO,,1311,137,
AA-3979-CVG-ORD,,1312,138,
AA-3786-IAH-ORD,,1313,139,
AA-271-MIA-LAX,,1314,140,
CO-50-CLE-EWR,4:49 p.m.,1315,141,11.0
UA-3099-PHX-PHL,,1316,142,
AA-4198-ORD-CLE,,1317,143,
AA-404-MIA-MCO,,1318,144,
CO-45-EWR-MIA,7:05 p.m.,1319,145,20.0
AA-3809-PHX-LAX,,1320,146,
AA-59-JFK-SFO,,1321,147,
AA-222-LAX-BOS,,1322,148,
AA-3859-IAH-ORD,9:40aDec 1,1323,268,1.0
CO-1586-IAH-MCO,10:15 p.m.,1324,51,9.0
AA-518-MIA-JFK,9:25aDec 1,1325,269,1.0
UA-397-JFK-SFO,11:55aDec 1,1326,270,1.0
UA-3925-IAD-ORF,9:54aDec 1,1327,271,2.0
AA-1733-ORD-PHX,10:30 p.m.,1328,1,19.0
AA-3-JFK-LAX,3:15 p.m.,1329,24,18.0
UA-2830-MCO-CLT,5:05 p.m.,1330,151,17.0
CO-58-DEN-IAH,2:50 p.m.,1331,57,10.0
UA-5487-SFO-MRY,11:19aDec 1,1332,272,2.0
AA-204-LAX-MCO,6:55aDec 2,1333,273,2.0
UA-414-LAX-SFO,7:23aDec 1,1334,274,1.0
CO-1614-LAX-IAH,5:35aDec 1,1335,275,2.0
UA-2726-FLL-PHL,6:46 p.m.,1336,155,17.0
CO-52-IAH-LAX,9:21aDec 2,1337,276,1.0
CO-1090-BOS-IAH,1:16 p.m.,1338,65,12.0
AA-616-DFW-DTW,12:35 p.m.,1339,15,19.0
UA-3515-IAD-MSP,10:06aDec 1,1340,277,1.0
AA-3468-CVG-MIA,9:55aDec 1,1341,278,2.0
AA-484-DFW-MIA,7:55 p.m.,1342,7,17.0
AA-1886-BOS-MIA,2:20 p.m.,1343,10,5.0
CO-62-IAH-EWR,7:03 p.m.,1344,71,12.0
CO-1561-PHX-IAH,11:35aDec 1,1345,279,1.0
UA-2314-ATL-PHL,5:00 p.m.,1346,203,8.0
AA-446-DFW-PHL,3:50 p.m.,1347,8,18.0
CO-1023-IAH-DEN,1:17 p.m.,1348,75,10.0
AA-466-IAH-MIA,9:20aDec 1,1349,280,2.0
UA-3050-PHX-CLT,4:57 p.m.,1350,161,18.0
CO-89-IAH-EWR,10:20aDec 1,1351,281,1.0
CO-1088-CLE-IAH,10:54aDec 1,1352,282,1.0
AA-1664-MIA-ATL,12:10 p.m.,1353,12,19.0
AA-1279-DFW-PHX,2:35 p.m.,1354,14,17.0
UA-854-SFO-IAH,1:39 p.m.,1355,204,6.0
UA-382-IAD-LAX,3:03 p.m.,1356,283,2.0
AA-4344-ORD-DTW,2:00 p.m.,1357,16,8.0
UA-257-JFK-SFO,6:15 p.m.,1358,164,18.0
UA-2945-PHL-CLT,1:45 p.m.,1359,165,18.0
CO-63-EWR-IAH,8:22 p.m.,1360,87,8.0
CO-47-IAH-LAX,10:48 p.m.,1361,284,2.0
AA-2050-ORD-MIA,2:45 p.m.,1362,20,20.0
UA-248-PHX-ORD,5:15 p.m.,1363,208,4.0
AA-4330-CVG-ORD,4:00 p.m.,1364,21,10.0
AA-1434-DFW-MCO,10:35aDec 1,1365,285,1.0
AA-1640-MIA-MCO,7:25 p.m.,1366,2,20.0
AA-4307-ORD-DTW,9:10 p.m.,1367,23,19.0
CO-1694-LAX-IAH,12:21aDec 2,1368,286,1.0
UA-843-LAX-ORD,7:53 p.m.,1369,192,5.0
CO-1193-EWR-MCO,12:18 p.m.,1370,97,22.0
AA-3842-MSP-ORD,7:30aDec 1,1371,287,2.0
AA-643-MIA-ORD,9:35aDec 1,1372,288,2.0
AA-1007-MIA-PHX,8:05 p.m.,1373,27,5.0
UA-2906-PHL-MCO,6:23 p.m.,1374,171,18.0
UA-938-DEN-ORD,7:35 p.m.,1375,193,6.0
AA-1221-MCO-ORD,9:45 p.m.,1376,28,19.0
CO-16-LAX-EWR,6:44 p.m.,1377,105,12.0
UA-2515-DFW-CLT,10:31aDec 1,1378,289,2.0
AA-400-DFW-JFK,2:59 p.m.,1379,29,14.0
UA-664-ORD-PHL,4:31 p.m.,1380,173,20.0
AA-3756-ORD-SLC,2:45 p.m.,1381,4,19.0
UA-37-EWR-MCO,4:17 p.m.,1382,110,9.0
AA-1522-SFO-ORD,5:50aDec 2,1383,290,1.0
UA-233-LAX-JFK,12:29aDec 2,1384,291,2.0
AA-3823-LAX-DEN,12:15aDec 2,1385,292,1.0
AA-2312-DFW-DTW,11:50 p.m.,1386,33,19.0
AA-1165-JFK-MIA,10:34aDec 1,1387,293,2.0
AA-431-MIA-SFO,11:50aDec 1,1388,294,2.0
AA-649-ORD-SNA,3:50 p.m.,1389,36,16.0
CO-1250-MIA-IAH,4:48 p.m.,1390,119,12.0
UA-6273-YYC-SFO,9:43aDec 1,1391,295,1.0
UA-828-SFO-ORD,5:11aDec 2,1392,296,2.0
CO-4888-IAH-DAL,6:40 p.m.,1393,206,13.0
UA-858-PVG-SFO,8:27aDec 1,1394,297,1.0
UA-2704-DTW-PHX,1:40 p.m.,1395,201,6.0
AA-3063-SLC-LAX,9:18 p.m.,1396,298,2.0
UA-2708-EWR-CLT,4:53 p.m.,1397,202,6.0
UA-62-IAH-EWR,7:03 p.m.,1398,127,11.0
UA-1500-IAH-GUA,12:05 p.m.,1399,299,1.0
AA-3804-PHL-ORD,4:05 p.m.,1400,38,19.0
AA-1917-JFK-MCO,5:55 p.m.,1401,39,18.0
AA-2268-PHX-ORD,11:35aDec 1,1402,300,1.0
AA-4277-CVG-JFK,2:15 p.m.,1403,41,19.0
AA-2957-DFW-CVG,11:05aDec 1,1404,301,1.0
UA-37-EDI-EWR,11:53aDec 1,1405,302,2.0
AA-789-ORD-DEN,2:35 p.m.,1406,42,20.0
AA-415-BOS-ORD,10:40aDec 1,1407,303,2.0
AA-85-JFK-SFO,6:30 p.m.,1408,44,19.0
AA-3979-CVG-ORD,8:00aDec 1,1409,304,2.0
AA-1544-SAN-ORD,5:25 p.m.,1410,45,7.0
AA-3786-IAH-ORD,6:40 p.m.,1411,46,20.0
AA-271-MIA-LAX,2:25 p.m.,1412,19,18.0
AA-2525-DFW-MIA,11:10aDec 1,1413,305,2.0
CO-50-CLE-EWR,4:49 p.m.,1414,141,11.0
UA-3099-PHX-PHL,6:17 p.m.,1415,185,17.0
AA-4198-ORD-CLE,12:55 p.m.,1416,30,18.0
AA-404-MIA-MCO,7:45aDec 1,1417,306,2.0
CO-45-EWR-MIA,7:05 p.m.,1418,145,20.0
AA-3809-PHX-LAX,6:40aDec 1,1419,307,1.0
AA-59-JFK-SFO,10:45aDec 1,1420,308,2.0
AA-222-LAX-BOS,3:30 p.m.,1421,47,17.0
AA-446-DFW-PHL,3:50 p.m.,1422,8,18.0
UA-3373-IAD-PHL,9:24 a.m.,1423,198,8.0
AA-3804-PHL-ORD,,1424,129,
UA-664-ORD-PHL,4:31 p.m.,1425,173,20.0
CO-1586-IAH-MCO,10:15 p.m.,1426,51,9.0
CO-52-IAH-LAX,9:21 a.m.,1427,64,7.0
CO-1023-IAH-DEN,1:17 p.m.,1428,75,10.0
CO-89-IAH-EWR,10:20 a.m.,1429,78,10.0
CO-1694-LAX-IAH,12:21 a.m.,1430,191,7.0
CO-1614-LAX-IAH,5:35 a.m.,1431,62,10.0
CO-1088-CLE-IAH,10:54 a.m.,1432,79,9.0
CO-58-DEN-IAH,2:50 p.m.,1433,57,10.0
CO-50-CLE-EWR,4:49 p.m.,1434,141,11.0
CO-62-IAH-EWR,7:03 p.m.,1435,71,12.0
CO-1193-EWR-MCO,12:18 p.m.,1436,97,22.0
CO-16-LAX-EWR,6:44 p.m.,1437,105,12.0
CO-1090-BOS-IAH,1:16 p.m.,1438,65,12.0
CO-1250-MIA-IAH,4:48 p.m.,1439,119,12.0
CO-47-IAH-LAX,8:56 p.m.,1440,88,7.0
CO-4888-IAH-DAL,6:40 p.m.,1441,206,13.0
CO-45-EWR-MIA,7:05 p.m.,1442,145,20.0
CO-63-EWR-IAH,8:22 p.m.,1443,87,8.0
CO-1561-PHX-IAH,11:35 a.m.,1444,72,9.0
AA-3842-MSP-ORD,7:30 a.m.,1445,25,17.0
AA-3804-PHL-ORD,4:05 p.m.,1446,38,19.0
CO-1090-BOS-IAH,1:16 p.m.,1447,65,12.0
AA-1917-JFK-MCO,5:55 p.m.,1448,39,18.0
UA-2906-PHL-MCO,6:23 p.m.,1449,171,18.0
CO-89-IAH-EWR,10:20 a.m.,1450,78,10.0
UA-938-DEN-ORD,7:35 p.m.,1451,193,6.0
UA-3925-IAD-ORF,9:54 a.m.,1452,186,7.0
AA-789-ORD-DEN,2:35 p.m.,1453,42,20.0
AA-1434-DFW-MCO,10:35 a.m.,1454,22,16.0
UA-664-ORD-PHL,4:31 p.m.,1455,173,20.0
AA-3756-ORD-SLC,2:45 p.m.,1456,4,19.0
CO-1614-LAX-IAH,5:35 a.m.,1457,62,10.0
CO-58-DEN-IAH,2:50 p.m.,1458,57,10.0
UA-233-LAX-JFK,12:29 a.m.,1459,196,7.0
AA-3979-CVG-ORD,8:00 a.m.,1460,13,17.0
AA-3823-LAX-DEN,12:15 a.m.,1461,197,6.0
AA-3786-IAH-ORD,6:40 p.m.,1462,46,20.0
AA-431-MIA-SFO,11:50 a.m.,1463,35,18.0
AA-1733-ORD-PHX,10:30 p.m.,1464,1,19.0
UA-3373-IAD-PHL,9:24 a.m.,1465,198,8.0
UA-3099-PHX-PHL,6:17 p.m.,1466,185,17.0
UA-2314-ATL-PHL,5:00 p.m.,1467,203,8.0
CO-16-LAX-EWR,6:44 p.m.,1468,105,12.0
CO-1250-MIA-IAH,4:48 p.m.,1469,119,12.0
AA-3468-CVG-MIA,9:55 a.m.,1470,6,18.0
AA-2050-ORD-MIA,2:45 p.m.,1471,20,20.0
AA-415-BOS-ORD,10:40 a.m.,1472,43,7.0
AA-3063-SLC-LAX,9:20 p.m.,1473,37,7.0
AA-3809-PHX-LAX,6:40 a.m.,1474,48,18.0
AA-59-JFK-SFO,10:45 a.m.,1475,49,19.0
UA-62-IAH-EWR,7:03 p.m.,1476,127,11.0
AA-616-DFW-DTW,12:35 p.m.,1477,15,19.0
AA-3-JFK-LAX,3:15 p.m.,1478,24,18.0
CO-1694-LAX-IAH,12:21 a.m.,1479,191,7.0
AA-446-DFW-PHL,3:50 p.m.,1480,8,18.0
UA-397-JFK-SFO,11:55 a.m.,1481,150,15.0
AA-85-JFK-SFO,6:30 p.m.,1482,44,19.0
AA-431-MIA-SFO,11:50 a.m.,1483,35,18.0
AA-59-JFK-SFO,10:45 a.m.,1484,49,19.0
UA-257-JFK-SFO,6:15 p.m.,1485,164,18.0
UA-414-LAX-SFO,7:23 a.m.,1486,189,6.0
AA-3859-IAH-ORD,,1487,50,
CO-1586-IAH-MCO,10:15 p.m.,1488,51,9.0
AA-518-MIA-JFK,,1489,52,
UA-397-JFK-SFO,,1490,53,
UA-3925-IAD-ORF,,1491,54,
AA-1733-ORD-PHX,,1492,55,
UA-2830-MCO-CLT,,1493,56,
CO-58-DEN-IAH,2:50 p.m.,1494,57,10.0
AA-1544-SAN-ORD,,1495,58,
UA-5487-SFO-MRY,,1496,59,
AA-204-LAX-MCO,,1497,60,
UA-414-LAX-SFO,,1498,61,
CO-1614-LAX-IAH,5:35 a.m.,1499,62,10.0
UA-2726-FLL-PHL,,1500,63,
CO-52-IAH-LAX,9:21 a.m.,1501,64,7.0
CO-1090-BOS-IAH,1:16 p.m.,1502,65,12.0
AA-616-DFW-DTW,,1503,66,
UA-3515-IAD-MSP,,1504,67,
AA-3468-CVG-MIA,,1505,68,
AA-484-DFW-MIA,,1506,69,
AA-1886-BOS-MIA,,1507,70,
CO-62-IAH-EWR,7:03 p.m.,1508,71,12.0
CO-1561-PHX-IAH,11:35 a.m.,1509,72,9.0
UA-2314-ATL-PHL,,1510,73,
AA-446-DFW-PHL,,1511,74,
CO-1023-IAH-DEN,1:17 p.m.,1512,75,10.0
AA-466-IAH-MIA,,1513,76,
UA-3050-PHX-CLT,,1514,77,
CO-89-IAH-EWR,10:20 a.m.,1515,78,10.0
CO-1088-CLE-IAH,10:54 a.m.,1516,79,9.0
AA-1664-MIA-ATL,,1517,80,
AA-1279-DFW-PHX,,1518,81,
UA-854-SFO-IAH,,1519,82,
UA-382-IAD-LAX,,1520,83,
AA-4344-ORD-DTW,,1521,84,
UA-257-JFK-SFO,,1522,85,
UA-2945-PHL-CLT,,1523,86,
CO-63-EWR-IAH,8:22 p.m.,1524,87,8.0
CO-47-IAH-LAX,8:56 p.m.,1525,88,7.0
AA-2050-ORD-MIA,,1526,89,
UA-248-PHX-ORD,,1527,90,
AA-4330-CVG-ORD,4:00 p.m.,1528,21,10.0
AA-1434-DFW-MCO,,1529,91,
AA-1640-MIA-MCO,,1530,92,
AA-4307-ORD-DTW,,1531,93,
AA-3-JFK-LAX,,1532,94,
CO-1694-LAX-IAH,12/2/11 12:21 a.m.,1533,95,4.0
UA-843-LAX-ORD,,1534,96,
CO-1193-EWR-MCO,12:18 p.m.,1535,97,22.0
AA-3842-MSP-ORD,,1536,98,
AA-643-MIA-ORD,,1537,99,
AA-1007-MIA-PHX,,1538,100,
AA-2525-DFW-MIA,,1539,101,
UA-2906-PHL-MCO,,1540,102,
UA-938-DEN-ORD,,1541,103,
AA-1221-MCO-ORD,,1542,104,
CO-16-LAX-EWR,6:44 p.m.,1543,105,12.0
UA-2515-DFW-CLT,,1544,106,
