ReviewCount,Description,original_index,unique_index
"1 user,1 critic",Bite Size tells the stories of 4 kids around the country as they embark on a journey to become healthier and lose weight. All it takes is someone to believe in you and the will to try.,3017,2998
"14 user,8 critic","Amid a strict Muslim rearing and a social life he's never had, Tariq enters college confused. New peers, family and mentors help him find his place, but the 9-11 attacks force him to face his past and make the biggest decisions of his life.",3018,2999
"19 user,2 critic","Jamey Meadows is a convict just released from prison, hoping to live a straight life on the outside. His brother tries to reenlist him into the crime world, but Jamey resists, getting a job...",3019,3000
"6 user,4 critic","See You in September is an original romantic comedy set in current day Manhattan. The film centers around Lindsay, a beautiful woman who seemingly has it all, but is deeply afraid of ...",3020,3001
"18 user,3 critic","Brillant pianist Larry Addams allows his frustrated ambitions to ruin his life and commits suicide, leaving his wife, Lee, and two small children, Penny and Chase, under the stigma of ...",3021,3002
"2 user,1 critic",Young Nell loses her job and home and her father is sent to prison. She joins the Salvation Army and tries to redeem him when he comes out bent on continuing his life of crime.,3022,3003
"16 user,3 critic","Candy Williams is a struggling performer in a musical troupe, headed by Hap Schneider. Unfortunately, the troupe has fallen on hard times, forcing the members to get jobs cleaning hotel ...",3023,3004
"26 user,10 critic","Romantic misunderstandings abound when spouses suspect each other of being unfaithful, and a nightclub singer takes a cruise under a false identity.",3024,3005
"82 user,44 critic","A man and woman share a telephone line and despise each other, but then he has fun by romancing her with his voice disguised.",3025,3006
"52 user,19 critic","A fictionalized account of the career of jazz singer Ruth Etting and her tempestuous marriage to gangster Marty Snyder, who helped propel her to stardom.",3026,3007
"20 user,4 critic","Miss Ethel 'Dynamite' Jackson is a chorus girl who mistakingly receives an invitation from the State Department to represent the American theatre at an arts exposition in Paris, France. ...",3027,3008
"25 user,8 critic",The Winfield family moves into a new house in a small town in Indiana. Tomboy Marjorie Winfield begins a romance with William Sherman who lives across the street. Marjorie has to learn how ...,3028,3009
"39 user,16 critic","A hypochondriac thinks he's dying this time, and makes plans for his wife which she discovers and misunderstands.",3029,3010
"43 user,21 critic",A series of misunderstandings leaves an advertising executive with a campaign for a product which has not been invented yet while he romances his rival in the guise of its inventor.,3030,3011
"33 user,9 critic","Jane Osgood runs a lobster business, which supports her two young children. Railroad staff inattention ruins her shipment, so with her lawyer George, Jane sues Harry Foster Malone, director of the line and the 'meanest man in the world'.",3031,3012
"20 user,7 critic",Pretty Melinda Howard has been abroad singing with a musical troupe. She decides to return home to surprise her mother whom she thinks is a successful Broadway star with a mansion in ...,3032,3013
"29 user,8 critic","In this reworking of 'No, No, Nanette,' wealthy heiress Nanette Carter bets her uncle $25,000 that she can say 'no' to everything for 48 hours. If she wins, she can invest the money in a ...",3033,3014
"21 user,5 critic","The Pooles are unable to have a baby after years of trying. They apply to the Rock-A-Bye Adoption Agency, and are assigned Miss Novick as an investigator. Through a farfetched ...",3034,3015
"61 user,32 critic","Two sailors, one naive, the other experienced in the ways of the world, on liberty in Los Angeles, is the setting for this movie musical.",3035,3016
"70 user,44 critic",A nightclub performer hires a naive chorus girl to become his new dance partner to make his former partner jealous and to prove he can make any partner a star.,3036,3017
"33 user,18 critic","After writing a tell-all book about her days in the dance troupe 'Barry Nichols and Les Girls', Sybil Wren (Kay Kendall) is sued for libeling her fellow dancer Angele (Taina Elg). A Rash&...",3037,3018
"53 user,43 critic","A girl is engaged to the local richman, but meanwhile she has dreams about the legendary pirate Macoco. A traveling singer falls in love with her and to impress her he poses as the pirate.",3038,3019
"30 user,22 critic","The Wolves baseball team gets steamed when they find they've been inherited by one K.C. Higgins, a suspected 'fathead' who intends to take an active interest in running the team. But K.C. ...",3039,3020
"49 user,25 critic","A small-town farmer, down on her luck, finds her homestead invaded by a theatrical troupe invited to stay by her ne'er-do-well sister.",3040,3021
"9 user,3 critic","A Christmas obsessed Jewish boy on his way to sunny Florida figures out how to get the Christmas of his dreams by trading airline tickets and places with another boy on his way to snowy Christmastown, WA.",3041,3022
"3 user,5 critic","A family adopts a runt of a dachshund from a shelter. Only time will tell if little 'Shelly' and her new family are up for the challenges of entering the nation's greatest wiener dog race, ...",3042,3023
"10 user,3 critic","When a mythical device from ancient times is rebuilt by a group of Confederates who feel the civil war never ended, Mickey Matson and his newfound friend, Sully, must follow a series of ...",3043,3024
"27 user,3 critic",Biographic movie about the American composer Sigmund Romberg.,3044,3025
"5 user,1 critic","'Logan' is a story about two teenage brothers, Tyler and Logan. Logan, the younger of the two, has got his mind set on a seemingly impossible project which turns out to be much harder than ...",3045,3026
"2 user,7 critic","'David' tells the story of Daud, an eleven year old religious Muslim boy growing up in Brooklyn. Concealing his Muslim identity, Daud inadvertently befriends a group of Jewish boys who ...",3046,3027
"1,349 user,274 critic","Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom.",3047,3028
"45 user,25 critic","The late, great impresario Florenz Ziegfeld looks down from heaven and ordains a new revue in his grand old style.",3048,3029
"61 user,32 critic","Three soldiers meet 10 years after their last meeting in New York again, and find out, that they have litte in common now.",3049,3030
"50 user,27 critic",A 10 year old boy goes on a search for God after his grandfather dies.,3050,3031
"5 user,10 critic","A robot boy and a human boy team up to save their respective parents, who are being held captive by the organization that funded the robot's creator.",3051,3032
"2 user,1 critic","It's Chad Sheppard's birthday and he's in for a big surprise! His best friend, Abner, a big furry Sheepdog can suddenly vanish into thin air and can talk too! But Chad already has enough ...",3052,3033
"31 user,44 critic","During the first day of his new school year, a fifth grade boy squares off against a bully and winds up accepting a dare that could change the balance of power within the class.",3053,3034
"37 user,22 critic","Two vaudeville performers fall in love, but find their relationship tested by the arrival of WWI.",3054,3035
"5 user,3 critic",An ancient and magical amulet that has the power to stop time is passed through generations until it ends up in the hands of a young man who must choose to use its power for good or for evil.,3055,3036
1 user,"No Limit Kids centers on a group of young teens that band together to save their town's landmark, the old abandoned theater. With a story that focuses on treating others with respect, No ...",3056,3037
3 user,"While at camp, Alex Sterling and his friends have stumbled upon an old journal left behind by his deceased grandfather where they learn of the existence of a legendary medallion believed to...",3057,3038
1 user,Add a Plot,3058,876
,Add a Plot,3059,275
,"When a new doctor moves in next door, the neighborhood kids make it their mission to ensure he is not a creepy guardian of a terrible neighbor-eating monster.",3060,3039
,Add a Plot,3061,275
"32 user,12 critic",Four turn of the century explorers embark on an airship expedition to the high artic. Where upon they find a lost colony of Vikings.,3062,3040
"28 user,6 critic","Johnny Tremain is drawn into the Revolutionary War, and becomes a patriot fighting to free the colonies from England. Along the way he learns about life and about himself.",3063,3041
8 user,"A palimino cow pony, through a series of owners and adventures becomes a champion mount for one of the US equestrian team.",3064,3042
"9 user,5 critic","During the reign of Henry VIII, Mary Tudor seeks to flee a forced marriage with the French king by escaping to America with her true love, but her plans are not so easily executed.",3065,3043
"28 user,5 critic",Legends (and myths) from the life of famed American frontiersman Davey Crockett are depicted in this feature film edited from television episodes. Crockett and his friend George Russell ...,3066,3044
"5 user,1 critic",The adventures of a group of pioneers as their wagon train crosses the West.,3067,3045
"14 user,3 critic","Taken in by distant members of his family after being orphaned, Toby Tyler runs away to join the circus.",3068,3046
"5 user,2 critic",A young white man who spent his whole life raised by Native Americans is sent to live with his birth family and must learn to fit in with people he was taught to hate.,3069,3047
5 user,The wartime adventures of Scotish highland leader Rob Roy MacGregor during the reign of King George I in the 18th century.,3070,3048
"18 user,5 critic",During the Civil War Union spy Andrews and his men volunteer to steal a Confederate train and drive it to Union territory while destroying the Confederate railway system along the way.,3071,3049
"8 user,3 critic","Davy Crockett and his sidekick Georgie compete against boastful Mike Fink ('King of the River') in a boat race to New Orleans. Later, Davy and Georgie, allied with Fink, battle a group of ...",3072,3050
"16 user,4 critic",A boy attempts to realize his father's dream of climbing an alpine peak known as the Citadel.,3073,3051
"7 user,5 critic","This True Life Fantasy follows and shows how the life of a female squirrel, Perri, in the forest is filled with danger and fraught with peril. When not fleeing her natural enemy, the Marten...",3074,3052
"51 user,22 critic",A wily old codger matches wits with the king of the leprechauns and helps play matchmaker for his daughter and the strapping lad who has replaced him as caretaker.,3075,3053
"15 user,17 critic",Two inept vaudevillians stow away on a Brazilian-bound ocean liner and foil a plot by a sinister hypnotist to marry off her niece to a greedy fortune hunter.,3076,3054
"8 user,2 critic",A comedy filled with tenderness as a baby raccoon snuggles his way into the life of a lonely boy. He becomes the boy's only companion during his father's frequent absences. Because of ...,3077,3055
"23 user,10 critic","The Bellows family causes comic confusion on an ocean liner, with time out for radio-style musical acts.",3078,3056
"14 user,14 critic","Peanuts White, a burlesque comic, is recruited by U.S. agents to impersonate international spy Eric Augustine (whom White resembles) in a mission to purchase a million-dollar microfilm in ...",3079,3057
"34 user,22 critic","Calamity Jane is despatched to find out who's smuggling rifles to the Indians, and winds up married to a hapless correspondence school dentist as part of her cover.",3080,3058
3 user,Add a Plot,3081,3059
"36 user,15 critic","Having to leave Melbourne in a hurry to avoid various marriage proposals, two song-and-dance men sign on for work as divers. This takes them to an idyllic island on the way to Bali where ...",3082,3060
"13 user,12 critic","Stranded in Africa, Chuck and his pal Fearless have comic versions of jungle adventures, featuring two attractive con-women.",3083,3061
"22 user,10 critic","Junior Potter returns to claim his father's gold, which is nowhere to be found. 'Mike' is the luscious head of a gang of thieves, and Roy Barton is the federal marshal hot on her trail.",3084,3062
"23 user,11 critic","When the Lemon Drop Kid accidentally steers Moose Moran's girl away from a winning bet, he is forced to come up with $10,000 to repay the angry gangster. Fortunately it's Christmas, a time ...",3085,3063
4 user,Discussion of the career of animator Chuck Jones.,3086,3064
"26 user,12 critic","Princess Margaret is travelling incognito to elope with her true love instead of marrying the man her father has betrothed her to. On the high seas, her ship is attacked by pirates who know...",3087,3065
"59 user,27 critic","A radio broadcaster, his quaking manservant and an heiress investigate the mystery of a haunted castle in Cuba.",3088,3066
"18 user,9 critic","Karen Bentley, an English secret agent, links up with Larry Haines and his star penguin Percy in an attempt to outwit German spies.",3089,3067
"19 user,6 critic",Daffy Duck opens a detective agency for the supernatural along side his Looney Toon buddies.,3090,3068
"35 user,10 critic","Anabel Sims is determined to find the perfect husband. She thinks she's found her man in Madison Brown, a handsome pediatrician. She then prepares an elaborate scheme to trap him into marriage.",3091,3069
"22 user,10 critic",Husband and wife Americans Dr. Eugene and Mrs. Helen Ferguson - he a renowned neurosurgeon - are traveling through Latin America for a vacation. When they make the decision to return to New...,3092,3070
,Add a Plot,3093,275
"12 user,9 critic","Clemson Reade, a business tycoon with marriage on his mind, and Effie, a U.S. diplomat, are a modern couple. Unfortunately there seems to be too much business and not enough pleasure on the...",3094,3071
"114 user,34 critic","A bishop trying to get a new cathedral built prays for guidance. An angel (Cary Grant) arrives, but his guidance isn't about fundraising.",3095,3072
"44 user,8 critic","During the housing shortage of the Summer Olympic Games in 1964, two men and a woman share a small apartment in Tokyo, and the older man soon starts playing Cupid to the younger pair.",3096,3073
"8 user,4 critic","Right before the dancing Tobius' ought to film a new production, his wife tells Freddy Tobius that she's pregnant. So the producer desperately has to seek a replacement and starts a ...",3097,3074
"29 user,3 critic",A fairly well-to-do family takes in 2 troubled orphans since no one else will take them.,3098,3075
"30 user,14 critic","A gambler has plans to swindle money from a charity program, but starts to have second thoughts when he falls for a rich society girl.",3099,3076
"6 user,1 critic","Spoilt child Geoffrey Bramer teams up with a pair of small time crooks to pose as an aristocrat and steal jewelry from exclusive shops. During a a caper, Geoffrey is caught and is sentenced...",3100,3077
"227 user,153 critic",A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,3101,3078
4 user,Add a Plot,3102,1479
"1 user,2 critic","A hard boiled business man wants his daughter to marry for wealth, and not for love. Charley comes into the office seeking a job, and gets confused with an old geezer there as a prospective...",3103,3079
"12 user,3 critic","While building an irrigation system for a Southwestern desert community, an engineer vies with a local cowboy for the affections of a rancher's daughter.",3104,3080
"11 user,2 critic","A singing waiter and composer (Al Jolson) loves two women (Betty Bronson, Josephine Dunn), conquers Broadway and holds his dying son, singing 'Sonny Boy.'",3105,3081
"104 user,33 critic","On a South Pacific island during World War II, love blooms between a young nurse and a secretive Frenchman who's being courted for a dangerous military mission.",3106,3082
"20 user,25 critic","Poor but happy, young Nello and his grandfather live alone, delivering milk as a livelihood, in the outskirts of Antwerp, a city in Flanders (the Flemish or Dutch-speaking part of ...",3107,3083
"118 user,17 critic","The musical revolves around the antics of Mame Dennis, a fun-loving, wealthy eccentric with a flare for life and a razor sharp wit. Her life is suddenly changed when she becomes the ...",3108,3084
"10 user,3 critic","The emotional story of a boy, his grandfather, and his dog. The boy's dream of becoming a great classical painter appears shattered when his loving grandfather dies.",3109,3085
"66 user,15 critic","This musical version of Don Quixote is framed by an incident allegedly from the life of its author, Miguel de Cervantes. Don Quixote is the mad, aging nobleman who embarrasses his ...",3110,3086
"41 user,13 critic","King Arthur's rule is threatened by the adulterous love between Sir Lancelot and Queen Guinevere, a relationship the king's enemies hope to exploit.",3111,3087
"81 user,14 critic","Two naive young women become friends after moving to the Big Apple in the early 1920s, and together they learn to face the challenges inherit in becoming contemporary women. This acclaimed musical comedy won an Academy Award for its Elmer Bernstein score.",3112,3088
"44 user,21 critic",In 1825 an English aristocrat is captured by Indians. He lives with them and begins to understand/accept their lifestyles. Eventually he is accepted as part of the tribe and becomes their leader.,3113,3089
"125 user,30 critic",Harold Hill poses as a boys' band leader to con naive Iowa townsfolk.,3114,3090
"76 user,34 critic",A widow accepts a job as a live-in governess to the King of Siam's children.,3115,3091
"44 user,9 critic","Abner Hale, a rigid and humorless New England missionary, marries the beautiful Jerusha Bromley and takes her to the exotic island kingdom of Hawaii, intent on converting the natives. But ...",3116,3092
"35 user,26 critic",Two US Treasury agents hunt a successful counterfeiting ring.,3117,3093
"47 user,20 critic",A small town policeman is assisted by a Harvard professor when the skeletal remains of a pregnant prostitute turn up on a Massachusetts beach.,3118,3094
"48 user,38 critic",Reformed parolee Steve Lacey is caught in the middle when a wounded former cellmate seeks him out for shelter.,3119,3095
"52 user,29 critic",An army lieutenant accused of robbery pursues the real thief on a frantic chase through Mexico aided by the thief's fiancee.,3120,3096
"39 user,7 critic","An Englishman vacationing in a Ruritarian kingdom is recruited to impersonate his cousin, the soon-to-be-crowned king when the monarch is drugged and kidnapped.",3121,3097
"53 user,18 critic",A meek pharmacist creates an alternate identity under which he plans to murder the bullying liquor salesman who has become his wife's lover.,3122,3098
"41 user,7 critic","An Englishman on a Ruritarian holiday must impersonate the king when the rightful monarch, a distant cousin, is drugged and kidnapped.",3123,3099
"563 user,342 critic",An ex-hitman comes out of retirement to track down the gangsters that took everything from him.,3124,3100
"507 user,509 critic","When Louis Bloom, a driven man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",3125,3101
"868 user,465 critic","Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home to his wife and kids after four tours of duty, however, Chris finds that it is the war he can't leave behind.",3126,3102
"478 user,445 critic","An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.",3127,3103
"169 user,260 critic","Two hardened criminals get into trouble with the US border patrol after meeting with a Mexican drug lord, and then revelations start to unfold.",3128,3104
"31 user,24 critic",A struggling young father-to-be gives in to temptation and impulsively steals money from the office of a shady lawyer - with catastrophic consequences.,3129,3105
"402 user,312 critic","Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",3130,3106
"476 user,469 critic","Set in a future where a failed climate-change experiment kills all life on the planet except for a lucky few who boarded the Snowpiercer, a train that travels around the globe, where a class system emerges.",3131,3107
"613 user,62 critic","An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he never ages and has walked the earth for 14,000 years.",3132,3108
"277 user,290 critic","Fresh off the success of their inventive take on the zombie genre, Undead masterminds Michael and Peter Spierig direct Ethan Hawke in an ambitious tale of a futuristic Earth populated entirely by vampires, and the efforts made by the creatures to ensure that their food supply doesn't run out as humankind is faced with extinction. The year is 2017, and a vampire plague has turned most of the planet's human population into bloodsucking ghouls. As the population of mortals fast begins to dwindle, a,vampiric corporation sets out to capture and farm every remaining human while simultaneously researching a consumable blood substitute, headed by undead hematologist Edward Dalton (Ethan Hawke). His work is interrupted after stumbling onto a pocket of human survivors lead by Elvis (Willem Dafoe), a former vampire, whose past reveals a cure that could reverse the tide and save the human race. With time running out, Dalton's only hope lies in outsmarting the security forces of his boss (Sam Neill), whose goal isn't just to find a substitute, but to repopulate humanity in order to sell its blood to the highest bidder. ~ Jason Buchanan, Rovi",3133,3109
"1,835 user,717 critic",A medical engineer and an astronaut work together to survive after a catastrophe destroys their shuttle and leaves them adrift in orbit.,3134,3110
"106 user,169 critic",Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.,3135,3111
"50 user,22 critic","An embittered, vengeful POW stalks his former commanding officer who betrayed his men's planned escape attempt from a Nazi prison camp..",3136,3112
"228 user,251 critic",Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.,3137,3113
"475 user,286 critic","Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow 'runners' for a shot at escape.",3138,3114
"524 user,318 critic","Hazel and Gus are two extraordinary teenagers who share an acerbic wit, a disdain for the conventional, and a love that sweeps them - and us - on an unforgettable journey. Their relationship is all the more miraculous, given that they met and fell in love at a cancer support group. THE FAULT IN OUR STARS, based upon the number-one bestselling novel by John Green, explores the funny, thrilling and tragic business of being alive and in love.(C) Fox",3139,3115
"32 user,13 critic","After an overly aggressive district attorney unknowingly sends an innocent man to the chair, he resigns, turns to drinking, and acquires a criminal clientèle.",3140,3116
"41 user,17 critic","A young doctor falls in love with a disturbed young woman, becomes involved in the death of her husband, and has to flee with her to the Mexican border.",3141,3117
"14 user,6 critic","In this crime drama, a group of armed bandits manages to pull off a caper and steal millions of dollars right under the nose of the law.",3142,3118
"40 user,18 critic","The big national crime syndicate has moved into town, partnering up with local crime boss Nick Scanlon. There are only two problems: First, Nick is the violent type, preferring to do things...",3143,3119
"16 user,10 critic","Young Calvin Fuller is pulled into King Arthur's court by Merlin. His mission: to save Camelot. To do this he must overcome the villain known as Lord Belascoe, train to become a knight, and...",3144,3120
"56 user,19 critic","The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.",3145,3121
"89 user,32 critic","While traveling with his father, young Alec becomes fascinated by a mysterious Arabian stallion who is brought on board and stabled in the ship he is sailing on. When it tragically sinks ...",3146,3122
"12 user,9 critic",A young American boy visiting in China helps his zoologist father rescue a panda cub from unscrupulous poachers while his panda reserve is threatened with closure from officious bureaucrats.,3147,3123
"18 user,7 critic","The colorful holiday classic is finally brought to the big screen, designed by famed children's story author and artist Maurice Sendak, and written for the first time to be as close as ...",3148,3124
"7 user,7 critic","An American boy and girl, spending six months in Kenya with their scientist parents adopt a cheetah, only to realize that they must set it loose so that it can learn to hunt and be free. ...",3149,3125
"28 user,14 critic","Elliot Hopper is a widower with three children, he is currently working on a deal. It seems like his wife illness was very costly and this deal could put them out of the red. However he ...",3150,3126
"145 user,32 critic","The three best of the disbanded Musketeers - Athos, Porthos, and Aramis - join a young hotheaded would-be-Musketeer, D'Artagnan, to stop the Cardinal Richelieu's evil plot: to form an ...",3151,3127
"30 user,27 critic",A motivational speaker discovers that the inheritance his father left for him is in the form of an elephant.,3152,3128
"307 user,77 critic","An Iowa corn farmer, hearing voices, interprets them as a command to build a baseball diamond in his fields; he does, and the Chicago White Sox come.",3153,3129
"106 user,61 critic","The Crocodile Hunter mistakes some CIA agents for poachers and sets out to stop them from capturing a wily croc which, unbeknownst to him, has swallowed a tracking drone.",3154,3130
"88 user,34 critic",A legendary fifteen-foot tall mountain gorilla named Joe is taken to an animal sanctuary in California by a zoologist and a young woman whom he grew up with. A poacher from the past returns to seek vengeance on him.,3155,3131
"12 user,1 critic","In turn-of-the-20th-century upstate New York, Winnie Foster, a 12-year-old girl, discovers a family living in the woods near her family's home who never ages thanks to a magical spring they...",3156,3132
"87 user,23 critic",A young British girl born and raised in India loses her neglectful parents in an earthquake. She is returned to England to live at her uncle's estate. Her uncle is very distant due to the ...,3157,3133
"41 user,25 critic",Harriet M. Welsch is a spy. But when Harriet's friends find her secret notebook the tables are turned on her. Can she win her friends back and still keep on going with the spy business?,3158,3134
"15 user,9 critic",An unsophisticated young woman from the Mississippi swamps falls in love with an unconventional southern gentleman.,3159,3135
14 user,An American boy runs away in the Indian jungle after a fight with his father.,3160,3136
13 user,"A young boy lets the animals out of their cages at the Zoo, to set them free, but the animals start taking over the town.",3161,3137
"12 user,3 critic","Eddie Ellison is an ex-con who spent time in Sing-Sing prison. Kay marries him as soon as he serves his time. Five years later, Eddie and his ex-convict buddy Larry, have both gone straight...",3162,3138
"10 user,6 critic","Photographer Grif Henderson is assigned a photo shoot in Paris. He decides to take his wife, Jenny, and his hippie son, Davey, with him on the shoot. Everything gets mucked up when she ...",3163,3139
"14 user,5 critic","Scotland 1865. An old shepherd and his little Skye terrier go to Edinburgh. But when the shepherd dies of pneumonia, the dog remains faithful to his master, refuses to be adopted by anyone,...",3164,3140
"5 user,3 critic",The rugged Canadian wilderness is the backdrop to this story of a dog separated from his owner.,3165,3141
"25 user,4 critic",TV writer Elliott Nash buries a blackmailer under the new gazebo in his suburban backyard. But the nervous man can't let the body rest there.,3166,3142
"20 user,4 critic","The story of three pets, a cat and two dogs, who lose their owners when they are all on vacation. Can they find their way home?",3167,3143
"45 user,4 critic","Chinese stowaway Mei Li (Miyoshi Umeki) arrives in San Francisco with her father to meet her fiancé, wealthy nightclub owner Sammy Fong (Jack Soo), in an arranged marriage, but the groom ...",3168,3144
7 user,"In the 1850's, a young boy and his family on their way West become stranded in the Rockies. With the help of a local mountain man, a Sioux medicine man, and a legendary bear knows as '...",3169,3145
"168 user,80 critic","A former radio DJ, suicidally despondent because of a terrible mistake he made, finds redemption in helping a deranged homeless man who was an unwitting victim of that mistake.",3170,3146
"5 user,4 critic",Biopic about the great college football coach Paul 'Bear' Bryant of the University of Alabama.,3171,3147
"20 user,2 critic",Misadventures of a mischievous boy in 1850 Missouri.,3172,3148
"8 user,10 critic",Laddie (Son of Lassie !) and his master are trapped in Norway during WW2 - has he inherited his mothers famous courage ?,3173,3149
"17 user,1 critic","George Marshall directed this breezy romantic comedy starring Tony Randall and Debbie Reynolds. Randall plays Lorenzo Charlton, a stuffy tax investigator sent to the farm of Pop Larkin (Paul Douglas) and Ma Larkin (Una Merkel) to find out why they haven't been paying taxes. He discovers that the Larkins, instead of money, use a homegrown barter system. Their complex economic network causes Lorenzo to drink one home brew too many. Awakening from a hangover, he sees a vision of loveliness before,him -- the Larkin's spunky daughter Mariette (Debbie Reynolds). Enraptured by Mariette, he decides to stick around and help the family out of their onerous tax burden. Further research reveals an ancestral claim dating to the Civil War -- in reality, the government owes the Larkins $14 million.",3174,3150
"18 user,9 critic","Sailor Danny Xavier Smith and two other gobs try to save his sister Susan's virtue. She wants to get a role in the show 'Hit the Deck'. After wrecking the producers hotel suite, they land ...",3175,3151
"84 user,63 critic","A scientist is nearly assassinated. In order to save him, a submarine is shrunken to microscopic size and injected into his blood stream with a small crew. Problems arise almost as soon as they enter the bloodstream.",3176,3152
"37 user,9 critic","At breakfast, Jane announces that she and Ralph are getting married the next week. All Jane and Ralph want is a small wedding with the immediate family and no reception. This is because ...",3177,3153
"28 user,22 critic","Shadow, Sassy, and Chance have to find their way home after they become stranded at the San Francisco International Airport as their owners fly to Canada on vacation.",3178,3154
"58 user,36 critic","Paulie, a talking parrot, recounts his travels looking for his original owner to a Russian janitor who helps him to the end of his journey.",3179,3155
"25 user,19 critic","The true story of how a marine sea lion named Andre befriended a little girl and her family, circa 1962.",3180,3156
"224 user,107 critic",Follows two young boys dealing with their parents' divorce in Brooklyn in the 1980s.,3181,3157
"145 user,64 critic","In prerevolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing antisemitic sentiment threatens his village.",3182,3158
"9 user,4 critic","When a cougar raised by a group of loggers in the Pacific Northwest reverts to its natural instincts, the consequence could threaten its life.",3183,3159
"6 user,1 critic","In this version of 'Heidi,' a young Swiss girl is sent off to boarding school at the beginning of World War I.",3184,3160
"33 user,24 critic","Two carefree castaways on a desert shore find an Arabian Nights city, where they compete for the luscious Princess Shalmar.",3185,3161
"102 user,32 critic",A hapless carnival performer masquerades as the court jester as part of a plot against an evil ruler who has overthrown the rightful king.,3186,3162
"32 user,18 critic","A widower, his three young kids and a bombshell nanny get to know each other better when circumstances have them living together aboard a badly neglected houseboat.",3187,3163
"46 user,26 critic",An ex-pirate contends with rowdy buccaneers and a love-hate relationship with an aristocratic woman who's tougher than she seems.,3188,3164
,Continues the adventure of Hiccup Horrendous Haddock III and his dragon Toothless.,3189,3165
,"Prehistoric family The Croods are back to their old shenanigans in a dangerous, strange new world.",3190,3166
"15 user,2 critic","Grainbelt University has one attraction for Dobie Gillis - women, especially Pansy Hammer. Pansy's father, even though and maybe because she says she's in dreamville, does not share her ...",3191,3167
"64 user,23 critic","10-year-old Fiona is sent to live with her grandparents in a small fishing village in Donegal, Ireland. She soon learns the local legend that an ancestor of hers married a Selkie - a seal ...",3192,3168
"57 user,65 critic","Having decided to ditch the city in favor of the suburbs, a newly formed family purchases a quaint 'fixer-upper' that proves to be more trouble than they could have ever anticipated in a rollicking family comedy that's half sequel to Are We There Yet?, and half remake of Mr. Blandings Builds His Dream House. Nick (Ice Cube) and Suzanne (Nia Long) have tied the knot, and now the couple is looking for a suitable home in which to raise their family. What better place to bring up adolescents Lindsey,(Aleisha Allen) and Kevin (Philip Daniel Bolden) than a quiet house in the suburbs? Despite their outward excitement at the prospect of moving into their very own home, the family soon discovers that dreams don't come easy as eccentric contractor Chuck Mitchell (John C. McGinley) clashes with the head of the family while forming a frustratingly close bond with his wife and two step-children. As the promising fixer-upper begins to pose a serious threat to the burgeoning family's bank account, Nick gradually begins to realize that the suburban dream doesn't come cheap.",3193,3169
"46 user,38 critic","A college student experiences difficulty in getting home for Christmas after being hazed by his friends. While struggling to get home in time for Christmas, he learns quite a bit about ...",3194,3170
"103 user,71 critic",Two neighbors have it out after one of them decorates his house for the holidays so brightly that it can be seen from space.,3195,3171
"72 user,39 critic",A 14-year-old orphan becomes an NBA superstar after trying on a pair of sneakers with the faded initials 'M.J.' inside.,3196,3172
"68 user,44 critic","Working class New York bus driver Ralph Kramden is always coming up with get-rich-quick schemes for him and his best friend, Ed Norton, who's always around to help him get in (and out of) trouble.",3197,3173
"30 user,11 critic","Charlie Reader is a successful theater agent. He is also successful with young ladies. One day he is visited by his old friend Joe, married with three children. Joe falls in love with ...",3198,3174
"14 user,6 critic",A young Norwegian boy in 1850s England goes to work as a cabin boy and discovers some of his shipmates are actually pirates.,3199,3175
"26 user,44 critic","Set in 1938, a loyal collie travels more than 1,000 miles from northern Scotland to Yorkshire to return to her young friend. The dog, having been sold to a wealthy Duke because the boy's father was out of work, runs away and braves starvation and treacherous conditions to follow the pull of her heart toward the family who loves her.",3200,3176
"89 user,19 critic","The story of the great sharpshooter, Annie Oakley, who rises to fame while dealing with her love/professional rival, Frank Butler.",3201,3177
"32 user,9 critic",The story of the successful Tin Pan Alley songwriting team of Bert Kalmar and Harry Ruby is told loosely and lightheartedly.,3202,3178
"198 user,130 critic","In 1885 New Mexico, a frontier medicine woman forms an uneasy alliance with her estranged father when her daughter is kidnapped by an Apache brujo.",3203,3179
"214 user,67 critic",Lady avenger returns to western town owned by a ruthless gunslinger hosting an elimination tournament.,3204,3180
