abv,original_index,unique_index,count
0.05,2158,0,150.0
0.069,2159,32,21.0
0.099,2160,17,25.0
0.046,2161,78,22.0
0.045,2162,39,64.0
,2163,89,
0.052,2164,47,80.0
0.058,2165,57,38.0
0.059,2166,28,22.0
0.047,2167,63,39.0
0.044,2168,19,13.0
0.048,2169,67,50.0
0.052000000000000005%,2170,34,27.0
0.040999999999999995%,2171,94,4.0
0.049,2172,20,34.0
0.051%,2173,44,18.0
0.04%,2174,106,10.0
0.062,2175,50,44.0
0.062,2176,50,44.0
0.053,2177,46,47.0
0.06,2178,15,92.0
0.055%,2179,30,46.0
0.055,2180,8,112.0
0.054,2181,35,35.0
0.053,2182,46,47.0
0.052,2183,47,80.0
0.065%,2184,45,37.0
0.075,2185,4,30.0
,2186,89,
0.058,2187,57,38.0
0.052,2188,47,80.0
0.12,2189,127,1.0
0.055%,2190,30,46.0
0.085,2191,13,24.0
0.058,2192,57,38.0
0.051,2193,70,44.0
0.052,2194,47,80.0
0.045,2195,39,64.0
0.055,2196,8,112.0
0.07%,2197,23,30.0
0.07,2198,22,62.0
0.05,2199,0,150.0
0.045,2200,39,64.0
0.055,2201,8,112.0
0.045,2202,39,64.0
0.073,2203,11,12.0
0.055%,2204,30,46.0
0.05,2205,0,150.0
0.068,2206,61,36.0
0.062,2207,50,44.0
0.065%,2208,45,37.0
0.06,2209,15,92.0
0.057,2210,48,35.0
0.05,2211,0,150.0
0.08%,2212,71,17.0
0.082,2213,16,17.0
0.075,2214,4,30.0
0.045,2215,39,64.0
0.08199999999999999%,2216,68,5.0
0.075%,2217,103,13.0
0.055%,2218,30,46.0
0.062,2219,50,44.0
0.054000000000000006%,2220,58,15.0
0.075,2221,4,30.0
0.051%,2222,44,18.0
0.041,2223,84,5.0
0.048,2224,67,50.0
0.052000000000000005%,2225,34,27.0
0.062%,2226,69,15.0
0.048,2227,67,50.0
0.062%,2228,69,15.0
0.057,2229,48,35.0
0.054,2230,35,35.0
0.052,2231,47,80.0
0.062,2232,50,44.0
0.048,2233,67,50.0
0.046,2234,78,22.0
0.063,2235,73,31.0
0.057999999999999996%,2236,55,28.0
0.057999999999999996%,2237,55,28.0
0.051%,2238,44,18.0
0.051%,2239,44,18.0
0.077,2240,5,11.0
0.045,2241,39,64.0
0.065,2242,7,86.0
0.07,2243,22,62.0
0.065%,2244,45,37.0
0.045,2245,39,64.0
0.05,2246,0,150.0
0.06,2247,15,92.0
0.072,2248,10,28.0
0.048%,2249,53,22.0
0.05%,2250,60,65.0
0.05,2251,0,150.0
0.04,2252,42,28.0
0.04,2253,42,28.0
0.073%,2254,88,6.0
0.04%,2255,106,10.0
0.04%,2256,106,10.0
0.073,2257,11,12.0
0.04%,2258,106,10.0
0.04,2259,42,28.0
0.055,2260,8,112.0
0.06%,2261,64,33.0
0.047%,2262,59,18.0
0.065,2263,7,86.0
0.065%,2264,45,37.0
0.065,2265,7,86.0
0.001%,2266,128,1.0
0.068%,2267,26,16.0
0.064,2268,72,18.0
0.078,2269,87,8.0
0.085,2270,13,24.0
0.085,2271,13,24.0
0.042%,2272,91,11.0
0.055,2273,8,112.0
0.06,2274,15,92.0
0.045,2275,39,64.0
0.045,2276,39,64.0
0.06,2277,15,92.0
0.128%,2278,129,1.0
0.10400000000000001%,2279,130,1.0
0.068,2280,61,36.0
0.099,2281,17,25.0
0.076,2282,43,4.0
0.06,2283,15,92.0
0.065%,2284,45,37.0
0.075,2285,4,30.0
0.099,2286,17,25.0
0.082,2287,16,17.0
0.077,2288,5,11.0
0.075,2289,4,30.0
0.069%,2290,12,11.0
0.048%,2291,53,22.0
0.048,2292,67,50.0
0.067,2293,74,20.0
0.058,2294,57,38.0
0.072,2295,10,28.0
0.053,2296,46,47.0
0.065%,2297,45,37.0
0.04%,2298,106,10.0
0.09,2299,31,15.0
0.08%,2300,71,17.0
0.06,2301,15,92.0
0.06,2302,15,92.0
0.04,2303,42,28.0
0.09,2304,31,15.0
0.04,2305,42,28.0
0.068,2306,61,36.0
0.069,2307,32,21.0
0.068%,2308,26,16.0
0.068,2309,61,36.0
0.068,2310,61,36.0
0.052,2311,47,80.0
0.092,2312,65,11.0
0.079,2313,18,5.0
0.075%,2314,103,13.0
0.092,2315,65,11.0
0.073,2316,11,12.0
0.075%,2317,103,13.0
0.04,2318,42,28.0
0.06%,2319,64,33.0
0.055999999999999994%,2320,52,28.0
0.047,2321,63,39.0
0.085,2322,13,24.0
0.047,2323,63,39.0
0.051%,2324,44,18.0
0.04%,2325,106,10.0
0.052,2326,47,80.0
0.045%,2327,6,25.0
0.06%,2328,64,33.0
0.047,2329,63,39.0
0.052,2330,47,80.0
0.054,2331,35,35.0
0.07,2332,22,62.0
0.07,2333,22,62.0
0.09%,2334,3,9.0
0.07,2335,22,62.0
0.055,2336,8,112.0
,2337,89,
0.055,2338,8,112.0
0.04,2339,42,28.0
0.05,2340,0,150.0
0.068,2341,61,36.0
0.057,2342,48,35.0
0.052000000000000005%,2343,34,27.0
0.058,2344,57,38.0
,2345,89,
0.08%,2346,71,17.0
,2347,89,
0.075%,2348,103,13.0
,2349,89,
0.049%,2350,21,25.0
0.052000000000000005%,2351,34,27.0
0.055%,2352,30,46.0
0.05,2353,0,150.0
0.055,2354,8,112.0
0.055%,2355,30,46.0
0.06,2356,15,92.0
0.049,2357,20,34.0
0.049,2358,20,34.0
0.049,2359,20,34.0
0.082,2360,16,17.0
0.045,2361,39,64.0
0.05,2362,0,150.0
0.052,2363,47,80.0
0.082,2364,16,17.0
0.082,2365,16,17.0
0.042%,2366,91,11.0
0.06,2367,15,92.0
0.045%,2368,6,25.0
0.055999999999999994%,2369,52,28.0
0.068%,2370,26,16.0
0.057,2371,48,35.0
0.045,2372,39,64.0
0.051,2373,70,44.0
0.054000000000000006%,2374,58,15.0
0.075,2375,4,30.0
0.05,2376,0,150.0
0.072,2377,10,28.0
0.05%,2378,60,65.0
0.07400000000000001%,2379,109,4.0
0.08,2380,40,40.0
0.055%,2381,30,46.0
0.071%,2382,108,4.0
0.052,2383,47,80.0
0.048,2384,67,50.0
0.059000000000000004%,2385,51,12.0
0.062,2386,50,44.0
0.045,2387,39,64.0
0.057999999999999996%,2388,55,28.0
0.045%,2389,6,25.0
0.059000000000000004%,2390,51,12.0
0.047,2391,63,39.0
0.05,2392,0,150.0
0.065%,2393,45,37.0
0.028,2394,131,1.0
0.065,2395,7,86.0
0.069,2396,32,21.0
0.045,2397,39,64.0
0.077%,2398,124,2.0
0.069,2399,32,21.0
0.06,2400,15,92.0
0.042,2401,38,27.0
0.08199999999999999%,2402,68,5.0
0.055%,2403,30,46.0
0.075,2404,4,30.0
0.067,2405,74,20.0
0.052,2406,47,80.0
0.055%,2407,30,46.0
0.055%,2408,30,46.0
0.052,2409,47,80.0
