beer_name,style,original_index,unique_index,count
Harpoon Octoberfest,Märzen / Oktoberfest,1024,1001,1.0
Harpoon IPA (2012),American IPA,1025,1002,1.0
Harpoon Summer Beer (2012),Kölsch,1026,1003,1.0
UFO White,American Pale Wheat Ale,1027,1004,1.0
Harpoon Summer Beer (2010),Kölsch,1028,1005,1.0
Harpoon IPA (2010),American IPA,1029,1006,1.0
Great Falls Select Pale Ale,American Blonde Ale,1030,1007,1.0
Beltian White,Witbier,1031,1008,1.0
Kaua'i Golden Ale,American Blonde Ale,1032,1009,1.0
Sunset Amber,American Pale Ale (APA),1033,1010,1.0
Hapa Brown Ale,American Brown Ale,1034,1011,2.0
Hapa Brown Ale,American Brown Ale,1035,1011,2.0
Southern Cross,Flanders Red Ale,1036,1012,1.0
Groupe G,Belgian IPA,1037,1013,1.0
Pt. Bonita Rustic Lager,American Pale Lager,1038,1014,1.0
Hill 88 Double IPA,American Double / Imperial IPA,1039,1015,1.0
Loose Cannon,American IPA,1040,1016,1.0
AARGHtoberfest!,Märzen / Oktoberfest,1041,1017,1.0
Davy Jones Lager,Cream Ale,1042,1018,1.0
Grazias,Cream Ale,1043,1019,2.0
Habitus IPA,American IPA,1044,1020,1.0
Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,1045,1021,1.0
The Golden One,American Pilsner,1046,1022,1.0
The Power of Zeus,American Pale Ale (APA),1047,1023,1.0
Tonganoxie Honey Wheat,American Pale Wheat Ale,1048,1024,1.0
Oregon Trail Unfiltered Raspberry Wheat,Fruit / Vegetable Beer,1049,1025,1.0
Annie's Amber Ale,American Amber / Red Ale,1050,1026,1.0
The 12th Can™,American Pale Ale (APA),1051,1027,1.0
Hilliard's Pils,Czech Pilsener,1052,1028,1.0
Hilliard's Blonde,American Blonde Ale,1053,1029,1.0
Hilliard's Amber Ale,American Amber / Red Ale,1054,1030,1.0
Hilliard's Saison,Saison / Farmhouse Ale,1055,1031,1.0
White Cap White IPA,American White IPA,1056,1032,1.0
Provision,Saison / Farmhouse Ale,1057,1033,1.0
One Nut Brown,American Brown Ale,1058,1034,1.0
Hop Farm IPA,American IPA,1059,1035,1.0
Double D Blonde,American Blonde Ale,1060,1036,1.0
Festeroo Winter Ale,American Strong Ale,1061,1037,1.0
Proxima IPA,American IPA,1062,1038,1.0
Double D Blonde (2013),American Blonde Ale,1063,1039,1.0
541 American Lager,American Pale Lager,1064,1040,1.0
Alphadelic IPA,American IPA,1065,1041,1.0
Alphadelic IPA (2011),American IPA,1066,1042,1.0
Double D Blonde (2011),American Blonde Ale,1067,1043,1.0
Green House India Pale Ale,American IPA,1068,1044,1.0
The One They Call Zoe,American Pale Lager,1069,1045,1.0
Alteration,Altbier,1070,1046,1.0
Pale Dog,American Pale Ale (APA),1071,1047,1.0
Porter Culture,American Porter,1072,1048,1.0
Hard Cider,Cider,1073,1049,1.0
Totally Radler,Radler,1074,1050,1.0
Nonstop Hef Hop,American Pale Wheat Ale,1075,1051,12.0
Nonstop Hef Hop,American Pale Wheat Ale,1076,1051,12.0
Nonstop Hef Hop,American Pale Wheat Ale,1077,1051,12.0
Nonstop Hef Hop,American Pale Wheat Ale,1078,1051,12.0
Nonstop Hef Hop,American Pale Wheat Ale,1079,1051,12.0
Nonstop Hef Hop,American Pale Wheat Ale,1080,1051,12.0
Nonstop Hef Hop,American Pale Wheat Ale,1081,1051,12.0
Nonstop Hef Hop,American Pale Wheat Ale,1082,1051,12.0
Nonstop Hef Hop,American Pale Wheat Ale,1083,1051,12.0
Nonstop Hef Hop,American Pale Wheat Ale,1084,1051,12.0
Nonstop Hef Hop,American Pale Wheat Ale,1085,1051,12.0
Nonstop Hef Hop,American Pale Wheat Ale,1086,1051,12.0
Rise Up Red,American Amber / Red Ale,1087,1052,1.0
Survival Stout,American Stout,1088,1053,1.0
Hopworks IPA,American IPA,1089,1054,1.0
Abominable Winter Ale,American Strong Ale,1090,1055,1.0
Pigwar White India Pale Ale,American White IPA,1091,1056,1.0
Rise-Up Red (2014),American Amber / Red Ale,1092,1057,1.0
Abominable Winter Ale (2012),American Strong Ale,1093,1058,1.0
HUB Lager,Czech Pilsener,1094,1059,1.0
Hopworks IPA (2012),American IPA,1095,1060,1.0
Watermelon Wheat,American Pale Wheat Ale,1096,1061,1.0
Laka Laka Pineapple,Hefeweizen,1097,1062,1.0
Oktoberfest,Märzen / Oktoberfest,1098,573,6.0
Trail Maker Pale Ale,American Pale Ale (APA),1099,1063,1.0
Action Man Lager,Vienna Lager,1100,1064,1.0
Let It Ride IPA,American IPA,1101,1065,1.0
Stir Crazy Winter Ale,Winter Warmer,1102,1066,1.0
Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,1103,1067,1.0
Shenanigans Summer Ale,American Pale Wheat Ale,1104,1068,1.0
Midnight Ryder,American Black Ale,1105,1069,1.0
Day Tripper Pale Ale,American Pale Ale (APA),1106,1070,1.0
Oklahoma Suks,American Amber / Red Ale,1107,1071,1.0
Power & Light,American Pale Ale (APA),1108,1072,1.0
White Rabbit,Witbier,1109,1073,1.0
Tribute,American Pale Ale (APA),1110,1074,1.0
Infamous IPA,American IPA,1111,1075,1.0
Hijack,Cream Ale,1112,1076,1.0
Jon Boat Coastal Ale,American Blonde Ale,1113,1077,1.0
I-10 IPA,American IPA,1114,1078,1.0
People's Pale Ale,American Pale Ale (APA),1115,1079,1.0
Summer Ale,American Blonde Ale,1116,1080,1.0
Appreciation Ale,American IPA,1117,1081,1.0
House Lager,Keller Bier / Zwickel Bier,1118,1082,1.0
Leisure Time,American Pale Lager,1119,1083,1.0
Excess IPL,American India Pale Lager,1120,1084,1.0
Hoponius Union,American India Pale Lager,1121,1085,1.0
Calyptra,American India Pale Lager,1122,1086,1.0
Helen's Blend,Cider,1123,1087,1.0
Jack's Hard Cider,Cider,1124,1088,1.0
Thunder Ann,American Pale Ale (APA),1125,1089,1.0
Razz Wheat,Fruit / Vegetable Beer,1126,1090,1.0
Hop Ryot,American IPA,1127,1091,1.0
Mystic Mama IPA,American IPA,1128,1092,1.0
Firefly Amber Ale,American Amber / Red Ale,1129,1093,1.0
Chomolungma Honey Nut Brown Ale,English Brown Ale,1130,1094,1.0
Welcome to Scoville,American IPA,1131,1095,1.0
Bastian,American Strong Ale,1132,1096,1.0
Healani,Hefeweizen,1133,1097,1.0
Yabba Dhaba Chai Tea Porter,American Porter,1134,1098,1.0
A Capella Gluten Free Pale Ale,American Pale Ale (APA),1135,1099,1.0
Casper White Stout,American Blonde Ale,1136,1100,1.0
JP's Ould Sod Irish Red IPA,American IPA,1137,1101,1.0
Weize Guy,Hefeweizen,1138,1102,1.0
Fox Tail Gluten Free Ale,American Pale Ale (APA),1139,1103,1.0
Hop Box Imperial IPA,American Double / Imperial IPA,1140,1104,1.0
Joseph James American Lager,American Adjunct Lager,1141,1105,1.0
Sucha Much IPA,American IPA,1142,1106,1.0
Lewbricator Wheat Dopplebock,Doppelbock,1143,1107,1.0
Weisse Versa (2012),Hefeweizen,1144,1108,1.0
Mother in Lager,Munich Dunkel Lager,1145,1109,1.0
Weekend Warrior Pale Ale,American Pale Ale (APA),1146,1110,1.0
Karbachtoberfest,Märzen / Oktoberfest,1147,1111,1.0
Love Street Summer Seasonal (2014),Kölsch,1148,1112,1.0
Barn Burner Saison,Saison / Farmhouse Ale,1149,1113,1.0
Rodeo Clown Double IPA,American Double / Imperial IPA,1150,1114,1.0
Sympathy for the Lager,American Amber / Red Lager,1151,1115,1.0
Weisse Versa,Hefeweizen,1152,1116,1.0
Hopadillo India Pale Ale,American IPA,1153,1117,1.0
KelSo Nut Brown Lager,Euro Dark Lager,1154,1118,1.0
KelSo India Pale Ale,American IPA,1155,1119,1.0
KelSo Pilsner,Czech Pilsener,1156,1120,1.0
Skilak Scottish Ale,Scottish Ale,1157,1121,1.0
Peninsula Brewers Reserve (PBR),American Blonde Ale,1158,1122,1.0
Sunken Island IPA,American IPA,1159,1123,1.0
Skilak Scottish Ale (2011),Scottish Ale,1160,1124,1.0
Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,1161,1125,1.0
Double Haul IPA (2009),American IPA,1162,1126,1.0
Double Haul IPA (2006),American IPA,1163,1127,1.0
Eddy Out Pale Ale,American Pale Ale (APA),1164,1128,1.0
Double Haul IPA,American IPA,1165,1129,1.0
Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,1166,1130,1.0
U. P. Witbier,Witbier,1167,1131,1.0
November Gale Pale Ale,American Pale Ale (APA),1168,1132,1.0
Olde Ore Dock Scottish Ale,Scottish Ale,1169,1133,1.0
Widow Maker Black Ale,American Brown Ale,1170,1134,1.0
Lift Bridge Brown Ale,American Brown Ale,1171,1135,1.0
Pick Axe Blonde Ale,American Blonde Ale,1172,1136,1.0
Red Jacket Amber Ale,American Amber / Red Ale,1173,1137,1.0
Amber Ale,American Amber / Red Ale,1174,1138,1.0
King Street Pilsner,Czech Pilsener,1175,1139,1.0
King Street IPA,American IPA,1176,1140,1.0
King Street Hefeweizen,Hefeweizen,1177,1141,1.0
King Street Blonde Ale,American Blonde Ale,1178,1142,1.0
India Pale Ale,American IPA,1179,1143,1.0
Blackberry Wheat,American Pale Wheat Ale,1180,1144,1.0
Longboard Island Lager,American Amber / Red Lager,1181,1145,4.0
Longboard Island Lager,American Amber / Red Lager,1182,1145,4.0
Longboard Island Lager,American Amber / Red Lager,1183,1145,4.0
Longboard Island Lager,American Amber / Red Lager,1184,1145,4.0
Choc Beer (2003),American Dark Wheat Ale,1185,1146,1.0
Bellingham Beer Week 2013 Collaboration,Belgian Strong Dark Ale,1186,1147,1.0
A Slice of Hefen,Hefeweizen,1187,1148,1.0
Elevated IPA,American IPA,1188,1149,1.0
Rumspringa Golden Bock,Maibock / Helles Bock,1189,1150,1.0
Lancaster German Style Kölsch,Kölsch,1190,1151,1.0
Beach Cruiser,Hefeweizen,1191,1152,1.0
I.P. Eh!,American IPA,1192,1153,1.0
Schoolhouse Honey,American Amber / Red Ale,1193,1154,1.0
10 Degrees of Separation,English Brown Ale,1194,1155,1.0
Laughing Dog Cream Ale,Cream Ale,1195,1156,1.0
Two-One Niner,American Pilsner,1196,1157,1.0
Laughing Dog IPA,American IPA,1197,1158,1.0
Madra Allta,American IPA,1198,1159,1.0
Duluchan India Pale Ale,American IPA,1199,1160,1.0
Lazy Monk Bohemian Pilsner,Czech Pilsener,1200,1161,1.0
Yellowstone Golden Ale,Kölsch,1201,1162,1.0
Tumbleweed IPA,American IPA,1202,1163,1.0
Lewis & Clark Amber Ale,American Amber / Red Ale,1203,1164,1.0
Miner's Gold Hefeweizen,Hefeweizen,1204,1165,1.0
Back Country Scottish Ale,Scottish Ale,1205,1166,1.0
Getaway,German Pilsener,1206,1167,1.0
Farm Girl Saison,Saison / Farmhouse Ale,1207,1168,1.0
Adam's Stout,American Stout,1208,1169,1.0
American Hero,American Amber / Red Ale,1209,1170,1.0
Schweet Ale,Fruit / Vegetable Beer,1210,1171,1.0
Irregardless IPA,American IPA,1211,1172,1.0
Peach Pale Ale,American Pale Ale (APA),1212,1173,1.0
Deadeye Jack,American Porter,1213,1174,1.0
Pistols at Dawn,American Stout,1214,1175,1.0
Peacemaker Pale Ale,American Pale Ale (APA),1215,1176,1.0
Shotgun Betty,Hefeweizen,1216,1177,1.0
Sweet Josie,American Brown Ale,1217,1178,1.0
Long Trail IPA,English India Pale Ale (IPA),1218,1179,1.0
Long Trail Ale,American Amber / Red Ale,1219,1180,1.0
Double Bag,Altbier,1220,1181,1.0
Blackbeary Wheat,Fruit / Vegetable Beer,1221,1182,1.0
Long Trail Ale (1),Altbier,1222,1183,1.0
Gose,Gose,1223,1184,2.0
Vermont Pilsner,German Pilsener,1224,1185,1.0
Mosaic Single Hop IPA,American IPA,1225,1186,1.0
Lost Galaxy,American IPA,1226,1187,1.0
Face Plant IPA,American IPA,1227,1188,1.0
Rhino Chasers Pilsner,Czech Pilsener,1228,1189,1.0
Slow Hand Stout,American Stout,1229,1190,1.0
Hips Don't Lie,Hefeweizen,1230,1191,1.0
Ride Again Pale Ale,American Pale Ale (APA),1231,1192,1.0
The Farmer's Daughter,American Blonde Ale,1232,1193,1.0
Pub Ale,English Dark Mild Ale,1233,1194,1.0
Ballistic Blonde,Belgian Pale Ale,1234,1195,1.0
Knotty Pine,American Pale Ale (APA),1235,1196,1.0
Lumberyard Pilsner,American Pilsner,1236,1197,1.0
Lumberyard IPA,American IPA,1237,1198,1.0
Lumberyard Red Ale,American Amber / Red Ale,1238,1199,1.0
Mac's Highlander Pale Ale (2000),American Pale Ale (APA),1239,1200,1.0
Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,1240,1201,1.0
Macon Progress Ale,American Pale Ale (APA),1241,1202,1.0
Macon History Ale,American Brown Ale,1242,1203,1.0
Galaxy High,American Double / Imperial IPA,1243,1204,1.0
Sol Drifter,American Blonde Ale,1244,1205,1.0
Thunder Snow,Winter Warmer,1245,1206,1.0
The Great Pumpcan,Fruit / Vegetable Beer,1246,1207,1.0
LIFT,Kölsch,1247,1208,1.0
SPRYE,American Pale Ale (APA),1248,1209,1.0
Psychopathy,American IPA,1249,1210,1.0
Gnarly Brown,American Brown Ale,1250,1211,1.0
Happy Amber,American Amber / Red Ale,1251,1212,1.0
#9,Fruit / Vegetable Beer,1252,1213,2.0
Elder Betty,Hefeweizen,1253,1214,1.0
#9,Fruit / Vegetable Beer,1254,1213,2.0
High Country Pilsner (Current),German Pilsener,1255,1215,1.0
Epic IPA,American IPA,1256,1216,1.0
Golden Trout Pilsner,German Pilsener,1257,1217,1.0
Real McCoy Amber Ale (Current),American Amber / Red Ale,1258,1218,1.0
Festivus (1),Winter Warmer,1259,1219,1.0
Manayunk Oktoberfest,Märzen / Oktoberfest,1260,1220,1.0
Belgian Style Session Ale,Belgian Pale Ale,1261,1221,1.0
Manayunk IPA,American IPA,1262,1222,1.0
Yunkin' Punkin',Pumpkin Ale,1263,1223,1.0
Summer Paradise,American Pale Wheat Ale,1264,1224,1.0
Monk from the 'Yunk,Tripel,1265,1225,1.0
Schuylkill Punch,Fruit / Vegetable Beer,1266,1226,1.0
Dreamin' Double IPA,American Double / Imperial IPA,1267,1227,1.0
Chaotic Double IPA,American Double / Imperial IPA,1268,1228,1.0
Manzanita IPA,American IPA,1269,1229,1.0
Riverwalk Blonde Ale,American Blonde Ale,1270,1230,1.0
Gillespie Brown Ale,American Brown Ale,1271,1231,1.0
Manzanita Pale Ale,American Pale Ale (APA),1272,1232,1.0
Marble Pilsner,German Pilsener,1273,1233,1.0
Marble India Pale Ale,American IPA,1274,1234,1.0
Toughcats IPA,American IPA,1275,1235,1.0
Tug Pale Ale,American Pale Ale (APA),1276,1236,1.0
Sexy Chaos,Russian Imperial Stout,1277,1237,1.0
Ace Hole American Pale Ale,American Pale Ale (APA),1278,1238,1.0
Cant Dog Imperial Pale Ale,American Double / Imperial IPA,1279,1239,1.0
River House,Saison / Farmhouse Ale,1280,1240,1.0
Pretzel Stout,American Stout,1281,1241,1.0
Rubberneck Red,American Amber / Red Ale,1282,1242,1.0
The Imperial Texan,American Double / Imperial IPA,1283,1243,2.0
The Imperial Texan,American Double / Imperial IPA,1284,1243,2.0
Day Break 4-Grain Breakfast Beer,Rye Beer,1285,1244,1.0
River House Saison,Saison / Farmhouse Ale,1286,1245,1.0
There Will Be Stout,American Stout,1287,1246,1.0
Our Legacy IPA,American IPA,1288,1247,2.0
Saranac Shandy,Shandy,1289,1248,1.0
Our Legacy IPA,American IPA,1290,1247,2.0
Saranac Golden Pilsener (2003),German Pilsener,1291,1249,1.0
Saranac Adirondack Light (2002),Light Lager,1292,1250,1.0
DAX Light (1998),Light Lager,1293,1251,1.0
Saranac Traditional Lager (2000),American Pale Lager,1294,1252,1.0
Pomegranate Wheat (2008),Fruit / Vegetable Beer,1295,1253,1.0
Blueberry Blonde Ale,American Blonde Ale,1296,1254,1.0
Saranac White IPA,American IPA,1297,1255,1.0
Saranac Summer Ale (2011),American Pale Wheat Ale,1298,1256,1.0
Saranac Pale Ale (12 oz.),English Pale Ale,1299,1257,1.0
Saranac Pale Ale (16 oz.),English Pale Ale,1300,1258,1.0
Lahaina Town Brown,American Brown Ale,1301,1259,1.0
Pau Hana Pilsner,Czech Pilsener,1302,1260,1.0
Lemongrass Saison,Saison / Farmhouse Ale,1303,1261,1.0
Aloha B’ak’tun,Belgian Strong Dark Ale,1304,1262,1.0
Liquid Breadfruit,Fruit / Vegetable Beer,1305,1263,1.0
Sobrehumano Palena'ole,American Amber / Red Ale,1306,1264,1.0
La Perouse White,Witbier,1307,1265,1.0
Flyin' HI.P.Hay,American IPA,1308,1266,1.0
Mana Wheat,American Pale Wheat Ale,1309,1267,1.0
Bikini Blonde Lager,Munich Helles Lager,1310,1268,1.0
CoCoNut Porter,American Porter,1311,1269,1.0
Big Swell IPA,American IPA,1312,1270,1.0
Pit Stop Chocolate Porter,American Porter,1313,1271,1.0
Pace Setter Belgian Style Wit,Witbier,1314,1272,1.0
Back in the Saddle Rye Pale Ale,American Pale Ale (APA),1315,1273,1.0
Bushwhacker Cider,Cider,1316,1274,1.0
Weim-R-Iner,Cider,1317,1275,1.0
Cherry Bomb,Cider,1318,1276,1.0
Tsunami IPA,American IPA,1319,1277,2.0
Tsunami IPA,American IPA,1320,1277,2.0
Humpback Blonde Ale,American Blonde Ale,1321,1278,1.0
Hawaiian Crow Porter,American Porter,1322,1279,1.0
Volcano Red Ale,American Amber / Red Ale,1323,1280,1.0
Mauna Kea Pale Ale,American Pale Ale (APA),1324,1281,1.0
Shark Bait,Fruit / Vegetable Beer,1325,1282,1.0
Gator Tail Brown Ale,American Brown Ale,1326,1283,1.0
Miami Vice IPA,American IPA,1327,1284,1.0
Big Rod Coconut Ale,American Blonde Ale,1328,1285,1.0
Mickey Finn's Amber Ale,American Amber / Red Ale,1329,1286,1.0
Pleasure Town,American IPA,1330,1287,1.0
Pleasure Town IPA,American IPA,1331,1288,1.0
Snowshoe White Ale,Witbier,1332,1289,1.0
Kodiak Brown Ale,American Brown Ale,1333,1290,1.0
Sockeye Red IPA,American IPA,1334,1291,1.0
Habitus (2014),American Double / Imperial IPA,1335,1292,1.0
Solis,American IPA,1336,1293,1.0
Jucundus,Wheat Ale,1337,1294,1.0
Habitus,American Double / Imperial IPA,1338,1295,1.0
Grazias,Cream Ale,1339,1019,2.0
Claritas,Kölsch,1340,1296,1.0
Vinyl Frontier,American Double / Imperial IPA,1341,1297,1.0
Disco Superfly,American IPA,1342,1298,1.0
Misty Mountain Hop,American IPA,1343,1299,1.0
One-Hit Wonderful,Belgian IPA,1344,1300,1.0
En Parfaite Harmonie,Saison / Farmhouse Ale,1345,1301,1.0
Daft Funk,Berliner Weissbier,1346,1302,1.0
Love In An Ellavator,American IPA,1347,1303,1.0
Spin Doctor,American Pale Ale (APA),1348,1304,1.0
Keeper (Current),American Pilsner,1349,1305,1.0
Better Half,American IPA,1350,1306,1.0
SNO White Ale,Witbier,1351,1307,1.0
BRIK Irish Red Ale,Irish Red Ale,1352,1308,1.0
AXL Pale Ale,American Pale Ale (APA),1353,1309,1.0
Hop Freak,American Double / Imperial IPA,1354,1310,1.0
Louie's Demise Amber Ale,American Amber / Red Ale,1355,1311,1.0
Hop Happy,American IPA,1356,1312,1.0
Booyah Farmhouse Ale,Saison / Farmhouse Ale,1357,1313,1.0
O-Gii,Witbier,1358,1314,1.0
Flaming Damsel Lager (2010),Vienna Lager,1359,1315,1.0
Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,1360,1316,1.0
Axe Head Malt Liquor,American Malt Liquor,1361,1317,1.0
Huber Bock (2014),Bock,1362,1318,1.0
Minhas Light (2012),Light Lager,1363,1319,1.0
Huber,American Pale Lager,1364,1320,1.0
Clear Creek Ice,American Pale Lager,1365,1321,2.0
Clear Creek Ice,American Pale Lager,1366,1321,2.0
Mountain Crest,American Pale Lager,1367,1322,2.0
Mountain Crest,American Pale Lager,1368,1322,2.0
Mountain Creek (2013),American Pale Lager,1369,1323,1.0
Boxer,American Adjunct Lager,1370,1324,2.0
Boxer Light,Light Lager,1371,1325,1.0
Boxer Ice,American Adjunct Lager,1372,1326,1.0
Boxer,American Adjunct Lager,1373,1324,2.0
Cortez Gold,Belgian Pale Ale,1374,1327,1.0
Mission IPA,American IPA,1375,1328,1.0
El Conquistador Extra Pale Ale,American Pale Ale (APA),1376,1329,1.0
Shipwrecked Double IPA,American Double / Imperial IPA,1377,1330,1.0
Squeaky Bike Nut Brown Ale,American Brown Ale,1378,1331,1.0
Dead Horse Amber,American Pale Wheat Ale,1379,1332,1.0
Rocket Bike American Lager,California Common / Steam Beer,1380,1333,1.0
Johnny's American IPA,American IPA,1381,1334,1.0
Boneshaker Brown Ale,English Brown Ale,1382,1335,1.0
Iron Mike Pale Ale,American Pale Ale (APA),1383,1336,1.0
Monkadelic,American Pale Ale (APA),1384,1337,1.0
City of the Sun,American IPA,1385,1338,1.0
Booming Rollers,American IPA,1386,1339,1.0
Oneida,American Pale Ale (APA),1387,1340,1.0
Aurora,American Amber / Red Ale,1388,1341,1.0
Lomaland,Saison / Farmhouse Ale,1389,1342,1.0
Fortunate Islands,American Pale Wheat Ale,1390,1343,1.0
Black House,American Stout,1391,1344,1.0
Blazing World,American Amber / Red Ale,1392,1345,1.0
Wapiti Amber Ale,American Amber / Red Ale,1393,1346,1.0
Sweet Georgia Brown,American Brown Ale,1394,1347,1.0
Rich Man's IIPA,American Double / Imperial IPA,1395,1348,1.0
Monkey Paw Oatmeal Pale Ale,American Pale Ale (APA),1396,1349,1.0
Montauk Summer Ale,American Blonde Ale,1397,1350,1.0
Driftwood Ale,Extra Special / Strong Bitter (ESB),1398,1351,1.0
When Helles Freezes Over,Munich Helles Lager,1399,1352,1.0
Morgan Street Oktoberfest,Märzen / Oktoberfest,1400,1353,1.0
Honey Wheat,American Pale Wheat Ale,1401,1354,1.0
Black Bear Dark Lager,Schwarzbier,1402,1355,1.0
Golden Pilsner,German Pilsener,1403,1356,1.0
Cali Creamin',Cream Ale,1404,1357,1.0
Second Wind Pale Ale,American Pale Ale (APA),1405,1358,1.0
Sunny Haze,Hefeweizen,1406,1359,1.0
Towhead,American Blonde Ale,1407,1360,1.0
Lil' Helper,American IPA,1408,1361,1.0
Train Wreck,American Amber / Red Ale,1409,1362,1.0
Full Moon Belgian White Ale,Witbier,1410,1363,1.0
Desert Magic IPA,American IPA,1411,1364,1.0
Up River Light,Light Lager,1412,1365,1.0
Full Moon Belgian White Ale (2007),Witbier,1413,1366,1.0
Dry Heat Hefeweizen (2006),Hefeweizen,1414,1367,1.0
Mustang Sixty-Six,American Amber / Red Lager,1415,1368,1.0
Mustang '33,American Pale Lager,1416,1369,1.0
Session '33 (2011),American Pale Lager,1417,1370,1.0
Mustang Golden Ale,American Blonde Ale,1418,1371,1.0
Washita Wheat,American Pale Wheat Ale,1419,1372,1.0
Gansett Light,Light Lager,1420,1373,1.0
Bohemian Pils,American Pilsner,1421,1374,1.0
Autocrat Coffee Milk Stout,Milk / Sweet Stout,1422,1375,1.0
Narragansett Bohemian Pilsner,German Pilsener,1423,1376,1.0
Narragansett Summer Ale,American Pale Wheat Ale,1424,1377,2.0
Narragansett Cream Ale,Cream Ale,1425,1378,1.0
Narragansett Summer Ale,American Pale Wheat Ale,1426,1377,2.0
Narragansett Porter,American Porter,1427,1379,1.0
Narragansett Bock,Bock,1428,1380,1.0
Narragansett Fest Lager,Märzen / Oktoberfest,1429,1381,1.0
Undun Blonde Ale,American Blonde Ale,1430,1382,1.0
CuDa Cascadian Dark Ale,American Black Ale,1431,1383,1.0
Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,1432,1384,1.0
Old Grogham Imperial India Pale Ale (2012),American Double / Imperial IPA,1433,1385,1.0
CuDa Cascadian Dark Ale (2012),American Black Ale,1434,1386,1.0
Undun Blonde Ale (2012),American Blonde Ale,1435,1387,1.0
Wick For Brains,Pumpkin Ale,1436,1388,1.0
Nebraska India Pale Ale,American IPA,1437,1389,1.0
EOS Hefeweizen,Hefeweizen,1438,1390,1.0
Brunette Nut Brown Ale,English Brown Ale,1439,1391,1.0
Cardinal Pale Ale,American Pale Ale (APA),1440,1392,1.0
County Line IPA,American IPA,1441,1393,1.0
Trauger Pilsner,German Pilsener,1442,1394,1.0
Slow Ride,American IPA,1443,1395,1.0
Ranger IPA,American IPA,1444,1396,2.0
Shift,American Pale Lager,1445,1397,2.0
1554 Black Lager,Euro Dark Lager,1446,1398,1.0
Blue Paddle,Czech Pilsener,1447,1399,1.0
California Route,American Amber / Red Lager,1448,1400,1.0
Snapshot,American Pale Wheat Ale,1449,1401,1.0
Sunshine Wheat Beer,American Pale Wheat Ale,1450,1402,1.0
Fat Tire Amber Ale,American Amber / Red Ale,1451,1403,2.0
Shift (1),American Pale Lager,1452,1404,1.0
Fat Tire Amber Ale (2011),American Amber / Red Ale,1453,1405,1.0
Shift,American Pale Lager,1454,1397,2.0
Ranger IPA,American IPA,1455,1396,2.0
Fat Tire Amber Ale,American Amber / Red Ale,1456,1403,2.0
Ranger IPA (Current),American IPA,1457,1406,1.0
Sunshine Wheat Beer (2009),American Pale Wheat Ale,1458,1407,1.0
Fat Tire Amber Ale (2008),American Amber / Red Ale,1459,1408,1.0
Weiss Trash Culture,Berliner Weissbier,1460,1409,1.0
Sea Hag IPA,American IPA,1461,1410,1.0
Elm City Pilsner,American Pilsner,1462,1411,1.0
Atlantic Amber Ale (2004),American Amber / Red Ale,1463,1412,1.0
668 Neighbor of the Beast12 oz.,Belgian Pale Ale,1464,1413,1.0
Gandhi-Bot Double IPA (12 oz.),American Double / Imperial IPA,1465,1414,1.0
668 Neighbor of the Beast (16 oz.) (2010),Belgian Pale Ale,1466,1415,1.0
Gandhi-Bot Double IPA (16 oz.) (2010),American Double / Imperial IPA,1467,1416,1.0
Elm City Lager (2007),American Pilsner,1468,1417,1.0
Atlantic Amber Ale (2007),American Amber / Red Ale,1469,1418,1.0
Sea Hag IPA (Current),American IPA,1470,1419,1.0
Rebirth Pale Ale,American Pale Ale (APA),1471,1420,1.0
Irish Channel Stout,American Stout,1472,1421,1.0
MechaHopzilla,American Double / Imperial IPA,1473,1422,1.0
Hopitoulas IPA,American IPA,1474,1423,1.0
NOLA Brown Ale,English Dark Mild Ale,1475,1424,1.0
NOLA Blonde Ale,American Blonde Ale,1476,1425,1.0
Skylight,Dunkelweizen,1477,1426,1.0
Kadigan,American Blonde Ale,1478,1427,1.0
Dammit Jim!,American Amber / Red Ale,1479,1428,1.0
Nut Brown Ale,English Brown Ale,1480,1429,1.0
White Ale,Witbier,1481,1430,1.0
Cream Ale,Cream Ale,1482,1431,1.0
Green Head IPA,American IPA,1483,1432,1.0
Plum Island Belgian White,Witbier,1484,1433,1.0
Newburyport Pale Ale,American Pale Ale (APA),1485,1434,1.0
Marblehead,American Amber / Red Ale,1486,1435,1.0
Jam Session,American Pale Ale (APA),1487,1436,1.0
Hop Drop 'N Roll IPA,American IPA,1488,1437,1.0
Paleo IPA,English India Pale Ale (IPA),1489,1438,1.0
Buck Snort Stout,American Stout,1490,1439,1.0
Station 33 Firehouse Red,Irish Red Ale,1491,1440,1.0
Slimy Pebble Pils,German Pilsener,1492,1441,1.0
Get Together,American IPA,1493,1442,1.0
Maggie's Leap,Milk / Sweet Stout,1494,1443,1.0
Wall's End,English Brown Ale,1495,1444,1.0
Pumpion,Pumpkin Ale,1496,1445,1.0
Stronghold,American Porter,1497,1446,1.0
Parapet ESB,Extra Special / Strong Bitter (ESB),1498,1447,1.0
Blue Boots IPA,American IPA,1499,1448,1.0
Hoppy Bitch IPA,American IPA,1500,1449,1.0
