beer_name,abv,original_index,unique_index,count
Two-One Niner,0.048,1196,1170,1.0
Laughing Dog IPA,0.064,1197,1171,1.0
Madra Allta,0.064,1198,1172,1.0
Duluchan India Pale Ale,0.056,1199,1173,1.0
Lazy Monk Bohemian Pilsner,0.05,1200,1174,1.0
Yellowstone Golden Ale,0.051,1201,1175,1.0
Tumbleweed IPA,0.057,1202,1176,1.0
Lewis & Clark Amber Ale,0.05%,1203,1177,1.0
Miner's Gold Hefeweizen,0.05,1204,1178,1.0
Back Country Scottish Ale,0.057,1205,1179,1.0
Getaway,0.052,1206,1180,1.0
Farm Girl Saison,0.06,1207,1181,1.0
Adam's Stout,0.058,1208,1182,1.0
American Hero,0.057,1209,1183,1.0
Schweet Ale,0.052,1210,1184,1.0
Irregardless IPA,0.065,1211,1185,1.0
Peach Pale Ale,0.057,1212,1186,1.0
Deadeye Jack,0.06%,1213,1187,1.0
Pistols at Dawn,0.075%,1214,1188,1.0
Peacemaker Pale Ale,0.057,1215,1189,1.0
Shotgun Betty,0.058,1216,1190,1.0
Sweet Josie,0.061,1217,1191,1.0
Long Trail IPA,0.059,1218,1192,1.0
Long Trail Ale,0.046,1219,1193,1.0
Double Bag,0.072,1220,1194,1.0
Blackbeary Wheat,0.04,1221,1195,1.0
Long Trail Ale (1),0.046,1222,1196,1.0
Gose,0.046%,1223,1197,1.0
Vermont Pilsner,0.048,1224,1198,1.0
Mosaic Single Hop IPA,0.055,1225,1199,1.0
Lost Galaxy,0.045%,1226,1200,1.0
Face Plant IPA,0.062,1227,1201,1.0
Rhino Chasers Pilsner,0.056,1228,1202,1.0
Slow Hand Stout,0.052,1229,1203,1.0
Hips Don't Lie,0.062,1230,1204,1.0
Ride Again Pale Ale,0.052,1231,1205,1.0
The Farmer's Daughter,0.048%,1232,1206,1.0
Pub Ale,0.038%,1233,1207,1.0
Ballistic Blonde,0.051,1234,1208,1.0
Knotty Pine,0.054000000000000006%,1235,1209,1.0
Lumberyard Pilsner,0.053,1236,1210,1.0
Lumberyard IPA,0.061,1237,1211,1.0
Lumberyard Red Ale,0.057999999999999996%,1238,1212,1.0
Mac's Highlander Pale Ale (2000),0.05,1239,1213,1.0
Mac's Scottish Style Amber Ale (2000),0.051,1240,1214,1.0
Macon Progress Ale,0.05,1241,1215,1.0
Macon History Ale,0.055,1242,1216,1.0
Galaxy High,0.099,1243,1217,1.0
Sol Drifter,0.043,1244,1218,1.0
Thunder Snow,0.085,1245,1219,1.0
The Great Pumpcan,0.079,1246,1220,1.0
LIFT,0.047,1247,1221,1.0
SPRYE,0.05%,1248,1222,1.0
Psychopathy,0.069,1249,1223,1.0
Gnarly Brown,0.07,1250,1224,1.0
Happy Amber,0.06,1251,1225,1.0
#9,0.051,1252,1226,1.0
Elder Betty,0.055,1253,1227,1.0
#9,0.051%,1254,1228,1.0
High Country Pilsner (Current),0.042,1255,1229,1.0
Epic IPA,0.065%,1256,1230,1.0
Golden Trout Pilsner,0.042,1257,1231,1.0
Real McCoy Amber Ale (Current),0.045,1258,1232,1.0
Festivus (1),0.07200000000000001%,1259,1233,1.0
Manayunk Oktoberfest,0.067,1260,1234,1.0
Belgian Style Session Ale,0.045,1261,1235,1.0
Manayunk IPA,0.055,1262,1236,1.0
Yunkin' Punkin',0.055,1263,1237,1.0
Summer Paradise,0.05%,1264,1238,1.0
Monk from the 'Yunk,0.09,1265,1239,1.0
Schuylkill Punch,0.06,1266,1240,1.0
Dreamin' Double IPA,0.085,1267,1241,1.0
Chaotic Double IPA,0.099,1268,1242,1.0
Manzanita IPA,0.08,1269,1243,1.0
Riverwalk Blonde Ale,0.06%,1270,1244,1.0
Gillespie Brown Ale,0.095,1271,1245,1.0
Manzanita Pale Ale,0.066,1272,1246,1.0
Marble Pilsner,0.047%,1273,1247,1.0
Marble India Pale Ale,0.062,1274,1248,1.0
Toughcats IPA,0.07200000000000001%,1275,1249,1.0
Tug Pale Ale,0.05,1276,1250,1.0
Sexy Chaos,0.099,1277,1251,1.0
Ace Hole American Pale Ale,0.063,1278,1252,1.0
Cant Dog Imperial Pale Ale,0.09699999999999999%,1279,1253,1.0
River House,0.05,1280,1254,1.0
Pretzel Stout,0.065,1281,1255,1.0
Rubberneck Red,0.05,1282,1256,1.0
The Imperial Texan,0.08%,1283,1257,1.0
The Imperial Texan,0.08,1284,1258,1.0
Day Break 4-Grain Breakfast Beer,0.05,1285,1259,1.0
River House Saison,0.05,1286,1260,1.0
There Will Be Stout,0.065%,1287,1261,1.0
Our Legacy IPA,0.065%,1288,1262,1.0
Saranac Shandy,0.042,1289,1263,1.0
Our Legacy IPA,0.065,1290,1264,1.0
Saranac Golden Pilsener (2003),0.051,1291,1265,1.0
Saranac Adirondack Light (2002),0.045,1292,1266,1.0
DAX Light (1998),0.045%,1293,1267,1.0
Saranac Traditional Lager (2000),0.048,1294,1268,1.0
Pomegranate Wheat (2008),0.047%,1295,1269,1.0
Blueberry Blonde Ale,0.05,1296,1270,1.0
Saranac White IPA,0.06%,1297,1271,1.0
Saranac Summer Ale (2011),0.047,1298,1272,1.0
Saranac Pale Ale (12 oz.),0.055,1299,1273,1.0
Saranac Pale Ale (16 oz.),0.055,1300,1274,1.0
Lahaina Town Brown,0.051,1301,1275,1.0
Pau Hana Pilsner,0.055%,1302,1276,1.0
Lemongrass Saison,0.05%,1303,1277,1.0
Aloha B’ak’tun,0.07,1304,1278,1.0
Liquid Breadfruit,0.082,1305,1279,1.0
Sobrehumano Palena'ole,0.06%,1306,1280,1.0
La Perouse White,0.05%,1307,1281,1.0
Flyin' HI.P.Hay,0.068,1308,1282,1.0
Mana Wheat,0.055,1309,1283,1.0
Bikini Blonde Lager,0.045,1310,1284,1.0
CoCoNut Porter,0.057,1311,1285,1.0
Big Swell IPA,0.062,1312,1286,1.0
Pit Stop Chocolate Porter,0.037,1313,1287,1.0
Pace Setter Belgian Style Wit,0.037,1314,1288,1.0
Back in the Saddle Rye Pale Ale,0.037,1315,1289,1.0
Bushwhacker Cider,0.069%,1316,1290,1.0
Weim-R-Iner,0.069,1317,1291,1.0
Cherry Bomb,0.069,1318,1292,1.0
Tsunami IPA,0.072,1319,1293,2.0
Tsunami IPA,0.072,1320,1293,2.0
Humpback Blonde Ale,0.042%,1321,1294,1.0
Hawaiian Crow Porter,0.052,1322,1295,1.0
Volcano Red Ale,0.052,1323,1296,1.0
Mauna Kea Pale Ale,0.054,1324,1297,1.0
Shark Bait,0.053%,1325,1298,1.0
Gator Tail Brown Ale,0.053,1326,1299,1.0
Miami Vice IPA,0.071,1327,1300,1.0
Big Rod Coconut Ale,0.053,1328,1301,1.0
Mickey Finn's Amber Ale,0.056,1329,1302,1.0
Pleasure Town,0.063,1330,1303,1.0
Pleasure Town IPA,0.063,1331,1304,1.0
Snowshoe White Ale,0.048,1332,1305,1.0
Kodiak Brown Ale,0.05%,1333,1306,1.0
Sockeye Red IPA,0.057%,1334,1307,1.0
Habitus (2014),0.08%,1335,1308,1.0
Solis,0.075,1336,1309,1.0
Jucundus,0.06,1337,1310,1.0
Habitus,0.08,1338,1311,1.0
Grazias,0.063,1339,1312,1.0
Claritas,0.058,1340,1313,1.0
Vinyl Frontier,0.083,1341,1314,1.0
Disco Superfly,0.08,1342,1315,1.0
Misty Mountain Hop,0.075%,1343,1316,1.0
One-Hit Wonderful,0.075%,1344,1317,1.0
En Parfaite Harmonie,0.065,1345,1318,1.0
Daft Funk,0.043,1346,1319,1.0
Love In An Ellavator,0.075,1347,1320,1.0
Spin Doctor,0.053,1348,1321,1.0
Keeper (Current),0.05,1349,1322,1.0
Better Half,0.068,1350,1323,1.0
SNO White Ale,0.048,1351,1324,1.0
BRIK Irish Red Ale,0.048,1352,1325,1.0
AXL Pale Ale,,1353,1326,
Hop Freak,0.087,1354,1327,1.0
Louie's Demise Amber Ale,0.051,1355,1328,1.0
Hop Happy,0.075%,1356,1329,1.0
Booyah Farmhouse Ale,0.065%,1357,1330,1.0
O-Gii,0.092,1358,1331,1.0
Flaming Damsel Lager (2010),0.048%,1359,1332,1.0
Louie’s Demise Immort-Ale (2010),0.051,1360,1333,1.0
Axe Head Malt Liquor,0.099,1361,1334,1.0
Huber Bock (2014),0.054000000000000006%,1362,1335,1.0
Minhas Light (2012),0.04,1363,1336,1.0
Huber,0.05%,1364,1337,1.0
Clear Creek Ice,0.062,1365,1338,2.0
Clear Creek Ice,0.062,1366,1338,2.0
Mountain Crest,0.055,1367,1339,1.0
Mountain Crest,0.055%,1368,1340,1.0
Mountain Creek (2013),0.055,1369,1341,1.0
Boxer,0.05,1370,1342,2.0
Boxer Light,0.042,1371,1343,1.0
Boxer Ice,0.055,1372,1344,1.0
Boxer,0.05,1373,1342,2.0
Cortez Gold,0.05,1374,1345,1.0
Mission IPA,0.068,1375,1346,1.0
El Conquistador Extra Pale Ale,0.048,1376,1347,1.0
Shipwrecked Double IPA,0.092,1377,1348,1.0
Squeaky Bike Nut Brown Ale,0.04,1378,1349,1.0
Dead Horse Amber,0.04,1379,1350,1.0
Rocket Bike American Lager,0.04,1380,1351,1.0
Johnny's American IPA,0.04,1381,1352,1.0
Boneshaker Brown Ale,0.055%,1382,1353,1.0
Iron Mike Pale Ale,0.056,1383,1354,1.0
Monkadelic,0.042,1384,1355,1.0
City of the Sun,0.075,1385,1356,1.0
Booming Rollers,0.068,1386,1357,1.0
Oneida,0.052,1387,1358,1.0
Aurora,0.067,1388,1359,1.0
Lomaland,0.055%,1389,1360,1.0
Fortunate Islands,0.047,1390,1361,1.0
Black House,0.058,1391,1362,1.0
Blazing World,0.065,1392,1363,1.0
Wapiti Amber Ale,0.05,1393,1364,1.0
Sweet Georgia Brown,0.054000000000000006%,1394,1365,1.0
Rich Man's IIPA,0.087,1395,1366,1.0
Monkey Paw Oatmeal Pale Ale,0.058,1396,1367,1.0
Montauk Summer Ale,0.055999999999999994%,1397,1368,1.0
Driftwood Ale,0.06,1398,1369,1.0
When Helles Freezes Over,0.056,1399,1370,1.0
Morgan Street Oktoberfest,0.049,1400,1371,1.0
Honey Wheat,0.047,1401,1372,1.0
Black Bear Dark Lager,0.046%,1402,1373,1.0
Golden Pilsner,0.05%,1403,1374,1.0
Cali Creamin',0.052,1404,1375,1.0
Second Wind Pale Ale,0.05,1405,1376,1.0
Sunny Haze,0.05%,1406,1377,1.0
Towhead,0.052,1407,1378,1.0
Lil' Helper,0.07,1408,1379,1.0
Train Wreck,0.082,1409,1380,1.0
Full Moon Belgian White Ale,0.085,1410,1381,1.0
Desert Magic IPA,0.072,1411,1382,1.0
Up River Light,0.042,1412,1383,1.0
Full Moon Belgian White Ale (2007),0.085,1413,1384,1.0
Dry Heat Hefeweizen (2006),0.055,1414,1385,1.0
Mustang Sixty-Six,0.05,1415,1386,1.0
Mustang '33,0.04,1416,1387,1.0
Session '33 (2011),0.04,1417,1388,1.0
Mustang Golden Ale,0.053,1418,1389,1.0
Washita Wheat,0.053,1419,1390,1.0
Gansett Light,0.037,1420,1391,1.0
Bohemian Pils,0.052000000000000005%,1421,1392,1.0
Autocrat Coffee Milk Stout,0.053,1422,1393,1.0
Narragansett Bohemian Pilsner,0.086%,1423,1394,1.0
Narragansett Summer Ale,0.042,1424,1395,1.0
Narragansett Cream Ale,0.05,1425,1396,1.0
Narragansett Summer Ale,0.042%,1426,1397,1.0
Narragansett Porter,0.07,1427,1398,1.0
Narragansett Bock,0.065,1428,1399,1.0
Narragansett Fest Lager,0.055,1429,1400,1.0
Undun Blonde Ale,0.053%,1430,1401,1.0
CuDa Cascadian Dark Ale,0.07400000000000001%,1431,1402,1.0
Old Grogham Imperial India Pale Ale,0.085,1432,1403,1.0
Old Grogham Imperial India Pale Ale (2012),0.085,1433,1404,1.0
CuDa Cascadian Dark Ale (2012),0.07400000000000001%,1434,1405,1.0
Undun Blonde Ale (2012),0.053,1435,1406,1.0
Wick For Brains,0.061,1436,1407,1.0
Nebraska India Pale Ale,0.065,1437,1408,1.0
EOS Hefeweizen,0.048,1438,1409,1.0
Brunette Nut Brown Ale,0.048,1439,1410,1.0
Cardinal Pale Ale,0.057,1440,1411,1.0
County Line IPA,0.066%,1441,1412,1.0
Trauger Pilsner,0.048,1442,1413,1.0
Slow Ride,0.045,1443,1414,1.0
Ranger IPA,0.065,1444,1415,1.0
Shift,0.05%,1445,1416,1.0
1554 Black Lager,0.055999999999999994%,1446,1417,1.0
Blue Paddle,0.048,1447,1418,1.0
California Route,0.055%,1448,1419,1.0
Snapshot,0.052,1449,1420,1.0
Sunshine Wheat Beer,0.048%,1450,1421,1.0
Fat Tire Amber Ale,0.052000000000000005%,1451,1422,1.0
Shift (1),0.05,1452,1423,1.0
Fat Tire Amber Ale (2011),0.052,1453,1424,1.0
Shift,0.05,1454,1425,1.0
Ranger IPA,0.065%,1455,1426,1.0
Fat Tire Amber Ale,0.052,1456,1427,1.0
Ranger IPA (Current),0.065,1457,1428,1.0
Sunshine Wheat Beer (2009),0.048,1458,1429,1.0
Fat Tire Amber Ale (2008),0.052000000000000005%,1459,1430,1.0
Weiss Trash Culture,0.034,1460,1431,1.0
Sea Hag IPA,0.062%,1461,1432,1.0
Elm City Pilsner,0.05,1462,1433,1.0
Atlantic Amber Ale (2004),0.05,1463,1434,1.0
668 Neighbor of the Beast12 oz.,0.09,1464,1435,1.0
Gandhi-Bot Double IPA (12 oz.),0.088,1465,1436,1.0
668 Neighbor of the Beast (16 oz.) (2010),0.09%,1466,1437,1.0
Gandhi-Bot Double IPA (16 oz.) (2010),0.088,1467,1438,1.0
Elm City Lager (2007),0.05,1468,1439,1.0
Atlantic Amber Ale (2007),0.05%,1469,1440,1.0
Sea Hag IPA (Current),0.062,1470,1441,1.0
Rebirth Pale Ale,0.05%,1471,1442,1.0
Irish Channel Stout,0.068,1472,1443,1.0
MechaHopzilla,0.088,1473,1444,1.0
Hopitoulas IPA,0.065%,1474,1445,1.0
NOLA Brown Ale,0.039,1475,1446,1.0
NOLA Blonde Ale,0.049%,1476,1447,1.0
Skylight,0.056,1477,1448,1.0
Kadigan,0.056,1478,1449,1.0
Dammit Jim!,0.052000000000000005%,1479,1450,1.0
Nut Brown Ale,0.054000000000000006%,1480,1451,1.0
White Ale,0.046,1481,1452,1.0
Cream Ale,0.042%,1482,1453,1.0
Green Head IPA,0.072,1483,1454,1.0
Plum Island Belgian White,0.054,1484,1455,1.0
Newburyport Pale Ale,0.055,1485,1456,1.0
Marblehead,0.055%,1486,1457,1.0
Jam Session,0.051%,1487,1458,1.0
Hop Drop 'N Roll IPA,0.072,1488,1459,1.0
Paleo IPA,0.06,1489,1460,1.0
Buck Snort Stout,0.061,1490,1461,1.0
Station 33 Firehouse Red,0.055,1491,1462,1.0
Slimy Pebble Pils,0.045,1492,1463,1.0
Get Together,0.045%,1493,1464,1.0
Maggie's Leap,0.049%,1494,1465,1.0
Wall's End,0.048%,1495,1466,1.0
Pumpion,0.06,1496,1467,1.0
Stronghold,0.06,1497,1468,1.0
Parapet ESB,0.056,1498,1469,1.0
Blue Boots IPA,0.069%,1499,1470,1.0
Hoppy Bitch IPA,0.063,1500,1471,1.0
Three Skulls Ale Pale Ale,0.063%,1501,1472,1.0
Walter's Premium Pilsener Beer,0.045,1502,1473,1.0
Floppin' Crappie,0.045,1503,1474,1.0
Left of the Dial IPA,0.043,1504,1475,1.0
Notch Session Pils,0.04,1505,1476,1.0
O'Fallon Pumpkin Beer,0.055,1506,1477,1.0
5 Day IPA,0.061,1507,1478,1.0
O'Fallon Wheach,0.051,1508,1479,1.0
Watershed IPA,0.067,1509,1480,1.0
Oakshire Amber Ale,0.054,1510,1481,1.0
Overcast Espresso Stout,0.058,1511,1482,1.0
Watershed IPA (2013),0.067%,1512,1483,1.0
Lake Monster,0.082,1513,1484,1.0
London Homesick Ale,0.049,1514,1485,1.0
Luchesa Lager,0.048,1515,1486,1.0
Slow Ride,0.048%,1516,1487,1.0
Occidental Hefeweizen,0.047,1517,1488,1.0
Occidental Dunkel,0.051%,1518,1489,1.0
Occidental Altbier,0.05,1519,1490,1.0
Occidental Kölsch,0.045,1520,1491,1.0
Perpetual Darkness,0.092%,1521,1492,1.0
Clan Warrior,0.087,1522,1493,1.0
Psycho Penguin Vanilla Porter,0.054,1523,1494,1.0
Heliocentric Hefeweizen,0.047,1524,1495,1.0
Ghose Drifter Pale Ale,0.051%,1525,1496,1.0
Ghost Rider Pale Ale (2013),0.051,1526,1497,1.0
Helios Hefeweizen (2013),0.047,1527,1498,1.0
The Hole in Hadrian's Wall,0.095%,1528,1499,1.0
33 Select Brown Ale,0.065,1529,1500,1.0
Midwest Charm Farmhouse Ale,0.06%,1530,1501,1.0
Boji Blue Pale Ale,0.05%,1531,1502,1.0
Winter Games Select #32 Stout,0.057,1532,1503,1.0
Boji Beach Golden Rye Ale,0.05%,1533,1504,1.0
Hopsmith Pale Lager,0.06,1534,1505,1.0
Falling Down Brown Ale,0.065,1535,1506,1.0
Resolution Rye Stout,0.068,1536,1507,1.0
Plowshare Porter,0.055,1537,1508,1.0
Old Forge Pumpkin Ale,0.046%,1538,1509,1.0
Endless Sun Ale,0.045,1539,1510,1.0
Celestial Blonde Ale,0.065,1540,1511,1.0
Overbite IPA,0.075%,1541,1512,1.0
T-Rail Pale Ale,0.055,1542,1513,1.0
Endless Summer Ale (2011),0.048%,1543,1514,1.0
Clem's Gold,0.053%,1544,1515,1.0
Lizzy's Red,0.055%,1545,1516,1.0
Orlison India Pale Lager,0.067%,1546,1517,1.0
Brünette,0.042,1547,1518,1.0
Havanüther,0.040999999999999995%,1548,1519,1.0
Lyric Ale,0.065,1549,1520,1.0
Atalanta,0.053,1550,1521,1.0
Pinner Throwback IPA,0.049%,1551,1522,1.0
Centennial State Pale Ale,0.052,1552,1523,1.0
Old Chub NITRO,0.08,1553,1524,1.0
The CROWLER™,,1554,1525,
CAN'D AID Foundation,,1555,1526,
Icey.P.A.,,1556,1527,
One Nut Brown,0.05,1557,1528,1.0
Birth IPA,,1558,1529,
Dale's Pale Ale,0.065,1559,1530,6.0
Dale's Pale Ale,0.065,1560,1530,6.0
Mama's Little Yella Pils,0.053%,1561,1531,2.0
oSKAr the G'Rauch,0.085,1562,1532,2.0
oSKAr the G'Rauch,0.085,1563,1532,2.0
Dale's Pale Ale,0.065,1564,1530,6.0
The Deuce,0.07%,1565,1533,2.0
Dale's Pale Ale (10 Year Anniversary),0.065,1566,1534,1.0
Dale's Pale Ale (2012),0.065,1567,1535,1.0
Gordon Imperial Red (2010),0.087%,1568,1536,1.0
Dale's Pale Ale (2011),0.065,1569,1537,1.0
Dale's Pale Ale (2010),0.065,1570,1538,1.0
G'KNIGHT (16 oz.),0.087,1571,1539,1.0
15th Anniversary Abbey Ale (2012),0.09%,1572,1540,1.0
Chaka,0.08%,1573,1541,1.0
HGH (Home Grown Hops): Part Duh,0.08,1574,1542,1.0
Deviant Dale's IPA,0.08%,1575,1543,2.0
One Hit Wonder,0.09,1576,1544,1.0
G'KNIGHT (12 oz.),0.087,1577,1545,1.0
Ten Fidy Imperial Stout,0.099,1578,1546,1.0
Mama's Little Yella Pils,0.053%,1579,1531,2.0
GUBNA Imperial IPA,0.099,1580,1547,1.0
Old Chub,0.08,1581,1548,2.0
Gordon Ale (2009),0.087,1582,1549,1.0
Dale's Pale Ale,0.065,1583,1530,6.0
Gordon (2005),0.092,1584,1550,1.0
Ten Fidy Imperial Stout (2008),0.095,1585,1551,1.0
Ten Fidy Imperial Stout (2007),0.099,1586,1552,1.0
Old Chub (2008),0.08%,1587,1553,1.0
Old Chub (2004),0.08,1588,1554,1.0
Old Chub (2003),0.08,1589,1555,1.0
Dale's Pale Ale (2008),0.065,1590,1556,1.0
Dale's Pale Ale (2006),0.065%,1591,1557,1.0
Dale's Pale Ale (2004),0.065,1592,1558,1.0
Dale's Pale Ale (2003),0.065%,1593,1559,1.0
Dale's Pale Ale (2002),0.065,1594,1560,1.0
Leroy (2005),0.052000000000000005%,1595,1561,1.0
Gordon Beer (2006),0.087,1596,1562,1.0
G'KNIGHT,0.087%,1597,1563,1.0
Ten Fidy,0.099%,1598,1564,1.0
Deviant Dale's IPA,0.08%,1599,1543,2.0
Old Chub,0.08,1600,1548,2.0
Dale's Pale Ale,0.065,1601,1530,6.0
Dale's Pale Ale,0.065,1602,1530,6.0
Fresh Slice White IPA,0.055%,1603,1565,1.0
Overgrown American Pale Ale,0.055,1604,1566,1.0
Ozark American Pale Ale,0.04,1605,1567,1.0
Hula Hoppie Session IPA,0.048,1606,1568,1.0
Dirty Hippie Dark Wheat,0.053,1607,1569,1.0
Rustic Red,0.052,1608,1570,1.0
Stimulator Pale Ale,0.053%,1609,1571,1.0
Old Town Ale,0.045,1610,1572,1.0
Car 21,0.044,1611,1573,1.0
Cache La Porter,0.05,1612,1574,1.0
Rodeo Rye Pale Ale,0.042,1613,1575,1.0
Outlaw IPA,0.062%,1614,1576,1.0
North Fork Lager,0.044,1615,1577,1.0
Payette Pale Ale,0.048,1616,1578,1.0
Mutton Buster,0.055%,1617,1579,1.0
Side Kick Kölsch,0.05%,1618,1580,1.0
Fresh Cut Pilsner,0.046%,1619,1581,1.0
Summer Session Ale,0.05,1620,1582,1.0
Lobo Lito,0.04,1621,1583,1.0
Robert Earl Keen Honey Pils,0.05,1622,1584,1.0
Mound Builder IPA,0.065,1623,1585,1.0
Amazon Princess IPA,0.062,1624,1586,1.0
Farmer's Daughter Wheat,0.042,1625,1587,1.0
People's Pilsner,0.045,1626,1588,1.0
Hotbox Brown,0.055,1627,1589,1.0
Gold,0.048,1628,1590,1.0
Black,0.058,1629,1591,1.0
98 Problems (Cuz A Hop Ain't One),0.065%,1630,1592,1.0
Veteran’s Pale Ale (VPA),0.05,1631,1593,1.0
Grapefruit IPA,0.05,1632,1594,1.0
Pete's ESP Lager (1998),0.051,1633,1595,1.0
Pete's Wicked Summer Brew (1995),0.047%,1634,1596,1.0
Pete's Wicked Bohemian Pilsner (1997),0.049%,1635,1597,1.0
Pete's Wicked Pale Ale (1997),,1636,1598,
Pete's Wicked Summer Brew (2002),0.047%,1637,1599,1.0
Pete's Wicked Summer Brew (1997),0.047,1638,1600,1.0
Pete's Wicked Summer Brew (1996),0.047,1639,1601,1.0
Sparkle,0.041,1640,1602,1.0
North 45 Amber Ale,0.059,1641,1603,1.0
Horny Monk,0.069,1642,1604,1.0
Mind's Eye PA,0.067,1643,1605,1.0
Camelback,0.061,1644,1606,1.0
Local 5 Pale Ale,0.055999999999999994%,1645,1607,1.0
Devils Head Red Ale,0.073,1646,1608,1.0
Elephant Rock IPA,0.07,1647,1609,1.0
Black Bay Milk Stout,0.05,1648,1610,1.0
Atom Splitter Pale Ale,0.05,1649,1611,1.0
Hot Date Ale,0.06,1650,1612,1.0
Masked Bandit IPA,0.07,1651,1613,1.0
Sweet Potato Ale,0.06,1652,1614,1.0
Float Trip Ale,0.045,1653,1615,1.0
Old Tom Porter,0.055,1654,1616,1.0
Black Walnut Wheat,0.045,1655,1617,1.0
McKinney Eddy Amber Ale,0.055,1656,1618,1.0
Missouri Mule India Pale Ale,0.07%,1657,1619,1.0
Blood of the Unicorn,0.065,1658,1620,1.0
GreyBeard™ IPA,0.069,1659,1621,1.0
Pisgah Pale Ale,0.057,1660,1622,1.0
PONTO S.I.P.A.,0.045,1661,1623,1.0
Chronic Ale,0.049,1662,1624,1.0
Swami's India Pale Ale,0.068,1663,1625,1.0
New Cleveland Palesner,0.05%,1664,1626,1.0
Mazzie,0.054,1665,1627,1.0
Big Chuck Barleywine,0.099,1666,1628,1.0
Ponderosa IPA,,1667,1629,
Liquid Amber Ale,,1668,1630,
Morning Wood Wheat (Current),0.059000000000000004%,1669,1631,1.0
Hideout Helles,0.069%,1670,1632,1.0
Dead Eye Dunkel,0.06,1671,1633,1.0
Peacemaker Pilsner,0.058,1672,1634,1.0
Over the Rail Pale Ale,0.057,1673,1635,1.0
Pallavicini Pilsner (2009),0.057999999999999996%,1674,1636,1.0
Morning Wood Wheat (Current),0.059,1675,1637,1.0
Pyramid Hefeweizen (2011),0.052000000000000005%,1676,1638,1.0
Haywire Hefeweizen (2010),0.052000000000000005%,1677,1639,1.0
Golden Fleece,0.045,1678,1640,1.0
Smoking Mirror,0.055,1679,1641,1.0
Rahr's Blonde,0.046,1680,1642,1.0
Pride of Texas Pale Ale,0.058,1681,1643,1.0
18th Anniversary Gose,0.044,1682,1644,1.0
White (2015),0.046,1683,1645,1.0
BLAKKR,0.099%,1684,1646,2.0
Firemans #4 Blonde Ale (2013),0.051%,1685,1647,1.0
The Sword Iron Swan Ale,0.059,1686,1648,1.0
Hans' Pils (2015),0.053,1687,1649,1.0
Four Squared (2015),0.06,1688,1650,1.0
Firemans #4 Blonde Ale (2015),0.051%,1689,1651,1.0
Watership Brown Ale,0.072,1690,1652,1.0
Gangway IPA,0.062%,1691,1653,1.0
Long Day Lager,0.049,1692,1654,1.0
Farmer's Daughter Blonde,0.051,1693,1655,1.0
Pump House IPA,0.055,1694,1656,1.0
Suicide Blonde IPA,0.07%,1695,1657,1.0
Vanilla Porter,0.047%,1696,1658,1.0
Honey Rye,0.057999999999999996%,1697,1659,1.0
Happy Cider,0.055,1698,1660,1.0
Long Hammer IPA,0.065,1699,1661,2.0
Long Hammer IPA,0.065,1700,1661,2.0
Copper Hook (2011),0.058,1701,1662,1.0
Nectar of the Hops,0.08,1702,1663,1.0
Sunshine Nectar,0.08,1703,1664,1.0
Black Raspberry Nectar,0.08%,1704,1665,1.0
Blood Orange Wit,0.05,1705,1666,1.0
Consilium,0.05%,1706,1667,1.0
Hammer & Sickle,0.09,1707,1668,1.0
Redacted Rye IPA,0.07,1708,1669,1.0
Elevation Triple India Pale Ale,0.099,1709,1670,1.0
5:00 O'Clock Afternoon Ale,0.05,1710,1671,1.0
Ryeteous Rye IPA (2012),0.07%,1711,1672,1.0
Stout Ol' Friend,0.064,1712,1673,1.0
Stout Ol' Friend (2012),0.064,1713,1674,1.0
Rye Porter,,1714,1675,
Miner's Gold,0.05,1715,1676,1.0
Vienna Lager,0.046,1716,1677,1.0
Jessie's Garage,0.056,1717,1678,1.0
Colorado Red Ale,0.062,1718,1679,1.0
Miner's Gold,,1719,1680,
Fist City,0.055,1720,1681,1.0
A Little Crazy,0.068,1721,1682,1.0
Rosa Hibiscus Ale,0.058,1722,1683,1.0
Fistmas Ale,0.061,1723,1684,1.0
Oktoberfest Revolution,0.057%,1724,1685,1.0
Eugene Porter,0.068,1725,1686,1.0
Anti-Hero IPA,0.065,1726,1687,1.0
Bottom Up Belgian Wit,0.05%,1727,1688,1.0
Hustle,0.057%,1728,1689,1.0
Pure Fury,0.055,1729,1690,1.0
Dad,0.06,1730,1691,1.0
Panther,0.058,1731,1692,1.0
Franz,0.052,1732,1693,1.0
Zen,0.043%,1733,1694,1.0
Truth,0.072,1734,1695,1.0
Cougar,0.048%,1735,1696,1.0
Smooth Operator,0.038,1736,1697,1.0
Gose,0.035%,1737,1698,1.0
Maine Island Trail Ale,0.043,1738,1699,1.0
River North White Ale,0.05,1739,1700,1.0
River North Ale,0.05,1740,1701,1.0
Lil SIPA,0.05,1741,1702,1.0
Hop Bomber Rye Pale Ale,0.055%,1742,1703,1.0
Jah Mon,0.05,1743,1704,1.0
Oktoberfest,0.062,1744,1705,1.0
Headless Wylie,0.08,1745,1706,1.0
Dayman IPA,0.05,1746,1707,1.0
All Aboard! Anniversary Stout,0.071,1747,1708,1.0
Hop Lace,0.062,1748,1709,1.0
OH-PA Session Pale Ale,0.048,1749,1710,1.0
Patrick's Poison,0.08,1750,1711,1.0
Rudolph's Red,0.081,1751,1712,1.0
Babbling Blonde,0.053,1752,1713,1.0
Maxwell's Scottish Ale,0.051,1753,1714,1.0
