id,article_title,original_index,unique_index,count
862844,DPYD IVS14+1G>A and 2846A>T genotyping for the prediction of severe fluoropyrimidine-related toxicity: A meta-analysis,588,588,1.0
875733,[Methicillin-resistant Staphylococcus aureus forming the fried egg appearance colonies isolated from a patient with septicemia],589,589,1.0
587683,Support for nutrition from the older Americans act programs: a clarification on its 40th anniversary,590,590,1.0
927711,Measures of exposure to the Well London Phase-1 intervention and their association with health well-being and social outcomes,591,591,1.0
313584,The Effects of Cognitive Coaching and Nonverbal Classroom Management on Teacher Efficacy and Perceptions of School Culture.,592,592,1.0
161847,Changes in glucose tolerance over time in women with polycystic ovary syndrome: a controlled study,593,593,1.0
543292,Effects of Test Administrator Characteristics on Achievement Test Scores,594,594,1.0
248064,Distal radius fracture arthroscopic intraarticular displacement measurement after open reduction and internal fixation from a volar approach,595,595,1.0
887041,Age-related driving disorders: screening in hospitals and outpatients settings.,596,596,1.0
314737,[Effect of a dialysis solution with icodextrin on ultrafiltration and selected metabolic parameters in patients treated with peritoneal dialysis],597,597,1.0
709094,Evidence based practice and advanced competencies in a MHS-CLS program,598,598,1.0
327157,Effect of QVA149 on lung volumes and exercise tolerance in COPD patients: the BRIGHT study,599,599,1.0
793206,Disseminated lymphoma with large granular lymphocyte morphology diagnosed in a horse via abdominal fluid and transtracheal wash cytology.,600,600,1.0
361682,Outcome of patients with severe PH due to lung disease with     and without targeted therapy,601,601,1.0
732256,A comprehensive assessment of maternal deaths in Argentina: translating multicentre collaborative research into action.,602,602,1.0
636937,"Human african trypanosomiasis diagnosis in first-line health services of endemic countries, a systematic review.",603,603,1.0
743394,Overlap of food addiction and substance use disorders definitions: analysis of animal and human studies.,604,604,1.0
592201,Efficacy of prolonged administration of intravenous erythromycin in an ambulatory setting as treatment of severe gastroparesis: one center's experience,605,605,1.0
914007,Bound for success: a systematic review of constraint-induced movement therapy in children with cerebral palsy supports improved arm and hand use (Structured abstract),606,606,1.0
208824,"Optical turbulence: weak turbulence, condensates and collapsing filaments in the nonlinear Schr̦dinger equation",607,607,1.0
759501,"[Progress in joint international research of demographic and geographic distribution of insignificant, middle and high-grade tuberculin skin sensitivity].",608,608,1.0
506162,Efficacy of Class 1 elastic compression stockings in the early stages of chronic venous disease. A comparative study.,609,609,1.0
372697,The future of JAK inhibition in myelofibrosis and beyond,610,610,1.0
609245,Reinventing the wheel? Or the emperor's new clothes.,611,611,1.0
584706,A study of out-of-hospital cardiac arrests in northeastern Minnesota,612,612,1.0
822897,"The Chinese medicine construct ""stagnation"" in mind-body connection mediates the effects of mindfulness training on depression and anxiety",613,613,1.0
145770,Outcomes from patients with multi-vessel disease following primary PCI: staged PCI imparts very low mortality.,614,614,1.0
24026,Modelling the effects of subjective and objective decision making in scientific peer review.,615,615,1.0
44484,"Exercise-induced flow limitation, dynamic hyperinflation and exercise capacity in patients with bronchial asthma.",616,616,1.0
379988,The combined role of serotonin and interleukin-6 as biomarker for autism,617,617,1.0
333862,General public's and physicians' perception of health risk associated with radon exposure in the state of Azad Jammu and Kashmir,618,618,1.0
779555,Cost-effectiveness of statins for primary prevention in patients newly diagnosed with type 2 diabetes in the Netherlands,619,619,1.0
323860,Women's sexuality in the South African constitutional court,620,620,1.0
646572,[Medical and psychosocial care needs of cancer patients: a systematic review comparing urban and rural provisions].,621,621,1.0
128182,"A randomized, double-blind, placebo controlled triphosphate in study of oral adenosine subacute low back pain",622,622,1.0
252998,Efficacy and safety of NMDA receptor antagonists augmentation therapy for schizophrenia: An updated meta-analysis of randomized placebo-controlled trials,623,623,1.0
231933,"Taste, olfactory and food texture reward processing in the brain and obesity",624,624,1.0
683304,Prefrontal hypoactivation and recovery in insomnia.,625,625,1.0
854628,Determinants of drug response in a cisplatin-resistant human lung cancer cell line.,626,626,1.0
117678,"Association between genetic polymorphism of tumor necrosis factor-alpha and risk of oral submucous fibrosis, a pre-cancerous condition of oral cancer.",627,627,1.0
795170,Improving end-of-life care for patients with chronic obstructive pulmonary disease.,628,628,1.0
783722,Diabetes and other comorbidities in breast cancer survival by race/ethnicity: The California breast cancer survivorship consortium (CBCSC),629,629,1.0
376103,Effect of e-health on medical expenditures of outpatients with lifestyle-related diseases,630,630,1.0
505530,Fiscal impact of a potential legislative ban on second trimester elective terminations for prenatally diagnosed abnormalities (Structured abstract),631,631,1.0
868618,Phase III randomized sequential open-label study to evaluate the efficacy and safety of sorafenib followed by pazopanib vs pazopanib followed by sorafenib in the treatment of advanced / metastatic renal cell carcinoma-design of the SWITCH-2 Study (NCT01613846),632,632,1.0
503451,Epidemiology of sporting injuries among elite soccer players: A longitudinal study,633,633,1.0
113363,Mental health symptoms in a population based survey of minority farm operators,634,634,1.0
944558,Motor cortex stimulation in patients with post-stroke pain: conscious somatosensory response and pain control,635,635,1.0
875250,Antimicrobial resistance of H. pylori isolates in alaska native persons from 2000-2008: Results from the alaska sentinel surveillance project,636,636,1.0
786108,Results of the phase II NCRI CLL206 trial of alemtuzumab in combination with high-dose methylprednisolone for high-risk (17P-) CLL,637,637,1.0
233544,Timely access to specialist medical oncology services closer to home for rural patients: experience from the Townsville Teleoncology Model.,638,638,1.0
163093,Bioavailability and tolerability of intranasal diazepam in healthy adult volunteers,639,639,1.0
31763,Protein kinase CK-1 inhibitors as new potential drugs for amyotrophic lateral sclerosis.,640,640,1.0
949775,The Prevalence and Age-Related Characteristics of Pain in a Sample of Women Veterans Receiving Primary Care,641,641,1.0
847600,Experiences of African-American Women with Smartphone-Based Ecological Momentary Assessment.,642,642,1.0
638338,"Letter by Raposeiras-Roubin et al regarding article, ""mortality associated with atrial fibrillation in patients with myocardial infarction: a systematic review and meta-analysis"".",643,643,1.0
14077,Preferential expression of T-cell receptor V beta-chains in atopic eczema.,644,644,1.0
453607,Evidence-based evaluation of therapeutic measures for amyotrophic lateral sclerosis. [Chinese],645,645,1.0
690793,Enhanced meta-analysis of acetylcholine binding protein structures reveals conformational signatures of agonism in nicotinic receptors.,646,646,1.0
799604,Factors associated with orthodontic patient compliance with intraoral elastic and headgear wear.,647,647,1.0
718091,"A 23-year-old Hispanic migrant fieldworker who presents with a painful rash on his limbs, trunk, and face. Guttate psoriasis.",648,648,1.0
935189,Influence of two handwashing frequencies on reduction in colonizing flora with three handwashing products used by health care personnel.,649,649,1.0
711472,Impact of diet restriction and/or resistance training on physical capacity in obese older women...7th World Congress on Aging and Physical Activity,650,650,1.0
660574,Meta-analysis of the influence of I148M variant of patatin-like phospholipase domain containing 3 gene (PNPLA3) on the susceptibility and histological severity of nonalcoholic fatty liver disease.,651,651,1.0
873322,"Prevalence, molecular characterization, and phenotypic confirmation of extended-spectrum beta-lactamases in Escherichia coli, Klebsiella pneumoniae, and Klebsiella oxytoca at the Radboud University Nijmegen Medical Centre in The Netherlands",652,652,1.0
774830,Diagnosis of Stroke-Associated Pneumonia: Recommendations From the Pneumonia in Stroke Consensus Group.,653,653,1.0
768192,A narrative review of surgical resident duty hour limits: where do we go from here?,654,654,1.0
950926,FACTORS ASSOCIATED WITH SELF-WORTH IN YOUNG PEOPLE WITH PHYSICAL DISABILITIES,655,655,1.0
204215,Different renal toxicity profiles in the association of cyclosporine and tacrolimus with sirolimus in rats.,656,656,1.0
129552,A meta-analysis of alcohol drinking and oral and pharyngeal cancers. Part 2: results by subsites.,657,657,1.0
526825,Genetic overlap between diagnostic subtypes of ischemic stroke.,658,658,1.0
56464,Serum S100B represents a new biomarker for mood disorders.,659,659,1.0
20641,Serial postoperative awake and sleep EEG and long-term seizure outcome after anterior temporal lobectomy for hippocampal sclerosis.,660,660,1.0
706764,Remote area indigenous psychiatry - Reflections on nine years as a visiting psychiatrist,661,661,1.0
388872,Right ventricular outflow tract reconstruction with decellularized porcine xenografts in patients with congenital heart disease.,662,662,1.0
681305,"Pooled analysis of non-union, re-operation, infection, and approach related complications after anterior odontoid screw fixation.",663,663,1.0
541739,"Accuracy, risk and the intrinsic value of diagnostic imaging: a review of the cost-utility literature.",664,664,1.0
558824,Swabbing Surgical Sites Does Not Improve the Detection of Staphylococcus aureus Carriage in High-Risk Surgical Patients,665,665,1.0
954980,Effect of chewing gun on the promotion of intestinal function recovery after colorectal cancer surgery: A meta-analysis. [Chinese],666,666,1.0
896410,School Climate and Students' Early Mathematics Learning: Another Search for Contextual Effects.,667,667,1.0
751168,Chronic hypokalemia due to excessive cola consumption: a case report,668,668,1.0
303571,Constructing differences: A qualitative analysis of teachers�۪ perspectives on linguistic and cultural diversity,669,669,1.0
193059,"Wirkungen und Risiken neuartiger psychoaktiver Substanzen: Fehldeklaration und Verkauf als ""Badesalze"", ""Spice"" und ""Forschungschemikalien""",670,670,1.0
416171,[New guidelines for bariatric surgery care: practical implications],671,671,1.0
810153,Inosiplex for treatment of alopecia areata: A randomized placebo-controlled study,672,672,1.0
164085,Fungal flora in indoor and outdoor air of different residential houses in Tekirdag City (Turkey): seasonal distribution and relationship with climatic factors,673,673,1.0
619668,The psychiatric comorbidity of epilepsy.,674,674,1.0
490750,Obesity and obstructive sleep apnea: Carry the torch of awareness,675,675,1.0
136068,Aerobic fitness testing in patients with chronic low back pain: which test is best?,676,676,1.0
198675,"Poster abstracts. The National Association of Bariatric Nurses, 4th Annual Meeting and Conference, October 24-27, 2007, North Charleston, South Carolina",677,677,1.0
316114,A review of cyanoacrylate liquid skin protectant and its efficacy on pedal fissures,678,678,1.0
626797,The special status of actions in causal reasoning in rats.,679,679,1.0
577842,How Much Trash Do You Trash?,680,680,1.0
811629,"Implementing pharmacogenetics: Pharmarray, acodose and pharmacogenetic consultation",681,681,1.0
280418,Designing in the social context: Using the social contextual model of health behavior change to develop a tobacco control intervention for teachers in India,682,682,1.0
757660,Association of interleukin-10 cytokine expression status with HLA non-DRB1*02 and Mycobacterium bovis BCG scar-negative status in south Indian pulmonary tuberculosis patients.,683,683,1.0
54163,Abstracts 15,684,684,1.0
65723,"Outcome of Er,Cr:YSGG laser-assisted treatment of teeth with apical periodontitis: a blind randomized clinical trial.",685,685,1.0
293974,Causes of death in Tunisia: Estimates of years of life lost. [French],686,686,1.0
247571,Anterior olecranon fracture-dislocations of the elbow in children. A report of four cases,687,687,1.0
292980,Changes in the temporomandibular joint disc position after orthognathic surgery.,688,688,1.0
38197,[Studies on cefotaxime (HR 756) concentration in human biliary tract and clinical effect for acute or subacute cholecystitis with cholelithiasis (author's transl)],689,689,1.0
160820,Isolated cerebellar involvement in a case of posterior reversible leukoencephalopathy.,690,690,1.0
876536,The rocky road to rational prescribing,691,691,1.0
776197,Defining interaction interfaces important for the establishment of cell polarity in Drosophila neuroblasts,692,692,1.0
45797,The exercise prescription: focus on vascular mechanisms.,693,693,1.0
605277,Child social skills training in developmental crime prevention: effects on antisocial behavior and social competence.,694,694,1.0
749261,Soda and cell aging: associations between sugar-sweetened beverage consumption and leukocyte telomere length in healthy adults from the National Health and Nutrition Examination Surveys,695,695,1.0
752305,Unsuspected ethanol ingestion through soft drinks and flavored beverages,696,696,1.0
179196,Altering existing buildings in the UK,697,697,1.0
150198,The concept of neurosis in a cross-cultural perspective,698,698,1.0
894415,internetQueryObject to Partner With DataFlux; iQO to Provide Enhanced Application Scalability through QueryObject System; DataFlux to Enhance Data Accuracy through dfPower,699,699,1.0
187769,Feasibility of using hospital personnel to create a sustainable CPR training program for family members of hospitalized patients,700,700,1.0
556090,Lung function efficacy of olodaterol qd delivered via respimat� vs placebo and formoterol bid in patients with COPD: two 48-week studies [Abstract],701,701,1.0
770589,Antenatal lower genital tract infection screening and treatment programs for preventing preterm delivery,702,702,1.0
450743,Meta-analysis of guided bronchoscopy for the evaluation of the pulmonary nodule.,703,703,1.0
157566,Bladder cancer and urothelial impairment: the role of TRPV1 as potential drug target.,704,704,1.0
589465,Effect of a cooling hood on physiological responses to work in a hot environment,705,705,1.0
560120,A novel approach to control hyperglycemia in type 2 diabetes: sodium glucose co-transport (SGLT) inhibitors: systematic review and meta-analysis of randomized trials.,706,706,1.0
107924,"Obesity, weight change and risks for hypertension, diabetes and hypercholesterolemia in Japanese men.",707,707,1.0
797967,Delayed costs of suppressed pain.,708,708,1.0
265969,Osteoarthritis of the thumb carpometacarpal joint in women and occupational risk factors: a case-control study,709,709,1.0
820508,"A comparative outcome study of body awareness therapy, feldenkrais, and conventional physiotherapy for patients with nonspecific musculoskeletal disorders: Changes in psychological symptoms, pain, and self-image",710,710,1.0
446026,Use of implantable cardioverter-defibrillators for primary prevention in older patients: A systematic literature review and meta-analysis.,711,711,1.0
84941,Incidence of and risk factors for motor neurone disease in UK women: a prospective study.,712,712,1.0
558766,Burkholderia cepacia complex infection in a case of sinonasal polyposis recurrence without cystic fibrosis,713,713,1.0
428909,Pilot randomized controlled trial of web-based acceptance and commitment therapy for smoking cessation.,714,714,1.0
110453,Anti-hypertensive medicines prescribing for medical outpatients in a premier teaching hospital in Nigeria: a probable shift of paradigm.,715,715,1.0
837546,"Agitation, aggression, and disinhibition syndromes after traumatic brain injury",716,716,1.0
82695,The effect of lymphatico-venous anastomosis for an intractable ulcer at the lower leg in a marked obese patient.,717,717,1.0
820059,Effects of multifunctional fabrics on cardiac autonomic tone and psychological state,718,718,1.0
771288,Manual versus electric vacuum aspiration for first-trimester abortion: a systematic review,719,719,1.0
54202,Behaviour Research and Therapy Outcome predictors in guided and unguided self-help for social anxiety disorder,720,720,1.0
888477,Probiotics for the treatment of upper and lower respiratory-tract infections in children: systematic review based on randomized clinical trials,721,721,1.0
741279,"Bradykinin is a mediator, but unlikely a trigger, of antiarrhythmic effects of ischemic preconditioning",722,722,1.0
64430,The NADPH oxidase-mediated production of hydrogen peroxide (H(2)O(2)) and resistance to oxidative stress in the necrotrophic pathogen Alternaria alternata of citrus.,723,723,1.0
461657,Review of epidemiology and management of atrial fibrillation in developing countries.,724,724,1.0
240949,"William H. Taft High School Project HOLA, 1985-1986. OEA Evaluation Report.",725,725,1.0
453909,The lung cancer management guidelines 2012.,726,726,1.0
222452,Special problems in the prosthetic rehabilitation of deep bite,727,727,1.0
163839,The potential impact of bias in studies of residential exposure to magnetic fields and childhood leukemia,728,728,1.0
696132,Changes of interaction during the development of a mathematical learning environment.,729,729,1.0
257990,An internet-based program to enhance motivation to change in females with symptoms of an eating disorder: A randomized controlled trial,730,730,1.0
332032,Air pollution and risk of urinary bladder cancer in a case-control study in Spain,731,731,1.0
617801,Remission rates following antidepressant therapy with bupropion or selective serotonin reuptake inhibitors: a meta-analysis of original data from 7 randomized controlled trials.,732,732,1.0
480030,Adaptive convex combination approach for the identification of improper quaternion processes,733,733,1.0
660499,Inappropriate use of emergency services: a systematic review of prevalence and associated factors.,734,734,1.0
355078,Use of episiotomy in the United States,735,735,1.0
696985,"The Diversion of Ultram, Ultracet, and generic tramadol HCL.",736,736,1.0
826471,Aberrances in autonomic cardiovascular regulation in fibromyalgia syndrome and their relevance for clinical pain reports,737,737,1.0
807737,Sorafenib and pegylated interferon-alpha-2b in advanced metastatic melanoma: A multicenter phase II DeCOG trial,738,738,1.0
875781,Dispersal of methicillin-resistant Staphylococcus epidermidis by staff in an operating suite for thoracic and cardiovascular surgery: relation to skin carriage and clothing,739,739,1.0
322953,Psychometric validation of the Growth and Empowerment Measure (GEM) applied with Indigenous Australians,740,740,1.0
123731,Alveolar soft part sarcoma of the uterine corpus. Report of two cases and review of the literature,741,741,1.0
180588,It's Time Practitioners Help Families Clear the Air of Secondhand Smoke: A Commentary on Pyle et al. (2005),742,742,1.0
440684,Hemostatic resuscitation for massive bleeding: The paradigm of plasma and platelets - A review of the current literature.,743,743,1.0
758629,Studies on the biological activity of two strains of BCG: influence of production conditions.,744,744,1.0
964184,Myocardial fibrosis by T1 mapping is an early indicator of severe cardiac allograft vasculopathy,745,745,1.0
265490,Follistatin-like protein 1 regulates chondrocyte proliferation and chondrogenic differentiation of mesenchymal stem cells,746,746,1.0
463556,Structural brain changes associated with antipsychotic treatment in schizophrenia      as revealed by voxel-based morphometric MRI: an activation likelihood estimation       meta-analysis.,747,747,1.0
749844,"Insights in public health: taxing sugar sweetened beverages to improve public health: policy action in Hawai'i. Doctoral Health Policy Seminar, Spring 2013",748,748,1.0
300057,[Evidence-based therapy guideline of the German Working Group on Obesity in Childhood and Adolescence].,749,749,1.0
166521,The cost of national service frameworks,750,750,1.0
292018,"Simple steps to fitness. Secrets of strength. Strength training is as important to weight loss and fitness as aerobic exercise is, but many people ignore it. Here's how to get started.",751,751,1.0
181456,Homeplace and Housing in the Lives of Low-Income Urban African American Families,752,752,1.0
668772,"Lack of association between the connexin 37 C1019T gene polymorphism and coronary artery disease in a Chinese population: Meta-analysis of 2,206 subjects.",753,753,1.0
276001,[Effects of tobacco advertising regulations in various countries],754,754,1.0
788507,Intensive glucose control in the management of diabetes mellitus and inpatient hyperglycemia,755,755,1.0
620483,The value of breast self-examination: meta-analysis of the research literature.,756,756,1.0
433039,Palliative sedation therapy in the last weeks of life: a literature review and recommendations for standards.,757,757,1.0
737167,Understanding depression in palliative and end-of-life care,758,758,1.0
744601,Inhaled anticholinergics and risk for acute urinary retention: A case-crossover and case-time-control study,759,759,1.0
856471,Compartmentalization of Fas and Fas ligand may prevent auto- or paracrine apoptosis in epithelial cells,760,760,1.0
570704,Rituximab-related viral infections in lymphoma patients.,761,761,1.0
520153,Fetal lung volume measurements: determination with MR imaging--effect of various factors.,762,762,1.0
259267,Intra-operative change of gastric ph during laparotomic cholecystectomy under general anaesthesia: A prospective case-control study,763,763,1.0
24381,The CARE guidelines: consensus-based clinical case reporting guideline development.,764,764,1.0
827921,Effect of a creative-bonding intervention on Taiwanese nursing students' self-transcendence and attitudes toward elders.,765,765,1.0
461204,Fc receptor-like 3 (FCRL3) -169 C/T polymorphism and systemic lupus erythematosus: A meta-analysis.,766,766,1.0
482860,[Indirect anastomoses for moyamoya disease].,767,767,1.0
18298,Ulcer Healing After Peripheral Intervention.,768,768,1.0
365654,Measuring the bright side of being blue: a new tool for assessing analytical rumination in depression.,769,769,1.0
625306,[Mammographic density: a valid risk factor for breast cancer?].,770,770,1.0
572343,High-dose sequential (HDS) chemotherapy for high-risk non-Hodgkin's lymphoma: long-term analysis and future developments.,771,771,1.0
88262,Core symptom measures in cancer clinical trials.,772,772,1.0
663339,Human papillomavirus infection and increased risk of HIV acquisition. A systematic review and meta-analysis.,773,773,1.0
718292,Prevalence of different morphologic forms of the human tongue in young Finns.,774,774,1.0
245200,Osteoporosis in men,775,775,1.0
307302,Neurolymphatische Bahnen: neue wissenschaftliche Nachweise untermauern die Perrin-Technik,776,776,1.0
217418,Long term follow-up of conservative treatment of severely traumatized maxillary incisors,777,777,1.0
413717,Magnetic resonance imaging evaluation of bone marrow changes in obstructive sleep apnoea syndrome in adults,778,778,1.0
62246,Pulpal response to a fluoride-releasing all-in-one resin bonding system.,779,779,1.0
945021,Improvement of action tremor by chronic cortical stimulation,780,780,1.0
649817,Validity of Rorschach Inkblot scores for discriminating psychopaths from non-psychopaths in forensic populations: a meta-analysis.,781,781,1.0
934327,Use of a Brief Phone Call After ED Discharge,782,782,1.0
546484,The Effects of Pre-Reading and Sharing Mechanisms on Learning with the Use of Annotations,783,783,1.0
917231,[Occupational exposure to sevoflurane in pediatric operating rooms: the multi-point sampling method for risk assessment].,784,784,1.0
887418,Impact of crizotinib on patient-reported symptoms and global quality of life (QoL) compared with chemotherapy in a phase III study of advanced alk-positive non-small cell lung cancer (NSCLC),785,785,1.0
724055,A systematic review and meta-analysis of trials of treatment of depression from India,786,786,1.0
63738,[The use of ethonium paste in the treatment of deep dental caries].,787,787,1.0
422739,Reporting methods in studies developing prognostic models in cancer: a review.,788,788,1.0
97795,Hospital discharge after ambulatory knee arthroscopy: a comparison of epidural 2-chloroprocaine versus lidocaine,789,789,1.0
155127,p16(INK4) Expression is not associated with human papillomavirus in oral lichen planus.,790,790,1.0
100986,"Association of bleeding, mortality and sex in acute coronary syndromes: the missing triangle.",791,791,1.0
166179,"[Severe exposure to environmental lead in a child population in Antofagasta, Chile]",792,792,1.0
740811,Tracheostomy Care and Complications in the Intensive Care Unit,793,793,1.0
379577,"Monitoring of fluid changes in hospitalized, Malnourished, Guatemalan children using bioelectrical impedance spectroscopy (BIS).",794,794,1.0
658981,Preliminary state of development of prediction models for primary care physical therapy: a systematic review.,795,795,1.0
215650,Bruxismo em crian̤as Bruxism in children,796,796,1.0
521132,A cadaver model to evaluate the accuracy and reproducibility of plain radiograph step and gap measurements for intra-articular fracture of the distal radius.,797,797,1.0
892609,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",798,798,1.0
366275,"A systematic review on the application of cardiovascular risk prediction models in pharmacoeconomics, with a focus on primary prevention.",799,799,1.0
513630,Pan-Canadian study of mammography screening and mortality from breast cancer.,800,800,1.0
605423,Alcohol-related morbidity and mortality.,801,801,1.0
495319,Clinical outcome following ICD removal. The Bilitch Registry Group,802,802,1.0
733752,Eliciting relative preferences for two methods of colorectal cancer screening,803,803,1.0
252118,Bilingual speech: Bilateral control?,804,804,1.0
903817,Tiao-She nursing of traditional Chinese medicine for mild cognitive disorder: An assessment of clinical evidence,805,805,1.0
80799,One-pot semisynthesis of exon 1 of the Huntingtin protein: new tools for elucidating the role of posttranslational modifications in the pathogenesis of Huntington's disease.,806,806,1.0
385163,Pathophysiology of paradoxical embolism: evaluation of the role of interatrial septum anatomy based on the intracardiac echocardiography assessment of patients with right-to-left shunting.,807,807,1.0
645061,Impact of physical abuse on adulthood depressive symptoms among women.,808,808,1.0
164721,[The microclimate of apartments and its hygienic norms],809,809,1.0
730721,Prediction Study of Complications After Severe Trauma,810,810,1.0
439302,"American Society of Clinical Oncology clinical practice guideline update on the use of pharmacologic interventions including tamoxifen, raloxifene, and aromatase inhibition for breast cancer risk reduction.",811,811,1.0
410748,Preliminary validity and reliability of a Thai Berlin questionnaire in stroke patients,812,812,1.0
133777,Spectrum and frequency of illness presenting to a pediatric emergency department.,813,813,1.0
775428,Organization of ribosomes and nucleoids in escherichia coli cells during growth and in quiescence,814,814,1.0
497593,"Ventricular arrhythmias in the North American multidisciplinary study of ARVC: predictors, characteristics, and treatment",815,815,1.0
899060,Maxillofacial metastases: a retrospective review of one institution's 15-year experience,816,816,1.0
424254,Precocious and delayed sexual development in children,817,817,1.0
161290,Premature androgenic alopecia and insulin resistance. Male equivalent of polycystic ovary syndrome?,818,818,1.0
746312,Pancytopenia : A rare presentation of legionella pneumonia,819,819,1.0
191138,Mold contamination in a controlled hospital environment: a 3-year surveillance in southern Italy,820,820,1.0
743819,Effect of (D)-fagomine on excreted Enterobacteria and weight gain in rats fed a high-fat high-sucrose diet.,821,821,1.0
193292,CSM2004 best platform,822,822,1.0
91852,"The importance, and important limitations, of ultrasound imaging for evaluating thyroid nodules.",823,823,1.0
663526,Blood 25-hydroxyvitamin D concentration and hypertension: a meta-analysis.,824,824,1.0
382853,CT features of pulmonary arterial hypertension and its major subtypes: a systematic CT evaluation of 292 patients from the ASPIRE Registry.,825,825,1.0
1266,Clinical effect observation of fule cream to cure dermatitis eczemal,826,826,1.0
407082,A randomized controlled trial of the effects of vitamin D on muscle strength and mobility in older women with vitamin D insufficiency.,827,827,1.0
411673,Sleep and sleep disorders in the hospital,828,828,1.0
382297,Doppler-derived flow pattern in the descending aorta does not predict systemic to pulmonary arterial collateral flow in patients with single ventricle palliation: a cross-sectional study.,829,829,1.0
414396,Sleep-disordered breathing associated with long-term opioid therapy,830,830,1.0
635082,Efficacy of allogeneic hematopoietic stem cell transplantation depends on cytogenetic risk for acute myeloid leukemia in first disease remission: a metaanalysis.,831,831,1.0
446599,[Case management for moderate-need patients and recovery: what can we learn from experimental and quasi-experimental studies?]. [Review] [French],832,832,1.0
376525,Considerations for the diagnosis and treatment of testosterone deficiency in elderly men.,833,833,1.0
637323,A comparison of early gastric and post-pyloric feeding in critically ill patients: a meta-analysis.,834,834,1.0
153797,Definitive radiotherapy for T1 glottic squamous cell carcinoma: a 15-year Cruces University Hospital experience,835,835,1.0
470179,Comparison of methods for defining prevalent vertebral deformities: the Study of Osteoporotic Fractures.,836,836,1.0
9325,Children are pharmaco-therapeutic orphans.,837,837,1.0
294719,Prehospital hypertonic saline resuscitation attenuates the activation and promotes apoptosis of neutrophils in patients with severe traumatic brain injury.,838,838,1.0
38130,Value of intravenous cholangiography prior to laparoscopic cholecystectomy,839,839,1.0
455697,Systematic review of occupational engagement and health outcomes among community-dwelling older adults,840,840,1.0
518335,Fractional flow reserve for guiding PCI.,841,841,1.0
503528,Difference in postural control between patients with functional and mechanical ankle instability,842,842,1.0
503354,"Early ankle mobilization, Part I: The immediate effect on acute, lateral ankle sprains (a randomized clinical trial)",843,843,1.0
176844,Importance of Arsenic and pesticides in epidemic chronic kidney disease in Sri Lanka,844,844,1.0
820549,Chiropractic vertebral subluxations,845,845,1.0
250975,Effect of infliximab on the healing of intestinal anastomosis. An experimental study in rats.,846,846,1.0
37173,How to appraise the effectiveness of treatment,847,847,1.0
641251,Non-steroidal anti-inflammatory drugs and myocardial infarctions: comparative systematic review of evidence from observational studies and randomised controlled trials.,848,848,1.0
302179,Using a social communication intervention to improve the social interactions and employment experiences of adolescents with high functioning autism spectrum disorders,849,849,1.0
627882,Is there evidence that barrier membranes prevent bone resorption in autologous bone grafts during the healing period? A systematic review.,850,850,1.0
264151,"Recognizing, naming, and measuring a family intensive care unit syndrome",851,851,1.0
711975,"Association of diet, exercise, and smoking modification with risk of early cardiovascular events after acute coronary syndromes.",852,852,1.0
12554,Retrovirus-mediated WASP gene transfer corrects Wiskott-Aldrich syndrome T-cell dysfunction.,853,853,1.0
564924,Complication rate of endosonography (endobronchial and endoscopic ultrasound): a systematic review.,854,854,1.0
364080,Comparison of serum and renal gentamicin concentrations with fractional urinary excretion tests as indicators of nephrotoxicity,855,855,1.0
727134,The Antiseptic Efficacy and Tolerability of Lavasept� 0.04% on Acute Traumatic Wounds,856,856,1.0
356635,Determinants of arterial wall remodeling during lipid-lowering therapy: serial intravascular ultrasound observations from the Reversal of Atherosclerosis with Aggressive Lipid Lowering Therapy (REVERSAL) trial,857,857,1.0
272721,Economic evaluation of inhaled nitric oxide in preterm infants undergoing mechanical ventilation,858,858,1.0
979725,"The impact of emotional and social support on the quality of life, depression, and disability among us adults with chronic obstructive pulmonary disorder (COPD): A propensity score analysis",859,859,1.0
470615,Can we improve the follow up of asthmatic patients with asthma educational program (PAMA)? [Abstract],860,860,1.0
71351,Differential dendritic cell-mediated activation and functions of invariant NKT-cell subsets in oral cancer.,861,861,1.0
793299,[Use of probiotics and prebiotics in infant formulas].,862,862,1.0
673560,[Postacute care].,863,863,1.0
258181,Internet-delivered exposure and mindfulness based therapy for irritable bowel syndrome--a randomized controlled trial,864,864,1.0
11709,Sleep-related nighttime crying (yonaki) in Japan: a community-based study.,865,865,1.0
603381,WITHDRAWN: Zinc for the common cold.,866,866,1.0
570263,Successful treatment with a rituximab-based regimen of a splenic marginal zone lymphoma with villous lymphocytes in a very frail patient on maintenance dialysis.,867,867,1.0
395807,In this issue,868,868,1.0
149836,Exercise-induced changes of the upper extremity in chronic stroke survivors,869,869,1.0
813023,Respiratory syncytial virus prophylaxis: cost-effective analysis in Argentina (Structured abstract),870,870,1.0
691035,Behaviour change interventions to promote prescribing of generic drugs: a rapid evidence synthesis and systematic review.,871,871,1.0
801512,Sex differences in pain.,872,872,1.0
121133,Preoperative radiotherapy for esophageal carcinoma,873,873,1.0
82486,Robotic surgery in gynecology.,874,874,1.0
136032,Cost-utility analysis of osteopathy in primary care: results from a pragmatic randomized controlled trial,875,875,1.0
131606,The cost of depression-complicated alcoholism: health-care utilization and treatment effectiveness,876,876,1.0
448384,Are birth kits a good idea? A systematic review of the evidence.,877,877,1.0
