ReviewCount,original_index,unique_index
"41 user,25 critic",3712,2698
"11 user,11 critic",3713,594
"58 user,23 critic",3714,3073
"21 user,3 critic",3715,262
"2 user,3 critic",3716,28
"38 user,43 critic",3717,3074
2 user,3718,267
"15 user,4 critic",3719,76
"8 user,24 critic",3720,3075
"73 user,181 critic",3721,3076
"8 user,29 critic",3722,11
"51 user,98 critic",3723,3077
"25 user,30 critic",3724,3078
"66 user,151 critic",3725,3079
,3726,29
"22 user,49 critic",3727,3080
"84 user,55 critic",3728,2235
"178 user,51 critic",3729,3081
"41 user,23 critic",3730,3082
"25 user,12 critic",3731,3083
"26 user,21 critic",3732,3084
"80 user,31 critic",3733,3085
"42 user,52 critic",3734,3086
"51 user,29 critic",3735,3087
"49 user,18 critic",3736,2526
"59 user,36 critic",3737,3088
"47 user,27 critic",3738,3089
"30 user,40 critic",3739,3090
"38 user,36 critic",3740,3091
"134 user,28 critic",3741,3092
"34 user,14 critic",3742,651
"11 user,7 critic",3743,2846
"117 user,31 critic",3744,3093
"91 user,54 critic",3745,3094
"50 user,41 critic",3746,1716
"152 user,89 critic",3747,3095
"218 user,246 critic",3748,3096
"66 user,25 critic",3749,3097
"102 user,34 critic",3750,3098
"235 user,248 critic",3751,3099
"49 user,7 critic",3752,65
"29 user,26 critic",3753,3100
"60 user,76 critic",3754,3101
"10 user,5 critic",3755,483
,3756,29
"38 user,51 critic",3757,3102
"116 user,68 critic",3758,3103
"27 user,14 critic",3759,969
"94 user,29 critic",3760,3104
"17 user,7 critic",3761,552
"1,012 user,245 critic",3762,3105
"2,079 user,279 critic",3763,3106
"22 user,9 critic",3764,2836
"932 user,480 critic",3765,3107
"2,011 user,524 critic",3766,3108
"1,077 user,333 critic",3767,3109
"353 user,133 critic",3768,3110
"360 user,110 critic",3769,3111
"525 user,113 critic",3770,3112
"895 user,285 critic",3771,3113
"32 user,54 critic",3772,3114
"545 user,128 critic",3773,3115
"18 user,20 critic",3774,3116
"81 user,89 critic",3775,3117
"369 user,320 critic",3776,3118
"118 user,75 critic",3777,3119
"66 user,31 critic",3778,3120
"426 user,362 critic",3779,3121
"1,324 user,291 critic",3780,3122
"35 user,104 critic",3781,3123
"8 user,24 critic",3782,3075
"23 user,73 critic",3783,3124
"18 user,85 critic",3784,3125
"31 user,17 critic",3785,3126
"934 user,237 critic",3786,3127
"77 user,16 critic",3787,3128
"1,443 user,153 critic",3788,3129
"439 user,142 critic",3789,3130
"405 user,138 critic",3790,3131
"41 user,34 critic",3791,3066
,3792,29
"3 user,1 critic",3793,1236
"15 user,22 critic",3794,2845
"10 user,8 critic",3795,3132
"8 user,31 critic",3796,3133
,3797,29
,3798,29
"10 user,3 critic",3799,2632
"662 user,149 critic",3800,3134
"171 user,73 critic",3801,3135
"273 user,130 critic",3802,3136
"260 user,105 critic",3803,3137
"14 user,44 critic",3804,3138
"9 user,9 critic",3805,2181
"645 user,245 critic",3806,3139
"250 user,100 critic",3807,3140
"299 user,130 critic",3808,3141
"99 user,181 critic",3809,3142
"204 user,106 critic",3810,3143
"16 user,14 critic",3811,3144
"429 user,144 critic",3812,3145
"21 user,8 critic",3813,1704
"285 user,139 critic",3814,148
"38 user,17 critic",3815,3146
"31 user,6 critic",3816,3147
"303 user,92 critic",3817,3148
"94 user,35 critic",3818,3149
"642 user,148 critic",3819,3150
"123 user,57 critic",3820,3151
"23 user,26 critic",3821,3152
"28 user,12 critic",3822,223
"65 user,34 critic",3823,340
"2,313 user,205 critic",3824,3153
"200 user,85 critic",3825,3154
"305 user,58 critic",3826,3155
"90 user,41 critic",3827,3156
"67 user,35 critic",3828,1944
"61 user,35 critic",3829,3157
"469 user,153 critic",3830,3158
"35 user,13 critic",3831,3159
"605 user,234 critic",3832,3160
"159 user,49 critic",3833,3161
"36 user,10 critic",3834,1394
"33 user,12 critic",3835,3162
"215 user,122 critic",3836,3163
"332 user,141 critic",3837,3164
"196 user,108 critic",3838,3165
"362 user,105 critic",3839,3166
"17 user,5 critic",3840,2472
"24 user,3 critic",3841,3167
"208 user,89 critic",3842,3168
"10 user,9 critic",3843,3169
"9 user,3 critic",3844,445
"21 user,10 critic",3845,3170
"3 user,14 critic",3846,3171
"58 user,24 critic",3847,3172
"45 user,40 critic",3848,3173
"119 user,74 critic",3849,3174
"86 user,35 critic",3850,3175
"96 user,33 critic",3851,3176
"124 user,49 critic",3852,3177
"78 user,22 critic",3853,3178
"111 user,61 critic",3854,3179
"177 user,81 critic",3855,3180
"259 user,93 critic",3856,3181
"386 user,111 critic",3857,3182
"462 user,149 critic",3858,3183
"625 user,228 critic",3859,3184
"774 user,229 critic",3860,3185
"64 user,28 critic",3861,1881
"168 user,94 critic",3862,3186
"64 user,29 critic",3863,3187
"45 user,16 critic",3864,3188
"1 user,4 critic",3865,672
"357 user,135 critic",3866,3189
"97 user,55 critic",3867,3190
"41 user,21 critic",3868,3191
"162 user,64 critic",3869,3192
"139 user,104 critic",3870,3193
"3 user,3 critic",3871,2585
"128 user,43 critic",3872,3194
"572 user,435 critic",3873,3195
"10 user,4 critic",3874,468
"29 user,26 critic",3875,3100
,3876,29
"11 user,7 critic",3877,2846
"69 user,45 critic",3878,3196
"25 user,36 critic",3879,3197
"9 user,11 critic",3880,3198
,3881,29
"34 user,4 critic",3882,3199
"10 user,8 critic",3883,3132
"7 user,7 critic",3884,1408
"161 user,158 critic",3885,3200
"48 user,128 critic",3886,3201
"14 user,38 critic",3887,3202
"27 user,42 critic",3888,3203
"7 user,3 critic",3889,1189
"66 user,95 critic",3890,3204
"52 user,133 critic",3891,3205
"81 user,160 critic",3892,3206
"90 user,79 critic",3893,3207
,3894,29
"125 user,127 critic",3895,3208
"163 user,255 critic",3896,3209
"1,237 user,152 critic",3897,3210
"433 user,381 critic",3898,3211
"347 user,281 critic",3899,3212
"2,147 user,282 critic",3900,3213
"230 user,250 critic",3901,3214
"347 user,167 critic",3902,3215
"176 user,70 critic",3903,3216
"209 user,122 critic",3904,3217
"93 user,35 critic",3905,3218
"39 user,8 critic",3906,3219
"42 user,26 critic",3907,2396
"945 user,176 critic",3908,3220
,3909,29
"79 user,22 critic",3910,3221
"346 user,144 critic",3911,3222
"271 user,105 critic",3912,3223
"120 user,140 critic",3913,3224
"8 user,1 critic",3914,75
"482 user,182 critic",3915,3225
,3916,29
"6 user,8 critic",3917,2283
"45 user,71 critic",3918,3226
"6 user,5 critic",3919,667
"4 user,2 critic",3920,1405
,3921,29
"88 user,130 critic",3922,3227
"26 user,19 critic",3923,3228
"86 user,62 critic",3924,3229
"79 user,71 critic",3925,3230
"71 user,139 critic",3926,3231
"48 user,72 critic",3927,3232
"30 user,51 critic",3928,3233
"49 user,47 critic",3929,3234
"73 user,108 critic",3930,3235
"51 user,48 critic",3931,3236
"23 user,3 critic",3932,3237
"14 user,21 critic",3933,593
"6 user,1 critic",3934,73
,3935,29
"3 user,1 critic",3936,1236
"14 user,44 critic",3937,3138
"8 user,2 critic",3938,2644
"23 user,8 critic",3939,248
,3940,29
"1 user,7 critic",3941,1515
"1 user,18 critic",3942,3238
"23 user,43 critic",3943,3239
"27 user,8 critic",3944,950
"597 user,187 critic",3945,3240
"23 user,25 critic",3946,3241
"118 user,87 critic",3947,3242
"6 user,7 critic",3948,3243
"120 user,170 critic",3949,3244
"20 user,16 critic",3950,632
"15 user,14 critic",3951,3245
"11 user,5 critic",3952,574
"7 user,3 critic",3953,1189
"11 user,5 critic",3954,574
2 user,3955,267
"706 user,237 critic",3956,3246
"270 user,118 critic",3957,3247
"644 user,198 critic",3958,3248
"238 user,125 critic",3959,3249
"288 user,183 critic",3960,3250
"141 user,92 critic",3961,3251
"134 user,74 critic",3962,3252
"145 user,51 critic",3963,3253
"9 user,1 critic",3964,442
"60 user,42 critic",3965,3254
"139 user,95 critic",3966,3255
"4 user,4 critic",3967,1534
"170 user,83 critic",3968,3256
"17 user,7 critic",3969,552
,3970,29
"4 user,6 critic",3971,3257
"101 user,192 critic",3972,3258
"51 user,20 critic",3973,3259
"5 user,8 critic",3974,3260
"16 user,50 critic",3975,3261
"10 user,1 critic",3976,1819
"127 user,124 critic",3977,3262
,3978,29
"7 user,3 critic",3979,1189
"92 user,64 critic",3980,2859
"66 user,48 critic",3981,3263
"21 user,18 critic",3982,3264
"34 user,30 critic",3983,2417
"88 user,81 critic",3984,3265
,3985,29
"41 user,24 critic",3986,1961
"111 user,61 critic",3987,3179
"107 user,48 critic",3988,3266
"1 user,1 critic",3989,717
"36 user,128 critic",3990,3267
"13 user,55 critic",3991,2781
"22 user,80 critic",3992,3268
7 user,3993,568
"5 user,49 critic",3994,3269
"9 user,8 critic",3995,3270
"615 user,221 critic",3996,3271
"330 user,162 critic",3997,3272
"597 user,157 critic",3998,3273
"3 user,2 critic",3999,972
"619 user,175 critic",4000,3274
"844 user,169 critic",4001,3275
"787 user,302 critic",4002,3276
"138 user,118 critic",4003,3277
"255 user,139 critic",4004,3278
"293 user,181 critic",4005,3279
"62 user,49 critic",4006,3280
"18 user,11 critic",4007,3281
"146 user,119 critic",4008,3282
"202 user,155 critic",4009,3283
"157 user,174 critic",4010,3284
"234 user,83 critic",4011,3285
"6 user,3 critic",4012,704
"101 user,65 critic",4013,3286
"2 user,2 critic",4014,586
"34 user,25 critic",4015,3287
1 user,4016,185
"59 user,28 critic",4017,3288
"92 user,38 critic",4018,2856
"66 user,58 critic",4019,3289
"106 user,35 critic",4020,3290
"43 user,21 critic",4021,2178
"219 user,114 critic",4022,3291
"35 user,18 critic",4023,3292
"24 user,31 critic",4024,3293
"96 user,59 critic",4025,3294
"1 user,4 critic",4026,672
"43 user,31 critic",4027,3295
"36 user,18 critic",4028,3296
"14 user,5 critic",4029,376
"127 user,46 critic",4030,3297
"69 user,54 critic",4031,3298
10 user,4032,3299
"32 user,28 critic",4033,3300
"52 user,25 critic",4034,3301
"62 user,58 critic",4035,3302
"199 user,189 critic",4036,3303
4 user,4037,437
"96 user,39 critic",4038,3304
"63 user,27 critic",4039,3305
"45 user,49 critic",4040,3306
"45 user,32 critic",4041,3307
,4042,29
"61 user,26 critic",4043,3308
"55 user,27 critic",4044,184
"151 user,88 critic",4045,3309
"33 user,18 critic",4046,2628
"88 user,34 critic",4047,2696
"47 user,59 critic",4048,3310
"91 user,112 critic",4049,3311
"14 user,20 critic",4050,363
"51 user,75 critic",4051,3312
"45 user,89 critic",4052,3313
"82 user,28 critic",4053,1558
"16 user,3 critic",4054,2158
"54 user,14 critic",4055,3314
"76 user,53 critic",4056,3315
"113 user,105 critic",4057,3316
"170 user,146 critic",4058,3317
"5 user,1 critic",4059,696
"2 user,8 critic",4060,3318
"11 user,46 critic",4061,3319
3 user,4062,46
"3 user,13 critic",4063,3029
"8 user,69 critic",4064,3320
"23 user,37 critic",4065,3321
"27 user,10 critic",4066,668
"25 user,6 critic",4067,2556
"28 user,41 critic",4068,3322
"28 user,6 critic",4069,2638
"15 user,36 critic",4070,3323
"11 user,6 critic",4071,2596
"118 user,94 critic",4072,3324
"3 user,46 critic",4073,3325
"59 user,19 critic",4074,3326
"7 user,12 critic",4075,465
"25 user,26 critic",4076,3327
"22 user,14 critic",4077,2790
"284 user,106 critic",4078,3328
"5 user,2 critic",4079,230
"393 user,129 critic",4080,3329
"90 user,202 critic",4081,3330
"6 user,45 critic",4082,3331
"7 user,38 critic",4083,3332
"56 user,63 critic",4084,3333
"73 user,116 critic",4085,3334
"28 user,46 critic",4086,3335
3 critic,4087,454
"32 user,100 critic",4088,3336
"162 user,84 critic",4089,3337
"123 user,61 critic",4090,3338
"103 user,80 critic",4091,3339
"169 user,102 critic",4092,3340
"51 user,29 critic",4093,3087
"128 user,59 critic",4094,3341
"302 user,77 critic",4095,3342
"28 user,71 critic",4096,3343
"1 user,3 critic",4097,673
"545 user,125 critic",4098,3344
"333 user,113 critic",4099,3345
"2 user,5 critic",4100,1323
"402 user,48 critic",4101,3346
"157 user,87 critic",4102,3347
"25 user,32 critic",4103,3348
"405 user,61 critic",4104,3349
"31 user,48 critic",4105,3350
"30 user,158 critic",4106,3351
"8 user,2 critic",4107,2644
"12 user,27 critic",4108,1414
"85 user,38 critic",4109,2175
"48 user,17 critic",4110,100
"49 user,17 critic",4111,1278
"57 user,15 critic",4112,2200
"19 user,4 critic",4113,88
1 critic,4114,741
"687 user,175 critic",4115,3352
"277 user,321 critic",4116,3353
"64 user,56 critic",4117,3354
"17 user,6 critic",4118,2878
"45 user,55 critic",4119,3355
"17 user,19 critic",4120,3356
"98 user,235 critic",4121,3357
"178 user,76 critic",4122,3358
"41 user,127 critic",4123,3359
,4124,29
"199 user,223 critic",4125,3360
"23 user,24 critic",4126,3361
"224 user,99 critic",4127,3362
"483 user,167 critic",4128,3363
"497 user,146 critic",4129,3364
"164 user,154 critic",4130,3365
"5 user,13 critic",4131,3366
"52 user,21 critic",4132,3367
"2 user,1 critic",4133,524
"242 user,170 critic",4134,3368
"360 user,167 critic",4135,3369
"90 user,36 critic",4136,3370
"158 user,111 critic",4137,3371
"141 user,181 critic",4138,3372
"15 user,19 critic",4139,3373
"14 user,46 critic",4140,3374
"9 user,2 critic",4141,2415
"8 user,6 critic",4142,937
"81 user,44 critic",4143,457
"45 user,20 critic",4144,2517
"15 user,3 critic",4145,78
"37 user,19 critic",4146,3375
"302 user,59 critic",4147,3376
"17 user,8 critic",4148,3377
"28 user,7 critic",4149,2914
"55 user,23 critic",4150,1732
"94 user,44 critic",4151,3378
"79 user,34 critic",4152,3379
"19 user,11 critic",4153,3380
"66 user,38 critic",4154,3381
"80 user,55 critic",4155,3382
"32 user,14 critic",4156,72
"294 user,137 critic",4157,3383
"52 user,81 critic",4158,2416
"8 user,21 critic",4159,3384
"250 user,127 critic",4160,3385
"314 user,67 critic",4161,3386
"4 user,6 critic",4162,3257
,4163,29
"281 user,72 critic",4164,3387
"108 user,39 critic",4165,2837
"134 user,36 critic",4166,3388
"149 user,59 critic",4167,3389
"39 user,6 critic",4168,3390
"179 user,95 critic",4169,3391
"336 user,123 critic",4170,3392
"3 user,9 critic",4171,624
"14 user,12 critic",4172,168
,4173,29
"191 user,248 critic",4174,3393
"92 user,32 critic",4175,3394
"131 user,54 critic",4176,3395
"135 user,134 critic",4177,3396
"359 user,141 critic",4178,3397
"177 user,107 critic",4179,3398
"162 user,82 critic",4180,3399
"47 user,83 critic",4181,3400
"19 user,30 critic",4182,3401
"2 user,3 critic",4183,28
"905 user,270 critic",4184,3402
"54 user,117 critic",4185,3403
"4 user,12 critic",4186,3404
"7 user,40 critic",4187,3405
"79 user,41 critic",4188,3406
"70 user,28 critic",4189,3407
"14 user,6 critic",4190,2595
"17 user,11 critic",4191,418
"66 user,133 critic",4192,3408
"2 user,5 critic",4193,1323
"114 user,196 critic",4194,3409
"158 user,177 critic",4195,3410
"23 user,40 critic",4196,3411
"112 user,144 critic",4197,3412
"486 user,74 critic",4198,3413
"232 user,136 critic",4199,3414
"280 user,183 critic",4200,3415
"522 user,153 critic",4201,3416
"292 user,227 critic",4202,3417
"203 user,109 critic",4203,3418
"54 user,69 critic",4204,3419
"19 user,29 critic",4205,358
"390 user,86 critic",4206,3420
"192 user,111 critic",4207,3421
"741 user,141 critic",4208,3422
"273 user,134 critic",4209,3423
"404 user,129 critic",4210,3424
"192 user,81 critic",4211,3425
"669 user,218 critic",4212,3426
"219 user,277 critic",4213,3427
"1,039 user,281 critic",4214,3428
"550 user,315 critic",4215,3429
"203 user,77 critic",4216,3430
"708 user,488 critic",4217,3431
"731 user,525 critic",4218,3432
"79 user,47 critic",4219,3433
"283 user,92 critic",4220,3434
"97 user,22 critic",4221,3435
"370 user,128 critic",4222,3436
"665 user,204 critic",4223,3437
"335 user,296 critic",4224,3438
"358 user,159 critic",4225,3439
"213 user,77 critic",4226,3440
"157 user,77 critic",4227,3441
"206 user,89 critic",4228,3442
"418 user,137 critic",4229,3443
"243 user,178 critic",4230,3444
"222 user,80 critic",4231,3445
"319 user,312 critic",4232,3446
"128 user,79 critic",4233,3447
"281 user,152 critic",4234,3448
"103 user,64 critic",4235,3449
"118 user,70 critic",4236,3450
"322 user,350 critic",4237,3451
"98 user,25 critic",4238,3452
"254 user,71 critic",4239,3453
"7 user,6 critic",4240,1683
"10 user,2 critic",4241,2587
"223 user,269 critic",4242,3454
"58 user,15 critic",4243,1723
"120 user,67 critic",4244,3455
"181 user,86 critic",4245,3456
"252 user,146 critic",4246,3457
"106 user,46 critic",4247,3458
"56 user,56 critic",4248,3459
"147 user,90 critic",4249,3460
"70 user,49 critic",4250,3461
"758 user,223 critic",4251,3462
"71 user,73 critic",4252,3463
"36 user,84 critic",4253,3464
"500 user,240 critic",4254,3465
"269 user,319 critic",4255,3466
"49 user,22 critic",4256,2182
"30 user,30 critic",4257,3467
"456 user,188 critic",4258,3468
"11 user,2 critic",4259,492
"50 user,26 critic",4260,3469
"56 user,28 critic",4261,555
"48 user,41 critic",4262,711
"84 user,48 critic",4263,3470
"54 user,60 critic",4264,3471
"60 user,20 critic",4265,3472
"83 user,67 critic",4266,3473
"38 user,17 critic",4267,3146
"78 user,8 critic",4268,3474
"143 user,69 critic",4269,3475
"245 user,72 critic",4270,3476
"40 user,144 critic",4271,3477
"5 user,44 critic",4272,3478
"29 user,24 critic",4273,3479
"10 user,3 critic",4274,2632
"40 user,34 critic",4275,3480
"29 user,19 critic",4276,633
"25 user,18 critic",4277,3481
"88 user,53 critic",4278,3482
"45 user,28 critic",4279,3483
"75 user,44 critic",4280,3484
"86 user,101 critic",4281,3485
"61 user,42 critic",4282,3486
"127 user,59 critic",4283,1407
"34 user,27 critic",4284,3487
"55 user,61 critic",4285,3488
,4286,29
"74 user,40 critic",4287,3489
"9 user,75 critic",4288,3490
"24 user,97 critic",4289,3491
"17 user,20 critic",4290,3492
"27 user,8 critic",4291,950
"27 user,26 critic",4292,3493
"16 user,18 critic",4293,3494
"10 user,7 critic",4294,3495
"85 user,125 critic",4295,3496
"30 user,64 critic",4296,3497
"45 user,36 critic",4297,3498
2 user,4298,267
"92 user,130 critic",4299,3499
"117 user,64 critic",4300,3500
"917 user,297 critic",4301,3501
"129 user,146 critic",4302,3502
"1,527 user,349 critic",4303,3503
"357 user,156 critic",4304,3504
"689 user,409 critic",4305,3505
"502 user,291 critic",4306,3506
"180 user,160 critic",4307,3507
"341 user,296 critic",4308,3508
"442 user,208 critic",4309,3509
"153 user,142 critic",4310,3510
"53 user,65 critic",4311,3511
"28 user,51 critic",4312,3512
"73 user,50 critic",4313,3513
"24 user,93 critic",4314,3514
"180 user,106 critic",4315,3515
"274 user,163 critic",4316,3516
"44 user,28 critic",4317,3517
"23 user,30 critic",4318,3518
"28 user,106 critic",4319,3519
20 user,4320,3520
"22 user,19 critic",4321,3521
"2 user,1 critic",4322,524
"39 user,67 critic",4323,3522
4 user,4324,437
9 user,4325,371
1 user,4326,185
"25 user,19 critic",4327,2709
"10 user,11 critic",4328,3523
3 user,4329,46
"1 user,8 critic",4330,961
"568 user,223 critic",4331,3524
"4 user,7 critic",4332,1238
"246 user,282 critic",4333,3525
"60 user,73 critic",4334,3526
"201 user,114 critic",4335,3527
"114 user,23 critic",4336,3528
"144 user,89 critic",4337,3529
"2 user,9 critic",4338,306
"44 user,26 critic",4339,2514
"57 user,14 critic",4340,3530
"36 user,20 critic",4341,3531
"35 user,19 critic",4342,3532
"41 user,24 critic",4343,1961
"16 user,4 critic",4344,691
"106 user,90 critic",4345,3533
"237 user,122 critic",4346,3534
"138 user,126 critic",4347,3535
"204 user,136 critic",4348,3536
"77 user,78 critic",4349,3537
"115 user,79 critic",4350,3538
"78 user,72 critic",4351,3539
"41 user,60 critic",4352,3540
"10 user,13 critic",4353,2733
"2 user,4 critic",4354,1421
"1 user,2 critic",4355,48
"45 user,36 critic",4356,3498
"5 user,2 critic",4357,230
"34 user,12 critic",4358,3541
"9 user,4 critic",4359,638
2 user,4360,267
12 user,4361,82
"34 user,14 critic",4362,651
"75 user,27 critic",4363,3542
"14 user,4 critic",4364,3543
"13 user,13 critic",4365,1835
"43 user,36 critic",4366,3544
"47 user,28 critic",4367,3545
"209 user,84 critic",4368,3546
"45 user,31 critic",4369,3547
"47 user,14 critic",4370,3548
"39 user,10 critic",4371,2456
"65 user,43 critic",4372,3549
"9 user,7 critic",4373,3550
"137 user,56 critic",4374,3551
"57 user,56 critic",4375,3552
"96 user,24 critic",4376,3553
"107 user,16 critic",4377,3554
"84 user,25 critic",4378,3555
"21 user,8 critic",4379,1704
"184 user,340 critic",4380,3556
"41 user,12 critic",4381,380
"26 user,12 critic",4382,70
"114 user,267 critic",4383,3557
"27 user,71 critic",4384,3558
"5 user,7 critic",4385,2249
"5 user,5 critic",4386,2254
"13 user,4 critic",4387,441
"150 user,88 critic",4388,3559
"120 user,253 critic",4389,3560
"450 user,120 critic",4390,3561
"191 user,235 critic",4391,3562
"227 user,101 critic",4392,3563
"162 user,70 critic",4393,3564
"62 user,18 critic",4394,3565
"129 user,36 critic",4395,3566
"124 user,53 critic",4396,3567
"112 user,45 critic",4397,3568
"139 user,50 critic",4398,3569
"182 user,70 critic",4399,3570
"139 user,61 critic",4400,3571
"101 user,32 critic",4401,3572
"21 user,109 critic",4402,3573
"71 user,50 critic",4403,3574
"78 user,42 critic",4404,3575
"45 user,23 critic",4405,313
"140 user,76 critic",4406,3576
"65 user,28 critic",4407,3577
"51 user,28 critic",4408,3578
"44 user,26 critic",4409,2514
"140 user,65 critic",4410,3579
"66 user,37 critic",4411,3580
"81 user,59 critic",4412,3581
"160 user,29 critic",4413,3582
"3 user,5 critic",4414,2266
"83 user,34 critic",4415,3583
"40 user,12 critic",4416,3584
"33 user,41 critic",4417,3585
"25 user,14 critic",4418,2488
"33 user,5 critic",4419,3586
"22 user,16 critic",4420,2470
"100 user,33 critic",4421,3587
"45 user,34 critic",4422,3588
"41 user,7 critic",4423,2669
"88 user,31 critic",4424,3589
"53 user,25 critic",4425,3590
"35 user,22 critic",4426,179
6 user,4427,372
"13 user,5 critic",4428,641
2 user,4429,267
"8 user,4 critic",4430,1493
"67 user,19 critic",4431,3591
"21 user,8 critic",4432,1704
"9 user,1 critic",4433,442
18 user,4434,3592
"3 user,1 critic",4435,1236
"14 user,2 critic",4436,2279
"86 user,20 critic",4437,3593
"5 user,1 critic",4438,696
3 user,4439,46
"6 user,1 critic",4440,73
"5 user,2 critic",4441,230
"17 user,2 critic",4442,3594
"15 user,1 critic",4443,2584
"67 user,42 critic",4444,3595
"54 user,24 critic",4445,3596
17 user,4446,3597
"164 user,162 critic",4447,3598
"80 user,24 critic",4448,3599
"13 user,1 critic",4449,1738
"95 user,244 critic",4450,3600
"44 user,32 critic",4451,3601
"21 user,3 critic",4452,262
"148 user,235 critic",4453,3602
"104 user,239 critic",4454,3603
11 user,4455,3604
"10 user,87 critic",4456,3605
"49 user,175 critic",4457,3606
"8 user,63 critic",4458,3607
"8 user,81 critic",4459,3608
"44 user,121 critic",4460,1115
21 critic,4461,3609
"2 user,14 critic",4462,1536
"17 user,25 critic",4463,3610
"84 user,54 critic",4464,3611
9 user,4465,371
"1 user,1 critic",4466,717
"28 user,39 critic",4467,3612
"8 user,2 critic",4468,2644
"3 user,1 critic",4469,1236
"3 user,1 critic",4470,1236
"7 user,3 critic",4471,1189
"111 user,161 critic",4472,3613
,4473,29
"16 user,8 critic",4474,3614
"25 user,48 critic",4475,3615
"29 user,34 critic",4476,3072
"25 user,19 critic",4477,2709
"11 user,4 critic",4478,1365
"49 user,34 critic",4479,3616
"48 user,38 critic",4480,2665
"68 user,16 critic",4481,3617
"77 user,139 critic",4482,3618
"9 user,7 critic",4483,3550
"22 user,2 critic",4484,2561
"47 user,11 critic",4485,3619
"42 user,18 critic",4486,3620
"75 user,51 critic",4487,34
"45 user,21 critic",4488,3621
"98 user,72 critic",4489,3622
"5 user,1 critic",4490,696
"87 user,103 critic",4491,3623
"57 user,83 critic",4492,3624
"5 user,16 critic",4493,3625
"4 user,3 critic",4494,27
"51 user,18 critic",4495,3626
"21 user,10 critic",4496,3170
"40 user,26 critic",4497,1771
"16 user,3 critic",4498,2158
"39 user,10 critic",4499,2456
"38 user,19 critic",4500,3627
"33 user,24 critic",4501,2712
"51 user,13 critic",4502,2917
"230 user,117 critic",4503,3628
,4504,29
"89 user,46 critic",4505,3629
"310 user,102 critic",4506,3630
"143 user,216 critic",4507,3631
"122 user,55 critic",4508,3632
"37 user,19 critic",4509,3375
"224 user,67 critic",4510,3633
"23 user,12 critic",4511,3634
"100 user,40 critic",4512,3635
"26 user,16 critic",4513,3636
"151 user,97 critic",4514,3637
"182 user,85 critic",4515,3638
"157 user,52 critic",4516,3639
"29 user,60 critic",4517,3640
"63 user,24 critic",4518,3641
"49 user,41 critic",4519,3642
"11 user,3 critic",4520,1406
"60 user,39 critic",4521,3643
"100 user,82 critic",4522,3644
"72 user,40 critic",4523,3645
"18 user,17 critic",4524,1854
"12 user,7 critic",4525,1658
"137 user,53 critic",4526,3646
"182 user,69 critic",4527,3647
"5 user,7 critic",4528,2249
4 user,4529,437
"62 user,35 critic",4530,3648
"145 user,44 critic",4531,3649
13 user,4532,1393
"10 user,11 critic",4533,3523
"68 user,36 critic",4534,3650
"8 user,6 critic",4535,937
"13 user,9 critic",4536,1557
"28 user,12 critic",4537,223
"37 user,32 critic",4538,3651
"125 user,78 critic",4539,3652
"11 user,10 critic",4540,3653
"61 user,19 critic",4541,1826
"71 user,54 critic",4542,3654
"62 user,43 critic",4543,3655
,4544,29
"119 user,72 critic",4545,3656
"106 user,67 critic",4546,3657
"122 user,48 critic",4547,3658
"69 user,21 critic",4548,3659
"82 user,54 critic",4549,3660
"83 user,59 critic",4550,3661
"103 user,69 critic",4551,3662
"73 user,37 critic",4552,3663
"276 user,64 critic",4553,3664
"35 user,37 critic",4554,3665
"60 user,33 critic",4555,3666
"77 user,77 critic",4556,3667
"6 user,14 critic",4557,3668
"113 user,48 critic",4558,3669
"100 user,58 critic",4559,3670
"152 user,91 critic",4560,3671
"141 user,68 critic",4561,3672
"42 user,4 critic",4562,3673
"85 user,18 critic",4563,3674
"116 user,37 critic",4564,3675
"67 user,212 critic",4565,3676
"19 user,14 critic",4566,361
"11 user,2 critic",4567,492
"69 user,53 critic",4568,3677
"28 user,29 critic",4569,3678
"33 user,18 critic",4570,2628
"79 user,57 critic",4571,3679
,4572,29
"19 user,10 critic",4573,3680
"40 user,19 critic",4574,3681
"17 user,8 critic",4575,3377
"53 user,31 critic",4576,3682
"33 user,38 critic",4577,2830
"115 user,81 critic",4578,3683
"24 user,17 critic",4579,3684
"25 user,27 critic",4580,604
"3 user,7 critic",4581,1535
"44 user,47 critic",4582,3685
"109 user,88 critic",4583,3686
"11 user,16 critic",4584,3687
"302 user,125 critic",4585,3688
"78 user,113 critic",4586,3689
"179 user,84 critic",4587,3690
"196 user,79 critic",4588,3691
"121 user,40 critic",4589,3692
"14 user,6 critic",4590,2595
"13 user,5 critic",4591,641
"9 user,1 critic",4592,442
"23 user,6 critic",4593,3693
"16 user,6 critic",4594,10
"30 user,10 critic",4595,3694
"58 user,20 critic",4596,3695
"44 user,9 critic",4597,2664
"61 user,38 critic",4598,3696
"36 user,12 critic",4599,1877
"53 user,42 critic",4600,2467
"42 user,8 critic",4601,3697
"88 user,46 critic",4602,270
,4603,29
"149 user,38 critic",4604,2054
"52 user,20 critic",4605,3698
"93 user,45 critic",4606,3699
"69 user,45 critic",4607,3196
"130 user,65 critic",4608,3700
"110 user,71 critic",4609,3701
"79 user,34 critic",4610,3379
"54 user,24 critic",4611,3596
"118 user,71 critic",4612,3702
"51 user,19 critic",4613,3703
"106 user,38 critic",4614,3704
"81 user,24 critic",4615,3705
"22 user,13 critic",4616,1383
