Duration,RatingCount,original_index,unique_index
91 min,"12,836",2077,2034
107 min,"1,740",2078,2035
94 min,"14,817",2079,2036
95 min,"10,147",2080,2037
271 min,"21,172",2081,2038
138 min,"197,941",2082,2039
121 min,"141,241",2083,2040
,114,2084,848
101 min,"14,466",2085,2041
99 min,"7,730",2086,2042
95 min,"1,084",2087,2043
109 min,"110,008",2088,2044
89 min,"1,002",2089,2045
132 min,"9,023",2090,2046
95 min,"30,445",2091,2047
117 min,"564,678",2092,2048
134 min,"253,693",2093,2049
136 min,"335,416",2094,2050
144 min,"299,144",2095,2051
87 min,"4,172",2096,2052
123 min,"240,239",2097,2053
134 min,"89,092",2098,2054
166 min,"423,784",2099,2055
141 min,"443,930",2100,2056
120 min,"592,737",2101,2057
123 min,"364,613",2102,2058
112 min,"192,849",2103,2059
107 min,"40,473",2104,2060
,,2105,29
,12,2106,2061
103 min,,2107,2062
,,2108,29
93 min,"65,805",2109,2063
131 min,"262,101",2110,2064
77 min,"8,693",2111,2065
128 min,"31,066",2112,2066
141 min,"40,001",2113,2067
96 min,"5,898",2114,2068
108 min,"7,307",2115,2069
114 min,"6,847",2116,2070
105 min,"60,283",2117,2071
111 min,"6,124",2118,2072
110 min,"7,305",2119,2073
101 min,"146,493",2120,2074
102 min,"202,858",2121,2075
126 min,"110,808",2122,2076
118 min,"158,533",2123,2077
147 min,"166,331",2124,2078
110 min,"275,725",2125,2079
85 min,"23,750",2126,2080
121 min,"170,763",2127,2081
126 min,"234,633",2128,2082
111 min,"61,965",2129,2083
129 min,"208,996",2130,2084
96 min,"5,255",2131,2085
115 min,"211,323",2132,2086
183 min,"236,599",2133,2087
,,2134,29
112 min,"108,211",2135,2088
117 min,"145,686",2136,2089
92 min,"93,565",2137,2090
122 min,"228,550",2138,2091
120 min,"196,387",2139,2092
149 min,"289,590",2140,2093
96 min,"117,586",2141,2094
136 min,"245,711",2142,2095
,"116,770",2143,2096
111 min,"269,650",2144,2097
88 min,"228,053",2145,2098
105 min,"156,579",2146,2099
92 min,"221,113",2147,2100
96 min,"137,163",2148,2101
116 min,"262,693",2149,2102
113 min,"184,120",2150,2103
140 min,"217,257",2151,2104
118 min,"447,256",2152,2105
105 min,"330,561",2153,2106
99 min,"148,779",2154,2107
122 min,"236,117",2155,2108
113 min,"122,220",2156,2109
92 min,"110,491",2157,2110
128 min,"132,923",2158,2111
88 min,"108,442",2159,2112
125 min,"261,785",2160,2113
116 min,"369,064",2161,2114
122 min,"236,797",2162,2115
129 min,"307,028",2163,2116
90 min,"1,095",2164,2117
138 min,"190,980",2165,2118
114 min,"170,128",2166,2119
141 min,"189,164",2167,2120
103 min,"250,223",2168,2121
100 min,"131,922",2169,2122
106 min,"216,248",2170,2123
79 min,"103,585",2171,2124
125 min,"45,312",2172,2125
106 min,"127,004",2173,2126
105 min,"240,610",2174,2127
121 min,"177,318",2175,2128
125 min,"177,199",2176,2129
154 min,"229,320",2177,2130
92 min,"171,530",2178,2131
127 min,"69,193",2179,2132
126 min,"248,827",2180,2133
108 min,"124,337",2181,2134
,"17,567",2182,2135
91 min,"16,558",2183,2136
133 min,"67,786",2184,2137
111 min,"10,130",2185,2138
114 min,"206,822",2186,2139
96 min,"89,173",2187,2140
116 min,"206,167",2188,2141
127 min,"238,362",2189,2142
132 min,"199,287",2190,2143
109 min,"183,365",2191,2144
138 min,"159,673",2192,2145
85 min,"4,490",2193,2146
112 min,"10,511",2194,2147
105 min,"45,525",2195,2148
138 min,"383,148",2196,2149
83 min,"3,666",2197,2150
106 min,"671,815",2198,2151
102 min,"547,472",2199,2152
97 min,"10,313",2200,2153
162 min,"241,069",2201,2154
157 min,"308,078",2202,2155
80 min,"3,834",2203,2156
78 min,"3,488",2204,2157
138 min,"318,428",2205,2158
114 min,"179,078",2206,2159
112 min,"192,757",2207,2160
132 min,"177,330",2208,2161
118 min,"230,495",2209,2162
106 min,"123,198",2210,2163
123 min,"217,844",2211,2164
117 min,"310,515",2212,2165
126 min,"42,970",2213,2166
124 min,"27,113",2214,2167
150 min,"183,384",2215,2168
96 min,"23,668",2216,2169
113 min,"13,388",2217,2170
231 min,84,2218,2171
112 min,"9,100",2219,2172
139 min,"33,854",2220,2173
133 min,"97,713",2221,2174
167 min,"288,693",2222,2175
106 min,"36,963",2223,2176
116 min,"35,248",2224,2177
106 min,"59,755",2225,2178
125 min,"36,936",2226,2179
117 min,"44,189",2227,2180
113 min,"38,440",2228,2181
107 min,"85,453",2229,2182
131 min,"99,132",2230,2183
115 min,"103,972",2231,2184
118 min,"142,646",2232,2185
105 min,"177,988",2233,2186
123 min,"181,664",2234,2187
99 min,"7,036",2235,2188
117 min,"27,617",2236,2189
1 hr. 48 min.,"86,399",2237,2190
114 min,"29,485",2238,2191
107 min,"21,580",2239,2192
1 hr. 42 min.,"25,807",2240,2193
115 min,"32,909",2241,2194
134 min,"36,347",2242,2195
124 min,"177,448",2243,2196
,"229,580",2244,2197
122 min,"283,700",2245,2198
135 min,"143,527",2246,2199
120 min,"38,962",2247,2200
78 min,"2,269",2248,2201
104 min,"4,189",2249,2202
122 min,"14,329",2250,2203
99 min,"3,006",2251,2204
94 min,463,2252,2205
125 min,"40,610",2253,2206
122 min,"85,359",2254,2207
,"40,482",2255,2208
114 min,"41,133",2256,2209
134 min,"91,273",2257,2210
89 min,"63,066",2258,2211
119 min,"54,342",2259,2212
138 min,"170,673",2260,2213
133 min,"362,375",2261,2214
107 min,"56,513",2262,2215
99 min,"56,131",2263,2216
126 min,"12,025",2264,2217
104 min,"56,102",2265,2218
154 min,"83,001",2266,2219
139 min,"177,668",2267,2220
90 min,"122,221",2268,2221
98 min,"119,045",2269,2222
105 min,"108,611",2270,2223
110 min,"248,128",2271,2224
107 min,"286,311",2272,2225
103 min,"3,482",2273,2226
124 min,"134,669",2274,2227
101 min,"47,769",2275,2228
70 min,920,2276,2229
,,2277,29
83 min,"1,940",2278,2230
98 min,"24,390",2279,2231
92 min,514,2280,2232
180 min,"39,723",2281,2233
80 min,565,2282,2234
90 min,905,2283,2235
92 min,"35,807",2284,2236
101 min,"1,228",2285,2237
73 min,,2286,475
85 min,"25,468",2287,2238
106 min,"69,713",2288,2239
86 min,"6,643",2289,2240
112 min,"60,727",2290,2241
125 min,"57,306",2291,2242
103 min,"74,810",2292,2243
140 min,"198,669",2293,2244
113 min,"82,382",2294,2245
134 min,"51,812",2295,2246
135 min,"35,825",2296,2247
191 min,"32,879",2297,2248
177 min,"53,080",2298,2249
122 min,"12,665",2299,2250
126 min,"203,985",2300,2251
1 hr. 38 min.,"116,950",2301,2252
87 min,"39,633",2302,2253
103 min,"58,911",2303,2254
132 min,"26,785",2304,2255
101 min,"18,438",2305,2256
110 min,"46,110",2306,2257
103 min,"8,526",2307,2258
93 min,"3,740",2308,2259
104 min,"3,149",2309,2260
1 hr. 46 min.,"129,136",2310,2261
105 min,"158,105",2311,2262
134 min,"11,741",2312,2263
98 min,"71,970",2313,2264
3 hr. 12 min.,"147,094",2314,2265
105 min,"157,433",2315,2266
108 min,"200,672",2316,2267
154 min,"219,072",2317,2268
102 min,"122,756",2318,2269
162 min,"132,319",2319,2270
112 min,"344,072",2320,2271
125 min,"36,699",2321,2272
138 min,"54,275",2322,2273
114 min,"24,510",2323,2274
104 min,"30,567",2324,2275
139 min,"71,840",2325,2276
120 min,"14,579",2326,2277
139 min,"51,284",2327,2278
2 hr. 18 min.,"24,817",2328,2279
135 min,"134,584",2329,2280
110 min,"179,481",2330,2281
103 min,"57,235",2331,2282
131 min,"73,529",2332,2283
127 min,"27,575",2333,2284
112 min,"62,144",2334,2285
117 min,"76,434",2335,2286
141 min,"65,030",2336,2287
124 min,"136,808",2337,2288
122 min,"138,414",2338,2289
128 min,"118,428",2339,2290
117 min,"188,268",2340,2291
120 min,"9,966",2341,2292
90 min,"5,269",2342,2293
88 min,"5,752",2343,2294
90 min,436,2344,2295
111 min,"80,028",2345,2296
134 min,"52,817",2346,2297
99 min,"46,146",2347,2298
125 min,"81,736",2348,2299
102 min,"66,852",2349,2300
105 min,"26,160",2350,2301
81 min,671,2351,2302
112 min,"3,629",2352,2303
106 min,"13,062",2353,2304
116 min,"141,675",2354,2305
112 min,"55,250",2355,2306
97 min,"54,738",2356,2307
136 min,"125,580",2357,2308
107 min,"27,033",2358,2309
102 min,"55,103",2359,2310
140 min,"101,562",2360,2311
117 min,"286,888",2361,2312
113 min,"130,670",2362,2313
130 min,"122,922",2363,2314
84 min,"9,723",2364,2315
114 min,"32,379",2365,2316
110 min,"33,993",2366,2317
133 min,"266,531",2367,2318
146 min,"71,578",2368,2319
109 min,"125,480",2369,2320
116 min,"254,877",2370,2321
120 min,"434,450",2371,2322
108 min,"206,291",2372,2323
112 min,"60,315",2373,2324
104 min,"78,172",2374,2325
86 min,"49,180",2375,2326
98 min,"76,506",2376,2327
109 min,"31,016",2377,2328
138 min,"32,903",2378,2329
120 min,"20,951",2379,2330
118 min,"77,113",2380,2331
102 min,"12,072",2381,2332
110 min,"10,653",2382,2333
111 min,609,2383,2334
68 min,"45,134",2384,2335
124 min,"148,384",2385,2336
1 hr. 47 min.,"123,887",2386,2337
126 min,"10,486",2387,2338
112 min,"63,367",2388,2339
1 hr. 50 min.,"117,418",2389,2340
147 min,"146,178",2390,2341
129 min,"84,348",2391,2342
175 min,"196,359",2392,2343
99 min,"88,770",2393,2344
130 min,"197,108",2394,2345
121 min,"93,635",2395,2346
94 min,"52,190",2396,2347
122 min,"552,787",2397,2348
113 min,"327,547",2398,2349
158 min,"306,072",2399,2350
113 min,"69,483",2400,2351
122 min,"19,528",2401,2352
101 min,"260,118",2402,2353
129 min,"120,882",2403,2354
110 min,"272,409",2404,2355
122 min,"98,841",2405,2356
121 min,"57,439",2406,2357
99 min,"11,107",2407,2358
95 min,"50,163",2408,2359
102 min,"58,090",2409,2360
99 min,"108,100",2410,2361
118 min,"107,169",2411,2362
104 min,"133,048",2412,2363
119 min,"92,798",2413,2364
107 min,"1,414",2414,2365
119 min,"66,036",2415,2366
91 min,"1,397",2416,2367
108 min,"14,721",2417,2368
,115,2418,2369
92 min,"1,658",2419,2370
101 min,355,2420,2371
87 min,817,2421,2372
82 min,"22,165",2422,2373
92 min,"6,169",2423,2374
106 min,"105,846",2424,2375
93 min,"150,117",2425,2376
90 min,"111,293",2426,2377
106 min,"162,081",2427,2378
107 min,"228,739",2428,2379
117 min,"159,781",2429,2380
115 min,"112,954",2430,2381
99 min,"248,329",2431,2382
96 min,"103,090",2432,2383
113 min,"146,125",2433,2384
102 min,"167,278",2434,2385
97 min,"25,706",2435,2386
112 min,"25,375",2436,2387
109 min,"90,912",2437,2388
98 min,"76,360",2438,2389
119 min,"14,387",2439,2390
108 min,"34,541",2440,2391
115 min,"54,329",2441,2392
105 min,"19,421",2442,2393
100 min,"5,462",2443,2394
2 hr. 8 min.,"66,789",2444,2395
88 min,94,2445,2396
84 min,"2,282",2446,2397
83 min,976,2447,2398
67 min,18,2448,2399
101 min,"2,272",2449,2400
108 min,"5,543",2450,2401
85 min,"2,827",2451,2402
2 hr. 8 min.,"2,022",2452,2403
90 min,92,2453,2404
179 min,"4,523",2454,2405
76 min,"1,001",2455,2406
128 min,"2,274",2456,2407
111 min,"48,985",2457,2408
107 min,"9,142",2458,2409
120 min,"40,919",2459,2410
96 min,"65,318",2460,2411
91 min,"1,158",2461,2412
121 min,"115,165",2462,2413
130 min,"51,072",2463,2414
152 min,"5,843",2464,2415
98 min,"269,460",2465,2416
130 min,"247,296",2466,2417
128 min,"15,398",2467,2418
134 min,"3,668",2468,2419
96 min,"27,699",2469,2420
126 min,"5,185",2470,2421
128 min,"4,065",2471,2422
128 min,"7,391",2472,2423
113 min,"14,015",2473,2424
111 min,"3,125",2474,2425
132 min,"10,626",2475,2426
127 min,"20,571",2476,2427
108 min,"3,377",2477,2428
115 min,"4,522",2478,2429
76 min,"2,607",2479,2430
123 min,"4,725",2480,2431
116 min,"3,489",2481,2432
83 min,922,2482,2433
91 min,"88,622",2483,2434
104 min,"13,819",2484,2435
90 min,"7,320",2485,2436
119 min,"29,340",2486,2437
90 min,"34,758",2487,2438
101 min,"50,707",2488,2439
91 min,"47,375",2489,2440
91 min,"30,853",2490,2441
104 min,"58,478",2491,2442
103 min,"46,090",2492,2443
74 min,"22,266",2493,2444
72 min,"2,925",2494,2445
74 min,"25,536",2495,2446
71 min,"7,899",2496,2447
1 hr. 56 min.,"66,899",2497,2448
75 min,"2,061",2498,2449
112 min,124,2499,2450
74 min,"1,407",2500,2451
96 min,"4,289",2501,2452
79 min,780,2502,2453
95 min,"346,634",2503,2454
102 min,"80,405",2504,2455
108 min,"9,676",2505,2456
105 min,"4,646",2506,2457
100 min,"3,575",2507,2458
88 min,"5,033",2508,2459
89 min,"17,588",2509,2460
84 min,"30,821",2510,2461
87 min,"44,672",2511,2462
114 min,"15,552",2512,2463
100 min,"78,142",2513,2464
115 min,397,2514,2465
1 hr. 33 min.,"99,555",2515,2466
,125,2516,2467
101 min,"143,534",2517,2468
113 min,"108,038",2518,2469
97 min,"110,011",2519,2470
130 min,"172,857",2520,2471
88 min,"50,317",2521,2472
105 min,"64,086",2522,2473
94 min,"94,120",2523,2474
92 min,"172,543",2524,2475
91 min,"22,486",2525,2476
1 hr. 41 min.,"128,284",2526,2477
96 min,"81,035",2527,2478
90 min,,2528,2479
,18,2529,2480
83 min,53,2530,2481
92 min,184,2531,2482
81 min,137,2532,2483
101 min,"4,510",2533,2484
98 min,642,2534,2485
100 min,"41,116",2535,2486
,139,2536,2487
90 min,"7,888",2537,2488
101 min,64,2538,2489
98 min,"406,526",2539,2490
90 min,401,2540,2491
92 min,"27,778",2541,2492
94 min,"29,601",2542,2493
99 min,"17,279",2543,2494
100 min,"15,133",2544,2495
96 min,"26,704",2545,2496
115 min,"108,921",2546,2497
97 min,"133,006",2547,2498
106 min,"7,975",2548,2499
94 min,"12,551",2549,2500
101 min,332,2550,2501
,,2551,29
101 min,"1,529",2552,2502
,,2553,29
95 min,470,2554,2503
75 min,17,2555,2504
99 min,109,2556,2505
,234,2557,2506
144 min,"417,396",2558,2507
99 min,"12,721",2559,2508
90 min,"10,176",2560,2509
107 min,"17,340",2561,2510
94 min,"43,231",2562,2511
114 min,"14,718",2563,2512
94 min,"34,721",2564,2513
87 min,"33,040",2565,2514
95 min,"17,619",2566,2515
87 min,"20,016",2567,2516
108 min,"3,419",2568,2517
103 min,"13,401",2569,2518
150 min,"9,253",2570,2519
70 min,168,2571,2520
76 min,"1,546",2572,2521
94 min,840,2573,2522
78 min,114,2574,2523
77 min,"7,842",2575,2524
103 min,"4,411",2576,2525
99 min,194,2577,2526
85 min,"3,021",2578,2527
109 min,"4,586",2579,2528
90 min,"5,504",2580,2529
127 min,"32,821",2581,2530
96 min,"62,672",2582,2531
102 min,"2,145",2583,227
91 min,"6,823",2584,2532
91 min,"21,967",2585,2533
101 min,"50,053",2586,2534
101 min,"2,579",2587,2535
86 min,"37,362",2588,2536
127 min,"8,768",2589,2537
113 min,"12,504",2590,2538
131 min,"13,051",2591,2539
97 min,"5,457",2592,2540
125 min,"120,948",2593,2541
110 min,"1,227",2594,2542
90 min,"4,169",2595,2543
109 min,"20,257",2596,2544
95 min,"20,036",2597,2545
80 min,"1,341",2598,2546
96 min,462,2599,2547
90 min,259,2600,2548
92 min,625,2601,2549
84 min,"1,714",2602,2550
100 min,392,2603,2551
83 min,257,2604,2552
99 min,"23,076",2605,2553
104 min,"52,245",2606,2554
130 min,"31,699",2607,2555
101 min,318,2608,2556
94 min,"40,959",2609,2557
99 min,"30,151",2610,2558
106 min,"160,618",2611,2559
111 min,"8,537",2612,2560
100 min,"6,928",2613,2561
105 min,"25,376",2614,2562
1 hr. 32 min.,"70,133",2615,2563
96 min,"13,902",2616,2564
97 min,"57,966",2617,2565
99 min,"43,731",2618,2566
90 min,"29,895",2619,2567
122 min,"266,322",2620,2568
87 min,"31,863",2621,2569
100 min,"24,386",2622,2570
112 min,"250,821",2623,2571
91 min,"39,084",2624,2572
110 min,"22,267",2625,2573
82 min,"19,348",2626,2574
103 min,"18,426",2627,2575
90 min,"12,612",2628,2576
114 min,"46,249",2629,2577
90 min,"76,248",2630,2578
95 min,"103,278",2631,2579
88 min,"40,142",2632,2580
84 min,"28,137",2633,2581
84 min,"72,865",2634,2582
96 min,"126,283",2635,2583
93 min,"82,769",2636,2584
101 min,"77,198",2637,2585
91 min,"1,284",2638,2586
81 min,"40,608",2639,2587
82 min,"45,327",2640,2588
95 min,"9,842",2641,2589
91 min,420,2642,2590
128 min,"146,512",2643,2591
133 min,"157,342",2644,2592
130 min,"184,546",2645,2593
88 min,"177,756",2646,2594
116 min,"291,554",2647,2595
129 min,"282,190",2648,2596
119 min,"147,836",2649,2597
103 min,"32,704",2650,2598
120 min,"5,331",2651,2599
150 min,"3,604",2652,2600
99 min,"31,115",2653,2601
96 min,"59,675",2654,2602
102 min,"114,823",2655,2603
100 min,"541,389",2656,2604
111 min,"235,623",2657,2605
95 min,"259,509",2658,2606
117 min,"405,126",2659,2607
99 min,"366,029",2660,2608
121 min,"325,004",2661,2609
,"79,663",2662,2610
107 min,"285,206",2663,2611
104 min,"196,738",2664,2612
108 min,"188,057",2665,2613
83 min,"111,231",2666,2614
84 min,"104,209",2667,2615
86 min,"45,884",2668,2616
88 min,"147,430",2669,2617
116 min,"91,990",2670,2618
83 min,"87,945",2671,2619
96 min,"152,217",2672,2620
113 min,"162,613",2673,2621
93 min,"125,515",2674,2622
120 min,"116,875",2675,2623
103 min,"224,588",2676,2624
97 min,"233,873",2677,2625
93 min,"80,349",2678,2626
96 min,"151,733",2679,2627
90 min,"101,514",2680,2628
104 min,"103,890",2681,2629
101 min,"83,571",2682,2630
87 min,"107,620",2683,2631
88 min,"146,953",2684,2632
86 min,"1,140",2685,2633
93 min,"152,160",2686,2634
76 min,"1,590",2687,2635
85 min,736,2688,2636
94 min,"17,805",2689,2637
100 min,"84,243",2690,2638
86 min,"9,189",2691,2639
87 min,"19,069",2692,2640
92 min,250,2693,2641
97 min,"23,541",2694,2642
88 min,"78,125",2695,2643
91 min,"22,085",2696,2644
104 min,"31,209",2697,2645
99 min,"45,579",2698,2646
63 min,"2,819",2699,2647
77 min,161,2700,2648
,225,2701,2649
140 min,"6,706",2702,2650
73 min,"1,139",2703,2651
95 min,"4,381",2704,2652
112 min,"30,727",2705,2653
113 min,"46,733",2706,2654
89 min,"3,985",2707,2655
99 min,"5,641",2708,2656
89 min,"3,899",2709,2657
93 min,"29,978",2710,2658
101 min,"53,112",2711,2659
94 min,"1,717",2712,2660
1 hr. 34 min.,"4,148",2713,2661
109 min,"5,748",2714,2662
111 min,"5,465",2715,2663
107 min,"9,773",2716,2664
88 min,"29,686",2717,2665
,,2718,29
,"57,184",2719,2666
83 min,"14,044",2720,2667
93 min,"18,048",2721,2668
84 min,"36,770",2722,2669
98 min,"14,115",2723,2670
114 min,"171,038",2724,2671
89 min,"63,230",2725,2672
95 min,"5,832",2726,2673
92 min,452,2727,2674
103 min,"13,103",2728,2675
,579,2729,2676
91 min,962,2730,2677
78 min,"2,620",2731,2678
88 min,"16,626",2732,2679
105 min,"25,714",2733,2680
96 min,"50,167",2734,2681
101 min,"41,757",2735,2682
132 min,"14,400",2736,2683
124 min,"284,161",2737,2684
,"37,244",2738,2685
105 min,"110,463",2739,2686
116 min,407,2740,2687
126 min,"110,522",2741,2688
109 min,"156,447",2742,2689
118 min,"190,452",2743,2690
104 min,"46,262",2744,2691
111 min,"100,353",2745,2692
115 min,"78,889",2746,2693
107 min,"80,960",2747,2694
103 min,"58,092",2748,2695
94 min,"32,478",2749,2696
130 min,"99,005",2750,2697
121 min,"84,594",2751,2698
123 min,"95,422",2752,2699
94 min,"87,319",2753,2700
115 min,"58,464",2754,2701
104 min,"32,405",2755,2702
117 min,"168,561",2756,2703
83 min,"12,957",2757,2704
75 min,"6,107",2758,2705
120 min,"345,017",2759,2706
114 min,"82,973",2760,2707
97 min,"172,061",2761,2708
87 min,"8,384",2762,2709
99 min,"14,193",2763,2710
77 min,"2,836",2764,2711
81 min,"8,398",2765,2712
101 min,"15,730",2766,2713
1 hr. 10 min.,"1,156",2767,2714
115 min,"35,767",2768,2715
94 min,49,2769,2716
,168,2770,2717
62 min,41,2771,2718
83 min,110,2772,2719
95 min,881,2773,2720
92 min,"2,769",2774,2721
80 min,"14,724",2775,2722
111 min,"35,439",2776,2723
75 min,546,2777,2724
86 min,"2,547",2778,2725
119 min,"118,602",2779,2726
102 min,"144,979",2780,2727
99 min,"105,247",2781,2728
91 min,"116,356",2782,2729
178 min,"668,400",2783,2730
104 min,"79,779",2784,2731
81 min,"5,425",2785,2732
100 min,"4,485",2786,2733
89 min,"2,929",2787,2734
88 min,"21,375",2788,2735
86 min,"7,561",2789,2736
86 min,"9,523",2790,2737
103 min,"29,054",2791,2738
83 min,200,2792,2739
110 min,"1,457",2793,2740
90 min,191,2794,2741
99 min,140,2795,2742
85 min,87,2796,2743
113 min,"1,333",2797,2744
94 min,"10,310",2798,2745
89 min,973,2799,2746
74 min,"19,932",2800,2747
80 min,"5,212",2801,2748
130 min,"49,578",2802,2749
93 min,"2,636",2803,2750
96 min,"13,469",2804,2751
95 min,312,2805,2752
1 hr. 32 min.,"11,837",2806,2753
88 min,"44,161",2807,2754
,98,2808,2755
94 min,"14,077",2809,2756
104 min,"84,681",2810,2757
85 min,"2,409",2811,2758
92 min,"33,880",2812,2759
88 min,"28,115",2813,2760
93 min,"88,804",2814,2761
107 min,"7,700",2815,2762
88 min,"37,591",2816,2763
117 min,"75,188",2817,2764
101 min,"97,979",2818,2765
99 min,"1,517",2819,2766
97 min,428,2820,2767
95 min,"9,241",2821,2768
94 min,190,2822,2769
117 min,309,2823,2770
102 min,"7,515",2824,2771
101 min,"28,536",2825,2772
86 min,208,2826,2773
101 min,"7,698",2827,2774
105 min,109,2828,2775
99 min,"21,525",2829,2776
152 min,"43,133",2830,2777
114 min,"14,185",2831,2778
1 hr. 33 min.,"17,769",2832,2779
120 min,"25,890",2833,2780
99 min,"34,060",2834,2781
102 min,"181,700",2835,2782
93 min,"65,443",2836,2783
104 min,"93,126",2837,2784
108 min,"93,035",2838,2785
116 min,"94,834",2839,2786
90 min,"66,355",2840,2787
94 min,"40,504",2841,2788
133 min,"132,922",2842,2789
106 min,"44,572",2843,2790
98 min,"64,193",2844,2791
88 min,"148,008",2845,2792
97 min,"96,554",2846,2793
99 min,"24,351",2847,2794
95 min,796,2848,2795
109 min,"42,946",2849,2796
87 min,"11,508",2850,2797
96 min,"23,448",2851,2798
1 hr. 45 min.,"17,040",2852,2799
107 min,"7,188",2853,2800
96 min,"19,705",2854,2801
94 min,"2,942",2855,2802
95 min,"7,891",2856,2803
97 min,"6,913",2857,2804
102 min,"52,149",2858,2805
97 min,354,2859,2806
90 min,"18,523",2860,2807
99 min,"82,809",2861,2808
83 min,"1,435",2862,2809
75 min,176,2863,2810
87 min,"2,850",2864,2811
75 min,"1,645",2865,2812
107 min,"76,175",2866,2813
75 min,"5,369",2867,2814
104 min,"49,631",2868,2815
93 min,"30,954",2869,2816
95 min,"38,901",2870,2817
110 min,"19,765",2871,2818
104 min,"1,612",2872,2819
93 min,"10,361",2873,2820
97 min,"31,844",2874,2821
128 min,"5,731",2875,2822
110 min,"30,557",2876,2823
116 min,"36,542",2877,2824
84 min,509,2878,2825
85 min,"5,183",2879,2826
90 min,"1,203",2880,2827
109 min,"29,886",2881,2828
124 min,"33,192",2882,2829
94 min,"13,099",2883,2830
105 min,"44,564",2884,2831
97 min,"42,217",2885,2832
107 min,"56,424",2886,2833
1 hr. 30 min.,"3,227",2887,2834
92 min,"3,463",2888,2835
101 min,"14,093",2889,2836
101 min,"15,047",2890,2837
86 min,755,2891,2838
81 min,415,2892,2839
79 min,378,2893,2840
84 min,"7,003",2894,2841
115 min,"172,771",2895,2842
92 min,"64,360",2896,2843
109 min,"140,472",2897,2844
98 min,"65,224",2898,2845
100 min,"17,759",2899,2846
102 min,"20,416",2900,2847
119 min,"7,435",2901,2848
127 min,"24,950",2902,2849
87 min,"51,740",2903,2850
1 hr. 21 min.,"20,941",2904,2851
84 min,"3,103",2905,2852
74 min,581,2906,2853
92 min,456,2907,2854
101 min,"1,751",2908,2855
81 min,"36,121",2909,2856
92 min,437,2910,2857
100 min,"10,209",2911,2858
89 min,"14,503",2912,2859
113 min,"60,041",2913,2860
92 min,"11,664",2914,2861
92 min,"52,568",2915,2862
108 min,"7,857",2916,2863
86 min,"62,142",2917,2864
108 min,"7,659",2918,2865
103 min,"5,655",2919,2866
100 min,"21,304",2920,2867
104 min,"11,772",2921,2868
91 min,"34,933",2922,2869
105 min,"27,057",2923,2870
106 min,"24,413",2924,2871
111 min,"51,222",2925,2872
101 min,"47,898",2926,2873
117 min,"1,171",2927,2874
92 min,38,2928,2875
85 min,28,2929,2876
,139,2930,2487
70 min,48,2931,2877
87 min,125,2932,2878
,10,2933,2879
1 hr. 21 min.,130,2934,2880
72 min,431,2935,2881
86 min,,2936,858
77 min,"1,882",2937,2882
81 min,"1,606",2938,2883
77 min,137,2939,2884
90 min,140,2940,2885
78 min,509,2941,2886
70 min,13,2942,2887
108 min,"40,215",2943,2888
129 min,"6,084",2944,2889
101 min,630,2945,2890
94 min,202,2946,2891
84 min,145,2947,2892
91 min,9,2948,2893
90 min,88,2949,2894
87 min,93,2950,2895
86 min,167,2951,2896
117 min,68,2952,2897
83 min,673,2953,2898
88 min,10,2954,2899
90 min,17,2955,2900
78 min,168,2956,2901
89 min,894,2957,2902
,15,2958,2903
,73,2959,2904
97 min,54,2960,2905
96 min,58,2961,2906
80 min,366,2962,2907
103 min,"1,464",2963,2908
106 min,"9,568",2964,2909
82 min,401,2965,2910
88 min,"3,666",2966,2911
90 min,477,2967,2912
102 min,40,2968,2913
98 min,80,2969,2914
92 min,991,2970,2915
81 min,519,2971,2916
90 min,17,2972,2900
88 min,16,2973,2917
100 min,63,2974,2918
,,2975,29
88 min,77,2976,2919
90 min,226,2977,2920
89 min,608,2978,2921
91 min,505,2979,2922
90 min,86,2980,2923
80 min,546,2981,2924
102 min,"23,041",2982,2925
89 min,"42,773",2983,2926
,284,2984,2927
92 min,"1,257",2985,2928
84 min,"3,404",2986,2929
85 min,667,2987,2930
95 min,103,2988,2931
,,2989,29
101 min,"49,570",2990,2932
,20,2991,2933
80 min,"1,452",2992,2934
97 min,773,2993,2935
70 min,117,2994,2936
325 min,"9,092",2995,2937
94 min,195,2996,2938
87 min,179,2997,2939
,"8,256",2998,2940
,8,2999,2941
80 min,35,3000,2942
90 min,"49,810",3001,2943
90 min,"79,336",3002,2944
112 min,"8,033",3003,2945
103 min,"7,121",3004,2946
93 min,"5,780",3005,2947
87 min,741,3006,2948
79 min,55,3007,2949
,,3008,29
82 min,69,3009,2950
111 min,"1,694",3010,2951
92 min,"12,078",3011,2952
86 min,232,3012,2953
81 min,913,3013,735
,47,3014,2954
90 min,907,3015,2955
91 min,"1,342",3016,2956
80 min,112,3017,2957
99 min,902,3018,2958
106 min,273,3019,2959
91 min,585,3020,2960
97 min,394,3021,2961
84 min,10,3022,2962
100 min,443,3023,2963
99 min,"1,161",3024,2964
102 min,"10,840",3025,2965
122 min,"2,590",3026,2966
100 min,788,3027,2967
95 min,"1,646",3028,2968
100 min,"3,940",3029,2969
107 min,"4,681",3030,2970
97 min,"1,513",3031,2971
92 min,680,3032,2972
98 min,"1,091",3033,2973
98 min,703,3034,2974
143 min,"5,518",3035,2975
107 min,"6,145",3036,2976
114 min,"1,788",3037,2977
102 min,"3,074",3038,2978
93 min,"2,096",3039,2979
108 min,"2,547",3040,2980
100 min,322,3041,2981
