,index ,provider_number ,name                                 ,address_1                    ,address_2 ,address_3 ,city         ,state ,zip   ,county     ,phone      ,type                 ,owner                                       ,emergency_service ,condition                     ,measure_code ,measure_name                                                                                                                                                                             ,score ,sample        ,state_average
921,,,,,,,,,,,,,proprietary                                 ,,,,,,,
922,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
923,,,,,,,,,,,,,proprietary                                 ,,,,,,,
924,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
925,,,,,,,,,,,,,proprietary                                 ,,,,,,,
926,,,,,,,,,,,,,proprietary                                 ,,,,,,,
927,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
928,,,,,,,,,,,,,proprietary                                 ,,,,,,,
929,,,,,,,,,,,,,proprietary                                 ,,,,,,,
930,,,,,,,,,,,,,,,,,,,,
931,,,,,,,,,,,,,,,,,,,,
932,,,,,,,,,,,,,,,,,,,,
933,,,,,,,,,,,,,,,,,,,,
934,,,,,,,,,,,,,,,,,,,,
935,,,,,,,,,,,,,,,,,,,,
936,,,,,,,,,,,,,,,,,,,,
937,,,,,,,,,,,,,,,,,,,,
938,,,,,,,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,,,,,,,
940,,,,,,,,,,,,,,,,,,,,
941,,,,,,,,,,,,,,,,,,,,
942,,,,,,,,,,,,,,,,pn-3b        ,,,,
943,,,,,,,,,,,,,,,,,,,,
944,,,,,,,,,,,,,,,,pn-5c        ,,,,
945,,,,,,,,,,,,,,,,,,,,
946,,,,,,,,,,,,,,,,,,,,
947,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
948,,,,,,,,,,,,,,,,,,,,
949,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
950,,,,,,,,,,,,,,,,,,,,
951,,,,,,,,,,,,,,,,,,,,
952,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
953,,,,,,,,,,,,,,,,,,,,
954,,,,,,,,,,,,,,,,,,,,
955,,,,,,,,,,,,,proprietary                                 ,,,,,,,
956,,,,,,,,,,,,,proprietary                                 ,,,,,,,
957,,,,,,,,,,,,,proprietary                                 ,,,,,,,
958,,,,,,,,,,,,,proprietary                                 ,,,,,,,
959,,,,,,,,,,,,,proprietary                                 ,,,,,,,
960,,,,,,,,,,,,,proprietary                                 ,,,,,,,
961,,,,,,,,,,,,,proprietary                                 ,,,,,,,
962,,,,,,,,,,,,,proprietary                                 ,,,,,,,
963,,,,,,,,,,,,,proprietary                                 ,,,,,,,
964,,,,,,,,,,,,,proprietary                                 ,,,,,,,
965,,,,,,,,,,,,,proprietary                                 ,,,,,,,
966,,,,,,,,,,,,,proprietary                                 ,,,,,,,
967,,,,,,,,,,,,,proprietary                                 ,,,pn-3b        ,,,,
968,,,,,,,,,,,,,proprietary                                 ,,,,,,,
969,,,,,,,,,,,,,proprietary                                 ,,,pn-5c        ,,,,
970,,,,,,,,,,,,,proprietary                                 ,,,,,,,
971,,,,,,,,,,,,,proprietary                                 ,,,,,,,
972,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
973,,,,,,,,,,,,,proprietary                                 ,,,,,,,
974,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
975,,,,,,,,,,,,,proprietary                                 ,,,,,,,
976,,,,,,,,,,,,,proprietary                                 ,,,,,,,
977,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
978,,,,,,,,,,,,,proprietary                                 ,,,,,,,
979,,,,,,,,,,,,,proprietary                                 ,,,,,,,
980,,,,,,,,,,,,,,,,,,,,
981,,,,,,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,,,,
983,,,,,,,,,,,,,,,,,,,,
984,,,,,,,,,,,,,,,,,,,,
985,,,,,,,,,,,,,,,,,,,,
986,,,,,,,,,,,,,,,,,,,,
987,,,,,,,,,,,,,,,,,,,,
988,,,,,,,,,,,,,,,,,,,,
989,,,,,,,,,,,,,,,,,,,,
990,,,,,,,,,,,,,,,,,,,,
991,,,,,,,,,,,,,,,,,,,,
992,,,,,,,,,,,,,,,,pn-3b        ,,,,
993,,,,,,,,,,,,,,,,,,,,
994,,,,,,,,,,,,,,,,pn-5c        ,,,,
995,,,,,,,,,,,,,,,,,,,,
996,,,,,,,,,,,,,,,,,,,,
997,,,,,,,,,,,,,,,,,,,,
998,,,,,,,,,,,,,,,,,,,,
999,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
