Year,Genre,original_index,unique_index
1980,"Comedy,Fantasy,Musical",3339,2420
1987,"Animation,Adventure,Family",3340,2421
2002,"Adventure,Animation,Family",3341,2422
2001,"Animation,Family,Comedy",3342,2423
1994,"Family,Fantasy",3343,2424
2007,"Comedy,Family,Fantasy",3344,1174
2006,"Adventure,Comedy,Family",3345,1928
2014,Family,3346,1257
2010,"Adventure,Family",3347,2154
2007,"Comedy,Drama,Family",3348,2425
2013,Family,3349,2168
2000,"Drama,Family,War",3350,2426
1993,"Action,Crime,Drama",3351,2056
1989,"Biography,Drama",3352,2427
1995,"Drama,Romance",3353,1081
1995,"Drama,Thriller",3354,2428
2006,"Biography,Drama,Music",3355,2429
1990,"Action,Crime,Drama",3356,1299
1984,"Biography,Drama,History",3357,2430
2011,"Comedy,Family,Musical",3358,2431
2013,"Fantasy,Horror",3359,2432
2014,"Adventure,Comedy,Crime",3360,2433
2002,"Animation,Adventure,Family",3361,963
2009,"Animation,Adventure,Family",3362,2434
1967,"Comedy,Family,Sci-Fi",3363,2435
1993,"Family,Fantasy,Music",3364,2436
1976,"Comedy,Family,Fantasy",3365,2437
1995,"Action,Drama,Thriller",3366,2438
2000,"Crime,Drama,Thriller",3367,187
2004,"Crime,Drama,Mystery",3368,2439
1999,"Crime,Drama,Mystery",3369,107
1995,"Crime,Drama,Mystery",3370,451
2001,Thriller,3371,2440
2002,"Action,Drama,Thriller",3372,1610
1999,"Crime,Mystery,Thriller",3373,2441
1994,"Crime,Drama,Mystery",3374,2442
2000,"Drama,Family,Sport",3375,2443
2008,"Comedy,Family",3376,2444
1961,"Adventure,Family,Sci-Fi",3377,2445
1996,Family,3378,2065
1963,"Adventure,Family,Fantasy",3379,2446
1958,"Family,Fantasy,Action",3380,2447
1994,"Comedy,Family,Fantasy",3381,2140
1988,"Comedy,Family,Sci-Fi",3382,2448
1998,"Comedy,Family,Sport",3383,2449
2012,"Adventure,Family",3384,1196
2004,"Comedy,Family,Fantasy",3385,822
2008,"Adventure,Comedy,Drama",3386,2450
2005,"Comedy,Family,Sport",3387,2451
2008,"Biography,Comedy,Drama",3388,2452
2012,Comedy,3389,387
2009,"Action,Comedy",3390,2453
1951,"Family,Sci-Fi",3391,2454
1979,"Action,Adventure,Family",3392,2455
1973,"Drama,Fantasy",3393,2456
1960,"Adventure,Family",3394,2457
2003,"Action,Adventure,Comedy",3395,1440
2002,"Adventure,Comedy,Family",3396,910
2009,"Drama,Family",3397,2167
1998,"Comedy,Family",3398,2335
2000,"Comedy,Family,Sport",3399,2458
2015,Family,3400,706
2001,"Animation,Action,Crime",3401,2459
1994,"Adventure,Comedy,Drama",3402,2460
2010,Family,3403,1347
1994,"Documentary,Family,Musical",3404,2461
1949,"Comedy,Family,Fantasy",3405,2462
1953,"Comedy,Family,Musical",3406,2463
1960,"Comedy,Family,Romance",3407,2464
1976,"Documentary,Family,Musical",3408,2465
1984,"Comedy,Drama,Romance",3409,2466
1996,Comedy,3410,669
2007,"Comedy,Drama",3411,648
1999,"Comedy,Drama,Romance",3412,1372
2016,Thriller,3413,1365
2015,Sci-Fi,3414,685
2016,Action,3415,524
2016,Comedy,3416,1367
2015,"Comedy,Drama",3417,1384
2015,Comedy,3418,573
1985,"Comedy,Crime,Mystery",3419,2467
1989,"Comedy,Mystery,Crime",3420,2468
2015,"Comedy,Music,Romance",3421,2469
2015,"Action,Comedy,Crime",3422,1847
1974,"Documentary,Family,Musical",3423,2470
2012,"Comedy,Drama",3424,1393
1929,Musical,3425,2471
2013,Drama,3426,181
2016,Drama,3427,430
2016,Drama,3428,430
1918,"Drama,Family,Romance",3429,2472
2015,Action,3430,2473
2009,"Comedy,Romance",3431,289
2008,"Comedy,Romance",3432,290
2010,"Action,Comedy,Romance",3433,1436
2009,"Comedy,Drama,Fantasy",3434,2474
2010,"Comedy,Drama,Romance",3435,712
2004,"Comedy,Fantasy,Romance",3436,2475
2010,"Comedy,Drama,Romance",3437,712
2011,"Comedy,Romance",3438,708
2016,"Biography,Drama",3439,2476
2016,"Action,Crime,Drama",3440,29
2016,Drama,3441,430
2010,"Adventure,Comedy,Family",3442,2038
2010,"Drama,Fantasy,Romance",3443,2477
2012,"Drama,Romance",3444,2478
2013,"Action,Adventure,Comedy",3445,2479
2004,Comedy,3446,1154
2013,"Comedy,Crime",3447,2480
2014,Comedy,3448,652
2012,Comedy,3449,387
2006,"Comedy,Drama,Romance",3450,499
2014,Drama,3451,366
2005,Comedy,3452,1045
2016,Horror,3453,2481
2014,Drama,3454,366
2015,"Action,Adventure,Drama",3455,2482
2011,"Comedy,Drama",3456,395
2014,"Drama,Mystery,Thriller",3457,2483
1960,"Animation,Adventure,Family",3458,2484
2007,"Crime,Drama,Sport",3459,2485
2001,"Drama,Crime,War",3460,2486
2015,Drama,3461,50
2012,,3462,2487
2015,Thriller,3463,2488
2016,"Comedy,Drama",3464,1366
2014,"Comedy,Romance",3465,382
2015,"Mystery,Thriller",3466,913
2012,"Drama,Mystery,Thriller",3467,2052
2015,Thriller,3468,2488
2014,"Short,Comedy",3469,2489
1941,"Animation,Comedy,Family",3470,1907
1942,"Action,Adventure,Family",3471,2490
1978,"Drama,Family,Sport",3472,2491
2015,Horror,3473,448
1946,"Drama,Adventure,Family",3474,2492
2013,"Action,Horror,Thriller",3475,2493
1959,"Comedy,Musical,Family",3476,2494
2016,"Action,Horror,Thriller",3477,2495
2015,"Comedy,Romance",3478,213
2015,"Drama,Mystery,Romance",3479,459
2014,"Horror,Thriller",3480,270
2016,Drama,3481,430
2016,Documentary,3482,2496
2014,"Comedy,Drama,Horror",3483,2497
1965,"Drama,Family",3484,2498
2015,"Crime,Mystery,Thriller",3485,2499
2017,"Action,Adventure,Comedy",3486,2500
2016,Comedy,3487,1367
1965,"Comedy,Family",3488,2309
2015,Thriller,3489,2488
2016,Drama,3490,430
1992,"Drama,Thriller",3491,639
1992,"Drama,Thriller",3492,639
1995,"Comedy,Drama,Romance",3493,178
1993,"Crime,Drama,Mystery",3494,2501
2009,"Biography,Drama,Romance",3495,2502
2006,"Comedy,Romance",3496,530
2004,"Drama,Romance",3497,1090
2010,"Comedy,Drama,Romance",3498,712
2008,"Comedy,Music",3499,1513
1998,"Comedy,Drama,Romance",3500,2503
2001,"Comedy,Drama,Romance",3501,2504
1995,"Comedy,Drama,Romance",3502,178
2004,"Comedy,Drama,Romance",3503,190
2007,"Comedy,Music,Romance",3504,2505
2002,"Comedy,Fantasy,Music",3505,2506
2005,"Action,Comedy,Crime",3506,1008
1991,Drama,3507,1470
1988,"Comedy,Drama,Music",3508,2507
1988,"Comedy,Drama,Romance",3509,1760
1980,Comedy,3510,1587
1963,"Drama,Family",3511,2508
2003,"Comedy,Drama,Romance",3512,683
2002,"Comedy,Drama,Romance",3513,1768
2006,"Comedy,Drama,Romance",3514,499
1987,"Drama,Music,Romance",3515,2509
2008,"Comedy,Drama,Romance",3516,293
2009,"Comedy,Romance",3517,289
2004 2005 2006,"Drama,Romance,Comedy",3518,2510
1999,Horror,3519,2511
2001,"Comedy,Romance",3520,691
1996,"Drama,Horror,Romance",3521,2512
1994,"Action,Comedy,Romance",3522,2513
2015,"Drama,War",3523,2514
1961,"Comedy,Family,Romance",3524,2515
1968,"Comedy,Drama,Family",3525,2516
1979,Horror,3526,1960
1983,"Horror,Sci-Fi,Thriller",3527,2517
2010,"Comedy,Drama",3528,2518
1987,"Comedy,Horror",3529,198
2011,Drama,3530,323
1995,"Comedy,Drama,Romance",3531,178
1991,Drama,3532,1470
1982,"Comedy,Drama",3533,276
1984,"Action,Sci-Fi",3534,854
1986,"Fantasy,Horror",3535,2519
2015,"Drama,Romance",3536,466
1988,"Comedy,Horror",3537,124
2016,"Comedy,Horror,Romance",3538,2520
1994,"Comedy,Family,Fantasy",3539,2140
1986,"Action,Drama,Thriller",3540,2521
1991,"Comedy,Documentary",3541,2522
1995,"Action,Adventure,Comedy",3542,1297
1987,"Crime,Drama,Horror",3543,2523
2012,"Action,Sci-Fi,Thriller",3544,2524
1991,"Action,Adventure,Comedy",3545,1234
2017,"Fantasy,Horror,Sci-Fi",3546,2525
2017,"Action,Crime,Thriller",3547,2526
2008,"Comedy,Drama,Romance",3548,293
2002,Documentary,3549,617
2013,Comedy,3550,381
2010,"Comedy,Romance",3551,292
2011,"Comedy,Drama,Romance",3552,201
2003,"Comedy,Drama,Romance",3553,683
2016,Drama,3554,430
2017,"Biography,Drama",3555,2527
2014,"Comedy,Drama",3556,232
2003,"Comedy,Drama,Romance",3557,683
2003,"Comedy,Romance",3558,1812
2016,Drama,3559,430
2016,"Drama,Music",3560,2528
2015,"Biography,Drama,Music",3561,2529
1937,Comedy,3562,2530
2010 2011 2012,Comedy,3563,2531
2005,"Comedy,Drama",3564,690
2008,"Drama,Mystery,Romance",3565,2532
2010,"Comedy,Romance",3566,292
2011,"Comedy,Drama,Romance",3567,201
2006,"Adventure,Drama,Fantasy",3568,2533
2008,"Comedy,Drama",3569,1118
2013,"Drama,Mystery,Romance",3570,2534
2007,"Comedy,Drama,Romance",3571,1990
2014,"Drama,Mystery,Thriller",3572,2483
2007,"Comedy,Drama,Romance",3573,1990
2015,Drama,3574,50
2011,"Comedy,Drama,Fantasy",3575,2535
2012,"Comedy,Drama,Romance",3576,650
2013,Drama,3577,181
2014,"Comedy,Romance",3578,382
2015,Drama,3579,50
2016,"Comedy,History",3580,2536
2005,"Comedy,Fantasy,Romance",3581,2537
2015,"Action,Horror,Sci-Fi",3582,2538
1995,"Action,Comedy,Sci-Fi",3583,2539
2005,"Comedy,Drama",3584,690
2013,Drama,3585,181
2009,"Comedy,Drama,Romance",3586,531
2011,"Comedy,Romance",3587,708
2009,"Drama,Romance",3588,2540
2005 2006 2007,"Television,Comedy",3589,2541
2012,Drama,3590,688
1997,"Comedy,Romance",3591,1373
2005,Documentary,3592,325
1986,"Drama,Romance,Sport",3593,2542
1998,"Biography,Comedy,Drama",3594,2543
1999,"Comedy,Drama,Fantasy",3595,452
1978,"Drama,Horror,Thriller",3596,2544
1978,Comedy,3597,1208
1995,"Comedy,Romance",3598,1922
1977,Adventure,3599,2545
1996,"Comedy,Drama,Fantasy",3600,2546
2010,"Comedy,Drama,Romance",3601,712
1990,"Comedy,Music,Romance",3602,2547
1994,"Comedy,Music,Romance",3603,2548
1990 1991 1992,Comedy,3604,2549
1992,Comedy,3605,2550
2015,"Fantasy,Horror,Thriller",3606,2551
2005,"Comedy,Drama,Romance",3607,1900
2007,"Crime,Drama,Romance",3608,2552
2008,"Comedy,Drama,War",3609,2553
2009,"Drama,Fantasy,Romance",3610,2554
2006,"Comedy,Fantasy,Romance",3611,2555
2004,"Family,Musical",3612,2556
2016,"Adventure,Drama,Fantasy",3613,2557
2015,"Action,Crime,Thriller",3614,1224
2015,"Documentary,Biography",3615,2558
2015,"Comedy,Fantasy,Horror",3616,2559
2016,"Adventure,Sci-Fi",3617,1653
2015,"Action,Adventure,Drama",3618,2482
2016,"Adventure,Sci-Fi,Thriller",3619,2560
2015,Horror,3620,448
2015,"Drama,Thriller",3621,57
2015,Drama,3622,50
2015,"Adventure,Drama,History",3623,2561
2015,Comedy,3624,573
2014,Drama,3625,366
2015,Drama,3626,50
2015,Comedy,3627,573
2011,"Animation,Adventure,Comedy",3628,148
2000,"Animation,Comedy,Drama",3629,2562
2015,"Animation,Comedy,Drama",3630,2563
2003,"Animation,Adventure,Family",3631,145
2015,"Horror,Thriller",3632,59
2015,"Drama,Mystery",3633,2564
2015,Documentary,3634,373
2015,Drama,3635,50
2017,"Action,Horror,Thriller",3636,2565
2016,Comedy,3637,1367
1946,"Animation,Short,Family",3638,2566
1995,Horror,3639,2567
1991,Horror,3640,2568
2014 2015 2016,"Action & Adventure,Science Fiction & Fantasy",3641,2569
2015,"Biography,Drama",3642,1387
2015,"Drama,War",3643,2514
2015,"Biography,Drama",3644,1387
2001,"Comedy,Drama,Fantasy",3645,2570
2015,"Comedy,Drama",3646,1384
2015,"Drama,Romance",3647,466
2015,"Comedy,Drama",3648,1384
2014,"Action,Adventure",3649,2571
2015,Documentary,3650,373
2015,"Biography,Drama",3651,1387
2015,Drama,3652,50
2015,Documentary,3653,373
2015,"Action,Adventure,Comedy",3654,2572
2014,"Comedy,Drama,Romance",3655,2573
2016,"Action,Drama,Thriller",3656,2574
2015,"Drama,Thriller",3657,57
2016,Horror,3658,2481
1952,"Animation,Short,Comedy",3659,2575
2015,"Action,Sci-Fi,Thriller",3660,2576
2014,"Biography,Drama,Romance",3661,2577
2015,Thriller,3662,2488
2013,"Action,Thriller",3663,644
2016,"Action,War",3664,2578
2015,Comedy,3665,573
2015,"Biography,Drama",3666,1387
2015,"Action,Adventure,Thriller",3667,2579
2013,"Biography,Comedy,Drama",3668,2580
2011,"Adventure,Drama,Mystery",3669,2581
1996,"Comedy,Drama,Music",3670,2582
1993,"Comedy,Drama,Romance",3671,509
2007,"Biography,Comedy,Drama",3672,2583
2008,"Comedy,Drama",3673,1118
2004,"Comedy,Drama",3674,445
2013,"Crime,Thriller",3675,2584
2007,"Crime,Mystery,Thriller",3676,2585
2011,Horror,3677,2586
2016,Thriller,3678,1365
1992 1993 1994,"Mystery & Suspense,Action & Adventure",3679,2587
2011,"Horror,Thriller",3680,2588
2007,Drama,3681,2261
1996,Thriller,3682,2589
2011,Horror,3683,2586
2013,"Adventure,Comedy,Drama",3684,1489
2014,"Action,Comedy,Thriller",3685,2590
2014,"Comedy,Romance",3686,382
2013,"Action,Comedy,Sci-Fi",3687,396
2014,"Comedy,Drama",3688,232
2007,"Comedy,Romance,Sport",3689,2591
2007,"Biography,Comedy,Drama",3690,2583
2009,"Comedy,Drama,Romance",3691,531
2010,"Comedy,Drama",3692,2518
2012,"Comedy,Drama,Romance",3693,650
2016,Thriller,3694,1365
1940,"Comedy,Drama,Musical",3695,2592
2007,Drama,3696,2261
2005,Comedy,3697,1045
2006,Horror,3698,2593
2013,Drama,3699,181
2002,"Drama,Comedy,Musical",3700,2594
2014,"Comedy,Drama",3701,232
2012,Drama,3702,688
2014,"Comedy,Romance",3703,382
2014,"Action,Crime,Drama",3704,332
2014,"Romance,Sci-Fi",3705,2595
2014,"Comedy,Drama",3706,232
2012,Comedy,3707,387
2014,"Drama,Thriller",3708,2596
2008,"Drama,Romance",3709,310
2011,"Crime,Thriller",3710,2597
2008,"Drama,Thriller",3711,2598
2006,"Horror,Thriller",3712,122
2011,"Comedy,Romance",3713,708
2002,"Crime,Drama",3714,1043
2002,Comedy,3715,1161
2010,Drama,3716,1035
2007,"Comedy,Drama,Horror",3717,2599
1973,"Animation,Adventure,Comedy",3718,1103
1952,"Action,Adventure,Family",3719,2600
2014,Drama,3720,366
2014,"Comedy,Drama",3721,232
2014,"Comedy,Drama",3722,232
2014,"Crime,Drama",3723,2601
2013,"Comedy,Drama",3724,709
2014,"Comedy,Drama",3725,232
1985,"Short,Drama",3726,2602
2013,"Drama,Romance",3727,2356
2000,Comedy,3728,831
1991,"Crime,Drama",3729,2603
1997,"Comedy,Crime,Drama",3730,2604
1997,"Action,Crime,Drama",3731,1327
2002,"Drama,Action,Crime",3732,2605
1999,"Comedy,Drama",3733,1858
2001,"Comedy,Drama",3734,12
1998,"Comedy,Drama,Romance",3735,2503
1999,"Comedy,Drama,Romance",3736,1372
2002,"Romance,Comedy,Drama",3737,2606
1995,"Comedy,Drama,Romance",3738,178
2001,"Comedy,Romance",3739,691
2003,"Comedy,Drama,Romance",3740,683
1995,"Crime,Drama,Romance",3741,2607
1993,"Thriller,Drama",3742,2608
1994,"Romance,Comedy,Drama",3743,2609
1996,"Comedy,Crime",3744,2610
2006,"Comedy,Crime,Drama",3745,2611
2006,"Action,Crime,Drama",3746,694
2002,"Comedy,Drama",3747,508
2015,"Biography,Drama,Music",3748,2529
2002,"Comedy,Drama",3749,508
2001,Comedy,3750,189
2008,"Comedy,Drama",3751,1118
1996,"Action,Crime,Drama",3752,536
2013,"Documentary,Comedy",3753,1947
2012,"Comedy,Romance",3754,2353
2011,"Comedy,Romance",3755,708
2010,,3756,2612
2014,"Comedy,Romance",3757,382
2000,"Drama,Romance,Sport",3758,2613
1998,"Biography,Drama,Music",3759,2614
1992,"Action,Crime,Thriller",3760,1306
1995,"Crime,Drama",3761,2615
1998,"Comedy,Crime",3762,1987
2001,"Drama,Sci-Fi",3763,330
1962,"Adventure,Family,Fantasy",3764,2616
2010,"Mystery,Thriller",3765,2617
2005,"Action,Drama,Thriller",3766,2618
2006,"Drama,Mystery,Thriller",3767,1745
1956,"Crime,Film-Noir,Thriller",3768,2619
1975,"Adventure,Drama,History",3769,2620
1995,"Mystery,Sci-Fi,Thriller",3770,2621
1982,"Horror,Sci-Fi",3771,2622
2011,Horror,3772,2586
1999,"Comedy,Drama,Romance",3773,1372
2007,Horror,3774,638
2009,"Horror,Thriller",3775,123
2011,"Comedy,Drama",3776,395
2004,Horror,3777,2623
1989,Horror,3778,1463
2012,"Drama,Romance",3779,2478
2000,"Drama,Mystery,Sci-Fi",3780,2624
2008,"Documentary,Comedy,War",3781,2625
2012,Documentary,3782,455
2010,Documentary,3783,27
2011,Documentary,3784,45
2007,"Documentary,Comedy",3785,2626
2005,"Action,Adventure,Drama",3786,1494
2006,Comedy,3787,832
1998,"Drama,War",3788,2627
1999,"Drama,Romance",3789,528
1998,"Biography,Drama,History",3790,2628
1973,"Action,Crime,Drama",3791,206
2013,"Short,Comedy",3792,2629
2010,Comedy,3793,670
2015,Comedy,3794,573
1971,"Comedy,Family",3795,2630
2015,"Comedy,Horror",3796,266
2011,"Comedy,Fantasy",3797,2631
2014,Comedy,3798,652
2013,"Comedy,Horror",3799,443
1997,Drama,3800,649
1979,Drama,3801,2122
1971,"Action,Crime,Drama",3802,1663
1994,"Fantasy,Horror,Mystery",3803,2632
2009,"Documentary,Horror",3804,2633
2011,"Documentary,Horror",3805,2634
1984,Horror,3806,305
1988,"Horror,Thriller",3807,2635
1987,"Horror,Thriller",3808,2636
2015,"Comedy,Drama",3809,1384
1951,"Adventure,Romance,War",3810,2637
1976,"Comedy,Family,Fantasy",3811,2437
1956,"Adventure,Drama,Western",3812,2638
1972,Western,3813,1541
1969,"Action,Adventure,Western",3814,2639
1966,Western,3815,1971
1969,Western,3816,2640
1968,"Action,Crime,Mystery",3817,2641
1992,Comedy,3818,2550
1967,"Comedy,Drama,Romance",3819,2642
1984,Comedy,3820,162
1996,"Drama,Thriller",3821,319
1986,"Comedy,Drama",3822,2643
1983,"Drama,Music",3823,2644
2001,"Drama,Musical,Romance",3824,2645
1930,"Drama,War",3825,2646
1967,"Comedy,Drama",3826,1497
1949,"Comedy,Musical,Romance",3827,2215
1929,"Musical,Romance",3828,2647
1936,"Biography,Drama,Musical",3829,2648
1997,"Comedy,Drama,Romance",3830,1919
1959,"Family,Comedy,Fantasy",3831,2649
2008,"Comedy,Musical,Romance",3832,2650
2002,Comedy,3833,1161
1936,"Drama,Romance",3834,2651
1968,"Comedy,Family,Fantasy",3835,1911
2003,"Drama,Romance,Thriller",3836,2652
1967,"Biography,Crime,Drama",3837,2653
1976,"Biography,Drama,History",3838,2654
1969,Drama,3839,1433
1966,"Comedy,Family",3840,2655
1972,"Comedy,Family",3841,2656
1977,"Drama,Music,Romance",3842,2657
1963,"Comedy,Sci-Fi,Family",3843,2658
1979,"Family,Comedy,Western",3844,2659
1975,"Family,Comedy,Western",3845,2660
2015,"Horror,Thriller",3846,59
1957,"Family,Drama,Adventure",3847,2661
1997,"Action,Comedy,Crime",3848,2662
1999,"Comedy,Crime,Drama",3849,2663
1939,"Mystery,Thriller",3850,2664
1992,"Comedy,Music,Musical",3851,2665
1983,"Drama,Romance,Music",3852,2666
1993,"Comedy,Music",3853,823
1984,"Drama,Music,Romance",3854,2667
1997,"Action,Drama,Sci-Fi",3855,2668
1997,"Action,Adventure,Thriller",3856,1148
1996,"Action,Adventure,Drama",3857,620
2003,"Action,Adventure,Sci-Fi",3858,982
2006,"Action,Adventure,Drama",3859,1797
2000,"Action,Adventure,Drama",3860,2669
1986,"Action,Adventure,Comedy",3861,2670
2000,"Comedy,Fantasy,Romance",3862,1305
1990,"Action,Comedy,Crime",3863,1718
1992,"Comedy,Crime",3864,2671
2011,War,3865,2672
1999,Comedy,3866,740
1996,"Comedy,Romance,Sci-Fi",3867,2673
1992,"Comedy,Drama,Romance",3868,2100
2002,"Comedy,Action,Sci-Fi",3869,2674
2002,"Action,Adventure,Comedy",3870,1002
1985,"Documentary,Biography,Drama",3871,2675
1993,"Comedy,Family,Fantasy",3872,1232
2013,"Drama,Sci-Fi,Thriller",3873,2676
2010,"Drama,Family",3874,1929
2003,"Crime,Drama",3875,2677
2002,Comedy,3876,1161
2006,"Comedy,Sport",3877,1867
2008,"Horror,Thriller",3878,1408
2011,"Crime,Drama,Horror",3879,2678
2001,"Sci-Fi,Horror,Mystery",3880,2679
2010,"Drama,Fantasy,Romance",3881,2477
2007,Drama,3882,2261
2002,"Drama,Mystery,Thriller",3883,2680
2006,"Romance,Drama",3884,2681
2014,"Sci-Fi,Thriller",3885,2682
2014,"Action,Crime,Thriller",3886,1292
2012,"Action,Crime,Mystery",3887,552
2014,"Action,Crime,Drama",3888,332
2013,"Drama,Family",3889,1267
2014,"Horror,Thriller",3890,270
2014,"Fantasy,Horror",3891,2683
2014,"Horror,Romance,Thriller",3892,2684
2014,"Horror,Sci-Fi",3893,2685
2015,"Comedy,Drama,Romance",3894,193
2014,"Action,Sci-Fi,Thriller",3895,2057
2013,"Drama,Fantasy,Thriller",3896,2686
2001,"Fantasy,Mystery,Romance",3897,2687
2012,"Action,Crime,Mystery",3898,552
2010,"Action,Comedy,Romance",3899,1436
2001,"Adventure,Drama,Sci-Fi",3900,2688
2009,"Crime,Drama,Mystery",3901,2689
2002,"Drama,Thriller",3902,2690
1996,"Action,Adventure,Comedy",3903,518
2000,"Action,Crime,Drama",3904,2371
1993,"Biography,Drama,Mystery",3905,2691
1998,"Action,Adventure,Sci-Fi",3906,1004
1994,"Action,Comedy,Mystery",3907,2692
2000,"Adventure,Drama,Sci-Fi",3908,2693
2013,"Short,Adventure",3909,2694
1994,"Action,Adventure,Comedy",3910,240
2000,"Action,Sci-Fi,Thriller",3911,2695
1998,"Drama,Mystery,Sci-Fi",3912,2696
2008,"Comedy,Drama,Romance",3913,293
2012,Comedy,3914,387
2006,"Comedy,Drama,Romance",3915,499
1988,Drama,3916,274
2012,"Comedy,Family,Romance",3917,2171
2007,"Drama,Family,Sport",3918,2697
2009,"Comedy,Family",3919,1932
1997,Comedy,3920,733
2015,"Drama,Family,Fantasy",3921,728
1976,Horror,3922,2698
2011,"Action,Comedy,Family",3923,2699
1977,"Sci-Fi,Horror",3924,2700
1976,Horror,3925,2698
2008,"Comedy,Drama,Romance",3926,293
1984,"Action,Crime",3927,2701
1977,"Horror,Sci-Fi,Thriller",3928,2702
1981,"Action,Drama",3929,2703
1980,"Horror,Sci-Fi",3930,2704
2013,"Animation,Family,Musical",3931,2705
1977,"Family,Animation",3932,2706
2005,Documentary,3933,325
2014,Family,3934,1257
2015,"Comedy,Drama,Family",3935,882
2013,Family,3936,2168
2007,Documentary,3937,566
2013,"Drama,Family,Sport",3938,2707
1959,"Action,Drama,History",3939,2708
2015,"Short,Adventure,Comedy",3940,2709
2014,Family,3941,1257
2011,"Drama,Romance",3942,2397
2006,Documentary,3943,28
2001,"Crime,Documentary",3944,2710
2004,"Drama,History,War",3945,2711
1963,Drama,3946,85
2006,"Animation,Adventure,Comedy",3947,770
2009,"Animation,Family",3948,2712
1990,"Fantasy,Horror,Mystery",3949,2713
1990,"Action,Adventure,Horror",3950,2714
1982,"Crime,Horror,Thriller",3951,2715
1978,"Comedy,Sport",3952,1966
1989,"Adventure,Horror,Mystery",3953,928
1989,"Sci-Fi,Thriller",3954,2716
2001,Thriller,3955,2440
2002,"Comedy,Drama",3956,508
1997,"Action,Adventure,Horror",3957,2717
1999,"Action,Sci-Fi,Thriller",3958,2718
1990,"Comedy,Horror,Sci-Fi",3959,2719
2002,"Action,Comedy,Horror",3960,2720
2004,"Adventure,Horror,Thriller",3961,2721
1990,"Comedy,Horror,Sci-Fi",3962,2719
1995,"Action,Adventure,Mystery",3963,2722
1989,"Action,Comedy,Drama",3964,2723
1994,"Horror,Sci-Fi,Thriller",3965,2724
1995,"Horror,Sci-Fi",3966,2725
2004,Family,3967,2726
1998,"Horror,Sci-Fi,Thriller",3968,2727
2003,"Comedy,Family",3969,847
2014,"Animation,Drama,Family",3970,2728
2009,"Drama,Family,Music",3971,2729
2015,"Comedy,Drama,Music",3972,460
2011,"Drama,Family,Fantasy",3973,2730
2013,"Drama,Family",3974,1267
2015,"Comedy,Horror",3975,266
2009,"Adventure,Comedy,Family",3976,1165
2015,"Comedy,Drama,Romance",3977,193
2002,Thriller,3978,1042
2006,"Adventure,Family,Western",3979,2731
1974,Horror,3980,1752
2006,"Adventure,Comedy,Family",3981,1928
1985,"Drama,Sci-Fi,Thriller",3982,2732
1989,"Horror,Thriller",3983,2733
1981,"Horror,Thriller",3984,471
2015,Comedy,3985,573
1997,"Action,Thriller",3986,2734
1994,"Action,Crime,Sci-Fi",3987,2735
1995,"Action,Crime,Thriller",3988,2374
2014,"Comedy,Drama,Family",3989,703
2013,Comedy,3990,381
2009,"Documentary,Adventure,Western",3991,2736
2012,Drama,3992,688
2010,"Drama,Family",3993,1929
2013,Documentary,3994,444
2009,"Drama,Family",3995,2167
1998,"Drama,Fantasy,Sci-Fi",3996,2737
1977,"Drama,Sci-Fi",3997,2738
1997,"Drama,Mystery,Sci-Fi",3998,2739
2013,Family,3999,2168
1997,"Drama,Sci-Fi,Thriller",4000,2740
1997,"Horror,Sci-Fi",4001,329
2007,"Adventure,Sci-Fi,Thriller",4002,2741
1981,Horror,4003,2742
1986,"Comedy,Horror",4004,2743
1985,"Comedy,Horror",4005,1526
1986,"Horror,Sci-Fi",4006,2744
1993,Horror,4007,595
1988,"Horror,Sci-Fi",4008,2745
1987,"Drama,Horror,Thriller",4009,2746
1984,"Comedy,Horror,Sci-Fi",4010,2747
1986,Thriller,4011,2748
1993,"Action,Thriller",4012,2749
1985,"Adventure,Drama",4013,2750
2009,"Drama,Family",4014,2167
1987,"Action,Crime,Drama",4015,1795
2010,Comedy,4016,670
1989,"Action,Comedy,Crime",4017,689
1990,"Action,Adventure,Crime",4018,2751
1992,"Action,Crime,Sci-Fi",4019,2752
1981,"Action,Crime,Thriller",4020,2753
1989,"Action,Sci-Fi,Sport",4021,2754
1994,Horror,4022,2755
1988,Horror,4023,1523
2011,"Mystery,Sci-Fi,Thriller",4024,556
2005,"Fantasy,Horror,Mystery",4025,2756
2015,"Comedy,Drama,Romance",4026,193
1998,"Horror,Thriller",4027,589
1998,"Horror,Sci-Fi,Thriller",4028,2727
2012,"Drama,Family",4029,1273
1993,"Horror,Romance",4030,2757
1958 1959 1960,"Horror,Mystery & Suspense,Comedy",4031,2758
2013,"Drama,Family",4032,1267
1991,Horror,4033,2568
2007,"Drama,Horror,Thriller",4034,2759
1989,"Comedy,Horror,Sci-Fi",4035,2760
1985,"Comedy,Horror,Sci-Fi",4036,2761
2014,"Drama,Family",4037,809
1982,"Action,Adventure,Sci-Fi",4038,1715
1973,"Action,Crime,Drama",4039,206
1986,"Crime,Thriller",4040,2762
1986,"Action,Thriller",4041,2763
2013,"Comedy,Family",4042,2223
1987,"Comedy,Thriller",4043,2764
1991,"Action,Comedy,Crime",4044,541
1974,"Comedy,Sci-Fi",4045,2765
1990,"Horror,Sci-Fi,Thriller",4046,2766
2005,"Comedy,Horror,Sci-Fi",4047,2767
1965,"Mystery,Horror,Sci-Fi",4048,2768
2015,"Drama,Romance",4049,466
