flight,sched_arr_time,original_index,unique_index
AA-404-MIA-MCO,7:45 a.m.,1165,18
CO-45-EWR-MIA,7:05 p.m.,1166,145
AA-3809-PHX-LAX,6:40 a.m.,1167,48
AA-59-JFK-SFO,10:45 a.m.,1168,49
AA-222-LAX-BOS,3:30 p.m.,1169,47
AA-3859-IAH-ORD,9:40 a.m.,1170,0
AA-518-MIA-JFK,9:25 a.m.,1171,3
CO-1586-IAH-MCO,,1172,149
UA-3925-IAD-ORF,9:54 a.m.,1173,186
AA-1733-ORD-PHX,10:30 p.m.,1174,1
UA-414-LAX-SFO,,1175,61
UA-3515-IAD-MSP,,1176,67
AA-3468-CVG-MIA,9:55 a.m.,1177,6
AA-484-DFW-MIA,7:55 p.m.,1178,7
CO-63-EWR-IAH,,1179,166
AA-466-IAH-MIA,9:20 a.m.,1180,9
UA-3050-PHX-CLT,4:57 p.m.,1181,161
AA-1886-BOS-MIA,2:20 p.m.,1182,10
AA-1664-MIA-ATL,12:10 p.m.,1183,12
AA-404-MIA-MCO,7:45 a.m.,1184,18
AA-3756-ORD-SLC,2:45 p.m.,1185,4
UA-382-IAD-LAX,,1186,83
UA-2945-PHL-CLT,1:45 p.m.,1187,165
AA-2050-ORD-MIA,2:45 p.m.,1188,20
UA-248-PHX-ORD,4:52 p.m.,1189,168
AA-4330-CVG-ORD,4:00 p.m.,1190,21
AA-4307-ORD-DTW,9:10 p.m.,1191,23
CO-1694-LAX-IAH,12:21 a.m. Dec 02,1192,170
UA-843-LAX-ORD,,1193,96
CO-1193-EWR-MCO,12:18 p.m.,1194,97
AA-1221-MCO-ORD,9:45 p.m.,1195,28
CO-16-LAX-EWR,6:44 p.m.,1196,105
AA-400-DFW-JFK,2:59 p.m.,1197,29
UA-664-ORD-PHL,4:31 p.m.,1198,173
AA-1522-SFO-ORD,5:50 a.m.,1199,195
UA-257-JFK-SFO,6:15 p.m.,1200,164
UA-3373-IAD-PHL,9:24 a.m.,1201,198
CO-1250-MIA-IAH,,1202,178
UA-6273-YYC-SFO,,1203,120
UA-828-SFO-ORD,5:11 a.m.,1204,209
CO-4888-IAH-DAL,6:09 p.m.,1205,180
UA-2704-DTW-PHX,,1206,124
UA-2708-EWR-CLT,,1207,126
UA-1500-IAH-GUA,,1208,182
AA-3804-PHL-ORD,4:05 p.m.,1209,38
AA-2268-PHX-ORD,11:35 a.m.,1210,40
UA-233-LAX-JFK,12:29 a.m. Dec 02,1211,176
AA-4277-CVG-JFK,2:15 p.m.,1212,41
AA-2957-DFW-CVG,11:05 a.m.,1213,11
UA-37-EDI-EWR,11:53 a.m.,1214,134
AA-789-ORD-DEN,2:35 p.m.,1215,42
UA-854-SFO-IAH,1:39 p.m.,1216,204
AA-85-JFK-SFO,6:30 p.m.,1217,44
AA-1640-MIA-MCO,7:25 p.m.,1218,2
AA-1544-SAN-ORD,5:25 p.m.,1219,45
AA-3786-IAH-ORD,6:40 p.m.,1220,46
AA-3809-PHX-LAX,6:40 a.m.,1221,48
AA-59-JFK-SFO,10:45 a.m.,1222,49
AA-3859-IAH-ORD,,1223,50
CO-1586-IAH-MCO,10:15 p.m.,1224,51
AA-518-MIA-JFK,,1225,52
UA-397-JFK-SFO,,1226,53
UA-3925-IAD-ORF,,1227,54
AA-1733-ORD-PHX,,1228,55
UA-2830-MCO-CLT,,1229,56
CO-58-DEN-IAH,2:50 p.m.,1230,57
AA-1544-SAN-ORD,,1231,58
UA-5487-SFO-MRY,,1232,59
AA-204-LAX-MCO,,1233,60
UA-414-LAX-SFO,,1234,61
CO-1614-LAX-IAH,5:35 a.m.,1235,62
UA-2726-FLL-PHL,,1236,63
CO-52-IAH-LAX,9:21 a.m.,1237,64
CO-1090-BOS-IAH,1:16 p.m.,1238,65
AA-616-DFW-DTW,,1239,66
UA-3515-IAD-MSP,,1240,67
AA-3468-CVG-MIA,,1241,68
AA-484-DFW-MIA,,1242,69
AA-1886-BOS-MIA,,1243,70
CO-62-IAH-EWR,7:03 p.m.,1244,71
CO-1561-PHX-IAH,11:35 a.m.,1245,72
UA-2314-ATL-PHL,,1246,73
AA-446-DFW-PHL,,1247,74
CO-1023-IAH-DEN,1:17 p.m.,1248,75
AA-466-IAH-MIA,,1249,76
UA-3050-PHX-CLT,,1250,77
CO-89-IAH-EWR,10:20 a.m.,1251,78
CO-1088-CLE-IAH,10:54 a.m.,1252,79
AA-1664-MIA-ATL,,1253,80
AA-1279-DFW-PHX,,1254,81
UA-854-SFO-IAH,,1255,82
UA-382-IAD-LAX,,1256,83
AA-4344-ORD-DTW,,1257,84
UA-257-JFK-SFO,,1258,85
UA-2945-PHL-CLT,,1259,86
CO-63-EWR-IAH,8:22 p.m.,1260,87
CO-47-IAH-LAX,8:56 p.m.,1261,88
AA-2050-ORD-MIA,,1262,89
UA-248-PHX-ORD,,1263,90
AA-4330-CVG-ORD,4:00 p.m.,1264,21
AA-1434-DFW-MCO,,1265,91
AA-1640-MIA-MCO,,1266,92
AA-4307-ORD-DTW,,1267,93
AA-3-JFK-LAX,,1268,94
CO-1694-LAX-IAH,12/2/11 12:21 a.m.,1269,95
UA-843-LAX-ORD,,1270,96
CO-1193-EWR-MCO,12:18 p.m.,1271,97
AA-3842-MSP-ORD,,1272,98
AA-643-MIA-ORD,,1273,99
AA-1007-MIA-PHX,,1274,100
AA-2525-DFW-MIA,,1275,101
UA-2906-PHL-MCO,,1276,102
UA-938-DEN-ORD,,1277,103
AA-1221-MCO-ORD,,1278,104
CO-16-LAX-EWR,6:44 p.m.,1279,105
UA-2515-DFW-CLT,,1280,106
AA-400-DFW-JFK,,1281,107
UA-664-ORD-PHL,,1282,108
AA-3756-ORD-SLC,,1283,109
UA-37-EWR-MCO,4:17 p.m.,1284,110
AA-1522-SFO-ORD,,1285,111
UA-233-LAX-JFK,,1286,112
AA-3823-LAX-DEN,,1287,113
AA-2312-DFW-DTW,,1288,114
AA-1165-JFK-MIA,,1289,115
AA-431-MIA-SFO,,1290,116
UA-3373-IAD-PHL,,1291,117
AA-649-ORD-SNA,,1292,118
CO-1250-MIA-IAH,4:48 p.m.,1293,119
UA-6273-YYC-SFO,,1294,120
UA-828-SFO-ORD,12/2/11 5:11 a.m.,1295,121
CO-4888-IAH-DAL,,1296,122
UA-858-PVG-SFO,,1297,123
UA-2704-DTW-PHX,,1298,124
AA-3063-SLC-LAX,,1299,125
UA-2708-EWR-CLT,,1300,126
UA-62-IAH-EWR,7:03 p.m.,1301,127
UA-1500-IAH-GUA,11:45 a.m.,1302,128
AA-3804-PHL-ORD,,1303,129
AA-1917-JFK-MCO,,1304,130
AA-2268-PHX-ORD,,1305,131
AA-4277-CVG-JFK,,1306,132
AA-2957-DFW-CVG,,1307,133
UA-37-EDI-EWR,11:53 a.m.,1308,134
AA-789-ORD-DEN,,1309,135
AA-415-BOS-ORD,,1310,136
AA-85-JFK-SFO,,1311,137
AA-3979-CVG-ORD,,1312,138
AA-3786-IAH-ORD,,1313,139
AA-271-MIA-LAX,,1314,140
CO-50-CLE-EWR,4:49 p.m.,1315,141
UA-3099-PHX-PHL,,1316,142
AA-4198-ORD-CLE,,1317,143
AA-404-MIA-MCO,,1318,144
CO-45-EWR-MIA,7:05 p.m.,1319,145
AA-3809-PHX-LAX,,1320,146
AA-59-JFK-SFO,,1321,147
AA-222-LAX-BOS,,1322,148
AA-3859-IAH-ORD,9:40aDec 1,1323,268
CO-1586-IAH-MCO,10:15 p.m.,1324,51
AA-518-MIA-JFK,9:25aDec 1,1325,269
UA-397-JFK-SFO,11:55aDec 1,1326,270
UA-3925-IAD-ORF,9:54aDec 1,1327,271
AA-1733-ORD-PHX,10:30 p.m.,1328,1
AA-3-JFK-LAX,3:15 p.m.,1329,24
UA-2830-MCO-CLT,5:05 p.m.,1330,151
CO-58-DEN-IAH,2:50 p.m.,1331,57
UA-5487-SFO-MRY,11:19aDec 1,1332,272
AA-204-LAX-MCO,6:55aDec 2,1333,273
UA-414-LAX-SFO,7:23aDec 1,1334,274
CO-1614-LAX-IAH,5:35aDec 1,1335,275
UA-2726-FLL-PHL,6:46 p.m.,1336,155
CO-52-IAH-LAX,9:21aDec 2,1337,276
CO-1090-BOS-IAH,1:16 p.m.,1338,65
AA-616-DFW-DTW,12:35 p.m.,1339,15
UA-3515-IAD-MSP,10:06aDec 1,1340,277
AA-3468-CVG-MIA,9:55aDec 1,1341,278
AA-484-DFW-MIA,7:55 p.m.,1342,7
AA-1886-BOS-MIA,2:20 p.m.,1343,10
CO-62-IAH-EWR,7:03 p.m.,1344,71
CO-1561-PHX-IAH,11:35aDec 1,1345,279
UA-2314-ATL-PHL,5:00 p.m.,1346,203
AA-446-DFW-PHL,3:50 p.m.,1347,8
CO-1023-IAH-DEN,1:17 p.m.,1348,75
AA-466-IAH-MIA,9:20aDec 1,1349,280
UA-3050-PHX-CLT,4:57 p.m.,1350,161
CO-89-IAH-EWR,10:20aDec 1,1351,281
CO-1088-CLE-IAH,10:54aDec 1,1352,282
AA-1664-MIA-ATL,12:10 p.m.,1353,12
AA-1279-DFW-PHX,2:35 p.m.,1354,14
UA-854-SFO-IAH,1:39 p.m.,1355,204
UA-382-IAD-LAX,3:03 p.m.,1356,283
AA-4344-ORD-DTW,2:00 p.m.,1357,16
UA-257-JFK-SFO,6:15 p.m.,1358,164
UA-2945-PHL-CLT,1:45 p.m.,1359,165
CO-63-EWR-IAH,8:22 p.m.,1360,87
CO-47-IAH-LAX,10:48 p.m.,1361,284
AA-2050-ORD-MIA,2:45 p.m.,1362,20
UA-248-PHX-ORD,5:15 p.m.,1363,208
AA-4330-CVG-ORD,4:00 p.m.,1364,21
AA-1434-DFW-MCO,10:35aDec 1,1365,285
AA-1640-MIA-MCO,7:25 p.m.,1366,2
AA-4307-ORD-DTW,9:10 p.m.,1367,23
CO-1694-LAX-IAH,12:21aDec 2,1368,286
UA-843-LAX-ORD,7:53 p.m.,1369,192
CO-1193-EWR-MCO,12:18 p.m.,1370,97
AA-3842-MSP-ORD,7:30aDec 1,1371,287
AA-643-MIA-ORD,9:35aDec 1,1372,288
AA-1007-MIA-PHX,8:05 p.m.,1373,27
UA-2906-PHL-MCO,6:23 p.m.,1374,171
UA-938-DEN-ORD,7:35 p.m.,1375,193
AA-1221-MCO-ORD,9:45 p.m.,1376,28
CO-16-LAX-EWR,6:44 p.m.,1377,105
UA-2515-DFW-CLT,10:31aDec 1,1378,289
AA-400-DFW-JFK,2:59 p.m.,1379,29
UA-664-ORD-PHL,4:31 p.m.,1380,173
AA-3756-ORD-SLC,2:45 p.m.,1381,4
UA-37-EWR-MCO,4:17 p.m.,1382,110
AA-1522-SFO-ORD,5:50aDec 2,1383,290
UA-233-LAX-JFK,12:29aDec 2,1384,291
AA-3823-LAX-DEN,12:15aDec 2,1385,292
AA-2312-DFW-DTW,11:50 p.m.,1386,33
AA-1165-JFK-MIA,10:34aDec 1,1387,293
AA-431-MIA-SFO,11:50aDec 1,1388,294
AA-649-ORD-SNA,3:50 p.m.,1389,36
CO-1250-MIA-IAH,4:48 p.m.,1390,119
UA-6273-YYC-SFO,9:43aDec 1,1391,295
UA-828-SFO-ORD,5:11aDec 2,1392,296
CO-4888-IAH-DAL,6:40 p.m.,1393,206
UA-858-PVG-SFO,8:27aDec 1,1394,297
UA-2704-DTW-PHX,1:40 p.m.,1395,201
AA-3063-SLC-LAX,9:18 p.m.,1396,298
UA-2708-EWR-CLT,4:53 p.m.,1397,202
UA-62-IAH-EWR,7:03 p.m.,1398,127
UA-1500-IAH-GUA,12:05 p.m.,1399,299
AA-3804-PHL-ORD,4:05 p.m.,1400,38
AA-1917-JFK-MCO,5:55 p.m.,1401,39
AA-2268-PHX-ORD,11:35aDec 1,1402,300
AA-4277-CVG-JFK,2:15 p.m.,1403,41
AA-2957-DFW-CVG,11:05aDec 1,1404,301
UA-37-EDI-EWR,11:53aDec 1,1405,302
AA-789-ORD-DEN,2:35 p.m.,1406,42
AA-415-BOS-ORD,10:40aDec 1,1407,303
AA-85-JFK-SFO,6:30 p.m.,1408,44
AA-3979-CVG-ORD,8:00aDec 1,1409,304
AA-1544-SAN-ORD,5:25 p.m.,1410,45
AA-3786-IAH-ORD,6:40 p.m.,1411,46
AA-271-MIA-LAX,2:25 p.m.,1412,19
AA-2525-DFW-MIA,11:10aDec 1,1413,305
CO-50-CLE-EWR,4:49 p.m.,1414,141
UA-3099-PHX-PHL,6:17 p.m.,1415,185
AA-4198-ORD-CLE,12:55 p.m.,1416,30
AA-404-MIA-MCO,7:45aDec 1,1417,306
CO-45-EWR-MIA,7:05 p.m.,1418,145
AA-3809-PHX-LAX,6:40aDec 1,1419,307
AA-59-JFK-SFO,10:45aDec 1,1420,308
AA-222-LAX-BOS,3:30 p.m.,1421,47
AA-446-DFW-PHL,3:50 p.m.,1422,8
UA-3373-IAD-PHL,9:24 a.m.,1423,198
AA-3804-PHL-ORD,,1424,129
UA-664-ORD-PHL,4:31 p.m.,1425,173
CO-1586-IAH-MCO,10:15 p.m.,1426,51
CO-52-IAH-LAX,9:21 a.m.,1427,64
CO-1023-IAH-DEN,1:17 p.m.,1428,75
CO-89-IAH-EWR,10:20 a.m.,1429,78
CO-1694-LAX-IAH,12:21 a.m.,1430,191
CO-1614-LAX-IAH,5:35 a.m.,1431,62
CO-1088-CLE-IAH,10:54 a.m.,1432,79
CO-58-DEN-IAH,2:50 p.m.,1433,57
CO-50-CLE-EWR,4:49 p.m.,1434,141
CO-62-IAH-EWR,7:03 p.m.,1435,71
CO-1193-EWR-MCO,12:18 p.m.,1436,97
CO-16-LAX-EWR,6:44 p.m.,1437,105
CO-1090-BOS-IAH,1:16 p.m.,1438,65
CO-1250-MIA-IAH,4:48 p.m.,1439,119
CO-47-IAH-LAX,8:56 p.m.,1440,88
CO-4888-IAH-DAL,6:40 p.m.,1441,206
CO-45-EWR-MIA,7:05 p.m.,1442,145
CO-63-EWR-IAH,8:22 p.m.,1443,87
CO-1561-PHX-IAH,11:35 a.m.,1444,72
AA-3842-MSP-ORD,7:30 a.m.,1445,25
AA-3804-PHL-ORD,4:05 p.m.,1446,38
CO-1090-BOS-IAH,1:16 p.m.,1447,65
AA-1917-JFK-MCO,5:55 p.m.,1448,39
UA-2906-PHL-MCO,6:23 p.m.,1449,171
CO-89-IAH-EWR,10:20 a.m.,1450,78
UA-938-DEN-ORD,7:35 p.m.,1451,193
UA-3925-IAD-ORF,9:54 a.m.,1452,186
AA-789-ORD-DEN,2:35 p.m.,1453,42
AA-1434-DFW-MCO,10:35 a.m.,1454,22
UA-664-ORD-PHL,4:31 p.m.,1455,173
AA-3756-ORD-SLC,2:45 p.m.,1456,4
CO-1614-LAX-IAH,5:35 a.m.,1457,62
CO-58-DEN-IAH,2:50 p.m.,1458,57
UA-233-LAX-JFK,12:29 a.m.,1459,196
AA-3979-CVG-ORD,8:00 a.m.,1460,13
AA-3823-LAX-DEN,12:15 a.m.,1461,197
AA-3786-IAH-ORD,6:40 p.m.,1462,46
AA-431-MIA-SFO,11:50 a.m.,1463,35
AA-1733-ORD-PHX,10:30 p.m.,1464,1
UA-3373-IAD-PHL,9:24 a.m.,1465,198
UA-3099-PHX-PHL,6:17 p.m.,1466,185
UA-2314-ATL-PHL,5:00 p.m.,1467,203
CO-16-LAX-EWR,6:44 p.m.,1468,105
CO-1250-MIA-IAH,4:48 p.m.,1469,119
AA-3468-CVG-MIA,9:55 a.m.,1470,6
AA-2050-ORD-MIA,2:45 p.m.,1471,20
AA-415-BOS-ORD,10:40 a.m.,1472,43
AA-3063-SLC-LAX,9:20 p.m.,1473,37
AA-3809-PHX-LAX,6:40 a.m.,1474,48
AA-59-JFK-SFO,10:45 a.m.,1475,49
UA-62-IAH-EWR,7:03 p.m.,1476,127
AA-616-DFW-DTW,12:35 p.m.,1477,15
AA-3-JFK-LAX,3:15 p.m.,1478,24
CO-1694-LAX-IAH,12:21 a.m.,1479,191
AA-446-DFW-PHL,3:50 p.m.,1480,8
UA-397-JFK-SFO,11:55 a.m.,1481,150
AA-85-JFK-SFO,6:30 p.m.,1482,44
AA-431-MIA-SFO,11:50 a.m.,1483,35
AA-59-JFK-SFO,10:45 a.m.,1484,49
UA-257-JFK-SFO,6:15 p.m.,1485,164
UA-414-LAX-SFO,7:23 a.m.,1486,189
AA-3859-IAH-ORD,,1487,50
CO-1586-IAH-MCO,10:15 p.m.,1488,51
AA-518-MIA-JFK,,1489,52
UA-397-JFK-SFO,,1490,53
UA-3925-IAD-ORF,,1491,54
AA-1733-ORD-PHX,,1492,55
UA-2830-MCO-CLT,,1493,56
CO-58-DEN-IAH,2:50 p.m.,1494,57
AA-1544-SAN-ORD,,1495,58
UA-5487-SFO-MRY,,1496,59
AA-204-LAX-MCO,,1497,60
UA-414-LAX-SFO,,1498,61
CO-1614-LAX-IAH,5:35 a.m.,1499,62
UA-2726-FLL-PHL,,1500,63
CO-52-IAH-LAX,9:21 a.m.,1501,64
CO-1090-BOS-IAH,1:16 p.m.,1502,65
AA-616-DFW-DTW,,1503,66
UA-3515-IAD-MSP,,1504,67
AA-3468-CVG-MIA,,1505,68
AA-484-DFW-MIA,,1506,69
AA-1886-BOS-MIA,,1507,70
CO-62-IAH-EWR,7:03 p.m.,1508,71
CO-1561-PHX-IAH,11:35 a.m.,1509,72
UA-2314-ATL-PHL,,1510,73
AA-446-DFW-PHL,,1511,74
CO-1023-IAH-DEN,1:17 p.m.,1512,75
AA-466-IAH-MIA,,1513,76
UA-3050-PHX-CLT,,1514,77
CO-89-IAH-EWR,10:20 a.m.,1515,78
CO-1088-CLE-IAH,10:54 a.m.,1516,79
AA-1664-MIA-ATL,,1517,80
AA-1279-DFW-PHX,,1518,81
UA-854-SFO-IAH,,1519,82
UA-382-IAD-LAX,,1520,83
AA-4344-ORD-DTW,,1521,84
UA-257-JFK-SFO,,1522,85
UA-2945-PHL-CLT,,1523,86
CO-63-EWR-IAH,8:22 p.m.,1524,87
CO-47-IAH-LAX,8:56 p.m.,1525,88
AA-2050-ORD-MIA,,1526,89
UA-248-PHX-ORD,,1527,90
AA-4330-CVG-ORD,4:00 p.m.,1528,21
AA-1434-DFW-MCO,,1529,91
AA-1640-MIA-MCO,,1530,92
AA-4307-ORD-DTW,,1531,93
AA-3-JFK-LAX,,1532,94
CO-1694-LAX-IAH,12/2/11 12:21 a.m.,1533,95
UA-843-LAX-ORD,,1534,96
CO-1193-EWR-MCO,12:18 p.m.,1535,97
AA-3842-MSP-ORD,,1536,98
AA-643-MIA-ORD,,1537,99
AA-1007-MIA-PHX,,1538,100
AA-2525-DFW-MIA,,1539,101
UA-2906-PHL-MCO,,1540,102
UA-938-DEN-ORD,,1541,103
AA-1221-MCO-ORD,,1542,104
CO-16-LAX-EWR,6:44 p.m.,1543,105
UA-2515-DFW-CLT,,1544,106
AA-400-DFW-JFK,,1545,107
UA-664-ORD-PHL,,1546,108
AA-3756-ORD-SLC,,1547,109
UA-37-EWR-MCO,4:17 p.m.,1548,110
AA-1522-SFO-ORD,,1549,111
UA-233-LAX-JFK,,1550,112
AA-3823-LAX-DEN,,1551,113
AA-2312-DFW-DTW,,1552,114
AA-1165-JFK-MIA,,1553,115
AA-431-MIA-SFO,,1554,116
UA-3373-IAD-PHL,,1555,117
AA-649-ORD-SNA,,1556,118
CO-1250-MIA-IAH,4:48 p.m.,1557,119
UA-6273-YYC-SFO,,1558,120
UA-828-SFO-ORD,12/2/11 5:11 a.m.,1559,121
CO-4888-IAH-DAL,,1560,122
UA-858-PVG-SFO,,1561,123
UA-2704-DTW-PHX,,1562,124
AA-3063-SLC-LAX,,1563,125
UA-2708-EWR-CLT,,1564,126
UA-62-IAH-EWR,7:03 p.m.,1565,127
UA-1500-IAH-GUA,11:45 a.m.,1566,128
AA-3804-PHL-ORD,,1567,129
AA-1917-JFK-MCO,,1568,130
AA-2268-PHX-ORD,,1569,131
AA-4277-CVG-JFK,,1570,132
AA-2957-DFW-CVG,,1571,133
UA-37-EDI-EWR,11:53 a.m.,1572,134
AA-789-ORD-DEN,,1573,135
AA-415-BOS-ORD,,1574,136
AA-85-JFK-SFO,,1575,137
AA-3979-CVG-ORD,,1576,138
AA-3786-IAH-ORD,,1577,139
AA-271-MIA-LAX,,1578,140
CO-50-CLE-EWR,4:49 p.m.,1579,141
UA-3099-PHX-PHL,,1580,142
AA-4198-ORD-CLE,,1581,143
AA-404-MIA-MCO,,1582,144
CO-45-EWR-MIA,7:05 p.m.,1583,145
AA-3809-PHX-LAX,,1584,146
AA-59-JFK-SFO,,1585,147
AA-222-LAX-BOS,,1586,148
AA-1733-ORD-PHX,10:30 p.m.,1587,1
CO-1586-IAH-MCO,10:15 p.m.,1588,51
UA-3925-IAD-ORF,9:54aDec 1,1589,271
AA-1640-MIA-MCO,7:25 p.m.,1590,2
UA-2830-MCO-CLT,5:05 p.m.,1591,151
UA-5487-SFO-MRY,11:19aDec 1,1592,272
AA-204-LAX-MCO,6:55aDec 2,1593,273
CO-1614-LAX-IAH,5:35aDec 1,1594,275
UA-2726-FLL-PHL,6:46 p.m.,1595,155
CO-1090-BOS-IAH,1:16 p.m.,1596,65
AA-3468-CVG-MIA,9:55aDec 1,1597,278
CO-62-IAH-EWR,7:03 p.m.,1598,71
CO-1023-IAH-DEN,1:17 p.m.,1599,75
AA-466-IAH-MIA,9:20aDec 1,1600,280
UA-3050-PHX-CLT,4:57 p.m.,1601,161
AA-1664-MIA-ATL,12:10 p.m.,1602,12
AA-3979-CVG-ORD,8:00aDec 1,1603,304
UA-382-IAD-LAX,3:03 p.m.,1604,283
AA-616-DFW-DTW,12:35 p.m.,1605,15
AA-4344-ORD-DTW,2:00 p.m.,1606,16
UA-2945-PHL-CLT,1:45 p.m.,1607,165
CO-47-IAH-LAX,10:48 p.m.,1608,284
AA-271-MIA-LAX,2:25 p.m.,1609,19
AA-3842-MSP-ORD,7:30aDec 1,1610,287
AA-643-MIA-ORD,9:35aDec 1,1611,288
AA-1007-MIA-PHX,8:05 p.m.,1612,27
AA-2525-DFW-MIA,11:10aDec 1,1613,305
AA-1221-MCO-ORD,9:45 p.m.,1614,28
UA-2515-DFW-CLT,10:31aDec 1,1615,289
AA-4307-ORD-DTW,9:10 p.m.,1616,23
UA-233-LAX-JFK,12:29aDec 2,1617,291
AA-3823-LAX-DEN,Dec 02 12:15 a.m.,1618,262
AA-2312-DFW-DTW,11:50 p.m.,1619,33
AA-1165-JFK-MIA,10:34aDec 1,1620,293
AA-431-MIA-SFO,11:50aDec 1,1621,294
UA-257-JFK-SFO,Not Available,1622,263
AA-649-ORD-SNA,3:50 p.m.,1623,36
CO-1250-MIA-IAH,4:48 p.m.,1624,119
UA-828-SFO-ORD,5:11aDec 2,1625,296
AA-3063-SLC-LAX,9:18 p.m.,1626,298
AA-1917-JFK-MCO,5:55 p.m.,1627,39
UA-6273-YYC-SFO,Not Available,1628,265
AA-4277-CVG-JFK,2:15 p.m.,1629,41
UA-37-EDI-EWR,11:53aDec 1,1630,302
AA-59-JFK-SFO,10:45aDec 1,1631,308
AA-415-BOS-ORD,10:40aDec 1,1632,303
AA-1544-SAN-ORD,5:25 p.m.,1633,45
AA-3786-IAH-ORD,6:40 p.m.,1634,46
CO-50-CLE-EWR,4:49 p.m.,1635,141
AA-404-MIA-MCO,7:45aDec 1,1636,306
AA-3859-IAH-ORD,9:40 a.m.,1637,0
AA-3842-MSP-ORD,7:30 a.m.,1638,25
AA-643-MIA-ORD,9:35 a.m.,1639,26
AA-3804-PHL-ORD,4:05 p.m.,1640,38
AA-2268-PHX-ORD,11:35 a.m.,1641,40
AA-1221-MCO-ORD,11/30 9:45 p.m.,1642,309
UA-938-DEN-ORD,11/30 7:35 p.m.,1643,310
AA-789-ORD-DEN,2:35 p.m.,1644,42
AA-4307-ORD-DTW,11/30 9:10 p.m.,1645,311
AA-3979-CVG-ORD,8:00 a.m.,1646,13
UA-664-ORD-PHL,4:31 p.m.,1647,173
AA-3756-ORD-SLC,2:45 p.m.,1648,4
AA-3786-IAH-ORD,11/30 6:40 p.m.,1649,312
AA-1522-SFO-ORD,5:50 a.m.,1650,195
AA-1544-SAN-ORD,11/30 5:25 p.m.,1651,313
AA-4344-ORD-DTW,2:00 p.m.,1652,16
AA-1733-ORD-PHX,11/30 10:30 p.m.,1653,314
AA-4198-ORD-CLE,12:55 p.m.,1654,30
UA-828-SFO-ORD,5:11 a.m.,1655,209
AA-2050-ORD-MIA,2:45 p.m.,1656,20
UA-248-PHX-ORD,11/30 5:15 p.m.,1657,315
AA-415-BOS-ORD,10:40 a.m.,1658,43
AA-4330-CVG-ORD,4:00 p.m.,1659,21
UA-843-LAX-ORD,11/30 7:53 p.m.,1660,316
AA-3859-IAH-ORD,9:30 a.m.,1661,233
AA-518-MIA-JFK,8:54 a.m.,1662,317
CO-1586-IAH-MCO,9:40 p.m.,1663,318
UA-3925-IAD-ORF,9:34 a.m.,1664,239
AA-1733-ORD-PHX,10:15 p.m.,1665,319
AA-204-LAX-MCO,6:30 a.m.,1666,320
UA-2726-FLL-PHL,6:34 p.m.,1667,321
CO-52-IAH-LAX,9:11 a.m.,1668,322
AA-3468-CVG-MIA,9:45 a.m.,1669,323
AA-484-DFW-MIA,7:26 p.m.,1670,324
AA-616-DFW-DTW,12:12 p.m.,1671,325
AA-446-DFW-PHL,3:33 p.m.,1672,326
CO-1023-IAH-DEN,12:51 p.m.,1673,327
AA-466-IAH-MIA,8:51 a.m.,1674,328
UA-3050-PHX-CLT,4:37 p.m.,1675,238
AA-2957-DFW-CVG,10:55 a.m.,1676,329
AA-1664-MIA-ATL,11:43 a.m.,1677,330
AA-3979-CVG-ORD,7:50 a.m.,1678,331
AA-1279-DFW-PHX,2:14 p.m.,1679,332
AA-404-MIA-MCO,7:25 a.m.,1680,333
AA-3756-ORD-SLC,2:35 p.m.,1681,334
UA-382-IAD-LAX,2:48 p.m.,1682,335
UA-257-JFK-SFO,5:40 p.m.,1683,336
UA-2945-PHL-CLT,1:35 p.m.,1684,337
CO-63-EWR-IAH,8:04 p.m.,1685,244
AA-2525-DFW-MIA,10:43 a.m.,1686,237
CO-47-IAH-LAX,8:46 p.m.,1687,246
AA-271-MIA-LAX,1:57 p.m.,1688,338
AA-2050-ORD-MIA,2:10 p.m.,1689,339
AA-4330-CVG-ORD,3:50 p.m.,1690,248
AA-1434-DFW-MCO,10:18 a.m.,1691,247
AA-1640-MIA-MCO,7:08 p.m.,1692,236
AA-4307-ORD-DTW,9:00 p.m.,1693,251
AA-3-JFK-LAX,2:47 p.m.,1694,340
CO-1694-LAX-IAH,11:52 p.m.,1695,243
CO-1193-EWR-MCO,12:08 p.m.,1696,341
AA-3842-MSP-ORD,6:50 a.m.,1697,234
AA-643-MIA-ORD,9:00 a.m.,1698,235
AA-1007-MIA-PHX,7:38 p.m.,1699,342
UA-2906-PHL-MCO,6:00 p.m.,1700,343
AA-1221-MCO-ORD,9:25 p.m.,1701,344
AA-400-DFW-JFK,2:35 p.m.,1702,345
UA-664-ORD-PHL,4:20 p.m.,1703,240
UA-37-EWR-MCO,3:55 p.m.,1704,346
UA-233-LAX-JFK,12:09 a.m.,1705,347
AA-3823-LAX-DEN,12:05 a.m.,1706,348
AA-2312-DFW-DTW,11:31 p.m.,1707,242
AA-1165-JFK-MIA,9:25 a.m.,1708,349
AA-431-MIA-SFO,11:22 a.m.,1709,350
AA-649-ORD-SNA,3:30 p.m.,1710,351
UA-828-SFO-ORD,5:08 a.m.,1711,352
CO-4888-IAH-DAL,6:15 p.m.,1712,353
AA-3063-SLC-LAX,9:10 p.m.,1713,354
AA-3804-PHL-ORD,3:55 p.m.,1714,355
AA-1917-JFK-MCO,5:17 p.m.,1715,356
AA-2268-PHX-ORD,10:57 a.m.,1716,357
