Language,Country,original_index,unique_index
English,"USA,Germany",3595,14
English,USA,3596,0
English,USA,3597,0
"English,Russian",USA,3598,17
English,USA,3599,0
"English,Spanish",USA,3600,15
"English,Ukrainian",USA,3601,630
English,USA,3602,0
English,USA,3603,0
English,USA,3604,0
English,USA,3605,0
"English,Spanish",USA,3606,15
"English,Spanish","USA,Germany,Australia",3607,631
English,"USA,Canada",3608,39
English,USA,3609,0
English,USA,3610,0
English,"USA,UK,Canada",3611,391
English,USA,3612,0
English,USA,3613,0
English,"Germany,China,USA",3614,632
English,"UK,USA",3615,16
English,USA,3616,0
English,USA,3617,0
English,USA,3618,0
English,USA,3619,0
English,"Canada,USA",3620,86
English,USA,3621,0
English,USA,3622,0
English,USA,3623,0
English,USA,3624,0
English,USA,3625,0
English,USA,3626,0
"English,Japanese",USA,3627,99
English,USA,3628,0
English,"USA,Japan",3629,112
English,USA,3630,0
English,USA,3631,0
English,USA,3632,0
English,USA,3633,0
English,USA,3634,0
English,USA,3635,0
English,USA,3636,0
English,USA,3637,0
English,USA,3638,0
English,USA,3639,0
English,USA,3640,0
English,USA,3641,0
English,USA,3642,0
English,USA,3643,0
English,"UK,Germany,USA",3644,136
English,"USA,Germany",3645,14
English,USA,3646,0
English,"UK,USA,France",3647,165
"English,Spanish",USA,3648,15
English,USA,3649,0
"English,Italian,French,German,Finnish,Norwegian,Portuguese,Arabic",USA,3650,633
English,"Australia,USA",3651,46
English,USA,3652,0
"English,French,Japanese","France,USA",3653,634
English,"USA,Australia",3654,25
"German,English","USA,Germany,Norway,UK,Montenegro",3655,635
English,USA,3656,0
English,USA,3657,0
English,USA,3658,0
English,USA,3659,0
English,USA,3660,0
"English,French","France,USA,Belgium,Italy,Switzerland",3661,636
English,"Chile,USA",3662,23
"English,Korean",USA,3663,137
English,USA,3664,0
English,USA,3665,0
"English,Arabic,Turkish","USA,Morocco",3666,637
English,"Canada,USA",3667,86
English,"UK,Australia,USA",3668,638
English,USA,3669,0
English,USA,3670,0
English,USA,3671,0
"English,Dari,Russian,Urdu,Hebrew,Arabic","USA,Germany",3672,639
English,USA,3673,0
"English,French,Russian,Bulgarian,Spanish",USA,3674,640
English,USA,3675,0
English,USA,3676,0
"English,Spanish",USA,3677,15
English,USA,3678,0
English,USA,3679,0
English,USA,3680,0
English,"USA,UK,Canada",3681,391
English,USA,3682,0
English,USA,3683,0
"English,Spanish,Icelandic","USA,Canada",3684,641
English,"USA,Australia",3685,25
"English,French",USA,3686,26
English,"UK,USA,Japan",3687,642
English,USA,3688,0
English,"UK,USA",3689,16
English,USA,3690,0
English,"USA,UK",3691,41
English,USA,3692,0
English,USA,3693,0
English,USA,3694,0
English,USA,3695,0
"English,French,Arabic,Spanish",USA,3696,643
English,USA,3697,0
English,USA,3698,0
English,USA,3699,0
English,USA,3700,0
English,"USA,UK",3701,41
English,USA,3702,0
English,USA,3703,0
English,"USA,UK,France,Philippines",3704,644
English,USA,3705,0
English,USA,3706,0
"English,Romanian",USA,3707,544
English,USA,3708,0
English,USA,3709,0
English,"USA,Canada",3710,39
English,USA,3711,0
English,"UK,USA",3712,16
English,USA,3713,0
English,USA,3714,0
English,USA,3715,0
English,USA,3716,0
English,USA,3717,0
English,USA,3718,0
English,"USA,UK",3719,41
English,USA,3720,0
English,USA,3721,0
English,USA,3722,0
English,USA,3723,0
English,USA,3724,0
English,USA,3725,0
English,USA,3726,0
English,USA,3727,0
English,USA,3728,0
English,USA,3729,0
English,USA,3730,0
English,USA,3731,0
English,USA,3732,0
English,USA,3733,0
"English,French",USA,3734,26
English,USA,3735,0
English,USA,3736,0
English,USA,3737,0
English,USA,3738,0
English,USA,3739,0
English,USA,3740,0
English,USA,3741,0
English,USA,3742,0
English,USA,3743,0
"English,Spanish",USA,3744,15
English,USA,3745,0
English,USA,3746,0
English,USA,3747,0
English,USA,3748,0
English,USA,3749,0
English,USA,3750,0
English,"UK,France,USA",3751,118
English,USA,3752,0
English,USA,3753,0
English,USA,3754,0
English,USA,3755,0
English,USA,3756,0
English,USA,3757,0
"English,Spanish",USA,3758,15
English,USA,3759,0
English,USA,3760,0
English,USA,3761,0
"English,German,Hebrew,Spanish","USA,UK",3762,645
English,USA,3763,0
"English,French",USA,3764,26
"English,German",USA,3765,33
English,"USA,UK,Germany",3766,156
English,"USA,UK",3767,41
English,USA,3768,0
"English,German,French","UK,USA,Ireland",3769,646
"English,French",USA,3770,26
"English,Norwegian",USA,3771,124
English,USA,3772,0
"English,French",USA,3773,26
English,USA,3774,0
English,USA,3775,0
English,USA,3776,0
"English,German",USA,3777,33
English,USA,3778,0
English,USA,3779,0
English,USA,3780,0
"English,Arabic,French","France,USA",3781,647
English,USA,3782,0
English,USA,3783,0
English,USA,3784,0
English,USA,3785,0
"English,Arabic,Latin,Italian","USA,UK,Spain,Germany,Morocco",3786,648
English,USA,3787,0
"English,Tok Pisin,Japanese,Greek",USA,3788,649
English,USA,3789,0
"English,French","UK,USA",3790,22
English,USA,3791,0
English,USA,3792,0
English,USA,3793,0
English,USA,3794,0
English,USA,3795,0
English,USA,3796,0
English,USA,3797,0
English,USA,3798,0
English,USA,3799,0
English,USA,3800,0
English,USA,3801,0
"English,French",USA,3802,26
English,USA,3803,0
English,USA,3804,0
English,USA,3805,0
English,USA,3806,0
English,USA,3807,0
English,USA,3808,0
English,USA,3809,0
"English,German,Swahili","USA,UK",3810,650
English,USA,3811,0
"English,Navajo,Spanish",USA,3812,651
"English,Spanish",USA,3813,15
"English,Spanish,German",USA,3814,109
"English,Spanish","Spain,USA",3815,488
"English,Spanish",USA,3816,15
English,USA,3817,0
English,"USA,UK",3818,41
English,USA,3819,0
English,USA,3820,0
English,USA,3821,0
English,USA,3822,0
English,USA,3823,0
"English,French,Spanish","USA,Australia",3824,652
"English,French,German,Latin",USA,3825,653
English,USA,3826,0
English,USA,3827,0
English,USA,3828,0
English,USA,3829,0
English,USA,3830,0
English,USA,3831,0
"English,Greek","USA,UK,Germany",3832,654
English,USA,3833,0
English,USA,3834,0
English,USA,3835,0
English,"USA,Germany,France",3836,655
English,USA,3837,0
"English,Spanish",USA,3838,15
"English,Spanish",USA,3839,15
"English,Japanese",USA,3840,99
English,USA,3841,0
"English,Italian",USA,3842,5
English,USA,3843,0
English,USA,3844,0
English,USA,3845,0
English,"USA,Germany",3846,14
English,USA,3847,0
English,USA,3848,0
English,USA,3849,0
English,USA,3850,0
English,USA,3851,0
English,USA,3852,0
English,USA,3853,0
English,USA,3854,0
"English,Spanish,German",USA,3855,109
English,USA,3856,0
English,USA,3857,0
English,"USA,Germany,Canada,UK",3858,656
"English,Spanish",USA,3859,15
English,USA,3860,0
English,USA,3861,0
English,USA,3862,0
"English,Cantonese",USA,3863,202
English,USA,3864,0
English,USA,3865,0
English,USA,3866,0
English,USA,3867,0
"English,French",USA,3868,26
English,"USA,Australia",3869,25
"English,Hungarian,Russian",USA,3870,657
English,USA,3871,0
English,USA,3872,0
English,"UK,USA,Switzerland",3873,658
English,USA,3874,0
English,USA,3875,0
English,USA,3876,0
English,USA,3877,0
English,USA,3878,0
English,USA,3879,0
English,USA,3880,0
English,USA,3881,0
English,USA,3882,0
English,USA,3883,0
"English,Hebrew,Spanish",USA,3884,589
English,USA,3885,0
"English,Spanish,French","Spain,USA",3886,659
English,USA,3887,0
English,"USA,Mexico",3888,301
English,USA,3889,0
English,USA,3890,0
English,"USA,Belgium",3891,660
English,USA,3892,0
English,"Canada,USA",3893,86
English,USA,3894,0
English,"Bulgaria,USA,Spain,Canada",3895,661
English,"USA,Canada",3896,39
"English,Spanish","USA,Spain",3897,471
English,USA,3898,0
"English,German,Spanish",USA,3899,114
English,USA,3900,0
"English,Cantonese","USA,UK,France",3901,662
English,USA,3902,0
English,USA,3903,0
English,USA,3904,0
English,USA,3905,0
English,"Canada,USA",3906,86
English,"USA,Canada",3907,39
English,USA,3908,0
English,USA,3909,0
English,USA,3910,0
English,"USA,Australia",3911,25
English,USA,3912,0
English,"Germany,USA",3913,110
English,"USA,Armenia",3914,663
English,USA,3915,0
English,USA,3916,0
English,USA,3917,0
English,"Germany,USA",3918,110
English,USA,3919,0
English,USA,3920,0
English,USA,3921,0
English,USA,3922,0
English,USA,3923,0
English,USA,3924,0
English,USA,3925,0
"English,French,Cantonese,Gujarati,Yiddish",USA,3926,664
English,USA,3927,0
English,USA,3928,0
English,USA,3929,0
English,USA,3930,0
English,"USA,India",3931,361
English,"USA,Japan",3932,112
"English,Spanish",USA,3933,15
English,USA,3934,0
English,USA,3935,0
English,USA,3936,0
"English,Arabic",USA,3937,73
English,USA,3938,0
English,"Ireland,USA",3939,226
English,USA,3940,0
English,USA,3941,0
"English,Kinyarwanda","USA,France",3942,665
English,USA,3943,0
English,"France,USA",3944,7
"English,French","UK,USA,Italy,South Africa,Canada",3945,666
English,USA,3946,0
English,USA,3947,0
English,USA,3948,0
English,USA,3949,0
"English,Spanish","Spain,USA",3950,488
English,USA,3951,0
English,USA,3952,0
English,USA,3953,0
English,USA,3954,0
English,USA,3955,0
"English,Latin",USA,3956,245
English,"USA,Brazil,Peru",3957,667
"English,Spanish","USA,Australia",3958,88
English,USA,3959,0
English,"USA,Australia",3960,25
"English,Indonesian",USA,3961,668
"English,Spanish",USA,3962,15
English,USA,3963,0
English,USA,3964,0
English,USA,3965,0
English,USA,3966,0
English,USA,3967,0
English,"USA,Japan",3968,112
English,"USA,Canada",3969,39
English,USA,3970,0
English,"USA,Australia",3971,25
English,USA,3972,0
English,USA,3973,0
English,USA,3974,0
English,USA,3975,0
English,USA,3976,0
English,USA,3977,0
English,USA,3978,0
English,USA,3979,0
English,USA,3980,0
English,USA,3981,0
English,USA,3982,0
English,USA,3983,0
English,USA,3984,0
English,USA,3985,0
English,USA,3986,0
English,"Canada,USA,Japan",3987,176
English,USA,3988,0
English,USA,3989,0
English,USA,3990,0
English,"France,UK,USA",3991,100
"German,English","Austria,USA",3992,669
"English,Swedish",USA,3993,169
"Nepali,English","Nepal,USA",3994,670
English,USA,3995,0
English,"Australia,USA",3996,46
"English,French,Spanish,Hindi",USA,3997,671
"English,Spanish,German,Russian",USA,3998,672
English,USA,3999,0
"English,Esperanto",USA,4000,450
"English,Latin","UK,USA",4001,673
English,"UK,USA",4002,16
English,USA,4003,0
English,USA,4004,0
English,USA,4005,0
English,USA,4006,0
English,"Canada,Egypt,USA",4007,674
English,USA,4008,0
English,USA,4009,0
English,USA,4010,0
English,USA,4011,0
English,"USA,Canada",4012,39
"English,Latin","Spain,USA,Netherlands",4013,675
English,USA,4014,0
English,USA,4015,0
English,USA,4016,0
English,USA,4017,0
English,USA,4018,0
English,"Australia,USA",4019,46
"English,German,French,Swedish",USA,4020,676
English,"Australia,USA",4021,46
English,USA,4022,0
English,USA,4023,0
English,USA,4024,0
"English,French,Spanish,Italian,German",USA,4025,677
English,USA,4026,0
English,USA,4027,0
English,USA,4028,0
English,USA,4029,0
"English,Spanish","USA,Japan",4030,678
English,USA,4031,0
English,USA,4032,0
English,USA,4033,0
English,USA,4034,0
English,USA,4035,0
"English,German",USA,4036,33
English,USA,4037,0
"English,Russian",USA,4038,17
English,USA,4039,0
English,USA,4040,0
English,USA,4041,0
English,USA,4042,0
English,USA,4043,0
English,USA,4044,0
English,USA,4045,0
English,USA,4046,0
English,USA,4047,0
English,"UK,USA",4048,16
English,USA,4049,0
English,USA,4050,0
English,USA,4051,0
English,USA,4052,0
English,USA,4053,0
English,USA,4054,0
"English,French",USA,4055,26
English,USA,4056,0
English,USA,4057,0
English,"USA,Canada",4058,39
English,USA,4059,0
English,USA,4060,0
English,USA,4061,0
English,USA,4062,0
English,USA,4063,0
English,USA,4064,0
English,USA,4065,0
English,USA,4066,0
"English,French",USA,4067,26
English,USA,4068,0
English,USA,4069,0
English,"Italy,USA",4070,150
English,"Canada,USA",4071,86
"English,Italian",USA,4072,5
"Spanish,English",USA,4073,175
English,USA,4074,0
English,USA,4075,0
English,USA,4076,0
English,USA,4077,0
English,USA,4078,0
English,USA,4079,0
"English,Klingon",USA,4080,188
"English,Japanese,French","UK,USA",4081,679
English,USA,4082,0
English,USA,4083,0
"English,Spanish,French,Arabic,Hebrew,Persian,French Sign Language,Japanese","UK,France,Egypt,Japan,Mexico,USA,Iran",4084,680
English,"UK,Germany,USA",4085,136
English,USA,4086,0
English,"USA,Australia,Chile,Ecuador,Japan",4087,681
English,USA,4088,0
"English,Cantonese",USA,4089,202
"English,German",USA,4090,33
English,USA,4091,0
"English,Italian,Spanish",USA,4092,63
English,USA,4093,0
English,USA,4094,0
English,USA,4095,0
English,USA,4096,0
English,USA,4097,0
"English,Spanish,Portuguese",USA,4098,365
English,"USA,France,UK",4099,682
"English,German,Arabic,Russian,French",USA,4100,683
English,USA,4101,0
English,"USA,Netherlands,France",4102,684
English,USA,4103,0
English,USA,4104,0
English,USA,4105,0
English,USA,4106,0
English,USA,4107,0
English,"USA,UK,Netherlands",4108,685
English,USA,4109,0
"English,Italian,Serbo-Croatian",USA,4110,686
English,USA,4111,0
English,USA,4112,0
English,USA,4113,0
English,USA,4114,0
English,"Denmark,Argentina,Spain,Germany,Netherlands,Italy,USA,UK,France,Sweden,Finland,Iceland,Norway",4115,687
English,USA,4116,0
English,USA,4117,0
"English,Russian",USA,4118,17
"Spanish,English",USA,4119,175
"English,Malay,Indonesian","France,USA",4120,688
English,"USA,United Arab Emirates",4121,543
English,USA,4122,0
"English,Spanish,French","USA,Argentina,Spain,Italy",4123,689
English,USA,4124,0
English,USA,4125,0
English,USA,4126,0
English,"USA,Japan",4127,112
English,"USA,UK,Germany",4128,156
"English,Russian",USA,4129,17
"English,French","USA,Japan,Italy",4130,690
English,USA,4131,0
English,USA,4132,0
English,USA,4133,0
"English,Russian,Chinese",USA,4134,264
English,"USA,UK,Germany,France",4135,691
English,"Canada,USA",4136,86
"English,Russian","UK,USA",4137,461
English,"UK,USA,Australia,Japan",4138,692
English,USA,4139,0
English,USA,4140,0
English,USA,4141,0
English,USA,4142,0
English,USA,4143,0
English,USA,4144,0
English,USA,4145,0
English,USA,4146,0
English,"USA,France",4147,90
English,USA,4148,0
English,USA,4149,0
English,USA,4150,0
English,USA,4151,0
"English,Italian",USA,4152,5
English,USA,4153,0
"Mandarin,English,Cantonese,Vietnamese,Polish","USA,France",4154,693
"English,German",USA,4155,33
English,USA,4156,0
English,USA,4157,0
English,USA,4158,0
English,USA,4159,0
English,USA,4160,0
"English,Sindarin",USA,4161,694
English,USA,4162,0
English,USA,4163,0
English,USA,4164,0
English,"USA,Canada",4165,39
English,USA,4166,0
"English,Hindi",USA,4167,410
English,USA,4168,0
English,USA,4169,0
English,USA,4170,0
English,USA,4171,0
"French,English,Russian,Japanese",USA,4172,695
English,USA,4173,0
English,USA,4174,0
English,"USA,UK,France",4175,212
English,"UK,USA",4176,16
"English,Hindi",USA,4177,410
"English,French",USA,4178,26
"English,Italian",USA,4179,5
English,USA,4180,0
English,USA,4181,0
English,USA,4182,0
English,"USA,China,Hong Kong,Indonesia,Mexico,UK",4183,696
"English,Maya","USA,Canada",4184,697
English,"Australia,USA",4185,46
"English,Filipino,Spanish","USA,UK",4186,698
English,USA,4187,0
"English,Yiddish",USA,4188,203
English,"UK,USA",4189,16
"English,German,French",USA,4190,248
English,"UK,USA",4191,16
English,USA,4192,0
English,"UK,USA",4193,16
English,"USA,UK",4194,41
English,USA,4195,0
English,USA,4196,0
English,USA,4197,0
"German,English,Spanish",USA,4198,699
"English,Spanish",USA,4199,15
English,"USA,UK,Canada",4200,391
English,USA,4201,0
English,USA,4202,0
English,USA,4203,0
English,USA,4204,0
English,USA,4205,0
English,USA,4206,0
"English,German",USA,4207,33
"English,Vietnamese,French","USA,Germany",4208,700
"English,Russian","UK,Germany,USA,Canada",4209,701
"English,Serbo-Croatian,Spanish,Czech",USA,4210,702
English,USA,4211,0
"English,Algonquin","USA,UK",4212,703
English,"USA,UK",4213,41
"English,Spanish,Cantonese",USA,4214,704
English,USA,4215,0
English,USA,4216,0
English,USA,4217,0
"English,Arabic",USA,4218,73
English,USA,4219,0
English,USA,4220,0
"English,Spanish",USA,4221,15
"English,Mandarin",USA,4222,242
English,USA,4223,0
English,"UK,USA",4224,16
"English,French,Italian",USA,4225,366
"English,Mende,Spanish",USA,4226,705
English,USA,4227,0
"English,Spanish",USA,4228,15
"English,Spanish","USA,Germany,UK",4229,706
English,USA,4230,0
"English,Russian","USA,UK,France,Germany,Japan",4231,707
"English,Russian",USA,4232,17
English,USA,4233,0
English,"USA,Germany",4234,14
English,USA,4235,0
English,"USA,UK,Germany",4236,156
"English,Spanish",USA,4237,15
English,"UK,USA",4238,16
English,USA,4239,0
English,USA,4240,0
English,USA,4241,0
"English,Spanish",USA,4242,15
"English,French",USA,4243,26
English,"UK,USA",4244,16
English,USA,4245,0
English,"USA,UK",4246,41
English,USA,4247,0
English,USA,4248,0
"English,French",USA,4249,26
"English,French",USA,4250,26
"English,French,Japanese,Russian,Spanish","USA,Japan",4251,708
"Bengali,English",USA,4252,709
English,USA,4253,0
English,USA,4254,0
"English,Italian",USA,4255,5
English,USA,4256,0
English,USA,4257,0
English,USA,4258,0
English,USA,4259,0
English,USA,4260,0
English,USA,4261,0
English,USA,4262,0
"English,French",USA,4263,26
English,USA,4264,0
"English,Swahili",USA,4265,48
English,"UK,USA",4266,16
"English,Latin,French",USA,4267,535
English,USA,4268,0
English,USA,4269,0
"English,Hebrew",USA,4270,58
"English,Japanese",USA,4271,99
English,USA,4272,0
English,USA,4273,0
English,USA,4274,0
English,USA,4275,0
English,USA,4276,0
English,USA,4277,0
English,USA,4278,0
"English,French",USA,4279,26
English,USA,4280,0
English,USA,4281,0
"English,Danish,German",USA,4282,710
"English,Latin,Hungarian",USA,4283,711
English,USA,4284,0
English,USA,4285,0
English,USA,4286,0
English,USA,4287,0
English,USA,4288,0
English,USA,4289,0
"Korean,English","South Korea,USA",4290,712
English,USA,4291,0
English,USA,4292,0
English,USA,4293,0
English,USA,4294,0
English,USA,4295,0
English,USA,4296,0
English,USA,4297,0
English,USA,4298,0
"English,Serbo-Croatian","UK,USA",4299,713
English,USA,4300,0
"English,Italian",USA,4301,5
English,USA,4302,0
English,USA,4303,0
"English,Chinese",USA,4304,396
English,USA,4305,0
English,USA,4306,0
English,USA,4307,0
English,"USA,Switzerland",4308,28
English,"USA,Germany,Canada",4309,288
English,USA,4310,0
English,"UK,USA",4311,16
English,USA,4312,0
English,USA,4313,0
English,USA,4314,0
"English,Russian",USA,4315,17
English,USA,4316,0
English,"USA,West Germany",4317,130
English,USA,4318,0
English,"New Zealand,USA",4319,230
English,USA,4320,0
"Italian,English","UK,USA,France,Germany,Czech Republic",4321,714
English,USA,4322,0
"German,English,Spanish","Germany,UK,USA",4323,715
English,USA,4324,0
English,USA,4325,0
English,USA,4326,0
"English,Spanish",USA,4327,15
English,USA,4328,0
English,USA,4329,0
English,"UK,USA",4330,16
"English,Italian,Swahili,German","UK,Germany,USA,China",4331,716
English,"USA,Austria,Germany",4332,717
English,USA,4333,0
English,USA,4334,0
English,USA,4335,0
English,USA,4336,0
English,USA,4337,0
English,USA,4338,0
"English,French",USA,4339,26
English,USA,4340,0
English,USA,4341,0
English,USA,4342,0
English,USA,4343,0
English,USA,4344,0
"English,French",USA,4345,26
English,USA,4346,0
English,USA,4347,0
English,USA,4348,0
English,USA,4349,0
English,USA,4350,0
English,USA,4351,0
English,USA,4352,0
English,USA,4353,0
English,USA,4354,0
"English,Hebrew,Arabic,German","Israel,USA,South Africa,Germany,Congo",4355,718
English,USA,4356,0
English,USA,4357,0
English,"UK,USA",4358,16
English,USA,4359,0
English,USA,4360,0
English,USA,4361,0
English,USA,4362,0
English,"UK,USA",4363,16
English,USA,4364,0
English,"USA,Japan",4365,112
English,USA,4366,0
English,USA,4367,0
English,USA,4368,0
English,USA,4369,0
English,USA,4370,0
English,USA,4371,0
English,USA,4372,0
English,USA,4373,0
English,USA,4374,0
English,USA,4375,0
"English,French",USA,4376,26
English,USA,4377,0
English,"UK,Japan,USA",4378,719
English,USA,4379,0
English,USA,4380,0
"English,German",USA,4381,33
"English,German",USA,4382,33
English,"USA,France",4383,90
English,USA,4384,0
English,USA,4385,0
English,USA,4386,0
"English,Scottish Gaelic,Scots","UK,USA",4387,720
English,"France,USA",4388,7
English,USA,4389,0
English,USA,4390,0
English,USA,4391,0
"English,Spanish",USA,4392,15
English,USA,4393,0
English,USA,4394,0
English,USA,4395,0
English,USA,4396,0
English,USA,4397,0
English,USA,4398,0
"English,Navajo,Spanish",USA,4399,651
English,USA,4400,0
English,USA,4401,0
English,USA,4402,0
English,USA,4403,0
English,USA,4404,0
English,USA,4405,0
"English,Spanish",USA,4406,15
English,USA,4407,0
English,USA,4408,0
English,USA,4409,0
English,USA,4410,0
English,USA,4411,0
English,USA,4412,0
English,USA,4413,0
English,USA,4414,0
"English,Polynesian,French",USA,4415,721
English,USA,4416,0
English,USA,4417,0
"English,Swedish",USA,4418,169
English,USA,4419,0
English,USA,4420,0
English,USA,4421,0
"English,Spanish",USA,4422,15
"English,Spanish",USA,4423,15
"English,Spanish",USA,4424,15
"English,Spanish",USA,4425,15
"English,Japanese",USA,4426,99
English,USA,4427,0
English,USA,4428,0
English,USA,4429,0
English,"UK,USA",4430,16
"English,French,German",USA,4431,197
English,USA,4432,0
English,USA,4433,0
English,USA,4434,0
English,USA,4435,0
English,USA,4436,0
English,USA,4437,0
English,USA,4438,0
English,USA,4439,0
English,USA,4440,0
English,USA,4441,0
English,USA,4442,0
"English,German,Italian,Japanese,Amharic,Russian",USA,4443,722
English,USA,4444,0
English,USA,4445,0
English,USA,4446,0
English,USA,4447,0
English,USA,4448,0
English,USA,4449,0
English,"UK,USA",4450,16
English,"UK,USA",4451,16
English,USA,4452,0
English,USA,4453,0
English,USA,4454,0
English,USA,4455,0
English,USA,4456,0
English,"UK,USA",4457,16
English,USA,4458,0
English,USA,4459,0
English,"USA,Netherlands,UK,Denmark",4460,723
English,"USA,Poland,Japan,Australia,Singapore",4461,724
English,USA,4462,0
"English,Italian,German,French",USA,4463,541
English,"UK,USA",4464,16
English,USA,4465,0
English,USA,4466,0
English,USA,4467,0
English,USA,4468,0
English,USA,4469,0
English,USA,4470,0
English,USA,4471,0
"English,Portuguese,French,Japanese","UK,France,USA,Brazil",4472,725
English,USA,4473,0
"English,French","USA,Haiti,Norway",4474,726
"English,Aramaic",USA,4475,727
English,USA,4476,0
English,USA,4477,0
English,USA,4478,0
English,USA,4479,0
English,USA,4480,0
English,USA,4481,0
"English,Italian",USA,4482,5
English,"USA,Spain",4483,155
English,USA,4484,0
English,USA,4485,0
"English,Arabic",USA,4486,73
English,USA,4487,0
English,USA,4488,0
English,USA,4489,0
English,USA,4490,0
"English,Mandarin",USA,4491,242
English,"USA,Australia",4492,25
English,USA,4493,0
English,"UK,France,USA",4494,118
English,USA,4495,0
English,USA,4496,0
English,USA,4497,0
English,USA,4498,0
English,USA,4499,0
English,USA,4500,0
English,USA,4501,0
English,USA,4502,0
English,USA,4503,0
English,USA,4504,0
English,USA,4505,0
English,USA,4506,0
English,"Canada,USA",4507,86
"English,Italian,Spanish",USA,4508,63
English,USA,4509,0
"English,Latin,Spanish",USA,4510,79
English,USA,4511,0
English,USA,4512,0
English,USA,4513,0
English,USA,4514,0
"English,Spanish",USA,4515,15
English,USA,4516,0
English,"USA,Russia",4517,728
English,USA,4518,0
English,USA,4519,0
English,USA,4520,0
English,USA,4521,0
English,USA,4522,0
"English,Spanish","Mexico,USA,Spain",4523,729
English,USA,4524,0
English,USA,4525,0
English,USA,4526,0
English,USA,4527,0
"English,German,French,Hebrew","Germany,USA",4528,730
English,USA,4529,0
English,USA,4530,0
English,USA,4531,0
English,USA,4532,0
English,USA,4533,0
"English,French",USA,4534,26
English,USA,4535,0
English,"Australia,USA",4536,46
English,USA,4537,0
English,USA,4538,0
English,USA,4539,0
English,USA,4540,0
English,USA,4541,0
English,USA,4542,0
English,USA,4543,0
English,USA,4544,0
English,USA,4545,0
English,USA,4546,0
English,USA,4547,0
English,USA,4548,0
English,USA,4549,0
English,USA,4550,0
English,USA,4551,0
English,USA,4552,0
English,USA,4553,0
English,USA,4554,0
"English,French",USA,4555,26
English,"Canada,USA",4556,86
English,USA,4557,0
"English,French",USA,4558,26
"English,French,Italian,German",USA,4559,60
"English,Spanish",USA,4560,15
English,USA,4561,0
English,USA,4562,0
English,USA,4563,0
English,USA,4564,0
English,USA,4565,0
English,USA,4566,0
English,USA,4567,0
English,USA,4568,0
English,USA,4569,0
English,USA,4570,0
English,USA,4571,0
English,USA,4572,0
English,USA,4573,0
English,USA,4574,0
English,USA,4575,0
English,USA,4576,0
English,USA,4577,0
English,USA,4578,0
English,USA,4579,0
English,USA,4580,0
English,USA,4581,0
English,"Japan,USA",4582,31
English,USA,4583,0
English,USA,4584,0
English,USA,4585,0
English,USA,4586,0
English,USA,4587,0
"English,Portuguese",USA,4588,30
English,USA,4589,0
English,USA,4590,0
English,USA,4591,0
English,"Italy,UK,USA",4592,731
English,USA,4593,0
English,USA,4594,0
English,USA,4595,0
"English,Japanese",USA,4596,99
"English,French,German,Spanish",USA,4597,732
English,USA,4598,0
English,USA,4599,0
English,USA,4600,0
English,USA,4601,0
English,USA,4602,0
English,USA,4603,0
English,USA,4604,0
"English,French,German,Chinese,Italian,Arabic",USA,4605,733
English,USA,4606,0
English,USA,4607,0
"English,French",USA,4608,26
English,USA,4609,0
"English,French,Latin,Arabic",USA,4610,734
English,USA,4611,0
English,USA,4612,0
"English,French,German","UK,USA",4613,735
English,USA,4614,0
English,USA,4615,0
"English,Italian,French","USA,West Germany",4616,736
English,USA,4617,0
English,USA,4618,0
English,USA,4619,0
English,"USA,Australia",4620,25
"English,French","USA,France",4621,510
"English,German",USA,4622,33
English,USA,4623,0
"English,Italian,Russian","USA,Italy",4624,737
English,USA,4625,0
English,USA,4626,0
English,USA,4627,0
English,USA,4628,0
English,USA,4629,0
English,USA,4630,0
English,USA,4631,0
English,USA,4632,0
English,USA,4633,0
English,USA,4634,0
"English,French,Chinese",USA,4635,738
"English,Japanese",USA,4636,99
English,USA,4637,0
English,USA,4638,0
"English,Russian",USA,4639,17
English,USA,4640,0
English,USA,4641,0
English,USA,4642,0
English,USA,4643,0
English,USA,4644,0
English,USA,4645,0
English,USA,4646,0
English,USA,4647,0
English,USA,4648,0
English,"USA,Japan",4649,112
English,USA,4650,0
English,USA,4651,0
English,USA,4652,0
English,USA,4653,0
English,USA,4654,0
"English,German",USA,4655,33
English,USA,4656,0
"English,French",USA,4657,26
"English,French,Cantonese,German",USA,4658,739
"English,Japanese",USA,4659,99
"English,German",USA,4660,33
English,USA,4661,0
English,USA,4662,0
English,USA,4663,0
English,USA,4664,0
"English,Korean",USA,4665,137
English,USA,4666,0
English,USA,4667,0
English,"Germany,USA",4668,110
English,USA,4669,0
"English,Mandarin",USA,4670,242
English,USA,4671,0
English,"Italy,USA",4672,150
English,USA,4673,0
English,USA,4674,0
English,USA,4675,0
English,USA,4676,0
English,USA,4677,0
English,USA,4678,0
English,USA,4679,0
English,USA,4680,0
English,USA,4681,0
English,USA,4682,0
English,USA,4683,0
English,USA,4684,0
English,USA,4685,0
English,USA,4686,0
English,USA,4687,0
"English,German","UK,France,USA",4688,740
"English,Spanish,French,Swahili,German",USA,4689,741
"English,French,German,Dutch,Italian","USA,Germany,Czech Republic",4690,742
"English,German,Turkish,Arabic","UK,Germany,France,USA",4691,743
English,USA,4692,0
"English,Creole",USA,4693,744
"English,Cornish",USA,4694,745
"English,Danish","USA,Canada,UK",4695,746
English,USA,4696,0
"English,German,Arabic,French,Cantonese","Germany,USA,Japan,France",4697,747
"English,Spanish",USA,4698,15
