city,state,original_index,unique_index
Manhattan,KS,2114,425
Manhattan,KS,2115,425
Manhattan,KS,2116,425
Manhattan,KS,2117,425
Manhattan,KS,2118,425
Manhattan,KS,2119,425
Manhattan,KS,2120,425
Lakeside,MT,2121,427
Lakeside,MT,2122,427
Tampa,FL,2123,94
Tampa,FL,2124,94
Bridgman,MI,2125,428
Bridgman,MI,2126,428
Bridgman,MI,2127,428
Bargersville,IN,2128,429
Telluride,CO,2129,430
Telluride,CO,2130,430
Telluride,CO,2131,430
Evanston IL,,2132,431
Evanston,IL,2133,432
Evanston,IL,2134,432
Athens GA,,2135,433
Richmond,TX,2136,434
Richmond,TX,2137,434
Richmond,TX,2138,434
Richmond,TX,2139,434
Waterbury,VT,2140,343
Waterbury,VT,2141,343
Waterbury,VT,2142,343
Waterbury VT,,2143,435
Waterbury,VT,2144,343
Waterbury,VT,2145,343
Sheridan,WY,2146,72
Sheridan,WY,2147,72
Sheridan,WY,2148,72
Sheridan,WY,2149,72
Baltimore,MD,2150,412
Baltimore,MD,2151,412
Baltimore,MD,2152,412
Bronx,NY,2153,436
Bronx,NY,2154,436
Bronx,NY,2155,436
Torrance,CA,2156,437
Torrance,CA,2157,437
Torrance,CA,2158,437
Torrance,CA,2159,437
Torrance,CA,2160,437
Burlington,VT,2161,438
Wilkes-Barre,PA,2162,439
New York,NY,2163,85
Grand Rapids,MI,2164,97
Traverse City,MI,2165,96
Traverse City,MI,2166,96
Traverse City,MI,2167,96
Burlington,VT,2168,438
Cold Spring,MN,2169,440
Cold Spring,MN,2170,440
Cold Spring,MN,2171,440
Cold Spring,MN,2172,440
Bloomfield,CT,2173,41
Sisters,OR,2174,441
Sisters,OR,2175,441
Sisters,OR,2176,441
Charlottesville,VA,2177,137
Charlottesville,VA,2178,137
Martinsville,IN,2179,442
Martinsville,IN,2180,442
Martinsville,IN,2181,442
Martinsville,IN,2182,442
Kearney,NE,2183,443
Kearney,NE,2184,443
Kearney,NE,2185,443
Kearney NE,,2186,444
Evansville,IN,2187,445
Evansville,IN,2188,445
Evansville,IN,2189,445
Evansville,IN,2190,445
Evansville,IN,2191,445
Evansville,IN,2192,445
Evansville,IN,2193,445
Evansville,IN,2194,445
Evansville IN,,2195,446
Baton Rouge,LA,2196,447
Baton Rouge,LA,2197,447
Baton Rouge,LA,2198,447
Baton Rouge,LA,2199,447
Baton Rouge,LA,2200,447
Baton Rouge,LA,2201,447
Baton Rouge,LA,2202,447
Idaho Springs,CO,2203,448
Idaho Springs CO,,2204,449
Minnetonka,MN,2205,450
Minnetonka,MN,2206,450
Albuquerque,NM,2207,269
Albuquerque,NM,2208,269
Albuquerque,NM,2209,269
Durham,NC,2210,214
Durham,NC,2211,214
Durham,NC,2212,214
Hershey,PA,2213,451
Hershey,PA,2214,451
Hershey,PA,2215,451
Hershey,PA,2216,451
Hershey PA,,2217,452
Greenville,DE,2218,453
Boulder,CO,2219,31
Dripping Springs,TX,2220,454
Dripping Springs,TX,2221,454
Dripping Springs,TX,2222,454
Seattle,WA,2223,143
Seattle,WA,2224,143
Seattle,WA,2225,143
Seattle,WA,2226,143
Seattle,WA,2227,143
Seattle,WA,2228,143
Seattle,WA,2229,143
Seattle,WA,2230,143
Seattle,WA,2231,143
Seattle,WA,2232,143
Seattle,WA,2233,143
Seattle,WA,2234,143
Warrenville,IL,2235,455
Warrenville,IL,2236,455
Warrenville,IL,2237,455
Warrenville,IL,2238,455
Warrenville,IL,2239,455
Warrenville,IL,2240,455
Warrenville,IL,2241,455
Warrenville,IL,2242,455
Warrenville,IL,2243,455
Warrenville,IL,2244,455
Plant City,FL,2245,456
Stratford,CT,2246,457
Stratford,CT,2247,457
Stratford,CT,2248,457
Stratford,CT,2249,457
Stratford,CT,2250,457
Salt Lake City,UT,2251,458
Salt Lake City,UT,2252,458
Salt Lake City,UT,2253,458
Salt Lake City,UT,2254,458
Salt Lake City,UT,2255,458
Salt Lake City,UT,2256,458
Salt Lake City,UT,2257,458
Salt Lake City,UT,2258,458
Salt Lake City,UT,2259,458
Ukiah,CA,2260,459
Austin,TX,2261,39
Austin,TX,2262,39
St. John's,MI,2263,460
St. John's,MI,2264,460
St. John's,MI,2265,460
Santa Cruz,CA,2266,381
Santa Cruz,CA,2267,381
Santa Cruz,CA,2268,381
Santa Cruz,CA,2269,381
Santa Cruz CA,,2270,461
Baltimore,MD,2271,412
Baltimore,MD,2272,412
Baltimore,MD,2273,412
Baltimore,MD,2274,412
Bloomington,IN,2275,462
Bloomington,IN,2276,462
Bloomington,IN,2277,462
Boulder,CO,2278,31
Boulder,CO,2279,31
Boulder,CO,2280,31
Boulder,CO,2281,31
Boulder,CO,2282,31
Boulder,CO,2283,31
Boulder,CO,2284,31
Boulder,CO,2285,31
Boulder CO,,2286,192
Boulder,CO,2287,31
Boulder,CO,2288,31
Boulder,CO,2289,31
Boulder,CO,2290,31
Boulder,CO,2291,31
Boulder,CO,2292,31
Boulder CO,,2293,192
Boulder,CO,2294,31
Boulder,CO,2295,31
Elmira,NY,2296,463
Elmira,NY,2297,463
Salt Lake City,UT,2298,458
Salt Lake City,UT,2299,458
Salt Lake City,UT,2300,458
Salt Lake City,UT,2301,458
Salt Lake City,UT,2302,458
Salt Lake City,UT,2303,458
Salt Lake City,UT,2304,458
Salt Lake City,UT,2305,458
Spring Lake,MI,2306,464
Spring Lake,MI,2307,464
Spring Lake,MI,2308,464
Spring Lake,MI,2309,464
Spring Lake,MI,2310,464
Yardley,PA,2311,465
Meadville,PA,2312,466
Meadville,PA,2313,466
Meadville PA,,2314,467
Meadville,PA,2315,466
Meadville,PA,2316,466
Meadville,PA,2317,466
Westminster,MA,2318,468
Westminster MA,,2319,469
Westminster,MA,2320,468
Westminster,MA,2321,468
Westminster,MA,2322,468
Westminster,MA,2323,468
Westminster,MA,2324,468
Westminster,MA,2325,468
Westminster,MA,2326,468
Westminster,MA,2327,468
Westminster,MA,2328,468
Fort Wayne,IN,2329,470
Dayton,OH,2330,471
Dayton,OH,2331,471
Dayton,OH,2332,471
Dayton,OH,2333,471
Lexington,KY,2334,18
Lexington,KY,2335,18
Lexington,KY,2336,18
Lexington,KY,2337,18
Mt. Pleasant,SC,2338,472
Mt. Pleasant,SC,2339,472
Mt. Pleasant,SC,2340,472
Mt. Pleasant,SC,2341,472
Westfield,MA,2342,473
Westfield,MA,2343,473
Westfield,MA,2344,473
Weston,MO,2345,474
Weston,MO,2346,474
Weston,MO,2347,474
Weston,MO,2348,474
Weston,MO,2349,474
Weston,MO,2350,474
Weston,MO,2351,474
Hooksett,NH,2352,475
Hooksett,NH,2353,475
Hooksett,NH,2354,475
Hooksett,NH,2355,475
Hudsonville,MI,2356,476
Portland,OR,2357,15
Portland,OR,2358,15
Portland,OR,2359,15
Lake Barrington,IL,2360,477
Lake Barrington,IL,2361,477
Lake Barrington,IL,2362,477
Lake Barrington,IL,2363,477
Lake Barrington IL,,2364,478
Lake Barrington,IL,2365,477
Lake Barrington,IL,2366,477
Lake Barrington,IL,2367,477
Lake Barrington,IL,2368,477
Lake Barrington,IL,2369,477
Nellysford VA,,2370,479
Nellysford,VA,2371,480
Nellysford,VA,2372,480
Nellysford,VA,2373,480
Stevensville,MT,2374,481
Stevensville,MT,2375,481
Stevensville MT,,2376,482
Pinedale,WY,2377,483
Pinedale,WY,2378,483
Tacoma,WA,2379,187
Tacoma,WA,2380,187
Verona,WI,2381,484
Verona,WI,2382,484
Verona,WI,2383,484
Verona,WI,2384,484
Memphis,TN,2385,485
Memphis,TN,2386,485
Memphis,TN,2387,485
South Lyon,MI,2388,486
South Lyon,MI,2389,486
Abingdon,VA,2390,487
Ann Arbor,MI,2391,488
Middlebury,VT,2392,342
North Woodstock NH,,2393,489
North Woodstock,NH,2394,490
Worcester,MA,2395,491
Bend,OR,2396,0
Bend,OR,2397,0
Bend,OR,2398,0
Bend,OR,2399,0
Bend,OR,2400,0
Denver,CO,2401,71
Denver,CO,2402,71
Denver,CO,2403,71
Denver,CO,2404,71
Denver,CO,2405,71
Denver,CO,2406,71
Denver,CO,2407,71
Denver,CO,2408,71
Denver,CO,2409,71
