beer_name,ibu,original_index,unique_index,count
Louie’s Demise Immort-Ale (2010),24.0,1360,1317,1.0
Axe Head Malt Liquor,,1361,1318,
Huber Bock (2014),,1362,1319,
Minhas Light (2012),,1363,1320,
Huber,,1364,1321,
Clear Creek Ice,,1365,1322,
Clear Creek Ice,,1366,1322,
Mountain Crest,,1367,1323,
Mountain Crest,,1368,1323,
Mountain Creek (2013),,1369,1324,
Boxer,,1370,1325,
Boxer Light,,1371,1326,
Boxer Ice,,1372,1327,
Boxer,,1373,1325,
Cortez Gold,,1374,1328,
Mission IPA,66.0,1375,1329,1.0
El Conquistador Extra Pale Ale,44.0,1376,1330,1.0
Shipwrecked Double IPA,75.0,1377,1331,1.0
Squeaky Bike Nut Brown Ale,,1378,1332,
Dead Horse Amber,,1379,1333,
Rocket Bike American Lager,,1380,1334,
Johnny's American IPA,,1381,1335,
Boneshaker Brown Ale,,1382,1336,
Iron Mike Pale Ale,,1383,1337,
Monkadelic,,1384,1338,
City of the Sun,85.0,1385,1339,1.0
Booming Rollers,75.0,1386,1340,1.0
Oneida,50.0,1387,1341,1.0
Aurora,75.0,1388,1342,1.0
Lomaland,30.0,1389,1343,1.0
Fortunate Islands,46.0,1390,1344,1.0
Black House,40.0,1391,1345,1.0
Blazing World,115.0,1392,1346,1.0
Wapiti Amber Ale,,1393,1347,
Sweet Georgia Brown,,1394,1348,
Rich Man's IIPA,,1395,1349,
Monkey Paw Oatmeal Pale Ale,,1396,1350,
Montauk Summer Ale,28.0,1397,1351,1.0
Driftwood Ale,49.0,1398,1352,1.0
When Helles Freezes Over,18.0,1399,1353,1.0
Morgan Street Oktoberfest,24.0,1400,1354,1.0
Honey Wheat,14.0,1401,1355,1.0
Black Bear Dark Lager,24.0,1402,1356,1.0
Golden Pilsner,35.0,1403,1357,1.0
Cali Creamin',21.0,1404,1358,1.0
Second Wind Pale Ale,,1405,1359,
Sunny Haze,,1406,1360,
Towhead,21.0,1407,1361,1.0
Lil' Helper,70.0,1408,1362,1.0
Train Wreck,,1409,1363,
Full Moon Belgian White Ale,,1410,1364,
Desert Magic IPA,,1411,1365,
Up River Light,,1412,1366,
Full Moon Belgian White Ale (2007),,1413,1367,
Dry Heat Hefeweizen (2006),,1414,1368,
Mustang Sixty-Six,,1415,1369,
Mustang '33,,1416,1370,
Session '33 (2011),,1417,1371,
Mustang Golden Ale,10.0,1418,1372,1.0
Washita Wheat,14.0,1419,1373,1.0
Gansett Light,10.0,1420,1374,1.0
Bohemian Pils,30.0,1421,1375,1.0
Autocrat Coffee Milk Stout,30.0,1422,1376,1.0
Narragansett Bohemian Pilsner,35.0,1423,1377,1.0
Narragansett Summer Ale,24.0,1424,1378,2.0
Narragansett Cream Ale,22.0,1425,1379,1.0
Narragansett Summer Ale,24.0,1426,1378,2.0
Narragansett Porter,22.0,1427,1380,1.0
Narragansett Bock,32.0,1428,1381,1.0
Narragansett Fest Lager,15.0,1429,1382,1.0
Undun Blonde Ale,,1430,1383,
CuDa Cascadian Dark Ale,,1431,1384,
Old Grogham Imperial India Pale Ale,86.0,1432,1385,1.0
Old Grogham Imperial India Pale Ale (2012),86.0,1433,1386,1.0
CuDa Cascadian Dark Ale (2012),,1434,1387,
Undun Blonde Ale (2012),,1435,1388,
Wick For Brains,11.0,1436,1389,1.0
Nebraska India Pale Ale,65.0,1437,1390,1.0
EOS Hefeweizen,10.0,1438,1391,1.0
Brunette Nut Brown Ale,15.0,1439,1392,1.0
Cardinal Pale Ale,29.0,1440,1393,1.0
County Line IPA,,1441,1394,
Trauger Pilsner,,1442,1395,
Slow Ride,40.0,1443,1396,1.0
Ranger IPA,70.0,1444,1397,2.0
Shift,29.0,1445,1398,2.0
1554 Black Lager,21.0,1446,1399,1.0
Blue Paddle,,1447,1400,
California Route,,1448,1401,
Snapshot,,1449,1402,
Sunshine Wheat Beer,,1450,1403,
Fat Tire Amber Ale,18.0,1451,1404,2.0
Shift (1),29.0,1452,1405,1.0
Fat Tire Amber Ale (2011),18.0,1453,1406,1.0
Shift,29.0,1454,1398,2.0
Ranger IPA,70.0,1455,1397,2.0
Fat Tire Amber Ale,18.0,1456,1404,2.0
Ranger IPA (Current),70.0,1457,1407,1.0
Sunshine Wheat Beer (2009),,1458,1408,
Fat Tire Amber Ale (2008),18.0,1459,1409,1.0
Weiss Trash Culture,6.0,1460,1410,1.0
Sea Hag IPA,,1461,1411,
Elm City Pilsner,,1462,1412,
Atlantic Amber Ale (2004),,1463,1413,
668 Neighbor of the Beast12 oz.,,1464,1414,
Gandhi-Bot Double IPA (12 oz.),85.0,1465,1415,1.0
668 Neighbor of the Beast (16 oz.) (2010),,1466,1416,
Gandhi-Bot Double IPA (16 oz.) (2010),85.0,1467,1417,1.0
Elm City Lager (2007),,1468,1418,
Atlantic Amber Ale (2007),,1469,1419,
Sea Hag IPA (Current),,1470,1420,
Rebirth Pale Ale,,1471,1421,
Irish Channel Stout,,1472,1422,
MechaHopzilla,,1473,1423,
Hopitoulas IPA,,1474,1424,
NOLA Brown Ale,,1475,1425,
NOLA Blonde Ale,,1476,1426,
Skylight,20.0,1477,1427,1.0
Kadigan,30.0,1478,1428,1.0
Dammit Jim!,50.0,1479,1429,1.0
Nut Brown Ale,,1480,1430,
White Ale,,1481,1431,
Cream Ale,35.0,1482,1432,1.0
Green Head IPA,,1483,1433,
Plum Island Belgian White,,1484,1434,
Newburyport Pale Ale,,1485,1435,
Marblehead,,1486,1436,
Jam Session,31.0,1487,1437,1.0
Hop Drop 'N Roll IPA,80.0,1488,1438,1.0
Paleo IPA,,1489,1439,
Buck Snort Stout,,1490,1440,
Station 33 Firehouse Red,,1491,1441,
Slimy Pebble Pils,,1492,1442,
Get Together,50.0,1493,1443,1.0
Maggie's Leap,26.0,1494,1444,1.0
Wall's End,19.0,1495,1445,1.0
Pumpion,38.0,1496,1446,1.0
Stronghold,25.0,1497,1447,1.0
Parapet ESB,47.0,1498,1448,1.0
Blue Boots IPA,,1499,1449,
Hoppy Bitch IPA,,1500,1450,
Three Skulls Ale Pale Ale,42.0,1501,1451,1.0
Walter's Premium Pilsener Beer,,1502,1452,
Floppin' Crappie,,1503,1453,
Left of the Dial IPA,,1504,1454,
Notch Session Pils,,1505,1455,
O'Fallon Pumpkin Beer,,1506,1456,
5 Day IPA,66.0,1507,1457,1.0
O'Fallon Wheach,7.0,1508,1458,1.0
Watershed IPA,70.0,1509,1459,1.0
Oakshire Amber Ale,24.0,1510,1460,1.0
Overcast Espresso Stout,27.0,1511,1461,1.0
Watershed IPA (2013),70.0,1512,1462,1.0
Lake Monster,25.0,1513,1463,1.0
London Homesick Ale,27.0,1514,1464,1.0
Luchesa Lager,35.0,1515,1465,1.0
Slow Ride,35.0,1516,1466,1.0
Occidental Hefeweizen,,1517,1467,
Occidental Dunkel,,1518,1468,
Occidental Altbier,,1519,1469,
Occidental Kölsch,,1520,1470,
Perpetual Darkness,72.0,1521,1471,1.0
Clan Warrior,29.0,1522,1472,1.0
Psycho Penguin Vanilla Porter,36.0,1523,1473,1.0
Heliocentric Hefeweizen,,1524,1474,
Ghose Drifter Pale Ale,,1525,1475,
Ghost Rider Pale Ale (2013),,1526,1476,
Helios Hefeweizen (2013),,1527,1477,
The Hole in Hadrian's Wall,19.0,1528,1478,1.0
33 Select Brown Ale,26.0,1529,1479,1.0
Midwest Charm Farmhouse Ale,29.0,1530,1480,1.0
Boji Blue Pale Ale,45.0,1531,1481,1.0
Winter Games Select #32 Stout,26.0,1532,1482,1.0
Boji Beach Golden Rye Ale,23.0,1533,1483,1.0
Hopsmith Pale Lager,,1534,1484,
Falling Down Brown Ale,65.0,1535,1485,1.0
Resolution Rye Stout,,1536,1486,
Plowshare Porter,,1537,1487,
Old Forge Pumpkin Ale,20.0,1538,1488,1.0
Endless Sun Ale,,1539,1489,
Celestial Blonde Ale,,1540,1490,
Overbite IPA,,1541,1491,
T-Rail Pale Ale,,1542,1492,
Endless Summer Ale (2011),,1543,1493,
Clem's Gold,,1544,1494,
Lizzy's Red,,1545,1495,
Orlison India Pale Lager,,1546,1496,
Brünette,,1547,1497,
Havanüther,,1548,1498,
Lyric Ale,,1549,1499,
Atalanta,,1550,1500,
Pinner Throwback IPA,35.0,1551,1501,1.0
Centennial State Pale Ale,,1552,1502,
Old Chub NITRO,,1553,1503,
The CROWLER™,,1554,1504,
CAN'D AID Foundation,,1555,1505,
Icey.P.A.,,1556,1506,
One Nut Brown,,1557,1507,
Birth IPA,,1558,1508,
Dale's Pale Ale,65.0,1559,1509,6.0
Dale's Pale Ale,65.0,1560,1509,6.0
Mama's Little Yella Pils,35.0,1561,1510,2.0
oSKAr the G'Rauch,,1562,1511,
oSKAr the G'Rauch,,1563,1511,
Dale's Pale Ale,65.0,1564,1509,6.0
The Deuce,,1565,1512,
Dale's Pale Ale (10 Year Anniversary),65.0,1566,1513,1.0
Dale's Pale Ale (2012),65.0,1567,1514,1.0
Gordon Imperial Red (2010),85.0,1568,1515,1.0
Dale's Pale Ale (2011),65.0,1569,1516,1.0
Dale's Pale Ale (2010),65.0,1570,1517,1.0
G'KNIGHT (16 oz.),85.0,1571,1518,1.0
15th Anniversary Abbey Ale (2012),,1572,1519,
Chaka,,1573,1520,
HGH (Home Grown Hops): Part Duh,70.0,1574,1521,1.0
Deviant Dale's IPA,,1575,1522,
One Hit Wonder,60.0,1576,1523,1.0
G'KNIGHT (12 oz.),85.0,1577,1524,1.0
Ten Fidy Imperial Stout,98.0,1578,1525,1.0
Mama's Little Yella Pils,35.0,1579,1510,2.0
GUBNA Imperial IPA,100.0,1580,1526,1.0
Old Chub,35.0,1581,1527,2.0
Gordon Ale (2009),85.0,1582,1528,1.0
Dale's Pale Ale,65.0,1583,1509,6.0
Gordon (2005),85.0,1584,1529,1.0
Ten Fidy Imperial Stout (2008),98.0,1585,1530,1.0
Ten Fidy Imperial Stout (2007),98.0,1586,1531,1.0
Old Chub (2008),35.0,1587,1532,1.0
Old Chub (2004),35.0,1588,1533,1.0
Old Chub (2003),35.0,1589,1534,1.0
Dale's Pale Ale (2008),65.0,1590,1535,1.0
Dale's Pale Ale (2006),65.0,1591,1536,1.0
Dale's Pale Ale (2004),65.0,1592,1537,1.0
Dale's Pale Ale (2003),65.0,1593,1538,1.0
Dale's Pale Ale (2002),65.0,1594,1539,1.0
Leroy (2005),,1595,1540,
Gordon Beer (2006),60.0,1596,1541,1.0
G'KNIGHT,85.0,1597,1542,1.0
Ten Fidy,98.0,1598,1543,1.0
Deviant Dale's IPA,85.0,1599,1544,1.0
Old Chub,35.0,1600,1527,2.0
Dale's Pale Ale,65.0,1601,1509,6.0
Dale's Pale Ale,65.0,1602,1509,6.0
Fresh Slice White IPA,45.0,1603,1545,1.0
Overgrown American Pale Ale,55.0,1604,1546,1.0
Ozark American Pale Ale,39.0,1605,1547,1.0
Hula Hoppie Session IPA,,1606,1548,
Dirty Hippie Dark Wheat,,1607,1549,
Rustic Red,23.0,1608,1550,1.0
Stimulator Pale Ale,48.0,1609,1551,1.0
Old Town Ale,22.0,1610,1552,1.0
Car 21,28.0,1611,1553,1.0
Cache La Porter,24.0,1612,1554,1.0
Rodeo Rye Pale Ale,35.0,1613,1555,1.0
Outlaw IPA,65.0,1614,1556,1.0
North Fork Lager,,1615,1557,
Payette Pale Ale,35.0,1616,1558,1.0
Mutton Buster,25.0,1617,1559,1.0
Side Kick Kölsch,,1618,1560,
Fresh Cut Pilsner,,1619,1561,
Summer Session Ale,61.0,1620,1562,1.0
Lobo Lito,12.0,1621,1563,1.0
Robert Earl Keen Honey Pils,17.0,1622,1564,1.0
Mound Builder IPA,77.0,1623,1565,1.0
Amazon Princess IPA,62.0,1624,1566,1.0
Farmer's Daughter Wheat,,1625,1567,
People's Pilsner,,1626,1568,
Hotbox Brown,10.0,1627,1569,1.0
Gold,15.0,1628,1570,1.0
Black,,1629,1571,
98 Problems (Cuz A Hop Ain't One),65.0,1630,1572,1.0
Veteran’s Pale Ale (VPA),40.0,1631,1573,1.0
Grapefruit IPA,35.0,1632,1574,1.0
Pete's ESP Lager (1998),,1633,1575,
Pete's Wicked Summer Brew (1995),,1634,1576,
Pete's Wicked Bohemian Pilsner (1997),,1635,1577,
Pete's Wicked Pale Ale (1997),,1636,1578,
Pete's Wicked Summer Brew (2002),,1637,1579,
Pete's Wicked Summer Brew (1997),,1638,1580,
Pete's Wicked Summer Brew (1996),,1639,1581,
Sparkle,12.0,1640,1582,1.0
North 45 Amber Ale,25.0,1641,1583,1.0
Horny Monk,20.0,1642,1584,1.0
Mind's Eye PA,74.0,1643,1585,1.0
Camelback,60.0,1644,1586,1.0
Local 5 Pale Ale,,1645,1587,
Devils Head Red Ale,,1646,1588,
Elephant Rock IPA,75.0,1647,1589,1.0
Black Bay Milk Stout,,1648,1590,
Atom Splitter Pale Ale,,1649,1591,
Hot Date Ale,20.0,1650,1592,1.0
Masked Bandit IPA,,1651,1593,
Sweet Potato Ale,24.0,1652,1594,1.0
Float Trip Ale,18.0,1653,1595,1.0
Old Tom Porter,25.0,1654,1596,1.0
Black Walnut Wheat,18.0,1655,1597,1.0
McKinney Eddy Amber Ale,20.0,1656,1598,1.0
Missouri Mule India Pale Ale,70.0,1657,1599,1.0
Blood of the Unicorn,,1658,1600,
GreyBeard™ IPA,51.0,1659,1601,1.0
Pisgah Pale Ale,31.0,1660,1602,1.0
PONTO S.I.P.A.,,1661,1603,
Chronic Ale,,1662,1604,
Swami's India Pale Ale,,1663,1605,
New Cleveland Palesner,,1664,1606,
Mazzie,45.0,1665,1607,1.0
Big Chuck Barleywine,,1666,1608,
Ponderosa IPA,,1667,1609,
Liquid Amber Ale,,1668,1610,
Morning Wood Wheat (Current),14.0,1669,1611,2.0
Hideout Helles,17.0,1670,1612,1.0
Dead Eye Dunkel,15.0,1671,1613,1.0
Peacemaker Pilsner,21.0,1672,1614,1.0
Over the Rail Pale Ale,68.0,1673,1615,1.0
Pallavicini Pilsner (2009),21.0,1674,1616,1.0
Morning Wood Wheat (Current),14.0,1675,1611,2.0
Pyramid Hefeweizen (2011),18.0,1676,1617,1.0
Haywire Hefeweizen (2010),18.0,1677,1618,1.0
Golden Fleece,35.0,1678,1619,1.0
Smoking Mirror,30.0,1679,1620,1.0
Rahr's Blonde,,1680,1621,
Pride of Texas Pale Ale,60.0,1681,1622,1.0
18th Anniversary Gose,5.0,1682,1623,1.0
White (2015),25.0,1683,1624,1.0
BLAKKR,85.0,1684,1625,2.0
Firemans #4 Blonde Ale (2013),21.0,1685,1626,1.0
The Sword Iron Swan Ale,,1686,1627,
Hans' Pils (2015),52.0,1687,1628,1.0
Four Squared (2015),50.0,1688,1629,1.0
Firemans #4 Blonde Ale (2015),21.0,1689,1630,1.0
Watership Brown Ale,55.0,1690,1631,1.0
Gangway IPA,55.0,1691,1632,1.0
Long Day Lager,,1692,1633,
Farmer's Daughter Blonde,17.0,1693,1634,1.0
Pump House IPA,45.0,1694,1635,1.0
Suicide Blonde IPA,,1695,1636,
Vanilla Porter,25.0,1696,1637,1.0
Honey Rye,18.0,1697,1638,1.0
Happy Cider,,1698,1639,
Long Hammer IPA,44.0,1699,1640,2.0
Long Hammer IPA,44.0,1700,1640,2.0
Copper Hook (2011),27.0,1701,1641,1.0
Nectar of the Hops,,1702,1642,
Sunshine Nectar,,1703,1643,
Black Raspberry Nectar,,1704,1644,
Blood Orange Wit,16.0,1705,1645,1.0
Consilium,40.0,1706,1646,1.0
Hammer & Sickle,60.0,1707,1647,1.0
Redacted Rye IPA,100.0,1708,1648,1.0
Elevation Triple India Pale Ale,100.0,1709,1649,1.0
5:00 O'Clock Afternoon Ale,25.0,1710,1650,1.0
Ryeteous Rye IPA (2012),100.0,1711,1651,1.0
Stout Ol' Friend,,1712,1652,
Stout Ol' Friend (2012),,1713,1653,
Rye Porter,,1714,399,
Miner's Gold,,1715,1654,
Vienna Lager,,1716,1655,
Jessie's Garage,,1717,1656,
Colorado Red Ale,,1718,1657,
Miner's Gold,,1719,1654,
Fist City,40.0,1720,1658,1.0
A Little Crazy,,1721,1659,
Rosa Hibiscus Ale,15.0,1722,1660,1.0
Fistmas Ale,31.0,1723,1661,1.0
Oktoberfest Revolution,25.0,1724,1662,1.0
Eugene Porter,28.0,1725,1663,1.0
Anti-Hero IPA,70.0,1726,1664,1.0
Bottom Up Belgian Wit,14.0,1727,1665,1.0
Hustle,42.0,1728,1666,1.0
Pure Fury,42.0,1729,1667,1.0
Dad,60.0,1730,1668,1.0
Panther,35.0,1731,1669,1.0
Franz,21.0,1732,1670,1.0
Zen,45.0,1733,1671,1.0
Truth,75.0,1734,1672,1.0
Cougar,25.0,1735,1673,1.0
Smooth Operator,,1736,1674,
Gose,,1737,1675,
Maine Island Trail Ale,,1738,1676,
River North White Ale,,1739,1677,
River North Ale,,1740,1678,
Lil SIPA,55.0,1741,1679,1.0
Hop Bomber Rye Pale Ale,60.0,1742,1680,1.0
Jah Mon,100.0,1743,1681,1.0
Oktoberfest,,1744,584,
Headless Wylie,,1745,1682,
Dayman IPA,,1746,1683,
All Aboard! Anniversary Stout,,1747,1684,
Hop Lace,,1748,1685,
OH-PA Session Pale Ale,,1749,1686,
Patrick's Poison,,1750,1687,
Rudolph's Red,,1751,1688,
Babbling Blonde,,1752,1689,
Maxwell's Scottish Ale,,1753,1690,
Grateful White,,1754,1691,
RT Lager,,1755,1692,
Old Wylie's IPA,,1756,1693,
Hala Kahiki Pineapple Beer,,1757,1694,
Track 1 Amber Lager,,1758,1695,
Pine Knob Pilsner,,1759,1696,
Cal and Co. Black Cherry Porter,,1760,1697,
Lazy Daze Lager,,1761,1698,
Rochester Red Ale,,1762,1699,
Milkshake Stout,,1763,1700,
Cornerstone IPA,,1764,1701,
Lazy Daze Lager,,1765,1698,
Rogue American Amber Ale,,1766,1702,
12th Round,78.0,1767,1703,1.0
RoughTail IPA,80.0,1768,1704,1.0
Polar Night Stout,,1769,1705,
Sundown,36.0,1770,1706,1.0
Sanctified,,1771,1707,
Fear of a Brett Planet,,1772,1708,
Original Slacker Ale,40.0,1773,1709,1.0
Alpha Blackback,,1774,1710,
Kiss Off IPA,,1775,1711,
Dog Days Summer Ale,28.0,1776,1712,1.0
1881 California Red,35.0,1777,1713,1.0
CAPT Black IPA,55.0,1778,1714,2.0
Ruhstaller's Gilt Edge Lager Beer,42.0,1779,1715,1.0
CAPT Black IPA,55.0,1780,1714,2.0
1881 California Red Ale,35.0,1781,1716,1.0
Saint Archer White Ale,15.0,1782,1717,1.0
Saint Archer IPA,66.0,1783,1718,1.0
Saint Archer Pale Ale,40.0,1784,1719,1.0
Saint Archer Blonde,22.0,1785,1720,1.0
Sex Panther,20.0,1786,1721,1.0
Winter Warmer (Vault Series),25.0,1787,1722,1.0
Count Hopula (Vault Series),99.0,1788,1723,1.0
Oktoberfest,,1789,584,
SunSpot Golden Ale,15.0,1790,1724,1.0
I.W.A. (2011),,1791,1725,
Supermonk I.P.A.,,1792,1726,
Epicenter Amber Ale,20.0,1793,1727,1.0
SanTan HefeWeizen,15.0,1794,1728,1.0
Hop Shock IPA,85.0,1795,1729,1.0
Sex Panther (2014),20.0,1796,1730,1.0
Devil’s Ale,45.0,1797,1731,1.0
Rail Slide Imperial Spiced Ale,,1798,1732,
Mr. Pineapple,20.0,1799,1733,1.0
American Idiot Ale (2012),45.0,1800,1734,1.0
Hop Shock IPA (2010),85.0,1801,1735,1.0
SanTan HefeWeizen (2010),15.0,1802,1736,1.0
Devil’s Ale (2010),45.0,1803,1737,1.0
Epicenter Amber Ale (2010),20.0,1804,1738,1.0
Sanitas Saison Ale,20.0,1805,1739,1.0
Sanitas Black IPA,65.0,1806,1740,1.0
Giant DIPA,88.0,1807,1741,1.0
Dread Brown Ale,,1808,1742,
Casinos IPA,,1809,1743,
Saison 88,30.0,1810,1744,1.0
Black IPA,95.0,1811,1745,1.0
Santa Fe Irish Red Ale,,1812,1746,
Santa Fe Oktoberfest,,1813,1747,
Imperial Java Stout,,1814,1748,
Freestyle Pilsner,,1815,1749,
Happy Camper IPA,,1816,1750,
Oval Beach Blonde Ale,11.0,1817,1751,1.0
Oak Aged Cider,,1818,1752,
Ginger Cider,,1819,1753,
Schilling Hard Cider,,1820,1754,
Schlafly Yakima Wheat Ale,45.0,1821,1755,1.0
Schlafly Black Lager,,1822,1756,
Schlafly IPA,30.0,1823,1757,1.0
Schlafly American Brown Ale,30.0,1824,1758,1.0
Schlafly Hefeweizen,16.0,1825,1759,1.0
Schlafly Summer Lager,17.0,1826,1760,1.0
Sea Dog Wild Blueberry Wheat Ale,,1827,1761,
Blur India Pale Ale,60.0,1828,1762,1.0
Dry Cider,,1829,1763,
Dry Hard Cider,,1830,1764,
Frankenlou's IPA,105.0,1831,1765,1.0
Becky's Black Cat Porter,55.0,1832,1766,1.0
Seventh Son of a Seventh Son,40.0,1833,1767,1.0
Stone Fort Brown Ale,20.0,1834,1768,1.0
Seventh Son Hopped Red Ale,40.0,1835,1769,1.0
Humulus Nimbus Super Pale Ale,53.0,1836,1770,1.0
Golden Ratio IPA,68.0,1837,1771,1.0
Black Hop IPA,,1838,1772,
Archer's Ale (2004),,1839,1773,
Monkey Fist IPA,65.0,1840,1774,1.0
Shipyard Summer Ale,,1841,1775,
Pumpkinhead Ale,,1842,1776,
Shipyard Export,,1843,1777,
Nooner,,1844,1778,
Torpedo,65.0,1845,1779,2.0
Yonder Bock,,1846,1780,
CANfusion Rye Bock,,1847,1781,
Sierra Nevada Pale Ale,37.0,1848,1782,2.0
Old Chico Crystal Wheat,26.0,1849,1783,1.0
Summerfest,28.0,1850,1784,1.0
Torpedo,65.0,1851,1779,2.0
Sierra Nevada Pale Ale,37.0,1852,1782,2.0
Sietsema Red Label,,1853,1785,
Bear Ass Brown,,1854,1786,
Red Mountain Ale,,1855,1787,
Ice Pick Ale,,1856,1788,
4Beans,52.0,1857,1789,1.0
Jammer,16.0,1858,1790,1.0
Abigale,,1859,1791,
Rad,7.0,1860,1792,1.0
Bengali,62.0,1861,1793,1.0
Sensi Harvest,50.0,1862,1794,1.0
Hi-Res,111.0,1863,1795,1.0
Global Warmer,70.0,1864,1796,1.0
Autumnation (2013),74.0,1865,1797,1.0
The Crisp,42.0,1866,1798,1.0
Sweet Action,34.0,1867,1799,1.0
Righteous Ale,57.0,1868,1800,1.0
Bengali Tiger,62.0,1869,1801,1.0
3Beans,85.0,1870,1802,1.0
Brownstone,47.0,1871,1803,1.0
Apollo,11.0,1872,1804,1.0
Harbinger,35.0,1873,1805,1.0
Resin,103.0,1874,1806,1.0
Diesel,69.0,1875,1807,1.0
Autumnation (2011-12) (2011),48.0,1876,1808,1.0
The Crisp (2011),42.0,1877,1809,1.0
Sweet Action (2011),34.0,1878,1810,1.0
Righteous Ale (2011),57.0,1879,1811,1.0
Bengali Tiger (2011),62.0,1880,1812,1.0
Rudie Session IPA,,1881,1813,
Taster's Choice,,1882,1814,
Modus Hoperandi,65.0,1883,1815,2.0
Estival Cream Stout,15.0,1884,1816,1.0
Vernal Minthe Stout,,1885,1817,
Hibernal Vinifera Stout,,1886,1818,
Autumnal Molé Stout,,1887,1819,
Mexican Logger,18.0,1888,1820,1.0
True Blonde Ale,,1889,1821,
Euphoria Pale Ale,,1890,1822,
ESB Special Ale,58.0,1891,1823,1.0
Modus Hoperandi,65.0,1892,1815,2.0
Iron Butt Red Ale,39.0,1893,1824,1.0
Initial Point India Pale Ale,92.0,1894,1825,1.0
Monkey Dancing On A Razor Blade,,1895,1826,
Tripel Deke,,1896,1827,
Urban Wilderness Pale Ale,,1897,1828,
Homefront IPA,70.0,1898,1829,1.0
Sly Fox Christmas Ale 2013,16.0,1899,1830,1.0
Grisette,25.0,1900,1831,1.0
360° India Pale Ale,,1901,1832,
Helles Golden Lager,18.0,1902,1833,1.0
Sly Fox Christmas Ale 2012 (2012),16.0,1903,1834,1.0
Odyssey Imperial IPA,90.0,1904,1835,1.0
Oktoberfest Lager,25.0,1905,1836,1.0
113 IPA,113.0,1906,1837,1.0
Dunkel Lager,21.0,1907,1838,1.0
Royal Weisse Ale,11.0,1908,1839,1.0
Pikeland Pils,44.0,1909,1840,1.0
Phoenix Pale Ale,40.0,1910,1841,1.0
Rule G IPA,88.0,1911,1842,1.0
Murphy's Law,35.0,1912,1843,1.0
Alter Ego,33.0,1913,1844,1.0
Monarch Pilsner,,1914,1845,
Snow King Pale Ale,55.0,1915,1846,1.0
Zonker Stout,36.0,1916,1847,1.0
OB-1 Organic Ale,22.0,1917,1848,1.0
Snake River Lager,18.0,1918,1849,1.0
Snake River Pale Ale,32.0,1919,1850,1.0
Pako’s EyePA,60.0,1920,1851,1.0
Thanksgiving Ale,,1921,1852,
Double Dagger Imperial IPA,,1922,1853,
Dagger Falls IPA,100.0,1923,1854,3.0
Dagger Falls IPA,100.0,1924,1854,3.0
Socktoberfest,,1925,1855,
Hopnoxious Imperial IPA,,1926,1856,
Barrel Aged Seven Devils Imperial Stout,,1927,1857,
Boise Co-Op Two Score Ale,,1928,1858,
Sockeye Belgian Style Summer Ale,,1929,1859,
Sockeye Maibock,,1930,1860,
Old Devil's Tooth,100.0,1931,1861,1.0
Galena Golden,,1932,1862,
Hell-Diver Pale Ale,32.0,1933,1863,1.0
Woolybugger Wheat,12.0,1934,1864,1.0
Power House Porter,,1935,1865,
Winterfest,90.0,1936,1866,1.0
Dagger Falls IPA,100.0,1937,1854,3.0
LuckenBock,18.0,1938,1867,1.0
Texas Pale Ale (TPA),40.0,1939,1868,1.0
6 String Saison,,1940,1869,
Kol' Beer,22.0,1941,1870,1.0
Montauk Light,,1942,1871,
Na Zdraví Pilsner,32.0,1943,1872,1.0
Nice Rack IPA,65.0,1944,1873,1.0
2014 IPA Cicada Series,72.0,1945,1874,1.0
Sinister Minister Black IPA,65.0,1946,1875,1.0
Jack the Sipper,45.0,1947,1876,1.0
Devil's Harvest Extra Pale Ale,60.0,1948,1877,2.0
Suzy B Dirty Blonde Ale,20.0,1949,1878,2.0
Mississippi Fire Ant,80.0,1950,1879,1.0
Hipster Breakfast,40.0,1951,1880,1.0
Suzy B Dirty Blonde Ale,20.0,1952,1878,2.0
Devil's Harvest Extra Pale Ale,60.0,1953,1877,2.0
Pine Belt Pale Ale,45.0,1954,1881,2.0
Walloon,,1955,1882,
Le Mort Vivant,23.0,1956,1883,1.0
Red Cockaded Ale,110.0,1957,1884,1.0
Valkyrie Double IPA,100.0,1958,1885,1.0
Red Cockaded Ale (2013),110.0,1959,1886,1.0
Old Potentate,40.0,1960,1887,1.0
Bombshell Blonde,20.0,1961,1888,2.0
PRO-AM (2012) (2012),100.0,1962,1889,1.0
Walloon (2014),,1963,1890,
Le Mort Vivant (2011),23.0,1964,1891,1.0
Buried Hatchet Stout,50.0,1965,1892,1.0
Pine Belt Pale Ale,45.0,1966,1881,2.0
Bombshell Blonde,20.0,1967,1888,2.0
Baby Daddy Session IPA,35.0,1968,1893,1.0
Hopluia (2004),,1969,1894,
Ball & Chain (2014),,1970,1895,
Bitter Biker Double IPA,,1971,1896,
God Damn Pigeon Porter,,1972,1897,
Working for the Weekend,,1973,1898,
Angry Adam,,1974,1899,
Freedom Fries,,1975,1900,
Bitter Biker Double IPA,,1976,1896,
Ghost Bike Pale Ale,,1977,1901,
Spiteful IPA,,1978,1902,
Alley Time,,1979,1903,
Fat Badger,,1980,1904,
In the Weeds,,1981,1905,
Special Amber,22.0,1982,1906,2.0
Special Amber,22.0,1983,1906,2.0
Seven Gates Pale Ale,,1984,1907,
Gunga Din,,1985,1908,
Starr Pils,20.0,1986,1909,1.0
Northern Lights India Pale Ale,52.0,1987,1910,2.0
Festie,12.0,1988,1911,1.0
Northern Lights India Pale Ale,52.0,1989,1910,2.0
