flight,act_arr_time,original_index,unique_index,count
CO-1694-LAX-IAH,12:02 a.m.,979,392,3.0
CO-63-EWR-IAH,7:43 p.m.,980,393,3.0
AA-3786-IAH-ORD,6:11 p.m.,981,139,7.0
CO-47-IAH-LAX,8:46 p.m.,982,394,3.0
AA-1434-DFW-MCO,10:29 a.m.,983,187,9.0
AA-4330-CVG-ORD,3:26 p.m.,984,366,4.0
AA-3809-PHX-LAX,6:09 a.m.,985,395,3.0
AA-59-JFK-SFO,10:52 a.m.,986,147,8.0
AA-4307-ORD-DTW,8:38 p.m.,987,94,8.0
AA-85-JFK-SFO,6:30 p.m.,988,137,7.0
AA-3859-IAH-ORD,9:32 a.m.,989,0,8.0
AA-518-MIA-JFK,9:28 a.m.,990,3,13.0
UA-397-JFK-SFO,11:58 a.m.,991,301,13.0
UA-3925-IAD-ORF,9:43 a.m.,992,302,13.0
AA-1733-ORD-PHX,10:30 p.m.*,993,396,1.0
AA-1640-MIA-MCO,Not Available,994,188,2.0
AA-3-JFK-LAX,3:16 p.m.,995,24,15.0
UA-2830-MCO-CLT,Contact Airline,996,397,2.0
AA-1544-SAN-ORD,4:56 p.m.,997,45,12.0
AA-204-LAX-MCO,Dec 02 Not Available,998,398,1.0
UA-414-LAX-SFO,7:17 a.m.,999,305,12.0
AA-3756-ORD-SLC,2:50 p.m.,1000,4,15.0
UA-2726-FLL-PHL,Contact Airline,1001,399,1.0
AA-3468-CVG-MIA,9:45 a.m.,1002,6,15.0
UA-3515-IAD-MSP,9:56 a.m.,1003,67,16.0
AA-484-DFW-MIA,7:39 p.m.,1004,7,14.0
CO-62-IAH-EWR,7:10 p.m.,1005,308,14.0
AA-446-DFW-PHL,4:09 p.m.,1006,8,16.0
AA-466-IAH-MIA,9:05 a.m.,1007,9,13.0
UA-3050-PHX-CLT,Contact Airline,1008,400,1.0
CO-89-IAH-EWR,10:27 a.m.,1009,312,13.0
CO-1088-CLE-IAH,10:56 a.m.,1010,313,12.0
AA-1886-BOS-MIA,1:40 p.m.,1011,10,11.0
AA-2957-DFW-CVG,11:01 a.m.,1012,11,8.0
AA-1664-MIA-ATL,11:56 a.m.,1013,12,9.0
AA-3979-CVG-ORD,8:06 a.m.,1014,13,9.0
AA-1279-DFW-PHX,3:30 p.m.,1015,14,3.0
AA-616-DFW-DTW,1:27 p.m.,1016,15,11.0
AA-4344-ORD-DTW,2:10 p.m.,1017,16,9.0
UA-2945-PHL-CLT,Contact Airline,1018,401,1.0
AA-2525-DFW-MIA,11:06 a.m.,1019,17,13.0
AA-271-MIA-LAX,2:27 p.m.,1020,19,15.0
AA-2050-ORD-MIA,2:46 p.m.,1021,20,15.0
AA-1434-DFW-MCO,10:36 a.m.,1022,22,9.0
CO-1561-PHX-IAH,11:32 a.m.,1023,309,12.0
AA-4307-ORD-DTW,8:53 p.m.,1024,23,11.0
CO-1694-LAX-IAH,Dec 02 Contact Airline,1025,402,1.0
UA-843-LAX-ORD,7:58 p.m.,1026,319,13.0
CO-1193-EWR-MCO,12:09 p.m.,1027,320,15.0
AA-3842-MSP-ORD,7:51 a.m.,1028,25,15.0
AA-643-MIA-ORD,9:31 a.m.,1029,26,8.0
UA-2906-PHL-MCO,Contact Airline,1030,403,1.0
AA-1221-MCO-ORD,9:53 p.m.,1031,28,10.0
UA-2515-DFW-CLT,Contact Airline,1032,404,1.0
AA-400-DFW-JFK,3:04 p.m.,1033,29,14.0
UA-664-ORD-PHL,4:23 p.m.,1034,324,15.0
AA-1522-SFO-ORD,Dec 02 Not Available,1035,405,1.0
UA-233-LAX-JFK,Not Available,1036,204,3.0
AA-3823-LAX-DEN,Dec 02 Not Available,1037,406,2.0
AA-2312-DFW-DTW,Not Available,1038,206,2.0
AA-1165-JFK-MIA,10:04 a.m.,1039,34,13.0
AA-431-MIA-SFO,11:44 a.m.,1040,35,14.0
UA-257-JFK-SFO,5:42 p.m.,1041,316,15.0
UA-3373-IAD-PHL,9:13 a.m.,1042,117,19.0
AA-649-ORD-SNA,Not Available,1043,210,3.0
CO-1250-MIA-IAH,4:59 p.m.,1044,327,15.0
UA-6273-YYC-SFO,8:45 a.m.,1045,328,11.0
UA-858-PVG-SFO,8:02 a.m.,1046,329,10.0
UA-2704-DTW-PHX,Contact Airline,1047,407,1.0
AA-3063-SLC-LAX,9:19 p.m.*,1048,408,1.0
UA-2708-EWR-CLT,Contact Airline,1049,409,1.0
UA-62-IAH-EWR,Contact Airline,1050,410,1.0
AA-3804-PHL-ORD,3:43 p.m.,1051,38,11.0
AA-1917-JFK-MCO,5:43 p.m.,1052,39,11.0
AA-2268-PHX-ORD,11:06 a.m.,1053,40,8.0
UA-2314-ATL-PHL,Contact Airline,1054,411,1.0
AA-4277-CVG-JFK,1:43 p.m.,1055,41,15.0
UA-37-EDI-EWR,Contact Airline,1056,412,1.0
AA-789-ORD-DEN,3:13 p.m.,1057,42,11.0
UA-854-SFO-IAH,1:30 p.m.,1058,314,14.0
AA-415-BOS-ORD,10:16 a.m.,1059,43,8.0
AA-85-JFK-SFO,6:43 p.m.,1060,44,14.0
AA-3786-IAH-ORD,6:15 p.m.,1061,46,11.0
CO-50-CLE-EWR,5:26 p.m.,1062,333,14.0
UA-3099-PHX-PHL,Contact Airline,1063,413,1.0
AA-4198-ORD-CLE,12:50 p.m.,1064,30,9.0
AA-222-LAX-BOS,3:14 p.m.,1065,47,14.0
AA-404-MIA-MCO,7:40 a.m.,1066,18,11.0
CO-45-EWR-MIA,6:36 p.m.,1067,335,14.0
AA-3809-PHX-LAX,6:19 a.m.,1068,48,15.0
AA-59-JFK-SFO,11:12 a.m.,1069,49,14.0
AA-3859-IAH-ORD,9:22 a.m.,1070,50,15.0
CO-1586-IAH-MCO,10:29 p.m.,1071,300,11.0
AA-518-MIA-JFK,9:28 a.m.,1072,3,13.0
UA-397-JFK-SFO,11:58 a.m.,1073,301,13.0
UA-3925-IAD-ORF,9:43 a.m.,1074,302,13.0
AA-1733-ORD-PHX,,1075,1,
AA-3-JFK-LAX,3:16 p.m.,1076,24,15.0
UA-2830-MCO-CLT,5:17 p.m.,1077,155,14.0
CO-58-DEN-IAH,3:31 p.m.,1078,303,13.0
UA-5487-SFO-MRY,11:21 a.m.,1079,304,9.0
AA-204-LAX-MCO,,1080,5,
UA-414-LAX-SFO,7:17 a.m.,1081,305,12.0
CO-1614-LAX-IAH,5:26 a.m.,1082,306,12.0
UA-2726-FLL-PHL,6:25 p.m.,1083,63,10.0
CO-52-IAH-LAX,9:09 a.m.,1084,161,7.0
CO-1090-BOS-IAH,1:19 p.m.,1085,307,14.0
AA-616-DFW-DTW,1:18 p.m.,1086,163,6.0
UA-3515-IAD-MSP,9:56 a.m.,1087,67,16.0
AA-3468-CVG-MIA,9:45 a.m.,1088,6,15.0
AA-484-DFW-MIA,7:39 p.m.,1089,7,14.0
AA-1886-BOS-MIA,1:40 p.m.,1090,10,11.0
CO-62-IAH-EWR,7:10 p.m.,1091,308,14.0
CO-1561-PHX-IAH,11:32 a.m.,1092,309,12.0
UA-2314-ATL-PHL,5:00 p.m.,1093,310,5.0
AA-446-DFW-PHL,4:09 p.m.,1094,8,16.0
CO-1023-IAH-DEN,1:14 p.m.,1095,311,13.0
AA-466-IAH-MIA,9:05 a.m.,1096,9,13.0
UA-3050-PHX-CLT,5:03 p.m.,1097,173,6.0
CO-89-IAH-EWR,10:27 a.m.,1098,312,13.0
CO-1088-CLE-IAH,10:56 a.m.,1099,313,12.0
AA-1664-MIA-ATL,11:50 a.m.,1100,80,16.0
AA-1279-DFW-PHX,3:19 p.m.,1101,176,7.0
UA-854-SFO-IAH,1:30 p.m.,1102,314,14.0
UA-382-IAD-LAX,3:21 p.m.,1103,315,11.0
AA-4344-ORD-DTW,2:01 p.m.,1104,179,7.0
UA-257-JFK-SFO,5:42 p.m.,1105,316,15.0
UA-2945-PHL-CLT,1:14 p.m.,1106,181,7.0
CO-63-EWR-IAH,8:03 p.m.,1107,317,12.0
CO-47-IAH-LAX,9:38 p.m.,1108,183,6.0
AA-2050-ORD-MIA,2:46 p.m.,1109,20,15.0
UA-248-PHX-ORD,5:34 p.m.,1110,318,12.0
AA-4330-CVG-ORD,3:25 p.m.,1111,186,6.0
AA-1434-DFW-MCO,10:29 a.m.,1112,187,9.0
AA-1640-MIA-MCO,,1113,2,
AA-4307-ORD-DTW,8:43 p.m.,1114,189,6.0
CO-1694-LAX-IAH,,1115,96,
UA-843-LAX-ORD,7:58 p.m.,1116,319,13.0
CO-1193-EWR-MCO,12:09 p.m.,1117,320,15.0
AA-3842-MSP-ORD,7:51 a.m.,1118,25,15.0
AA-643-MIA-ORD,9:29 a.m.,1119,193,6.0
AA-1007-MIA-PHX,7:53 p.m.,1120,194,6.0
UA-2906-PHL-MCO,6:35 p.m.,1121,321,5.0
UA-938-DEN-ORD,7:36 p.m.,1122,322,13.0
AA-1221-MCO-ORD,9:49 p.m.,1123,197,7.0
CO-16-LAX-EWR,6:34 p.m.,1124,323,13.0
UA-2515-DFW-CLT,10:45 a.m.,1125,199,7.0
AA-400-DFW-JFK,3:04 p.m.,1126,29,14.0
UA-664-ORD-PHL,4:23 p.m.,1127,324,15.0
AA-3756-ORD-SLC,2:52 p.m.,1128,202,7.0
UA-37-EWR-MCO,4:17 p.m.,1129,325,13.0
AA-1522-SFO-ORD,,1130,31,
UA-233-LAX-JFK,,1131,326,
AA-3823-LAX-DEN,,1132,32,
AA-2312-DFW-DTW,,1133,33,
AA-1165-JFK-MIA,10:04 a.m.,1134,34,13.0
AA-431-MIA-SFO,11:44 a.m.,1135,35,14.0
UA-3373-IAD-PHL,9:13 a.m.,1136,117,19.0
AA-649-ORD-SNA,,1137,36,
CO-1250-MIA-IAH,4:59 p.m.,1138,327,15.0
UA-6273-YYC-SFO,8:45 a.m.,1139,328,11.0
UA-828-SFO-ORD,,1140,121,
CO-4888-IAH-DAL,,1141,213,
UA-858-PVG-SFO,8:02 a.m.,1142,329,10.0
UA-2704-DTW-PHX,2:02 p.m.,1143,215,8.0
AA-3063-SLC-LAX,9:11 p.m.,1144,216,8.0
UA-2708-EWR-CLT,4:24 p.m.,1145,217,7.0
UA-62-IAH-EWR,7:10 p.m.,1146,330,13.0
UA-1500-IAH-GUA,12:12 p.m.,1147,331,5.0
AA-3804-PHL-ORD,3:36 p.m.,1148,129,13.0
AA-1917-JFK-MCO,5:34 p.m.,1149,220,6.0
AA-2268-PHX-ORD,11:07 a.m.,1150,221,7.0
AA-4277-CVG-JFK,1:43 p.m.,1151,41,15.0
AA-2957-DFW-CVG,11:00 a.m.,1152,223,6.0
UA-37-EDI-EWR,12:09 p.m.,1153,332,11.0
AA-789-ORD-DEN,3:01 p.m.,1154,225,6.0
AA-415-BOS-ORD,10:10 a.m.,1155,226,6.0
AA-85-JFK-SFO,6:43 p.m.,1156,44,14.0
AA-3979-CVG-ORD,7:57 a.m.,1157,228,6.0
AA-1544-SAN-ORD,4:56 p.m.,1158,45,12.0
AA-3786-IAH-ORD,6:09 p.m.,1159,230,6.0
AA-271-MIA-LAX,2:27 p.m.,1160,19,15.0
AA-2525-DFW-MIA,11:06 a.m.,1161,17,13.0
CO-50-CLE-EWR,5:26 p.m.,1162,333,14.0
UA-3099-PHX-PHL,6:17 p.m.,1163,334,5.0
AA-4198-ORD-CLE,12:48 p.m.,1164,235,7.0
AA-404-MIA-MCO,7:32 a.m.,1165,236,6.0
CO-45-EWR-MIA,6:36 p.m.,1166,335,14.0
AA-3809-PHX-LAX,6:19 a.m.,1167,48,15.0
AA-59-JFK-SFO,11:12 a.m.,1168,49,14.0
AA-222-LAX-BOS,3:14 p.m.,1169,47,14.0
AA-3859-IAH-ORD,,1170,241,
AA-518-MIA-JFK,9:09 a.m.,1171,242,2.0
CO-1586-IAH-MCO,10:23 p.m.,1172,149,2.0
UA-3925-IAD-ORF,,1173,244,
AA-1733-ORD-PHX,,1174,1,
UA-414-LAX-SFO,7:10 a.m.,1175,159,2.0
UA-3515-IAD-MSP,9:54 a.m.,1176,164,2.0
AA-3468-CVG-MIA,9:45 a.m.,1177,6,15.0
AA-484-DFW-MIA,,1178,255,
CO-63-EWR-IAH,7:55 p.m.,1179,182,2.0
AA-466-IAH-MIA,9:00 a.m.,1180,172,3.0
UA-3050-PHX-CLT,,1181,257,
AA-1886-BOS-MIA,,1182,258,
AA-1664-MIA-ATL,11:50 a.m.,1183,80,16.0
AA-404-MIA-MCO,7:40 a.m.,1184,18,11.0
AA-3756-ORD-SLC,2:52 p.m.,1185,202,7.0
UA-382-IAD-LAX,3:20 p.m.,1186,178,3.0
UA-2945-PHL-CLT,1:14 p.m.,1187,181,7.0
AA-2050-ORD-MIA,2:36 p.m.,1188,264,3.0
UA-248-PHX-ORD,,1189,185,
AA-4330-CVG-ORD,3:33 p.m.,1190,21,8.0
AA-4307-ORD-DTW,,1191,265,
CO-1694-LAX-IAH,Not Available,1192,190,2.0
UA-843-LAX-ORD,7:53 p.m.,1193,191,2.0
CO-1193-EWR-MCO,12:09 p.m.,1194,320,15.0
AA-1221-MCO-ORD,9:49 p.m.,1195,197,7.0
CO-16-LAX-EWR,,1196,106,
AA-400-DFW-JFK,3:04 p.m.,1197,29,14.0
UA-664-ORD-PHL,,1198,275,
AA-1522-SFO-ORD,5:42 a.m. (Estimated runway),1199,348,4.0
UA-257-JFK-SFO,5:28 p.m.,1200,180,3.0
UA-3373-IAD-PHL,9:13 a.m.,1201,117,19.0
CO-1250-MIA-IAH,4:55 p.m.,1202,211,2.0
UA-6273-YYC-SFO,8:41 a.m.,1203,212,2.0
UA-828-SFO-ORD,,1204,121,
CO-4888-IAH-DAL,,1205,213,
UA-2704-DTW-PHX,2:02 p.m.,1206,215,8.0
UA-2708-EWR-CLT,4:24 p.m.,1207,217,7.0
UA-1500-IAH-GUA,12:10 p.m.,1208,219,3.0
AA-3804-PHL-ORD,3:43 p.m.,1209,38,11.0
AA-2268-PHX-ORD,11:07 a.m.,1210,221,7.0
UA-233-LAX-JFK,Not Available,1211,204,3.0
AA-4277-CVG-JFK,,1212,290,
AA-2957-DFW-CVG,,1213,291,
UA-37-EDI-EWR,,1214,134,
AA-789-ORD-DEN,3:13 p.m.,1215,42,11.0
UA-854-SFO-IAH,1:30 p.m.,1216,314,14.0
AA-85-JFK-SFO,6:36 p.m.,1217,227,3.0
AA-1640-MIA-MCO,7:35 p.m.,1218,245,3.0
AA-1544-SAN-ORD,,1219,247,
AA-3786-IAH-ORD,,1220,294,
AA-3809-PHX-LAX,,1221,297,
AA-59-JFK-SFO,10:49 a.m.,1222,298,2.0
AA-3859-IAH-ORD,9:22 a.m.,1223,50,15.0
CO-1586-IAH-MCO,,1224,51,
AA-518-MIA-JFK,9:14 a.m.,1225,52,6.0
UA-397-JFK-SFO,11:30 a.m.,1226,53,5.0
UA-3925-IAD-ORF,9:29 a.m.,1227,54,4.0
AA-1733-ORD-PHX,10:31 p.m.,1228,55,4.0
UA-2830-MCO-CLT,5:14 p.m.,1229,56,4.0
CO-58-DEN-IAH,,1230,57,
AA-1544-SAN-ORD,4:54 p.m.,1231,58,5.0
UA-5487-SFO-MRY,11:11 a.m.,1232,59,4.0
AA-204-LAX-MCO,12/2/11 6:35 a.m.,1233,60,4.0
UA-414-LAX-SFO,7:04 a.m.,1234,61,5.0
CO-1614-LAX-IAH,,1235,62,
UA-2726-FLL-PHL,6:25 p.m.,1236,63,10.0
CO-52-IAH-LAX,,1237,64,
CO-1090-BOS-IAH,,1238,65,
AA-616-DFW-DTW,1:11 p.m.,1239,66,8.0
UA-3515-IAD-MSP,9:56 a.m.,1240,67,16.0
AA-3468-CVG-MIA,9:29 a.m.,1241,68,7.0
AA-484-DFW-MIA,7:37 p.m.,1242,69,7.0
AA-1886-BOS-MIA,1:36 p.m.,1243,70,5.0
CO-62-IAH-EWR,,1244,71,
CO-1561-PHX-IAH,,1245,72,
UA-2314-ATL-PHL,4:43 p.m.,1246,73,4.0
AA-446-DFW-PHL,4:08 p.m.,1247,74,5.0
CO-1023-IAH-DEN,,1248,75,
AA-466-IAH-MIA,8:50 a.m.,1249,76,8.0
UA-3050-PHX-CLT,5:00 p.m.,1250,77,4.0
CO-89-IAH-EWR,,1251,78,
CO-1088-CLE-IAH,,1252,79,
AA-1664-MIA-ATL,11:50 a.m.,1253,80,16.0
AA-1279-DFW-PHX,3:13 p.m.,1254,81,8.0
UA-854-SFO-IAH,1:23 p.m.,1255,82,5.0
UA-382-IAD-LAX,3:09 p.m.,1256,83,4.0
AA-4344-ORD-DTW,1:55 p.m.,1257,84,5.0
UA-257-JFK-SFO,5:22 p.m.,1258,85,5.0
UA-2945-PHL-CLT,1:11 p.m.,1259,86,4.0
CO-63-EWR-IAH,,1260,87,
CO-47-IAH-LAX,,1261,88,
AA-2050-ORD-MIA,2:39 p.m.,1262,89,7.0
UA-248-PHX-ORD,5:24 p.m.,1263,90,4.0
AA-4330-CVG-ORD,,1264,91,
AA-1434-DFW-MCO,10:34 a.m.,1265,92,6.0
AA-1640-MIA-MCO,7:25 p.m.,1266,93,7.0
AA-4307-ORD-DTW,8:38 p.m.,1267,94,8.0
AA-3-JFK-LAX,3:04 p.m.,1268,95,7.0
CO-1694-LAX-IAH,,1269,96,
UA-843-LAX-ORD,7:20 p.m.,1270,97,4.0
CO-1193-EWR-MCO,,1271,98,
AA-3842-MSP-ORD,7:49 a.m.,1272,99,8.0
AA-643-MIA-ORD,9:26 a.m.,1273,100,8.0
AA-1007-MIA-PHX,7:43 p.m.,1274,101,7.0
AA-2525-DFW-MIA,10:43 a.m.,1275,102,8.0
UA-2906-PHL-MCO,6:28 p.m.,1276,103,4.0
UA-938-DEN-ORD,7:23 p.m.,1277,104,5.0
AA-1221-MCO-ORD,9:47 p.m.,1278,105,7.0
CO-16-LAX-EWR,,1279,106,
UA-2515-DFW-CLT,10:43 a.m.,1280,107,4.0
AA-400-DFW-JFK,2:58 p.m.,1281,108,6.0
UA-664-ORD-PHL,4:20 p.m.,1282,109,8.0
AA-3756-ORD-SLC,2:50 p.m.,1283,4,15.0
UA-37-EWR-MCO,,1284,110,
AA-1522-SFO-ORD,5:52 a.m.,1285,111,4.0
UA-233-LAX-JFK,12/2/11 12:01 a.m.,1286,112,4.0
AA-3823-LAX-DEN,11:49 p.m.,1287,113,4.0
AA-2312-DFW-DTW,11:35 p.m.,1288,114,7.0
AA-1165-JFK-MIA,9:45 a.m.,1289,115,7.0
AA-431-MIA-SFO,11:33 a.m.,1290,116,7.0
UA-3373-IAD-PHL,9:13 a.m.,1291,117,19.0
AA-649-ORD-SNA,3:29 p.m.,1292,118,4.0
CO-1250-MIA-IAH,,1293,119,
UA-6273-YYC-SFO,8:33 a.m.,1294,120,5.0
UA-828-SFO-ORD,,1295,121,
CO-4888-IAH-DAL,6:19 p.m.,1296,122,4.0
UA-858-PVG-SFO,7:50 a.m.,1297,123,4.0
UA-2704-DTW-PHX,1:52 p.m.,1298,124,4.0
AA-3063-SLC-LAX,9:12 p.m.,1299,125,4.0
UA-2708-EWR-CLT,4:22 p.m.,1300,126,4.0
UA-62-IAH-EWR,,1301,127,
UA-1500-IAH-GUA,,1302,128,
AA-3804-PHL-ORD,3:36 p.m.,1303,129,13.0
AA-1917-JFK-MCO,5:39 p.m.,1304,130,6.0
AA-2268-PHX-ORD,11:04 a.m.,1305,131,9.0
AA-4277-CVG-JFK,1:42 p.m.,1306,132,7.0
AA-2957-DFW-CVG,10:58 a.m.,1307,133,7.0
UA-37-EDI-EWR,,1308,134,
AA-789-ORD-DEN,2:49 p.m.,1309,135,9.0
AA-415-BOS-ORD,10:12 a.m.,1310,136,4.0
AA-85-JFK-SFO,6:30 p.m.,1311,137,7.0
AA-3979-CVG-ORD,7:59 a.m.,1312,138,7.0
AA-3786-IAH-ORD,6:11 p.m.,1313,139,7.0
AA-271-MIA-LAX,2:21 p.m.,1314,140,7.0
CO-50-CLE-EWR,,1315,141,
UA-3099-PHX-PHL,5:34 p.m.,1316,142,6.0
AA-4198-ORD-CLE,12:37 p.m.,1317,143,7.0
AA-404-MIA-MCO,7:37 a.m.,1318,144,5.0
CO-45-EWR-MIA,,1319,145,
AA-3809-PHX-LAX,6:15 a.m.,1320,146,4.0
AA-59-JFK-SFO,10:52 a.m.,1321,147,8.0
AA-222-LAX-BOS,3:12 p.m.,1322,148,7.0
AA-3859-IAH-ORD,9:32aDec 1,1323,414,1.0
CO-1586-IAH-MCO,10:02 p.m.,1324,415,2.0
AA-518-MIA-JFK,9:28aDec 1,1325,416,1.0
UA-397-JFK-SFO,11:58aDec 1,1326,417,1.0
UA-3925-IAD-ORF,,1327,244,
AA-1733-ORD-PHX,,1328,1,
AA-3-JFK-LAX,3:16 p.m.,1329,24,15.0
UA-2830-MCO-CLT,5:17 p.m.,1330,155,14.0
CO-58-DEN-IAH,3:31 p.m.,1331,303,13.0
UA-5487-SFO-MRY,,1332,248,
AA-204-LAX-MCO,,1333,5,
UA-414-LAX-SFO,7:17aDec 1,1334,418,1.0
CO-1614-LAX-IAH,5:26aDec 1,1335,419,2.0
UA-2726-FLL-PHL,6:28 p.m.,1336,339,9.0
CO-52-IAH-LAX,,1337,64,
CO-1090-BOS-IAH,1:19 p.m.,1338,307,14.0
AA-616-DFW-DTW,1:27 p.m.,1339,15,11.0
UA-3515-IAD-MSP,9:56aDec 1,1340,420,1.0
AA-3468-CVG-MIA,9:45aDec 1,1341,421,2.0
AA-484-DFW-MIA,7:39 p.m.,1342,7,14.0
AA-1886-BOS-MIA,1:40 p.m.,1343,10,11.0
CO-62-IAH-EWR,7:10 p.m.,1344,308,14.0
CO-1561-PHX-IAH,11:32aDec 1,1345,422,1.0
UA-2314-ATL-PHL,4:47 p.m.,1346,352,8.0
AA-446-DFW-PHL,4:09 p.m.,1347,8,16.0
CO-1023-IAH-DEN,1:14 p.m.,1348,311,13.0
AA-466-IAH-MIA,9:05aDec 1,1349,423,2.0
UA-3050-PHX-CLT,5:05 p.m.,1350,341,9.0
CO-89-IAH-EWR,10:27aDec 1,1351,424,1.0
CO-1088-CLE-IAH,10:56aDec 1,1352,425,1.0
AA-1664-MIA-ATL,11:56aDec 1,1353,426,1.0
AA-1279-DFW-PHX,3:30 p.m.,1354,14,3.0
UA-854-SFO-IAH,1:30 p.m.,1355,314,14.0
UA-382-IAD-LAX,,1356,377,
AA-4344-ORD-DTW,2:10 p.m.,1357,16,9.0
UA-257-JFK-SFO,5:42 p.m.,1358,316,15.0
UA-2945-PHL-CLT,1:15 p.m.,1359,343,9.0
CO-63-EWR-IAH,8:03 p.m.,1360,317,12.0
CO-47-IAH-LAX,,1361,88,
AA-2050-ORD-MIA,2:46 p.m.,1362,20,15.0
UA-248-PHX-ORD,5:34 p.m.,1363,318,12.0
AA-4330-CVG-ORD,3:33 p.m.,1364,21,8.0
AA-1434-DFW-MCO,10:36aDec 1,1365,427,1.0
AA-1640-MIA-MCO,,1366,2,
AA-4307-ORD-DTW,8:53 p.m.,1367,23,11.0
CO-1694-LAX-IAH,,1368,96,
UA-843-LAX-ORD,7:58 p.m.,1369,319,13.0
CO-1193-EWR-MCO,12:09 p.m.,1370,320,15.0
AA-3842-MSP-ORD,7:51aDec 1,1371,428,2.0
AA-643-MIA-ORD,9:31aDec 1,1372,429,2.0
AA-1007-MIA-PHX,7:55 p.m.,1373,27,8.0
UA-2906-PHL-MCO,6:38 p.m.,1374,346,9.0
UA-938-DEN-ORD,7:36 p.m.,1375,322,13.0
AA-1221-MCO-ORD,9:53 p.m.,1376,28,10.0
CO-16-LAX-EWR,6:34 p.m.,1377,323,13.0
UA-2515-DFW-CLT,10:47aDec 1,1378,430,2.0
AA-400-DFW-JFK,3:04 p.m.,1379,29,14.0
UA-664-ORD-PHL,4:23 p.m.,1380,324,15.0
AA-3756-ORD-SLC,2:50 p.m.,1381,4,15.0
UA-37-EWR-MCO,4:17 p.m.,1382,325,13.0
AA-1522-SFO-ORD,,1383,31,
UA-233-LAX-JFK,,1384,326,
AA-3823-LAX-DEN,,1385,32,
AA-2312-DFW-DTW,,1386,33,
AA-1165-JFK-MIA,10:04aDec 1,1387,431,2.0
AA-431-MIA-SFO,11:44aDec 1,1388,432,2.0
AA-649-ORD-SNA,,1389,36,
CO-1250-MIA-IAH,4:59 p.m.,1390,327,15.0
UA-6273-YYC-SFO,8:45aDec 1,1391,433,1.0
UA-828-SFO-ORD,,1392,121,
CO-4888-IAH-DAL,,1393,213,
UA-858-PVG-SFO,8:02aDec 1,1394,434,1.0
UA-2704-DTW-PHX,2:00 p.m.,1395,354,7.0
AA-3063-SLC-LAX,,1396,37,
UA-2708-EWR-CLT,4:44 p.m.,1397,356,7.0
UA-62-IAH-EWR,7:10 p.m.,1398,330,13.0
UA-1500-IAH-GUA,,1399,128,
AA-3804-PHL-ORD,3:43 p.m.,1400,38,11.0
AA-1917-JFK-MCO,5:43 p.m.,1401,39,11.0
AA-2268-PHX-ORD,11:06aDec 1,1402,435,1.0
AA-4277-CVG-JFK,1:43 p.m.,1403,41,15.0
AA-2957-DFW-CVG,11:01aDec 1,1404,436,1.0
UA-37-EDI-EWR,12:09 p.m.,1405,332,11.0
AA-789-ORD-DEN,3:13 p.m.,1406,42,11.0
AA-415-BOS-ORD,10:16aDec 1,1407,437,2.0
AA-85-JFK-SFO,6:43 p.m.,1408,44,14.0
AA-3979-CVG-ORD,8:06aDec 1,1409,438,2.0
AA-1544-SAN-ORD,4:56 p.m.,1410,45,12.0
AA-3786-IAH-ORD,6:15 p.m.,1411,46,11.0
AA-271-MIA-LAX,2:27 p.m.,1412,19,15.0
AA-2525-DFW-MIA,11:06aDec 1,1413,439,2.0
CO-50-CLE-EWR,5:26 p.m.,1414,333,14.0
UA-3099-PHX-PHL,5:38 p.m.,1415,357,9.0
AA-4198-ORD-CLE,12:50 p.m.,1416,30,9.0
AA-404-MIA-MCO,7:40aDec 1,1417,440,2.0
CO-45-EWR-MIA,6:36 p.m.,1418,335,14.0
AA-3809-PHX-LAX,6:19aDec 1,1419,441,1.0
AA-59-JFK-SFO,11:12aDec 1,1420,442,2.0
AA-222-LAX-BOS,3:14 p.m.,1421,47,14.0
AA-446-DFW-PHL,,1422,256,
UA-3373-IAD-PHL,,1423,282,
AA-3804-PHL-ORD,,1424,287,
UA-664-ORD-PHL,,1425,275,
CO-1586-IAH-MCO,10:29 p.m.,1426,300,11.0
CO-52-IAH-LAX,9:14 a.m.,1427,340,6.0
CO-1023-IAH-DEN,1:14 p.m.,1428,311,13.0
CO-89-IAH-EWR,10:27 a.m.,1429,312,13.0
CO-1694-LAX-IAH,12:21 a.m.,1430,443,1.0
CO-1614-LAX-IAH,5:26 a.m.,1431,306,12.0
CO-1088-CLE-IAH,10:56 a.m.,1432,313,12.0
CO-58-DEN-IAH,3:31 p.m.,1433,303,13.0
CO-50-CLE-EWR,5:26 p.m.,1434,333,14.0
CO-62-IAH-EWR,7:10 p.m.,1435,308,14.0
CO-1193-EWR-MCO,12:09 p.m.,1436,320,15.0
CO-16-LAX-EWR,6:34 p.m.,1437,323,13.0
CO-1090-BOS-IAH,1:19 p.m.,1438,307,14.0
CO-1250-MIA-IAH,4:59 p.m.,1439,327,15.0
CO-47-IAH-LAX,9:52 p.m.,1440,444,1.0
CO-4888-IAH-DAL,6:40 p.m.,1441,445,1.0
CO-45-EWR-MIA,6:36 p.m.,1442,335,14.0
CO-63-EWR-IAH,8:03 p.m.,1443,317,12.0
CO-1561-PHX-IAH,11:32 a.m.,1444,309,12.0
AA-3842-MSP-ORD,7:51 a.m.,1445,25,15.0
AA-3804-PHL-ORD,3:43 p.m.,1446,38,11.0
CO-1090-BOS-IAH,1:19 p.m.,1447,307,14.0
