act_dep_time,original_index,unique_index
12:42 p.m.,2275,70
12:56 p.m.,2276,57
2:42 p.m.,2277,207
12:07 p.m.,2278,60
5:38 p.m.,2279,80
7:39 a.m.,2280,15
7:27 p.m.,2281,181
11:52 a.m.,2282,17
11:05 a.m.,2283,18
3:36 p.m.,2284,19
7:21 a.m.,2285,20
6:47 p.m.,2286,63
6:56 p.m.,2287,64
12:12 p.m.,2288,7
7:25 p.m.,2289,180
9:57 a.m.,2290,273
6:56 a.m.,2291,23
7:31 a.m.,2292,39
5:08 p.m.,2293,25
4:45 p.m.,2294,274
8:23 p.m.,2295,26
11:01 a.m.,2296,27
1:48 p.m.,2297,69
2:01 p.m.,2298,112
4:35 p.m.,2299,171
9:16 p.m.,2300,275
8:29 p.m.,2301,74
7:22 a.m.,2302,29
8:51 a.m.,2303,30
1:40 p.m.,2304,276
11:35 p.m.,2305,277
6:11 p.m.,2306,278
8:40 p.m.,2307,83
2:44 p.m.,2308,32
3:27 p.m.,2309,33
7:23 a.m.,2310,75
12:10 p.m.,2311,34
1:19 p.m.,2312,35
3:36 p.m.,2313,19
4:12 p.m.,2314,38
7:32 a.m.,2315,92
11:55 a.m.,2316,88
10:55 a.m.,2317,9
4:14 p.m.,2318,279
6:10 a.m.,2319,40
7:39 a.m.,2320,15
7:16 a.m.,2321,0
6:54 a.m.,2322,3
8:29 a.m.,2323,124
7:58 p.m.,2324,1
6:47 p.m. (Estimated runway),2325,126
7:15 p.m. (Estimated),2326,145
3:28 p.m.,2327,84
11:29 p.m. (Estimated runway),2328,128
3:58 p.m.,2329,131
7:25 a.m.,2330,5
4:29 p.m.,2331,6
10:10 a.m.,2332,13
12:12 p.m.,2333,7
6:08 a.m.,2334,8
11:30 a.m.,2335,137
8:04 a.m.,2336,10
10:18 a.m.,2337,11
8:04 a.m.,2338,10
2:04 p.m.,2339,12
6:57 a.m.,2340,16
12:41 p.m.,2341,4
11:51 a.m.,2342,141
7:39 a.m.,2343,15
11:52 a.m.,2344,17
11:05 a.m.,2345,18
7:21 a.m.,2346,20
6:55 p.m.,2347,21
12:11 p.m.,2348,22
9:14 a.m.,2349,147
6:56 a.m.,2350,23
7:30 a.m.,2351,24
4:28 p.m.,2352,72
8:23 p.m.,2353,26
1:31 p.m.,2354,150
12:10 a.m. (Estimated runway),2355,151
4:28 p.m. (Estimated runway),2356,152
9:06 p.m. (Estimated runway),2357,153
8:29 p.m. (Estimated runway),2358,154
7:22 a.m.,2359,29
8:51 a.m.,2360,30
2:26 p.m.,2361,156
1:41 p.m. (Estimated runway),2362,290
2:44 p.m.,2363,32
3:27 p.m.,2364,33
7:22 a.m.,2365,29
12:10 p.m.,2366,34
1:19 p.m.,2367,35
3:36 p.m.,2368,19
4:12 p.m.,2369,38
7:31 a.m.,2370,39
11:43 a.m.,2371,163
10:54 a.m.,2372,28
3:58 p.m.,2373,131
6:10 a.m.,2374,40
7:39 a.m.,2375,15
