Language,Duration,original_index,unique_index
English,93 min,3596,41
English,82 min,3597,86
"English,Russian",103 min,3598,952
English,48 min,3599,864
"English,Spanish",113 min,3600,380
"English,Ukrainian",107 min,3601,953
English,100 min,3602,9
English,100 min,3603,9
English,1 hr. 34 min.,3604,823
English,98 min,3605,85
"English,Spanish",94 min,3606,797
"English,Spanish",97 min,3607,172
English,91 min,3608,21
English,115 min,3609,68
English,107 min,3610,98
English,95 min,3611,7
English,70 min,3612,279
English,,3613,8
English,,3614,8
English,105 min,3615,10
English,,3616,8
English,,3617,8
English,121 min,3618,17
English,,3619,8
English,90 min,3620,40
English,122 min,3621,63
English,85 min,3622,42
English,98 min,3623,85
English,101 min,3624,51
English,95 min,3625,7
English,106 min,3626,49
"English,Japanese",105 min,3627,628
English,63 min,3628,72
English,77 min,3629,266
English,90 min,3630,40
English,75 min,3631,116
English,94 min,3632,39
English,95 min,3633,7
English,60 min,3634,115
English,129 min,3635,83
English,,3636,8
English,,3637,8
English,,3638,8
English,102 min,3639,33
English,88 min,3640,37
English,,3641,8
English,122 min,3642,63
English,133 min,3643,439
English,120 min,3644,5
English,114 min,3645,50
English,100 min,3646,9
English,118 min,3647,62
"English,Spanish",108 min,3648,228
English,95 min,3649,7
"English,Italian,French,German,Finnish,Norwegian,Portuguese,Arabic",110 min,3650,954
English,121 min,3651,17
English,105 min,3652,10
"English,French,Japanese",80 min,3653,955
English,103 min,3654,124
"German,English",90 min,3655,956
English,,3656,8
English,135 min,3657,108
English,,3658,8
English,,3659,8
English,132 min,3660,214
"English,French",103 min,3661,43
English,99 min,3662,76
"English,Korean",119 min,3663,957
English,,3664,8
English,108 min,3665,61
"English,Arabic,Turkish",128 min,3666,958
English,90 min,3667,40
English,125 min,3668,129
English,129 min,3669,83
English,108 min,3670,61
English,105 min,3671,10
"English,Dari,Russian,Urdu,Hebrew,Arabic",102 min,3672,959
English,90 min,3673,40
"English,French,Russian,Bulgarian,Spanish",128 min,3674,960
English,94 min,3675,39
English,109 min,3676,0
"English,Spanish",75 min,3677,961
English,,3678,8
English,,3679,8
English,90 min,3680,40
English,118 min,3681,62
English,95 min,3682,7
English,95 min,3683,7
"English,Spanish,Icelandic",114 min,3684,962
English,90 min,3685,40
"English,French",107 min,3686,732
English,109 min,3687,0
English,103 min,3688,124
English,100 min,3689,9
English,94 min,3690,39
English,98 min,3691,85
English,106 min,3692,49
English,94 min,3693,39
English,,3694,8
English,90 min,3695,40
"English,French,Arabic,Spanish",124 min,3696,963
English,93 min,3697,41
English,80 min,3698,59
English,95 min,3699,7
English,124 min,3700,102
English,91 min,3701,21
English,81 min,3702,107
English,99 min,3703,76
English,132 min,3704,214
English,106 min,3705,49
English,106 min,3706,49
"English,Romanian",103 min,3707,845
English,99 min,3708,76
English,102 min,3709,33
English,89 min,3710,69
English,102 min,3711,33
English,92 min,3712,6
English,88 min,3713,37
English,133 min,3714,439
English,98 min,3715,85
English,85 min,3716,42
English,79 min,3717,38
English,87 min,3718,87
English,84 min,3719,47
English,99 min,3720,76
English,93 min,3721,41
English,111 min,3722,55
English,88 min,3723,37
English,90 min,3724,40
English,84 min,3725,47
English,,3726,8
English,104 min,3727,19
English,98 min,3728,85
English,112 min,3729,65
English,91 min,3730,21
English,111 min,3731,55
English,97 min,3732,44
English,120 min,3733,5
"English,French",106 min,3734,253
English,124 min,3735,102
English,106 min,3736,49
English,109 min,3737,0
English,124 min,3738,102
English,90 min,3739,40
English,105 min,3740,10
English,127 min,3741,13
English,123 min,3742,141
English,110 min,3743,27
"English,Spanish",89 min,3744,872
English,105 min,3745,10
English,97 min,3746,44
English,102 min,3747,33
English,147 min,3748,641
English,85 min,3749,42
English,93 min,3750,41
English,102 min,3751,33
English,96 min,3752,1
English,75 min,3753,116
English,122 min,3754,63
English,104 min,3755,19
English,76 min,3756,113
English,106 min,3757,49
"English,Spanish",124 min,3758,533
English,116 min,3759,90
English,84 min,3760,47
English,98 min,3761,85
"English,German,Hebrew,Spanish",117 min,3762,964
English,113 min,3763,28
"English,French",98 min,3764,871
"English,German",138 min,3765,965
English,132 min,3766,214
English,130 min,3767,175
English,85 min,3768,42
"English,German,French",184 min,3769,966
"English,French",129 min,3770,184
"English,Norwegian",109 min,3771,967
English,93 min,3772,41
"English,French",97 min,3773,288
English,90 min,3774,40
English,90 min,3775,40
English,100 min,3776,9
"English,German",105 min,3777,968
English,78 min,3778,96
English,102 min,3779,33
English,106 min,3780,49
"English,Arabic,French",90 min,3781,969
English,82 min,3782,86
English,85 min,3783,42
English,88 min,3784,37
English,94 min,3785,39
"English,Arabic,Latin,Italian",144 min,3786,970
English,91 min,3787,21
"English,Tok Pisin,Japanese,Greek",170 min,3788,971
English,126 min,3789,66
"English,French",124 min,3790,14
English,125 min,3791,129
English,,3792,8
English,90 min,3793,40
English,88 min,3794,37
English,89 min,3795,69
English,100 min,3796,9
English,,3797,8
English,98 min,3798,85
English,89 min,3799,69
English,126 min,3800,66
English,105 min,3801,10
"English,French",104 min,3802,335
English,112 min,3803,65
English,96 min,3804,1
English,71 min,3805,195
English,91 min,3806,21
English,93 min,3807,41
English,96 min,3808,1
English,105 min,3809,10
"English,German,Swahili",105 min,3810,972
English,91 min,3811,21
"English,Navajo,Spanish",119 min,3812,973
"English,Spanish",100 min,3813,246
"English,Spanish,German",145 min,3814,974
"English,Spanish",95 min,3815,629
"English,Spanish",105 min,3816,541
English,114 min,3817,50
English,102 min,3818,33
English,106 min,3819,49
English,90 min,3820,40
English,103 min,3821,124
English,105 min,3822,10
English,92 min,3823,6
"English,French,Spanish",127 min,3824,975
"English,French,German,Latin",136 min,3825,976
English,108 min,3826,61
English,98 min,3827,85
English,100 min,3828,9
English,176 min,3829,977
English,139 min,3830,329
English,104 min,3831,19
"English,Greek",108 min,3832,978
English,88 min,3833,37
English,125 min,3834,129
English,106 min,3835,49
English,106 min,3836,49
English,111 min,3837,55
"English,Spanish",138 min,3838,656
"English,Spanish",95 min,3839,629
"English,Japanese",93 min,3840,495
English,93 min,3841,41
"English,Italian",118 min,3842,979
English,100 min,3843,9
English,88 min,3844,37
English,100 min,3845,9
English,89 min,3846,69
English,83 min,3847,131
English,117 min,3848,223
English,108 min,3849,61
English,80 min,3850,59
English,100 min,3851,9
English,95 min,3852,7
English,107 min,3853,98
English,107 min,3854,98
"English,Spanish,German",104 min,3855,840
English,108 min,3856,61
English,113 min,3857,28
English,135 min,3858,108
"English,Spanish",98 min,3859,251
English,130 min,3860,175
English,94 min,3861,39
English,106 min,3862,49
"English,Cantonese",93 min,3863,980
English,112 min,3864,65
English,89 min,3865,69
English,97 min,3866,44
English,95 min,3867,7
"English,French",117 min,3868,981
English,95 min,3869,7
"English,Hungarian,Russian",97 min,3870,982
English,78 min,3871,96
English,96 min,3872,1
English,108 min,3873,61
English,98 min,3874,85
English,96 min,3875,1
English,,3876,8
English,93 min,3877,41
English,85 min,3878,42
English,83 min,3879,131
English,95 min,3880,7
English,,3881,8
English,105 min,3882,10
English,84 min,3883,47
"English,Hebrew,Spanish",103 min,3884,983
English,97 min,3885,44
"English,Spanish,French",100 min,3886,984
English,84 min,3887,47
English,90 min,3888,40
English,101 min,3889,51
English,112 min,3890,65
English,98 min,3891,85
English,87 min,3892,87
English,101 min,3893,51
English,101 min,3894,51
English,109 min,3895,0
English,120 min,3896,5
"English,Spanish",136 min,3897,660
English,130 min,3898,175
"English,German,Spanish",109 min,3899,985
English,146 min,3900,29
"English,Cantonese",127 min,3901,986
English,98 min,3902,85
English,108 min,3903,61
English,104 min,3904,19
English,109 min,3905,0
English,101 min,3906,51
English,102 min,3907,33
English,114 min,3908,50
English,,3909,8
English,94 min,3910,39
English,106 min,3911,49
English,134 min,3912,231
English,88 min,3913,37
English,100 min,3914,9
English,106 min,3915,49
English,97 min,3916,44
English,88 min,3917,37
English,104 min,3918,19
English,88 min,3919,37
English,95 min,3920,7
English,98 min,3921,85
English,91 min,3922,21
English,103 min,3923,124
English,89 min,3924,69
English,91 min,3925,21
"English,French,Cantonese,Gujarati,Yiddish",103 min,3926,987
English,93 min,3927,41
English,97 min,3928,44
English,99 min,3929,76
English,80 min,3930,59
English,88 min,3931,37
English,83 min,3932,131
"English,Spanish",85 min,3933,632
English,82 min,3934,86
English,105 min,3935,10
English,93 min,3936,41
"English,Arabic",85 min,3937,988
English,102 min,3938,33
English,111 min,3939,55
English,,3940,8
English,91 min,3941,21
"English,Kinyarwanda",100 min,3942,989
English,89 min,3943,69
English,111 min,3944,55
"English,French",121 min,3945,268
English,174 min,3946,990
English,86 min,3947,36
English,80 min,3948,59
English,102 min,3949,33
"English,Spanish",82 min,3950,885
English,92 min,3951,6
English,87 min,3952,87
English,92 min,3953,6
English,77 min,3954,266
English,,3955,8
"English,Latin",114 min,3956,991
English,89 min,3957,69
"English,Spanish",105 min,3958,541
English,96 min,3959,1
English,99 min,3960,76
"English,Indonesian",97 min,3961,992
"English,Spanish",103 min,3962,75
English,109 min,3963,0
English,106 min,3964,49
English,109 min,3965,0
English,108 min,3966,61
English,83 min,3967,131
English,96 min,3968,1
English,93 min,3969,41
English,65 min,3970,371
English,102 min,3971,33
English,115 min,3972,68
English,118 min,3973,62
English,95 min,3974,7
English,88 min,3975,37
English,101 min,3976,51
English,105 min,3977,10
English,,3978,8
English,90 min,3979,40
English,91 min,3980,21
English,91 min,3981,21
English,99 min,3982,76
English,89 min,3983,69
English,115 min,3984,68
English,95 min,3985,7
English,103 min,3986,124
English,99 min,3987,76
English,111 min,3988,55
English,90 min,3989,40
English,92 min,3990,6
English,101 min,3991,51
"German,English",107 min,3992,993
"English,Swedish",88 min,3993,994
"Nepali,English",118 min,3994,995
English,99 min,3995,76
English,100 min,3996,9
"English,French,Spanish,Hindi",137 min,3997,996
"English,Spanish,German,Russian",150 min,3998,997
English,86 min,3999,36
"English,Esperanto",106 min,4000,998
"English,Latin",96 min,4001,999
English,107 min,4002,98
English,96 min,4003,1
English,101 min,4004,51
English,91 min,4005,21
English,100 min,4006,9
English,98 min,4007,85
English,95 min,4008,7
English,94 min,4009,39
English,95 min,4010,7
English,97 min,4011,44
English,95 min,4012,7
"English,Latin",126 min,4013,1000
English,102 min,4014,33
English,106 min,4015,49
English,108 min,4016,61
English,86 min,4017,36
English,93 min,4018,41
English,95 min,4019,7
"English,German,French,Swedish",99 min,4020,1001
English,90 min,4021,40
English,95 min,4022,7
English,87 min,4023,87
English,103 min,4024,124
"English,French,Spanish,Italian,German",47 min,4025,1002
English,94 min,4026,39
English,100 min,4027,9
English,98 min,4028,85
English,,4029,8
"English,Spanish",97 min,4030,172
English,1 hr. 6 min.,4031,1003
English,105 min,4032,10
English,97 min,4033,44
English,100 min,4034,9
English,96 min,4035,1
"English,German",104 min,4036,1004
English,85 min,4037,42
"English,Russian",136 min,4038,1005
English,103 min,4039,124
English,110 min,4040,27
English,109 min,4041,0
English,84 min,4042,47
English,117 min,4043,223
English,111 min,4044,55
English,83 min,4045,131
English,97 min,4046,44
English,88 min,4047,37
English,80 min,4048,59
English,128 min,4049,206
English,85 min,4050,42
English,87 min,4051,87
English,87 min,4052,87
English,68 min,4053,58
English,87 min,4054,87
"English,French",108 min,4055,1006
English,90 min,4056,40
English,89 min,4057,69
English,91 min,4058,21
English,90 min,4059,40
English,104 min,4060,19
English,108 min,4061,61
English,77 min,4062,266
English,77 min,4063,266
English,84 min,4064,47
English,97 min,4065,44
English,81 min,4066,107
"English,French",90 min,4067,525
English,82 min,4068,86
English,105 min,4069,10
English,87 min,4070,87
English,1 hr. 45 min.,4071,53
"English,Italian",95 min,4072,1007
"Spanish,English",104 min,4073,1008
English,84 min,4074,47
English,90 min,4075,40
English,78 min,4076,96
English,104 min,4077,19
English,117 min,4078,223
English,86 min,4079,36
"English,Klingon",132 min,4080,313
"English,Japanese,French",104 min,4081,1009
English,85 min,4082,42
English,113 min,4083,28
"English,Spanish,French,Arabic,Hebrew,Persian,French Sign Language,Japanese",134 min,4084,1010
English,90 min,4085,40
English,92 min,4086,6
English,,4087,8
English,89 min,4088,69
"English,Cantonese",87 min,4089,1011
"English,German",112 min,4090,752
English,97 min,4091,44
"English,Italian,Spanish",1 hr. 45 min.,4092,1012
English,107 min,4093,98
English,113 min,4094,28
English,111 min,4095,55
English,75 min,4096,116
English,100 min,4097,9
"English,Spanish,Portuguese",100 min,4098,1013
English,115 min,4099,68
"English,German,Arabic,Russian,French",88 min,4100,1014
English,89 min,4101,69
English,93 min,4102,41
English,96 min,4103,1
English,91 min,4104,21
English,144 min,4105,60
English,91 min,4106,21
English,81 min,4107,107
English,86 min,4108,36
English,116 min,4109,90
"English,Italian,Serbo-Croatian",97 min,4110,1015
English,116 min,4111,90
English,94 min,4112,39
English,90 min,4113,40
English,87 min,4114,87
English,140 min,4115,105
English,128 min,4116,206
English,80 min,4117,59
"English,Russian",85 min,4118,154
"Spanish,English",111 min,4119,1016
"English,Malay,Indonesian",95 min,4120,1017
English,106 min,4121,49
English,105 min,4122,10
"English,Spanish,French",127 min,4123,1018
English,,4124,8
English,116 min,4125,90
English,86 min,4126,36
English,93 min,4127,41
English,111 min,4128,55
"English,Russian",134 min,4129,1019
"English,French",95 min,4130,1020
English,75 min,4131,116
English,85 min,4132,42
English,79 min,4133,38
"English,Russian,Chinese",90 min,4134,1021
English,100 min,4135,9
English,107 min,4136,98
"English,Russian",93 min,4137,227
English,122 min,4138,63
English,92 min,4139,6
English,96 min,4140,1
English,106 min,4141,49
English,108 min,4142,61
English,1 hr. 35 min.,4143,181
English,96 min,4144,1
English,103 min,4145,124
English,106 min,4146,49
English,91 min,4147,21
English,98 min,4148,85
English,102 min,4149,33
English,110 min,4150,27
English,103 min,4151,124
"English,Italian",127 min,4152,1022
English,101 min,4153,51
"Mandarin,English,Cantonese,Vietnamese,Polish",134 min,4154,1023
"English,German",107 min,4155,924
English,111 min,4156,55
English,136 min,4157,170
English,91 min,4158,21
English,90 min,4159,40
English,95 min,4160,7
"English,Sindarin",2 hr. 12 min.,4161,1024
English,,4162,8
English,93 min,4163,41
English,118 min,4164,62
English,120 min,4165,5
English,104 min,4166,19
"English,Hindi",110 min,4167,1025
English,105 min,4168,10
English,117 min,4169,223
English,110 min,4170,27
English,86 min,4171,36
"French,English,Russian,Japanese",,4172,1026
English,240 min,4173,1027
English,,4174,8
English,135 min,4175,108
English,140 min,4176,105
"English,Hindi",106 min,4177,944
"English,French",77 min,4178,212
"English,Italian",94 min,4179,142
English,118 min,4180,62
English,,4181,8
English,95 min,4182,7
English,90 min,4183,40
"English,Maya",96 min,4184,1028
English,114 min,4185,50
"English,Filipino,Spanish",95 min,4186,1029
English,93 min,4187,41
"English,Yiddish",78 min,4188,1030
English,103 min,4189,124
"English,German,French",87 min,4190,1031
English,90 min,4191,40
English,85 min,4192,42
English,118 min,4193,62
English,116 min,4194,90
English,110 min,4195,27
English,99 min,4196,76
English,81 min,4197,107
"German,English,Spanish",109 min,4198,1032
"English,Spanish",97 min,4199,172
English,96 min,4200,1
English,98 min,4201,85
English,100 min,4202,9
English,86 min,4203,36
English,119 min,4204,137
English,121 min,4205,17
English,121 min,4206,17
"English,German",125 min,4207,1033
"English,Vietnamese,French",138 min,4208,1034
"English,Russian",138 min,4209,1035
"English,Serbo-Croatian,Spanish,Czech",106 min,4210,1036
English,116 min,4211,90
"English,Algonquin",135 min,4212,1037
English,116 min,4213,90
"English,Spanish,Cantonese",102 min,4214,1038
English,118 min,4215,62
English,115 min,4216,68
English,110 min,4217,27
"English,Arabic",138 min,4218,1039
English,100 min,4219,9
English,121 min,4220,17
"English,Spanish",119 min,4221,730
"English,Mandarin",94 min,4222,1040
English,119 min,4223,137
English,,4224,8
"English,French,Italian",127 min,4225,1041
"English,Mende,Spanish",155 min,4226,1042
English,121 min,4227,17
"English,Spanish",80 min,4228,858
"English,Spanish",130 min,4229,611
English,95 min,4230,7
"English,Russian",124 min,4231,753
"English,Russian",111 min,4232,549
English,111 min,4233,55
English,,4234,8
English,66 min,4235,209
English,118 min,4236,62
"English,Spanish",,4237,232
English,103 min,4238,124
English,116 min,4239,90
English,96 min,4240,1
English,101 min,4241,51
"English,Spanish",112 min,4242,130
"English,French",141 min,4243,663
English,125 min,4244,129
English,116 min,4245,90
English,113 min,4246,28
English,139 min,4247,329
English,111 min,4248,55
"English,French",117 min,4249,981
"English,French",119 min,4250,415
"English,French,Japanese,Russian,Spanish",139 min,4251,1043
"Bengali,English",85 min,4252,1044
English,106 min,4253,49
English,130 min,4254,175
"English,Italian",110 min,4255,11
English,92 min,4256,6
English,77 min,4257,266
English,84 min,4258,47
English,85 min,4259,42
English,65 min,4260,371
English,105 min,4261,10
English,95 min,4262,7
"English,French",80 min,4263,230
English,101 min,4264,51
"English,Swahili",84 min,4265,1045
English,94 min,4266,39
"English,Latin,French",92 min,4267,834
English,90 min,4268,40
English,107 min,4269,98
"English,Hebrew",117 min,4270,1046
"English,Japanese",105 min,4271,628
English,83 min,4272,131
English,72 min,4273,70
English,87 min,4274,87
English,61 min,4275,1047
English,78 min,4276,96
English,81 min,4277,107
English,77 min,4278,266
"English,French",80 min,4279,230
English,61 min,4280,1047
English,70 min,4281,279
"English,Danish,German",61 min,4282,1048
"English,Latin,Hungarian",65 min,4283,1049
English,61 min,4284,1047
English,49 min,4285,523
English,,4286,8
English,113 min,4287,28
English,90 min,4288,40
English,79 min,4289,38
"Korean,English",104 min,4290,1050
English,134 min,4291,231
English,104 min,4292,19
English,90 min,4293,40
English,105 min,4294,10
English,106 min,4295,49
English,99 min,4296,76
English,94 min,4297,39
English,,4298,8
"English,Serbo-Croatian",,4299,1051
English,108 min,4300,61
"English,Italian",130 min,4301,1052
English,86 min,4302,36
English,122 min,4303,63
"English,Chinese",113 min,4304,1053
English,127 min,4305,13
English,124 min,4306,102
English,108 min,4307,61
English,125 min,4308,129
English,130 min,4309,175
English,95 min,4310,7
English,91 min,4311,21
English,85 min,4312,42
English,170 min,4313,476
English,103 min,4314,124
"English,Russian",103 min,4315,952
English,106 min,4316,49
English,55 min,4317,929
English,77 min,4318,266
English,147 min,4319,641
English,105 min,4320,10
"Italian,English",96 min,4321,1054
English,,4322,8
"German,English,Spanish",95 min,4323,1055
English,80 min,4324,59
English,82 min,4325,86
English,91 min,4326,21
"English,Spanish",88 min,4327,612
English,92 min,4328,6
English,88 min,4329,37
English,87 min,4330,87
"English,Italian,Swahili,German",129 min,4331,1056
English,77 min,4332,266
English,134 min,4333,231
English,144 min,4334,60
English,87 min,4335,87
English,91 min,4336,21
English,95 min,4337,7
English,55 min,4338,929
"English,French",79 min,4339,77
English,86 min,4340,36
English,82 min,4341,86
English,77 min,4342,266
English,76 min,4343,113
English,80 min,4344,59
"English,French",1 hr. 34 min.,4345,1057
English,87 min,4346,87
English,86 min,4347,36
English,80 min,4348,59
English,79 min,4349,38
English,81 min,4350,107
English,81 min,4351,107
English,86 min,4352,36
English,98 min,4353,85
English,105 min,4354,10
"English,Hebrew,Arabic,German",88 min,4355,1058
English,92 min,4356,6
English,108 min,4357,61
English,118 min,4358,62
English,108 min,4359,61
English,90 min,4360,40
English,94 min,4361,39
English,75 min,4362,116
English,100 min,4363,9
English,90 min,4364,40
English,104 min,4365,19
English,94 min,4366,39
English,98 min,4367,85
English,103 min,4368,124
English,96 min,4369,1
English,1 hr. 39 min.,4370,48
English,82 min,4371,86
English,96 min,4372,1
English,78 min,4373,96
English,90 min,4374,40
English,101 min,4375,51
"English,French",110 min,4376,942
English,62 min,4377,138
English,107 min,4378,98
English,77 min,4379,266
English,102 min,4380,33
"English,German",130 min,4381,1059
"English,German",88 min,4382,835
English,90 min,4383,40
English,120 min,4384,5
English,58 min,4385,147
English,86 min,4386,36
"English,Scottish Gaelic,Scots",97 min,4387,1060
English,87 min,4388,87
English,96 min,4389,1
English,129 min,4390,83
English,109 min,4391,0
"English,Spanish",122 min,4392,22
English,105 min,4393,10
English,114 min,4394,50
English,115 min,4395,68
English,117 min,4396,223
English,91 min,4397,21
English,112 min,4398,65
"English,Navajo,Spanish",135 min,4399,1061
English,128 min,4400,206
English,109 min,4401,0
English,84 min,4402,47
English,105 min,4403,10
English,123 min,4404,141
English,116 min,4405,90
"English,Spanish",121 min,4406,236
English,120 min,4407,5
English,112 min,4408,65
English,116 min,4409,90
English,102 min,4410,33
English,114 min,4411,50
English,115 min,4412,68
English,99 min,4413,76
English,57 min,4414,543
"English,Polynesian,French",178 min,4415,1062
English,123 min,4416,141
English,119 min,4417,137
"English,Swedish",110 min,4418,1063
English,123 min,4419,141
English,120 min,4420,5
English,79 min,4421,38
"English,Spanish",113 min,4422,380
"English,Spanish",98 min,4423,251
"English,Spanish",141 min,4424,667
"English,Spanish",85 min,4425,632
"English,Japanese",147 min,4426,1064
English,90 min,4427,40
English,83 min,4428,131
English,74 min,4429,73
English,97 min,4430,44
"English,French,German",118 min,4431,1065
English,111 min,4432,55
English,61 min,4433,1047
English,104 min,4434,19
English,58 min,4435,147
English,76 min,4436,113
English,98 min,4437,85
English,83 min,4438,131
English,,4439,8
English,47 min,4440,207
English,54 min,4441,1066
English,82 min,4442,86
"English,German,Italian,Japanese,Amharic,Russian",52 min,4443,1067
English,96 min,4444,1
English,128 min,4445,206
English,95 min,4446,7
English,115 min,4447,68
English,108 min,4448,61
English,104 min,4449,19
English,97 min,4450,44
English,102 min,4451,33
English,95 min,4452,7
English,107 min,4453,98
English,96 min,4454,1
English,102 min,4455,33
English,90 min,4456,40
English,2 hr. 8 min.,4457,778
English,87 min,4458,87
English,88 min,4459,37
English,100 min,4460,9
English,75 min,4461,116
English,68 min,4462,58
"English,Italian,German,French",94 min,4463,1068
English,99 min,4464,76
English,96 min,4465,1
English,100 min,4466,9
English,1 hr. 32 min.,4467,802
English,102 min,4468,33
English,90 min,4469,40
English,86 min,4470,36
English,91 min,4471,21
"English,Portuguese,French,Japanese",106 min,4472,1069
English,,4473,8
"English,French",90 min,4474,525
"English,Aramaic",91 min,4475,1070
English,92 min,4476,6
English,93 min,4477,41
English,98 min,4478,85
English,98 min,4479,85
English,72 min,4480,70
English,110 min,4481,27
"English,Italian",92 min,4482,877
English,90 min,4483,40
English,119 min,4484,137
English,90 min,4485,40
"English,Arabic",112 min,4486,1071
English,100 min,4487,9
English,80 min,4488,59
English,98 min,4489,85
English,95 min,4490,7
"English,Mandarin",76 min,4491,1072
English,72 min,4492,70
English,86 min,4493,36
English,115 min,4494,68
English,119 min,4495,137
English,107 min,4496,98
English,130 min,4497,175
English,89 min,4498,69
English,108 min,4499,61
English,113 min,4500,28
English,111 min,4501,55
English,69 min,4502,205
English,108 min,4503,61
English,128 min,4504,206
English,103 min,4505,124
English,96 min,4506,1
English,97 min,4507,44
"English,Italian,Spanish",105 min,4508,939
English,91 min,4509,21
"English,Latin,Spanish",131 min,4510,1073
English,106 min,4511,49
English,101 min,4512,51
English,91 min,4513,21
English,111 min,4514,55
"English,Spanish",116 min,4515,64
English,128 min,4516,206
English,122 min,4517,63
English,105 min,4518,10
English,106 min,4519,49
English,96 min,4520,1
English,1 hr. 32 min.,4521,802
English,89 min,4522,69
"English,Spanish",126 min,4523,283
English,106 min,4524,49
English,113 min,4525,28
English,87 min,4526,87
English,93 min,4527,41
"English,German,French,Hebrew",100 min,4528,1074
English,85 min,4529,42
English,95 min,4530,7
English,85 min,4531,42
English,81 min,4532,107
English,100 min,4533,9
"English,French",156 min,4534,1075
English,111 min,4535,55
English,95 min,4536,7
English,131 min,4537,241
English,96 min,4538,1
English,89 min,4539,69
English,102 min,4540,33
English,100 min,4541,9
English,107 min,4542,98
English,92 min,4543,6
English,133 min,4544,439
English,103 min,4545,124
English,110 min,4546,27
English,106 min,4547,49
English,96 min,4548,1
English,100 min,4549,9
English,79 min,4550,38
English,83 min,4551,131
English,106 min,4552,49
English,93 min,4553,41
English,112 min,4554,65
"English,French",123 min,4555,265
English,82 min,4556,86
English,97 min,4557,44
"English,French",115 min,4558,316
"English,French,Italian,German",95 min,4559,1076
"English,Spanish",201 min,4560,1077
English,108 min,4561,61
English,160 min,4562,81
English,109 min,4563,0
English,114 min,4564,50
English,120 min,4565,5
English,96 min,4566,1
English,82 min,4567,86
English,90 min,4568,40
English,84 min,4569,47
English,91 min,4570,21
English,100 min,4571,9
English,115 min,4572,68
English,85 min,4573,42
English,71 min,4574,195
English,91 min,4575,21
English,93 min,4576,41
English,88 min,4577,37
English,88 min,4578,37
English,83 min,4579,131
English,108 min,4580,61
English,82 min,4581,86
English,89 min,4582,69
English,88 min,4583,37
English,89 min,4584,69
English,88 min,4585,37
English,83 min,4586,131
English,92 min,4587,6
"English,Portuguese",114 min,4588,1078
English,132 min,4589,214
English,91 min,4590,21
English,97 min,4591,44
English,81 min,4592,107
English,102 min,4593,33
English,85 min,4594,42
English,90 min,4595,40
"English,Japanese",97 min,4596,539
"English,French,German,Spanish",109 min,4597,1079
English,95 min,4598,7
English,104 min,4599,19
English,105 min,4600,10
English,86 min,4601,36
English,82 min,4602,86
English,93 min,4603,41
English,124 min,4604,102
"English,French,German,Chinese,Italian,Arabic",119 min,4605,1080
English,96 min,4606,1
English,1 hr. 31 min.,4607,649
"English,French",91 min,4608,867
English,92 min,4609,6
"English,French,Latin,Arabic",95 min,4610,1081
English,117 min,4611,223
English,124 min,4612,102
"English,French,German",115 min,4613,1082
English,108 min,4614,61
English,149 min,4615,278
"English,Italian,French",116 min,4616,1083
English,104 min,4617,19
English,133 min,4618,439
English,108 min,4619,61
English,105 min,4620,10
"English,French",120 min,4621,262
"English,German",98 min,4622,1084
English,113 min,4623,28
"English,Italian,Russian",208 min,4624,1085
English,80 min,4625,59
English,96 min,4626,1
English,125 min,4627,129
English,88 min,4628,37
English,174 min,4629,990
English,98 min,4630,85
English,154 min,4631,424
English,100 min,4632,9
English,123 min,4633,141
English,99 min,4634,76
"English,French,Chinese",95 min,4635,1086
"English,Japanese",124 min,4636,1087
English,90 min,4637,40
English,82 min,4638,86
"English,Russian",90 min,4639,1088
English,110 min,4640,27
English,68 min,4641,58
English,94 min,4642,39
English,92 min,4643,6
English,101 min,4644,51
English,90 min,4645,40
English,95 min,4646,7
English,100 min,4647,9
English,93 min,4648,41
English,105 min,4649,10
English,197 min,4650,1089
English,89 min,4651,69
English,84 min,4652,47
English,126 min,4653,66
English,94 min,4654,39
"English,German",104 min,4655,1004
English,86 min,4656,36
"English,French",145 min,4657,1090
"English,French,Cantonese,German",82 min,4658,1091
"English,Japanese",106 min,4659,1092
"English,German",114 min,4660,947
English,99 min,4661,76
English,101 min,4662,51
English,81 min,4663,107
English,119 min,4664,137
"English,Korean",83 min,4665,1093
English,,4666,8
English,85 min,4667,42
English,100 min,4668,9
English,72 min,4669,70
"English,Mandarin",97 min,4670,445
English,109 min,4671,0
English,108 min,4672,61
English,60 min,4673,115
English,92 min,4674,6
English,99 min,4675,76
English,69 min,4676,205
English,103 min,4677,124
English,116 min,4678,90
English,113 min,4679,28
English,82 min,4680,86
English,113 min,4681,28
English,81 min,4682,107
English,92 min,4683,6
English,98 min,4684,85
English,117 min,4685,223
English,103 min,4686,124
English,82 min,4687,86
"English,German",106 min,4688,472
"English,Spanish,French,Swahili,German",117 min,4689,1094
"English,French,German,Dutch,Italian",119 min,4690,1095
"English,German,Turkish,Arabic",,4691,1096
English,123 min,4692,141
"English,Creole",178 min,4693,1097
"English,Cornish",133 min,4694,1098
"English,Danish",160 min,4695,1099
English,107 min,4696,98
"English,German,Arabic,French,Cantonese",126 min,4697,1100
"English,Spanish",123 min,4698,711
English,87 min,4699,87
English,89 min,4700,69
English,97 min,4701,44
"English,American Sign Language",82 min,4702,1101
English,85 min,4703,42
English,91 min,4704,21
English,90 min,4705,40
English,100 min,4706,9
English,74 min,4707,73
