Creator,original_index,unique_index
Tim Ogletree,3794,3279
"Ted Key,Roswell Rogers",3795,3280
"Jonathan Brown,Alex Chandon",3796,3281
"Ann Daman,C.J. Goodman",3797,3282
Andrew Pozza,3798,1597
"Chris Pentzell,Geoffrey Plitt",3799,3283
"Matt Damon,Ben Affleck",3800,3284
"Avery Corman,Robert Benton",3801,3285
"Ernest Tidyman,Robin Moore",3802,3286
"Wes Craven,Wes Craven",3803,3287
"Joseph Maddrey,Joseph Maddrey",3804,3288
,3805,28
Wes Craven,3806,3289
"Wes Craven,William Kotzwinkle",3807,3290
"Wes Craven,Bruce Wagner",3808,3291
"Jesse Andrews,Jesse Andrews",3809,3292
"C.S. Forester,James Agee",3810,3293
"Don Tait,Felix Salten",3811,3294
"Frank S. Nugent,Alan Le May",3812,3295
Arthur Rowe,3813,3296
"Walon Green,Sam Peckinpah",3814,3297
Larry Cohen,3815,1135
Herman Hoffman,3816,3298
"Alan Trustman,Harry Kleiner",3817,3299
Tim Robbins,3818,3300
"Calder Willingham,Buck Henry",3819,3301
"Tim Metcalfe,Miguel Tejada-Flores",3820,3302
"Steven Haft,Ron Koslow",3821,3303
"Beth Henley,Beth Henley",3822,3304
Horton Foote,3823,3305
"Baz Luhrmann,Craig Pearce",3824,3306
"Erich Maria Remarque,Maxwell Anderson",3825,3307
William Rose,3826,3308
"Adolph Green,Betty Comden",3827,301
"Edmund Goulding,Sarah Y. Mason",3828,3309
William Anthony McGuire,3829,3310
"Mark Andrus,Mark Andrus",3830,3311
"Bill Walsh,Lillie Hayward",3831,3312
"Catherine Johnson,Catherine Johnson",3832,3313
David Kendall,3833,3314
"William Shakespeare,Talbot Jennings",3834,3315
"Bill Walsh,Don DaGradi",3835,877
"Philip Roth,Nicholas Meyer",3836,3316
"David Newman,Robert Benton",3837,3317
"Carl Bernstein,Bob Woodward",3838,3318
"Peter Fonda,Dennis Hopper",3839,3319
"Albert Aley,G.B. Stern",3840,3320
"Don Tait,Jim Parker",3841,3321
"Nik Cohn,Norman Wexler",3842,3322
"Bill Walsh,Don DaGradi",3843,877
Don Tait,3844,3323
"Don Tait,Jack M. Bickham",3845,3324
Bernard Rose,3846,1504
"Fred Gipson,William Tunberg",3847,3325
Randy Feldman,3848,721
"Robert Ramsey,Matthew Stone",3849,3326
"Ernest Pascal,Arthur Conan Doyle",3850,3327
Joseph Howard,3851,3328
"Thomas Hedley Jr.,Joe Eszterhas",3852,3329
"Joseph Howard,James Orr",3853,3330
Dean Pitchford,3854,3331
"Jerome Armstrong,Jerome Armstrong",3855,3332
Leslie Bohem,3856,642
"Michael Crichton,Anne-Marie Martin",3857,3333
"Cooper Layne,John Rogers",3858,3334
"Mark Protosevich,Paul Gallico",3859,3335
"Sebastian Junger,William D. Wittliff",3860,3336
Dennis Feldman,3861,3337
"Jerry Lewis,Steve Oedekerk",3862,3338
"Roger Spottiswoode,Walter Hill",3863,1378
"Marty Kaplan,Jonathan Reynolds",3864,3339
"Peng Zhang Li,Scott Timmins",3865,3340
Steve Martin,3866,162
"Jerry Lewis,Bill Richmond",3867,3341
"Eddie Murphy,Barry W. Blaustein",3868,3342
Neil Cuthbert,3869,3343
"Morton S. Fine,David Friedkin",3870,3344
"John Antonelli,Frank Cervarich",3871,3345
"David Kirschner,Mick Garris",3872,3346
"Walter Campbell,Jonathan Glazer",3873,3347
Tom Seidman,3874,3348
A. Dean Bell,3875,3349
"Scott Fernstrom,Doug Keith",3876,3350
"Brett Hudson,Burt Kearns",3877,3351
Jake Wade Wall,3878,3352
"Brandon Camp,Mike Thompson",3879,2046
Michael J. Hein,3880,3353
Marshall Sylver,3881,3354
"Pinchas Perry,Irvin D. Yalom",3882,3355
Ari Kirschenbaum,3883,3356
"Julian Hoxter,Bhargavi C. Mandava",3884,3357
"Carlyle Eubank,William Eubank",3885,3358
Nacho Vigalondo,3886,3359
"Larry Madill,David Ren",3887,3360
"Yasuomi Umetsu,Brian Cox",3888,3361
"Sally Meyer,Gale Sears",3889,3362
"Joe Gangemi,Edgar Allan Poe",3890,3363
"Kevin Kolsch,Dennis Widmyer",3891,3364
"Phil Graziadei,Leigh Janiak",3892,3365
"Colin Minihan,Stuart Ortiz",3893,3366
Jarret F. Kerr,3894,3367
"Gabe Ibáñez,Igor Legarreta",3895,3368
"Keith Bunin,Joe Hill",3896,3369
"Alejandro Amenábar,Mateo Gil",3897,3370
"Lee Child,Christopher McQuarrie",3898,3371
Patrick O'Neill,3899,3372
"Brian Aldiss,Ian Watson",3900,3373
"Matthew Michael Carnahan,Tony Gilroy",3901,3374
"Chap Taylor,Chap Taylor",3902,3375
Graham Yost,3903,1175
Ehren Kruger,3904,1086
"Travis Walton,Tracy Tormé",3905,3376
Mark David Perry,3906,3377
David Twohy,3907,1636
"Lowell Cannon,Jim Thomas",3908,3378
"Nick Pettit,Michael Poley",3909,3379
Adam Rifkin,3910,3380
"Chuck Pfarrer,Chuck Pfarrer",3911,1645
"Michael Crichton,Kurt Wimmer",3912,3381
"Matt Allen,Caleb Wilson",3913,3382
"Krist Manaryan,Narek Ghaplanyan",3914,3383
"Jeremy Garelick,Jay Lavender",3915,1377
"Steve Feke,Curtis Sanders",3916,3384
Leigh Dunlap,3917,1114
"Kevin Michael Smith,Michael Gozzard",3918,3385
"Steven Paul,Max Botkin",3919,3386
Izidore K. Musallam,3920,3387
G.P. Galle Jr.,3921,3388
"Alvin L. Fast,Mohammed Rustam",3922,3389
S.J. Roth,3923,3390
"H.G. Wells,Jack Turley",3924,3391
"Harvey Flaxman,David Sheldon",3925,3392
"Hu Hong,Yao Meng",3926,3393
"Norman Yonemoto,Danny Steinmann",3927,3394
"William W. Norton,Eleanor E. Norton",3928,3395
"Dick Desmond,Dick Desmond",3929,3396
"Frank Arnold,Martin B. Cohen",3930,3397
"Roger S. Baum,Randi Barnes",3931,3398
"Russell Hoban,Carol Monpere",3932,3399
Rachel Boynton,3933,3400
"Rolfe Kanefsky,Michael J. Sarna",3934,3401
"James C. Strouse,James C. Strouse",3935,3402
"Carlos R. Bermúdez,Demetrius Navarro",3936,3403
"Anne Sundberg,Ricki Stern",3937,3404
"David Latham,Benjamin Suarez",3938,3405
"Rearden Conner,Marian Spitzer",3939,3406
,3940,28
Jake Helgren,3941,3407
"Alrick Brown,Patricia Janvier",3942,3408
Christopher Dillon Quinn,3943,3409
,3944,28
"Keir Pearson,Terry George",3945,3410
Elia Kazan,3946,3411
"Ken Kaufman,Ken Kaufman",3947,3412
"Chuck Tately,Chuck Tately",3948,3413
"Clive Barker,Clive Barker",3949,3414
"Juan Piquer Simón,Mark Klein",3950,3415
"Mary Higgins Clark,Earl Mac Rauch",3951,3416
Arch McCoy,3952,3417
Arthur Payne,3953,3418
"Howard R. Cohen,Daryl Haney",3954,3419
"Tim Schlattmann,Marc Alexander",3955,3420
"Susan Orlean,Charlie Kaufman",3956,3421
"Hans Bauer,Jim Cash",3957,3422
"Duncan Kennedy,Donna Powers",3958,3423
"S.S. Wilson,Brent Maddock",3959,3424
"Ellory Elkayem,Randy Kornfield",3960,3425
"Hans Bauer,Jim Cash",3961,3422
"Don Jakoby,Al Williams",3962,3426
"Michael Crichton,John Patrick Shanley",3963,3427
Stephen Sommers,3964,603
"Robert A. Heinlein,Ted Elliott",3965,3428
Dennis Feldman,3966,3337
"Anna McRoberts,Anne Vince",3967,3429
"Dean R. Koontz,Dean R. Koontz",3968,3430
"Agnes Bristow,Leif Bristow",3969,3431
"Alexander Khusid,Moshe Khusid",3970,3432
Dagen Merrill,3971,3433
"Reid Carolin,Reid Carolin",3972,3434
Don Handfield,3973,3435
Benjamin Chapin,3974,3436
"M.A. Fortin,Joshua John Miller",3975,3437
John Robert Moore,3976,2226
Cameron Crowe,3977,1399
Rusty Nelson,3978,3438
David Pliler,3979,3439
Larry Cohen,3980,1135
"Wil Shriner,Carl Hiaasen",3981,3440
"Hal Barwood,Matthew Robbins",3982,3441
David Chaskin,3983,588
"Whitley Strieber,David Eyre",3984,3442
"Dominique Ferrari,Suzanne Wrubel",3985,3443
"Adi Hasak,Ric Gibbs",3986,3444
"Mark Verheiden,Mike Richardson",3987,3445
"Karen Elise Baldwin,Gene Quintano",3988,3446
Ryan Spahn,3989,3447
Andrew Bujalski,3990,3146
,3991,28
"Jem Cohen,Natalie Lettner",3992,3448
"David Michael Anthony,D. David Morin",3993,3449
,3994,28
"Watt Key,James Whittaker",3995,3450
"Alex Proyas,Alex Proyas",3996,3451
Steven Spielberg,3997,3452
"Carl Sagan,Carl Sagan",3998,3453
"Kevan Otto,Kevan Otto",3999,3454
Andrew Niccol,4000,1138
Philip Eisner,4001,3455
Alex Garland,4002,3456
Lawrence Block,4003,3457
"L.M. Kit Carson,Tobe Hooper",4004,3458
"Rudy Ricci,John A. Russo",4005,3459
"Richard Blake,Dan O'Bannon",4006,3460
"Rom Globus,Daniel Matmor",4007,3461
"Theodore Simonson,Kay Linaker",4008,3462
"Kathryn Bigelow,Eric Red",4009,3463
Thom Eberhardt,4010,3464
Eric Red,4011,3465
Ross LaManna,4012,3466
"Gerard Soeteman,Gerard Soeteman",4013,3467
Zac Heath,4014,3468
"Michael Patrick Goodman,Gary Sherman",4015,3469
"Laura Bayonas,Lewis Teague",4016,3470
"Ryôzô Kasahara,Charles Robert Carner",4017,3471
"Michael Grais,Mark Victor",4018,3472
"Troy Neighbors,Steven Feinberg",4019,3473
"David Shaber,David Shaber",4020,3474
David Webb Peoples,4021,1604
Michael De Luca,4022,3475
"H.P. Lovecraft,Jean-Paul Ouellette",4023,3476
"Sean Branney,Andrew Leman",4024,3477
"H.P. Lovecraft,Sean Branney",4025,3478
Tom O'Brien,4026,3479
"Richard Dana Smith,Dennis Paoli",4027,3480
"Stuart Gordon,Aubrey Solomon",4028,3481
Ya'Ke Smith,4029,3482
John Penney,4030,3483
Charles B. Griffith,4031,3484
"Jerry Rees,Dan A.R. Kelly",4032,3485
"Edgar Allan Poe,Dennis Paoli",4033,3486
"Grant Cogswell,Grant Cogswell",4034,3487
"Rick Fry,Woody Keith",4035,3488
"H.P. Lovecraft,Dennis Paoli",4036,3489
Scott A. Peterson,4037,3490
"Alex Lasker,Wendell Wellman",4038,3491
"Albert Ruben,Alexander Jacobs",4039,3492
"Elmore Leonard,Elmore Leonard",4040,3493
"Robert T. Megginson,Gregory Fleeman",4041,3494
Darryl Anka,4042,3495
Jim Kouf,4043,3232
"Lem Dobbs,Michael Kozoll",4044,3496
"John Carpenter,Dan O'Bannon",4045,3497
"Tobe Hooper,Tobe Hooper",4046,3498
"William Butler,Aaron Strongoni",4047,3499
"Jerry Sohl,H.P. Lovecraft",4048,3500
"Nicholas Sparks,Craig Bolotin",4049,3501
"Hannah Fidell,Hannah Fidell",4050,3502
"Charles Beaumont,Edgar Allan Poe",4051,3503
Eliot Laurence,4052,3504
"Irene Kuhn,Edgar Allan Woolf",4053,3505
Anthony Joseph Giunta,4054,3506
"Mark Twain,Stephen Sommers",4055,2468
"Mark Arywitz,Jeff Lieberman",4056,3507
"Glenn Leopold,Neal Barbera",4057,3508
"Harvey Weinstein,Tony Maylam",4058,3509
Sheree Le Mon,4059,3510
"Richard Griffin,H.P. Lovecraft",4060,3511
"Anna Boden,Ryan Fleck",4061,2854
"H.P. Lovecraft,K.L. Young",4062,3512
"Robert Cappelletto,H.P. Lovecraft",4063,3513
"Elias,H.P. Lovecraft",4064,3514
Robert Hall,4065,3265
James Toback,4066,158
"Tim Kazurinsky,Denise DeClue",4067,3515
"Elise MacAdam,Tom Kalin",4068,3516
Larry Ketron,4069,3517
"Jonathan Zarantonello,Jonathan Zarantonello",4070,3518
George P. Saunders,4071,3519
"Leo Benvenuti,Steve Rudnick",4072,617
Don Thacker,4073,3520
"Barrett J. Leigh,H.P. Lovecraft",4074,3521
Frank H. Woodward,4075,3522
"Tom Konkle,Devin McGinn",4076,3523
"H.P. Lovecraft,Jean-Paul Ouellette",4077,3476
"Louis Sachar,Louis Sachar",4078,3524
"David DuBos,David DuBos",4079,3525
"Gene Roddenberry,Harold Livingston",4080,3526
"Mitch Cullin,Jeffrey Hatcher",4081,3527
James C. Strouse,4082,3528
"Robert Lawton,Charles de Lauzirika",4083,3529
"Youssef Chahine,Sabrina Dhawan",4084,3530
"Leslie Megahey,Alastair Fothergill",4085,3531
"Marc Basch,Brett Haley",4086,3532
Steve Barilotti,4087,3533
"Keith Scholey,John Truby",4088,3534
"Sherwood King,Orson Welles",4089,3535
"Ben Maddow,John Huston",4090,3536
"Anthony Veiller,Ernest Hemingway",4091,3537
"Mickey Spillane,Jack Moffitt,A.I. Bezzerides",4092,3538
"Virginia Van Upp,Marion Parsonnet",4093,3539
"Harry Ruskin,Niven Busch",4094,3540
"Ranald MacDougall,James M. Cain",4095,3541
Mark Monroe,4096,538
"Steven Klein,Steven Klein",4097,3542
"Catherine Hardwicke,Nikki Reed",4098,3543
"Jim Schutze,David McKenna",4099,3544
,4100,28
Harmony Korine,4101,3545
"Harmony Korine,Larry Clark",4102,3546
"Chris Millis,Chris Millis",4103,3547
Harmony Korine,4104,3545
John Cassavetes,4105,3548
Jason Lew,4106,3079
,4107,28
Jim Barton,4108,3549
Naomi Foner,4109,3099
John Kostmayer,4110,3550
Carol Heikkinen,4111,3551
Bob Comfort,4112,3552
William Richert,4113,3553
Mark Monroe,4114,538
Lars von Trier,4115,3554
Dustin Lance Black,4116,3555
"Tim Burns,Tom Stern",4117,3556
"Thom Eberhardt,Gregory Scherick",4118,3557
"Larry Clark,Larry Clark",4119,3558
"Keith Walker,Karen Janszen",4120,3559
"John Krasinski,Matt Damon",4121,3560
Don Roos,4122,3561
"Mauricio Kartun,Francis Ford Coppola",4123,3562
"Carlyle Eubank,William Eubank",4124,3358
Craig Brewer,4125,3563
"Keith Walker,John Mattson",4126,3564
Vincent Gallo,4127,3565
"Daniel Clowes,Daniel Clowes",4128,522
Todd Solondz,4129,3566
Jim Jarmusch,4130,3567
Vincent Gallo,4131,3565
"Nir Paniry,Gabriel Cowan",4132,3568
,4133,28
Philip Gelatt,4134,3569
"Jean-Claude Carrière,Milo Addica",4135,3570
"Aaron Sorkin,Jonas McCord",4136,3571
"Tom Butterworth,Jez Butterworth",4137,3572
"Deborah Curtis,Matt Greenhalgh",4138,3573
Aaron Woodley,4139,3574
,4140,28
"Janice Thompson,Billy Hanna",4141,3575
Spencer Eastman,4142,3576
"Charles S. Haas,Charles F. Haas,Tim Hunter,Charles Haas",4143,3577
"Kimi Peck,Dalene Young",4144,3578
Lyle Kessler,4145,3579
Gerald Ayres,4146,3580
"Kathleen Rowell,S.E. Hinton",4147,3581
"Amy Schor Ferris,Vicki Polon",4148,3582
"S.E. Hinton,Emilio Estevez",4149,3583
"Arnold Schulman,David Seidler",4150,3584
"Jerry Leichtling,Arlene Sarner",4151,3585
"William Kennedy,Francis Ford Coppola",4152,3586
Francis Ford Coppola,4153,2114
"Robert Daley,Oliver Stone",4154,3587
"Armyan Bernstein,Francis Ford Coppola",4155,3588
"Nicholas Proffitt,Ronald Bass",4156,3589
Mike Rich,4157,2094
James C. Strouse,4158,3528
,4159,28
"Marcus Dunstan,Patrick Melton",4160,3590
"Peter S. Beagle,Chris Conkling",4161,3591
John Cregan,4162,3592
,4163,28
"Peter Hedges,Peter Hedges",4164,3593
"Piers Paul Read,John Patrick Shanley",4165,3594
"Henry De Vere Stacpoole,Douglas Day Stewart",4166,3595
William Goldman,4167,1601
"Daniel Defoe,Christopher Lofton",4168,3596
David Mamet,4169,159
"James Dickey,James Dickey",4170,3597
,4171,28
"Norman Mailer,Jean-Luc Godard",4172,3598
William Shakespeare,4173,1240
"Kurt Sutter,Richard Wenk",4174,3599
"William Shakespeare,Christopher De Vore",4175,3600
"William Shakespeare,Roman Polanski",4176,3601
Mike Cahill,4177,3602
Shane Carruth,4178,3603
Terrence Malick,4179,2246
"Larry McMurtry,Peter Bogdanovich",4180,3604
"Leila Conners Petersen,Nadia Conners,Leonardo DiCaprio",4181,3605
,4182,28
Mark Monroe,4183,538
"Darren Aronofsky,Darren Aronofsky",4184,212
"Evan Jones,Kenneth Cook",4185,3606
"Michael Collins,Eric Daniel Metzgar",4186,3607
,4187,28
"Ralph Bakshi,Robert Crumb",4188,3608
"Richard Adams,Martin Rosen",4189,3609
"Maryam Henein,George Langworthy",4190,3610
"George Orwell,William Templeton",4191,3611
"Zal Batmanglij,Brit Marling",4192,3612
"Peter Brook,Denis Cannan",4193,3613
"Zal Batmanglij,Brit Marling",4194,3612
"Peter Baynham,Steve Gordon",4195,3614
,4196,28
"Brian Gatewood,Alessandro Tanaka",4197,3615
"William Arntz,Betsy Chasse",4198,3616
"Stanley R. Greenberg,Harry Harrison",4199,3617
"George Langelaan,Charles Edward Pogue",4200,3618
Tommy Lee Wallace,4201,2603
"Philip K. Dick,Richard Linklater",4202,3619
"George Lucas,George Lucas",4203,1105
"Alex Gibney,Lawrence Wright",4204,3620
,4205,28
"Alex Lasker,Patrick Cirillo",4206,3621
"John Katzenbach,Billy Ray",4207,3622
"Harold G. Moore,Joseph L. Galloway",4208,3623
"Louis Nowra,Christopher Kyle",4209,3624
"Jim Thomas,John Thomas",4210,932
"Michael Schiffer,Richard P. Henrick",4211,3625
Terrence Malick,4212,2246
"Brad Ingelsby,Scott Cooper",4213,3626
"Bret Easton Ellis,Mary Harron",4214,3627
Gary Whitta,4215,3628
"Peter M. Lenkov,Robert Reneau",4216,3629
"Joel Coen,Ethan Coen",4217,108
"Eric Warren Singer,David O. Russell",4218,3630
"Ernest Tidyman,John D.F. Black",4219,3631
Shane Black,4220,2052
Scott Yagemann,4221,3632
"Hans Bauer,Randall McCormick",4222,3633
"Jim Wheat,Ken Wheat",4223,1681
David Twohy,4224,1636
"John Grisham,Brian Koppelman",4225,3634
David Franzoni,4226,649
"Cyril Hume,Richard Maibaum",4227,367
"Allen Covert,Nick Swardson",4228,3635
Charles Randolph,4229,3636
"Mark Neveldine,Brian Taylor",4230,3637
"Kenneth Ross,Chuck Pfarrer",4231,3638
"Jon Hoeber,Erich Hoeber",4232,412
"Ryne Douglas Pearson,Lawrence Konner",4233,3639
Doug Richardson,4234,3640
"Lawrence Meade,Arthur Hoerl",4235,3641
"James Ellroy,David Ayer",4236,3642
David Ayer,4237,1685
"Frank Waldman,Blake Edwards",4238,3643
"Peter Benchley,Carl Gottlieb",4239,1686
James Ronald Whitney,4240,3644
,4241,28
"Scott Cooper,Thomas Cobb",4242,3645
"E.Y. Harburg,Fred Saidy",4243,3646
"Ira Levin,Heywood Gould",4244,3647
"Larry Gelbart,Murray Schisgal",4245,3648
"David Zelag Goodman,Sam Peckinpah",4246,3649
"Thomas Berger,Calder Willingham",4247,3650
"Julian Barry,Julian Barry",4248,3651
"James Grady,Lorenzo Semple Jr.",4249,3652
"Alexander Jacobs,Robert Dillon",4250,3653
"Dean Devlin,Roland Emmerich",4251,851
"Zana Briski,Ross Kauffman",4252,3654
Alex Gibney,4253,3655
"Bill Condon,Tom Eyen",4254,3656
"Geoffrey Fletcher,Sapphire",4255,3657
"Ben Coccio,Christopher Coccio",4256,3658
Christopher Denham,4257,3659
Wes Craven,4258,3289
Pericles Lewnes,4259,3660
Edward T. Lowe Jr.,4260,1718
"Merian C. Cooper,Steven Pressfield",4261,3661
"Daniel G. Karslake,Helen R. Mendoza",4262,3662
"Lou Morheim,Fred Freiberger",4263,3663
Amy Berg,4264,3664
"Ruth Rose,Merian C. Cooper",4265,3665
Tad Friend,4266,3666
Robert N. Lee,4267,3667
"Scott Alexander,Larry Karaszewski",4268,405
,4269,28
"Paul Gallico,Stirling Silliphant",4270,3668
"David Zellner,Nathan Zellner",4271,3669
"Carlen Altman,Alex Ross Perry",4272,3670
"Curt Siodmak,Joe May",4273,3671
Frances Marion,4274,3672
"Griffin Jay,Henry Sucher",4275,3673
"Bertram Millhauser,H.G. Wells",4276,3674
"H.G. Wells,Curt Siodmak",4277,3675
"Robert Louis Stevenson,Philip MacDonald",4278,3676
"John Colton,Howard Higgin",4279,3677
"Edgar Allan Poe,David Boehm",4280,3678
"Waldemar Young,Philip Wylie",4281,3679
"Edgar Allan Poe,Robert Florey",4282,3680
"Edgar Allan Poe,Peter Ruric",4283,3681
"George Bricker,Dwight V. Babcock",4284,3682
"Robert Louis Stevenson,Clara Beranger",4285,3683
"B. Luciano Barsuglia,Robert Louis Stevenson",4286,3684
"John Lee Mahin,Robert Louis Stevenson",4287,3685
Alex Ross Perry,4288,2250
Patrick Brice,4289,3686
Gina Kim,4290,3687
Eric Schaeffer,4291,3688
"Jean-Michel Dissard,Debra Granik",4292,3689
Peter Mattei,4293,3690
"Jon Lindstrom,Jon Lindstrom",4294,3691
"David Gilbert,George Ratliff",4295,3692
"Glenn German,Adam Rodgers",4296,3693
"Mark Poirier,Mark Poirier",4297,3694
Dwayne Buckle,4298,3695
"Timothy Bricknell,Anthony Minghella",4299,3696
Rod Lurie,4300,3697
"Melissa Rosenberg,Stephenie Meyer",4301,1707
"Daniel Barnz,Alex Flinn",4302,3698
"Melissa Rosenberg,Stephenie Meyer",4303,1707
Will Fetters,4304,3699
"Evan Daugherty,John Lee Hancock",4305,3700
"Melissa Rosenberg,Stephenie Meyer",4306,1707
"Jamie Linden,Nicholas Sparks",4307,3701
"Andrew Niccol,Stephenie Meyer",4308,3702
"Jessica Postigo,Cassandra Clare",4309,3703
,4310,28
,4311,28
,4312,28
"Steve James,Frederick Marx",4313,3704
Errol Morris,4314,2251
"Jeffrey Boam,Stephen King",4315,3705
Tom Holland,4316,3706
,4317,28
"H.H. Caldwell,Katherine Hilliker",4318,3707
"Amy Berg,Billy McMillin",4319,3708
Denis Hennelly,4320,3709
"Sherry Mills,Steve Barron",4321,3710
Shira Lane,4322,3711
,4323,28
Steve Kroschel,4324,3712
,4325,28
,4326,28
Deborah Koons,4327,3713
Steve Kroschel,4328,3712
"Joe Cross,Kurt Engfehr",4329,2263
,4330,28
"Jeffrey Caine,John le Carré",4331,3714
Michael Palm,4332,3715
"Judd Apatow,Judd Apatow",4333,3716
"John Monk Saunders,Hope Loring",4334,3717
Charles Chaplin,4335,1811
Michael Moore,4336,1228
Charles Chaplin,4337,1811
Gary Don Rhodes,4338,3718
"Lee Loeb,John Grant",4339,3719
"Robert Lees,Frederic I. Rinaldo",4340,1717
"Hugh Wedlock Jr.,Howard Snyder",4341,710
"D.D. Beauchamp,Howard Christie",4342,3720
"Lee Loeb,John Grant",4343,3719
"D.D. Beauchamp,John Grant",4344,3721
James Clavell,4345,3722
"Charles Lederer,John W. Campbell Jr.",4346,3723
"Theodore Simonson,Kay Linaker",4347,3462
"Daniel Mainwaring,Jack Finney",4348,3724
"George Worthing Yates,Harold Jacob Smith",4349,3725
"Richard Matheson,Richard Matheson",4350,3726
"Harry Essex,Ray Bradbury",4351,3727
"Donald G. Jackson,Randall Frakes",4352,3728
"Richard L. Albert,Mike Allred",4353,3729
Adrienne Stout,4354,3730
Yoav Shamir,4355,3731
"Dan Greenburg,Stephen Volk",4356,3732
"Christopher Coppola,Nick Johnson",4357,3733
Lloyd Fonvielle,4358,3734
Joel Ziskin,4359,3735
Bert I. Gordon,4360,3736
Christopher Coppola,4361,3737
"Jeff Begun,Howard R. Cohen",4362,3738
"Julie Brown,Charlie Coffey",4363,3739
"R.J. Robertson,Jim Wynorski",4364,2924
"Bill Svanoe,Hilary Henkin",4365,3740
"Dimitri Villard,David Hines",4366,3741
"Bruce Rubin,Robert J. Rosenthal",4367,3742
Earl Mac Rauch,4368,3743
"Robert Kaufman,Robert Kaufman",4369,3744
"Lowell Ganz,Babaloo Mandel,Deborah Blum",4370,3745
"Gene Wilder,Terence Marsh",4371,3746
"Sam Egan,John Paragon",4372,3747
"Adam Small,Peter Stuart",4373,3748
Samuel Fuller,4374,1727
Samuel Fuller,4375,1727
James Carabatsos,4376,1736
Brian Flemming,4377,3749
Monte Merrick,4378,3750
"Gus Holwerda,Luke Holwerda",4379,3751
Sean Durkin,4380,3752
"William Roberts,Robert H. Adleman",4381,3753
Richard Murphy,4382,3754
Jeremy Saulnier,4383,3150
Antonio Campos,4384,3755
Antonio Campos,4385,3755
James Chressanthis,4386,3756
Robert Stevenson,4387,3757
John Waters,4388,357
Shane Carruth,4389,3603
"Harper Lee,Horton Foote",4390,3758
"Keith Merryman,David A. Newman",4391,3250
"Tennessee Williams,Oscar Saul",4392,3759
Ernest Tidyman,4393,3760
Jeremy Joe Kronsberg,4394,3761
"Michael Butler,Dennis Shryack",4395,3762
"Harry Julian Fink,Rita M. Fink",4396,1734
"Harry Julian Fink,Rita M. Fink",4397,1734
"J. Campbell Bruce,Richard Tuggle",4398,3763
"Forrest Carter,Philip Kaufman",4399,3764
Jeff Maguire,4400,3765
"Michael Butler,Dennis Shryack",4401,3762
"Noah Baumbach,Greta Gerwig",4402,2259
"Albert Maltz,Irene Kamp",4403,3766
"Hal Dresner,Warren Murphy",4404,3767
"Jeremy Joe Kronsberg,Stanford Sherman",4405,3768
"David Baldacci,William Goldman",4406,3769
"Boaz Yakin,Scott Spiegel",4407,3770
"Peter Viertel,Peter Viertel",4408,3771
Dennis Hackin,4409,3772
"Jo Heims,Dean Riesner",4410,3773
Richard Tuggle,4411,3774
Michael Cimino,4412,2593
"Norman Partridge,James O'Barr",4413,3775
Kurt Kuenne,4414,2249
"Charles Lederer,Charles Nordhoff",4415,3776
"John Patrick,Vern J. Sneider",4416,3777
"Tennessee Williams,Meade Roberts",4417,3778
"Annemarie Selinko,Daniel Taradash",4418,3779
"Werner Jörg Lüddecke,Daniel Taradash",4419,3780
"William J. Lederer,Eugene Burdick",4420,3781
"John Paxton,Frank Rooney",4421,3782
John Steinbeck,4422,3783
"James Bridges,Roland Kibbee",4423,3784
"Guy Trosper,Calder Willingham",4424,3785
"Carl Foreman,Carl Foreman",4425,3786
"Paul Osborn,James A. Michener",4426,3787
"Norman Corwin,Leonard Spigelgass",4427,3788
"Charles Palmer,Matthew Rapf",4428,3789
"Lenore J. Coffee,Lenore J. Coffee",4429,3790
"George Emerson Brewer Jr.,Bertram Bloch",4430,3791
Robert Pirosh,4431,3792
George Waggner,4432,3793
"John S. Martin,Eugene Ling",4433,3794
"George Froeschel,Ronald Millar",4434,3795
"Samuel Ornitz,Jack Jungmeyer",4435,3796
"Hugh Stanislaus Stange,Garrett Fort",4436,3797
"Wendell Mayes,D.A. Rayner",4437,3798
"Julius J. Epstein,Philip G. Epstein",4438,35
,4439,28
,4440,28
"Julius J. Epstein,Philip G. Epstein",4441,35
,4442,28
,4443,28
"Noah Baumbach,Oliver Berkman",4444,3799
"Martin Cruz Smith,Dennis Potter",4445,3800
"Joe Eszterhas,Scott Richardson",4446,3801
"Jack Finney,W.D. Richter",4447,3802
Joe Eszterhas,4448,14
"John Kurland,Jacob Eskendar",4449,3803
"Richard Ayoade,Joe Dunthorne",4450,3804
"Jimmy Sangster,Patrick Tilley",4451,3805
Janice Lee Graham,4452,3806
"Jennifer Jason Leigh,Noah Baumbach",4453,3807
Destin Daniel Cretton,4454,3808
"William Martin Brennan,Ashton Root",4455,3809
,4456,28
,4457,28
"Robert Gordon,Morgan Neville",4458,3810
"Sean Baker,Chris Bergoch",4459,3811
,4460,28
,4461,28
,4462,28
Jason Wise,4463,3812
"Tracy Keenan Wynn,Charlie Fletcher",4464,3813
"Scott McAboy,Richard Preston Jr.",4465,3814
Michael Lansu,4466,3815
"R.J. Robertson,Jim Wynorski",4467,2924
"Calvin Cox Jr.,Calvin Cox Jr.",4468,3816
Jeff Gendelman,4469,3817
"Kazeem Molake,Kazeem Molake",4470,3818
Douglas K. Grimm,4471,3819
Manish Pandey,4472,3820
Mike Grady,4473,3821
,4474,28
"Chris Morgan,Christopher Borrelli",4475,3822
