beer-name,ounces,original_index,unique_index
Yellowstone Golden Ale,12.0 oz.,1201,1187
Tumbleweed IPA,12.0 oz.,1202,1188
Lewis & Clark Amber Ale,12.0 oz,1203,1189
Miner's Gold Hefeweizen,12.0 oz.,1204,1190
Back Country Scottish Ale,12.0 OZ.,1205,1191
Getaway,16.0 ounce,1206,1192
Farm Girl Saison,16.0 oz.,1207,1193
Adam's Stout,12.0 oz,1208,1194
American Hero,12.0 oz,1209,1195
Schweet Ale,12.0 oz.,1210,1196
Irregardless IPA,12.0 oz.,1211,1197
Peach Pale Ale,12.0 oz.,1212,1198
Deadeye Jack,12.0 oz,1213,1199
Pistols at Dawn,16.0 oz,1214,1200
Peacemaker Pale Ale,12.0 oz.,1215,1201
Shotgun Betty,12.0 ounce,1216,1202
Sweet Josie,12.0 ounce,1217,1203
Long Trail IPA,12.0 oz,1218,1204
Long Trail Ale,12.0 oz.,1219,1205
Double Bag,16.0 ounce,1220,1206
Blackbeary Wheat,12.0 OZ.,1221,1207
Long Trail Ale (1),12.0 ounce,1222,1208
Gose,16.0 oz,1223,1209
Vermont Pilsner,16.0 oz,1224,1210
Mosaic Single Hop IPA,16.0 OZ.,1225,1211
Lost Galaxy,16.0 oz.,1226,1212
Face Plant IPA,12.0 oz,1227,1213
Rhino Chasers Pilsner,12.0 oz.,1228,1214
Slow Hand Stout,16.0 oz.,1229,1215
Hips Don't Lie,16.0 ounce,1230,1216
Ride Again Pale Ale,16.0 oz.,1231,1217
The Farmer's Daughter,16.0 ounce,1232,1218
Pub Ale,12.0 oz. Silo Can,1233,1219
Ballistic Blonde,12.0 oz.,1234,1220
Knotty Pine,12.0 oz. Alumi-Tek,1235,1221
Lumberyard Pilsner,12.0 oz.,1236,1222
Lumberyard IPA,12.0 ounce,1237,1223
Lumberyard Red Ale,12.0 oz. Silo Can,1238,1224
Mac's Highlander Pale Ale (2000),12.0 oz,1239,1225
Mac's Scottish Style Amber Ale (2000),12.0 oz,1240,1226
Macon Progress Ale,12.0 ounce,1241,1227
Macon History Ale,12.0 oz,1242,1228
Galaxy High,12.0 oz.,1243,1229
Sol Drifter,12.0 oz,1244,1230
Thunder Snow,12.0 ounce,1245,1231
The Great Pumpcan,16.0 OZ.,1246,1232
LIFT,12.0 oz.,1247,1233
SPRYE,12.0 oz.,1248,1234
Psychopathy,12.0 ounce,1249,1235
Gnarly Brown,12.0 ounce,1250,1236
Happy Amber,12.0 oz.,1251,1237
#9,16.0 OZ.,1252,1238
Elder Betty,12.0 oz.,1253,1239
#9,12.0 ounce,1254,1240
High Country Pilsner (Current),12.0 oz.,1255,1241
Epic IPA,12.0 oz.,1256,1242
Golden Trout Pilsner,12.0 ounce,1257,1243
Real McCoy Amber Ale (Current),12.0 ounce,1258,1244
Festivus (1),12.0 oz.,1259,1245
Manayunk Oktoberfest,12.0 oz.,1260,1246
Belgian Style Session Ale,12.0 oz.,1261,1247
Manayunk IPA,12.0 ounce,1262,1248
Yunkin' Punkin',12.0 ounce,1263,1249
Summer Paradise,12.0 oz,1264,1250
Monk from the 'Yunk,12.0 oz,1265,1251
Schuylkill Punch,12.0 oz,1266,1252
Dreamin' Double IPA,12.0 ounce,1267,1253
Chaotic Double IPA,12.0 ounce,1268,1254
Manzanita IPA,12.0 ounce,1269,1255
Riverwalk Blonde Ale,12.0 ounce,1270,1256
Gillespie Brown Ale,12.0 oz,1271,1257
Manzanita Pale Ale,12.0 OZ.,1272,1258
Marble Pilsner,12.0 oz,1273,1259
Marble India Pale Ale,12.0 oz.,1274,1260
Toughcats IPA,16.0 oz,1275,1261
Tug Pale Ale,16.0 ounce,1276,1262
Sexy Chaos,16.0 oz,1277,1263
Ace Hole American Pale Ale,16.0 oz.,1278,1264
Cant Dog Imperial Pale Ale,16.0 oz.,1279,1265
River House,16.0 oz,1280,1266
Pretzel Stout,16.0 OZ.,1281,1267
Rubberneck Red,16.0 oz.,1282,1268
The Imperial Texan,16.0 OZ.,1283,1269
The Imperial Texan,12.0 oz,1284,1270
Day Break 4-Grain Breakfast Beer,16.0 oz.,1285,1271
River House Saison,12.0 ounce,1286,1272
There Will Be Stout,12.0 oz.,1287,1273
Our Legacy IPA,12.0 oz.,1288,1274
Saranac Shandy,12.0 ounce,1289,1275
Our Legacy IPA,16.0 ounce,1290,1276
Saranac Golden Pilsener (2003),12.0 OZ.,1291,1277
Saranac Adirondack Light (2002),12.0 oz,1292,1278
DAX Light (1998),12.0 oz.,1293,1279
Saranac Traditional Lager (2000),12.0 ounce,1294,1280
Pomegranate Wheat (2008),12.0 oz,1295,1281
Blueberry Blonde Ale,12.0 oz,1296,1282
Saranac White IPA,12.0 oz. Alumi-Tek,1297,1283
Saranac Summer Ale (2011),12.0 oz,1298,1284
Saranac Pale Ale (12 oz.),12.0 oz.,1299,1285
Saranac Pale Ale (16 oz.),16.0 oz,1300,1286
Lahaina Town Brown,12.0 oz,1301,1287
Pau Hana Pilsner,12.0 oz. Alumi-Tek,1302,1288
Lemongrass Saison,12.0 oz. Alumi-Tek,1303,1289
Aloha B’ak’tun,12.0 oz.,1304,1290
Liquid Breadfruit,12.0 oz,1305,1291
Sobrehumano Palena'ole,12.0 oz.,1306,1292
La Perouse White,12.0 oz,1307,1293
Flyin' HI.P.Hay,12.0 OZ.,1308,1294
Mana Wheat,12.0 ounce,1309,1295
Bikini Blonde Lager,12.0 oz,1310,1296
CoCoNut Porter,12.0 oz.,1311,1297
Big Swell IPA,12.0 oz,1312,1298
Pit Stop Chocolate Porter,12.0 ounce,1313,1299
Pace Setter Belgian Style Wit,12.0 oz.,1314,1300
Back in the Saddle Rye Pale Ale,12.0 oz.,1315,1301
Bushwhacker Cider,16.0 OZ.,1316,1302
Weim-R-Iner,16.0 oz.,1317,1303
Cherry Bomb,16.0 ounce,1318,1304
Tsunami IPA,19.2 oz,1319,1305
Tsunami IPA,12.0 OZ.,1320,1306
Humpback Blonde Ale,12.0 oz.,1321,1307
Hawaiian Crow Porter,12.0 oz.,1322,1308
Volcano Red Ale,12.0 oz,1323,1309
Mauna Kea Pale Ale,12.0 ounce,1324,1310
Shark Bait,12.0 oz,1325,1311
Gator Tail Brown Ale,12.0 ounce,1326,1312
Miami Vice IPA,12.0 oz.,1327,1313
Big Rod Coconut Ale,12.0 oz,1328,1314
Mickey Finn's Amber Ale,12.0 oz.,1329,1315
Pleasure Town,12.0 oz.,1330,1316
Pleasure Town IPA,12.0 oz.,1331,1317
Snowshoe White Ale,12.0 oz.,1332,1318
Kodiak Brown Ale,12.0 ounce,1333,1319
Sockeye Red IPA,12.0 oz.,1334,1320
Habitus (2014),16.0 oz.,1335,1321
Solis,16.0 oz.,1336,1322
Jucundus,16.0 ounce,1337,1323
Habitus,16.0 oz.,1338,1324
Grazias,16.0 oz,1339,1325
Claritas,16.0 OZ.,1340,1326
Vinyl Frontier,24.0 ounce,1341,1327
Disco Superfly,24.0 oz,1342,1328
Misty Mountain Hop,24.0 ounce,1343,1329
One-Hit Wonderful,24.0 oz,1344,1330
En Parfaite Harmonie,24.0 oz.,1345,1331
Daft Funk,24.0 oz. Alumi-Tek,1346,1332
Love In An Ellavator,24.0 oz,1347,1333
Spin Doctor,24.0 ounce,1348,1334
Keeper (Current),12.0 ounce,1349,1335
Better Half,12.0 oz. Alumi-Tek,1350,1336
SNO White Ale,16.0 oz.,1351,1337
BRIK Irish Red Ale,16.0 oz.,1352,1338
AXL Pale Ale,16.0 OZ.,1353,1339
Hop Freak,16.0 ounce,1354,1340
Louie's Demise Amber Ale,16.0 oz.,1355,1341
Hop Happy,16.0 oz.,1356,1342
Booyah Farmhouse Ale,16.0 oz,1357,1343
O-Gii,16.0 ounce,1358,1344
Flaming Damsel Lager (2010),16.0 oz.,1359,1345
Louie’s Demise Immort-Ale (2010),16.0 oz,1360,1346
Axe Head Malt Liquor,24.0 oz.,1361,1347
Huber Bock (2014),16.0 ounce,1362,1348
Minhas Light (2012),12.0 oz.,1363,1349
Huber,12.0 ounce,1364,1350
Clear Creek Ice,16.0 oz.,1365,1351
Clear Creek Ice,12.0 oz.,1366,1352
Mountain Crest,16.0 oz.,1367,1353
Mountain Crest,12.0 oz. Alumi-Tek,1368,1354
Mountain Creek (2013),12.0 oz.,1369,1355
Boxer,24.0 oz.,1370,1356
Boxer Light,12.0 oz.,1371,1357
Boxer Ice,12.0 OZ.,1372,1358
Boxer,12.0 OZ.,1373,1359
Cortez Gold,32.0 oz. Alumi-Tek,1374,1360
Mission IPA,32.0 OZ.,1375,1361
El Conquistador Extra Pale Ale,32.0 oz.,1376,1362
Shipwrecked Double IPA,32.0 oz.,1377,1363
Squeaky Bike Nut Brown Ale,16.0 OZ.,1378,1364
Dead Horse Amber,16.0 oz.,1379,1365
Rocket Bike American Lager,16.0 ounce,1380,1366
Johnny's American IPA,16.0 oz.,1381,1367
Boneshaker Brown Ale,24.0 ounce,1382,1368
Iron Mike Pale Ale,24.0 oz. Alumi-Tek,1383,1369
Monkadelic,12.0 oz.,1384,1370
City of the Sun,16.0 oz.,1385,1371
Booming Rollers,16.0 oz.,1386,1372
Oneida,16.0 ounce,1387,1373
Aurora,16.0 ounce,1388,1374
Lomaland,16.0 oz.,1389,1375
Fortunate Islands,16.0 ounce,1390,1376
Black House,16.0 oz.,1391,1377
Blazing World,16.0 ounce,1392,1378
Wapiti Amber Ale,12.0 oz,1393,1379
Sweet Georgia Brown,16.0 OZ.,1394,1380
Rich Man's IIPA,16.0 ounce,1395,1381
Monkey Paw Oatmeal Pale Ale,16.0 oz,1396,1382
Montauk Summer Ale,12.0 oz.,1397,1383
Driftwood Ale,12.0 ounce,1398,1384
When Helles Freezes Over,12.0 ounce,1399,1385
Morgan Street Oktoberfest,12.0 oz.,1400,1386
Honey Wheat,12.0 oz,1401,1387
Black Bear Dark Lager,12.0 oz.,1402,1388
Golden Pilsner,12.0 oz,1403,1389
Cali Creamin',12.0 oz,1404,1390
Second Wind Pale Ale,12.0 oz,1405,1391
Sunny Haze,12.0 oz.,1406,1392
Towhead,12.0 oz,1407,1393
Lil' Helper,12.0 ounce,1408,1394
Train Wreck,16.0 oz.,1409,1395
Full Moon Belgian White Ale,12.0 ounce,1410,1396
Desert Magic IPA,12.0 oz.,1411,1397
Up River Light,12.0 ounce,1412,1398
Full Moon Belgian White Ale (2007),12.0 oz.,1413,1399
Dry Heat Hefeweizen (2006),12.0 OZ.,1414,1400
Mustang Sixty-Six,12.0 ounce,1415,1401
Mustang '33,12.0 ounce,1416,1402
Session '33 (2011),12.0 oz.,1417,1403
Mustang Golden Ale,12.0 oz,1418,1404
Washita Wheat,12.0 OZ.,1419,1405
Gansett Light,16.0 oz,1420,1406
Bohemian Pils,16.0 oz.,1421,1407
Autocrat Coffee Milk Stout,16.0 oz.,1422,1408
Narragansett Bohemian Pilsner,16.0 ounce,1423,1409
Narragansett Summer Ale,12.0 oz.,1424,1410
Narragansett Cream Ale,16.0 ounce,1425,1411
Narragansett Summer Ale,16.0 oz.,1426,1412
Narragansett Porter,16.0 oz,1427,1413
Narragansett Bock,16.0 oz.,1428,1414
Narragansett Fest Lager,16.0 oz. Alumi-Tek,1429,1415
Undun Blonde Ale,16.0 oz.,1430,1416
CuDa Cascadian Dark Ale,16.0 oz,1431,1417
Old Grogham Imperial India Pale Ale,16.0 oz,1432,1418
Old Grogham Imperial India Pale Ale (2012),16.0 ounce,1433,1419
CuDa Cascadian Dark Ale (2012),16.0 oz.,1434,1420
Undun Blonde Ale (2012),16.0 oz.,1435,1421
Wick For Brains,12.0 oz,1436,1422
Nebraska India Pale Ale,12.0 ounce,1437,1423
EOS Hefeweizen,12.0 ounce,1438,1424
Brunette Nut Brown Ale,12.0 oz,1439,1425
Cardinal Pale Ale,12.0 oz. Alumi-Tek,1440,1426
County Line IPA,12.0 ounce,1441,1427
Trauger Pilsner,12.0 oz.,1442,1428
Slow Ride,12.0 oz.,1443,1429
Ranger IPA,12.0 ounce,1444,1430
Shift,12.0 oz,1445,1431
1554 Black Lager,12.0 oz.,1446,1432
Blue Paddle,12.0 oz.,1447,1433
California Route,12.0 oz.,1448,1434
Snapshot,16.0 ounce,1449,1435
Sunshine Wheat Beer,12.0 oz.,1450,1436
Fat Tire Amber Ale,12.0 oz.,1451,1437
Shift (1),12.0 oz.,1452,1438
Fat Tire Amber Ale (2011),12.0 oz.,1453,1439
Shift,16.0 oz,1454,1440
Ranger IPA,16.0 oz.,1455,1441
Fat Tire Amber Ale,16.0 oz.,1456,1442
Ranger IPA (Current),12.0 oz.,1457,1443
Sunshine Wheat Beer (2009),12.0 ounce,1458,1444
Fat Tire Amber Ale (2008),12.0 ounce,1459,1445
Weiss Trash Culture,12.0 oz.,1460,1446
Sea Hag IPA,12.0 oz.,1461,1447
Elm City Pilsner,12.0 ounce,1462,1448
Atlantic Amber Ale (2004),12.0 OZ.,1463,1449
668 Neighbor of the Beast12 oz.,12.0 oz.,1464,1450
Gandhi-Bot Double IPA (12 oz.),12.0 ounce,1465,1451
668 Neighbor of the Beast (16 oz.) (2010),16.0 oz.,1466,1452
Gandhi-Bot Double IPA (16 oz.) (2010),16.0 oz.,1467,1453
Elm City Lager (2007),12.0 oz,1468,1454
Atlantic Amber Ale (2007),12.0 ounce,1469,1455
Sea Hag IPA (Current),12.0 OZ.,1470,1456
Rebirth Pale Ale,12.0 oz.,1471,1457
Irish Channel Stout,16.0 oz.,1472,1458
MechaHopzilla,16.0 oz.,1473,1459
Hopitoulas IPA,16.0 oz.,1474,1460
NOLA Brown Ale,12.0 OZ.,1475,1461
NOLA Blonde Ale,12.0 oz,1476,1462
Skylight,12.0 oz. Alumi-Tek,1477,1463
Kadigan,12.0 oz.,1478,1464
Dammit Jim!,12.0 oz. Alumi-Tek,1479,1465
Nut Brown Ale,12.0 oz,1480,1466
White Ale,12.0 ounce,1481,1467
Cream Ale,12.0 oz,1482,1468
Green Head IPA,12.0 oz,1483,1469
Plum Island Belgian White,12.0 oz.,1484,1470
Newburyport Pale Ale,12.0 oz.,1485,1471
Marblehead,16.0 oz,1486,1472
Jam Session,16.0 oz.,1487,1473
Hop Drop 'N Roll IPA,16.0 oz.,1488,1474
Paleo IPA,12.0 ounce,1489,1475
Buck Snort Stout,12.0 oz.,1490,1476
Station 33 Firehouse Red,12.0 oz,1491,1477
Slimy Pebble Pils,12.0 oz,1492,1478
Get Together,16.0 ounce,1493,1479
Maggie's Leap,16.0 oz,1494,1480
Wall's End,16.0 oz.,1495,1481
Pumpion,16.0 oz.,1496,1482
Stronghold,16.0 oz,1497,1483
Parapet ESB,16.0 oz.,1498,1484
Blue Boots IPA,16.0 oz.,1499,1485
Hoppy Bitch IPA,16.0 oz.,1500,1486
Three Skulls Ale Pale Ale,16.0 oz.,1501,1487
Walter's Premium Pilsener Beer,12.0 ounce,1502,1488
Floppin' Crappie,12.0 oz.,1503,1489
Left of the Dial IPA,12.0 ounce,1504,1490
Notch Session Pils,12.0 oz.,1505,1491
O'Fallon Pumpkin Beer,12.0 ounce,1506,1492
5 Day IPA,12.0 oz,1507,1493
O'Fallon Wheach,12.0 oz.,1508,1494
Watershed IPA,12.0 ounce,1509,1495
Oakshire Amber Ale,12.0 oz,1510,1496
Overcast Espresso Stout,12.0 oz,1511,1497
Watershed IPA (2013),12.0 ounce,1512,1498
Lake Monster,16.0 oz,1513,1499
London Homesick Ale,12.0 oz.,1514,1500
Luchesa Lager,12.0 OZ.,1515,1501
Slow Ride,12.0 oz,1516,1502
Occidental Hefeweizen,16.0 ounce,1517,1503
Occidental Dunkel,16.0 ounce,1518,1504
Occidental Altbier,16.0 oz,1519,1505
Occidental Kölsch,16.0 ounce,1520,1506
Perpetual Darkness,12.0 oz.,1521,1507
Clan Warrior,12.0 oz.,1522,1508
Psycho Penguin Vanilla Porter,12.0 oz,1523,1509
Heliocentric Hefeweizen,12.0 oz.,1524,1510
Ghose Drifter Pale Ale,12.0 oz,1525,1511
Ghost Rider Pale Ale (2013),12.0 ounce,1526,1512
Helios Hefeweizen (2013),12.0 oz,1527,1513
The Hole in Hadrian's Wall,16.0 oz,1528,1514
33 Select Brown Ale,16.0 oz.,1529,1515
Midwest Charm Farmhouse Ale,16.0 oz,1530,1516
Boji Blue Pale Ale,16.0 ounce,1531,1517
Winter Games Select #32 Stout,16.0 oz,1532,1518
Boji Beach Golden Rye Ale,16.0 oz.,1533,1519
Hopsmith Pale Lager,16.0 oz.,1534,1520
Falling Down Brown Ale,16.0 oz.,1535,1521
Resolution Rye Stout,16.0 oz.,1536,1522
Plowshare Porter,16.0 oz,1537,1523
Old Forge Pumpkin Ale,16.0 ounce,1538,1524
Endless Sun Ale,16.0 oz.,1539,1525
Celestial Blonde Ale,16.0 OZ.,1540,1526
Overbite IPA,16.0 oz,1541,1527
T-Rail Pale Ale,16.0 ounce,1542,1528
Endless Summer Ale (2011),16.0 oz,1543,1529
Clem's Gold,16.0 oz.,1544,1530
Lizzy's Red,16.0 oz.,1545,1531
Orlison India Pale Lager,16.0 oz,1546,1532
Brünette,16.0 oz.,1547,1533
Havanüther,16.0 oz,1548,1534
Lyric Ale,12.0 oz.,1549,1535
Atalanta,12.0 ounce,1550,1536
Pinner Throwback IPA,12.0 oz,1551,1537
Centennial State Pale Ale,19.2 oz. Alumi-Tek,1552,1538
Old Chub NITRO,16.0 oz,1553,1539
The CROWLER™,32.0 oz.,1554,1540
CAN'D AID Foundation,12.0 ounce,1555,1541
Icey.P.A.,16.0 ounce,1556,1542
One Nut Brown,12.0 oz. Alumi-Tek,1557,1543
Birth IPA,12.0 ounce,1558,1544
Dale's Pale Ale,12.0 OZ.,1559,1545
Dale's Pale Ale,12.0 oz,1560,1546
Mama's Little Yella Pils,19.2 OZ.,1561,1547
oSKAr the G'Rauch,19.2 oz.,1562,1548
oSKAr the G'Rauch,16.0 ounce,1563,1549
Dale's Pale Ale,19.2 OZ.,1564,1550
The Deuce,16.0 oz,1565,1551
Dale's Pale Ale (10 Year Anniversary),12.0 ounce,1566,1552
Dale's Pale Ale (2012),12.0 oz,1567,1553
Gordon Imperial Red (2010),12.0 oz,1568,1554
Dale's Pale Ale (2011),12.0 oz.,1569,1555
Dale's Pale Ale (2010),12.0 ounce,1570,1556
G'KNIGHT (16 oz.),16.0 oz.,1571,1557
15th Anniversary Abbey Ale (2012),16.0 oz,1572,1558
Chaka,16.0 oz.,1573,1559
HGH (Home Grown Hops): Part Duh,12.0 ounce,1574,1560
Deviant Dale's IPA,16.0 ounce,1575,1561
One Hit Wonder,12.0 ounce,1576,1562
G'KNIGHT (12 oz.),12.0 oz.,1577,1563
Ten Fidy Imperial Stout,12.0 ounce,1578,1564
Mama's Little Yella Pils,12.0 OZ.,1579,1565
GUBNA Imperial IPA,12.0 ounce,1580,1566
Old Chub,12.0 oz.,1581,1567
Gordon Ale (2009),12.0 oz,1582,1568
Dale's Pale Ale,12.0 oz.,1583,1569
Gordon (2005),12.0 oz.,1584,1570
Ten Fidy Imperial Stout (2008),12.0 oz.,1585,1571
Ten Fidy Imperial Stout (2007),12.0 oz.,1586,1572
Old Chub (2008),12.0 oz.,1587,1573
Old Chub (2004),12.0 oz.,1588,1574
Old Chub (2003),12.0 oz,1589,1575
Dale's Pale Ale (2008),12.0 ounce,1590,1576
Dale's Pale Ale (2006),12.0 oz.,1591,1577
Dale's Pale Ale (2004),12.0 oz,1592,1578
Dale's Pale Ale (2003),12.0 oz.,1593,1579
Dale's Pale Ale (2002),12.0 oz,1594,1580
Leroy (2005),12.0 oz,1595,1581
Gordon Beer (2006),12.0 ounce,1596,1582
G'KNIGHT,12.0 OZ.,1597,1583
Ten Fidy,12.0 oz,1598,1584
Deviant Dale's IPA,16.0 oz,1599,1585
Old Chub,12.0 oz,1600,1586
Dale's Pale Ale,19.2 oz.,1601,1587
Dale's Pale Ale,12.0 oz.,1602,1569
Fresh Slice White IPA,12.0 oz,1603,1588
Overgrown American Pale Ale,12.0 oz,1604,1589
Ozark American Pale Ale,12.0 oz.,1605,1590
Hula Hoppie Session IPA,12.0 oz. Alumi-Tek,1606,1591
Dirty Hippie Dark Wheat,12.0 oz,1607,1592
Rustic Red,16.0 ounce,1608,1593
Stimulator Pale Ale,16.0 ounce,1609,1594
Old Town Ale,16.0 oz.,1610,1595
Car 21,16.0 ounce,1611,1596
Cache La Porter,16.0 oz.,1612,1597
Rodeo Rye Pale Ale,12.0 oz.,1613,1598
Outlaw IPA,12.0 oz,1614,1599
North Fork Lager,12.0 oz,1615,1600
Payette Pale Ale,12.0 oz.,1616,1601
Mutton Buster,12.0 oz.,1617,1602
Side Kick Kölsch,12.0 ounce,1618,1603
Fresh Cut Pilsner,12.0 OZ.,1619,1604
Summer Session Ale,12.0 oz.,1620,1605
Lobo Lito,12.0 ounce,1621,1606
Robert Earl Keen Honey Pils,12.0 oz.,1622,1607
Mound Builder IPA,12.0 oz.,1623,1608
Amazon Princess IPA,12.0 ounce,1624,1609
Farmer's Daughter Wheat,12.0 ounce,1625,1610
People's Pilsner,12.0 oz,1626,1611
Hotbox Brown,12.0 oz,1627,1612
Gold,12.0 oz.,1628,1613
Black,12.0 oz.,1629,1614
98 Problems (Cuz A Hop Ain't One),12.0 ounce,1630,1615
Veteran’s Pale Ale (VPA),12.0 oz.,1631,1616
Grapefruit IPA,12.0 oz.,1632,1617
Pete's ESP Lager (1998),12.0 OZ.,1633,1618
Pete's Wicked Summer Brew (1995),12.0 ounce,1634,1619
Pete's Wicked Bohemian Pilsner (1997),12.0 oz. Alumi-Tek,1635,1620
Pete's Wicked Pale Ale (1997),12.0 oz,1636,1621
Pete's Wicked Summer Brew (2002),12.0 ounce,1637,1622
Pete's Wicked Summer Brew (1997),12.0 oz,1638,1623
Pete's Wicked Summer Brew (1996),12.0 oz,1639,1624
Sparkle,16.0 oz.,1640,1625
North 45 Amber Ale,16.0 oz.,1641,1626
Horny Monk,16.0 oz.,1642,1627
Mind's Eye PA,16.0 oz. Alumi-Tek,1643,1628
Camelback,12.0 oz.,1644,1629
Local 5 Pale Ale,16.0 oz.,1645,1630
Devils Head Red Ale,16.0 oz,1646,1631
Elephant Rock IPA,12.0 oz.,1647,1632
Black Bay Milk Stout,12.0 oz.,1648,1633
Atom Splitter Pale Ale,12.0 ounce,1649,1634
Hot Date Ale,16.0 oz,1650,1635
Masked Bandit IPA,16.0 ounce,1651,1636
Sweet Potato Ale,16.0 oz.,1652,1637
Float Trip Ale,16.0 oz.,1653,1638
Old Tom Porter,16.0 oz,1654,1639
Black Walnut Wheat,16.0 oz,1655,1640
McKinney Eddy Amber Ale,16.0 ounce,1656,1641
Missouri Mule India Pale Ale,16.0 ounce,1657,1642
Blood of the Unicorn,16.0 oz.,1658,1643
GreyBeard™ IPA,12.0 oz.,1659,1644
Pisgah Pale Ale,12.0 ounce,1660,1645
PONTO S.I.P.A.,16.0 oz,1661,1646
Chronic Ale,16.0 oz,1662,1647
Swami's India Pale Ale,16.0 ounce,1663,1648
New Cleveland Palesner,12.0 OZ.,1664,1649
Mazzie,12.0 ounce,1665,1650
Big Chuck Barleywine,12.0 ounce,1666,1651
Ponderosa IPA,12.0 oz.,1667,1652
Liquid Amber Ale,12.0 oz.,1668,1653
Morning Wood Wheat (Current),12.0 OZ.,1669,1654
Hideout Helles,12.0 oz.,1670,1655
Dead Eye Dunkel,12.0 ounce,1671,1656
Peacemaker Pilsner,12.0 oz.,1672,1657
Over the Rail Pale Ale,12.0 OZ.,1673,1658
Pallavicini Pilsner (2009),12.0 oz.,1674,1659
Morning Wood Wheat (Current),12.0 oz.,1675,1660
Pyramid Hefeweizen (2011),12.0 oz.,1676,1661
Haywire Hefeweizen (2010),16.0 oz.,1677,1662
Golden Fleece,12.0 oz,1678,1663
Smoking Mirror,12.0 oz,1679,1664
Rahr's Blonde,12.0 ounce,1680,1665
Pride of Texas Pale Ale,12.0 OZ.,1681,1666
18th Anniversary Gose,12.0 oz.,1682,1667
White (2015),12.0 oz.,1683,1668
BLAKKR,12.0 OZ.,1684,1669
Firemans #4 Blonde Ale (2013),12.0 oz,1685,1670
The Sword Iron Swan Ale,12.0 oz.,1686,1671
Hans' Pils (2015),12.0 oz,1687,1672
Four Squared (2015),12.0 oz.,1688,1673
Firemans #4 Blonde Ale (2015),12.0 oz.,1689,1674
Watership Brown Ale,12.0 oz,1690,1675
Gangway IPA,12.0 oz.,1691,1676
Long Day Lager,12.0 oz.,1692,1677
Farmer's Daughter Blonde,16.0 oz.,1693,1678
Pump House IPA,16.0 oz,1694,1679
Suicide Blonde IPA,16.0 oz.,1695,1680
Vanilla Porter,16.0 oz.,1696,1681
Honey Rye,16.0 ounce,1697,1682
Happy Cider,16.0 ounce,1698,1683
Long Hammer IPA,16.0 oz.,1699,1684
Long Hammer IPA,12.0 oz.,1700,1685
Copper Hook (2011),12.0 oz,1701,1686
Nectar of the Hops,16.0 ounce,1702,1687
Sunshine Nectar,16.0 oz.,1703,1688
Black Raspberry Nectar,16.0 ounce,1704,1689
Blood Orange Wit,16.0 ounce,1705,1690
Consilium,12.0 ounce,1706,1691
Hammer & Sickle,12.0 oz.,1707,1692
Redacted Rye IPA,16.0 ounce,1708,1693
Elevation Triple India Pale Ale,12.0 OZ.,1709,1694
5:00 O'Clock Afternoon Ale,16.0 oz.,1710,1695
Ryeteous Rye IPA (2012),16.0 oz.,1711,1696
Stout Ol' Friend,16.0 oz.,1712,1697
Stout Ol' Friend (2012),16.0 oz.,1713,1698
Rye Porter,16.0 oz.,1714,1699
Miner's Gold,16.0 oz.,1715,1700
Vienna Lager,16.0 oz.,1716,1701
Jessie's Garage,16.0 oz.,1717,1702
Colorado Red Ale,12.0 oz,1718,282
Miner's Gold,12.0 oz,1719,1703
Fist City,12.0 ounce,1720,1704
A Little Crazy,12.0 ounce,1721,1705
Rosa Hibiscus Ale,12.0 ounce,1722,1706
Fistmas Ale,12.0 ounce,1723,1707
Oktoberfest Revolution,12.0 oz.,1724,1708
Eugene Porter,12.0 oz.,1725,1709
Anti-Hero IPA,12.0 oz,1726,1710
Bottom Up Belgian Wit,12.0 ounce,1727,1711
Hustle,12.0 oz.,1728,1712
Pure Fury,12.0 oz,1729,1713
Dad,12.0 oz.,1730,1714
Panther,12.0 oz.,1731,1715
Franz,12.0 oz. Alumi-Tek,1732,1716
Zen,12.0 oz.,1733,1717
Truth,12.0 oz.,1734,1718
Cougar,12.0 oz.,1735,1719
Smooth Operator,16.0 oz. Alumi-Tek,1736,1720
Gose,16.0 oz,1737,1209
Maine Island Trail Ale,16.0 oz.,1738,1721
River North White Ale,16.0 ounce,1739,1722
River North Ale,16.0 oz.,1740,1723
Lil SIPA,16.0 ounce,1741,1724
Hop Bomber Rye Pale Ale,16.0 oz,1742,1725
Jah Mon,12.0 oz,1743,1726
Oktoberfest,12.0 OZ.,1744,1727
Headless Wylie,12.0 oz. Alumi-Tek,1745,1728
Dayman IPA,12.0 oz,1746,1729
All Aboard! Anniversary Stout,12.0 oz. Alumi-Tek,1747,1730
Hop Lace,12.0 oz.,1748,1731
OH-PA Session Pale Ale,12.0 oz.,1749,1732
Patrick's Poison,12.0 OZ.,1750,1733
Rudolph's Red,12.0 oz.,1751,1734
Babbling Blonde,12.0 oz. Alumi-Tek,1752,1735
Maxwell's Scottish Ale,12.0 oz,1753,1736
Grateful White,12.0 oz.,1754,1737
RT Lager,12.0 oz.,1755,1738
Old Wylie's IPA,12.0 ounce,1756,1739
Hala Kahiki Pineapple Beer,12.0 ounce,1757,1740
Track 1 Amber Lager,16.0 oz,1758,1741
Pine Knob Pilsner,16.0 oz.,1759,1742
Cal and Co. Black Cherry Porter,16.0 oz.,1760,1743
Lazy Daze Lager,16.0 ounce,1761,1744
Rochester Red Ale,16.0 oz. Alumi-Tek,1762,1745
