Condition,MeasureName,original_index,unique_index,count
surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,665,7,38
heart attack,heart attack patients given aspirin at arrival,666,8,33
heart attack,heart attack patients given aspirin at discharge,667,9,38
heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),668,10,38
heart attack,heart attack patients given smoking cessation advice/counseling,669,11,38
heart attack,heart attack patients given beta blocker at discharge,670,12,37
heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,671,13,38
heart attack,heartxattackxpatientsxgivenxpcixwithinx90xminutesxofxarrival,672,72,1
heart failure,heart failure patients given discharge instructions,673,15,37
heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,674,16,38
heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),675,17,38
heart failure,heart failure patients given smoking cessation advice/counseling,676,18,36
pneumonia,pneumonia patients assessed and given pneumococcal vaccination,677,21,41
pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,678,22,38
xneumonia,pneumonia patients given smoking cessation advice/counseling,679,73,1
pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,680,24,37
pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),681,25,36
pneumonia,pneumonia patients assessed and given influenza vaccination,682,26,36
surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,683,27,33
surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,684,1,39
surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,685,2,38
surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),686,3,37
surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,687,4,33
surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),688,5,35
surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,689,6,37
surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,690,7,38
heart attack,heart attack patients given aspirin at arrival,691,8,33
heart attack,heart attack patients given aspirin at discharge,692,9,38
heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),693,10,38
heart attack,heart attack patients given smoking cessation advice/counseling,694,11,38
heart attaxk,heart attack patients given beta blocker at discharge,695,74,1
heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,696,13,38
heart attack,heart attack patients given pci within 90 minutes of arrival,697,14,37
hexrt fxilure,heart failure patients given discharge instructions,698,75,1
heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,699,16,38
heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),700,17,38
heart failure,heart failure patients given smoking cessation advice/counseling,701,18,36
pneumonia,pneumonia patients assessed and given pneumococcal vaccination,702,21,41
pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,703,22,38
pneumonia,pneumonia patients given smoking cessation advice/counseling,704,23,39
pneumonia,pxeumoxia patiexts givex ixitial axtibiotic(s) withix 6 hours after arrival,705,76,1
pneumonia,pxeumoxia patiexts givex the most appropriate ixitial axtibiotic(s),706,77,1
pneumonia,pneumonia patients assessed and given influenza vaccination,707,26,36
surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,708,27,33
surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,709,1,39
surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,710,2,38
surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),711,3,37
surgical infection xrevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,712,78,1
surgical infection prevention,surgery paxienxs needing hair removed from xhe surgical area before surgery who had hair removed using a safer mexhod (elecxric clippers or hair removal cream c nox a razor),713,79,1
surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,714,6,37
surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,715,7,38
heartxattack,heart attack patients given aspirin at arrival,716,80,1
heart attack,heart attack patients given aspirin at discharge,717,9,38
heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),718,10,38
heart attack,heart attack patients given smoking cessation advice/counseling,719,11,38
heart attack,heart attack patients given beta blocker at discharge,720,12,37
heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,721,13,38
heart attack,heart attack patients given pci within 90 minutes of arrival,722,14,37
heart failure,heart failure patients given discharge instructions,723,15,37
heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,724,16,38
heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),725,17,38
heart failure,heart failure patients given smoking cessation advice/counseling,726,18,36
pneumonia,pneumonia patients assessed and given pneumococcal vaccination,727,21,41
pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,728,22,38
pneumonia,pneumonia patients given smoking cessation advice/counseling,729,23,39
pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,730,24,37
pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),731,25,36
pneumonia,pneumonia patients assessed and given influenza vaccination,732,26,36
suxgical infection pxevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,733,39,2
surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,734,1,39
surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,735,2,38
surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),736,3,37
surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,737,4,33
surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),738,5,35
surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,739,6,37
surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,740,7,38
heart attack,heart attack patients given aspirin at arrival,741,8,33
heart attack,heart attack patients given aspirin at discharge,742,9,38
heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),743,10,38
heart attack,heart attack patients given smoking cessation advice/counseling,744,11,38
heart attack,heart attack patients given beta blocker at discharge,745,12,37
heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,746,13,38
heart attack,heart attack patients given pci within 90 minutes of arrival,747,14,37
heart failure,heart failure patients given discharge instructions,748,15,37
heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,749,16,38
heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),750,17,38
heart failure,heart failure patients given smoking cessation advice/counseling,751,18,36
pneumonia,pneumonia patients assessed and given pneumococcal vaccination,752,21,41
pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,753,22,38
pneumonia,pneumonia patients given smoking cessation advice/counseling,754,23,39
pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,755,24,37
pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),756,25,36
pneumonia,pneumonia patients assessed and given influenza vaccination,757,26,36
surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,758,27,33
surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,759,1,39
surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,760,2,38
surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),761,3,37
surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,762,4,33
surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),763,5,35
surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,764,6,37
surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,765,7,38
children s asthma care,children who received reliever medication while hospitalized for asthma,766,81,2
surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,767,1,39
surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,768,2,38
surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),769,3,37
surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,770,4,33
surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),771,5,35
surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,772,6,37
surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,773,7,38
children s asthma care,children who received reliever medication while hospitalized for asthma,774,81,2
children s asthma care,children who received systemic corticosteroid medication (oral and iv medication that reduces inflammation and controls symptoms) while hospitalized for asthma,775,45,3
children s asthma care,children and their caregivers who received a home management plan of care document while hospitalized for asthma,776,46,3
heart attack,heart attack patients given aspirin at arrival,777,8,33
heart attack,heart attack patients given aspirin at discharge,778,9,38
heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),779,10,38
heart attaxk,heart attack patients given smoking cessation advice/counseling,780,82,1
heart attack,heart attack patients given beta blocker at discharge,781,12,37
heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,782,13,38
heart attack,heart attack patients given pci within 90 minutes of arrival,783,14,37
heart failure,heart failure patients given discharge instructions,784,15,37
heart failure,heaxt failuxe patients given an evaluation of left ventxiculax systolic (lvs) function,785,83,1
heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),786,17,38
heart failure,heart failure patients given smoking cessation advice/counseling,787,18,36
pneumonia,pneumonia patients assessed and given pneumococcal vaccination,788,21,41
pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,789,22,38
pneumonia,pneumonia patients given smoking cessation advice/counseling,790,23,39
pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,791,24,37
pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),792,25,36
pneumonia,pneumonia patients assessed and given influenza vaccination,793,26,36
surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,794,27,33
surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,795,1,39
surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,796,2,38
surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),797,3,37
surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,798,4,33
surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),799,5,35
surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,800,6,37
surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,801,7,38
heart attack,heart attack patxents gxven aspxrxn at arrxval,802,84,1
heart attack,heart attack patients given aspirin at discharge,803,9,38
heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),804,10,38
heart attack,heart attack patients given smoking cessation advice/counseling,805,11,38
heart attack,heart attack patients given beta blocker at discharge,806,12,37
heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,807,13,38
heart attack,heart attack patients given pci within 90 minutes of arrival,808,14,37
heart failure,heart failure patients given discharge instructions,809,15,37
heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,810,16,38
heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),811,17,38
heart failure,heart failure patients given smoking cessation advice/counseling,812,18,36
pneumonia,pneumonia patients assessed and given pneumococcal vaccination,813,21,41
pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,814,22,38
pneumonia,pneumonia patients given smoking cessation advice/counseling,815,23,39
pneumonia,pneumonix pxtients given initixl antibiotic(s) within 6 hours after arrivxl,816,85,1
pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),817,25,36
pneumonia,pneumonia patients assessed and given influenza vaccination,818,26,36
surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,819,27,33
surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,820,1,39
surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,821,2,38
surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),822,3,37
surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,823,4,33
surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),824,5,35
surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,825,6,37
surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,826,7,38
heart attack,heart attack patients given aspirin at arrival,827,8,33
heart attack,heart attack patients given aspirin at discharge,828,9,38
heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),829,10,38
heart attack,heart attack patients given smoking cessation advice/counseling,830,11,38
heart attack,heart attack patients given beta blocker at discharge,831,12,37
heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,832,13,38
heart attack,heart attack patients given pci within 90 minutes of arrival,833,14,37
heart failure,heart failure patients given discharge instructions,834,15,37
heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,835,16,38
heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),836,17,38
heart failure,heart failure patients given smoking cessation advice/counseling,837,18,36
pneumonia,pneumonia patients assessed and given pneumococcal vaccination,838,21,41
pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,839,22,38
pneumonia,pneumonia patients given smoking cessation advice/counseling,840,23,39
pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,841,24,37
pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),842,25,36
pneumonia,pneumonia patients assessed and given influenza vaccination,843,26,36
surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,844,27,33
surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,845,1,39
surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,846,2,38
surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),847,3,37
surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,848,4,33
surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),849,5,35
surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,850,6,37
surgical infxction prxvxntion,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,851,86,1
heart attack,heart attack patients given aspirin at arrival,852,8,33
heart attack,heart attack patients given aspirin at discharge,853,9,38
heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),854,10,38
heart attack,heart attack patients given smoking cessation advice/counseling,855,11,38
heart attack,heart attack patients given beta blocker at discharge,856,12,37
heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,857,13,38
heart attack,heart attack patients given pci within 90 minutes of arrival,858,14,37
heart failure,heart failure patients given discharge instructions,859,15,37
heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,860,16,38
heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),861,17,38
heart failure,heart failure patients given smoking cessation advice/counseling,862,18,36
pneumonia,pneumonia patients assessed and given pneumococcal vaccination,863,21,41
pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,864,22,38
pneumonia,pneumonia patients given smoking cessation advice/counseling,865,23,39
pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,866,24,37
pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),867,25,36
pneumonia,pneumonia patients assessed and given influenza vaccination,868,26,36
surgical ixfectiox prevextiox,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,869,67,2
surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,870,1,39
surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,871,2,38
surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),872,3,37
surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,873,4,33
surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),874,5,35
surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,875,6,37
surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,876,7,38
heart attack,heart attack patients given aspirin at arrival,877,8,33
heart attack,heart attack patients given aspirin at discharge,878,9,38
heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),879,10,38
heart attack,heart attack patients given smoking cessation advice/counseling,880,11,38
heart attack,heart attack patients given beta blocker at discharge,881,12,37
heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,882,13,38
heart attack,heart attack patients given pci within 90 minutes of arrival,883,14,37
heart failure,heart failure patients given discharge instructions,884,15,37
heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,885,16,38
heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),886,17,38
heart failure,heart failure patients given smoking cessation advice/counseling,887,18,36
pneumonia,pneumonia patients assessed and given pneumococcal vaccination,888,21,41
pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,889,22,38
pneumonia,pneumonia patients given smoking cessation advice/counseling,890,23,39
pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,891,24,37
pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),892,25,36
pneumonia,pneumonia patients assessed and given influenza vaxxination,893,87,1
surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,894,27,33
surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,895,1,39
surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,896,2,38
surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),897,3,37
surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,898,4,33
surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),899,5,35
surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,900,6,37
surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,901,7,38
children s asthma care,childrenxwhoxreceivedxrelieverxmedicationxwhilexhospitalizedxforxasthma,902,88,1
children s asthma care,children who received systemic corticosteroid medication (oral and iv medication that reduces inflammation and controls symptoms) while hospitalized for asthma,903,45,3
children s asthma care,children and their caregivers who received a home management plan of care document while hospitalized for asthma,904,46,3
heart attack,heart attack patients given aspirin at arrival,905,8,33
heart attack,heart attack patients given aspirin at discharge,906,9,38
heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),907,10,38
heart attack,heart attack patients given smoking cessation advice/counseling,908,11,38
heart attack,heart attack patients given beta blocker at discharge,909,12,37
heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,910,13,38
heart attack,heart attack patients given pci within 90 minutes of arrival,911,14,37
heart failure,heart failure patients given discharge instructions,912,15,37
heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,913,16,38
heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),914,17,38
heart failure,hearx failure paxienxs given smoking cessaxion advice/counseling,915,89,1
pneumonia,pneumonia patients assessed and given pneumococcal vaccination,916,21,41
pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,917,22,38
pneumonia,pneumonia patients given smoking cessation advice/counseling,918,23,39
pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,919,24,37
pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),920,25,36
pneumonia,pneumonia patients assessed and given influenza vaccination,921,26,36
surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,922,27,33
surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,923,1,39
surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,924,2,38
surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),925,3,37
surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,926,4,33
surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),927,5,35
surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,928,6,37
surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,929,7,38
heart attack,heart attack patients given aspirin at arrival,930,8,33
heart attack,heart attack patients given aspirin at discharge,931,9,38
heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),932,10,38
heart attack,heart attack patients given smoking cessation advice/counseling,933,11,38
heart attack,heart attack patients given beta blocker at discharge,934,12,37
heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,935,13,38
heart attack,heart attack patients given pci within 90 minutes of arrival,936,14,37
heart failure,heart failure patients given discharge instructions,937,15,37
heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,938,16,38
heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),939,17,38
heart failure,heart failure patients given smoking cessation advice/counseling,940,18,36
pneumonia,pneumonia patients assessed and given pneumococcal vaccination,941,21,41
pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,942,22,38
pneumonia,pneumonia patients given smoking cessation advice/counseling,943,23,39
pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,944,24,37
pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),945,25,36
pneumonia,pneumonia patients assessed and given influenza vaccination,946,26,36
surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,947,27,33
surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,948,1,39
surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,949,2,38
surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),950,3,37
surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,951,4,33
surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),952,5,35
surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,953,6,37
surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,954,7,38
hexrt attxck,heart attack patients given aspirin at arrival,955,90,1
heart attack,heart attack patients given aspirin at discharge,956,9,38
heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),957,10,38
heart attack,heart attack patients given smoking cessation advice/counseling,958,11,38
heart attack,heart attack patients given beta blocker at discharge,959,12,37
heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,960,13,38
heart attack,heart attack patients given pci within 90 minutes of arrival,961,14,37
heart failure,heart failure patients given discharge instructions,962,15,37
heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,963,16,38
heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),964,17,38
heart failure,heart failure patients given smoking cessation advice/counseling,965,18,36
pneumonia,pneumonia patients assessed and given pneumococcal vaccination,966,21,41
pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,967,22,38
pneumonia,pneumonia patients given smoking cessation advice/counseling,968,23,39
pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,969,24,37
pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),970,25,36
pneumonia,pneumonia patients assessed and given influenza vaccination,971,26,36
surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,972,27,33
surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,973,1,39
surgical xnfection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,974,91,1
surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),975,3,37
surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,976,4,33
surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),977,5,35
surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,978,6,37
surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,979,7,38
heart attack,heart attack patients given aspirin at arrival,980,8,33
heart attack,heart attack patients given aspirin at discharge,981,9,38
heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),982,10,38
heart attack,heart attack patients given smoking cessation advice/counseling,983,11,38
heart attack,heart attack patients given beta blocker at discharge,984,12,37
heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,985,13,38
heart attack,heart attack patients given pci within 90 minutes of arrival,986,14,37
heart failure,heart failure patients given discharge instructions,987,15,37
heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,988,16,38
heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),989,17,38
heart failure,heart failure patients given smoking cessation advice/counseling,990,18,36
pneumonia,pneumonia patients assessed and given pneumococcal vaccination,991,21,41
pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,992,22,38
pneumonia,pneumonia patients given smoking cessation advice/counseling,993,23,39
pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,994,24,37
pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),995,25,36
