Duration,RatingValue,original_index,unique_index
79 min,7.1,2171,1517
125 min,4.9,2172,1518
106 min,7.2,2173,203
105 min,7.8,2174,1249
121 min,5.4,2175,1519
125 min,3.7,2176,1520
154 min,6.1,2177,1521
92 min,7.5,2178,838
127 min,6.8,2179,1522
126 min,7.6,2180,1235
108 min,6.5,2181,137
,"3.9/10,3.9/10",2182,1523
91 min,5.9,2183,192
133 min,6.6,2184,1524
111 min,7.7,2185,513
114 min,5.7,2186,1525
96 min,6.8,2187,689
116 min,6.6,2188,1367
127 min,7.1,2189,1526
132 min,6.6,2190,1527
109 min,6.1,2191,548
138 min,7.4,2192,1528
85 min,7.0,2193,578
112 min,7.4,2194,261
105 min,6.1,2195,1529
138 min,8.3,2196,1530
83 min,6.6,2197,740
106 min,8.6,2198,1531
102 min,8.3,2199,1532
97 min,7.7,2200,267
162 min,7.6,2201,1533
157 min,7.8,2202,1534
80 min,6.9,2203,830
78 min,6.8,2204,1328
138 min,8.0,2205,1535
114 min,7.7,2206,1536
112 min,6.8,2207,1537
132 min,7.3,2208,1538
118 min,6.7,2209,1221
106 min,4.8,2210,1539
123 min,7.7,2211,1540
117 min,7.9,2212,1541
126 min,6.7,2213,87
124 min,6.8,2214,945
150 min,7.4,2215,1542
96 min,8.1,2216,1543
113 min,7.1,2217,274
231 min,5.9,2218,1544
112 min,6.7,2219,1171
139 min,7.2,2220,1545
133 min,8.1,2221,1546
167 min,7.5,2222,1547
106 min,6.0,2223,1346
116 min,6.8,2224,1548
106 min,6.9,2225,311
125 min,6.6,2226,209
117 min,5.8,2227,1549
113 min,6.3,2228,437
107 min,7.1,2229,759
131 min,6.5,2230,1550
115 min,6.9,2231,1292
118 min,6.6,2232,1551
105 min,6.9,2233,510
123 min,6.8,2234,485
99 min,7.5,2235,101
117 min,5.9,2236,1552
1 hr. 48 min.,"5.9/10,5.9/10",2237,1553
114 min,4.2,2238,1554
107 min,4.9,2239,1215
1 hr. 42 min.,6.4/10,2240,1555
115 min,4.3,2241,1556
134 min,7.2,2242,1557
124 min,7.7,2243,1558
,"6.7/10,6.4/10",2244,1559
122 min,7.7,2245,1560
135 min,7.7,2246,1561
120 min,7.5,2247,1562
78 min,7.1,2248,674
104 min,5.4,2249,1563
122 min,7.5,2250,1074
99 min,7.0,2251,850
94 min,4.7,2252,253
125 min,6.8,2253,984
122 min,7.7,2254,1560
,"8.3/10,8.5/10",2255,1564
114 min,6.8,2256,1487
134 min,7.7,2257,1565
89 min,7.4,2258,1566
119 min,7.0,2259,1094
138 min,7.6,2260,591
133 min,8.0,2261,1567
107 min,5.9,2262,1568
99 min,6.8,2263,1569
126 min,6.7,2264,87
104 min,5.8,2265,179
154 min,6.8,2266,1570
139 min,7.3,2267,236
90 min,6.6,2268,46
98 min,6.2,2269,1571
105 min,6.6,2270,774
110 min,7.8,2271,979
107 min,8.0,2272,1572
103 min,6.6,2273,1090
124 min,5.8,2274,300
101 min,4.3,2275,1233
70 min,6.8,2276,619
,,2277,29
83 min,7.1,2278,1573
98 min,7.5,2279,534
92 min,6.8,2280,1500
180 min,7.0,2281,1574
80 min,5.8,2282,527
90 min,6.5,2283,532
92 min,6.2,2284,1575
101 min,5.1,2285,529
73 min,,2286,428
85 min,7.8,2287,1576
106 min,6.4,2288,1577
86 min,7.7,2289,1578
112 min,8.0,2290,85
125 min,7.3,2291,1579
103 min,6.4,2292,1182
140 min,6.7,2293,1580
113 min,6.2,2294,1502
134 min,5.9,2295,1581
135 min,6.3,2296,1582
191 min,6.6,2297,1583
177 min,5.9,2298,1584
122 min,7.8,2299,1370
126 min,7.2,2300,921
1 hr. 38 min.,"8.4/10,7.7/10",2301,1585
87 min,5.6,2302,1060
103 min,6.6,2303,1090
132 min,7.4,2304,1324
101 min,7.1,2305,89
110 min,6.6,2306,580
103 min,7.7,2307,469
93 min,6.1,2308,310
104 min,7.8,2309,1586
1 hr. 46 min.,"6.4/10,5.7/10",2310,1587
105 min,7.2,2311,11
134 min,7.8,2312,1588
98 min,6.7,2313,1134
3 hr. 12 min.,"7.4/10,7.1/10",2314,1589
105 min,6.7,2315,1590
108 min,7.3,2316,1591
154 min,7.5,2317,1592
102 min,6.4,2318,1405
162 min,7.4,2319,1593
112 min,7.9,2320,1594
125 min,5.9,2321,1595
138 min,7.5,2322,987
114 min,7.1,2323,118
104 min,6.0,2324,1109
139 min,6.8,2325,1212
120 min,6.1,2326,112
139 min,7.5,2327,1596
2 hr. 18 min.,"6.1/10,6/10",2328,1597
135 min,7.6,2329,1598
110 min,7.6,2330,12
103 min,6.4,2331,1182
131 min,6.5,2332,1550
127 min,6.9,2333,14
112 min,7.5,2334,1599
117 min,6.9,2335,1390
141 min,6.9,2336,1600
124 min,6.4,2337,967
122 min,7.3,2338,1601
128 min,7.3,2339,1602
117 min,7.7,2340,867
120 min,6.6,2341,575
90 min,6.8,2342,615
88 min,6.1,2343,378
90 min,2.7,2344,1603
111 min,7.6,2345,1263
134 min,6.0,2346,1478
99 min,5.4,2347,1037
125 min,6.7,2348,1604
102 min,6.6,2349,1036
105 min,5.6,2350,1605
81 min,7.2,2351,1362
112 min,5.7,2352,1461
106 min,7.1,2353,210
116 min,6.3,2354,507
112 min,5.6,2355,1606
97 min,5.6,2356,735
136 min,6.7,2357,1477
107 min,5.8,2358,1607
102 min,6.7,2359,698
140 min,7.3,2360,321
117 min,8.0,2361,68
113 min,7.2,2362,1325
130 min,7.4,2363,306
84 min,4.1,2364,1608
114 min,7.6,2365,1609
110 min,6.8,2366,1610
133 min,7.6,2367,1611
146 min,7.6,2368,1612
109 min,6.1,2369,548
116 min,7.9,2370,1187
120 min,7.8,2371,38
108 min,6.7,2372,666
112 min,6.5,2373,1274
104 min,6.7,2374,1133
86 min,6.2,2375,1149
98 min,6.5,2376,1613
109 min,6.9,2377,170
138 min,7.6,2378,591
120 min,7.5,2379,1562
118 min,7.3,2380,765
102 min,6.4,2381,1405
110 min,7.1,2382,403
111 min,7.0,2383,734
68 min,8.0,2384,1614
124 min,8.2,2385,1615
1 hr. 47 min.,"7.5/10,6.9/10",2386,1616
126 min,7.8,2387,1617
112 min,7.4,2388,261
1 hr. 50 min.,"6.5/10,5.8/10",2389,1618
147 min,7.5,2390,1619
129 min,7.1,2391,1620
175 min,8.6,2392,1621
99 min,6.8,2393,1569
130 min,8.3,2394,1622
121 min,8.1,2395,942
94 min,6.6,2396,359
122 min,8.1,2397,1623
113 min,7.7,2398,930
158 min,7.8,2399,1624
113 min,7.9,2400,954
122 min,7.4,2401,1625
101 min,7.7,2402,1626
129 min,7.7,2403,1018
110 min,7.6,2404,12
122 min,7.2,2405,168
121 min,3.7,2406,1627
99 min,7.1,2407,1628
95 min,5.5,2408,786
102 min,7.4,2409,900
99 min,6.8,2410,1569
118 min,6.3,2411,923
104 min,5.5,2412,1175
119 min,7.2,2413,1288
107 min,6.2,2414,1629
119 min,6.7,2415,1630
91 min,6.3,2416,23
108 min,6.0,2417,1282
,5.6,2418,1631
92 min,5.8,2419,1632
101 min,5.6,2420,344
87 min,5.7,2421,1633
82 min,6.0,2422,641
92 min,6.0,2423,1087
106 min,8.1,2424,1634
93 min,6.4,2425,748
90 min,6.1,2426,621
106 min,6.2,2427,421
107 min,6.4,2428,772
117 min,6.4,2429,1277
115 min,6.0,2430,1635
99 min,6.8,2431,1569
96 min,5.8,2432,1636
113 min,5.5,2433,667
102 min,6.0,2434,361
97 min,5.8,2435,1365
112 min,7.2,2436,283
109 min,6.8,2437,440
98 min,7.4,2438,1637
119 min,7.3,2439,1638
108 min,7.1,2440,334
115 min,6.7,2441,777
105 min,5.4,2442,781
100 min,4.4,2443,1639
2 hr. 8 min.,"6.7/10,5.9/10",2444,1640
88 min,6.1,2445,378
84 min,6.3,2446,1641
83 min,4.2,2447,1642
67 min,7.2,2448,1643
101 min,6.9,2449,717
108 min,6.9,2450,1486
85 min,7.1,2451,252
2 hr. 8 min.,,2452,1644
90 min,7.6,2453,188
179 min,6.7,2454,1645
76 min,6.9,2455,1646
128 min,6.7,2456,435
111 min,6.7,2457,1647
107 min,4.5,2458,1648
120 min,6.1,2459,112
96 min,5.9,2460,1152
91 min,7.2,2461,1649
121 min,7.4,2462,1463
130 min,6.7,2463,1091
152 min,6.2,2464,1650
98 min,8.2,2465,871
130 min,8.6,2466,1651
128 min,6.3,2467,1652
134 min,8.3,2468,1653
96 min,7.9,2469,1654
126 min,7.5,2470,1655
128 min,7.3,2471,1602
128 min,7.8,2472,1069
113 min,7.7,2473,930
111 min,5.4,2474,1656
132 min,7.0,2475,1657
127 min,7.2,2476,1658
108 min,7.0,2477,795
115 min,7.4,2478,1659
76 min,6.8,2479,1660
123 min,7.4,2480,1661
116 min,6.9,2481,84
83 min,3.7,2482,1662
91 min,6.8,2483,1663
104 min,6.2,2484,1664
90 min,5.0,2485,1665
119 min,6.0,2486,380
90 min,6.1,2487,621
101 min,5.8,2488,1352
91 min,5.5,2489,1159
91 min,5.2,2490,1666
104 min,5.8,2491,179
103 min,6.3,2492,1667
74 min,7.6,2493,1668
72 min,6.5,2494,94
74 min,7.3,2495,1056
71 min,6.6,2496,1669
1 hr. 56 min.,"8.6/10,8.2/10",2497,1670
75 min,6.5,2498,1671
112 min,3.3,2499,1672
74 min,7.0,2500,1673
96 min,7.0,2501,697
79 min,7.3,2502,1674
95 min,7.8,2503,1675
102 min,6.8,2504,1676
108 min,6.4,2505,456
105 min,5.5,2506,1677
100 min,4.8,2507,497
88 min,5.6,2508,472
89 min,4.7,2509,566
84 min,6.9,2510,1678
87 min,5.5,2511,1679
114 min,4.8,2512,1680
100 min,6.0,2513,1681
115 min,4.6,2514,1682
1 hr. 33 min.,"8.5/10,8.3/10",2515,1683
,5.1,2516,1174
101 min,6.7,2517,827
113 min,7.4,2518,340
97 min,7.4,2519,1684
130 min,7.4,2520,306
88 min,6.2,2521,302
105 min,5.0,2522,1685
94 min,7.2,2523,1686
92 min,7.9,2524,22
91 min,6.8,2525,1663
1 hr. 41 min.,"7/10,7.2/10",2526,1687
96 min,6.6,2527,803
90 min,,2528,1688
,4.1,2529,1689
83 min,6.2,2530,896
92 min,6.5,2531,483
81 min,5.2,2532,1690
101 min,6.7,2533,827
98 min,6.1,2534,1691
100 min,5.1,2535,57
,4.8,2536,9
90 min,5.0,2537,1665
101 min,4.6,2538,1692
98 min,8.2,2539,871
90 min,5.2,2540,1079
92 min,4.4,2541,1693
94 min,6.2,2542,796
99 min,6.6,2543,1694
100 min,5.4,2544,1156
96 min,6.0,2545,628
115 min,7.1,2546,1695
97 min,6.9,2547,1696
106 min,6.4,2548,1577
94 min,6.9,2549,491
101 min,7.0,2550,63
,,2551,29
101 min,5.8,2552,1352
,,2553,29
95 min,8.0,2554,1697
75 min,7.9,2555,910
99 min,7.8,2556,1698
,7.5,2557,1699
144 min,8.0,2558,1700
99 min,7.8,2559,1698
90 min,7.4,2560,1226
107 min,7.9,2561,1701
94 min,7.9,2562,1075
114 min,7.2,2563,105
94 min,7.9,2564,1075
87 min,7.1,2565,561
95 min,8.6,2566,1702
87 min,7.5,2567,1703
108 min,6.4,2568,456
103 min,8.1,2569,492
150 min,8.4,2570,1704
70 min,8.5,2571,1705
76 min,7.1,2572,1706
94 min,8.3,2573,1707
78 min,8.4,2574,1708
77 min,3.8,2575,1709
103 min,6.0,2576,968
99 min,7.9,2577,1710
85 min,8.8,2578,1711
109 min,6.3,2579,1353
90 min,7.7,2580,1435
127 min,7.4,2581,1712
96 min,7.5,2582,3
102 min,5.4,2583,1713
91 min,7.1,2584,678
91 min,7.5,2585,848
101 min,7.7,2586,1626
101 min,6.2,2587,343
86 min,7.4,2588,1714
127 min,7.3,2589,54
113 min,6.8,2590,618
131 min,7.2,2591,1715
97 min,7.7,2592,267
125 min,8.5,2593,1716
110 min,7.4,2594,1717
90 min,6.2,2595,159
109 min,7.7,2596,1718
95 min,6.7,2597,158
80 min,6.5,2598,635
96 min,3.3,2599,1719
90 min,5.4,2600,1178
92 min,3.6,2601,1720
84 min,7.8,2602,1202
100 min,4.7,2603,1721
83 min,6.2,2604,896
99 min,7.2,2605,912
104 min,6.1,2606,396
130 min,7.2,2607,1722
101 min,6.4,2608,505
94 min,5.5,2609,1723
99 min,5.9,2610,1155
106 min,6.3,2611,61
111 min,7.3,2612,1493
100 min,6.4,2613,441
105 min,5.4,2614,781
1 hr. 32 min.,"5.3/10,6/10",2615,1724
96 min,5.8,2616,1636
97 min,6.3,2617,1725
99 min,5.5,2618,1726
90 min,4.9,2619,1727
122 min,8.0,2620,1728
87 min,4.6,2621,1729
100 min,4.8,2622,497
112 min,7.5,2623,1599
91 min,5.9,2624,192
110 min,5.9,2625,1730
82 min,6.4,2626,223
103 min,5.8,2627,1731
90 min,5.8,2628,1276
114 min,5.8,2629,595
90 min,5.3,2630,457
95 min,6.8,2631,924
88 min,5.2,2632,1732
84 min,5.8,2633,452
84 min,6.7,2634,836
96 min,7.1,2635,536
93 min,7.6,2636,597
101 min,5.8,2637,1352
91 min,6.2,2638,890
81 min,6.8,2639,222
82 min,6.7,2640,677
95 min,7.2,2641,627
91 min,4.6,2642,1733
128 min,6.4,2643,1734
133 min,6.1,2644,1735
130 min,7.2,2645,1722
88 min,7.2,2646,142
116 min,7.2,2647,1031
129 min,7.1,2648,1620
119 min,6.3,2649,1209
103 min,6.0,2650,968
120 min,7.7,2651,1736
150 min,7.9,2652,1737
99 min,4.8,2653,1347
96 min,5.9,2654,1152
102 min,7.3,2655,215
100 min,7.8,2656,514
111 min,7.0,2657,734
95 min,6.6,2658,792
117 min,7.7,2659,867
99 min,8.0,2660,1738
121 min,7.9,2661,1010
,"8.4/10,8.6/10",2662,1739
107 min,6.7,2663,587
104 min,6.8,2664,780
108 min,6.4,2665,456
83 min,5.2,2666,1740
84 min,5.4,2667,1741
86 min,3.5,2668,1742
88 min,7.2,2669,142
116 min,5.5,2670,1743
83 min,5.1,2671,1744
96 min,6.3,2672,808
113 min,6.8,2673,618
93 min,6.5,2674,1412
120 min,6.1,2675,112
103 min,7.9,2676,1745
97 min,7.9,2677,1746
93 min,6.8,2678,47
96 min,6.9,2679,660
90 min,5.9,2680,350
104 min,6.2,2681,1664
101 min,6.3,2682,1257
87 min,6.1,2683,1747
88 min,6.7,2684,273
86 min,7.4,2685,1714
93 min,6.6,2686,1009
76 min,5.2,2687,1748
85 min,6.8,2688,48
94 min,5.3,2689,541
100 min,5.4,2690,1156
86 min,4.8,2691,1749
87 min,6.1,2692,1747
92 min,4.3,2693,564
97 min,7.7,2694,267
88 min,5.4,2695,130
91 min,5.7,2696,647
104 min,5.5,2697,1175
99 min,7.8,2698,1698
63 min,8.4,2699,1750
77 min,6.3,2700,1751
,8.9,2701,1752
140 min,7.9,2702,1753
73 min,7.5,2703,1754
95 min,8.4,2704,1180
112 min,4.9,2705,1755
113 min,5.8,2706,1756
89 min,5.6,2707,1757
99 min,7.3,2708,1758
89 min,6.7,2709,117
93 min,6.1,2710,310
101 min,7.8,2711,713
94 min,5.5,2712,1723
1 hr. 34 min.,"6.2/10,6.1/10",2713,1759
109 min,4.6,2714,1760
111 min,7.1,2715,1761
107 min,5.6,2716,1762
88 min,4.9,2717,1763
,,2718,29
,"6.5/10,6.7/10",2719,1764
83 min,4.2,2720,1642
93 min,3.5,2721,1256
84 min,4.1,2722,1608
98 min,4.4,2723,612
114 min,6.7,2724,1258
89 min,5.4,2725,1765
95 min,6.1,2726,388
92 min,5.4,2727,1160
103 min,6.7,2728,1766
,4.9,2729,1767
91 min,5.6,2730,1768
78 min,7.6,2731,658
88 min,5.4,2732,130
105 min,6.1,2733,1529
96 min,5.2,2734,1769
101 min,5.2,2735,1262
132 min,7.5,2736,1770
124 min,7.2,2737,149
,"4.7/10,4.2/10",2738,1771
105 min,6.6,2739,774
116 min,1.7,2740,1772
126 min,6.7,2741,87
109 min,6.3,2742,1353
118 min,6.3,2743,923
104 min,6.0,2744,1109
111 min,6.0,2745,1773
115 min,6.0,2746,1635
107 min,6.0,2747,1241
103 min,5.8,2748,1731
94 min,5.9,2749,314
130 min,6.2,2750,1774
121 min,5.7,2751,1775
123 min,5.9,2752,1776
94 min,4.7,2753,253
115 min,6.6,2754,762
104 min,3.9,2755,1777
117 min,6.2,2756,1418
83 min,3.3,2757,1778
75 min,6.1,2758,1779
120 min,8.3,2759,284
114 min,6.2,2760,1339
97 min,7.4,2761,1684
87 min,4.5,2762,113
99 min,5.1,2763,874
77 min,4.2,2764,1780
81 min,4.5,2765,1781
101 min,5.7,2766,246
1 hr. 10 min.,,2767,1782
115 min,7.2,2768,1783
94 min,6.2,2769,796
,2.1,2770,427
62 min,4.0,2771,1784
83 min,1.4,2772,1785
95 min,1.5,2773,1786
92 min,2.4,2774,1787
80 min,5.9,2775,531
111 min,7.4,2776,1788
75 min,8.1,2777,1789
86 min,5.8,2778,707
119 min,7.1,2779,372
102 min,7.2,2780,447
99 min,6.7,2781,1177
91 min,6.7,2782,1213
178 min,8.4,2783,1790
104 min,5.1,2784,1113
81 min,3.9,2785,1791
100 min,4.0,2786,1792
89 min,4.1,2787,1793
88 min,6.1,2788,378
86 min,4.2,2789,1794
86 min,5.2,2790,1795
103 min,6.4,2791,1182
83 min,7.2,2792,731
110 min,7.1,2793,403
90 min,6.3,2794,793
99 min,6.7,2795,1177
85 min,5.5,2796,1796
113 min,5.1,2797,1797
94 min,4.9,2798,1798
89 min,6.7,2799,117
74 min,6.9,2800,586
80 min,5.5,2801,1799
130 min,6.5,2802,1800
93 min,5.7,2803,1801
96 min,6.1,2804,480
95 min,3.2,2805,1802
1 hr. 32 min.,"5.9/10,6/10",2806,1803
88 min,5.1,2807,1168
,7.1,2808,1804
94 min,6.7,2809,44
104 min,6.7,2810,1133
85 min,6.7,2811,144
92 min,6.9,2812,738
88 min,5.8,2813,42
93 min,7.8,2814,1805
107 min,6.8,2815,1005
88 min,7.7,2816,366
117 min,6.5,2817,438
101 min,5.4,2818,1330
99 min,7.1,2819,1628
97 min,6.7,2820,1806
95 min,7.2,2821,627
94 min,6.1,2822,364
117 min,6.3,2823,1807
102 min,5.8,2824,509
101 min,6.8,2825,1360
86 min,6.4,2826,73
101 min,6.7,2827,827
105 min,4.6,2828,1808
99 min,6.7,2829,1177
152 min,6.9,2830,1809
114 min,6.1,2831,1810
1 hr. 33 min.,"6.4/10,5.5/10",2832,1811
120 min,6.8,2833,6
99 min,6.6,2834,1694
102 min,7.6,2835,712
93 min,7.3,2836,1812
104 min,6.5,2837,176
108 min,6.3,2838,80
116 min,7.5,2839,1501
90 min,7.2,2840,589
94 min,7.2,2841,1686
133 min,7.9,2842,218
106 min,6.9,2843,311
98 min,7.4,2844,1637
88 min,7.8,2845,1813
97 min,7.6,2846,601
99 min,5.2,2847,1814
95 min,4.8,2848,1815
109 min,5.7,2849,1816
87 min,3.8,2850,1817
96 min,4.8,2851,1818
1 hr. 45 min.,"4/10,4.2/10",2852,1819
107 min,5.4,2853,1467
96 min,5.9,2854,1152
94 min,5.2,2855,1193
95 min,3.1,2856,1820
97 min,5.6,2857,735
102 min,6.8,2858,1676
97 min,5.9,2859,297
90 min,7.3,2860,93
99 min,7.2,2861,912
83 min,5.7,2862,1821
75 min,6.3,2863,1822
87 min,4.0,2864,1823
75 min,4.9,2865,1824
107 min,6.3,2866,1157
75 min,6.9,2867,1825
104 min,6.4,2868,303
93 min,5.9,2869,1826
95 min,6.1,2870,388
110 min,7.0,2871,1827
104 min,7.0,2872,367
93 min,6.4,2873,748
97 min,7.3,2874,103
128 min,6.4,2875,1734
110 min,5.5,2876,1333
116 min,5.8,2877,129
84 min,6.6,2878,846
85 min,7.2,2879,410
90 min,4.4,2880,1828
109 min,5.8,2881,1135
124 min,6.1,2882,1829
94 min,4.9,2883,1798
105 min,5.8,2884,1830
97 min,4.2,2885,1831
107 min,5.8,2886,1607
1 hr. 30 min.,,2887,1832
92 min,5.1,2888,1117
101 min,5.7,2889,246
101 min,5.6,2890,344
86 min,5.6,2891,460
81 min,5.5,2892,1833
79 min,5.9,2893,298
84 min,5.6,2894,1834
115 min,5.6,2895,1835
92 min,7.0,2896,739
109 min,6.4,2897,557
98 min,6.9,2898,1100
100 min,6.6,2899,49
102 min,6.0,2900,361
119 min,6.0,2901,380
127 min,7.0,2902,232
87 min,6.3,2903,1836
1 hr. 21 min.,"2.4/10,3.6/10",2904,1837
84 min,5.1,2905,840
74 min,6.1,2906,1838
92 min,4.1,2907,1839
101 min,5.7,2908,246
81 min,6.2,2909,392
92 min,4.4,2910,1693
100 min,4.4,2911,1639
89 min,3.6,2912,1840
113 min,6.9,2913,708
92 min,3.7,2914,1841
92 min,5.4,2915,1160
108 min,6.0,2916,1282
86 min,6.6,2917,542
108 min,5.8,2918,1842
103 min,4.9,2919,1843
100 min,4.5,2920,1844
104 min,5.5,2921,1175
91 min,6.2,2922,890
105 min,6.2,2923,411
106 min,5.9,2924,157
111 min,6.2,2925,449
101 min,6.8,2926,1360
117 min,5.9,2927,1552
92 min,6.0,2928,1087
85 min,5.9,2929,1845
,4.9,2930,1767
70 min,7.1,2931,1846
87 min,4.7,2932,1847
,6.3,2933,1848
1 hr. 21 min.,,2934,1849
72 min,6.6,2935,1850
86 min,,2936,728
77 min,5.4,2937,787
81 min,7.0,2938,1851
77 min,5.7,2939,1852
90 min,6.6,2940,46
78 min,6.8,2941,1328
70 min,5.5,2942,1853
108 min,6.1,2943,309
129 min,6.9,2944,454
101 min,5.9,2945,1332
94 min,7.7,2946,1237
84 min,3.8,2947,1854
91 min,5.8,2948,371
90 min,6.7,2949,892
87 min,4.9,2950,1137
86 min,4.8,2951,1749
117 min,8.3,2952,1855
83 min,6.3,2953,1856
88 min,6.8,2954,124
90 min,7.1,2955,77
78 min,6.6,2956,1857
89 min,6.0,2957,1858
,5.2,2958,1859
,3.3,2959,1860
97 min,7.1,2960,1084
96 min,5.6,2961,377
80 min,5.7,2962,424
103 min,5.9,2963,1115
106 min,6.9,2964,311
82 min,5.0,2965,1861
88 min,7.2,2966,142
90 min,6.2,2967,159
102 min,6.7,2968,698
98 min,6.9,2969,1100
92 min,6.0,2970,1087
81 min,5.6,2971,1862
90 min,7.2,2972,589
88 min,7.3,2973,1863
100 min,4.2,2974,1864
,,2975,29
88 min,4.8,2976,1865
90 min,5.5,2977,259
89 min,6.6,2978,791
91 min,5.5,2979,1159
90 min,7.1,2980,77
80 min,3.9,2981,1866
102 min,6.7,2982,698
89 min,6.8,2983,1867
,5.6,2984,1631
92 min,5.7,2985,1868
84 min,4.6,2986,1869
85 min,4.6,2987,1870
95 min,6.6,2988,792
,,2989,29
101 min,5.6,2990,344
,7.7,2991,1871
80 min,7.8,2992,1872
97 min,6.0,2993,301
70 min,6.2,2994,1873
325 min,6.7,2995,1874
94 min,4.2,2996,1875
87 min,6.1,2997,1747
,"4.4/10,4.5/10",2998,1876
,8.2,2999,1877
80 min,4.4,3000,419
90 min,6.5,3001,532
90 min,6.1,3002,621
112 min,6.1,3003,1878
103 min,6.2,3004,53
93 min,4.5,3005,1879
87 min,5.8,3006,126
79 min,7.5,3007,1880
,,3008,29
82 min,7.4,3009,1881
111 min,6.6,3010,1882
92 min,7.5,3011,838
86 min,6.8,3012,125
81 min,7.1,3013,999
,6.3,3014,1848
90 min,6.0,3015,145
91 min,5.4,3016,320
80 min,5.9,3017,531
99 min,6.7,3018,1177
106 min,6.0,3019,1346
91 min,4.6,3020,1733
97 min,6.6,3021,1295
84 min,6.9,3022,1678
100 min,6.1,3023,1883
99 min,7.0,3024,850
102 min,7.5,3025,1125
122 min,7.3,3026,1601
100 min,6.0,3027,1681
95 min,7.1,3028,358
100 min,7.0,3029,1884
107 min,7.3,3030,146
97 min,6.7,3031,1806
92 min,6.8,3032,1500
98 min,6.6,3033,116
98 min,6.0,3034,197
143 min,7.2,3035,752
107 min,7.5,3036,1368
114 min,6.7,3037,1258
102 min,7.1,3038,1885
93 min,6.8,3039,47
108 min,7.3,3040,1591
100 min,6.0,3041,1681
82 min,6.2,3042,1114
94 min,5.0,3043,1886
132 min,6.6,3044,1527
94 min,6.1,3045,364
80 min,7.5,3046,1887
103 min,4.3,3047,1888
110 min,6.6,3048,580
101 min,7.1,3049,89
88 min,6.1,3050,378
86 min,4.7,3051,1889
,4.5,3052,1890
98 min,5.4,3053,506
104 min,7.2,3054,191
89 min,4.0,3055,1891
,6.6,3056,27
85 min,5.6,3057,387
,,3058,29
,,3059,29
,,3060,29
,,3061,29
93 min,6.3,3062,1096
80 min,6.6,3063,723
48 min,7.6,3064,1892
92 min,6.7,3065,691
93 min,7.1,3066,1893
90 min,5.9,3067,350
96 min,7.0,3068,697
83 min,6.7,3069,1894
81 min,6.6,3070,642
85 min,7.1,3071,252
81 min,6.9,3072,640
107 min,7.4,3073,1236
75 min,7.1,3074,1895
93 min,7.1,3075,1893
100 min,7.3,3076,136
85 min,6.6,3077,1896
91 min,6.6,3078,133
93 min,6.6,3079,1009
91 min,7.0,3080,1897
119 min,6.3,3081,1209
91 min,6.8,3082,1663
91 min,7.2,3083,1649
95 min,7.0,3084,925
91 min,7.2,3085,1649
51 min,7.0,3086,1898
94 min,7.1,3087,804
85 min,7.3,3088,771
78 min,7.2,3089,1899
72 min,7.2,3090,1900
85 min,6.3,3091,1025
95 min,6.7,3092,158
162 min,6.7,3093,1901
100 min,6.0,3094,1681
109 min,7.6,3095,1136
114 min,6.7,3096,1258
84 min,6.4,3097,59
98 min,7.2,3098,526
100 min,7.2,3099,1902
85 min,6.7,3100,144
124 min,7.5,3101,1283
65 min,7.6,3102,1903
,6.7,3103,1904
89 min,7.5,3104,799
105 min,6.3,3105,520
157 min,7.0,3106,1905
100 min,6.3,3107,229
132 min,5.9,3108,1906
96 min,7.2,3109,1
132 min,6.6,3110,1527
115 min,6.3,3111,271
2 hr. 18 min.,7.6/10,3112,1907
114 min,6.9,3113,1908
151 min,7.7,3114,1909
133 min,7.5,3115,1910
189 min,6.5,3116,1911
92 min,7.1,3117,243
93 min,7.1,3118,1893
73 min,7.4,3119,1912
71 min,7.1,3120,1913
96 min,7.0,3121,697
95 min,7.1,3122,358
101 min,7.8,3123,713
101 min,7.2,3124,952
117 min,7.9,3125,1541
133 min,7.3,3126,172
138 min,7.3,3127,1035
109 min,6.8,3128,440
83 min,7.1,3129,1573
121 min,7.6,3130,1914
126 min,7.0,3131,1083
87 min,8.0,3132,1915
,"6.1/10,5.5/10",3133,1916
91 min,7.9,3134,1268
89 min,7.1,3135,106
82 min,7.5,3136,1917
119 min,6.4,3137,1098
113 min,6.8,3138,618
,"6.8/10,7/10",3139,1918
88 min,7.0,3140,495
82 min,6.7,3141,677
,,3142,29
88 min,6.8,3143,124
89 min,4.7,3144,566
88 min,6.6,3145,1228
118 min,7.4,3146,373
84 min,5.8,3147,452
89 min,6.9,3148,92
83 min,6.1,3149,1919
83 min,4.3,3150,1920
105 min,6.3,3151,520
93 min,5.5,3152,1921
107 min,7.6,3153,1922
90 min,5.3,3154,457
114 min,5.6,3155,1923
90 min,6.7,3156,892
101 min,7.3,3157,1924
100 min,5.9,3158,10
89 min,6.9,3159,92
91 min,6.2,3160,890
92 min,5.2,3161,1925
76 min,6.6,3162,1926
99 min,6.0,3163,1927
87 min,7.4,3164,794
74 min,7.0,3165,1673
100 min,7.0,3166,1884
80 min,7.1,3167,78
133 min,7.0,3168,1928
95 min,5.8,3169,190
137 min,7.6,3170,1929
110 min,6.0,3171,1930
91 min,7.2,3172,1649
102 min,6.4,3173,1405
1 hr. 36 min.,,3174,1931
112 min,6.5,3175,1274
100 min,6.9,3176,1093
92 min,7.6,3177,596
89 min,5.8,3178,123
91 min,6.4,3179,1932
94 min,5.6,3180,1933
