MeasureCode,MeasureName,original_index,unique_index
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,708,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,709,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,710,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),711,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,712,4
scip-inf-6,surgery paxienxs needing hair removed from xhe surgical area before surgery who had hair removed using a safer mexhod (elecxric clippers or hair removal cream c nox a razor),713,74
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,714,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,715,7
ami-1,heart attack patients given aspirin at arrival,716,8
ami-2,heart attack patients given aspirin at discharge,717,9
amx-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),718,75
ami-4,heart attack patients given smoking cessation advice/counseling,719,11
ami-5,heart attack patients given beta blocker at discharge,720,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,721,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,722,14
hf-1,heart failure patients given discharge instructions,723,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,724,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),725,17
hf-4,heart failure patients given smoking cessation advice/counseling,726,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,727,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,728,20
px-4,pneumonia patients given smoking cessation advice/counseling,729,76
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,730,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),731,23
pn-7,pneumonia patients assessed and given influenza vaccination,732,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,733,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,734,1
scix-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,735,77
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),736,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,737,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),738,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,739,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,740,7
ami-1,heart attack patients given aspirin at arrival,741,8
ami-2,heart attack patients given aspirin at discharge,742,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),743,10
ami-4,heart attack patients given smoking cessation advice/counseling,744,11
ami-5,heart attack patients given beta blocker at discharge,745,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,746,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,747,14
hf-1,heart failure patients given discharge instructions,748,15
hx-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,749,78
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),750,17
hf-4,heart failure patients given smoking cessation advice/counseling,751,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,752,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,753,20
pn-4,pneumonia patients given smoking cessation advice/counseling,754,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,755,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),756,23
pn-7,pneumonia patients assessed and given influenza vaccination,757,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,758,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,759,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,760,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),761,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,762,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),763,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,764,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,765,7
cac-1,children who received reliever medication while hospitalized for asthma,766,79
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,767,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,768,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),769,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,770,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),771,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,772,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,773,7
xax-1,children who received reliever medication while hospitalized for asthma,774,80
cac-2,children who received systemic corticosteroid medication (oral and iv medication that reduces inflammation and controls symptoms) while hospitalized for asthma,775,42
cac-3,children and their caregivers who received a home management plan of care document while hospitalized for asthma,776,43
ami-1,heart attack patients given aspirin at arrival,777,8
ami-2,heart attack patients given aspirin at discharge,778,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),779,10
ami-4,heart attack patients given smoking cessation advice/counseling,780,11
ami-5,heart attack patients given beta blocker at discharge,781,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,782,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,783,14
hf-1,heart failure patients given discharge instructions,784,15
hf-2,heaxt failuxe patients given an evaluation of left ventxiculax systolic (lvs) function,785,81
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),786,17
hf-4,heart failure patients given smoking cessation advice/counseling,787,18
pn-x,pneumonia patients assessed and given pneumococcal vaccination,788,82
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,789,20
pn-4,pneumonia patients given smoking cessation advice/counseling,790,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,791,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),792,23
pn-7,pneumonia patients assessed and given influenza vaccination,793,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,794,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,795,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,796,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),797,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,798,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),799,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,800,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,801,7
ami-1,heart attack patxents gxven aspxrxn at arrxval,802,83
ami-2,heart attack patients given aspirin at discharge,803,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),804,10
ami-4,heart attack patients given smoking cessation advice/counseling,805,11
ami-5,heart attack patients given beta blocker at discharge,806,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,807,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,808,14
hf-1,heart failure patients given discharge instructions,809,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,810,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),811,17
hf-4,heart failure patients given smoking cessation advice/counseling,812,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,813,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,814,20
pn-4,pneumonia patients given smoking cessation advice/counseling,815,21
pn-5c,pneumonix pxtients given initixl antibiotic(s) within 6 hours after arrivxl,816,84
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),817,23
pn-7,pneumonia patients assessed and given influenza vaccination,818,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,819,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,820,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,821,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),822,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,823,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),824,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,825,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,826,7
ami-1,heart attack patients given aspirin at arrival,827,8
ami-2,heart attack patients given aspirin at discharge,828,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),829,10
ami-4,heart attack patients given smoking cessation advice/counseling,830,11
ami-5,heart attack patients given beta blocker at discharge,831,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,832,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,833,14
hf-1,heart failure patients given discharge instructions,834,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,835,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),836,17
hf-4,heart failure patients given smoking cessation advice/counseling,837,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,838,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,839,20
pn-4,pneumonia patients given smoking cessation advice/counseling,840,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,841,22
pnx6,pneumonia patients given the most appropriate initial antibiotic(s),842,85
pn-7,pneumonia patients assessed and given influenza vaccination,843,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,844,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,845,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,846,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),847,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,848,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),849,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,850,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,851,7
ami-1,heart attack patients given aspirin at arrival,852,8
ami-2,heart attack patients given aspirin at discharge,853,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),854,10
ami-4,heart attack patients given smoking cessation advice/counseling,855,11
ami-5,heart attack patients given beta blocker at discharge,856,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,857,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,858,14
hf-1,heart failure patients given discharge instructions,859,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,860,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),861,17
hf-4,heart failure patients given smoking cessation advice/counseling,862,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,863,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,864,20
px-4,pneumonia patients given smoking cessation advice/counseling,865,76
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,866,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),867,23
pn-7,pneumonia patients assessed and given influenza vaccination,868,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,869,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,870,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,871,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),872,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,873,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),874,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,875,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,876,7
ami-1,heart attack patients given aspirin at arrival,877,8
ami-2,heart attack patients given aspirin at discharge,878,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),879,10
ami-4,heart attack patients given smoking cessation advice/counseling,880,11
ami-5,heart attack patients given beta blocker at discharge,881,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,882,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,883,14
hf-1,heart failure patients given discharge instructions,884,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,885,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),886,17
hf-4,heart failure patients given smoking cessation advice/counseling,887,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,888,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,889,20
pn-4,pneumonia patients given smoking cessation advice/counseling,890,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,891,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),892,23
pn-7,pneumonia patients assessed and given influenza vaxxination,893,86
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,894,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,895,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,896,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),897,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,898,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),899,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,900,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,901,7
cac-1,childrenxwhoxreceivedxrelieverxmedicationxwhilexhospitalizedxforxasthma,902,87
cac-2,children who received systemic corticosteroid medication (oral and iv medication that reduces inflammation and controls symptoms) while hospitalized for asthma,903,42
cac-3,children and their caregivers who received a home management plan of care document while hospitalized for asthma,904,43
ami-1,heart attack patients given aspirin at arrival,905,8
ami-2,heart attack patients given aspirin at discharge,906,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),907,10
ami-4,heart attack patients given smoking cessation advice/counseling,908,11
ami-5,heart attack patients given beta blocker at discharge,909,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,910,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,911,14
hf-1,heart failure patients given discharge instructions,912,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,913,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),914,17
hf-4,hearx failure paxienxs given smoking cessaxion advice/counseling,915,88
pn-2,pneumonia patients assessed and given pneumococcal vaccination,916,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,917,20
pn-4,pneumonia patients given smoking cessation advice/counseling,918,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,919,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),920,23
pn-7,pneumonia patients assessed and given influenza vaccination,921,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,922,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,923,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,924,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),925,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,926,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),927,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,928,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,929,7
amix1,heart attack patients given aspirin at arrival,930,70
ami-2,heart attack patients given aspirin at discharge,931,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),932,10
ami-4,heart attack patients given smoking cessation advice/counseling,933,11
ami-5,heart attack patients given beta blocker at discharge,934,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,935,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,936,14
hf-1,heart failure patients given discharge instructions,937,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,938,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),939,17
hf-4,heart failure patients given smoking cessation advice/counseling,940,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,941,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,942,20
pn-4,pneumonia patients given smoking cessation advice/counseling,943,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,944,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),945,23
pn-7,pneumonia patients assessed and given influenza vaccination,946,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,947,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,948,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,949,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),950,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,951,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),952,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,953,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,954,7
ami-1,heart attack patients given aspirin at arrival,955,8
ami-2,heart attack patients given aspirin at discharge,956,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),957,10
ami-4,heart attack patients given smoking cessation advice/counseling,958,11
ami-5,heart attack patients given beta blocker at discharge,959,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,960,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,961,14
hf-1,heart failure patients given discharge instructions,962,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,963,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),964,17
hf-4,heart failure patients given smoking cessation advice/counseling,965,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,966,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,967,20
pn-4,pneumonia patients given smoking cessation advice/counseling,968,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,969,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),970,23
pn-7,pneumonia patients assessed and given influenza vaccination,971,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,972,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,973,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,974,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),975,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,976,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),977,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,978,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,979,7
ami-1,heart attack patients given aspirin at arrival,980,8
ami-2,heart attack patients given aspirin at discharge,981,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),982,10
ami-4,heart attack patients given smoking cessation advice/counseling,983,11
ami-5,heart attack patients given beta blocker at discharge,984,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,985,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,986,14
hf-1,heart failure patients given discharge instructions,987,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,988,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),989,17
hf-4,heart failure patients given smoking cessation advice/counseling,990,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,991,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,992,20
pn-4,pneumonia patients given smoking cessation advice/counseling,993,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,994,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),995,23
pn-7,pneumonia patients assessed and given influenza vaccination,996,24
scip-card-2,surgery pxtients who were txking hexrt drugs cxlled betx blockers before coming to the hospitxl who were kept on the betx blockers during the period just before xnd xfter their surgery,997,89
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,998,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,999,2
