brewery_name,city,original_index,unique_index,count
Lavery Brewing Company,Erie,1198,339,2
Lavery Brewing Company,Erie,1199,339,2
Lazy Monk Brewing,Eau Claire,1200,340,1
Lewis and Clark Brewing Company,Helena,1201,341,4
Lewis and Clark Brewing Company,Helena,1202,341,4
Lewis and Clark Brewing Company,Helena MT,1203,342,1
Lewis and Clark Brewing Company,Helena,1204,341,4
Lewis and Clark Brewing Company,Helena,1205,341,4
Lift Bridge Brewing Company,Stillwater,1206,343,2
Lift Bridge Brewing Company,Stillwater,1207,343,2
Liquid Hero Brewery,York,1208,344,3
Liquid Hero Brewery,York,1209,344,3
Liquid Hero Brewery,York,1210,344,3
Liquid Hero Brewery,York PA,1211,345,1
Lone Tree Brewing Company,Lone Tree,1212,346,1
Lonerider Brewing Company,Raleigh,1213,347,5
Lonerider Brewing Company,Raleigh,1214,347,5
Lonerider Brewing Company,Raleigh,1215,347,5
Lonerider Brewing Company,Raleigh,1216,347,5
Lonerider Brewing Company,Raleigh,1217,347,5
Long Trail Brewing Company,Bridgewater Corners,1218,348,5
Long Trail Brewing Company,Bridgewater Corners,1219,348,5
Long Trail Brewing Company,Bridgewater Corners,1220,348,5
Long Trail Brewing Company,Bridgewater Corners,1221,348,5
Long Trail Brewing Company,Bridgewater Corners,1222,348,5
Lost Nation Brewing,East Fairfield,1223,349,4
Lost Nation Brewing,East Fairfield,1224,349,4
Lost Nation Brewing,East Fairfield,1225,349,4
Lost Nation Brewing,East Fairfield,1226,349,4
Lost Rhino Brewing Company,Ashburn,1227,350,2
Lost Rhino Brewing Company,Ashburn,1228,350,2
Lucette Brewing Company,Menominee,1229,351,1
Lucette Brewing Company,Menominie,1230,352,3
Lucette Brewing Company,Menominie,1231,352,3
Lucette Brewing Company,Menominie,1232,352,3
Lucky Town Brewing Company,Jackson,1233,353,2
Lucky Town Brewing Company,Jackson,1234,353,2
Lumberyard Brewing Company,Flagstaff,1235,354,4
Lumberyard Brewing Company,Flagstaff,1236,354,4
Lumberyard Brewing Company,Flagstaff,1237,354,4
Lumberyard Brewing Company,Flagstaff,1238,354,4
MacTarnahans Brewing Company,Portland OR,1239,355,1
MacTarnahans Brewing Company,Portland,1240,356,1
Macon Beer Company,Macon,1241,357,2
Macon Beer Company,Macon,1242,357,2
Madtree Brewing Company,Cincinnati,1243,358,8
Madtree Brewing Company,Cincinnati,1244,358,8
Madtree Brewing Company,Cincinnati,1245,358,8
Madtree Brewing Company,Cincinnati OH,1246,359,1
Madtree Brewing Company,Cincinnati,1247,358,8
Madtree Brewing Company,Cincinnati,1248,358,8
Madtree Brewing Company,Cincinnati,1249,358,8
Madtree Brewing Company,Cincinnati,1250,358,8
Madtree Brewing Company,Cincinnati,1251,358,8
Magic Hat Brewing Company,South Burlington,1252,360,3
Magic Hat Brewing Company,South Burlington,1253,360,3
Magic Hat Brewing Company,South Burlington,1254,360,3
Mammoth Brewing Company,Mammoth Lakes,1255,361,4
Mammoth Brewing Company,Mammoth Lakes,1256,361,4
Mammoth Brewing Company,Mammoth Lakes,1257,361,4
Mammoth Brewing Company,Mammoth Lakes,1258,361,4
Manayunk Brewing Company,Philadelphia,1259,362,9
Manayunk Brewing Company,Philadelphia,1260,362,9
Manayunk Brewing Company,Philadelphia,1261,362,9
Manayunk Brewing Company,Philadelphia,1262,362,9
Manayunk Brewing Company,Philadelphia,1263,362,9
Manayunk Brewing Company,Philadelphia,1264,362,9
Manayunk Brewing Company,Philadelphia,1265,362,9
Manayunk Brewing Company,Philadelphia,1266,362,9
Manayunk Brewing Company,Philadelphia,1267,362,9
Manzanita Brewing Company,Santee,1268,363,5
Manzanita Brewing Company,Santee,1269,363,5
Manzanita Brewing Company,Santee,1270,363,5
Manzanita Brewing Company,Santee,1271,363,5
Manzanita Brewing Company,Santee,1272,363,5
Marble Brewery,Albuquerque,1273,364,2
Marble Brewery,Albuquerque,1274,364,2
Marshall Wharf Brewing Company,Belfast,1275,365,5
Marshall Wharf Brewing Company,Belfast,1276,365,5
Marshall Wharf Brewing Company,Belfast,1277,365,5
Marshall Wharf Brewing Company,Belfast,1278,365,5
Marshall Wharf Brewing Company,Belfast,1279,365,5
Martin House Brewing Company,Fort Worth,1280,366,6
Martin House Brewing Company,Fort Worth,1281,366,6
Martin House Brewing Company,Fort Worth,1282,366,6
Martin House Brewing Company,Fort Worth,1283,366,6
Martin House Brewing Company,Fort Worth TX,1284,367,2
Martin House Brewing Company,Fort Worth,1285,366,6
Martin House Brewing Company,Fort Worth,1286,366,6
Martin House Brewing Company,Fort Worth TX,1287,367,2
Matt Brewing Company,Utica NY,1288,368,2
Matt Brewing Company,Utica,1289,369,11
Matt Brewing Company,Utica,1290,369,11
Matt Brewing Company,Utica,1291,369,11
Matt Brewing Company,Utica,1292,369,11
Matt Brewing Company,Utica,1293,369,11
Matt Brewing Company,Utica NY,1294,368,2
Matt Brewing Company,Utica,1295,369,11
Matt Brewing Company,Utica,1296,369,11
Matt Brewing Company,Utica,1297,369,11
Matt Brewing Company,Utica,1298,369,11
Matt Brewing Company,Utica,1299,369,11
Matt Brewing Company,Utica,1300,369,11
Maui Brewing Company,Lahaina,1301,370,12
Maui Brewing Company,Lahaina,1302,370,12
Maui Brewing Company,Lahaina,1303,370,12
Maui Brewing Company,Lahaina,1304,370,12
Maui Brewing Company,Lahaina,1305,370,12
Maui Brewing Company,Lahaina,1306,370,12
Maui Brewing Company,Lahaina,1307,370,12
Maui Brewing Company,Lahaina,1308,370,12
Maui Brewing Company,Lahaina,1309,370,12
Maui Brewing Company,Lahaina,1310,370,12
Maui Brewing Company,Lahaina,1311,370,12
Maui Brewing Company,Lahaina,1312,370,12
Mavericks Beer Company,Half Moon Bay,1313,371,3
Mavericks Beer Company,Half Moon Bay,1314,371,3
Mavericks Beer Company,Half Moon Bay,1315,371,3
Meckley's Cidery,Somerset Center,1316,372,3
Meckley's Cidery,Somerset Center,1317,372,3
Meckley's Cidery,Somerset Center,1318,372,3
Mehana Brewing Co.,Hilo,1319,373,6
Mehana Brewing Co.,Hilo,1320,373,6
Mehana Brewing Co.,Hilo,1321,373,6
Mehana Brewing Co.,Hilo,1322,373,6
Mehana Brewing Co.,Hilo,1323,373,6
Mehana Brewing Co.,Hilo,1324,373,6
Miami Brewing Company,Miami,1325,374,4
Miami Brewing Company,Miami,1326,374,4
Miami Brewing Company,Miami,1327,374,4
Miami Brewing Company,Miami,1328,374,4
Mickey Finn's Brewery,Libertyville,1329,375,1
Midnight Sun Brewing Company,Anchorage,1330,376,5
Midnight Sun Brewing Company,Anchorage,1331,376,5
Midnight Sun Brewing Company,Anchorage,1332,376,5
Midnight Sun Brewing Company,Anchorage,1333,376,5
Midnight Sun Brewing Company,Anchorage,1334,376,5
Mike Hess Brewing Company,San Diego,1335,377,6
Mike Hess Brewing Company,San Diego,1336,377,6
Mike Hess Brewing Company,San Diego,1337,377,6
Mike Hess Brewing Company,San Diego,1338,377,6
Mike Hess Brewing Company,San Diego,1339,377,6
Mike Hess Brewing Company,San Diego,1340,377,6
Mikerphone Brewing,Chicago,1341,378,7
Mikerphone Brewing,Chicago IL,1342,379,1
Mikerphone Brewing,Chicago,1343,378,7
Mikerphone Brewing,Chicago,1344,378,7
Mikerphone Brewing,Chicago,1345,378,7
Mikerphone Brewing,Chicago,1346,378,7
Mikerphone Brewing,Chicago,1347,378,7
Mikerphone Brewing,Chicago,1348,378,7
Mikkeller,Pottstown,1349,380,2
Mikkeller,Pottstown,1350,380,2
MillKing It Productions,Royal Oak,1351,381,3
MillKing It Productions,Royal Oak,1352,381,3
MillKing It Productions,Royal Oak,1353,381,3
Milwaukee Brewing Company,Milwaukee,1354,382,7
Milwaukee Brewing Company,Milwaukee,1355,382,7
Milwaukee Brewing Company,Milwaukee,1356,382,7
Milwaukee Brewing Company,Milwaukee,1357,382,7
Milwaukee Brewing Company,Milwaukee,1358,382,7
Milwaukee Brewing Company,Milwaukee,1359,382,7
Milwaukee Brewing Company,Milwaukee,1360,382,7
Minhas Craft Brewery,Monroe,1361,383,12
Minhas Craft Brewery,Monroe,1362,383,12
Minhas Craft Brewery,Monroe,1363,383,12
Minhas Craft Brewery,Monroe,1364,383,12
Minhas Craft Brewery,Monroe,1365,383,12
Minhas Craft Brewery,Monroe,1366,383,12
Minhas Craft Brewery,Monroe WI,1367,384,1
Minhas Craft Brewery,Monroe,1368,383,12
Minhas Craft Brewery,Monroe,1369,383,12
Minhas Craft Brewery,Monroe,1370,383,12
Minhas Craft Brewery,Monroe,1371,383,12
Minhas Craft Brewery,Monroe,1372,383,12
Minhas Craft Brewery,Monroe,1373,383,12
Mission Brewery,San Diego CA,1374,385,2
Mission Brewery,San Diego,1375,386,2
Mission Brewery,San Diego CA,1376,385,2
Mission Brewery,San Diego,1377,386,2
Moab Brewery,Moab,1378,387,4
Moab Brewery,Moab,1379,387,4
Moab Brewery,Moab,1380,387,4
Moab Brewery,Moab,1381,387,4
Moat Mountain Smoke House & Brew...,North Conway,1382,388,2
Moat Mountain Smoke House & Brew...,North Conway,1383,388,2
Modern Monks Brewery,Lincoln,1384,389,1
Modern Times Beer,San Diego,1385,390,8
Modern Times Beer,San Diego,1386,390,8
Modern Times Beer,San Diego,1387,390,8
Modern Times Beer,San Diego,1388,390,8
Modern Times Beer,San Diego,1389,390,8
Modern Times Beer,San Diego,1390,390,8
Modern Times Beer,San Diego,1391,390,8
Modern Times Beer,San Diego,1392,390,8
Mogollon Brewing Company,Flagstaff,1393,391,1
Monkey Paw Pub & Brewery,San Diego,1394,392,3
Monkey Paw Pub & Brewery,San Diego,1395,392,3
Monkey Paw Pub & Brewery,San Diego,1396,392,3
Montauk Brewing Company,Montauk,1397,393,2
Montauk Brewing Company,Montauk,1398,393,2
Morgan Street Brewery,Saint Louis,1399,394,5
Morgan Street Brewery,Saint Louis,1400,394,5
Morgan Street Brewery,Saint Louis,1401,394,5
Morgan Street Brewery,Saint Louis,1402,394,5
Morgan Street Brewery,Saint Louis,1403,394,5
Mother Earth Brew Company,Vista,1404,395,1
Mother Earth Brewing Company,Kinston,1405,396,2
Mother Earth Brewing Company,Kinston,1406,396,2
Mother's Brewing,Springfield,1407,397,2
Mother's Brewing,Springfield,1408,397,2
Mountain Town Brewing Company,Mount Pleasant,1409,398,1
Mudshark Brewing Company,Lake Havasu City,1410,399,5
Mudshark Brewing Company,Lake Havasu City,1411,399,5
Mudshark Brewing Company,Lake Havasu City,1412,399,5
Mudshark Brewing Company,Lake Havasu City,1413,399,5
Mudshark Brewing Company,Lake Havasu City,1414,399,5
Mustang Brewing Company,Mustang,1415,400,5
Mustang Brewing Company,Mustang,1416,400,5
Mustang Brewing Company,Mustang,1417,400,5
Mustang Brewing Company,Mustang,1418,400,5
Mustang Brewing Company,Mustang,1419,400,5
Narragansett Brewing Company,Providence,1420,401,10
Narragansett Brewing Company,Providence,1421,401,10
Narragansett Brewing Company,Providence,1422,401,10
Narragansett Brewing Company,Providence,1423,401,10
Narragansett Brewing Company,Providence,1424,401,10
Narragansett Brewing Company,Providence,1425,401,10
Narragansett Brewing Company,Providence,1426,401,10
Narragansett Brewing Company,Providence,1427,401,10
Narragansett Brewing Company,Providence,1428,401,10
Narragansett Brewing Company,Providence,1429,401,10
Natian Brewery,Portland OR,1430,402,1
Natian Brewery,Portland,1431,403,5
Natian Brewery,Portland,1432,403,5
Natian Brewery,Portland,1433,403,5
Natian Brewery,Portland,1434,403,5
Natian Brewery,Portland,1435,403,5
Nebraska Brewing Company,Papillion,1436,404,5
Nebraska Brewing Company,Papillion,1437,404,5
Nebraska Brewing Company,Papillion,1438,404,5
Nebraska Brewing Company,Papillion,1439,404,5
Nebraska Brewing Company,Papillion,1440,404,5
Neshaminy Creek Brewing Company,Croydon,1441,405,2
Neshaminy Creek Brewing Company,Croydon,1442,405,2
New Belgium Brewing Company,Fort Collins,1443,406,17
New Belgium Brewing Company,Fort Collins,1444,406,17
New Belgium Brewing Company,Fort Collins,1445,406,17
New Belgium Brewing Company,Fort Collins,1446,406,17
New Belgium Brewing Company,Fort Collins,1447,406,17
New Belgium Brewing Company,Fort Collins,1448,406,17
New Belgium Brewing Company,Fort Collins,1449,406,17
New Belgium Brewing Company,Fort Collins,1450,406,17
New Belgium Brewing Company,Fort Collins,1451,406,17
New Belgium Brewing Company,Fort Collins,1452,406,17
New Belgium Brewing Company,Fort Collins,1453,406,17
New Belgium Brewing Company,Fort Collins,1454,406,17
New Belgium Brewing Company,Fort Collins,1455,406,17
New Belgium Brewing Company,Fort Collins,1456,406,17
New Belgium Brewing Company,Fort Collins,1457,406,17
New Belgium Brewing Company,Fort Collins,1458,406,17
New Belgium Brewing Company,Fort Collins,1459,406,17
New England Brewing Company,Woodbridge,1460,407,11
New England Brewing Company,Woodbridge,1461,407,11
New England Brewing Company,Woodbridge,1462,407,11
New England Brewing Company,Woodbridge,1463,407,11
New England Brewing Company,Woodbridge,1464,407,11
New England Brewing Company,Woodbridge,1465,407,11
New England Brewing Company,Woodbridge,1466,407,11
New England Brewing Company,Woodbridge,1467,407,11
New England Brewing Company,Woodbridge,1468,407,11
New England Brewing Company,Woodbridge,1469,407,11
New England Brewing Company,Woodbridge,1470,407,11
New Orleans Lager & Ale Brewing ...,New Orleans,1471,408,6
New Orleans Lager & Ale Brewing ...,New Orleans,1472,408,6
New Orleans Lager & Ale Brewing ...,New Orleans,1473,408,6
New Orleans Lager & Ale Brewing ...,New Orleans,1474,408,6
New Orleans Lager & Ale Brewing ...,New Orleans,1475,408,6
New Orleans Lager & Ale Brewing ...,New Orleans,1476,408,6
New Republic Brewing Company,College Station,1477,409,3
New Republic Brewing Company,College Station,1478,409,3
New Republic Brewing Company,College Station,1479,409,3
New South Brewing Company,Myrtle Beach SC,1480,410,1
New South Brewing Company,Myrtle Beach,1481,411,1
Newburgh Brewing Company,Newburgh,1482,412,1
Newburyport Brewing Company,Newburyport,1483,413,3
Newburyport Brewing Company,Newburyport,1484,413,3
Newburyport Brewing Company,Newburyport,1485,413,3
Night Shift Brewing,Everett,1486,414,1
NoDa Brewing Company,Charlotte,1487,415,2
NoDa Brewing Company,Charlotte,1488,415,2
North Country Brewing Company,Slippery Rock,1489,416,4
North Country Brewing Company,Slippery Rock,1490,416,4
North Country Brewing Company,Slippery Rock,1491,416,4
North Country Brewing Company,Slippery Rock,1492,416,4
NorthGate Brewing,Minneapolis,1493,417,6
NorthGate Brewing,Minneapolis,1494,417,6
NorthGate Brewing,Minneapolis,1495,417,6
NorthGate Brewing,Minneapolis,1496,417,6
NorthGate Brewing,Minneapolis,1497,417,6
NorthGate Brewing,Minneapolis,1498,417,6
Northampton Brewery,Northamtpon,1499,418,1
Northwest Brewing Company,Pacific,1500,419,2
Northwest Brewing Company,Pacific,1501,419,2
Northwoods Brewpub,Eau Claire,1502,420,2
Northwoods Brewpub,Eau Claire,1503,420,2
Notch Brewing Company,Ipswich,1504,421,2
Notch Brewing Company,Ipswich,1505,421,2
O'Fallon Brewery,O'Fallon,1506,422,3
O'Fallon Brewery,O'Fallon,1507,422,3
O'Fallon Brewery,O'Fallon,1508,422,3
Oakshire Brewing,Eugene,1509,423,4
Oakshire Brewing,Eugene,1510,423,4
Oakshire Brewing,Eugene,1511,423,4
Oakshire Brewing,Eugene,1512,423,4
Oasis Texas Brewing Company,Austin,1513,424,4
Oasis Texas Brewing Company,Austin,1514,424,4
Oasis Texas Brewing Company,Austin,1515,424,4
Oasis Texas Brewing Company,Austin,1516,424,4
Occidental Brewing Company,Portland,1517,425,4
Occidental Brewing Company,Portland,1518,425,4
Occidental Brewing Company,Portland,1519,425,4
Occidental Brewing Company,Portland,1520,425,4
Odyssey Beerwerks,Arvada,1521,426,7
Odyssey Beerwerks,Arvada,1522,426,7
Odyssey Beerwerks,Arvada,1523,426,7
Odyssey Beerwerks,Arvada,1524,426,7
Odyssey Beerwerks,Arvada,1525,426,7
Odyssey Beerwerks,Arvada,1526,426,7
Odyssey Beerwerks,Arvada,1527,426,7
Okoboji Brewing Company,Spirit Lake,1528,427,6
Okoboji Brewing Company,Spirit Lake,1529,427,6
Okoboji Brewing Company,Spirit Lake,1530,427,6
Okoboji Brewing Company,Spirit Lake,1531,427,6
Okoboji Brewing Company,Spirit Lake,1532,427,6
Okoboji Brewing Company,Spirit Lake,1533,427,6
Old Forge Brewing Company,Danville,1534,428,10
Old Forge Brewing Company,Danville,1535,428,10
Old Forge Brewing Company,Danville,1536,428,10
Old Forge Brewing Company,Danville,1537,428,10
Old Forge Brewing Company,Danville,1538,428,10
Old Forge Brewing Company,Danville,1539,428,10
Old Forge Brewing Company,Danville,1540,428,10
Old Forge Brewing Company,Danville,1541,428,10
Old Forge Brewing Company,Danville,1542,428,10
Old Forge Brewing Company,Danville,1543,428,10
Orlison Brewing Company,Airway Heights,1544,429,5
Orlison Brewing Company,Airway Heights,1545,429,5
Orlison Brewing Company,Airway Heights,1546,429,5
Orlison Brewing Company,Airway Heights,1547,429,5
Orlison Brewing Company,Airway Heights,1548,429,5
Orpheus Brewing,Atlanta,1549,430,2
Orpheus Brewing,Atlanta,1550,430,2
Oskar Blues Brewery,Longmont,1551,431,30
Oskar Blues Brewery,Longmont,1552,431,30
Oskar Blues Brewery,Longmont,1553,431,30
Oskar Blues Brewery,Longmont,1554,431,30
Oskar Blues Brewery,Longmont,1555,431,30
Oskar Blues Brewery,Longmont,1556,431,30
Oskar Blues Brewery,Longmont,1557,431,30
Oskar Blues Brewery,Longmont CO,1558,432,3
Oskar Blues Brewery,Longmont CO,1559,432,3
Oskar Blues Brewery,Longmont,1560,431,30
Oskar Blues Brewery,Longmont,1561,431,30
Oskar Blues Brewery,Longmont,1562,431,30
Oskar Blues Brewery,Longmont,1563,431,30
Oskar Blues Brewery,Longmont,1564,431,30
Oskar Blues Brewery,Longmont,1565,431,30
Oskar Blues Brewery,Longmont,1566,431,30
Oskar Blues Brewery,Longmont,1567,431,30
Oskar Blues Brewery,Longmont,1568,431,30
Oskar Blues Brewery,Longmont,1569,431,30
Oskar Blues Brewery,Longmont,1570,431,30
Oskar Blues Brewery,Longmont,1571,431,30
Oskar Blues Brewery,Longmont,1572,431,30
Oskar Blues Brewery,Longmont,1573,431,30
Oskar Blues Brewery,Longmont,1574,431,30
Oskar Blues Brewery,Longmont,1575,431,30
Oskar Blues Brewery,Longmont,1576,431,30
Oskar Blues Brewery,Longmont,1577,431,30
Oskar Blues Brewery,Longmont,1578,431,30
Oskar Blues Brewery,Longmont,1579,431,30
Oskar Blues Brewery,Longmont,1580,431,30
Oskar Blues Brewery,Longmont,1581,431,30
Oskar Blues Brewery,Longmont CO,1582,432,3
Oskar Blues Brewery,Longmont,1583,431,30
Oskar Blues Brewery,Lyons,1584,433,11
Oskar Blues Brewery,Lyons,1585,433,11
Oskar Blues Brewery,Lyons,1586,433,11
Oskar Blues Brewery,Lyons CO,1587,434,2
Oskar Blues Brewery,Lyons,1588,433,11
Oskar Blues Brewery,Lyons,1589,433,11
Oskar Blues Brewery,Lyons,1590,433,11
Oskar Blues Brewery,Lyons CO,1591,434,2
Oskar Blues Brewery,Lyons,1592,433,11
Oskar Blues Brewery,Lyons,1593,433,11
Oskar Blues Brewery,Lyons,1594,433,11
Oskar Blues Brewery,Lyons,1595,433,11
Oskar Blues Brewery,Lyons,1596,433,11
Oskar Blues Brewery (North Carol...,Brevard,1597,435,6
Oskar Blues Brewery (North Carol...,Brevard,1598,435,6
Oskar Blues Brewery (North Carol...,Brevard,1599,435,6
Oskar Blues Brewery (North Carol...,Brevard,1600,435,6
Oskar Blues Brewery (North Carol...,Brevard,1601,435,6
Oskar Blues Brewery (North Carol...,Brevard,1602,435,6
Otter Creek Brewing,Middlebury,1603,436,1
Otter Creek Brewing,Waterbury,1604,437,1
Ozark Beer Company,Rogers,1605,438,1
Palisade Brewing Company,Palisade,1606,439,2
Palisade Brewing Company,Palisade,1607,439,2
Pateros Creek Brewing Company,Fort Collins,1608,440,5
Pateros Creek Brewing Company,Fort Collins,1609,440,5
Pateros Creek Brewing Company,Fort Collins,1610,440,5
Pateros Creek Brewing Company,Fort Collins,1611,440,5
Pateros Creek Brewing Company,Fort Collins,1612,440,5
Payette Brewing Company,Garden City,1613,441,5
Payette Brewing Company,Garden City,1614,441,5
Payette Brewing Company,Garden City,1615,441,5
Payette Brewing Company,Garden City,1616,441,5
Payette Brewing Company,Garden City,1617,441,5
Peace Tree Brewing Company,Knoxville,1618,442,1
Peak Organic Brewing Company,Portland,1619,443,1
Peak Organic Brewing Company,Portland ME,1620,444,1
Pedernales Brewing Company,Fredericksburg,1621,445,2
Pedernales Brewing Company,Fredericksburg,1622,445,2
People's Brewing Company,Lafayette,1623,446,4
People's Brewing Company,Lafayette,1624,446,4
People's Brewing Company,Lafayette,1625,446,4
People's Brewing Company,Lafayette,1626,446,4
Perrin Brewing Company,Comstock Park,1627,447,6
Perrin Brewing Company,Comstock Park,1628,447,6
Perrin Brewing Company,Comstock Park,1629,447,6
Perrin Brewing Company,Comstock Park,1630,447,6
Perrin Brewing Company,Comstock Park,1631,447,6
Perrin Brewing Company,Comstock Park,1632,447,6
Pete's Brewing Company,San Antonio,1633,448,7
Pete's Brewing Company,San Antonio,1634,448,7
Pete's Brewing Company,San Antonio,1635,448,7
Pete's Brewing Company,San Antonio,1636,448,7
Pete's Brewing Company,San Antonio,1637,448,7
Pete's Brewing Company,San Antonio,1638,448,7
Pete's Brewing Company,San Antonio,1639,448,7
Petoskey Brewing,Petoskey,1640,449,3
Petoskey Brewing,Petoskey MI,1641,450,1
Petoskey Brewing,Petoskey,1642,449,3
Petoskey Brewing,Petoskey,1643,449,3
Phoenix Ale Brewery,Phoenix,1644,451,1
Pikes Peak Brewing Company,Monument,1645,452,3
Pikes Peak Brewing Company,Monument,1646,452,3
Pikes Peak Brewing Company,Monument,1647,452,3
Pine Street Brewery,San Francisco,1648,453,2
Pine Street Brewery,San Francisco,1649,453,2
Piney River Brewing Company,Bucryus,1650,454,8
Piney River Brewing Company,Bucryus,1651,454,8
Piney River Brewing Company,Bucryus,1652,454,8
Piney River Brewing Company,Bucryus,1653,454,8
Piney River Brewing Company,Bucryus,1654,454,8
Piney River Brewing Company,Bucryus,1655,454,8
Piney River Brewing Company,Bucryus,1656,454,8
Piney River Brewing Company,Bucryus,1657,454,8
Pipeworks Brewing Company,Chicago,1658,455,1
Pisgah Brewing Company,Black Mountain,1659,456,2
Pisgah Brewing Company,Black Mountain,1660,456,2
Pizza Port Brewing Company,Carlsbad,1661,457,3
Pizza Port Brewing Company,Carlsbad,1662,457,3
Pizza Port Brewing Company,Carlsbad,1663,457,3
Platform Beer Company,Cleveland,1664,458,1
Pollyanna Brewing Company,Lemont,1665,459,1
Portside Brewery,Cleveland,1666,460,1
Prescott Brewing Company,Prescott,1667,461,2
Prescott Brewing Company,Prescott,1668,461,2
Pug Ryan's Brewery,Dillon,1669,462,6
Pug Ryan's Brewery,Dillon CO,1670,463,1
Pug Ryan's Brewery,Dillon,1671,462,6
Pug Ryan's Brewery,Dillon,1672,462,6
Pug Ryan's Brewery,Dillon,1673,462,6
Pug Ryan's Brewery,Dillon,1674,462,6
Pug Ryan's Brewery,Dillon,1675,462,6
Pyramid Breweries,Seattle,1676,464,2
Pyramid Breweries,Seattle,1677,464,2
Quest Brewing Company,Greenville,1678,465,2
Quest Brewing Company,Greenville,1679,465,2
Rahr & Sons Brewing Company,Fort Worth,1680,466,2
Rahr & Sons Brewing Company,Fort Worth,1681,466,2
Real Ale Brewing Company,Blanco,1682,467,8
Real Ale Brewing Company,Blanco,1683,467,8
Real Ale Brewing Company,Blanco,1684,467,8
Real Ale Brewing Company,Blanco,1685,467,8
Real Ale Brewing Company,Blanco,1686,467,8
Real Ale Brewing Company,Blanco,1687,467,8
Real Ale Brewing Company,Blanco,1688,467,8
Real Ale Brewing Company,Blanco,1689,467,8
Red Hare Brewing Company,Marietta,1690,468,2
Red Hare Brewing Company,Marietta GA,1691,469,1
Red Hare Brewing Company,Marietta,1692,468,2
Red Shedman Farm Brewery and Hop...,Mt. Airy,1693,470,5
Red Shedman Farm Brewery and Hop...,Mt. Airy,1694,470,5
Red Shedman Farm Brewery and Hop...,Mt. Airy,1695,470,5
Red Shedman Farm Brewery and Hop...,Mt. Airy,1696,470,5
Red Shedman Farm Brewery and Hop...,Mt. Airy,1697,470,5
Red Tank Cider Company,Bend,1698,471,1
Redhook Brewery,Woodinville,1699,472,3
Redhook Brewery,Woodinville,1700,472,3
Redhook Brewery,Woodinville,1701,472,3
Redstone Meadery,Boulder,1702,473,3
Redstone Meadery,Boulder,1703,473,3
Redstone Meadery,Boulder,1704,473,3
Refuge Brewery,Temecula,1705,474,1
Renegade Brewing Company,Denver,1706,475,5
Renegade Brewing Company,Denver,1707,475,5
Renegade Brewing Company,Denver CO,1708,476,1
Renegade Brewing Company,Denver,1709,475,5
Renegade Brewing Company,Denver,1710,475,5
Renegade Brewing Company,Denver,1711,475,5
Revolution Brewing,Paonia,1712,477,7
Revolution Brewing,Paonia,1713,477,7
Revolution Brewing,Paonia CO,1714,478,1
Revolution Brewing,Paonia,1715,477,7
Revolution Brewing,Paonia,1716,477,7
Revolution Brewing,Paonia,1717,477,7
Revolution Brewing,Paonia,1718,477,7
Revolution Brewing,Paonia,1719,477,7
Revolution Brewing Company,Chicago,1720,479,8
Revolution Brewing Company,Chicago,1721,479,8
Revolution Brewing Company,Chicago,1722,479,8
Revolution Brewing Company,Chicago,1723,479,8
Revolution Brewing Company,Chicago,1724,479,8
Revolution Brewing Company,Chicago,1725,479,8
Revolution Brewing Company,Chicago,1726,479,8
Revolution Brewing Company,Chicago,1727,479,8
Rhinegeist Brewery,Cincinnati,1728,480,7
Rhinegeist Brewery,Cincinnati,1729,480,7
Rhinegeist Brewery,Cincinnati,1730,480,7
Rhinegeist Brewery,Cincinnati,1731,480,7
Rhinegeist Brewery,Cincinnati,1732,480,7
Rhinegeist Brewery,Cincinnati,1733,480,7
Rhinegeist Brewery,Cincinnati,1734,480,7
Rhinegeist Brewery,Cincinnati OH,1735,481,1
Right Brain Brewery,Traverse City,1736,482,1
Rising Tide Brewing Company,Portland,1737,483,1
Rising Tide Brewing Company,Portland ME,1738,484,1
River North Brewery,Denver,1739,485,2
River North Brewery,Denver,1740,485,2
Rivertown Brewing Company,Lockland,1741,486,2
Rivertown Brewing Company,Lockland,1742,486,2
Rivertowne Brewing Company,Export PA,1743,487,2
Rivertowne Brewing Company,Export,1744,488,13
Rivertowne Brewing Company,Export,1745,488,13
Rivertowne Brewing Company,Export,1746,488,13
Rivertowne Brewing Company,Export PA,1747,487,2
Rivertowne Brewing Company,Export,1748,488,13
Rivertowne Brewing Company,Export,1749,488,13
Rivertowne Brewing Company,Export,1750,488,13
Rivertowne Brewing Company,Export,1751,488,13
Rivertowne Brewing Company,Export,1752,488,13
Rivertowne Brewing Company,Export,1753,488,13
Rivertowne Brewing Company,Export,1754,488,13
Rivertowne Brewing Company,Export,1755,488,13
Rivertowne Brewing Company,Export,1756,488,13
Rivertowne Brewing Company,Export,1757,488,13
Roanoke Railhouse Brewery,Roanoke,1758,489,1
Rochester Mills Brewing Company,Rochester MI,1759,490,1
Rochester Mills Brewing Company,Rochester,1760,491,6
Rochester Mills Brewing Company,Rochester,1761,491,6
Rochester Mills Brewing Company,Rochester,1762,491,6
Rochester Mills Brewing Company,Rochester,1763,491,6
Rochester Mills Brewing Company,Rochester,1764,491,6
Rochester Mills Brewing Company,Rochester,1765,491,6
Rogue Ales,Newport,1766,492,1
RoughTail Brewing Company,Midwest City,1767,493,3
RoughTail Brewing Company,Midwest City,1768,493,3
RoughTail Brewing Company,Midwest City,1769,493,3
Round Guys Brewing,Lansdale,1770,494,6
