Country,Filming Locations,original_index,unique_index
USA,"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",3360,2044
"USA,Canada,Australia",,3361,2045
USA,,3362,3
USA,"Courthouse Square, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",3363,320
USA,"New York City, New York, USA",3364,9
USA,"Burbank, California, USA",3365,49
USA,"Arcata, California, USA",3366,2046
"France,USA","San Juan, Puerto Rico",3367,2047
"Germany,USA","Crissy Field, Golden Gate Memorial Recreation Area, San Francisco, California, USA",3368,2048
"USA,Canada","380 Lafayette Street, New York City, New York, USA",3369,2049
USA,"Golden Gate National Recreation Area, San Francisco, California, USA",3370,2050
"USA,Germany,Canada","Vancouver Art Gallery, Vancouver, British Columbia, Canada",3371,2051
"USA,Germany","Baltimore, Maryland, USA",3372,2052
"USA,Germany,Canada","Maison De Ville, 727 Rue Toulouse , New Orleans , Louisiana , USA",3373,2053
USA,"Clinton, Mississippi, USA",3374,2054
USA,"Canton, Mississippi, USA",3375,1229
"Czech Republic,USA","Big Bear City, San Bernardino National Forest, California, USA",3376,2055
"UK,USA","Benidorm, Alicante, Comunidad Valenciana, Spain",3377,2056
USA,"Los Angeles, California, USA",3378,10
"UK,USA","Campania, Italy",3379,2057
USA,"Caves of Arta, Mallorca, Balearic Islands, Spain",3380,2058
USA,,3381,3
USA,,3382,3
"USA,Canada","GM Place, Vancouver, British Columbia, Canada",3383,2059
USA,"Fernie, British Columbia, Canada",3384,2060
USA,"Santa Clarita, California, USA",3385,70
USA,"Bridgeport, Connecticut, USA",3386,1178
USA,"Columbus, Ohio, USA",3387,1322
USA,"Minden, Louisiana, USA",3388,1486
USA,,3389,3
USA,"Los Angeles, California, USA",3390,10
USA,"Calabasas, California, USA",3391,577
USA,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",3392,380
USA,Mexico,3393,454
USA,"Bacolet Beach, Tobago, Trinidad and Tobago",3394,2061
"USA,Canada","Burnaby, British Columbia, Canada",3395,2062
"USA,Germany","Culver City, California, USA",3396,2063
"USA,UK","Bristol, Rhode Island, USA",3397,2064
USA,"O'ahu, Hawaii, USA",3398,2065
"Canada,USA","Rogers Arena, Vancouver, British Columbia, Canada",3399,2066
USA,"Rhode Island, USA",3400,2067
"Japan,USA",,3401,1042
USA,"Alaska, USA",3402,470
USA,"Ann Sobrato Performing Arts Center, Morgan Hill, California, USA",3403,2068
USA,,3404,3
USA,"Pasadena, Los Angeles, California, USA",3405,2069
USA,,3406,3
USA,"Washington Square Park, Greenwich Village, Manhattan, New York City, New York, USA",3407,2070
USA,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",3408,54
USA,"39-26 62nd Street, Queens, New York City, New York, USA",3409,2071
USA,"Union Station, 800 North Alameda Street, Los Angeles, California, USA",3410,2072
USA,"Halfway House Café - 15564 Sierra Highway, Santa Clarita, California, USA",3411,2073
USA,"All Saint's Episcopal Church - 132 N. Euclid Avenue, Pasadena, California, USA",3412,1280
USA,"Deming, New Mexico, USA",3413,2074
USA,,3414,3
USA,"Ventura, California, USA",3415,2075
USA,"New York City, New York, USA",3416,9
USA,,3417,3
USA,"Crestview Minimax IGA, 7108 Woodrow Ave., Austin, Texas, USA",3418,2076
USA,"LAX Airport, Los Angeles, California, USA",3419,2077
USA,"Kaufman Astoria Studios - 3412 36th Street, Astoria, Queens, New York City, New York, USA",3420,424
"USA,Canada","Vancouver, British Columbia, Canada",3421,1132
USA,"North Carolina, USA",3422,83
USA,"Hollywood, Los Angeles, California, USA",3423,659
USA,"Los Angeles, California, USA",3424,10
USA,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",3425,54
USA,"Louisiana, USA",3426,25
USA,"Pullman Kitchen - 205 5th Street, Santa Rosa, California, USA",3427,1113
"USA,Romania,Spain",Spain,3428,2078
USA,"Ralph Waldo Emerson Home - 28 Cambridge Turnpike, Concord, Massachusetts, USA",3429,2079
USA,"Vancouver, British Columbia, Canada",3430,47
USA,"Boston, Massachusetts, USA",3431,184
USA,"Foot of Flatbush ave. on the East river, Downtown Brooklyn, New Ork, USA",3432,2080
USA,"Atlanta, Georgia, USA",3433,161
USA,"Los Angeles, California, USA",3434,10
USA,"Turner Broadcasting System, Inc. - 1050 Techwood Drive, Atlanta, Georgia, USA",3435,2081
USA,"Spring Street Towers - 650 S. Spring Street, Downtown, Los Angeles, California, USA",3436,122
USA,"Pennsylvania, USA",3437,1464
USA,"2218 S Harvard Blvd, Los Angeles, California, USA",3438,2082
USA,,3439,3
"UK,USA","Croydon, London, England, UK",3440,2083
USA,,3441,3
USA,"Ashridge Park, Little Gaddesden, Hertfordshire, England, UK",3442,1482
"USA,Canada","128 St & Old Yale Rd, Surrey, British Columbia, Canada",3443,2084
USA,"New Orleans, Louisiana, USA",3444,171
USA,"420 Market Street, Wilmington, North Carolina, USA",3445,2085
"USA,Canada","Convocation Hall, University of Toronto, Toronto, Ontario, Canada",3446,2086
USA,"Greenwich, Connecticut, USA",3447,2087
"Germany,USA","New York City, New York, USA",3448,1473
USA,"Atlanta, Georgia, USA",3449,161
USA,"6300 Orion Ave, Van Nuys, Los Angeles, California, USA",3450,2088
USA,"Eagle Rock, California, USA",3451,2089
USA,"Mesa, Arizona, USA",3452,2090
"USA,Canada","Sudbury, Ontario, Canada",3453,2091
"USA,Sweden","New York City, New York, USA",3454,2092
USA,"El Paso, Texas, USA",3455,2093
"Australia,USA",,3456,993
USA,"Colorado Street Bridge, Pasadena, California, USA",3457,2094
USA,"Alcázar de Segovia, Segovia, Castilla y León, Spain",3458,1587
USA,"Greensboro, North Carolina, USA",3459,1585
"USA,Poland","Kraków, Malopolskie, Poland",3460,2095
USA,"Asheville, North Carolina, USA",3461,608
USA,,3462,3
USA,,3463,3
USA,,3464,3
USA,"Tampa, Florida, USA",3465,2096
USA,"Atlanta, Georgia, USA",3466,161
"USA,Mexico","Nuevo Laredo, Tamaulipas, Mexico",3467,2097
USA,"Las Vegas, Nevada, USA",3468,147
USA,,3469,3
USA,"Max Fleischer Studios Inc., Miami, Florida, USA",3470,2098
"USA,UK","Hollywood Center Studios - 1040 N. Las Palmas Avenue, Hollywood, Los Angeles, California, USA",3471,2099
USA,"Charnock Richard, Wigan, Greater Manchester, England, UK",3472,2100
USA,,3473,3
USA,"Railroad Creek, Washington, USA",3474,2101
USA,"Erie, Pennsylvania, USA",3475,2102
USA,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",3476,58
USA,,3477,3
"Spain,USA","Valencia, Comunidad Valenciana, Spain",3478,2103
"USA,China","Hawaii, USA",3479,2104
"USA,Colombia","Medellín, Antioquia, Colombia",3480,2105
USA,,3481,3
USA,"Los Angeles, California, USA",3482,10
USA,"Charlotte, North Carolina, USA",3483,371
USA,"Vermont, USA",3484,2106
"UK,USA","London, England, UK",3485,22
"USA,Australia","Mackay, Queensland, Australia",3486,2107
USA,"Long Beach, California, USA",3487,23
USA,"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",3488,71
USA,,3489,3
"France,USA","Paris, France",3490,2108
USA,"2502 37th Ave W, Seattle, Washington, USA",3491,2109
USA,"Ansonia Hotel, New York City, New York, USA",3492,2110
USA,"Beaufort, South Carolina, USA",3493,1425
USA,"Spanish Plaza, New Orleans, Louisiana, USA",3494,2111
USA,"9-17 40th Ave, Queens, New York, USA",3495,2112
USA,"1883 Orlando Road, San Marino, California, USA",3496,2113
"USA,UK","Postman's Park, Little Britain, London, England, UK",3497,2114
USA,"Pienza, Siena, Tuscany, Italy",3498,2115
USA,"West Mesa High School, 6701 Fortuna Road NW, Albuquerque, New Mexico, USA",3499,2116
USA,"210 Riverside Drive, Manhattan, New York City, New York, USA",3500,2117
"UK,France,USA,Ireland","Shepperton Studios, Shepperton, Surrey, England, UK",3501,2118
USA,"Lake Point Tower, 505 North Lake Shore Drive, Chicago, Illinois, USA",3502,2119
"UK,France,Germany,Ireland,USA","Aldbury, Hertfordshire, England, UK",3503,2120
USA,"201 West 72nd Street, Manhattan, New York City, New York, USA",3504,2121
"UK,France,USA","Bay Ridge, Brooklyn, New York City, New York, USA",3505,2122
"USA,Australia","7 Lincoln Square, Manhattan, New York City, New York, USA",3506,2123
USA,"Agnes Scott College - 141 E. College Avenue, Decatur, Georgia, USA",3507,860
USA,"Tavern on the Green - Central Park at W. 67th Street, Central Park, Manhattan, New York City, New York, USA",3508,2124
USA,"Connecticut, USA",3509,707
USA,"Glendale, California, USA",3510,97
USA,"Grand Teton National Park, Moose, Wyoming, USA",3511,2125
"UK,USA,France","Aix-en-Provence, Bouches-du-Rhône, France",3512,2126
"UK,USA,France,Germany","HMV Oxford Circus, Oxford Street, London, England, UK",3513,2127
"USA,France","Musée Galliera - 10 avenue Pierre-1er-de-Serbie, Paris 16, Paris, France",3514,2128
USA,"Appalachian region, Virginia, USA",3515,2129
"UK,USA,India","Mumbai, Maharashtra, India",3516,2130
USA,"1 Electra Ct, Los Angeles, California, USA",3517,2131
USA,"Los Angeles, California, USA",3518,10
USA,"Adamstown Village Market - 5550 Mountville Road, Adamstown, Maryland, USA",3519,2132
USA,"Showline Studios, Toronto, Ontario, Canada",3520,777
"USA,UK","Bradford, West Yorkshire, England, UK",3521,2133
USA,"Baraboo, Wisconsin, USA",3522,2134
"UK,France,USA","Surrey, England, UK",3523,2135
USA,"Santa Clarita, California, USA",3524,70
USA,"Toluca Lake, Los Angeles, California, USA",3525,2136
USA,"Atlantic Highlands, New Jersey, USA",3526,2137
USA,"Gladstone, New Jersey, USA",3527,2138
USA,"Aunt Chiladas - 7330 North Dreamy Draw Drive, Phoenix, Arizona, USA",3528,2139
USA,"1049 Victoria Avenue, Los Angeles, California, USA",3529,2140
"USA,United Arab Emirates","Steiner Studios, New York City, New York, USA",3530,2141
USA,"Baltimore Museum of Art - 10 Art Museum Drive, Baltimore, Maryland, USA",3531,2142
USA,"Upham Hall Miami University, Oxford, Ohio, USA",3532,2143
USA,,3533,3
USA,"Los Angeles, California, USA",3534,10
"USA,Italy","Stabilimenti Cinematografici Pontini, Rome, Lazio, Italy",3535,2144
USA,"Burbank, California, USA",3536,49
USA,"Los Angeles, California, USA",3537,10
USA,"West Wycombe House, West Wycombe Park, West Wycombe, Buckinghamshire, England, UK",3538,2145
USA,"Santa Clarita, California, USA",3539,70
"USA,Finland","Enontekiö, Finland",3540,2146
USA,"Madison Square, Manhattan, New York City, New York, USA",3541,2147
"USA,France,Italy,Germany",Malta,3542,2148
USA,"Rawlins, Wyoming, USA",3543,2149
USA,"Lake Ariel, Pennsylvania, USA",3544,2150
USA,"American Falls, Niagara Falls, New York, USA",3545,1566
USA,,3546,3
USA,,3547,3
"USA,Germany","Anderson, South Carolina, USA",3548,2151
"UK,USA","Monasterio de Piedra, Nuévalos, Zaragoza, Aragón, Spain",3549,2152
USA,"Stamford, Connecticut, USA",3550,2153
USA,"Burbank, California, USA",3551,49
"Mexico,USA","Los Angeles, California, USA",3552,2154
USA,"Birchmount Collegiate, Toronto, Ontario, Canada",3553,2155
USA,,3554,3
"USA,Chile",,3555,2156
USA,,3556,3
USA,"Central Park, Manhattan, New York City, New York, USA",3557,242
USA,"Boston, Massachusetts, USA",3558,184
"UK,USA",,3559,531
USA,"Austin, Texas, USA",3560,216
USA,"Cincinnati, Ohio, USA",3561,374
USA,"General Service Studios - 1040 N. Las Palmas, Hollywood, Los Angeles, California, USA",3562,124
USA,"Long Island, New York, USA",3563,1037
USA,"Wake Forest University - 1834 Wake Forest Road, Winston-Salem, North Carolina, USA",3564,2157
USA,"Vancouver, British Columbia, Canada",3565,47
"USA,Ireland","Carton House, Maynooth, County Kildare, Ireland",3566,2158
USA,"Long Island, New York, USA",3567,1037
"USA,India","Taj Lake Palace, Lake Pichola, Udaipur, Rajasthan, India",3568,2159
USA,"Albuquerque, New Mexico, USA",3569,241
USA,,3570,3
"USA,Australia","Brooklyn Heights, Brooklyn, New York City, New York, USA",3571,2160
USA,"Kingston High School, 403 Broadway, Kingston, New York, USA",3572,2161
USA,"Central Park, Manhattan, New York City, New York, USA",3573,242
USA,,3574,3
USA,"Urbania, Lower Garden District, New Orleans, Louisiana, USA",3575,2162
USA,"Los Angeles, California, USA",3576,10
USA,"Brooklyn, New York City, New York, USA",3577,33
USA,"New York City, New York, USA",3578,9
USA,"Double Door - 1572 N. Milwaukee Avenue, West Town, Chicago, Illinois, USA",3579,2163
USA,"New Orleans, Louisiana, USA",3580,171
USA,"Abandoned Planet, 518 Valencia St, San Francisco, California, USA",3581,2164
USA,Bulgaria,3582,400
USA,"Coal Mine Canyon, Tuba City, Arizona, USA",3583,2165
USA,"Times Square, Manhattan, New York City, New York, USA",3584,652
USA,"Clearwater, Florida, USA",3585,2166
USA,"Connecticut, USA",3586,707
USA,"Boston, Massachusetts, USA",3587,184
"USA,Spain","Los Angeles, California, USA",3588,2167
USA,"Cambridge, Ontario, Canada",3589,2168
USA,"Lower East Side, Manhattan, New York City, New York, USA",3590,2169
USA,"Treasure Island, San Francisco Bay, California, USA",3591,2170
USA,,3592,3
USA,Canada,3593,896
USA,"Asheville, North Carolina, USA",3594,608
"USA,Germany","Alameda, California, USA",3595,2171
USA,"22700 Chase Place, Canoga Park, Los Angeles, California, USA",3596,2172
USA,,3597,3
USA,"Los Medanos Hospital, Pittsburg, California, USA",3598,2173
USA,,3599,3
USA,"Mare Island, Vallejo, California, USA",3600,2174
USA,"Schiller's Liquor Bar, 131 Rivington Street, New York City, New York, USA",3601,2175
USA,"Play's House, 2895 West 15th Street, Los Angeles, California, USA",3602,2176
USA,,3603,3
USA,"Ambassador Hotel - 3400 Wilshire Boulevard, Los Angeles, California, USA",3604,325
USA,"Los Angeles, California, USA",3605,10
USA,"Fischer, Texas, USA",3606,2177
"USA,Germany,Australia","717 S Hudson Ave, Pasadena, California, USA",3607,2178
"USA,Canada","Burnaby, British Columbia, Canada",3608,2062
USA,"Alsip, Illinois, USA",3609,2179
USA,"Chicago, Illinois, USA",3610,244
"USA,UK,Canada","Shepperton Studios, Shepperton, Surrey, England, UK",3611,2180
USA,"Denver, Colorado, USA",3612,1472
USA,,3613,3
"Germany,China,USA","Hall in Tirol, Tirol, Austria",3614,2181
"UK,USA",,3615,531
USA,New Zealand,3616,2182
USA,"Atlanta, Georgia, USA",3617,161
USA,"London, England, UK",3618,418
USA,"Macon, Georgia, USA",3619,2183
"Canada,USA",,3620,665
USA,"Los Angeles, California, USA",3621,10
USA,,3622,3
USA,"California, USA",3623,27
USA,"New York City, New York, USA",3624,9
USA,"Poienari, Arges County, Romania",3625,2184
USA,"Boston, Massachusetts, USA",3626,184
USA,"Austin, Texas, USA",3627,216
USA,,3628,3
"USA,Japan",,3629,715
USA,,3630,3
USA,,3631,3
USA,,3632,3
USA,"Rhode Island, USA",3633,2067
USA,,3634,3
USA,"Montreal, Quebec, Canada",3635,2185
USA,,3636,3
USA,,3637,3
USA,,3638,3
USA,"South Carolina, USA",3639,1539
USA,"Columbia, South Carolina, USA",3640,2038
USA,"Pittsburgh, Pennsylvania, USA",3641,776
USA,"San Francisco, California, USA",3642,363
USA,Ghana,3643,835
"UK,Germany,USA","Copenhagen, Denmark",3644,2186
"USA,Germany","Bank of America World Headquarters Building - 100 North Tryon Street, Charlotte, North Carolina, USA",3645,2187
USA,"Coney Island, Brooklyn, New York City, New York, USA",3646,1873
"UK,USA,France","Cincinnati, Ohio, USA",3647,2188
USA,"Tulane University - 6823 St. Charles Avenue, New Orleans, Louisiana, USA",3648,2189
USA,"Ouarzazate, Morocco",3649,2190
USA,USA,3650,21
"Australia,USA","Sydney, New South Wales, Australia",3651,2191
USA,"New York City, New York, USA",3652,9
"France,USA","New York City, New York, USA",3653,2192
"USA,Australia","Conyers, Georgia, USA",3654,2193
"USA,Germany,Norway,UK,Montenegro",Germany,3655,2194
USA,Malta,3656,1089
USA,"Glienicker Brücke, Potsdam, Germany",3657,2195
USA,,3658,3
USA,,3659,3
USA,"New Mexico, USA",3660,1123
"France,USA,Belgium,Italy,Switzerland",Monaco,3661,2196
"Chile,USA","Santiago de Chile, Chile",3662,2197
USA,"Bossier City, Louisiana, USA",3663,2198
USA,"Mobile, Alabama, USA",3664,2199
USA,,3665,3
"USA,Morocco",Morocco,3666,2200
"Canada,USA","Alberta, Canada",3667,2201
"UK,Australia,USA","Disneyland Park, Disneyland Resort - 1600 S. Disneyland Drive, Anaheim, California, USA",3668,2202
USA,"Central Park, Manhattan, New York City, New York, USA",3669,242
USA,"Orpheum Theater 842 S. Broadway, Los Angeles, California, USA",3670,1061
USA,"1517 Pike Place, Seattle, Washington, USA",3671,2203
"USA,Germany","Downey Studios - 12214 Lakewood Boulevard, Downey, California, USA",3672,671
USA,"Las Vegas, Nevada, USA",3673,147
USA,"Lexington Avenue, Manhattan, New York City, New York, USA",3674,2204
USA,"Los Angeles, California, USA",3675,10
USA,"Manhattan, New York City, New York, USA",3676,213
USA,"Los Angeles, California, USA",3677,10
USA,,3678,3
USA,Philippines,3679,1108
USA,"Millennium Studios- 300 Douglas Street, Shreveport, Louisiana, USA",3680,2205
"USA,UK,Canada","Kitsilano, Vancouver, British Columbia, Canada",3681,2206
USA,"Brentwood, Los Angeles, California, USA",3682,503
USA,"Des Moines, Iowa, USA",3683,1849
"USA,Canada","Los Angeles, California, USA",3684,593
"USA,Australia","Perth, Western Australia, Australia",3685,2207
USA,"New York City, New York, USA",3686,9
"UK,USA,Japan","Welwyn Garden City, Hertfordshire, England, UK",3687,2208
USA,"New York City, New York, USA",3688,9
"UK,USA","Cannons Health Club, Endell Street, Covent Garden, London, England, UK",3689,2209
USA,"Beaverton, Oregon, USA",3690,2210
"USA,UK","Arizona, USA",3691,2211
USA,"Los Angeles, California, USA",3692,10
USA,"Detroit, Michigan, USA",3693,481
USA,,3694,3
USA,,3695,3
USA,"California, USA",3696,27
USA,,3697,3
USA,"California, USA",3698,27
USA,"Amsterdam, Noord-Holland, Netherlands",3699,391
USA,"Chicago Studio City - 5660 W. Taylor Street, Austin, Chicago, Illinois, USA",3700,2212
"USA,UK","Annapolis, Maryland, USA",3701,2213
USA,"Santa's Village, Sky Forest, Lake Arrowhead, San Bernardino National Forest, California, USA",3702,2214
USA,"Seattle, Washington, USA",3703,529
"USA,UK,France,Philippines","San Francisco, California, USA",3704,2215
USA,"Claremont, New Hampshire, USA",3705,2216
USA,"Los Angeles, California, USA",3706,10
USA,"Ocean City, New Jersey, USA",3707,2217
USA,"Beaumont, Texas, USA",3708,2218
USA,"Abita Springs, Louisiana, USA",3709,2219
"USA,Canada","Baton Rouge, Louisiana, USA",3710,2220
USA,"Regina, Saskatchewan, Canada",3711,2221
"UK,USA","Bushey, Hertfordshire, England, UK",3712,2222
USA,"Los Angeles, California, USA",3713,10
USA,"Los Angeles, California, USA",3714,10
USA,"Los Angeles, California, USA",3715,10
USA,"Los Angeles, California, USA",3716,10
USA,"Brooklyn, New York City, New York, USA",3717,33
USA,,3718,3
"USA,UK","Burnham Beeches, Buckinghamshire, England, UK",3719,2223
USA,"East Durham, New York, USA",3720,2224
USA,"New York, USA",3721,334
USA,"New York City, New York, USA",3722,9
USA,"Yonkers, New York, USA",3723,2225
USA,,3724,3
USA,"Brooklyn, New York City, New York, USA",3725,33
USA,,3726,3
USA,"New Orleans, Louisiana, USA",3727,171
USA,"Santa Clarita, California, USA",3728,70
USA,"5918 Cimarron Street, Los Angeles, California, USA",3729,2226
USA,"Lacy Street Production Center - 2630 Lacy Street, Los Angeles, California, USA",3730,532
USA,"Los Angeles, California, USA",3731,10
USA,"New York City, New York, USA",3732,9
USA,"New York City, New York, USA",3733,9
USA,"Los Angeles, California, USA",3734,10
USA,"1090 Rubio Street, Altadena, California, USA",3735,2227
USA,"Inglewood, California, USA",3736,2228
USA,"Central Park, Manhattan, New York City, New York, USA",3737,242
USA,"Arizona Biltmore Hotel, Phoenix, Arizona, USA",3738,2229
USA,"Los Angeles, California, USA",3739,10
USA,"Altadena, California, USA",3740,526
USA,"Los Angeles, California, USA",3741,10
USA,"New York City, New York, USA",3742,9
USA,"Kure Beach, North Carolina, USA",3743,2230
USA,"S 7th Ave & Montclair St, Los Angeles, California, USA",3744,2231
USA,"1901 Metropolitan Parkway, Atlanta, Georgia, USA",3745,2232
USA,"Los Angeles, California, USA",3746,10
USA,"Chicago, Illinois, USA",3747,244
USA,"Los Angeles, California, USA",3748,10
USA,"Carson Street between Normandie & Western Avenues, Torrance, California, USA",3749,2233
USA,"Ambassador Hotel - 3400 Wilshire Boulevard, Los Angeles, California, USA",3750,325
"UK,France,USA","New Jersey Aviation Museum, Teterboro International Airport, Teterboro, New Jersey, USA",3751,2234
USA,"Red Hook, Brooklyn, New York City, New York, USA",3752,2235
USA,"Madison Square Garden, 7th Avenue, Chelsea, Manhattan, New York City, New York, USA",3753,485
USA,"Los Angeles, California, USA",3754,10
USA,,3755,3
USA,,3756,3
USA,"Las Vegas, Nevada, USA",3757,147
USA,"Barcelona, Catalonia, Spain",3758,2236
USA,"Jacksonville, Florida, USA",3759,1169
USA,"Florida Keys, Florida, USA",3760,129
USA,"Brooklyn, New York, USA",3761,2237
"USA,UK","10231 Charing Cross Road, Beverly Hills, California, USA",3762,2238
USA,"Santa Clarita, California, USA",3763,70
USA,"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",3764,2044
USA,"Acadia National Park, Bar Harbor, Maine, USA",3765,2239
"USA,UK,Germany","Güterfelde, Stahnsdorf, Brandenburg, Germany",3766,2240
"USA,UK","Spring Street Towers - 650 S. Spring Street, Downtown, Los Angeles, California, USA",3767,2241
USA,"California, USA",3768,27
"UK,USA,Ireland","Royal Victoria Park, Bath, Somerset, England, UK",3769,2242
USA,"344 North Gay Street, Baltimore, Maryland, USA",3770,2243
USA,"Juneau, Alaska, USA",3771,2244
USA,"Los Angeles, California, USA",3772,10
USA,"2715 North Junett Street, Tacoma, Washington, USA",3773,2245
USA,"Gibsonton, Florida, USA",3774,2246
USA,"Annapolis, Maryland, USA",3775,1525
USA,"Seattle, Washington, USA",3776,529
USA,"Las Vegas, Nevada, USA",3777,147
USA,"Akron, Ohio, USA",3778,1655
USA,"Fort Pitt Tunnel, Pittsburgh, Pennsylvania, USA",3779,2247
USA,"Franklin Field - 235 S. 33rd Street, University of Pennsylvania, Philadelphia, Pennsylvania, USA",3780,859
"France,USA",Afghanistan,3781,2248
USA,,3782,3
USA,,3783,3
USA,"San Diego, California, USA",3784,1410
USA,"Bay Area, San Francisco, California, USA",3785,743
"USA,UK,Spain,Germany,Morocco",Morocco,3786,2249
USA,"Miami, Florida, USA",3787,379
USA,"Bramston Beach, Queensland, Australia",3788,2250
USA,"Vermont, USA",3789,2106
"UK,USA","Alnwick Castle, Alnwick, Northumberland, England, UK",3790,2251
USA,"Henderson, Tennessee, USA",3791,2252
USA,,3792,3
USA,,3793,3
USA,"Wonderland of the Americas Mall, San Antonio, Texas, USA",3794,2253
USA,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",3795,380
USA,,3796,3
USA,"San Rafael, California, USA",3797,2254
USA,"New Braunfels, Texas, USA",3798,2255
USA,,3799,3
USA,"Massachusetts Turnpike, Massachusetts, USA",3800,2256
USA,"Central Park, Manhattan, New York City, New York, USA",3801,242
USA,"Château d'If, Marseille, Bouches-du-Rhône, France",3802,2257
USA,"5132 Calvin Ave, Tarzana, Los Angeles, California, USA",3803,2258
USA,,3804,3
USA,"Los Angeles, California, USA",3805,10
USA,"612 Milwood Court, Venice, California, USA",3806,2259
USA,"4243 Overland Avenue, Culver City, California, USA",3807,2260
USA,"Los Angeles, California, USA",3808,10
USA,"Lili Coffee Shop LLC & The Copacetic Comics Co - 3138 Dobson Street, Pittsburgh, USA",3809,2261
"USA,UK","Isleworth Studios, London Road, Isleworth, Middlesex, England, UK",3810,2262
USA,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",3811,380
USA,"Kayenta, Arizona, USA",3812,86
USA,"Joshua Tree, California, USA",3813,2263
USA,"Bavispe, Sonora, Mexico",3814,823
"Spain,USA","Alicante, Comunidad Valenciana, Spain",3815,2264
USA,"Almería, Andalucía, Spain",3816,383
USA,"San Francisco Police Department, 850 Bryant Street, San Francisco, California, USA",3817,2265
"USA,UK","Eisenhower Auditorium, Pennsylvania State University, State College, Pennsylvania, USA",3818,2266
USA,"North Palm Drive, Beverly Hill, California, USA",3819,2267
USA,"Scottish Rite Temple, 160 S Scott Ave, Tucson, Arizona, USA",3820,2268
USA,"Agra, Uttar Pradesh, India",3821,2269
USA,"Caswell Beach, North Carolina, USA",3822,2270
USA,"Arlington, Texas, USA",3823,1580
"USA,Australia","Fox Studios, Moore Park, Sydney, New South Wales, Australia",3824,44
USA,"RKO-Pathé Studios - 9336 Washington Blvd., Culver City, California, USA",3825,106
USA,"Columbia/Sunset Gower Studios - 1438 N. Gower Street, Hollywood, Los Angeles, California, USA",3826,72
USA,"Third Avenue El, Manhattan, New York City, New York, USA",3827,2271
USA,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",3828,54
USA,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",3829,54
USA,"West 10th Street, Manhattan, New York City, New York, USA",3830,2272
USA,"Santa Clarita, California, USA",3831,70
"USA,UK,Germany","Agios Ioannis Chapel, Skopelos, Greece",3832,2273
USA,"11200 Lakeline Mall Dr, Cedar Park, Texas, USA",3833,2274
USA,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",3834,54
USA,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",3835,380
"USA,Germany,France","Québec, Canada",3836,2275
USA,"Albertson Ranch, Triunfo, California, USA",3837,1900
USA,"2600 Virginia Avenue NW, Washington, District of Columbia, USA",3838,2276
USA,"Santa Monica Mountains, Los Angeles, California, USA",3839,2277
USA,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",3840,380
USA,"Crested Butte, Colorado, USA",3841,2278
USA,"9324 3d Avenue, Bay Ridge, Brooklyn, New York City, New York, USA",3842,2279
USA,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",3843,380
USA,"Santa Clarita, California, USA",3844,70
USA,"Santa Clarita, California, USA",3845,70
"USA,Germany",,3846,1760
USA,"Santa Clarita, California, USA",3847,70
USA,"San Francisco-Oakland Bay Bridge, San Francisco Bay, California, USA",3848,2280
USA,"Halfway House Café - 15564 Sierra Highway, Santa Clarita, California, USA",3849,2073
USA,"California, USA",3850,27
USA,"Los Angeles, California, USA",3851,10
USA,"440 S June St, Los Angeles, California, USA",3852,2281
USA,"Bank of America Building - 555 California Street, San Francisco, California, USA",3853,2282
USA,"American Fork, Utah, USA",3854,2283
USA,"190th Street & Western Avenue, Torrance, California, USA",3855,2284
USA,"Santa Clarita, California, USA",3856,70
USA,"Ames, Iowa, USA",3857,2285
"USA,Germany,Canada,UK","Burnaby, British Columbia, Canada",3858,2286
USA,"Stage 20, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",3859,840
USA,"Dana Point, California, USA",3860,2287
USA,"Melrose Avenue at North Spaulding, Los Angeles, California, USA",3861,2288
USA,"Glendale, California, USA",3862,97
USA,"California, USA",3863,27
USA,"Baltimore, Maryland, USA",3864,38
USA,"Beijing Studios, Beijing, China",3865,2289
USA,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",3866,56
USA,"Beverly Hills, California, USA",3867,116
USA,"New York City, New York, USA",3868,9
"USA,Australia","Los Angeles, California, USA",3869,1560
USA,"Buda Castle, Várkerület, Budapest, Hungary",3870,2290
