ounces,brewery_id,original_index,unique_index,count
12.0 oz,246,1679,982,2
12.0 ounce,176,1680,983,1
12.0 OZ.,176,1681,984,1
12.0 oz.,128,1682,985,5
12.0 oz.,128,1683,985,5
12.0 OZ.,128,1684,986,1
12.0 oz,128,1685,987,2
12.0 oz.,128,1686,985,5
12.0 oz,128,1687,987,2
12.0 oz.,128,1688,985,5
12.0 oz.,128,1689,985,5
12.0 oz,475,1690,988,1
12.0 oz.,475,1691,989,2
12.0 oz.,475,1692,989,2
16.0 oz.,68,1693,990,3
16.0 oz,68,1694,991,1
16.0 oz.,68,1695,990,3
16.0 oz.,68,1696,990,3
16.0 ounce,68,1697,992,1
16.0 ounce,403,1698,993,1
16.0 oz.,487,1699,994,1
12.0 oz.,487,1700,995,1
12.0 oz,487,1701,996,1
16.0 ounce,421,1702,997,2
16.0 oz.,421,1703,998,1
16.0 ounce,421,1704,997,2
16.0 ounce,225,1705,999,1
12.0 ounce,110,1706,1000,1
12.0 oz.,110,1707,1001,1
16.0 ounce,110,1708,1002,1
12.0 OZ.,110,1709,1003,1
16.0 oz.,110,1710,1004,2
16.0 oz.,110,1711,1004,2
16.0 oz.,386,1712,1005,6
16.0 oz.,386,1713,1005,6
16.0 oz.,386,1714,1005,6
16.0 oz.,386,1715,1005,6
16.0 oz.,386,1716,1005,6
16.0 oz.,386,1717,1005,6
12.0 oz,386,1718,1006,2
12.0 oz,386,1719,1006,2
12.0 ounce,44,1720,1007,5
12.0 ounce,44,1721,1007,5
12.0 ounce,44,1722,1007,5
12.0 ounce,44,1723,1007,5
12.0 oz.,44,1724,1008,2
12.0 oz.,44,1725,1008,2
12.0 oz,44,1726,1009,1
12.0 ounce,44,1727,1007,5
12.0 oz.,93,1728,1010,6
12.0 oz,93,1729,1011,1
12.0 oz.,93,1730,1010,6
12.0 oz.,93,1731,1010,6
12.0 oz. Alumi-Tek,93,1732,1012,1
12.0 oz.,93,1733,1010,6
12.0 oz.,93,1734,1010,6
12.0 oz.,93,1735,1010,6
16.0 oz. Alumi-Tek,162,1736,1013,1
16.0 oz,42,1737,1014,1
16.0 oz.,42,1738,1015,1
16.0 ounce,459,1739,1016,1
16.0 oz.,459,1740,1017,1
16.0 ounce,321,1741,1018,1
16.0 oz,321,1742,1019,1
12.0 oz,43,1743,1020,3
12.0 OZ.,43,1744,1021,2
12.0 oz. Alumi-Tek,43,1745,1022,3
12.0 oz,43,1746,1020,3
12.0 oz. Alumi-Tek,43,1747,1022,3
12.0 oz.,43,1748,1023,5
12.0 oz.,43,1749,1023,5
12.0 OZ.,43,1750,1021,2
12.0 oz.,43,1751,1023,5
12.0 oz. Alumi-Tek,43,1752,1022,3
12.0 oz,43,1753,1020,3
12.0 oz.,43,1754,1023,5
12.0 oz.,43,1755,1023,5
12.0 ounce,43,1756,1024,2
12.0 ounce,43,1757,1024,2
16.0 oz,427,1758,1025,1
16.0 oz.,229,1759,1026,3
16.0 oz.,229,1760,1026,3
16.0 ounce,229,1761,1027,2
16.0 oz. Alumi-Tek,229,1762,1028,1
16.0 oz.,229,1763,1026,3
16.0 ounce,229,1764,1027,2
12.0 oz. Alumi-Tek,229,1765,1029,1
16.0 oz,289,1766,1030,1
16.0 oz.,376,1767,1031,1
16.0 ounce,376,1768,1032,1
16.0 OZ.,376,1769,1033,1
12.0 ounce,164,1770,1034,2
12.0 ounce,164,1771,1034,2
12.0 oz.,164,1772,1035,4
12.0 oz.,164,1773,1035,4
12.0 oz,164,1774,1036,1
12.0 oz.,164,1775,1035,4
12.0 oz.,164,1776,1035,4
12.0 oz,397,1777,1037,1
12.0 oz.,397,1778,1038,2
12.0 oz.,397,1779,1038,2
16.0 oz.,397,1780,1039,1
16.0 ounce,397,1781,1040,1
12.0 oz,288,1782,1041,1
12.0 oz.,288,1783,1042,2
12.0 oz.,288,1784,1042,2
12.0 ounce,288,1785,1043,1
12.0 oz.,30,1786,1044,8
16.0 ounce,30,1787,1045,1
16.0 oz,30,1788,1046,1
12.0 oz.,30,1789,1044,8
12.0 ounce,30,1790,1047,5
12.0 oz.,30,1791,1044,8
12.0 oz,30,1792,1048,3
12.0 OZ.,30,1793,1049,1
12.0 oz.,30,1794,1044,8
12.0 ounce,30,1795,1047,5
12.0 oz.,30,1796,1044,8
12.0 oz,30,1797,1048,3
12.0 oz.,30,1798,1044,8
12.0 ounce,30,1799,1047,5
12.0 ounce,30,1800,1047,5
12.0 oz,30,1801,1048,3
12.0 oz.,30,1802,1044,8
12.0 ounce,30,1803,1047,5
12.0 oz.,30,1804,1044,8
12.0 ounce,419,1805,1050,1
12.0 oz,419,1806,1051,1
16.0 ounce,252,1807,1052,2
12.0 ounce,252,1808,1053,1
16.0 ounce,252,1809,1052,2
12.0 ounce,392,1810,1054,1
12.0 oz,392,1811,1055,1
12.0 oz.,392,1812,1056,5
12.0 oz.,392,1813,1056,5
12.0 oz.,392,1814,1056,5
12.0 oz.,392,1815,1056,5
12.0 oz.,392,1816,1056,5
16.0 oz.,398,1817,1057,1
12.0 oz,394,1818,1058,1
12.0 oz.,394,1819,1059,2
12.0 oz.,394,1820,1059,2
12.0 oz,428,1821,1060,1
12.0 oz.,428,1822,1061,3
12.0 ounce,428,1823,1062,1
12.0 oz.,428,1824,1061,3
12.0 oz. Alumi-Tek,428,1825,1063,1
12.0 oz.,428,1826,1061,3
12.0 oz.,502,1827,1064,1
12.0 oz.,432,1828,1065,1
16.0 oz,411,1829,1066,2
16.0 oz,411,1830,1066,2
16.0 oz.,494,1831,1067,1
16.0 ounce,494,1832,1068,1
16.0 oz,183,1833,1069,1
16.0 ounce,183,1834,1070,2
16.0 ounce,183,1835,1070,2
16.0 oz.,183,1836,1071,2
16.0 oz.,183,1837,1071,2
12.0 oz.,130,1838,1072,1
12.0 ounce,511,1839,1073,1
12.0 oz.,385,1840,1074,3
12.0 oz,385,1841,1075,1
12.0 oz.,385,1842,1074,3
12.0 oz.,385,1843,1074,3
12.0 ounce,83,1844,1076,2
12.0 oz.,83,1845,1077,4
12.0 oz.,83,1846,1077,4
12.0 oz.,83,1847,1077,4
16.0 oz.,83,1848,1078,2
12.0 ounce,83,1849,1076,2
12.0 oz.,83,1850,1077,4
16.0 oz.,83,1851,1078,2
12.0 oz. Alumi-Tek,83,1852,1079,1
16.0 oz,137,1853,1080,1
12.0 oz.,551,1854,1081,2
12.0 oz.,551,1855,1081,2
12.0 oz,551,1856,1082,1
12.0 oz. Alumi-Tek,46,1857,1083,2
12.0 oz,46,1858,1084,2
12.0 OZ.,46,1859,1085,1
16.0 ounce,46,1860,1086,6
24.0 ounce,46,1861,1087,1
12.0 oz.,46,1862,1088,2
12.0 oz.,46,1863,1088,2
12.0 ounce,46,1864,1089,1
16.0 OZ.,46,1865,1090,2
16.0 ounce,46,1866,1086,6
16.0 oz.,46,1867,1091,6
16.0 oz.,46,1868,1091,6
16.0 oz,46,1869,1092,1
12.0 oz. Alumi-Tek,46,1870,1083,2
16.0 oz.,46,1871,1091,6
16.0 oz.,46,1872,1091,6
16.0 ounce,46,1873,1086,6
12.0 oz,46,1874,1084,2
16.0 OZ.,46,1875,1090,2
16.0 ounce,46,1876,1086,6
16.0 ounce,46,1877,1086,6
16.0 oz.,46,1878,1091,6
16.0 oz.,46,1879,1091,6
16.0 ounce,46,1880,1086,6
12.0 oz,264,1881,1093,5
12.0 oz,264,1882,1093,5
12.0 OZ.,264,1883,1094,1
12.0 ounce,264,1884,1095,2
12.0 oz.,264,1885,1096,4
12.0 oz,264,1886,1093,5
12.0 oz.,264,1887,1096,4
12.0 ounce,264,1888,1095,2
12.0 oz.,264,1889,1096,4
12.0 oz,264,1890,1093,5
12.0 oz,264,1891,1093,5
12.0 oz.,264,1892,1096,4
12.0 oz,313,1893,1097,1
12.0 ounce,313,1894,1098,1
24.0 ounce,64,1895,1099,2
24.0 ounce,64,1896,1099,2
12.0 ounce,557,1897,1100,1
12.0 oz. Alumi-Tek,163,1898,1101,1
12.0 oz,371,1899,1102,1
12.0 ounce,371,1900,1103,3
12.0 oz.,371,1901,1104,5
12.0 ounce,371,1902,1103,3
12.0 oz.,371,1903,1104,5
12.0 oz.,371,1904,1104,5
12.0 oz. Alumi-Tek,371,1905,1105,2
12.0 oz.,371,1906,1104,5
12.0 oz. Alumi-Tek,371,1907,1105,2
12.0 OZ.,371,1908,1106,1
12.0 ounce,371,1909,1103,3
12.0 oz.,371,1910,1104,5
12.0 oz,115,1911,1107,2
12.0 oz.,115,1912,1108,1
12.0 oz,115,1913,1107,2
12.0 ounce,191,1914,1109,1
12.0 oz. Alumi-Tek,191,1915,1110,1
12.0 oz.,191,1916,1111,4
12.0 oz.,191,1917,1111,4
12.0 oz,191,1918,1112,1
12.0 oz.,191,1919,1111,4
12.0 oz.,191,1920,1111,4
12.0 ounce,309,1921,1113,2
12.0 oz. Alumi-Tek,309,1922,1114,2
12.0 OZ.,309,1923,1115,4
12.0 oz,309,1924,1116,3
16.0 oz,309,1925,1117,2
12.0 oz,309,1926,1116,3
12.0 OZ.,309,1927,1115,4
16.0 oz.,309,1928,1118,2
16.0 oz,309,1929,1117,2
12.0 oz,309,1930,1116,3
12.0 OZ.,309,1931,1115,4
12.0 oz. Alumi-Tek,309,1932,1114,2
12.0 oz.,309,1933,1119,2
12.0 oz.,309,1934,1119,2
12.0 OZ.,309,1935,1115,4
16.0 oz.,309,1936,1118,2
12.0 ounce,309,1937,1113,2
16.0 ounce,257,1938,1120,1
16.0 oz. Alumi-Tek,257,1939,1121,1
16.0 oz.,257,1940,1122,2
16.0 oz.,257,1941,1122,2
12.0 oz.,249,1942,1123,1
16.0 oz.,436,1943,1124,1
16.0 ounce,436,1944,1125,1
16.0 oz,133,1945,1126,3
16.0 oz.,133,1946,1127,1
12.0 oz,133,1947,1128,1
12.0 oz.,133,1948,1129,1
12.0 OZ.,133,1949,1130,1
16.0 oz,133,1950,1126,3
16.0 oz,133,1951,1126,3
16.0 oz. Alumi-Tek,133,1952,1131,1
16.0 ounce,133,1953,1132,1
12.0 oz,118,1954,1133,5
12.0 ounce,118,1955,1134,3
12.0 oz.,118,1956,1135,4
12.0 oz.,118,1957,1135,4
12.0 ounce,118,1958,1134,3
12.0 oz.,118,1959,1135,4
12.0 oz,118,1960,1133,5
16.0 oz.,118,1961,1136,1
12.0 oz,118,1962,1133,5
12.0 ounce,118,1963,1134,3
12.0 oz,118,1964,1133,5
12.0 oz,118,1965,1133,5
16.0 ounce,118,1966,1137,1
12.0 oz.,118,1967,1135,4
12.0 oz.,78,1968,1138,1
16.0 oz,508,1969,1139,1
16.0 oz,175,1970,1140,2
16.0 oz.,175,1971,1141,3
16.0 OZ.,175,1972,1142,2
16.0 oz,175,1973,1140,2
16.0 oz.,175,1974,1141,3
16.0 oz.,175,1975,1141,3
12.0 oz,175,1976,1143,2
16.0 OZ.,175,1977,1142,2
12.0 oz.,175,1978,1144,3
12.0 oz.,175,1979,1144,3
12.0 oz,175,1980,1143,2
12.0 oz.,175,1981,1144,3
12.0 ounce,498,1982,1145,2
12.0 ounce,498,1983,1145,2
12.0 oz,372,1984,1146,1
16.0 oz,186,1985,1147,1
12.0 oz,383,1986,1148,2
16.0 ounce,383,1987,1149,1
12.0 oz,383,1988,1148,2
12.0 ounce,383,1989,1150,1
12.0 oz.,119,1990,1151,1
12.0 oz,119,1991,1152,2
12.0 oz,119,1992,1152,2
12.0 oz. Alumi-Tek,119,1993,1153,1
12.0 oz.,131,1994,1154,5
12.0 oz. Alumi-Tek,131,1995,1155,4
12.0 oz,131,1996,1156,7
12.0 ounce,131,1997,1157,3
12.0 oz.,131,1998,1154,5
12.0 oz. Alumi-Tek,131,1999,1155,4
12.0 oz,131,2000,1156,7
12.0 oz,131,2001,1156,7
16.0 oz.,131,2002,1158,1
12.0 oz.,131,2003,1154,5
16.0 ounce,131,2004,1159,1
16.0 oz,131,2005,1160,1
12.0 oz. Alumi-Tek,131,2006,1155,4
12.0 oz. Alumi-Tek,131,2007,1155,4
12.0 oz,131,2008,1156,7
12.0 oz.,131,2009,1154,5
12.0 ounce,131,2010,1157,3
12.0 oz,131,2011,1156,7
12.0 oz,131,2012,1156,7
12.0 ounce,131,2013,1157,3
12.0 oz.,131,2014,1154,5
12.0 oz,131,2015,1156,7
16.0 ounce,486,2016,1161,1
12.0 OZ.,255,2017,1162,1
12.0 oz.,255,2018,1163,1
12.0 ounce,255,2019,1164,1
12.0 oz,492,2020,1165,1
12.0 oz.,412,2021,1166,3
12.0 oz.,412,2022,1166,3
12.0 oz.,412,2023,1166,3
12.0 oz,129,2024,1167,1
12.0 oz.,129,2025,1168,3
12.0 oz.,129,2026,1168,3
12.0 oz.,129,2027,1168,3
12.0 oz.,138,2028,1169,1
12.0 ounce,58,2029,1170,1
16.0 ounce,58,2030,1171,1
16.0 oz.,58,2031,1172,1
16.0 ounce,25,2032,1173,11
16.0 ounce,25,2033,1173,11
16.0 oz.,25,2034,1174,10
16.0 ounce,25,2035,1173,11
16.0 oz.,25,2036,1174,10
16.0 ounce,25,2037,1173,11
16.0 oz,25,2038,1175,12
16.0 ounce,25,2039,1173,11
16.0 oz. Alumi-Tek,25,2040,1176,3
16.0 oz,25,2041,1175,12
16.0 oz.,25,2042,1174,10
16.0 oz,25,2043,1175,12
16.0 ounce,25,2044,1173,11
16.0 ounce,25,2045,1173,11
16.0 oz. Silo Can,25,2046,1177,1
16.0 oz,25,2047,1175,12
16.0 ounce,25,2048,1173,11
16.0 oz.,25,2049,1174,10
16.0 oz.,25,2050,1174,10
16.0 OZ.,25,2051,1178,1
16.0 ounce,25,2052,1173,11
16.0 oz.,25,2053,1174,10
16.0 oz.,25,2054,1174,10
16.0 oz,25,2055,1175,12
16.0 oz,25,2056,1175,12
16.0 ounce,25,2057,1173,11
16.0 oz. Alumi-Tek,25,2058,1176,3
16.0 oz,25,2059,1175,12
16.0 oz,25,2060,1175,12
16.0 oz,25,2061,1175,12
16.0 oz.,25,2062,1174,10
16.0 oz,25,2063,1175,12
16.0 oz.,25,2064,1174,10
16.0 ounce,25,2065,1173,11
16.0 oz,25,2066,1175,12
16.0 oz.,25,2067,1174,10
16.0 oz,25,2068,1175,12
16.0 oz. Alumi-Tek,25,2069,1176,3
12.0 OZ.,455,2070,1179,1
12.0 ounce,455,2071,1180,1
16.0 oz.,61,2072,1181,5
16.0 oz.,61,2073,1181,5
16.0 oz,61,2074,1182,3
16.0 ounce,61,2075,1183,3
16.0 ounce,61,2076,1183,3
16.0 ounce,61,2077,1183,3
16.0 oz,61,2078,1182,3
16.0 oz,61,2079,1182,3
16.0 oz.,61,2080,1181,5
16.0 OZ.,61,2081,1184,1
16.0 oz.,61,2082,1181,5
16.0 oz.,61,2083,1181,5
16.0 oz. Alumi-Tek,61,2084,1185,1
12.0 oz,447,2085,1186,2
12.0 oz.,447,2086,1187,1
12.0 OZ.,447,2087,1188,2
12.0 OZ.,447,2088,1188,2
12.0 oz,447,2089,1186,2
12.0 OZ.,381,2090,1189,1
12.0 oz.,49,2091,1190,4
12.0 oz.,49,2092,1190,4
12.0 oz.,49,2093,1190,4
12.0 oz.,49,2094,1190,4
12.0 ounce,449,2095,1191,2
12.0 oz.,449,2096,1192,1
24.0 oz.,449,2097,1193,3
12.0 oz. Silo Can,449,2098,1194,1
24.0 oz.,449,2099,1193,3
24.0 oz.,449,2100,1193,3
12.0 oz,449,2101,1195,1
12.0 ounce,449,2102,1191,2
16.9 OZ.,45,2103,1196,1
16.0 oz.,45,2104,1197,6
16.0 oz.,45,2105,1197,6
16.0 OZ.,45,2106,1198,2
16.0 oz,45,2107,1199,6
16.0 oz,45,2108,1199,6
16.0 oz,45,2109,1199,6
16.0 ounce,45,2110,1200,2
16.0 oz.,45,2111,1197,6
16.0 ounce,45,2112,1200,2
16.0 oz.,45,2113,1197,6
16.0 OZ.,45,2114,1198,2
12.0 ounce,45,2115,1201,1
16.0 oz,45,2116,1199,6
16.0 oz.,45,2117,1197,6
16.0 oz.,45,2118,1197,6
16.0 oz,45,2119,1199,6
16.0 oz,45,2120,1199,6
16.0 oz. Alumi-Tek,409,2121,1202,1
16.0 oz.,409,2122,1203,1
16.0 oz.,490,2123,1204,1
16.0 oz. Alumi-Tek,490,2124,1205,1
16.0 oz.,7,2125,1206,2
16.0 oz.,7,2126,1206,2
16.0 oz,7,2127,1207,1
12.0 oz,28,2128,1208,1
12.0 ounce,480,2129,1209,1
12.0 oz.,480,2130,1210,2
12.0 oz.,480,2131,1210,2
12.0 oz.,210,2132,1211,1
12.0 oz. Alumi-Tek,210,2133,1212,1
12.0 ounce,210,2134,1213,1
12.0 oz,469,2135,1214,1
12.0 ounce,215,2136,1215,1
12.0 oz,215,2137,1216,2
12.0 oz,215,2138,1216,2
12.0 oz.,215,2139,1217,1
16.0 oz,272,2140,1218,1
16.0 oz.,272,2141,1219,3
16.0 oz.,272,2142,1219,3
16.0 oz.,272,2143,1219,3
16.0 oz. Alumi-Tek,272,2144,1220,2
16.0 oz. Alumi-Tek,272,2145,1220,2
12.0 ounce,457,2146,1221,3
12.0 ounce,457,2147,1221,3
12.0 ounce,457,2148,1221,3
12.0 oz.,457,2149,1222,1
12.0 ounce,262,2150,1223,1
12.0 oz,262,2151,1224,2
12.0 oz,262,2152,1224,2
16.0 oz,329,2153,1225,2
16.0 oz,329,2154,1225,2
16.0 ounce,329,2155,1226,1
16.0 ounce,33,2156,1227,1
16.0 oz.,33,2157,1228,2
16.0 oz,33,2158,1229,2
16.0 oz.,33,2159,1228,2
16.0 oz,33,2160,1229,2
12.0 ounce,328,2161,1230,1
12.0 oz. Alumi-Tek,90,2162,1231,1
12.0 ounce,484,2163,1232,1
16.0 oz.,9,2164,1233,1
12.0 OZ.,438,2165,1234,1
16.0 oz.,438,2166,1235,2
16.0 oz.,438,2167,1235,2
12.0 oz.,334,2168,1236,1
12.0 oz. Alumi-Tek,142,2169,1237,1
12.0 oz,142,2170,1238,2
12.0 oz,142,2171,1238,2
12.0 ounce,142,2172,1239,1
12.0 ounce,108,2173,1240,1
12.0 oz. Alumi-Tek,153,2174,1241,1
12.0 oz.,153,2175,1242,2
12.0 oz.,153,2176,1242,2
12.0 oz. Silo Can,273,2177,1243,1
12.0 oz,273,2178,1244,1
16.0 oz,21,2179,1245,2
16.0 oz.,21,2180,1246,1
16.0 oz,21,2181,1245,2
16.0 OZ.,21,2182,1247,1
12.0 ounce,282,2183,1248,1
12.0 oz,282,2184,1249,3
12.0 oz,282,2185,1249,3
12.0 oz,282,2186,1249,3
16.0 ounce,17,2187,1250,2
16.0 oz,17,2188,1251,3
16.0 oz,17,2189,1251,3
16.0 OZ.,17,2190,1252,1
16.0 ounce,17,2191,1250,2
16.0 oz.,17,2192,1253,3
16.0 oz,17,2193,1251,3
16.0 oz.,17,2194,1253,3
16.0 oz.,17,2195,1253,3
12.0 ounce,152,2196,1254,2
12.0 oz,152,2197,1255,3
12.0 oz,152,2198,1255,3
12.0 ounce,152,2199,1254,2
12.0 oz.,152,2200,1256,2
12.0 oz,152,2201,1255,3
12.0 oz.,152,2202,1256,2
12.0 oz.,291,2203,1257,2
12.0 oz.,291,2204,1257,2
16.0 oz.,474,2205,1258,2
16.0 oz.,474,2206,1258,2
12.0 oz.,265,2207,1259,1
12.0 oz,265,2208,1260,1
12.0 oz. Alumi-Tek,265,2209,1261,1
12.0 oz.,524,2210,1262,1
12.0 ounce,524,2211,1263,2
12.0 ounce,524,2212,1263,2
16.0 ounce,97,2213,1264,3
16.0 ounce,97,2214,1264,3
12.0 oz.,97,2215,1265,1
16.0 ounce,97,2216,1264,3
12.0 ounce,97,2217,1266,1
12.0 oz.,539,2218,1267,1
16.0 ounce,520,2219,1268,1
12.0 ounce,38,2220,1269,1
12.0 oz. Alumi-Tek,38,2221,1270,1
12.0 oz.,38,2222,1271,1
12.0 oz,190,2223,1272,4
12.0 oz,190,2224,1272,4
12.0 oz,190,2225,1272,4
12.0 ounce,190,2226,1273,6
12.0 ounce,190,2227,1273,6
12.0 oz.,190,2228,1274,2
12.0 ounce,190,2229,1273,6
12.0 ounce,190,2230,1273,6
12.0 oz,190,2231,1272,4
12.0 oz.,190,2232,1274,2
12.0 ounce,190,2233,1273,6
12.0 ounce,190,2234,1273,6
16.0 oz,74,2235,1275,1
12.0 oz,74,2236,1276,3
12.0 oz.,74,2237,1277,2
12.0 oz.,74,2238,1277,2
12.0 oz. Alumi-Tek,74,2239,1278,1
12.0 oz,74,2240,1276,3
12.0 ounce,74,2241,1279,2
12.0 ounce,74,2242,1279,2
12.0 oz,74,2243,1276,3
12.0 OZ.,74,2244,1280,1
12.0 oz,243,2245,1281,1
16.0 oz.,435,2246,1282,1
12.0 oz,435,2247,1283,2
12.0 oz.,435,2248,1284,1
12.0 oz,435,2249,1283,2
12.0 ounce,435,2250,1285,1
12.0 OZ.,159,2251,1286,2
12.0 oz,159,2252,1287,2
12.0 oz.,159,2253,1288,4
12.0 OZ.,159,2254,1286,2
12.0 ounce,159,2255,1289,1
12.0 oz,159,2256,1287,2
12.0 oz.,159,2257,1288,4
12.0 oz.,159,2258,1288,4
12.0 oz.,159,2259,1288,4
12.0 ounce,555,2260,1290,1
16.0 oz,126,2261,1291,1
16.0 oz.,126,2262,1292,1
16.0 ounce,338,2263,1293,2
16.0 ounce,338,2264,1293,2
16.0 oz,338,2265,1294,1
16.0 ounce,522,2266,1295,1
16.0 oz,522,2267,1296,1
16.0 oz.,522,2268,1297,2
16.0 oz.,522,2269,1297,2
16.0 OZ.,522,2270,1298,1
12.0 oz,71,2271,1299,2
12.0 OZ.,71,2272,1300,1
12.0 oz,71,2273,1299,2
12.0 oz.,71,2274,1301,1
16.0 oz.,202,2275,1302,2
16.0 oz. Alumi-Tek,202,2276,1303,1
16.0 oz.,202,2277,1302,2
19.2 oz.,51,2278,1304,3
19.2 oz,51,2279,1305,2
19.2 oz.,51,2280,1304,3
19.2 OZ.,51,2281,1306,2
19.2 OZ.,51,2282,1306,2
12.0 oz.,51,2283,1307,5
12.0 oz.,51,2284,1307,5
19.2 oz,51,2285,1305,2
19.2 oz.,51,2286,1304,3
16.0 oz.,51,2287,1308,1
16.0 ounce,51,2288,1309,1
12.0 oz.,51,2289,1307,5
12.0 oz.,51,2290,1307,5
12.0 ounce,51,2291,1310,2
12.0 oz,51,2292,1311,2
12.0 oz,51,2293,1311,2
12.0 oz.,51,2294,1307,5
12.0 ounce,51,2295,1310,2
16.0 OZ.,546,2296,1312,1
12.0 oz,546,2297,1313,1
12.0 oz.,302,2298,1314,2
12.0 ounce,302,2299,1315,5
12.0 oz. Alumi-Tek,302,2300,1316,1
12.0 ounce,302,2301,1315,5
12.0 oz.,302,2302,1314,2
12.0 ounce,302,2303,1315,5
12.0 ounce,302,2304,1315,5
12.0 ounce,302,2305,1315,5
16.0 oz.,185,2306,1317,2
16.0 oz.,185,2307,1317,2
16.0 ounce,185,2308,1318,1
16.0 OZ.,185,2309,1319,1
16.0 oz,185,2310,1320,1
12.0 ounce,113,2311,1321,1
12.0 oz,322,2312,1322,1
12.0 oz.,322,2313,1323,2
12.0 OZ.,322,2314,1324,1
12.0 oz.,322,2315,1323,2
12.0 oz. Alumi-Tek,322,2316,1325,1
12.0 ounce,322,2317,1326,1
12.0 oz,295,2318,1327,3
12.0 oz,295,2319,1327,3
12.0 OZ.,295,2320,1328,3
12.0 OZ.,295,2321,1328,3
12.0 ounce,295,2322,1329,2
12.0 OZ.,295,2323,1328,3
12.0 ounce,295,2324,1329,2
12.0 oz,295,2325,1327,3
12.0 oz.,295,2326,1330,3
12.0 oz.,295,2327,1330,3
12.0 oz.,295,2328,1330,3
12.0 oz.,506,2329,1331,1
16.0 oz,94,2330,1332,1
16.0 oz.,94,2331,1333,3
16.0 oz.,94,2332,1333,3
16.0 oz.,94,2333,1333,3
12.0 oz.,100,2334,1334,3
12.0 oz.,100,2335,1334,3
12.0 ounce,100,2336,1335,1
12.0 oz.,100,2337,1334,3
12.0 ounce,384,2338,1336,2
12.0 ounce,384,2339,1336,2
12.0 oz.,384,2340,1337,1
12.0 oz,384,2341,1338,1
12.0 oz.,351,2342,1339,1
12.0 oz,351,2343,1340,2
12.0 oz,351,2344,1340,2
16.0 ounce,132,2345,1341,1
12.0 oz,132,2346,1342,3
12.0 ounce,132,2347,1343,2
12.0 ounce,132,2348,1343,2
12.0 oz,132,2349,1342,3
12.0 oz.,132,2350,1344,1
12.0 oz,132,2351,1342,3
12.0 oz,47,2352,1345,1
12.0 oz.,47,2353,1346,2
12.0 oz.,47,2354,1346,2
12.0 ounce,47,2355,1347,1
16.0 ounce,396,2356,1348,1
12.0 oz,296,2357,1349,1
12.0 oz.,296,2358,1350,2
12.0 oz.,296,2359,1350,2
12.0 oz. Alumi-Tek,361,2360,1351,2
12.0 oz,361,2361,1352,4
12.0 ounce,361,2362,1353,2
12.0 OZ.,361,2363,1354,1
12.0 oz,361,2364,1352,4
12.0 oz. Alumi-Tek,361,2365,1351,2
12.0 oz,361,2366,1352,4
12.0 oz.,361,2367,1355,1
12.0 ounce,361,2368,1353,2
12.0 oz,361,2369,1352,4
12.0 oz,181,2370,1356,2
12.0 oz.,181,2371,1357,1
12.0 ounce,181,2372,1358,1
12.0 oz,181,2373,1356,2
16.0 oz. Alumi-Tek,499,2374,1359,1
16.0 oz.,499,2375,1360,2
16.0 oz.,499,2376,1360,2
16.0 ounce,550,2377,1361,1
16.0 oz,550,2378,1362,1
16.0 ounce,509,2379,1363,1
16.0 oz,509,2380,1364,1
12.0 oz.,211,2381,1365,2
12.0 ounce,211,2382,1366,1
12.0 oz.,211,2383,1365,2
12.0 OZ.,211,2384,1367,1
12.0 oz,239,2385,1368,1
12.0 ounce,239,2386,1369,1
12.0 OZ.,239,2387,1370,1
12.0 oz.,14,2388,1371,2
12.0 oz.,14,2389,1371,2
12.0 oz,344,2390,1372,1
12.0 oz.,402,2391,1373,1
12.0 oz,501,2392,1374,1
12.0 ounce,109,2393,1375,1
12.0 oz.,109,2394,1376,1
16.0 oz,339,2395,1377,1
12.0 oz.,199,2396,1378,1
12.0 oz,199,2397,1379,4
12.0 oz,199,2398,1379,4
12.0 oz,199,2399,1379,4
12.0 oz,199,2400,1379,4
12.0 oz.,424,2401,1380,6
12.0 oz,424,2402,1381,1
12.0 oz.,424,2403,1380,6
12.0 oz.,424,2404,1380,6
12.0 oz.,424,2405,1380,6
12.0 oz. Alumi-Tek,424,2406,1382,1
12.0 oz.,424,2407,1380,6
12.0 ounce,424,2408,1383,1
12.0 oz.,424,2409,1380,6
