beer-name,abv,original_index,unique_index
Autocrat Coffee Milk Stout,0.053,1422,1393
Narragansett Bohemian Pilsner,0.086%,1423,1394
Narragansett Summer Ale,0.042,1424,1395
Narragansett Cream Ale,0.05,1425,1396
Narragansett Summer Ale,0.042%,1426,1397
Narragansett Porter,0.07,1427,1398
Narragansett Bock,0.065,1428,1399
Narragansett Fest Lager,0.055,1429,1400
Undun Blonde Ale,0.053%,1430,1401
CuDa Cascadian Dark Ale,0.07400000000000001%,1431,1402
Old Grogham Imperial India Pale Ale,0.085,1432,1403
Old Grogham Imperial India Pale Ale (2012),0.085,1433,1404
CuDa Cascadian Dark Ale (2012),0.07400000000000001%,1434,1405
Undun Blonde Ale (2012),0.053,1435,1406
Wick For Brains,0.061,1436,1407
Nebraska India Pale Ale,0.065,1437,1408
EOS Hefeweizen,0.048,1438,1409
Brunette Nut Brown Ale,0.048,1439,1410
Cardinal Pale Ale,0.057,1440,1411
County Line IPA,0.066%,1441,1412
Trauger Pilsner,0.048,1442,1413
Slow Ride,0.045,1443,1414
Ranger IPA,0.065,1444,1415
Shift,0.05%,1445,1416
1554 Black Lager,0.055999999999999994%,1446,1417
Blue Paddle,0.048,1447,1418
California Route,0.055%,1448,1419
Snapshot,0.052,1449,1420
Sunshine Wheat Beer,0.048%,1450,1421
Fat Tire Amber Ale,0.052000000000000005%,1451,1422
Shift (1),0.05,1452,1423
Fat Tire Amber Ale (2011),0.052,1453,1424
Shift,0.05,1454,1425
Ranger IPA,0.065%,1455,1426
Fat Tire Amber Ale,0.052,1456,1427
Ranger IPA (Current),0.065,1457,1428
Sunshine Wheat Beer (2009),0.048,1458,1429
Fat Tire Amber Ale (2008),0.052000000000000005%,1459,1430
Weiss Trash Culture,0.034,1460,1431
Sea Hag IPA,0.062%,1461,1432
Elm City Pilsner,0.05,1462,1433
Atlantic Amber Ale (2004),0.05,1463,1434
668 Neighbor of the Beast12 oz.,0.09,1464,1435
Gandhi-Bot Double IPA (12 oz.),0.088,1465,1436
668 Neighbor of the Beast (16 oz.) (2010),0.09%,1466,1437
Gandhi-Bot Double IPA (16 oz.) (2010),0.088,1467,1438
Elm City Lager (2007),0.05,1468,1439
Atlantic Amber Ale (2007),0.05%,1469,1440
Sea Hag IPA (Current),0.062,1470,1441
Rebirth Pale Ale,0.05%,1471,1442
Irish Channel Stout,0.068,1472,1443
MechaHopzilla,0.088,1473,1444
Hopitoulas IPA,0.065%,1474,1445
NOLA Brown Ale,0.039,1475,1446
NOLA Blonde Ale,0.049%,1476,1447
Skylight,0.056,1477,1448
Kadigan,0.056,1478,1449
Dammit Jim!,0.052000000000000005%,1479,1450
Nut Brown Ale,0.054000000000000006%,1480,1451
White Ale,0.046,1481,1452
Cream Ale,0.042%,1482,1453
Green Head IPA,0.072,1483,1454
Plum Island Belgian White,0.054,1484,1455
Newburyport Pale Ale,0.055,1485,1456
Marblehead,0.055%,1486,1457
Jam Session,0.051%,1487,1458
Hop Drop 'N Roll IPA,0.072,1488,1459
Paleo IPA,0.06,1489,1460
Buck Snort Stout,0.061,1490,1461
Station 33 Firehouse Red,0.055,1491,1462
Slimy Pebble Pils,0.045,1492,1463
Get Together,0.045%,1493,1464
Maggie's Leap,0.049%,1494,1465
Wall's End,0.048%,1495,1466
Pumpion,0.06,1496,1467
Stronghold,0.06,1497,1468
Parapet ESB,0.056,1498,1469
Blue Boots IPA,0.069%,1499,1470
Hoppy Bitch IPA,0.063,1500,1471
Three Skulls Ale Pale Ale,0.063%,1501,1472
Walter's Premium Pilsener Beer,0.045,1502,1473
Floppin' Crappie,0.045,1503,1474
Left of the Dial IPA,0.043,1504,1475
Notch Session Pils,0.04,1505,1476
O'Fallon Pumpkin Beer,0.055,1506,1477
5 Day IPA,0.061,1507,1478
O'Fallon Wheach,0.051,1508,1479
Watershed IPA,0.067,1509,1480
Oakshire Amber Ale,0.054,1510,1481
Overcast Espresso Stout,0.058,1511,1482
Watershed IPA (2013),0.067%,1512,1483
Lake Monster,0.082,1513,1484
London Homesick Ale,0.049,1514,1485
Luchesa Lager,0.048,1515,1486
Slow Ride,0.048%,1516,1487
Occidental Hefeweizen,0.047,1517,1488
Occidental Dunkel,0.051%,1518,1489
Occidental Altbier,0.05,1519,1490
Occidental Kölsch,0.045,1520,1491
Perpetual Darkness,0.092%,1521,1492
Clan Warrior,0.087,1522,1493
Psycho Penguin Vanilla Porter,0.054,1523,1494
Heliocentric Hefeweizen,0.047,1524,1495
Ghose Drifter Pale Ale,0.051%,1525,1496
Ghost Rider Pale Ale (2013),0.051,1526,1497
Helios Hefeweizen (2013),0.047,1527,1498
The Hole in Hadrian's Wall,0.095%,1528,1499
33 Select Brown Ale,0.065,1529,1500
Midwest Charm Farmhouse Ale,0.06%,1530,1501
Boji Blue Pale Ale,0.05%,1531,1502
Winter Games Select #32 Stout,0.057,1532,1503
Boji Beach Golden Rye Ale,0.05%,1533,1504
Hopsmith Pale Lager,0.06,1534,1505
Falling Down Brown Ale,0.065,1535,1506
Resolution Rye Stout,0.068,1536,1507
Plowshare Porter,0.055,1537,1508
Old Forge Pumpkin Ale,0.046%,1538,1509
Endless Sun Ale,0.045,1539,1510
Celestial Blonde Ale,0.065,1540,1511
Overbite IPA,0.075%,1541,1512
T-Rail Pale Ale,0.055,1542,1513
Endless Summer Ale (2011),0.048%,1543,1514
Clem's Gold,0.053%,1544,1515
Lizzy's Red,0.055%,1545,1516
Orlison India Pale Lager,0.067%,1546,1517
Brünette,0.042,1547,1518
Havanüther,0.040999999999999995%,1548,1519
Lyric Ale,0.065,1549,1520
Atalanta,0.053,1550,1521
Pinner Throwback IPA,0.049%,1551,1522
Centennial State Pale Ale,0.052,1552,1523
Old Chub NITRO,0.08,1553,1524
The CROWLER™,,1554,1525
CAN'D AID Foundation,,1555,1526
Icey.P.A.,,1556,1527
One Nut Brown,0.05,1557,1528
Birth IPA,,1558,1529
Dale's Pale Ale,0.065,1559,1530
Dale's Pale Ale,0.065,1560,1530
Mama's Little Yella Pils,0.053%,1561,1531
oSKAr the G'Rauch,0.085,1562,1532
oSKAr the G'Rauch,0.085,1563,1532
Dale's Pale Ale,0.065,1564,1530
The Deuce,0.07%,1565,1533
Dale's Pale Ale (10 Year Anniversary),0.065,1566,1534
Dale's Pale Ale (2012),0.065,1567,1535
Gordon Imperial Red (2010),0.087%,1568,1536
Dale's Pale Ale (2011),0.065,1569,1537
Dale's Pale Ale (2010),0.065,1570,1538
G'KNIGHT (16 oz.),0.087,1571,1539
15th Anniversary Abbey Ale (2012),0.09%,1572,1540
Chaka,0.08%,1573,1541
HGH (Home Grown Hops): Part Duh,0.08,1574,1542
Deviant Dale's IPA,0.08%,1575,1543
One Hit Wonder,0.09,1576,1544
G'KNIGHT (12 oz.),0.087,1577,1545
Ten Fidy Imperial Stout,0.099,1578,1546
Mama's Little Yella Pils,0.053%,1579,1531
GUBNA Imperial IPA,0.099,1580,1547
Old Chub,0.08,1581,1548
Gordon Ale (2009),0.087,1582,1549
Dale's Pale Ale,0.065,1583,1530
Gordon (2005),0.092,1584,1550
Ten Fidy Imperial Stout (2008),0.095,1585,1551
Ten Fidy Imperial Stout (2007),0.099,1586,1552
Old Chub (2008),0.08%,1587,1553
Old Chub (2004),0.08,1588,1554
Old Chub (2003),0.08,1589,1555
Dale's Pale Ale (2008),0.065,1590,1556
Dale's Pale Ale (2006),0.065%,1591,1557
Dale's Pale Ale (2004),0.065,1592,1558
Dale's Pale Ale (2003),0.065%,1593,1559
Dale's Pale Ale (2002),0.065,1594,1560
Leroy (2005),0.052000000000000005%,1595,1561
Gordon Beer (2006),0.087,1596,1562
G'KNIGHT,0.087%,1597,1563
Ten Fidy,0.099%,1598,1564
Deviant Dale's IPA,0.08%,1599,1543
Old Chub,0.08,1600,1548
Dale's Pale Ale,0.065,1601,1530
Dale's Pale Ale,0.065,1602,1530
Fresh Slice White IPA,0.055%,1603,1565
Overgrown American Pale Ale,0.055,1604,1566
Ozark American Pale Ale,0.04,1605,1567
Hula Hoppie Session IPA,0.048,1606,1568
Dirty Hippie Dark Wheat,0.053,1607,1569
Rustic Red,0.052,1608,1570
Stimulator Pale Ale,0.053%,1609,1571
Old Town Ale,0.045,1610,1572
Car 21,0.044,1611,1573
Cache La Porter,0.05,1612,1574
Rodeo Rye Pale Ale,0.042,1613,1575
Outlaw IPA,0.062%,1614,1576
North Fork Lager,0.044,1615,1577
Payette Pale Ale,0.048,1616,1578
Mutton Buster,0.055%,1617,1579
Side Kick Kölsch,0.05%,1618,1580
Fresh Cut Pilsner,0.046%,1619,1581
Summer Session Ale,0.05,1620,1582
Lobo Lito,0.04,1621,1583
Robert Earl Keen Honey Pils,0.05,1622,1584
Mound Builder IPA,0.065,1623,1585
Amazon Princess IPA,0.062,1624,1586
Farmer's Daughter Wheat,0.042,1625,1587
People's Pilsner,0.045,1626,1588
Hotbox Brown,0.055,1627,1589
Gold,0.048,1628,1590
Black,0.058,1629,1591
98 Problems (Cuz A Hop Ain't One),0.065%,1630,1592
Veteran’s Pale Ale (VPA),0.05,1631,1593
Grapefruit IPA,0.05,1632,1594
Pete's ESP Lager (1998),0.051,1633,1595
Pete's Wicked Summer Brew (1995),0.047%,1634,1596
Pete's Wicked Bohemian Pilsner (1997),0.049%,1635,1597
Pete's Wicked Pale Ale (1997),,1636,1598
Pete's Wicked Summer Brew (2002),0.047%,1637,1599
Pete's Wicked Summer Brew (1997),0.047,1638,1600
Pete's Wicked Summer Brew (1996),0.047,1639,1601
Sparkle,0.041,1640,1602
North 45 Amber Ale,0.059,1641,1603
Horny Monk,0.069,1642,1604
Mind's Eye PA,0.067,1643,1605
Camelback,0.061,1644,1606
Local 5 Pale Ale,0.055999999999999994%,1645,1607
Devils Head Red Ale,0.073,1646,1608
Elephant Rock IPA,0.07,1647,1609
Black Bay Milk Stout,0.05,1648,1610
Atom Splitter Pale Ale,0.05,1649,1611
Hot Date Ale,0.06,1650,1612
Masked Bandit IPA,0.07,1651,1613
Sweet Potato Ale,0.06,1652,1614
Float Trip Ale,0.045,1653,1615
Old Tom Porter,0.055,1654,1616
Black Walnut Wheat,0.045,1655,1617
McKinney Eddy Amber Ale,0.055,1656,1618
Missouri Mule India Pale Ale,0.07%,1657,1619
Blood of the Unicorn,0.065,1658,1620
GreyBeard™ IPA,0.069,1659,1621
Pisgah Pale Ale,0.057,1660,1622
PONTO S.I.P.A.,0.045,1661,1623
Chronic Ale,0.049,1662,1624
Swami's India Pale Ale,0.068,1663,1625
New Cleveland Palesner,0.05%,1664,1626
Mazzie,0.054,1665,1627
Big Chuck Barleywine,0.099,1666,1628
Ponderosa IPA,,1667,1629
Liquid Amber Ale,,1668,1630
Morning Wood Wheat (Current),0.059000000000000004%,1669,1631
Hideout Helles,0.069%,1670,1632
Dead Eye Dunkel,0.06,1671,1633
Peacemaker Pilsner,0.058,1672,1634
Over the Rail Pale Ale,0.057,1673,1635
Pallavicini Pilsner (2009),0.057999999999999996%,1674,1636
Morning Wood Wheat (Current),0.059,1675,1637
Pyramid Hefeweizen (2011),0.052000000000000005%,1676,1638
Haywire Hefeweizen (2010),0.052000000000000005%,1677,1639
Golden Fleece,0.045,1678,1640
Smoking Mirror,0.055,1679,1641
Rahr's Blonde,0.046,1680,1642
Pride of Texas Pale Ale,0.058,1681,1643
18th Anniversary Gose,0.044,1682,1644
White (2015),0.046,1683,1645
BLAKKR,0.099%,1684,1646
Firemans #4 Blonde Ale (2013),0.051%,1685,1647
The Sword Iron Swan Ale,0.059,1686,1648
Hans' Pils (2015),0.053,1687,1649
Four Squared (2015),0.06,1688,1650
Firemans #4 Blonde Ale (2015),0.051%,1689,1651
Watership Brown Ale,0.072,1690,1652
Gangway IPA,0.062%,1691,1653
Long Day Lager,0.049,1692,1654
Farmer's Daughter Blonde,0.051,1693,1655
Pump House IPA,0.055,1694,1656
Suicide Blonde IPA,0.07%,1695,1657
Vanilla Porter,0.047%,1696,1658
Honey Rye,0.057999999999999996%,1697,1659
Happy Cider,0.055,1698,1660
Long Hammer IPA,0.065,1699,1661
Long Hammer IPA,0.065,1700,1661
Copper Hook (2011),0.058,1701,1662
Nectar of the Hops,0.08,1702,1663
Sunshine Nectar,0.08,1703,1664
Black Raspberry Nectar,0.08%,1704,1665
Blood Orange Wit,0.05,1705,1666
Consilium,0.05%,1706,1667
Hammer & Sickle,0.09,1707,1668
Redacted Rye IPA,0.07,1708,1669
Elevation Triple India Pale Ale,0.099,1709,1670
5:00 O'Clock Afternoon Ale,0.05,1710,1671
Ryeteous Rye IPA (2012),0.07%,1711,1672
Stout Ol' Friend,0.064,1712,1673
Stout Ol' Friend (2012),0.064,1713,1674
Rye Porter,,1714,1675
Miner's Gold,0.05,1715,1676
Vienna Lager,0.046,1716,1677
Jessie's Garage,0.056,1717,1678
Colorado Red Ale,0.062,1718,1679
Miner's Gold,,1719,1680
Fist City,0.055,1720,1681
A Little Crazy,0.068,1721,1682
Rosa Hibiscus Ale,0.058,1722,1683
Fistmas Ale,0.061,1723,1684
Oktoberfest Revolution,0.057%,1724,1685
Eugene Porter,0.068,1725,1686
Anti-Hero IPA,0.065,1726,1687
Bottom Up Belgian Wit,0.05%,1727,1688
Hustle,0.057%,1728,1689
Pure Fury,0.055,1729,1690
Dad,0.06,1730,1691
Panther,0.058,1731,1692
Franz,0.052,1732,1693
Zen,0.043%,1733,1694
Truth,0.072,1734,1695
Cougar,0.048%,1735,1696
Smooth Operator,0.038,1736,1697
Gose,0.035%,1737,1698
Maine Island Trail Ale,0.043,1738,1699
River North White Ale,0.05,1739,1700
River North Ale,0.05,1740,1701
Lil SIPA,0.05,1741,1702
Hop Bomber Rye Pale Ale,0.055%,1742,1703
Jah Mon,0.05,1743,1704
Oktoberfest,0.062,1744,1705
Headless Wylie,0.08,1745,1706
Dayman IPA,0.05,1746,1707
All Aboard! Anniversary Stout,0.071,1747,1708
Hop Lace,0.062,1748,1709
OH-PA Session Pale Ale,0.048,1749,1710
Patrick's Poison,0.08,1750,1711
Rudolph's Red,0.081,1751,1712
Babbling Blonde,0.053,1752,1713
Maxwell's Scottish Ale,0.051,1753,1714
Grateful White,0.061,1754,1715
RT Lager,0.055,1755,1716
Old Wylie's IPA,0.062,1756,1717
Hala Kahiki Pineapple Beer,0.048,1757,1718
Track 1 Amber Lager,0.045,1758,1719
Pine Knob Pilsner,0.053,1759,1720
Cal and Co. Black Cherry Porter,,1760,1721
Lazy Daze Lager,0.055%,1761,1722
Rochester Red Ale,0.059,1762,1723
Milkshake Stout,0.05,1763,1724
Cornerstone IPA,0.07%,1764,1725
Lazy Daze Lager,0.055%,1765,1722
Rogue American Amber Ale,0.051,1766,1726
12th Round,0.076,1767,1727
RoughTail IPA,0.07,1768,1728
Polar Night Stout,0.08,1769,1729
Sundown,0.071%,1770,1730
Sanctified,0.099,1771,1731
Fear of a Brett Planet,0.051,1772,1732
Original Slacker Ale,0.056,1773,1733
Alpha Blackback,0.07200000000000001%,1774,1734
Kiss Off IPA,0.063%,1775,1735
Dog Days Summer Ale,0.045%,1776,1736
1881 California Red,0.055999999999999994%,1777,1737
CAPT Black IPA,0.073,1778,1738
Ruhstaller's Gilt Edge Lager Beer,0.048,1779,1739
CAPT Black IPA,0.073%,1780,1740
1881 California Red Ale,0.056,1781,1741
Saint Archer White Ale,0.05,1782,1742
Saint Archer IPA,0.068%,1783,1743
Saint Archer Pale Ale,0.052000000000000005%,1784,1744
Saint Archer Blonde,0.048%,1785,1745
Sex Panther,0.069%,1786,1746
Winter Warmer (Vault Series),0.095,1787,1747
Count Hopula (Vault Series),0.091%,1788,1748
Oktoberfest,0.055,1789,580
SunSpot Golden Ale,0.05%,1790,1749
I.W.A. (2011),0.06,1791,1750
Supermonk I.P.A.,0.065,1792,1751
Epicenter Amber Ale,0.055%,1793,1752
SanTan HefeWeizen,0.05%,1794,1753
Hop Shock IPA,0.07,1795,1754
Sex Panther (2014),0.069%,1796,1755
Devil’s Ale,0.055,1797,1756
Rail Slide Imperial Spiced Ale,0.081,1798,1757
Mr. Pineapple,0.05,1799,1758
American Idiot Ale (2012),0.055,1800,1759
Hop Shock IPA (2010),0.07,1801,1760
SanTan HefeWeizen (2010),0.05,1802,1761
Devil’s Ale (2010),0.055%,1803,1762
Epicenter Amber Ale (2010),0.055%,1804,1763
Sanitas Saison Ale,0.057999999999999996%,1805,1764
Sanitas Black IPA,0.068,1806,1765
Giant DIPA,0.08900000000000001%,1807,1766
Dread Brown Ale,0.054000000000000006%,1808,1767
Casinos IPA,0.07,1809,1768
Saison 88,0.055,1810,1769
Black IPA,0.071,1811,1770
Santa Fe Irish Red Ale,0.045,1812,1771
Santa Fe Oktoberfest,,1813,1772
Imperial Java Stout,0.08%,1814,1773
Freestyle Pilsner,0.055,1815,1774
Happy Camper IPA,0.066,1816,1775
Oval Beach Blonde Ale,0.05%,1817,1776
Oak Aged Cider,0.065,1818,1777
Ginger Cider,0.065%,1819,1778
Schilling Hard Cider,0.065,1820,1779
Schlafly Yakima Wheat Ale,0.05,1821,1780
Schlafly Black Lager,0.05,1822,1781
Schlafly IPA,0.045%,1823,1782
Schlafly American Brown Ale,0.05,1824,1783
Schlafly Hefeweizen,0.040999999999999995%,1825,1784
Schlafly Summer Lager,0.045%,1826,1785
Sea Dog Wild Blueberry Wheat Ale,0.047,1827,1786
Blur India Pale Ale,0.074,1828,1787
Dry Cider,0.065,1829,1788
Dry Hard Cider,0.065,1830,1789
Frankenlou's IPA,0.07%,1831,1790
Becky's Black Cat Porter,0.07%,1832,1791
Seventh Son of a Seventh Son,0.077%,1833,1792
Stone Fort Brown Ale,0.053,1834,1793
Seventh Son Hopped Red Ale,0.077,1835,1794
Humulus Nimbus Super Pale Ale,0.06,1836,1795
Golden Ratio IPA,0.07,1837,1796
Black Hop IPA,0.068,1838,1797
Archer's Ale (2004),0.05,1839,1798
Monkey Fist IPA,0.069%,1840,1799
Shipyard Summer Ale,0.051,1841,1800
Pumpkinhead Ale,0.047,1842,1801
Shipyard Export,0.051,1843,1802
Nooner,0.052,1844,1803
Torpedo,0.072,1845,1804
Yonder Bock,0.06,1846,1805
CANfusion Rye Bock,0.06,1847,1806
Sierra Nevada Pale Ale,0.055999999999999994%,1848,1807
Old Chico Crystal Wheat,0.048%,1849,1808
Summerfest,0.05%,1850,1809
Torpedo,0.072,1851,1804
Sierra Nevada Pale Ale,0.055999999999999994%,1852,1807
Sietsema Red Label,0.069%,1853,1810
Bear Ass Brown,0.042%,1854,1811
Red Mountain Ale,0.06,1855,1812
Ice Pick Ale,0.068%,1856,1813
4Beans,0.1,1857,1814
Jammer,0.042,1858,1815
Abigale,0.08,1859,1816
Rad,0.032,1860,1817
Bengali,0.065,1861,1818
Sensi Harvest,0.047,1862,1819
Hi-Res,0.099,1863,1820
Global Warmer,0.07,1864,1821
Autumnation (2013),0.067,1865,1822
The Crisp,0.054,1866,1823
Sweet Action,0.052000000000000005%,1867,1824
Righteous Ale,0.063%,1868,1825
Bengali Tiger,0.064,1869,1826
3Beans,0.099%,1870,1827
Brownstone,0.059,1871,1828
Apollo,0.052,1872,1829
Harbinger,0.049,1873,1830
Resin,0.091%,1874,1831
Diesel,0.063,1875,1832
Autumnation (2011-12) (2011),0.06,1876,1833
The Crisp (2011),0.054000000000000006%,1877,1834
Sweet Action (2011),0.052,1878,1835
Righteous Ale (2011),0.063,1879,1836
Bengali Tiger (2011),0.064,1880,1837
Rudie Session IPA,0.045,1881,1838
Taster's Choice,0.074,1882,1839
Modus Hoperandi,0.068%,1883,1840
Estival Cream Stout,0.058,1884,1841
Vernal Minthe Stout,0.058,1885,1842
Hibernal Vinifera Stout,0.08,1886,1843
Autumnal Molé Stout,,1887,1844
Mexican Logger,0.042,1888,1845
True Blonde Ale,0.053,1889,1846
Euphoria Pale Ale,0.061,1890,1847
ESB Special Ale,0.057,1891,1848
Modus Hoperandi,0.068,1892,1849
Iron Butt Red Ale,0.057999999999999996%,1893,1850
Initial Point India Pale Ale,0.071,1894,1851
Monkey Dancing On A Razor Blade,0.085,1895,1852
Tripel Deke,0.082,1896,1853
Urban Wilderness Pale Ale,0.049%,1897,1854
Homefront IPA,0.06%,1898,1855
Sly Fox Christmas Ale 2013,0.055,1899,1856
Grisette,0.056,1900,1857
360° India Pale Ale,0.062%,1901,1858
Helles Golden Lager,0.049,1902,1859
Sly Fox Christmas Ale 2012 (2012),0.055,1903,1860
Odyssey Imperial IPA,0.084,1904,1861
Oktoberfest Lager,0.057999999999999996%,1905,1862
113 IPA,0.07,1906,1863
Dunkel Lager,0.053,1907,1864
Royal Weisse Ale,0.055999999999999994%,1908,1865
Pikeland Pils,0.049%,1909,1866
Phoenix Pale Ale,0.051,1910,1867
Rule G IPA,0.07%,1911,1868
Murphy's Law,0.058,1912,1869
Alter Ego,0.062,1913,1870
Monarch Pilsner,0.05,1914,1871
Snow King Pale Ale,0.06,1915,1872
Zonker Stout,0.054000000000000006%,1916,1873
OB-1 Organic Ale,0.05,1917,1874
Snake River Lager,0.05,1918,1875
Snake River Pale Ale,0.052,1919,1876
Pako’s EyePA,0.068,1920,1877
Thanksgiving Ale,0.05,1921,1878
Double Dagger Imperial IPA,0.092,1922,1879
Dagger Falls IPA,0.063,1923,1880
Dagger Falls IPA,0.063,1924,1880
Socktoberfest,0.06%,1925,1881
Hopnoxious Imperial IPA,0.079,1926,1882
Barrel Aged Seven Devils Imperial Stout,0.099,1927,1883
Boise Co-Op Two Score Ale,0.055%,1928,1884
Sockeye Belgian Style Summer Ale,0.05,1929,1885
Sockeye Maibock,0.064,1930,1886
Old Devil's Tooth,0.099%,1931,1887
Galena Golden,0.043%,1932,1888
Hell-Diver Pale Ale,0.052000000000000005%,1933,1889
Woolybugger Wheat,0.046,1934,1890
Power House Porter,0.057%,1935,1891
Winterfest,0.084,1936,1892
Dagger Falls IPA,0.063,1937,1880
LuckenBock,0.07,1938,1893
Texas Pale Ale (TPA),0.055,1939,1894
6 String Saison,0.08,1940,1895
Kol' Beer,0.05%,1941,1896
Montauk Light,0.035%,1942,1897
Na Zdraví Pilsner,0.048,1943,1898
Nice Rack IPA,0.055,1944,1899
2014 IPA Cicada Series,0.075,1945,1900
Sinister Minister Black IPA,0.077,1946,1901
Jack the Sipper,0.053%,1947,1902
Devil's Harvest Extra Pale Ale,0.058,1948,1903
Suzy B Dirty Blonde Ale,0.05,1949,1904
Mississippi Fire Ant,0.08,1950,1905
Hipster Breakfast,0.057999999999999996%,1951,1906
Suzy B Dirty Blonde Ale,0.05%,1952,1907
Devil's Harvest Extra Pale Ale,0.058,1953,1903
Pine Belt Pale Ale,0.065,1954,1908
Walloon,0.055,1955,1909
Le Mort Vivant,0.069,1956,1910
Red Cockaded Ale,0.085,1957,1911
Valkyrie Double IPA,0.092,1958,1912
Red Cockaded Ale (2013),0.085%,1959,1913
Old Potentate,0.072,1960,1914
Bombshell Blonde,0.05,1961,1915
PRO-AM (2012) (2012),0.099,1962,1916
Walloon (2014),0.055,1963,1917
Le Mort Vivant (2011),0.069,1964,1918
Buried Hatchet Stout,0.083,1965,1919
Pine Belt Pale Ale,0.065,1966,1908
Bombshell Blonde,0.05,1967,1915
Baby Daddy Session IPA,0.047,1968,1920
Hopluia (2004),,1969,1921
Ball & Chain (2014),0.058,1970,1922
Bitter Biker Double IPA,0.096,1971,1923
God Damn Pigeon Porter,0.082,1972,1924
Working for the Weekend,0.079%,1973,1925
Angry Adam,0.06,1974,1926
Freedom Fries,0.055,1975,1927
Bitter Biker Double IPA,0.096%,1976,1928
Ghost Bike Pale Ale,0.073,1977,1929
Spiteful IPA,0.062%,1978,1930
Alley Time,0.06,1979,1931
Fat Badger,0.058,1980,1932
In the Weeds,0.055,1981,1933
Special Amber,0.05,1982,1934
Special Amber,0.05%,1983,1935
Seven Gates Pale Ale,0.056,1984,1936
Gunga Din,0.052,1985,1937
Starr Pils,0.042,1986,1938
Northern Lights India Pale Ale,0.065,1987,1939
Festie,0.048%,1988,1940
Northern Lights India Pale Ale,0.065%,1989,1941
Third Eye Enlightened Pale Ale,0.065,1990,1942
Colorado Kölsch,0.049%,1991,1943
Steam Engine Lager,0.057,1992,1944
Third Eye Pale Ale,0.065,1993,1945
Point Special (Current),0.047,1994,1946
Point Special,0.047,1995,1947
Point Cascade Pale Ale (2013),0.054,1996,1948
Point Special,0.047,1997,1947
Onyx Black Ale,0.052000000000000005%,1998,1949
Beyond The Pale IPA,0.063,1999,1950
Point Special (2013),0.047%,2000,1951
Point Special (2012),0.047%,2001,1952
Point Special Lager,0.047%,2002,1953
St. Benedict's Winter Ale,0.062,2003,1954
Point Oktoberfest,0.057,2004,1955
Point Nude Beach Summer Wheat,0.052000000000000005%,2005,1956
Point Nude Beach Summer Wheat,0.05,2006,1957
Point Nude Beach Summer Wheat (2011),0.05%,2007,1958
Drop Dead Blonde,0.035,2008,1959
Three Kings Ale,0.049,2009,1960
Point Oktoberfest,0.057%,2010,1961
2012 Black Ale,0.054,2011,1962
Point Nude Beach Summer Wheat (2010),0.05%,2012,1963
Point Cascade Pale Ale,0.054,2013,1964
Point Amber Classic,0.047,2014,1965
Point Special Lager,0.047,2015,1966
Wisco Disco,0.051%,2016,1967
Brontide,0.05,2017,1968
Brontide,0.05,2018,1968
Classique,0.045,2019,1969
Sunsplash Golden Ale (2004),0.045,2020,1970
Sand Island Lighthouse,0.051,2021,1971
Lily Flagg Milk Stout,0.05,2022,1972
Monkeynaut IPA,0.07200000000000001%,2023,1973
Straub Beer (Current),0.05,2024,1974
American Lager,0.041,2025,1975
American Amber,0.041,2026,1976
American Light,0.032,2027,1977
Extra Pale Ale,0.053,2028,1978
Make It So,0.053,2029,1979
Hopvale Organic Ale,0.047%,2030,1980
Unchained #18 Hop Silo,0.083%,2031,1981
Tip Off,0.052,2032,1982
Java Mac,0.054,2033,1983
Cowbell,0.054,2034,1984
Hop Up Offa That Brett (2014),0.057999999999999996%,2035,1985
PV Muckle (2013),0.083,2036,1986
Bourbon Barrel Batch 666: Sympathy for the Devil,0.099%,2037,1987
Whip Fight,0.09,2038,1988
Port Barrel Wee Mac,0.053%,2039,1989
Fistful Of Hops Red,0.064,2040,1990
Fistful of Hops Orange,0.063,2041,1991
Fistful Of Hops Blue,0.064,2042,1992
Fistful of Hops Green,0.064,2043,1993
30 Min Coma,,2044,1994
Wee Muckle,0.09,2045,1995
Royal Brat,0.065%,2046,1996
Grapefruit Jungle (GFJ),0.075,2047,1997
Osiris Pale Ale,0.055999999999999994%,2048,1998
Bourbon Barrel Aged Timmie,0.099,2049,1999
Stupid Sexy Flanders,0.063,2050,2000
Bourbon Barrel Cowbell,,2051,2001
Popcorn Pilsner,0.054,2052,2002
Ring of Dingle,0.071%,2053,2003
Bourbon Barrel Wee Mac,0.054,2054,2004
Bourbon Barrel Johan,0.099%,2055,2005
The Deuce,0.07%,2056,1533
The Velvet Fog,0.09,2057,2006
Sun King Oktoberfest,0.055,2058,2007
Indianapolis Indians Lager,0.052,2059,2008
Indians Victory Lager (2012),0.052,2060,2009
Chaka,0.08,2061,2010
Isis,0.091%,2062,2011
Wee Muckle (2011),0.09%,2063,2012
Grapefruit Jungle (GFJ) (2011),0.075,2064,2013
Sun King Oktoberfest (2011),0.055,2065,2014
Johan the Barleywine,0.099%,2066,2015
Wee Mac Scottish-Style Ale,0.054,2067,2016
Sunlight Cream Ale,0.053,2068,2017
Osiris Pale Ale (2010),0.055999999999999994%,2069,2018
Dam Lager,0.045,2070,2019
Red Clay IPA,0.07,2071,2020
Todd the Axe Man,0.07200000000000001%,2072,2021
Doomtree,0.057,2073,2022
BLAKKR,0.099%,2074,1646
Overrated! West Coast Style IPA,0.073%,2075,2023
WET,0.075,2076,2024
