style,brewery-id,original_index,unique_index
English India Pale Ale (IPA),252,1809,1439
Saison / Farmhouse Ale,392,1810,1440
American Black Ale,392,1811,1441
Irish Red Ale,392,1812,1442
Märzen / Oktoberfest,392,1813,1443
Russian Imperial Stout,392,1814,1444
German Pilsener,392,1815,1445
American IPA,392,1816,1446
American Blonde Ale,398,1817,1447
Cider,394,1818,1448
Cider,394,1819,1448
Cider,394,1820,1448
American Pale Wheat Ale,428,1821,1449
Schwarzbier,428,1822,1450
American IPA,428,1823,1451
American Brown Ale,428,1824,1452
Hefeweizen,428,1825,1453
Munich Helles Lager,428,1826,1454
Fruit / Vegetable Beer,502,1827,1455
American IPA,432,1828,1456
Cider,411,1829,1457
Cider,411,1830,1457
American IPA,494,1831,1458
American Porter,494,1832,1459
American Strong Ale,183,1833,1460
English Brown Ale,183,1834,1461
American Amber / Red Ale,183,1835,1462
American Pale Ale (APA),183,1836,1463
American IPA,183,1837,1464
American Black Ale,130,1838,1465
English Pale Ale,511,1839,1466
American IPA,385,1840,1467
American Pale Wheat Ale,385,1841,1468
Pumpkin Ale,385,1842,1469
American Blonde Ale,385,1843,1470
German Pilsener,83,1844,1471
American IPA,83,1845,1472
Maibock / Helles Bock,83,1846,1473
Rye Beer,83,1847,1474
American Pale Ale (APA),83,1848,1475
American Pale Wheat Ale,83,1849,1476
Czech Pilsener,83,1850,1477
American IPA,83,1851,1472
American Pale Ale (APA),83,1852,1475
Cider,137,1853,1478
American Brown Ale,551,1854,1479
American Amber / Red Ale,551,1855,1480
American IPA,551,1856,1481
Baltic Porter,46,1857,1482
Gose,46,1858,1483
Belgian Pale Ale,46,1859,1484
Fruit / Vegetable Beer,46,1860,1485
American IPA,46,1861,1486
American Pale Ale (APA),46,1862,1487
American Double / Imperial IPA,46,1863,1488
American Strong Ale,46,1864,1489
American IPA,46,1865,1486
German Pilsener,46,1866,1490
Cream Ale,46,1867,1491
Rye Beer,46,1868,1492
American IPA,46,1869,1486
Baltic Porter,46,1870,1482
American Brown Ale,46,1871,1493
American Pale Wheat Ale,46,1872,1494
Saison / Farmhouse Ale,46,1873,1495
American Double / Imperial IPA,46,1874,1488
American Stout,46,1875,1496
Pumpkin Ale,46,1876,1497
German Pilsener,46,1877,1490
Cream Ale,46,1878,1491
Rye Beer,46,1879,1492
American IPA,46,1880,1486
American IPA,264,1881,1498
Doppelbock,264,1882,1499
American IPA,264,1883,1498
American Stout,264,1884,1500
American Stout,264,1885,1500
Foreign / Export Stout,264,1886,1501
American Stout,264,1887,1500
American Pale Lager,264,1888,1502
American Blonde Ale,264,1889,1503
American Pale Ale (APA),264,1890,1504
Extra Special / Strong Bitter (ESB),264,1891,1505
American IPA,264,1892,1498
American Amber / Red Ale,313,1893,1506
American IPA,313,1894,1507
Belgian IPA,64,1895,1508
Tripel,64,1896,1509
English Pale Ale,557,1897,1510
American IPA,163,1898,1511
Winter Warmer,371,1899,1512
Grisette,371,1900,1513
American IPA,371,1901,1514
Munich Helles Lager,371,1902,1515
Winter Warmer,371,1903,1512
American Double / Imperial IPA,371,1904,1516
Märzen / Oktoberfest,371,1905,1517
American IPA,371,1906,1514
Munich Dunkel Lager,371,1907,1518
Hefeweizen,371,1908,1519
German Pilsener,371,1909,1520
American Pale Ale (APA),371,1910,1521
American IPA,115,1911,1522
American Amber / Red Ale,115,1912,1523
Saison / Farmhouse Ale,115,1913,1524
American Pilsner,191,1914,1525
American Pale Ale (APA),191,1915,1526
Foreign / Export Stout,191,1916,1527
English Brown Ale,191,1917,1528
Vienna Lager,191,1918,1529
American Pale Ale (APA),191,1919,1526
American IPA,191,1920,1530
Kölsch,309,1921,1531
American Double / Imperial IPA,309,1922,1532
American IPA,309,1923,1533
American IPA,309,1924,1533
Märzen / Oktoberfest,309,1925,1534
American Double / Imperial IPA,309,1926,1532
American Double / Imperial Stout,309,1927,1535
Saison / Farmhouse Ale,309,1928,1536
Witbier,309,1929,1537
Maibock / Helles Bock,309,1930,1538
American Barleywine,309,1931,1539
American Blonde Ale,309,1932,1540
American Pale Ale (APA),309,1933,1541
American Pale Wheat Ale,309,1934,1542
American Porter,309,1935,1543
American Strong Ale,309,1936,1544
American IPA,309,1937,1533
Bock,257,1938,1545
American IPA,257,1939,1546
Saison / Farmhouse Ale,257,1940,1547
Kölsch,257,1941,1548
Light Lager,249,1942,1549
Czech Pilsener,436,1943,1550
American IPA,436,1944,1551
American IPA,133,1945,1552
American IPA,133,1946,1552
Extra Special / Strong Bitter (ESB),133,1947,1553
American Pale Ale (APA),133,1948,1554
American Blonde Ale,133,1949,1555
American Amber / Red Ale,133,1950,1556
Oatmeal Stout,133,1951,1557
American Blonde Ale,133,1952,1555
American Pale Ale (APA),133,1953,1554
American Pale Ale (APA),118,1954,1558
Saison / Farmhouse Ale,118,1955,1559
Bière de Garde,118,1956,1560
American Double / Imperial IPA,118,1957,1561
American Double / Imperial IPA,118,1958,1561
American Double / Imperial IPA,118,1959,1561
Old Ale,118,1960,1562
American Blonde Ale,118,1961,1563
American Double / Imperial IPA,118,1962,1561
Saison / Farmhouse Ale,118,1963,1559
Bière de Garde,118,1964,1560
Foreign / Export Stout,118,1965,1564
American Pale Ale (APA),118,1966,1558
American Blonde Ale,118,1967,1563
American IPA,78,1968,1565
English India Pale Ale (IPA),508,1969,1566
American Pale Ale (APA),175,1970,1567
American Double / Imperial IPA,175,1971,1568
American Porter,175,1972,1569
American Double / Imperial IPA,175,1973,1568
American Amber / Red Ale,175,1974,1570
American Stout,175,1975,1571
American Double / Imperial IPA,175,1976,1568
American Pale Ale (APA),175,1977,1567
American IPA,175,1978,1572
American Pale Ale (APA),175,1979,1567
Irish Red Ale,175,1980,1573
American Pale Wheat Ale,175,1981,1574
Vienna Lager,498,1982,1575
Vienna Lager,498,1983,1575
American Pale Ale (APA),372,1984,1576
Cider,186,1985,1577
German Pilsener,383,1986,1578
American IPA,383,1987,1579
Märzen / Oktoberfest,383,1988,1580
American IPA,383,1989,1579
American Pale Ale (APA),119,1990,1581
Kölsch,119,1991,1582
American Amber / Red Lager,119,1992,1583
American IPA,119,1993,1584
American Adjunct Lager,131,1994,1585
American Adjunct Lager,131,1995,1585
American Pale Ale (APA),131,1996,1586
American Adjunct Lager,131,1997,1585
American Black Ale,131,1998,1587
American IPA,131,1999,1588
American Adjunct Lager,131,2000,1585
American Adjunct Lager,131,2001,1585
American Adjunct Lager,131,2002,1585
Winter Warmer,131,2003,1589
Märzen / Oktoberfest,131,2004,1590
American Pale Wheat Ale,131,2005,1591
American Pale Wheat Ale,131,2006,1591
American Pale Wheat Ale,131,2007,1591
American Blonde Ale,131,2008,1592
Kölsch,131,2009,1593
Märzen / Oktoberfest,131,2010,1590
American Brown Ale,131,2011,1594
American Pale Wheat Ale,131,2012,1591
American Pale Ale (APA),131,2013,1586
American Amber / Red Lager,131,2014,1595
American Adjunct Lager,131,2015,1585
American Amber / Red Ale,486,2016,1596
American Black Ale,255,2017,1597
American Black Ale,255,2018,1597
Saison / Farmhouse Ale,255,2019,1598
American Blonde Ale,492,2020,1599
Kölsch,412,2021,1600
Milk / Sweet Stout,412,2022,1601
American IPA,412,2023,1602
American Adjunct Lager,129,2024,1603
American Adjunct Lager,129,2025,1603
American Amber / Red Lager,129,2026,1604
Light Lager,129,2027,1605
American Pale Ale (APA),138,2028,1606
Extra Special / Strong Bitter (ESB),58,2029,1607
American Pale Ale (APA),58,2030,1608
American Double / Imperial IPA,58,2031,1609
Altbier,25,2032,1610
Scottish Ale,25,2033,1611
American Porter,25,2034,1612
Belgian Pale Ale,25,2035,1613
Scotch Ale / Wee Heavy,25,2036,1614
Belgian Dark Ale,25,2037,1615
Scotch Ale / Wee Heavy,25,2038,1614
Scotch Ale / Wee Heavy,25,2039,1614
American IPA,25,2040,1616
American IPA,25,2041,1616
American IPA,25,2042,1616
American IPA,25,2043,1616
Belgian IPA,25,2044,1617
Scotch Ale / Wee Heavy,25,2045,1614
Extra Special / Strong Bitter (ESB),25,2046,1618
American IPA,25,2047,1616
American Pale Ale (APA),25,2048,1619
Russian Imperial Stout,25,2049,1620
Flanders Oud Bruin,25,2050,1621
American Porter,25,2051,1612
German Pilsener,25,2052,1622
Irish Dry Stout,25,2053,1623
Scottish Ale,25,2054,1611
English Barleywine,25,2055,1624
American Brown Ale,25,2056,1625
Quadrupel (Quad),25,2057,1626
Märzen / Oktoberfest,25,2058,1627
Dortmunder / Export Lager,25,2059,1628
Dortmunder / Export Lager,25,2060,1628
Belgian Strong Pale Ale,25,2061,1629
American Double / Imperial IPA,25,2062,1630
Scotch Ale / Wee Heavy,25,2063,1614
American IPA,25,2064,1616
Märzen / Oktoberfest,25,2065,1627
English Barleywine,25,2066,1624
Scottish Ale,25,2067,1611
Cream Ale,25,2068,1631
American Pale Ale (APA),25,2069,1619
American Amber / Red Lager,455,2070,1632
American IPA,455,2071,1633
American IPA,61,2072,1634
Extra Special / Strong Bitter (ESB),61,2073,1635
American Black Ale,61,2074,1636
American IPA,61,2075,1634
American IPA,61,2076,1634
English Bitter,61,2077,1637
Rye Beer,61,2078,1638
American Brown Ale,61,2079,1639
American Brown Ale,61,2080,1639
American Double / Imperial IPA,61,2081,1640
Keller Bier / Zwickel Bier,61,2082,1641
Saison / Farmhouse Ale,61,2083,1642
American IPA,61,2084,1634
American IPA,447,2085,1643
Witbier,447,2086,1644
American Pale Ale (APA),447,2087,1645
Oatmeal Stout,447,2088,1646
Cream Ale,447,2089,1647
Herbed / Spiced Beer,381,2090,1648
German Pilsener,49,2091,1649
Hefeweizen,49,2092,1650
American IPA,49,2093,1651
American Pale Ale (APA),49,2094,1652
American Double / Imperial IPA,449,2095,1653
Saison / Farmhouse Ale,449,2096,1654
American IPA,449,2097,1655
American IPA,449,2098,1655
Hefeweizen,449,2099,1656
American Blonde Ale,449,2100,1657
American Blonde Ale,449,2101,1657
Hefeweizen,449,2102,1656
Tripel,45,2103,1658
Saison / Farmhouse Ale,45,2104,1659
American Porter,45,2105,1660
Saison / Farmhouse Ale,45,2106,1659
Oatmeal Stout,45,2107,1661
American IPA,45,2108,1662
American Brown Ale,45,2109,1663
Extra Special / Strong Bitter (ESB),45,2110,1664
Milk / Sweet Stout,45,2111,1665
American Pale Wheat Ale,45,2112,1666
American Pale Ale (APA),45,2113,1667
Tripel,45,2114,1658
American Pale Wheat Ale,45,2115,1666
German Pilsener,45,2116,1668
American Double / Imperial IPA,45,2117,1669
American Brown Ale,45,2118,1663
Milk / Sweet Stout,45,2119,1665
American IPA,45,2120,1662
American IPA,409,2121,1670
American Amber / Red Ale,409,2122,1671
Altbier,490,2123,1672
American IPA,490,2124,1673
American Porter,7,2125,1674
American IPA,7,2126,1675
Witbier,7,2127,1676
Dubbel,28,2128,1677
American Brown Ale,480,2129,1678
American IPA,480,2130,1679
American Pale Ale (APA),480,2131,1680
Extra Special / Strong Bitter (ESB),210,2132,1681
Fruit / Vegetable Beer,210,2133,1682
English India Pale Ale (IPA),210,2134,1683
American Pale Ale (APA),469,2135,1684
Saison / Farmhouse Ale,215,2136,1685
American Brown Ale,215,2137,1686
Dunkelweizen,215,2138,1687
English India Pale Ale (IPA),215,2139,1688
American Wild Ale,272,2140,1689
American Double / Imperial IPA,272,2141,1690
American Double / Imperial Stout,272,2142,1691
American IPA,272,2143,1692
American Double / Imperial IPA,272,2144,1690
American Double / Imperial IPA,272,2145,1690
American Amber / Red Ale,457,2146,1693
American IPA,457,2147,1694
English Brown Ale,457,2148,1695
American Pale Wheat Ale,457,2149,1696
Belgian Pale Ale,262,2150,1697
Belgian Pale Ale,262,2151,1697
Dubbel,262,2152,1698
American Pale Ale (APA),329,2153,1699
American Black Ale,329,2154,1700
American Pale Ale (APA),329,2155,1699
American Pale Ale (APA),33,2156,1701
Kölsch,33,2157,1702
American IPA,33,2158,1703
English Brown Ale,33,2159,1704
American Double / Imperial IPA,33,2160,1705
American IPA,328,2161,1706
American Pilsner,90,2162,1707
American Amber / Red Lager,484,2163,1708
American Pale Ale (APA),9,2164,1709
American Amber / Red Ale,438,2165,1710
American Stout,438,2166,1711
American Pale Ale (APA),438,2167,1712
Shandy,334,2168,1713
American Pale Wheat Ale,142,2169,1714
American Pale Ale (APA),142,2170,1715
Cream Ale,142,2171,1716
American Brown Ale,142,2172,1717
Fruit / Vegetable Beer,108,2173,1718
American Blonde Ale,153,2174,1719
American Porter,153,2175,1720
American IPA,153,2176,1721
Irish Red Ale,273,2177,1722
American IPA,273,2178,1723
American Pale Wheat Ale,21,2179,1724
Oatmeal Stout,21,2180,1725
American Pale Ale (APA),21,2181,1726
California Common / Steam Beer,21,2182,1727
American Amber / Red Ale,282,2183,1728
American IPA,282,2184,1729
Braggot,282,2185,1730
American Dark Wheat Ale,282,2186,1731
American Porter,17,2187,1732
Fruit / Vegetable Beer,17,2188,1733
Russian Imperial Stout,17,2189,1734
Roggenbier,17,2190,1735
American Double / Imperial IPA,17,2191,1736
American IPA,17,2192,1737
Irish Red Ale,17,2193,1738
American Porter,17,2194,1732
Czech Pilsener,17,2195,1739
American Blonde Ale,152,2196,1740
American IPA,152,2197,1741
American Porter,152,2198,1742
Fruit / Vegetable Beer,152,2199,1743
American Blonde Ale,152,2200,1740
American Pale Ale (APA),152,2201,1744
American Amber / Red Ale,152,2202,1745
American IPA,291,2203,1746
Vienna Lager,291,2204,1747
Shandy,474,2205,1748
American IPA,474,2206,1749
American IPA,265,2207,1750
Milk / Sweet Stout,265,2208,1751
American Amber / Red Ale,265,2209,1752
American IPA,524,2210,1753
Witbier,524,2211,1754
Belgian Strong Pale Ale,524,2212,1755
Doppelbock,97,2213,1756
American Amber / Red Ale,97,2214,1757
American Pilsner,97,2215,1758
Doppelbock,97,2216,1756
American IPA,97,2217,1759
American Pale Ale (APA),539,2218,1760
American IPA,520,2219,1761
American Amber / Red Lager,38,2220,1762
American IPA,38,2221,1763
American Adjunct Lager,38,2222,1764
American IPA,190,2223,1765
American IPA,190,2224,1765
American Amber / Red Ale,190,2225,1766
American IPA,190,2226,1765
Czech Pilsener,190,2227,1767
American IPA,190,2228,1765
American Pale Ale (APA),190,2229,1768
American Brown Ale,190,2230,1769
American Amber / Red Ale,190,2231,1766
American IPA,190,2232,1765
American IPA,190,2233,1765
American Pale Wheat Ale,190,2234,1770
American IPA,74,2235,1771
American Dark Wheat Ale,74,2236,1772
American Dark Wheat Ale,74,2237,1772
Dortmunder / Export Lager,74,2238,1773
American Pale Ale (APA),74,2239,1774
Märzen / Oktoberfest,74,2240,1775
Bière de Garde,74,2241,1776
American Pale Ale (APA),74,2242,1774
American Strong Ale,74,2243,1777
American IPA,74,2244,1771
Munich Helles Lager,243,2245,1778
Hefeweizen,435,2246,1779
American White IPA,435,2247,1780
American Double / Imperial IPA,435,2248,1781
Saison / Farmhouse Ale,435,2249,1782
German Pilsener,435,2250,1783
Pumpkin Ale,159,2251,1784
American Amber / Red Lager,159,2252,1785
American IPA,159,2253,1786
American IPA,159,2254,1786
American Blonde Ale,159,2255,1787
Schwarzbier,159,2256,1788
American IPA,159,2257,1786
American Pale Ale (APA),159,2258,1789
American Pale Ale (APA),159,2259,1789
German Pilsener,555,2260,1790
American IPA,126,2261,1791
Maibock / Helles Bock,126,2262,1792
Cider,338,2263,1793
Cider,338,2264,1793
Cider,338,2265,1793
Low Alcohol Beer,522,2266,1794
American Brown Ale,522,2267,1795
Belgian Pale Ale,522,2268,1796
Baltic Porter,522,2269,1797
Dubbel,522,2270,1798
American Double / Imperial IPA,71,2271,1799
Gose,71,2272,1800
American Pale Ale (APA),71,2273,1801
Altbier,71,2274,1802
American IPA,202,2275,1803
Witbier,202,2276,1804
American IPA,202,2277,1803
Quadrupel (Quad),51,2278,1805
Rye Beer,51,2279,1806
American Wild Ale,51,2280,1807
American Double / Imperial Stout,51,2281,1808
American Brown Ale,51,2282,1809
Saison / Farmhouse Ale,51,2283,1810
American White IPA,51,2284,1811
American Wild Ale,51,2285,1807
American Double / Imperial IPA,51,2286,1812
Winter Warmer,51,2287,1813
Pumpkin Ale,51,2288,1814
Belgian Pale Ale,51,2289,1815
Foreign / Export Stout,51,2290,1816
Vienna Lager,51,2291,1817
Vienna Lager,51,2292,1817
English Brown Ale,51,2293,1818
American Pale Ale (APA),51,2294,1819
American IPA,51,2295,1820
American Brown Ale,546,2296,1821
American IPA,546,2297,1822
American Pale Ale (APA),302,2298,1823
American Double / Imperial IPA,302,2299,1824
Doppelbock,302,2300,1825
American White IPA,302,2301,1826
American White IPA,302,2302,1826
Fruit / Vegetable Beer,302,2303,1827
American Double / Imperial IPA,302,2304,1824
American Pale Ale (APA),302,2305,1823
Cider,185,2306,1828
Cider,185,2307,1828
Cider,185,2308,1828
Cider,185,2309,1828
Cider,185,2310,1828
American Stout,113,2311,1829
Tripel,322,2312,1830
Witbier,322,2313,1831
American Brown Ale,322,2314,1832
Belgian Strong Pale Ale,322,2315,1833
American IPA,322,2316,1834
American Double / Imperial Pilsner,322,2317,1835
American IPA,295,2318,1836
American IPA,295,2319,1836
American IPA,295,2320,1836
Witbier,295,2321,1837
American Double / Imperial IPA,295,2322,1838
American Pale Wheat Ale,295,2323,1839
English Pale Ale,295,2324,1840
American IPA,295,2325,1836
Pumpkin Ale,295,2326,1841
Fruit / Vegetable Beer,295,2327,1842
American IPA,295,2328,1836
American Amber / Red Ale,506,2329,1843
American IPA,94,2330,1844
Cream Ale,94,2331,1845
Oatmeal Stout,94,2332,1846
American IPA,94,2333,1844
Herbed / Spiced Beer,100,2334,1847
American Porter,100,2335,1848
American Amber / Red Ale,100,2336,1849
American IPA,100,2337,1850
American Pale Ale (APA),384,2338,1851
Gose,384,2339,1852
Witbier,384,2340,1853
American IPA,384,2341,1854
Märzen / Oktoberfest,351,2342,1855
American Amber / Red Lager,351,2343,1856
American IPA,351,2344,1857
American Pale Lager,132,2345,1858
Bock,132,2346,1859
English Stout,132,2347,1860
American IPA,132,2348,1861
Cream Ale,132,2349,1862
Chile Beer,132,2350,1863
American Amber / Red Ale,132,2351,1864
Berliner Weissbier,47,2352,1865
American IPA,47,2353,1866
Berliner Weissbier,47,2354,1865
Berliner Weissbier,47,2355,1865
American IPA,396,2356,1867
Radler,296,2357,1868
Hefeweizen,296,2358,1869
Hefeweizen,296,2359,1869
American Double / Imperial IPA,361,2360,1870
Pumpkin Ale,361,2361,1871
American Brown Ale,361,2362,1872
American Blonde Ale,361,2363,1873
American Double / Imperial IPA,361,2364,1870
American Double / Imperial IPA,361,2365,1870
Witbier,361,2366,1874
Oatmeal Stout,361,2367,1875
Pumpkin Ale,361,2368,1871
American Pale Ale (APA),361,2369,1876
Belgian Pale Ale,181,2370,1877
Scotch Ale / Wee Heavy,181,2371,1878
American Pilsner,181,2372,1879
American Pale Ale (APA),181,2373,1880
Irish Dry Stout,499,2374,1881
Bock,499,2375,1882
Munich Helles Lager,499,2376,1883
American Pale Ale (APA),550,2377,1884
American Blonde Ale,550,2378,1885
American IPA,509,2379,1886
American Porter,509,2380,1887
American Amber / Red Lager,211,2381,1888
American IPA,211,2382,1889
American Porter,211,2383,1890
American IPA,211,2384,1889
Saison / Farmhouse Ale,239,2385,1891
American IPA,239,2386,1892
American Pilsner,239,2387,1893
American IPA,14,2388,1894
American Brown Ale,14,2389,1895
American IPA,344,2390,1896
American Pale Lager,402,2391,1897
Cider,501,2392,1898
American IPA,109,2393,1899
American Pilsner,109,2394,1900
American IPA,339,2395,1901
American IPA,199,2396,1902
Kölsch,199,2397,1903
American Double / Imperial IPA,199,2398,1904
American IPA,199,2399,1902
American Pale Ale (APA),199,2400,1905
Chile Beer,424,2401,1906
American Strong Ale,424,2402,1907
Pumpkin Ale,424,2403,1908
American Stout,424,2404,1909
Belgian IPA,424,2405,1910
American Amber / Red Ale,424,2406,1911
Schwarzbier,424,2407,1912
American Pale Ale (APA),424,2408,1913
American Amber / Red Ale,424,2409,1911
