Duration,original_index,unique_index
112 min,3221,53
96 min,3222,1
122 min,3223,20
93 min,3224,3
92 min,3225,5
98 min,3226,65
120 min,3227,2
131 min,3228,102
132 min,3229,101
134 min,3230,97
119 min,3231,88
101 min,3232,42
101 min,3233,42
96 min,3234,1
152 min,3235,29
123 min,3236,90
93 min,3237,3
126 min,3238,54
134 min,3239,97
146 min,3240,24
158 min,3241,96
141 min,3242,145
140 min,3243,74
164 min,3244,98
114 min,3245,41
170 min,3246,135
96 min,3247,1
98 min,3248,65
104 min,3249,18
104 min,3250,18
108 min,3251,50
106 min,3252,17
112 min,3253,53
102 min,3254,26
96 min,3255,1
87 min,3256,38
132 min,3257,101
93 min,3258,3
109 min,3259,0
90 min,3260,34
70 min,3261,125
95 min,3262,6
106 min,3263,17
76 min,3264,61
131 min,3265,102
99 min,3266,62
135 min,3267,77
128 min,3268,100
116 min,3269,52
93 min,3270,3
83 min,3271,85
80 min,3272,48
105 min,3273,9
56 min,3274,115
114 min,3275,41
122 min,3276,20
58 min,3277,94
103 min,3278,36
92 min,3279,5
105 min,3280,9
85 min,3281,35
101 min,3282,42
102 min,3283,26
92 min,3284,5
68 min,3285,47
118 min,3286,51
93 min,3287,3
110 min,3288,10
85 min,3289,35
90 min,3290,34
110 min,3291,10
98 min,3292,65
112 min,3293,53
129 min,3294,63
77 min,3295,111
76 min,3296,61
92 min,3297,5
97 min,3298,37
100 min,3299,8
92 min,3300,5
101 min,3301,42
86 min,3302,30
90 min,3303,34
90 min,3304,34
83 min,3305,85
104 min,3306,18
92 min,3307,5
122 min,3308,20
93 min,3309,3
87 min,3310,38
101 min,3311,42
119 min,3312,88
105 min,3313,9
117 min,3314,14
100 min,3315,8
86 min,3316,30
85 min,3317,35
75 min,3318,83
,3319,7
,3320,7
,3321,7
88 min,3322,31
112 min,3323,53
95 min,3324,6
69 min,3325,108
75 min,3326,83
90 min,3327,34
88 min,3328,31
89 min,3329,56
90 min,3330,34
82 min,3331,66
84 min,3332,39
101 min,3333,42
,3334,7
,3335,7
102 min,3336,26
100 min,3337,8
91 min,3338,19
74 min,3339,60
87 min,3340,38
85 min,3341,35
82 min,3342,66
114 min,3343,41
116 min,3344,52
97 min,3345,37
87 min,3346,38
,3347,7
106 min,3348,17
91 min,3349,19
90 min,3350,34
100 min,3351,8
97 min,3352,37
135 min,3353,77
122 min,3354,20
104 min,3355,18
134 min,3356,97
160 min,3357,27
103 min,3358,36
90 min,3359,34
107 min,3360,71
72 min,3361,57
81 min,3362,76
101 min,3363,42
92 min,3364,5
95 min,3365,6
127 min,3366,12
110 min,3367,10
97 min,3368,37
118 min,3369,51
123 min,3370,90
104 min,3371,18
124 min,3372,13
105 min,3373,9
119 min,3374,88
95 min,3375,6
90 min,3376,34
101 min,3377,42
80 min,3378,48
104 min,3379,18
88 min,3380,31
94 min,3381,33
90 min,3382,34
90 min,3383,34
88 min,3384,31
93 min,3385,3
83 min,3386,85
103 min,3387,36
94 min,3388,33
55 min,3389,183
84 min,3390,39
83 min,3391,85
98 min,3392,65
114 min,3393,41
126 min,3394,54
102 min,3395,26
88 min,3396,31
93 min,3397,3
93 min,3398,3
93 min,3399,3
86 min,3400,30
115 min,3401,11
87 min,3402,38
90 min,3403,34
113 min,3404,23
106 min,3405,17
101 min,3406,42
112 min,3407,53
133 min,3408,80
100 min,3409,8
112 min,3410,53
113 min,3411,23
129 min,3412,63
,3413,7
,3414,7
,3415,7
,3416,7
89 min,3417,56
76 min,3418,61
98 min,3419,65
95 min,3420,6
105 min,3421,9
94 min,3422,33
135 min,3423,77
91 min,3424,19
130 min,3425,104
90 min,3426,34
,3427,7
,3428,7
60 min,3429,82
,3430,7
89 min,3431,56
99 min,3432,62
100 min,3433,8
102 min,3434,26
114 min,3435,41
98 min,3436,65
112 min,3437,53
108 min,3438,50
,3439,7
,3440,7
,3441,7
85 min,3442,35
99 min,3443,62
101 min,3444,42
110 min,3445,10
97 min,3446,37
98 min,3447,65
93 min,3448,3
98 min,3449,65
88 min,3450,31
102 min,3451,26
87 min,3452,38
,3453,7
80 min,3454,48
,3455,7
87 min,3456,38
100 min,3457,8
100 min,3458,8
104 min,3459,18
95 min,3460,6
119 min,3461,88
,3462,7
,3463,7
,3464,7
92 min,3465,5
101 min,3466,42
95 min,3467,6
,3468,7
,3469,7
78 min,3470,70
108 min,3471,50
127 min,3472,12
,3473,7
92 min,3474,5
82 min,3475,66
114 min,3476,41
,3477,7
,3478,7
92 min,3479,5
87 min,3480,38
,3481,7
,3482,7
102 min,3483,26
131 min,3484,102
118 min,3485,51
,3486,7
,3487,7
100 min,3488,8
,3489,7
,3490,7
110 min,3491,10
107 min,3492,71
106 min,3493,17
141 min,3494,145
123 min,3495,90
138 min,3496,114
104 min,3497,18
105 min,3498,9
92 min,3499,5
119 min,3500,88
97 min,3501,37
103 min,3502,36
108 min,3503,50
96 min,3504,1
94 min,3505,33
115 min,3506,11
130 min,3507,104
123 min,3508,90
104 min,3509,18
110 min,3510,10
118 min,3511,51
135 min,3512,77
101 min,3513,42
109 min,3514,0
100 min,3515,8
106 min,3516,17
105 min,3517,9
,3518,7
81 min,3519,76
90 min,3520,34
108 min,3521,50
123 min,3522,90
113 min,3523,23
129 min,3524,63
95 min,3525,6
82 min,3526,66
81 min,3527,76
97 min,3528,37
77 min,3529,111
91 min,3530,19
103 min,3531,36
99 min,3532,62
87 min,3533,38
76 min,3534,61
82 min,3535,66
118 min,3536,51
75 min,3537,83
,3538,7
91 min,3539,19
95 min,3540,6
88 min,3541,31
124 min,3542,13
102 min,3543,26
70 min,3544,125
100 min,3545,8
,3546,7
,3547,7
114 min,3548,41
89 min,3549,56
89 min,3550,56
105 min,3551,9
107 min,3552,71
101 min,3553,42
,3554,7
,3555,7
97 min,3556,37
92 min,3557,5
96 min,3558,1
,3559,7
,3560,7
100 min,3561,8
80 min,3562,48
,3563,7
106 min,3564,17
85 min,3565,35
100 min,3566,8
112 min,3567,53
117 min,3568,14
91 min,3569,19
71 min,3570,58
104 min,3571,18
104 min,3572,18
105 min,3573,9
84 min,3574,39
106 min,3575,17
95 min,3576,6
91 min,3577,19
86 min,3578,30
,3579,7
,3580,7
95 min,3581,6
92 min,3582,5
104 min,3583,18
96 min,3584,1
90 min,3585,34
98 min,3586,65
106 min,3587,17
125 min,3588,15
,3589,7
97 min,3590,37
98 min,3591,65
60 min,3592,82
110 min,3593,10
115 min,3594,11
132 min,3595,101
93 min,3596,3
82 min,3597,66
103 min,3598,36
48 min,3599,181
113 min,3600,23
107 min,3601,71
100 min,3602,8
100 min,3603,8
1 hr. 34 min.,3604,106
98 min,3605,65
94 min,3606,33
97 min,3607,37
91 min,3608,19
115 min,3609,11
107 min,3610,71
95 min,3611,6
70 min,3612,125
,3613,7
,3614,7
105 min,3615,9
,3616,7
,3617,7
121 min,3618,16
,3619,7
90 min,3620,34
122 min,3621,20
85 min,3622,35
98 min,3623,65
101 min,3624,42
95 min,3625,6
106 min,3626,17
105 min,3627,9
63 min,3628,59
77 min,3629,111
90 min,3630,34
75 min,3631,83
94 min,3632,33
95 min,3633,6
60 min,3634,82
129 min,3635,63
,3636,7
,3637,7
,3638,7
102 min,3639,26
88 min,3640,31
,3641,7
122 min,3642,20
133 min,3643,80
120 min,3644,2
114 min,3645,41
100 min,3646,8
118 min,3647,51
108 min,3648,50
95 min,3649,6
110 min,3650,10
121 min,3651,16
105 min,3652,9
80 min,3653,48
103 min,3654,36
90 min,3655,34
,3656,7
135 min,3657,77
,3658,7
,3659,7
132 min,3660,101
103 min,3661,36
99 min,3662,62
119 min,3663,88
,3664,7
108 min,3665,50
128 min,3666,100
90 min,3667,34
125 min,3668,15
129 min,3669,63
108 min,3670,50
105 min,3671,9
102 min,3672,26
90 min,3673,34
128 min,3674,100
94 min,3675,33
109 min,3676,0
75 min,3677,83
,3678,7
,3679,7
90 min,3680,34
118 min,3681,51
95 min,3682,6
95 min,3683,6
114 min,3684,41
90 min,3685,34
107 min,3686,71
109 min,3687,0
103 min,3688,36
100 min,3689,8
94 min,3690,33
98 min,3691,65
106 min,3692,17
94 min,3693,33
,3694,7
90 min,3695,34
124 min,3696,13
93 min,3697,3
80 min,3698,48
95 min,3699,6
124 min,3700,13
91 min,3701,19
81 min,3702,76
99 min,3703,62
132 min,3704,101
106 min,3705,17
106 min,3706,17
103 min,3707,36
99 min,3708,62
102 min,3709,26
89 min,3710,56
102 min,3711,26
92 min,3712,5
88 min,3713,31
133 min,3714,80
98 min,3715,65
85 min,3716,35
79 min,3717,32
87 min,3718,38
84 min,3719,39
99 min,3720,62
93 min,3721,3
111 min,3722,44
88 min,3723,31
90 min,3724,34
84 min,3725,39
,3726,7
104 min,3727,18
98 min,3728,65
112 min,3729,53
91 min,3730,19
111 min,3731,44
97 min,3732,37
120 min,3733,2
106 min,3734,17
124 min,3735,13
106 min,3736,17
109 min,3737,0
124 min,3738,13
90 min,3739,34
105 min,3740,9
127 min,3741,12
123 min,3742,90
110 min,3743,10
89 min,3744,56
105 min,3745,9
97 min,3746,37
102 min,3747,26
147 min,3748,113
85 min,3749,35
93 min,3750,3
102 min,3751,26
96 min,3752,1
75 min,3753,83
122 min,3754,20
104 min,3755,18
76 min,3756,61
106 min,3757,17
124 min,3758,13
116 min,3759,52
84 min,3760,39
98 min,3761,65
117 min,3762,14
113 min,3763,23
98 min,3764,65
138 min,3765,114
132 min,3766,101
130 min,3767,104
85 min,3768,35
184 min,3769,184
129 min,3770,63
109 min,3771,0
93 min,3772,3
97 min,3773,37
90 min,3774,34
90 min,3775,34
100 min,3776,8
105 min,3777,9
78 min,3778,70
102 min,3779,26
106 min,3780,17
90 min,3781,34
82 min,3782,66
85 min,3783,35
88 min,3784,31
94 min,3785,33
144 min,3786,49
91 min,3787,19
170 min,3788,135
126 min,3789,54
124 min,3790,13
125 min,3791,15
,3792,7
90 min,3793,34
88 min,3794,31
89 min,3795,56
100 min,3796,8
,3797,7
98 min,3798,65
89 min,3799,56
126 min,3800,54
105 min,3801,9
104 min,3802,18
112 min,3803,53
96 min,3804,1
71 min,3805,58
91 min,3806,19
93 min,3807,3
96 min,3808,1
105 min,3809,9
105 min,3810,9
91 min,3811,19
119 min,3812,88
100 min,3813,8
145 min,3814,121
95 min,3815,6
105 min,3816,9
114 min,3817,41
102 min,3818,26
106 min,3819,17
90 min,3820,34
103 min,3821,36
105 min,3822,9
92 min,3823,5
127 min,3824,12
136 min,3825,55
108 min,3826,50
98 min,3827,65
100 min,3828,8
176 min,3829,86
139 min,3830,91
104 min,3831,18
108 min,3832,50
88 min,3833,31
125 min,3834,15
106 min,3835,17
106 min,3836,17
111 min,3837,44
138 min,3838,114
95 min,3839,6
93 min,3840,3
93 min,3841,3
118 min,3842,51
100 min,3843,8
88 min,3844,31
100 min,3845,8
89 min,3846,56
83 min,3847,85
117 min,3848,14
108 min,3849,50
80 min,3850,48
100 min,3851,8
95 min,3852,6
107 min,3853,71
107 min,3854,71
104 min,3855,18
108 min,3856,50
113 min,3857,23
135 min,3858,77
98 min,3859,65
130 min,3860,104
94 min,3861,33
106 min,3862,17
93 min,3863,3
112 min,3864,53
89 min,3865,56
97 min,3866,37
95 min,3867,6
117 min,3868,14
95 min,3869,6
97 min,3870,37
78 min,3871,70
96 min,3872,1
108 min,3873,50
98 min,3874,65
96 min,3875,1
,3876,7
93 min,3877,3
85 min,3878,35
83 min,3879,85
95 min,3880,6
,3881,7
105 min,3882,9
84 min,3883,39
103 min,3884,36
97 min,3885,37
100 min,3886,8
84 min,3887,39
90 min,3888,34
101 min,3889,42
112 min,3890,53
98 min,3891,65
87 min,3892,38
101 min,3893,42
101 min,3894,42
109 min,3895,0
120 min,3896,2
136 min,3897,55
130 min,3898,104
109 min,3899,0
146 min,3900,24
127 min,3901,12
98 min,3902,65
108 min,3903,50
104 min,3904,18
109 min,3905,0
101 min,3906,42
102 min,3907,26
114 min,3908,41
,3909,7
94 min,3910,33
106 min,3911,17
134 min,3912,97
88 min,3913,31
100 min,3914,8
106 min,3915,17
97 min,3916,37
88 min,3917,31
104 min,3918,18
88 min,3919,31
95 min,3920,6
98 min,3921,65
91 min,3922,19
103 min,3923,36
89 min,3924,56
91 min,3925,19
103 min,3926,36
93 min,3927,3
97 min,3928,37
99 min,3929,62
80 min,3930,48
88 min,3931,31
83 min,3932,85
85 min,3933,35
82 min,3934,66
105 min,3935,9
93 min,3936,3
85 min,3937,35
102 min,3938,26
111 min,3939,44
,3940,7
91 min,3941,19
100 min,3942,8
89 min,3943,56
111 min,3944,44
121 min,3945,16
174 min,3946,128
86 min,3947,30
80 min,3948,48
102 min,3949,26
82 min,3950,66
92 min,3951,5
87 min,3952,38
92 min,3953,5
77 min,3954,111
,3955,7
114 min,3956,41
89 min,3957,56
105 min,3958,9
96 min,3959,1
99 min,3960,62
97 min,3961,37
103 min,3962,36
109 min,3963,0
106 min,3964,17
109 min,3965,0
108 min,3966,50
83 min,3967,85
96 min,3968,1
93 min,3969,3
65 min,3970,131
102 min,3971,26
115 min,3972,11
118 min,3973,51
95 min,3974,6
88 min,3975,31
101 min,3976,42
105 min,3977,9
,3978,7
90 min,3979,34
91 min,3980,19
91 min,3981,19
99 min,3982,62
89 min,3983,56
115 min,3984,11
95 min,3985,6
103 min,3986,36
99 min,3987,62
111 min,3988,44
90 min,3989,34
92 min,3990,5
101 min,3991,42
107 min,3992,71
88 min,3993,31
118 min,3994,51
99 min,3995,62
100 min,3996,8
137 min,3997,68
150 min,3998,129
86 min,3999,30
106 min,4000,17
96 min,4001,1
107 min,4002,71
96 min,4003,1
101 min,4004,42
91 min,4005,19
100 min,4006,8
98 min,4007,65
95 min,4008,6
94 min,4009,33
95 min,4010,6
97 min,4011,37
95 min,4012,6
126 min,4013,54
102 min,4014,26
106 min,4015,17
108 min,4016,50
86 min,4017,30
93 min,4018,3
95 min,4019,6
99 min,4020,62
90 min,4021,34
95 min,4022,6
87 min,4023,38
103 min,4024,36
47 min,4025,109
94 min,4026,33
100 min,4027,8
98 min,4028,65
,4029,7
97 min,4030,37
1 hr. 6 min.,4031,185
105 min,4032,9
97 min,4033,37
100 min,4034,8
96 min,4035,1
104 min,4036,18
85 min,4037,35
136 min,4038,55
103 min,4039,36
110 min,4040,10
109 min,4041,0
84 min,4042,39
117 min,4043,14
111 min,4044,44
83 min,4045,85
97 min,4046,37
88 min,4047,31
80 min,4048,48
128 min,4049,100
85 min,4050,35
87 min,4051,38
87 min,4052,38
68 min,4053,47
87 min,4054,38
108 min,4055,50
90 min,4056,34
89 min,4057,56
91 min,4058,19
90 min,4059,34
104 min,4060,18
108 min,4061,50
77 min,4062,111
77 min,4063,111
84 min,4064,39
97 min,4065,37
81 min,4066,76
90 min,4067,34
82 min,4068,66
105 min,4069,9
87 min,4070,38
1 hr. 45 min.,4071,43
95 min,4072,6
104 min,4073,18
84 min,4074,39
90 min,4075,34
78 min,4076,70
104 min,4077,18
117 min,4078,14
86 min,4079,30
132 min,4080,101
104 min,4081,18
85 min,4082,35
113 min,4083,23
134 min,4084,97
90 min,4085,34
92 min,4086,5
,4087,7
89 min,4088,56
87 min,4089,38
112 min,4090,53
97 min,4091,37
1 hr. 45 min.,4092,43
107 min,4093,71
113 min,4094,23
111 min,4095,44
75 min,4096,83
100 min,4097,8
100 min,4098,8
115 min,4099,11
88 min,4100,31
89 min,4101,56
93 min,4102,3
96 min,4103,1
91 min,4104,19
144 min,4105,49
91 min,4106,19
81 min,4107,76
86 min,4108,30
116 min,4109,52
97 min,4110,37
116 min,4111,52
94 min,4112,33
90 min,4113,34
87 min,4114,38
140 min,4115,74
128 min,4116,100
80 min,4117,48
85 min,4118,35
111 min,4119,44
95 min,4120,6
106 min,4121,17
105 min,4122,9
127 min,4123,12
,4124,7
116 min,4125,52
86 min,4126,30
93 min,4127,3
111 min,4128,44
134 min,4129,97
95 min,4130,6
75 min,4131,83
85 min,4132,35
79 min,4133,32
90 min,4134,34
100 min,4135,8
107 min,4136,71
93 min,4137,3
122 min,4138,20
92 min,4139,5
96 min,4140,1
106 min,4141,17
108 min,4142,50
1 hr. 35 min.,4143,105
96 min,4144,1
103 min,4145,36
106 min,4146,17
91 min,4147,19
98 min,4148,65
102 min,4149,26
110 min,4150,10
103 min,4151,36
127 min,4152,12
101 min,4153,42
134 min,4154,97
107 min,4155,71
111 min,4156,44
136 min,4157,55
91 min,4158,19
90 min,4159,34
95 min,4160,6
2 hr. 12 min.,4161,186
,4162,7
93 min,4163,3
118 min,4164,51
120 min,4165,2
104 min,4166,18
110 min,4167,10
105 min,4168,9
117 min,4169,14
110 min,4170,10
86 min,4171,30
,4172,7
240 min,4173,187
,4174,7
135 min,4175,77
140 min,4176,74
106 min,4177,17
77 min,4178,111
94 min,4179,33
118 min,4180,51
,4181,7
95 min,4182,6
90 min,4183,34
96 min,4184,1
114 min,4185,41
95 min,4186,6
93 min,4187,3
78 min,4188,70
103 min,4189,36
87 min,4190,38
90 min,4191,34
85 min,4192,35
118 min,4193,51
116 min,4194,52
110 min,4195,10
99 min,4196,62
81 min,4197,76
109 min,4198,0
97 min,4199,37
96 min,4200,1
98 min,4201,65
100 min,4202,8
86 min,4203,30
119 min,4204,88
121 min,4205,16
121 min,4206,16
125 min,4207,15
138 min,4208,114
138 min,4209,114
106 min,4210,17
116 min,4211,52
135 min,4212,77
116 min,4213,52
102 min,4214,26
118 min,4215,51
115 min,4216,11
110 min,4217,10
138 min,4218,114
100 min,4219,8
121 min,4220,16
119 min,4221,88
94 min,4222,33
119 min,4223,88
,4224,7
127 min,4225,12
155 min,4226,99
121 min,4227,16
80 min,4228,48
130 min,4229,104
95 min,4230,6
124 min,4231,13
111 min,4232,44
111 min,4233,44
,4234,7
66 min,4235,110
118 min,4236,51
,4237,7
103 min,4238,36
116 min,4239,52
96 min,4240,1
101 min,4241,42
112 min,4242,53
141 min,4243,145
125 min,4244,15
116 min,4245,52
113 min,4246,23
139 min,4247,91
111 min,4248,44
117 min,4249,14
119 min,4250,88
139 min,4251,91
85 min,4252,35
106 min,4253,17
130 min,4254,104
110 min,4255,10
92 min,4256,5
77 min,4257,111
84 min,4258,39
85 min,4259,35
65 min,4260,131
105 min,4261,9
95 min,4262,6
80 min,4263,48
101 min,4264,42
84 min,4265,39
94 min,4266,33
92 min,4267,5
90 min,4268,34
107 min,4269,71
117 min,4270,14
105 min,4271,9
83 min,4272,85
72 min,4273,57
87 min,4274,38
61 min,4275,188
78 min,4276,70
81 min,4277,76
77 min,4278,111
80 min,4279,48
61 min,4280,188
70 min,4281,125
61 min,4282,188
65 min,4283,131
61 min,4284,188
49 min,4285,147
,4286,7
113 min,4287,23
90 min,4288,34
79 min,4289,32
104 min,4290,18
134 min,4291,97
104 min,4292,18
90 min,4293,34
105 min,4294,9
106 min,4295,17
99 min,4296,62
94 min,4297,33
,4298,7
,4299,7
108 min,4300,50
130 min,4301,104
86 min,4302,30
122 min,4303,20
113 min,4304,23
127 min,4305,12
124 min,4306,13
108 min,4307,50
125 min,4308,15
130 min,4309,104
95 min,4310,6
91 min,4311,19
85 min,4312,35
170 min,4313,135
103 min,4314,36
103 min,4315,36
106 min,4316,17
55 min,4317,183
77 min,4318,111
147 min,4319,113
105 min,4320,9
96 min,4321,1
,4322,7
95 min,4323,6
80 min,4324,48
82 min,4325,66
91 min,4326,19
88 min,4327,31
92 min,4328,5
88 min,4329,31
87 min,4330,38
129 min,4331,63
77 min,4332,111
134 min,4333,97
144 min,4334,49
87 min,4335,38
91 min,4336,19
95 min,4337,6
55 min,4338,183
79 min,4339,32
86 min,4340,30
82 min,4341,66
77 min,4342,111
76 min,4343,61
80 min,4344,48
1 hr. 34 min.,4345,106
87 min,4346,38
86 min,4347,30
80 min,4348,48
79 min,4349,32
81 min,4350,76
81 min,4351,76
86 min,4352,30
98 min,4353,65
105 min,4354,9
88 min,4355,31
92 min,4356,5
108 min,4357,50
118 min,4358,51
108 min,4359,50
90 min,4360,34
94 min,4361,33
75 min,4362,83
100 min,4363,8
90 min,4364,34
104 min,4365,18
94 min,4366,33
98 min,4367,65
103 min,4368,36
96 min,4369,1
1 hr. 39 min.,4370,40
82 min,4371,66
96 min,4372,1
78 min,4373,70
90 min,4374,34
101 min,4375,42
110 min,4376,10
62 min,4377,89
107 min,4378,71
77 min,4379,111
102 min,4380,26
130 min,4381,104
88 min,4382,31
90 min,4383,34
120 min,4384,2
58 min,4385,94
86 min,4386,30
97 min,4387,37
87 min,4388,38
96 min,4389,1
129 min,4390,63
109 min,4391,0
122 min,4392,20
105 min,4393,9
114 min,4394,41
115 min,4395,11
117 min,4396,14
91 min,4397,19
112 min,4398,53
135 min,4399,77
128 min,4400,100
109 min,4401,0
84 min,4402,39
105 min,4403,9
123 min,4404,90
116 min,4405,52
121 min,4406,16
120 min,4407,2
112 min,4408,53
116 min,4409,52
102 min,4410,26
114 min,4411,41
115 min,4412,11
99 min,4413,62
57 min,4414,150
178 min,4415,134
123 min,4416,90
119 min,4417,88
110 min,4418,10
123 min,4419,90
120 min,4420,2
79 min,4421,32
113 min,4422,23
98 min,4423,65
141 min,4424,145
85 min,4425,35
147 min,4426,113
90 min,4427,34
83 min,4428,85
74 min,4429,60
97 min,4430,37
118 min,4431,51
111 min,4432,44
61 min,4433,188
104 min,4434,18
58 min,4435,94
76 min,4436,61
98 min,4437,65
83 min,4438,85
,4439,7
47 min,4440,109
54 min,4441,189
82 min,4442,66
52 min,4443,21
96 min,4444,1
128 min,4445,100
95 min,4446,6
115 min,4447,11
108 min,4448,50
104 min,4449,18
97 min,4450,37
102 min,4451,26
95 min,4452,6
107 min,4453,71
96 min,4454,1
102 min,4455,26
90 min,4456,34
2 hr. 8 min.,4457,177
87 min,4458,38
88 min,4459,31
100 min,4460,8
75 min,4461,83
68 min,4462,47
94 min,4463,33
99 min,4464,62
96 min,4465,1
100 min,4466,8
1 hr. 32 min.,4467,144
102 min,4468,26
90 min,4469,34
86 min,4470,30
91 min,4471,19
106 min,4472,17
,4473,7
90 min,4474,34
91 min,4475,19
92 min,4476,5
93 min,4477,3
98 min,4478,65
98 min,4479,65
72 min,4480,57
110 min,4481,10
92 min,4482,5
90 min,4483,34
119 min,4484,88
90 min,4485,34
112 min,4486,53
100 min,4487,8
80 min,4488,48
98 min,4489,65
95 min,4490,6
76 min,4491,61
72 min,4492,57
86 min,4493,30
115 min,4494,11
119 min,4495,88
107 min,4496,71
130 min,4497,104
89 min,4498,56
108 min,4499,50
113 min,4500,23
111 min,4501,44
69 min,4502,108
108 min,4503,50
128 min,4504,100
103 min,4505,36
96 min,4506,1
97 min,4507,37
105 min,4508,9
91 min,4509,19
131 min,4510,102
106 min,4511,17
101 min,4512,42
91 min,4513,19
111 min,4514,44
116 min,4515,52
128 min,4516,100
122 min,4517,20
105 min,4518,9
106 min,4519,17
96 min,4520,1
1 hr. 32 min.,4521,144
89 min,4522,56
126 min,4523,54
106 min,4524,17
113 min,4525,23
87 min,4526,38
93 min,4527,3
100 min,4528,8
85 min,4529,35
95 min,4530,6
85 min,4531,35
81 min,4532,76
100 min,4533,8
156 min,4534,139
111 min,4535,44
95 min,4536,6
131 min,4537,102
96 min,4538,1
89 min,4539,56
102 min,4540,26
100 min,4541,8
107 min,4542,71
92 min,4543,5
133 min,4544,80
103 min,4545,36
110 min,4546,10
106 min,4547,17
96 min,4548,1
100 min,4549,8
79 min,4550,32
83 min,4551,85
106 min,4552,17
93 min,4553,3
112 min,4554,53
123 min,4555,90
82 min,4556,66
97 min,4557,37
115 min,4558,11
95 min,4559,6
201 min,4560,138
108 min,4561,50
160 min,4562,27
109 min,4563,0
114 min,4564,41
120 min,4565,2
96 min,4566,1
82 min,4567,66
90 min,4568,34
84 min,4569,39
91 min,4570,19
100 min,4571,8
115 min,4572,11
85 min,4573,35
71 min,4574,58
91 min,4575,19
93 min,4576,3
88 min,4577,31
88 min,4578,31
83 min,4579,85
108 min,4580,50
82 min,4581,66
89 min,4582,56
88 min,4583,31
89 min,4584,56
88 min,4585,31
83 min,4586,85
92 min,4587,5
114 min,4588,41
132 min,4589,101
91 min,4590,19
97 min,4591,37
81 min,4592,76
102 min,4593,26
85 min,4594,35
90 min,4595,34
97 min,4596,37
109 min,4597,0
95 min,4598,6
104 min,4599,18
105 min,4600,9
86 min,4601,30
82 min,4602,66
93 min,4603,3
124 min,4604,13
119 min,4605,88
96 min,4606,1
1 hr. 31 min.,4607,164
91 min,4608,19
92 min,4609,5
95 min,4610,6
117 min,4611,14
124 min,4612,13
115 min,4613,11
108 min,4614,50
149 min,4615,120
116 min,4616,52
104 min,4617,18
133 min,4618,80
108 min,4619,50
105 min,4620,9
120 min,4621,2
98 min,4622,65
113 min,4623,23
208 min,4624,190
80 min,4625,48
96 min,4626,1
125 min,4627,15
88 min,4628,31
174 min,4629,128
98 min,4630,65
154 min,4631,22
100 min,4632,8
123 min,4633,90
99 min,4634,62
95 min,4635,6
124 min,4636,13
90 min,4637,34
82 min,4638,66
90 min,4639,34
110 min,4640,10
68 min,4641,47
94 min,4642,33
92 min,4643,5
101 min,4644,42
90 min,4645,34
95 min,4646,6
100 min,4647,8
93 min,4648,3
105 min,4649,9
197 min,4650,148
89 min,4651,56
84 min,4652,39
126 min,4653,54
94 min,4654,33
104 min,4655,18
86 min,4656,30
145 min,4657,121
82 min,4658,66
106 min,4659,17
114 min,4660,41
99 min,4661,62
101 min,4662,42
81 min,4663,76
119 min,4664,88
83 min,4665,85
,4666,7
85 min,4667,35
100 min,4668,8
72 min,4669,57
97 min,4670,37
109 min,4671,0
108 min,4672,50
60 min,4673,82
92 min,4674,5
99 min,4675,62
69 min,4676,108
103 min,4677,36
116 min,4678,52
113 min,4679,23
82 min,4680,66
113 min,4681,23
81 min,4682,76
92 min,4683,5
98 min,4684,65
117 min,4685,14
103 min,4686,36
82 min,4687,66
106 min,4688,17
117 min,4689,14
119 min,4690,88
,4691,7
123 min,4692,90
178 min,4693,134
133 min,4694,80
160 min,4695,27
107 min,4696,71
126 min,4697,54
123 min,4698,90
87 min,4699,38
89 min,4700,56
97 min,4701,37
82 min,4702,66
85 min,4703,35
91 min,4704,19
90 min,4705,34
100 min,4706,8
74 min,4707,60
106 min,4708,17
129 min,4709,63
102 min,4710,26
79 min,4711,32
97 min,4712,37
62 min,4713,89
,4714,7
71 min,4715,58
81 min,4716,76
114 min,4717,41
78 min,4718,70
89 min,4719,56
188 min,4720,191
105 min,4721,9
81 min,4722,76
90 min,4723,34
102 min,4724,26
157 min,4725,79
87 min,4726,38
110 min,4727,10
137 min,4728,68
92 min,4729,5
121 min,4730,16
75 min,4731,83
113 min,4732,23
102 min,4733,26
104 min,4734,18
94 min,4735,33
105 min,4736,9
105 min,4737,9
110 min,4738,10
119 min,4739,88
97 min,4740,37
118 min,4741,51
83 min,4742,85
91 min,4743,19
97 min,4744,37
109 min,4745,0
88 min,4746,31
108 min,4747,50
86 min,4748,30
91 min,4749,19
92 min,4750,5
90 min,4751,34
117 min,4752,14
91 min,4753,19
123 min,4754,90
85 min,4755,35
93 min,4756,3
92 min,4757,5
120 min,4758,2
97 min,4759,37
126 min,4760,54
110 min,4761,10
90 min,4762,34
116 min,4763,52
113 min,4764,23
104 min,4765,18
80 min,4766,48
84 min,4767,39
74 min,4768,60
100 min,4769,8
87 min,4770,38
137 min,4771,68
83 min,4772,85
101 min,4773,42
108 min,4774,50
78 min,4775,70
96 min,4776,1
90 min,4777,34
98 min,4778,65
101 min,4779,42
114 min,4780,41
91 min,4781,19
85 min,4782,35
108 min,4783,50
1 hr. 40 min.,4784,192
102 min,4785,26
103 min,4786,36
116 min,4787,52
141 min,4788,145
122 min,4789,20
121 min,4790,16
115 min,4791,11
1 hr. 34 min.,4792,106
