Director,Creator,original_index,unique_index
Jonathan Kaplan,"Charles S. Haas,Charles F. Haas,Tim Hunter,Charles Haas",4143,3917
Ron Maxwell,"Kimi Peck,Dalene Young",4144,3918
Tim Hunter,Lyle Kessler,4145,3919
Adrian Lyne,Gerald Ayres,4146,3920
Francis Ford Coppola,"Kathleen Rowell,S.E. Hinton",4147,3921
Anthony Minghella,"Amy Schor Ferris,Vicki Polon",4148,3922
Christopher Cain,"S.E. Hinton,Emilio Estevez",4149,3923
Francis Ford Coppola,"Arnold Schulman,David Seidler",4150,3924
Francis Ford Coppola,"Jerry Leichtling,Arlene Sarner",4151,3925
Francis Ford Coppola,"William Kennedy,Francis Ford Coppola",4152,3926
Francis Ford Coppola,Francis Ford Coppola,4153,2278
Michael Cimino,"Robert Daley,Oliver Stone",4154,3927
Francis Ford Coppola,"Armyan Bernstein,Francis Ford Coppola",4155,3928
Francis Ford Coppola,"Nicholas Proffitt,Ronald Bass",4156,3929
Gus Van Sant,Mike Rich,4157,3930
Steve Buscemi,James C. Strouse,4158,3931
"Dan Stone,Patrick Gambuti Jr.",,4159,3932
John Gulager,"Marcus Dunstan,Patrick Melton",4160,3933
Ralph Bakshi,"Peter S. Beagle,Chris Conkling",4161,3934
John Cregan,John Cregan,4162,3935
Roger Paradiso,,4163,1792
Lasse Hallström,"Peter Hedges,Peter Hedges",4164,3936
Frank Marshall,"Piers Paul Read,John Patrick Shanley",4165,3937
Randal Kleiser,"Henry De Vere Stacpoole,Douglas Day Stewart",4166,3938
Stephen Hopkins,William Goldman,4167,3939
"Rod Hardy,George Miller","Daniel Defoe,Christopher Lofton",4168,3940
Lee Tamahori,David Mamet,4169,3941
John Boorman,"James Dickey,James Dickey",4170,3942
Kristin Canty,,4171,3943
Jean-Luc Godard,"Norman Mailer,Jean-Luc Godard",4172,3944
Alexander Barnett,William Shakespeare,4173,3945
Antoine Fuqua,"Kurt Sutter,Richard Wenk",4174,3946
Franco Zeffirelli,"William Shakespeare,Christopher De Vore",4175,3947
Roman Polanski,"William Shakespeare,Roman Polanski",4176,3948
Mike Cahill,Mike Cahill,4177,3949
Shane Carruth,Shane Carruth,4178,3950
Terrence Malick,Terrence Malick,4179,2426
Peter Bogdanovich,"Larry McMurtry,Peter Bogdanovich",4180,3951
"Nadia Conners,Leila Conners Petersen","Leila Conners Petersen,Nadia Conners,Leonardo DiCaprio",4181,3952
Todd Douglas Miller,,4182,3953
Louie Psihoyos,Mark Monroe,4183,933
Darren Aronofsky,"Darren Aronofsky,Darren Aronofsky",4184,216
Ted Kotcheff,"Evan Jones,Kenneth Cook",4185,3954
Michael Collins,"Michael Collins,Eric Daniel Metzgar",4186,3955
"Laura Gabbert,Justin Schein",,4187,3956
Ralph Bakshi,"Ralph Bakshi,Robert Crumb",4188,3957
Martin Rosen,"Richard Adams,Martin Rosen",4189,3958
"Maryam Henein,George Langworthy","Maryam Henein,George Langworthy",4190,3959
Michael Anderson,"George Orwell,William Templeton",4191,3960
Zal Batmanglij,"Zal Batmanglij,Brit Marling",4192,3961
Peter Brook,"Peter Brook,Denis Cannan",4193,3962
Zal Batmanglij,"Zal Batmanglij,Brit Marling",4194,3961
Jason Winer,"Peter Baynham,Steve Gordon",4195,3963
Mark Levinson,,4196,3964
David Gordon Green,"Brian Gatewood,Alessandro Tanaka",4197,3965
"William Arntz,Betsy Chasse","William Arntz,Betsy Chasse",4198,3966
Richard Fleischer,"Stanley R. Greenberg,Harry Harrison",4199,3967
David Cronenberg,"George Langelaan,Charles Edward Pogue",4200,3968
Tommy Lee Wallace,Tommy Lee Wallace,4201,2837
Richard Linklater,"Philip K. Dick,Richard Linklater",4202,3969
George Lucas,"George Lucas,George Lucas",4203,1183
Alex Gibney,"Alex Gibney,Lawrence Wright",4204,3970
"Joe Berlinger,Bruce Sinofsky",,4205,2434
Antoine Fuqua,"Alex Lasker,Patrick Cirillo",4206,3971
Gregory Hoblit,"John Katzenbach,Billy Ray",4207,3972
Randall Wallace,"Harold G. Moore,Joseph L. Galloway",4208,3973
Kathryn Bigelow,"Louis Nowra,Christopher Kyle",4209,3974
John Moore,"Jim Thomas,John Thomas",4210,3975
Tony Scott,"Michael Schiffer,Richard P. Henrick",4211,3976
Terrence Malick,Terrence Malick,4212,2426
Scott Cooper,"Brad Ingelsby,Scott Cooper",4213,3977
Mary Harron,"Bret Easton Ellis,Mary Harron",4214,3978
"Albert Hughes,Allen Hughes",Gary Whitta,4215,3979
Marco Brambilla,"Peter M. Lenkov,Robert Reneau",4216,3980
"Ethan Coen,Joel Coen","Joel Coen,Ethan Coen",4217,2275
David O. Russell,"Eric Warren Singer,David O. Russell",4218,3981
Gordon Parks,"Ernest Tidyman,John D.F. Black",4219,3982
Renny Harlin,Shane Black,4220,3983
Kevin Reynolds,Scott Yagemann,4221,3984
"Don Bluth,Gary Goldman","Hans Bauer,Randall McCormick",4222,3985
David Twohy,"Jim Wheat,Ken Wheat",4223,1801
David Twohy,David Twohy,4224,1751
Gary Fleder,"John Grisham,Brian Koppelman",4225,3986
Steven Spielberg,David Franzoni,4226,3987
Ron Howard,"Cyril Hume,Richard Maibaum",4227,3988
Dennis Dugan,"Allen Covert,Nick Swardson",4228,3989
Alan Parker,Charles Randolph,4229,3990
"Mark Neveldine,Brian Taylor","Mark Neveldine,Brian Taylor",4230,3991
Michael Caton-Jones,"Kenneth Ross,Chuck Pfarrer",4231,3992
Robert Schwentke,"Jon Hoeber,Erich Hoeber",4232,3993
Harold Becker,"Ryne Douglas Pearson,Lawrence Konner",4233,3994
Florent Emilio Siri,Doug Richardson,4234,3995
Louis J. Gasnier,"Lawrence Meade,Arthur Hoerl",4235,3996
Ron Shelton,"James Ellroy,David Ayer",4236,3997
David Ayer,David Ayer,4237,1805
Blake Edwards,"Frank Waldman,Blake Edwards",4238,3998
Jeannot Szwarc,"Peter Benchley,Carl Gottlieb",4239,3999
James Ronald Whitney,James Ronald Whitney,4240,4000
Liz Garbus,,4241,4001
Scott Cooper,"Scott Cooper,Thomas Cobb",4242,4002
Francis Ford Coppola,"E.Y. Harburg,Fred Saidy",4243,4003
Franklin J. Schaffner,"Ira Levin,Heywood Gould",4244,4004
Sydney Pollack,"Larry Gelbart,Murray Schisgal",4245,4005
Sam Peckinpah,"David Zelag Goodman,Sam Peckinpah",4246,4006
Arthur Penn,"Thomas Berger,Calder Willingham",4247,4007
Bob Fosse,"Julian Barry,Julian Barry",4248,4008
Sydney Pollack,"James Grady,Lorenzo Semple Jr.",4249,4009
John Frankenheimer,"Alexander Jacobs,Robert Dillon",4250,4010
Roland Emmerich,"Dean Devlin,Roland Emmerich",4251,898
"Zana Briski,Ross Kauffman","Zana Briski,Ross Kauffman",4252,4011
Alex Gibney,Alex Gibney,4253,4012
Bill Condon,"Bill Condon,Tom Eyen",4254,4013
Lee Daniels,"Geoffrey Fletcher,Sapphire",4255,4014
Ben Coccio,"Ben Coccio,Christopher Coccio",4256,4015
Christopher Denham,Christopher Denham,4257,4016
Wes Craven,Wes Craven,4258,3596
Pericles Lewnes,Pericles Lewnes,4259,4017
Frank R. Strayer,Edward T. Lowe Jr.,4260,4018
John Guillermin,"Merian C. Cooper,Steven Pressfield",4261,4019
Daniel G. Karslake,"Daniel G. Karslake,Helen R. Mendoza",4262,4020
Eugène Lourié,"Lou Morheim,Fred Freiberger",4263,4021
Amy Berg,Amy Berg,4264,4022
Ernest B. Schoedsack,"Ruth Rose,Merian C. Cooper",4265,4023
Eric Steel,Tad Friend,4266,4024
Rowland V. Lee,Robert N. Lee,4267,4025
Brian Levant,"Scott Alexander,Larry Karaszewski",4268,4026
Chris Smith,,4269,4027
"Ronald Neame,Irwin Allen","Paul Gallico,Stirling Silliphant",4270,4028
David Zellner,"David Zellner,Nathan Zellner",4271,4029
Alex Ross Perry,"Carlen Altman,Alex Ross Perry",4272,4030
A. Edward Sutherland,"Curt Siodmak,Joe May",4273,4031
James Whale,Frances Marion,4274,4032
Reginald Le Borg,"Griffin Jay,Henry Sucher",4275,4033
Ford Beebe,"Bertram Millhauser,H.G. Wells",4276,4034
Edwin L. Marin,"H.G. Wells,Curt Siodmak",4277,4035
Robert Wise,"Robert Louis Stevenson,Philip MacDonald",4278,4036
Lambert Hillyer,"John Colton,Howard Higgin",4279,4037
Lew Landers,"Edgar Allan Poe,David Boehm",4280,4038
Erle C. Kenton,"Waldemar Young,Philip Wylie",4281,4039
Robert Florey,"Edgar Allan Poe,Robert Florey",4282,4040
Edgar G. Ulmer,"Edgar Allan Poe,Peter Ruric",4283,4041
Jean Yarbrough,"George Bricker,Dwight V. Babcock",4284,4042
John S. Robertson,"Robert Louis Stevenson,Clara Beranger",4285,4043
B. Luciano Barsuglia,"B. Luciano Barsuglia,Robert Louis Stevenson",4286,4044
Victor Fleming,"John Lee Mahin,Robert Louis Stevenson",4287,4045
Alex Ross Perry,Alex Ross Perry,4288,2432
Patrick Brice,Patrick Brice,4289,4046
Gina Kim,Gina Kim,4290,4047
Eric Schaeffer,Eric Schaeffer,4291,4048
Debra Granik,"Jean-Michel Dissard,Debra Granik",4292,4049
Peter Mattei,Peter Mattei,4293,4050
Ari Ryan,"Jon Lindstrom,Jon Lindstrom",4294,4051
George Ratliff,"David Gilbert,George Ratliff",4295,4052
Adam Rodgers,"Glenn German,Adam Rodgers",4296,4053
Christopher Neil,"Mark Poirier,Mark Poirier",4297,4054
Dwayne Buckle,Dwayne Buckle,4298,4055
Anthony Minghella,"Timothy Bricknell,Anthony Minghella",4299,4056
Rod Lurie,Rod Lurie,4300,4057
Chris Weitz,"Melissa Rosenberg,Stephenie Meyer",4301,4058
Daniel Barnz,"Daniel Barnz,Alex Flinn",4302,4059
Catherine Hardwicke,"Melissa Rosenberg,Stephenie Meyer",4303,4060
Allen Coulter,Will Fetters,4304,4061
Rupert Sanders,"Evan Daugherty,John Lee Hancock",4305,4062
David Slade,"Melissa Rosenberg,Stephenie Meyer",4306,4063
Lasse Hallström,"Jamie Linden,Nicholas Sparks",4307,4064
Andrew Niccol,"Andrew Niccol,Stephenie Meyer",4308,4065
Harald Zwart,"Jessica Postigo,Cassandra Clare",4309,4066
Errol Morris,,4310,630
Errol Morris,,4311,630
Errol Morris,,4312,630
Steve James,"Steve James,Frederick Marx",4313,4067
Errol Morris,Errol Morris,4314,2433
David Cronenberg,"Jeffrey Boam,Stephen King",4315,4068
Tom Holland,Tom Holland,4316,4069
Errol Morris,,4317,630
F.W. Murnau,"H.H. Caldwell,Katherine Hilliker",4318,4070
Amy Berg,"Amy Berg,Billy McMillin",4319,4071
Denis Hennelly,Denis Hennelly,4320,4072
Steve Barron,"Sherry Mills,Steve Barron",4321,4073
Shira Lane,Shira Lane,4322,4074
Werner Herzog,,4323,740
Steve Kroschel,Steve Kroschel,4324,4075
Susan Kucera,,4325,4076
Steve Kroschel,,4326,4077
Deborah Koons,Deborah Koons,4327,4078
Steve Kroschel,Steve Kroschel,4328,4075
Kurt Engfehr,"Joe Cross,Kurt Engfehr",4329,4079
"Shelley Lee Davies,Or Shlomi",,4330,4080
Fernando Meirelles,"Jeffrey Caine,John le Carré",4331,4081
Michael Palm,Michael Palm,4332,4082
Judd Apatow,"Judd Apatow,Judd Apatow",4333,4083
"William A. Wellman,Harry d'Abbadie d'Arrast","John Monk Saunders,Hope Loring",4334,4084
Charles Chaplin,Charles Chaplin,4335,1944
Michael Moore,Michael Moore,4336,1313
Charles Chaplin,Charles Chaplin,4337,1944
Gary Don Rhodes,Gary Don Rhodes,4338,4085
Charles Lamont,"Lee Loeb,John Grant",4339,4086
Arthur Lubin,"Robert Lees,Frederic I. Rinaldo",4340,4087
Charles Lamont,"Hugh Wedlock Jr.,Howard Snyder",4341,4088
Charles Lamont,"D.D. Beauchamp,Howard Christie",4342,4089
Charles Lamont,"Lee Loeb,John Grant",4343,4086
Charles Lamont,"D.D. Beauchamp,John Grant",4344,4090
Kurt Neumann,James Clavell,4345,4091
"Christian Nyby,Howard Hawks","Charles Lederer,John W. Campbell Jr.",4346,4092
"Irvin S. Yeaworth Jr.,Russell S. Doughten Jr.","Theodore Simonson,Kay Linaker",4347,4093
Don Siegel,"Daniel Mainwaring,Jack Finney",4348,4094
Robert Gordon,"George Worthing Yates,Harold Jacob Smith",4349,4095
Jack Arnold,"Richard Matheson,Richard Matheson",4350,4096
Jack Arnold,"Harry Essex,Ray Bradbury",4351,4097
"Donald G. Jackson,R.J. Kizer","Donald G. Jackson,Randall Frakes",4352,4098
Christopher Coppola,"Richard L. Albert,Mike Allred",4353,4099
Christopher Coppola,Adrienne Stout,4354,4100
Yoav Shamir,Yoav Shamir,4355,4101
William Friedkin,"Dan Greenburg,Stephen Volk",4356,4102
Christopher Coppola,"Christopher Coppola,Nick Johnson",4357,4103
Franc Roddam,Lloyd Fonvielle,4358,4104
Curtis Harrington,Joel Ziskin,4359,4105
Bert I. Gordon,Bert I. Gordon,4360,4106
Christopher Coppola,Christopher Coppola,4361,4107
Howard R. Cohen,"Jeff Begun,Howard R. Cohen",4362,4108
Julien Temple,"Julie Brown,Charlie Coffey",4363,4109
Jim Wynorski,"R.J. Robertson,Jim Wynorski",4364,3193
Tom Holland,"Bill Svanoe,Hilary Henkin",4365,4110
Howard Storm,"Dimitri Villard,David Hines",4366,4111
Robert J. Rosenthal,"Bruce Rubin,Robert J. Rosenthal",4367,4112
W.D. Richter,Earl Mac Rauch,4368,4113
Stan Dragoti,"Robert Kaufman,Robert Kaufman",4369,4114
Ken Kwapis,"Lowell Ganz,Babaloo Mandel,Deborah Blum",4370,4115
Gene Wilder,"Gene Wilder,Terence Marsh",4371,4116
James Signorelli,"Sam Egan,John Paragon",4372,4117
"Adam Small,Peter Stuart","Adam Small,Peter Stuart",4373,4118
Samuel Fuller,Samuel Fuller,4374,1852
Samuel Fuller,Samuel Fuller,4375,1852
John Irvin,James Carabatsos,4376,4119
Brian Flemming,Brian Flemming,4377,4120
Michael Caton-Jones,Monte Merrick,4378,4121
Gus Holwerda,"Gus Holwerda,Luke Holwerda",4379,4122
Sean Durkin,Sean Durkin,4380,4123
Andrew V. McLaglen,"William Roberts,Robert H. Adleman",4381,4124
Robert Wise,Richard Murphy,4382,4125
Jeremy Saulnier,Jeremy Saulnier,4383,3437
Antonio Campos,Antonio Campos,4384,4126
Antonio Campos,Antonio Campos,4385,4126
James Chressanthis,James Chressanthis,4386,4127
Robert Stevenson,Robert Stevenson,4387,4128
John Waters,John Waters,4388,361
Shane Carruth,Shane Carruth,4389,3950
Robert Mulligan,"Harper Lee,Horton Foote",4390,4129
Will Gluck,"Keith Merryman,David A. Newman",4391,4130
Elia Kazan,"Tennessee Williams,Oscar Saul",4392,4131
Clint Eastwood,Ernest Tidyman,4393,4132
James Fargo,Jeremy Joe Kronsberg,4394,4133
Clint Eastwood,"Michael Butler,Dennis Shryack",4395,4134
Clint Eastwood,"Harry Julian Fink,Rita M. Fink",4396,4135
Buddy Van Horn,"Harry Julian Fink,Rita M. Fink",4397,4136
Don Siegel,"J. Campbell Bruce,Richard Tuggle",4398,4137
Clint Eastwood,"Forrest Carter,Philip Kaufman",4399,4138
Wolfgang Petersen,Jeff Maguire,4400,4139
Clint Eastwood,"Michael Butler,Dennis Shryack",4401,4134
Noah Baumbach,"Noah Baumbach,Greta Gerwig",4402,2446
Don Siegel,"Albert Maltz,Irene Kamp",4403,4140
Clint Eastwood,"Hal Dresner,Warren Murphy",4404,4141
Buddy Van Horn,"Jeremy Joe Kronsberg,Stanford Sherman",4405,4142
Clint Eastwood,"David Baldacci,William Goldman",4406,4143
Clint Eastwood,"Boaz Yakin,Scott Spiegel",4407,4144
Clint Eastwood,"Peter Viertel,Peter Viertel",4408,4145
Clint Eastwood,Dennis Hackin,4409,4146
Clint Eastwood,"Jo Heims,Dean Riesner",4410,4147
Richard Tuggle,Richard Tuggle,4411,4148
Michael Cimino,Michael Cimino,4412,2827
Lance Mungia,"Norman Partridge,James O'Barr",4413,4149
Kurt Kuenne,Kurt Kuenne,4414,2430
"Lewis Milestone,Carol Reed","Charles Lederer,Charles Nordhoff",4415,4150
Daniel Mann,"John Patrick,Vern J. Sneider",4416,4151
Sidney Lumet,"Tennessee Williams,Meade Roberts",4417,4152
Henry Koster,"Annemarie Selinko,Daniel Taradash",4418,4153
Bernhard Wicki,"Werner Jörg Lüddecke,Daniel Taradash",4419,4154
George Englund,"William J. Lederer,Eugene Burdick",4420,4155
Laslo Benedek,"John Paxton,Frank Rooney",4421,4156
Elia Kazan,John Steinbeck,4422,4157
Sidney J. Furie,"James Bridges,Roland Kibbee",4423,4158
Marlon Brando,"Guy Trosper,Calder Willingham",4424,4159
Fred Zinnemann,"Carl Foreman,Carl Foreman",4425,4160
Joshua Logan,"Paul Osborn,James A. Michener",4426,4161
Jean Negulesco,"Norman Corwin,Leonard Spigelgass",4427,4162
Gerald Mayer,"Charles Palmer,Matthew Rapf",4428,4163
William K. Howard,"Lenore J. Coffee,Lenore J. Coffee",4429,4164
Daniel Petrie,"George Emerson Brewer Jr.,Bertram Bloch",4430,4165
William A. Wellman,Robert Pirosh,4431,4166
George Waggner,George Waggner,4432,4167
"Edward Steichen,William Wyler","John S. Martin,Eugene Ling",4433,4168
"H.C. Potter,Victor Saville","George Froeschel,Ronald Millar",4434,4169
"Ralph Ince,William Boyd","Samuel Ornitz,Jack Jungmeyer",4435,4170
William A. Seiter,"Hugh Stanislaus Stange,Garrett Fort",4436,4171
Dick Powell,"Wendell Mayes,D.A. Rayner",4437,4172
"Frank Capra,Anatole Litvak","Julius J. Epstein,Philip G. Epstein",4438,4173
John Ford,,4439,4174
John Huston,,4440,4175
"Frank Capra,Anthony Veiller","Julius J. Epstein,Philip G. Epstein",4441,4176
"John Ford,Gregg Toland",,4442,4177
"Frank Capra,Anatole Litvak",,4443,4178
Noah Baumbach,"Noah Baumbach,Oliver Berkman",4444,4179
Michael Apted,"Martin Cruz Smith,Dennis Potter",4445,4180
Richard Marquand,"Joe Eszterhas,Scott Richardson",4446,4181
Philip Kaufman,"Jack Finney,W.D. Richter",4447,4182
Richard Marquand,Joe Eszterhas,4448,4183
Richard Marquand,"John Kurland,Jacob Eskendar",4449,4184
Richard Ayoade,"Richard Ayoade,Joe Dunthorne",4450,4185
Richard Marquand,"Jimmy Sangster,Patrick Tilley",4451,4186
Richard Marquand,Janice Lee Graham,4452,4187
Noah Baumbach,"Jennifer Jason Leigh,Noah Baumbach",4453,4188
Destin Daniel Cretton,Destin Daniel Cretton,4454,4189
Ashton Root,"William Martin Brennan,Ashton Root",4455,4190
Crystal Moselle,,4456,4191
Asif Kapadia,,4457,4192
"Robert Gordon,Morgan Neville","Robert Gordon,Morgan Neville",4458,4193
Sean Baker,"Sean Baker,Chris Bergoch",4459,4194
Lauren Greenfield,,4460,4195
Mark Hall,,4461,4196
Sally Rowe,,4462,4197
Jason Wise,Jason Wise,4463,4198
Barry Skolnick,"Tracy Keenan Wynn,Charlie Fletcher",4464,4199
Art Camacho,"Scott McAboy,Richard Preston Jr.",4465,4200
Michael Lansu,Michael Lansu,4466,4201
Jim Wynorski,"R.J. Robertson,Jim Wynorski",4467,3193
Timothy Woodward Jr.,"Calvin Cox Jr.,Calvin Cox Jr.",4468,4202
Gil Cates Jr.,Jeff Gendelman,4469,4203
Kazeem Molake,"Kazeem Molake,Kazeem Molake",4470,4204
Douglas K. Grimm,Douglas K. Grimm,4471,4205
Asif Kapadia,Manish Pandey,4472,4206
Roger Duchowny,Mike Grady,4473,4207
Jeremy Seifert,,4474,4208
Mark Neveldine,"Chris Morgan,Christopher Borrelli",4475,4209
Stephanie Soechtig,"Mark Monroe,Stephanie Soechtig",4476,4210
"Marc Connelly,William Keighley","Roark Bradford,Marc Connelly",4477,4211
Michael A. Simpson,"Michael A. Simpson,Bonnie Turner",4478,4212
"Vincente Minnelli,Busby Berkeley","Joseph Schrank,Lynn Root",4479,4213
Edward F. Cline,W.C. Fields,4480,4214
Michael Curtiz,Robert Buckner,4481,89
Luigi Cozzi,"Luigi Cozzi,Nat Wachsberger",4482,4215
Ernest Pintoff,Yabo Yablonsky,4483,4216
Clarence Brown,"Ivan Tors,Irma von Cube",4484,4217
Sam Wood,"Thornton Wilder,Thornton Wilder",4485,4218
William A. Wellman,"Robert Carson,Percival Christopher Wren",4486,4219
John Ford,Lamar Trotti,4487,4220
Edward Bernds,"Edward Bernds,Edward Bernds",4488,4221
Alfred Sole,"Rosemary Ritvo,Alfred Sole",4489,4222
"Stuart E. McGowan,Edward Montagne",Tim Conway,4490,4223
"Will Finn,John Sanford","Will Finn,John Sanford",4491,4224
Steve Trenbirth,"Karl Geurs,Carter Crocker",4492,4225
Scott King,Scott King,4493,4226
Raoul Ruiz,"Raoul Ruiz,Robert Louis Stevenson",4494,4227
Mervyn LeRoy,"John Lee Mahin,Ira Levin",4495,4228
Clarence Brown,"Talbot Jennings,Bradbury Foote",4496,4229
George Cukor,"Charles Dickens,Hugh Walpole",4497,4230
Zoltan Korda,"Ernest Hemingway,Seymour Bennett",4498,4231
Rudolph Maté,"Ben Hecht,Ben Hecht",4499,4232
Frank Borzage,"Lawrence Hazard,Richard Sale",4500,4233
John Ford,"James Warner Bellah,Willis Goldbeck",4501,1887
John Huston,"Stephen Crane,John Huston",4502,4234
Alfred Hitchcock,"Thornton Wilder,Sally Benson",4503,4235
"Michael J. Shapiro,Jeff Werner","Frederick L. Greene,Scott McIsaac",4504,4236
John Ford,"James Warner Bellah,Frank S. Nugent",4505,4237
John Ford,"Ernest Haycox,Dudley Nichols",4506,4238
Leigh Whannell,"Leigh Whannell,Leigh Whannell",4507,4239
Alfred Hitchcock,"Maxwell Anderson,Angus MacPhail",4508,4240
Jordan Brady,"Brent Briscoe,Mark Fauser",4509,4241
Mike Nichols,Ernest Lehman,4510,4242
Edward Ludwig,"Harry Brown,Kenneth Gamet",4511,4243
George Cukor,"Ruth Gordon,Garson Kanin",4512,4244
Jordan Brady,Jay Lacopo,4513,4245
Alfred Hitchcock,"Ben Hecht,Frances Beeding",4514,4246
Billy Bob Thornton,"Cormac McCarthy,Ted Tally",4515,4247
Stanley Kramer,"Nedrick Young,Harold Jacob Smith",4516,4248
Billy Bob Thornton,"Billy Bob Thornton,Tom Epperson",4517,4249
Carl Franklin,"Billy Bob Thornton,Tom Epperson",4518,4250
Alexander Payne,"Alexander Payne,Jim Taylor",4519,4251
Michael Polish,"Mark Polish,Michael Polish",4520,4252
John Waters,John Waters,4521,361
John Waters,John Waters,4522,361
Álex de la Iglesia,"Barry Gifford,Barry Gifford",4523,4253
Sam Wood,"Douglas Morrow,Guy Trosper",4524,4254
Jack Lemmon,"John Paxton,Katharine Topkins",4525,4255
John Waters,John Waters,4526,361
John Waters,John Waters,4527,361
David Riva,Karin Kearns,4528,4256
Edward Buzzell,"Charles Hoffman,Frank Tashlin",4529,4257
John Farrow,"Jonathan Latimer,Kenneth Fearing",4530,4258
John Waters,John Waters,4531,361
Elliott Nugent,"Virginia Van Upp,Steven Vas",4532,4259
Jacques Levy,"Kenneth Tynan,Robert Benton",4533,4260
Henry King,"George Seaton,Franz Werfel",4534,4261
Arthur Hiller,"Bob Merrill,Carlotta Monti",4535,4262
Larry Buchanan,"Larry Buchanan,Lynn Shubert",4536,4263
Sidney J. Furie,Barry Sandler,4537,4264
Mike Binder,Mike Binder,4538,1551
John D. Hancock,"John D. Hancock,Lee Kalcheim",4539,4265
Norman Taurog,"Sidney Sheldon,Edward Childs Carpenter",4540,4266
Fritz Lang,"Casey Robinson,Charles Einstein",4541,4267
Fritz Lang,"Nunnally Johnson,J.H. Wallis",4542,4268
Fritz Lang,"Bartlett Cormack,Fritz Lang",4543,4269
Robert A. Emmons Jr.,Robert A. Emmons Jr.,4544,4270
Fritz Lang,"Georges de La Fouchardière,André Mouézy-Éon",4545,4271
Nicholas Ray,"Philip Yordan,Roy Chanslor",4546,4272
Delmer Daves,"Delmer Daves,David Goodis",4547,4273
Stanley Kramer,"Nedrick Young,Harold Jacob Smith",4548,4248
Raoul Walsh,"John Huston,W.R. Burnett",4549,4274
Mervyn LeRoy,"W.R. Burnett,Robert N. Lee",4550,4275
William A. Wellman,"Kubec Glasmon,John Bright",4551,4276
Raoul Walsh,"Jerry Wald,Richard Macaulay",4552,4277
"Howard Hawks,Richard Rosson","Armitage Trail,Ben Hecht",4553,4278
Frank Lloyd,"Reginald Berkeley,Sonya Levien",4554,4279
Wesley Ruggles,"Edna Ferber,Howard Estabrook",4555,4280
"Jeff Gillen,Alan Ormsby",Alan Ormsby,4556,4281
Mark Rappaport,Mark Rappaport,4557,4282
William Wyler,"Ruth Goetz,Augustus Goetz",4558,4283
Alfred Hitchcock,"George Tabori,William Archibald",4559,4284
George Stevens,"Edna Ferber,Fred Guiol",4560,4285
Richard Brooks,"Richard Brooks,James Poe",4561,4286
Edward Dmytryk,"Millard Kaufman,Ross Lockridge Jr.",4562,4287
Daniel Mann,"John O'Hara,Charles Schnee",4563,4288
Joseph L. Mankiewicz,"Tennessee Williams,Gore Vidal",4564,4289
Steve James,,4565,4290
Larry Yust,"Howard Kaminsky,Bennett Sims",4566,4291
Jeff London,"James Handshoe,Jeff London",4567,4292
"Willard Huyck,Gloria Katz","Willard Huyck,Gloria Katz",4568,4293
"Al Adamson,Jean Hewitt",Rex Carlton,4569,4294
Earl Barton,Earl Barton,4570,4295
Michael Winner,"Lewis John Carlino,Lewis John Carlino",4571,4296
Corey B. Stevens,Corey B. Stevens,4572,4297
Lew Landers,Richard Bernstein,4573,4298
William J. Hole Jr.,Jo Heims,4574,4299
Jerry Sangiuliano,Jerry Sangiuliano,4575,4300
Frank Whaley,Frank Whaley,4576,4301
Robert Vincent O'Neill,"Peter Carpenter,Tony Crechales",4577,4302
André De Toth,"Crane Wilbur,Charles Belden",4578,4303
Roberta Findlay,"Ed Kelleher,Harriette Vidal",4579,4304
William Grefe,"William Grefe,Gary Crutcher",4580,4305
Bud Townsend,C. Penning Master,4581,4306
John Quinn,"David Lee Fein,R.L. O'Keefe",4582,4307
Lee Harry,"Michael Hickey,Paul Caimi",4583,4308
Ray Greene,Ray Greene,4584,4309
Robert Hiltzik,Robert Hiltzik,4585,4310
Scott Spiegel,"Lawrence Bender,Scott Spiegel",4586,4311
Geoffrey Wright,Ken Selden,4587,4312
Rowdy Herrington,"David Lee Henry,David Lee Henry",4588,4313
Henry King,"Sy Bartlett,Beirne Lay Jr.",4589,4314
Douglas Hickox,"Jack DeWitt,Stanley Mann",4590,4315
Alexander Mackendrick,"George Kirgo,Maurice Richlin",4591,4316
"Ray Enright,Edoardo Anton","Eugene Ling,Philip Stevenson",4592,4317
Franc Roddam,"Pat Conroy,Thomas Pope",4593,4318
Lewis Allen,"James Benson Nablo,Daniel Mainwaring",4594,4319
Stuart Heisler,"Nunnally Johnson,Alan Le May",4595,4320
"John Huston,Vincent Sherman","Richard Macaulay,Robert Carson",4596,4321
Michael Curtiz,"Casey Robinson,Jack Moffitt",4597,4322
Raoul Walsh,"Jerry Wald,Richard Macaulay",4598,4277
Irvin Kershner,"William Rose,Guy Owen",4599,4323
Robert Altman,Doran William Cannon,4600,4324
Curtis Bernhardt,"Arthur T. Horman,Dwight Taylor",4601,4325
Archie Mayo,"Charles Kenyon,Delmer Daves",4602,4326
Rick Gratzer,Rick Gratzer,4603,4327
Edward Dmytryk,"Stanley Roberts,Michael Blankfort",4604,4328
George Cukor,"Norman Krasna,Hal Kanter",4605,4329
Joshua Logan,"George Axelrod,William Inge",4606,4330
Otto Preminger,"Louis Lantz,Frank Fenton",4607,4331
Howard Hawks,"Charles Lederer,Joseph Fields",4608,4332
Henry Hathaway,"Charles Brackett,Walter Reisch",4609,4333
