ounces,abv,original_index,unique_index,count
16.0 oz.,0.08,1338,188,10.0
16.0 oz,0.063,1339,271,5.0
16.0 OZ.,0.058,1340,354,2.0
24.0 ounce,0.083,1341,533,1.0
24.0 oz,0.08,1342,534,1.0
24.0 ounce,0.075%,1343,535,1.0
24.0 oz,0.075%,1344,536,1.0
24.0 oz.,0.065,1345,537,1.0
24.0 oz. Alumi-Tek,0.043,1346,538,1.0
24.0 oz,0.075,1347,539,1.0
24.0 ounce,0.053,1348,540,1.0
12.0 ounce,0.05,1349,146,25.0
12.0 oz. Alumi-Tek,0.068,1350,494,2.0
16.0 oz.,0.048,1351,235,7.0
16.0 oz.,0.048,1352,235,7.0
16.0 OZ.,,1353,377,
16.0 ounce,0.087,1354,541,2.0
16.0 oz.,0.051,1355,264,5.0
16.0 oz.,0.075%,1356,542,1.0
16.0 oz,0.065%,1357,252,2.0
16.0 ounce,0.092,1358,543,1.0
16.0 oz.,0.048%,1359,358,4.0
16.0 oz,0.051,1360,332,8.0
24.0 oz.,0.099,1361,544,1.0
16.0 ounce,0.054000000000000006%,1362,545,2.0
12.0 oz.,0.04,1363,223,8.0
12.0 ounce,0.05%,1364,208,15.0
16.0 oz.,0.062,1365,265,7.0
12.0 oz.,0.062,1366,113,14.0
16.0 oz.,0.055,1367,66,13.0
12.0 oz. Alumi-Tek,0.055%,1368,522,3.0
12.0 oz.,0.055,1369,8,27.0
24.0 oz.,0.05,1370,546,2.0
12.0 oz.,0.042,1371,88,12.0
12.0 OZ.,0.055,1372,431,4.0
12.0 OZ.,0.05,1373,107,11.0
32.0 oz. Alumi-Tek,0.05,1374,547,1.0
32.0 OZ.,0.068,1375,548,1.0
32.0 oz.,0.048,1376,549,1.0
32.0 oz.,0.092,1377,550,1.0
16.0 OZ.,0.04,1378,551,1.0
16.0 oz.,0.04,1379,227,3.0
16.0 ounce,0.04,1380,455,3.0
16.0 oz.,0.04,1381,227,3.0
24.0 ounce,0.055%,1382,552,1.0
24.0 oz. Alumi-Tek,0.056,1383,553,1.0
12.0 oz.,0.042,1384,88,12.0
16.0 oz.,0.075,1385,189,7.0
16.0 oz.,0.068,1386,554,5.0
16.0 ounce,0.052,1387,307,8.0
16.0 ounce,0.067,1388,410,2.0
16.0 oz.,0.055%,1389,130,8.0
16.0 ounce,0.047,1390,555,2.0
16.0 oz.,0.058,1391,173,5.0
16.0 ounce,0.065,1392,42,8.0
12.0 oz,0.05,1393,0,28.0
16.0 OZ.,0.054000000000000006%,1394,556,1.0
16.0 ounce,0.087,1395,541,2.0
16.0 oz,0.058,1396,479,3.0
12.0 oz.,0.055999999999999994%,1397,239,9.0
12.0 ounce,0.06,1398,15,13.0
12.0 ounce,0.056,1399,92,10.0
12.0 oz.,0.049,1400,25,17.0
12.0 oz,0.047,1401,164,12.0
12.0 oz.,0.046%,1402,316,2.0
12.0 oz,0.05%,1403,131,14.0
12.0 oz,0.052,1404,114,17.0
12.0 oz,0.05,1405,0,28.0
12.0 oz.,0.05%,1406,246,16.0
12.0 oz,0.052,1407,114,17.0
12.0 ounce,0.07,1408,33,15.0
16.0 oz.,0.082,1409,278,4.0
12.0 ounce,0.085,1410,412,5.0
12.0 oz.,0.072,1411,10,11.0
12.0 ounce,0.042,1412,417,6.0
12.0 oz.,0.085,1413,13,4.0
12.0 OZ.,0.055,1414,431,4.0
12.0 ounce,0.05,1415,146,25.0
12.0 ounce,0.04,1416,320,7.0
12.0 oz.,0.04,1417,223,8.0
12.0 oz,0.053,1418,120,11.0
12.0 OZ.,0.053,1419,78,2.0
16.0 oz,0.037,1420,557,1.0
16.0 oz.,0.052000000000000005%,1421,558,3.0
16.0 oz.,0.053,1422,266,7.0
16.0 ounce,0.086%,1423,559,1.0
12.0 oz.,0.042,1424,88,12.0
16.0 ounce,0.05,1425,43,14.0
16.0 oz.,0.042%,1426,560,1.0
16.0 oz,0.07,1427,132,4.0
16.0 oz.,0.065,1428,250,14.0
16.0 oz. Alumi-Tek,0.055,1429,561,3.0
16.0 oz.,0.053%,1430,402,3.0
16.0 oz,0.07400000000000001%,1431,562,1.0
16.0 oz,0.085,1432,563,1.0
16.0 ounce,0.085,1433,564,3.0
16.0 oz.,0.07400000000000001%,1434,565,1.0
16.0 oz.,0.053,1435,266,7.0
12.0 oz,0.061,1436,310,5.0
12.0 ounce,0.065,1437,7,11.0
12.0 ounce,0.048,1438,170,11.0
12.0 oz,0.048,1439,484,4.0
12.0 oz. Alumi-Tek,0.057,1440,95,3.0
12.0 ounce,0.066%,1441,566,1.0
12.0 oz.,0.048,1442,231,14.0
12.0 oz.,0.045,1443,57,15.0
12.0 ounce,0.065,1444,7,11.0
12.0 oz,0.05%,1445,131,14.0
12.0 oz.,0.055999999999999994%,1446,239,9.0
12.0 oz.,0.048,1447,231,14.0
12.0 oz.,0.055%,1448,39,16.0
16.0 ounce,0.052,1449,307,8.0
12.0 oz.,0.048%,1450,89,7.0
12.0 oz.,0.052000000000000005%,1451,373,10.0
12.0 oz.,0.05,1452,34,32.0
12.0 oz.,0.052,1453,326,11.0
16.0 oz,0.05,1454,63,15.0
16.0 oz.,0.065%,1455,367,4.0
16.0 oz.,0.052,1456,73,13.0
12.0 oz.,0.065,1457,41,18.0
12.0 ounce,0.048,1458,170,11.0
12.0 ounce,0.052000000000000005%,1459,318,3.0
12.0 oz.,0.034,1460,567,1.0
12.0 oz.,0.062%,1461,349,6.0
12.0 ounce,0.05,1462,146,25.0
12.0 OZ.,0.05,1463,107,11.0
12.0 oz.,0.09,1464,568,2.0
12.0 ounce,0.088,1465,569,1.0
16.0 oz.,0.09%,1466,400,3.0
16.0 oz.,0.088,1467,570,2.0
12.0 oz,0.05,1468,0,28.0
12.0 ounce,0.05%,1469,208,15.0
12.0 OZ.,0.062,1470,191,3.0
12.0 oz.,0.05%,1471,246,16.0
16.0 oz.,0.068,1472,554,5.0
16.0 oz.,0.088,1473,570,2.0
16.0 oz.,0.065%,1474,367,4.0
12.0 OZ.,0.039,1475,571,1.0
12.0 oz,0.049%,1476,572,3.0
12.0 oz. Alumi-Tek,0.056,1477,573,1.0
12.0 oz.,0.056,1478,101,14.0
12.0 oz. Alumi-Tek,0.052000000000000005%,1479,291,2.0
12.0 oz,0.054000000000000006%,1480,463,3.0
12.0 ounce,0.046,1481,353,6.0
12.0 oz,0.042%,1482,574,2.0
12.0 oz,0.072,1483,467,4.0
12.0 oz.,0.054,1484,162,5.0
12.0 oz.,0.055,1485,8,27.0
16.0 oz,0.055%,1486,406,4.0
16.0 oz.,0.051%,1487,329,3.0
16.0 oz.,0.072,1488,333,4.0
12.0 ounce,0.06,1489,15,13.0
12.0 oz.,0.061,1490,288,5.0
12.0 oz,0.055,1491,54,15.0
12.0 oz,0.045,1492,158,16.0
16.0 ounce,0.045%,1493,575,1.0
16.0 oz,0.049%,1494,363,2.0
16.0 oz.,0.048%,1495,358,4.0
16.0 oz.,0.06,1496,70,12.0
16.0 oz,0.06,1497,248,6.0
16.0 oz.,0.056,1498,356,4.0
16.0 oz.,0.069%,1499,576,1.0
16.0 oz.,0.063,1500,261,8.0
16.0 oz.,0.063%,1501,577,2.0
12.0 ounce,0.045,1502,237,10.0
12.0 oz.,0.045,1503,57,15.0
12.0 ounce,0.043,1504,578,1.0
12.0 oz.,0.04,1505,223,8.0
12.0 ounce,0.055,1506,55,27.0
12.0 oz,0.061,1507,310,5.0
12.0 oz.,0.051,1508,190,16.0
12.0 ounce,0.067,1509,452,3.0
12.0 oz,0.054,1510,245,6.0
12.0 oz,0.058,1511,241,8.0
12.0 ounce,0.067%,1512,487,2.0
16.0 oz,0.082,1513,579,1.0
12.0 oz.,0.049,1514,25,17.0
12.0 OZ.,0.048,1515,486,3.0
12.0 oz,0.048%,1516,205,4.0
16.0 ounce,0.047,1517,555,2.0
16.0 ounce,0.051%,1518,580,2.0
16.0 oz,0.05,1519,63,15.0
16.0 ounce,0.045,1520,387,2.0
12.0 oz.,0.092%,1521,581,1.0
12.0 oz.,0.087,1522,582,2.0
12.0 oz,0.054,1523,245,6.0
12.0 oz.,0.047,1524,138,15.0
12.0 oz,0.051%,1525,583,2.0
12.0 ounce,0.051,1526,383,2.0
12.0 oz,0.047,1527,164,12.0
16.0 oz,0.095%,1528,584,1.0
16.0 oz.,0.065,1529,250,14.0
16.0 oz,0.06%,1530,585,3.0
16.0 ounce,0.05%,1531,276,6.0
16.0 oz,0.057,1532,439,4.0
16.0 oz.,0.05%,1533,106,5.0
16.0 oz.,0.06,1534,70,12.0
16.0 oz.,0.065,1535,250,14.0
16.0 oz.,0.068,1536,554,5.0
16.0 oz,0.055,1537,96,11.0
16.0 ounce,0.046%,1538,47,3.0
16.0 oz.,0.045,1539,409,7.0
16.0 OZ.,0.065,1540,81,3.0
16.0 oz,0.075%,1541,359,3.0
16.0 ounce,0.055,1542,199,10.0
16.0 oz,0.048%,1543,586,1.0
16.0 oz.,0.053%,1544,402,3.0
16.0 oz.,0.055%,1545,130,8.0
16.0 oz,0.067%,1546,587,1.0
16.0 oz.,0.042,1547,62,4.0
16.0 oz,0.040999999999999995%,1548,588,1.0
12.0 oz.,0.065,1549,41,18.0
12.0 ounce,0.053,1550,531,3.0
12.0 oz,0.049%,1551,572,3.0
19.2 oz. Alumi-Tek,0.052,1552,589,1.0
16.0 oz,0.08,1553,365,6.0
32.0 oz.,,1554,590,
12.0 ounce,,1555,212,
16.0 ounce,,1556,381,
12.0 oz. Alumi-Tek,0.05,1557,224,3.0
12.0 ounce,,1558,212,
12.0 OZ.,0.065,1559,187,3.0
12.0 oz,0.065,1560,40,14.0
19.2 OZ.,0.053%,1561,591,1.0
19.2 oz.,0.085,1562,592,1.0
16.0 ounce,0.085,1563,564,3.0
19.2 OZ.,0.065,1564,593,1.0
16.0 oz,0.07%,1565,163,4.0
12.0 ounce,0.065,1566,7,11.0
12.0 oz,0.065,1567,40,14.0
12.0 oz,0.087%,1568,594,1.0
12.0 oz.,0.065,1569,41,18.0
12.0 ounce,0.065,1570,7,11.0
16.0 oz.,0.087,1571,595,1.0
16.0 oz,0.09%,1572,277,3.0
16.0 oz.,0.08%,1573,532,2.0
12.0 ounce,0.08,1574,419,4.0
16.0 ounce,0.08%,1575,338,3.0
12.0 ounce,0.09,1576,596,3.0
12.0 oz.,0.087,1577,582,2.0
12.0 ounce,0.099,1578,300,6.0
12.0 OZ.,0.053%,1579,597,1.0
12.0 ounce,0.099,1580,300,6.0
12.0 oz.,0.08,1581,210,3.0
12.0 oz,0.087,1582,444,2.0
12.0 oz.,0.065,1583,41,18.0
12.0 oz.,0.092,1584,143,4.0
12.0 oz.,0.095,1585,598,1.0
12.0 oz.,0.099,1586,509,3.0
12.0 oz.,0.08%,1587,136,3.0
12.0 oz.,0.08,1588,210,3.0
12.0 oz,0.08,1589,346,7.0
12.0 ounce,0.065,1590,7,11.0
12.0 oz.,0.065%,1591,313,11.0
12.0 oz,0.065,1592,40,14.0
12.0 oz.,0.065%,1593,313,11.0
12.0 oz,0.065,1594,40,14.0
12.0 oz,0.052000000000000005%,1595,374,6.0
12.0 ounce,0.087,1596,599,1.0
12.0 OZ.,0.087%,1597,600,1.0
12.0 oz,0.099%,1598,601,1.0
16.0 oz,0.08%,1599,292,3.0
12.0 oz,0.08,1600,346,7.0
19.2 oz.,0.065,1601,602,1.0
12.0 oz.,0.065,1602,41,18.0
12.0 oz,0.055%,1603,38,6.0
12.0 oz,0.055,1604,54,15.0
12.0 oz.,0.04,1605,223,8.0
12.0 oz. Alumi-Tek,0.048,1606,207,3.0
12.0 oz,0.053,1607,120,11.0
16.0 ounce,0.052,1608,307,8.0
16.0 ounce,0.053%,1609,296,3.0
16.0 oz.,0.045,1610,409,7.0
16.0 ounce,0.044,1611,603,1.0
16.0 oz.,0.05,1612,105,17.0
12.0 oz.,0.042,1613,88,12.0
12.0 oz,0.062%,1614,604,1.0
12.0 oz,0.044,1615,22,5.0
12.0 oz.,0.048,1616,231,14.0
12.0 oz.,0.055%,1617,39,16.0
12.0 ounce,0.05%,1618,208,15.0
12.0 OZ.,0.046%,1619,605,1.0
12.0 oz.,0.05,1620,34,32.0
12.0 ounce,0.04,1621,320,7.0
12.0 oz.,0.05,1622,34,32.0
12.0 oz.,0.065,1623,41,18.0
12.0 ounce,0.062,1624,127,7.0
12.0 ounce,0.042,1625,417,6.0
12.0 oz,0.045,1626,158,16.0
12.0 oz,0.055,1627,54,15.0
12.0 oz.,0.048,1628,231,14.0
12.0 oz.,0.058,1629,606,7.0
12.0 ounce,0.065%,1630,86,5.0
12.0 oz.,0.05,1631,34,32.0
12.0 oz.,0.05,1632,34,32.0
12.0 OZ.,0.051,1633,521,2.0
12.0 ounce,0.047%,1634,242,5.0
12.0 oz. Alumi-Tek,0.049%,1635,159,3.0
12.0 oz,,1636,220,
12.0 ounce,0.047%,1637,242,5.0
12.0 oz,0.047,1638,164,12.0
12.0 oz,0.047,1639,164,12.0
16.0 oz.,0.041,1640,185,2.0
16.0 oz.,0.059,1641,429,4.0
16.0 oz.,0.069,1642,45,6.0
16.0 oz. Alumi-Tek,0.067,1643,607,1.0
12.0 oz.,0.061,1644,288,5.0
16.0 oz.,0.055999999999999994%,1645,274,5.0
16.0 oz,0.073,1646,482,2.0
12.0 oz.,0.07,1647,26,11.0
12.0 oz.,0.05,1648,34,32.0
12.0 ounce,0.05,1649,146,25.0
16.0 oz,0.06,1650,248,6.0
16.0 ounce,0.07,1651,228,8.0
16.0 oz.,0.06,1652,70,12.0
16.0 oz.,0.045,1653,409,7.0
16.0 oz,0.055,1654,96,11.0
16.0 oz,0.045,1655,608,3.0
16.0 ounce,0.055,1656,199,10.0
16.0 ounce,0.07%,1657,390,6.0
16.0 oz.,0.065,1658,250,14.0
12.0 oz.,0.069,1659,193,5.0
12.0 ounce,0.057,1660,91,9.0
16.0 oz,0.045,1661,608,3.0
16.0 oz,0.049,1662,609,1.0
16.0 ounce,0.068,1663,355,2.0
12.0 OZ.,0.05%,1664,423,2.0
12.0 ounce,0.054,1665,160,6.0
12.0 ounce,0.099,1666,300,6.0
12.0 oz.,,1667,219,
12.0 oz.,,1668,219,
12.0 OZ.,0.059000000000000004%,1669,610,1.0
12.0 oz.,0.069%,1670,488,6.0
12.0 ounce,0.06,1671,15,13.0
12.0 oz.,0.058,1672,606,7.0
12.0 OZ.,0.057,1673,79,3.0
12.0 oz.,0.057999999999999996%,1674,94,7.0
12.0 oz.,0.059,1675,35,6.0
12.0 oz.,0.052000000000000005%,1676,373,10.0
16.0 oz.,0.052000000000000005%,1677,558,3.0
12.0 oz,0.045,1678,158,16.0
12.0 oz,0.055,1679,54,15.0
12.0 ounce,0.046,1680,353,6.0
12.0 OZ.,0.058,1681,611,2.0
12.0 oz.,0.044,1682,175,3.0
12.0 oz.,0.046,1683,214,7.0
12.0 OZ.,0.099%,1684,612,2.0
12.0 oz,0.051%,1685,583,2.0
12.0 oz.,0.059,1686,35,6.0
12.0 oz,0.053,1687,120,11.0
12.0 oz.,0.06,1688,16,31.0
12.0 oz.,0.051%,1689,116,5.0
12.0 oz,0.072,1690,467,4.0
12.0 oz.,0.062%,1691,349,6.0
12.0 oz.,0.049,1692,25,17.0
16.0 oz.,0.051,1693,264,5.0
16.0 oz,0.055,1694,96,11.0
16.0 oz.,0.07%,1695,268,5.0
16.0 oz.,0.047%,1696,104,4.0
16.0 ounce,0.057999999999999996%,1697,613,2.0
16.0 ounce,0.055,1698,199,10.0
16.0 oz.,0.065,1699,250,14.0
12.0 oz.,0.065,1700,41,18.0
12.0 oz,0.058,1701,241,8.0
16.0 ounce,0.08,1702,59,3.0
16.0 oz.,0.08,1703,188,10.0
16.0 ounce,0.08%,1704,338,3.0
16.0 ounce,0.05,1705,43,14.0
12.0 ounce,0.05%,1706,208,15.0
12.0 oz.,0.09,1707,568,2.0
16.0 ounce,0.07,1708,228,8.0
12.0 OZ.,0.099,1709,614,2.0
16.0 oz.,0.05,1710,105,17.0
16.0 oz.,0.07%,1711,268,5.0
16.0 oz.,0.064,1712,615,4.0
16.0 oz.,0.064,1713,615,4.0
16.0 oz.,,1714,259,
16.0 oz.,0.05,1715,105,17.0
16.0 oz.,0.046,1716,396,2.0
16.0 oz.,0.056,1717,356,4.0
12.0 oz,0.062,1718,342,5.0
12.0 oz,,1719,220,
12.0 ounce,0.055,1720,55,27.0
12.0 ounce,0.068,1721,149,4.0
12.0 ounce,0.058,1722,100,6.0
12.0 ounce,0.061,1723,144,4.0
12.0 oz.,0.057%,1724,177,6.0
12.0 oz.,0.068,1725,108,9.0
12.0 oz,0.065,1726,40,14.0
12.0 ounce,0.05%,1727,208,15.0
12.0 oz.,0.057%,1728,177,6.0
12.0 oz,0.055,1729,54,15.0
12.0 oz.,0.06,1730,16,31.0
12.0 oz.,0.058,1731,606,7.0
12.0 oz. Alumi-Tek,0.052,1732,243,5.0
12.0 oz.,0.043%,1733,616,1.0
12.0 oz.,0.072,1734,10,11.0
12.0 oz.,0.048%,1735,89,7.0
16.0 oz. Alumi-Tek,0.038,1736,617,1.0
16.0 oz,0.035%,1737,618,1.0
16.0 oz.,0.043,1738,619,1.0
16.0 ounce,0.05,1739,43,14.0
16.0 oz.,0.05,1740,105,17.0
16.0 ounce,0.05,1741,43,14.0
16.0 oz,0.055%,1742,406,4.0
12.0 oz,0.05,1743,0,28.0
12.0 OZ.,0.062,1744,191,3.0
12.0 oz. Alumi-Tek,0.08,1745,620,1.0
12.0 oz,0.05,1746,0,28.0
12.0 oz. Alumi-Tek,0.071,1747,490,2.0
12.0 oz.,0.062,1748,113,14.0
12.0 oz.,0.048,1749,231,14.0
12.0 OZ.,0.08,1750,621,2.0
12.0 oz.,0.081,1751,399,3.0
12.0 oz. Alumi-Tek,0.053,1752,75,4.0
12.0 oz,0.051,1753,134,9.0
12.0 oz.,0.061,1754,288,5.0
12.0 oz.,0.055,1755,8,27.0
12.0 ounce,0.062,1756,127,7.0
12.0 ounce,0.048,1757,170,11.0
16.0 oz,0.045,1758,608,3.0
16.0 oz.,0.053,1759,266,7.0
16.0 oz.,,1760,259,
16.0 ounce,0.055%,1761,622,1.0
16.0 oz. Alumi-Tek,0.059,1762,623,1.0
16.0 oz.,0.05,1763,105,17.0
16.0 ounce,0.07%,1764,390,6.0
12.0 oz. Alumi-Tek,0.055%,1765,522,3.0
16.0 oz,0.051,1766,332,8.0
16.0 oz.,0.076,1767,466,2.0
16.0 ounce,0.07,1768,228,8.0
16.0 OZ.,0.08,1769,624,1.0
12.0 ounce,0.071%,1770,407,3.0
12.0 ounce,0.099,1771,300,6.0
12.0 oz.,0.051,1772,190,16.0
12.0 oz.,0.056,1773,101,14.0
12.0 oz,0.07200000000000001%,1774,347,2.0
12.0 oz.,0.063%,1775,625,1.0
12.0 oz.,0.045%,1776,6,11.0
12.0 oz,0.055999999999999994%,1777,182,4.0
12.0 oz.,0.073,1778,11,4.0
12.0 oz.,0.048,1779,231,14.0
16.0 oz.,0.073%,1780,481,2.0
16.0 ounce,0.056,1781,626,1.0
12.0 oz,0.05,1782,0,28.0
12.0 oz.,0.068%,1783,169,2.0
12.0 oz.,0.052000000000000005%,1784,373,10.0
12.0 ounce,0.048%,1785,141,5.0
12.0 oz.,0.069%,1786,488,6.0
16.0 ounce,0.095,1787,627,1.0
16.0 oz,0.091%,1788,628,1.0
12.0 oz.,0.055,1789,8,27.0
12.0 ounce,0.05%,1790,208,15.0
12.0 oz.,0.06,1791,16,31.0
12.0 oz,0.065,1792,40,14.0
12.0 OZ.,0.055%,1793,629,1.0
12.0 oz.,0.05%,1794,246,16.0
12.0 ounce,0.07,1795,33,15.0
12.0 oz.,0.069%,1796,488,6.0
12.0 oz,0.055,1797,54,15.0
12.0 oz.,0.081,1798,399,3.0
12.0 ounce,0.05,1799,146,25.0
12.0 ounce,0.055,1800,55,27.0
12.0 oz,0.07,1801,93,8.0
12.0 oz.,0.05,1802,34,32.0
12.0 ounce,0.055%,1803,315,5.0
12.0 oz.,0.055%,1804,39,16.0
12.0 ounce,0.057999999999999996%,1805,194,4.0
12.0 oz,0.068,1806,485,3.0
16.0 ounce,0.08900000000000001%,1807,630,1.0
12.0 ounce,0.054000000000000006%,1808,631,2.0
16.0 ounce,0.07,1809,228,8.0
12.0 ounce,0.055,1810,55,27.0
12.0 oz,0.071,1811,202,2.0
12.0 oz.,0.045,1812,57,15.0
12.0 oz.,,1813,219,
12.0 oz.,0.08%,1814,136,3.0
12.0 oz.,0.055,1815,8,27.0
12.0 oz.,0.066,1816,1,2.0
16.0 oz.,0.05%,1817,106,5.0
12.0 oz,0.065,1818,40,14.0
12.0 oz.,0.065%,1819,313,11.0
12.0 oz.,0.065,1820,41,18.0
12.0 oz,0.05,1821,0,28.0
12.0 oz.,0.05,1822,34,32.0
12.0 ounce,0.045%,1823,362,3.0
12.0 oz.,0.05,1824,34,32.0
12.0 oz. Alumi-Tek,0.040999999999999995%,1825,632,1.0
12.0 oz.,0.045%,1826,6,11.0
12.0 oz.,0.047,1827,138,15.0
12.0 oz.,0.074,1828,633,1.0
16.0 oz,0.065,1829,238,8.0
16.0 oz,0.065,1830,238,8.0
16.0 oz.,0.07%,1831,268,5.0
16.0 ounce,0.07%,1832,390,6.0
16.0 oz,0.077%,1833,634,1.0
16.0 ounce,0.053,1834,71,4.0
16.0 ounce,0.077,1835,635,2.0
16.0 oz.,0.06,1836,70,12.0
16.0 oz.,0.07,1837,118,8.0
12.0 oz.,0.068,1838,108,9.0
12.0 ounce,0.05,1839,146,25.0
12.0 oz.,0.069%,1840,488,6.0
12.0 oz,0.051,1841,134,9.0
12.0 oz.,0.047,1842,138,15.0
12.0 oz.,0.051,1843,190,16.0
12.0 ounce,0.052,1844,135,10.0
12.0 oz.,0.072,1845,10,11.0
12.0 oz.,0.06,1846,16,31.0
12.0 oz.,0.06,1847,16,31.0
16.0 oz.,0.055999999999999994%,1848,274,5.0
12.0 ounce,0.048%,1849,141,5.0
12.0 oz.,0.05%,1850,246,16.0
16.0 oz.,0.072,1851,333,4.0
12.0 oz. Alumi-Tek,0.055999999999999994%,1852,636,1.0
16.0 oz,0.069%,1853,637,1.0
12.0 oz.,0.042%,1854,319,4.0
12.0 oz.,0.06,1855,16,31.0
12.0 oz,0.068%,1856,483,3.0
12.0 oz. Alumi-Tek,0.1,1857,638,1.0
12.0 oz,0.042,1858,56,4.0
12.0 OZ.,0.08,1859,621,2.0
16.0 ounce,0.032,1860,639,1.0
24.0 ounce,0.065,1861,640,1.0
12.0 oz.,0.047,1862,138,15.0
12.0 oz.,0.099,1863,509,3.0
12.0 ounce,0.07,1864,33,15.0
16.0 OZ.,0.067,1865,641,1.0
16.0 ounce,0.054,1866,51,4.0
16.0 oz.,0.052000000000000005%,1867,558,3.0
16.0 oz.,0.063%,1868,577,2.0
16.0 oz,0.064,1869,642,2.0
12.0 oz. Alumi-Tek,0.099%,1870,643,1.0
16.0 oz.,0.059,1871,429,4.0
16.0 oz.,0.052,1872,73,13.0
16.0 ounce,0.049,1873,240,2.0
12.0 oz,0.091%,1874,644,1.0
16.0 OZ.,0.063,1875,308,2.0
16.0 ounce,0.06,1876,102,7.0
16.0 ounce,0.054000000000000006%,1877,545,2.0
16.0 oz.,0.052,1878,73,13.0
16.0 oz.,0.063,1879,261,8.0
16.0 ounce,0.064,1880,267,2.0
12.0 oz,0.045,1881,158,16.0
12.0 oz,0.074,1882,645,1.0
12.0 OZ.,0.068%,1883,646,1.0
12.0 ounce,0.058,1884,100,6.0
12.0 oz.,0.058,1885,606,7.0
12.0 oz,0.08,1886,346,7.0
12.0 oz.,,1887,219,
12.0 ounce,0.042,1888,417,6.0
12.0 oz.,0.053,1889,77,9.0
12.0 oz,0.061,1890,310,5.0
12.0 oz,0.057,1891,502,3.0
12.0 oz.,0.068,1892,108,9.0
12.0 oz,0.057999999999999996%,1893,171,7.0
12.0 ounce,0.071,1894,2,4.0
24.0 ounce,0.085,1895,647,1.0
24.0 ounce,0.082,1896,648,1.0
12.0 ounce,0.049%,1897,302,5.0
12.0 oz. Alumi-Tek,0.06%,1898,366,3.0
12.0 oz,0.055,1899,54,15.0
12.0 ounce,0.056,1900,92,10.0
12.0 oz.,0.062%,1901,349,6.0
12.0 ounce,0.049,1902,23,5.0
12.0 oz.,0.055,1903,8,27.0
12.0 oz.,0.084,1904,649,1.0
12.0 oz. Alumi-Tek,0.057999999999999996%,1905,168,2.0
12.0 oz.,0.07,1906,26,11.0
12.0 oz. Alumi-Tek,0.053,1907,75,4.0
12.0 OZ.,0.055999999999999994%,1908,650,2.0
12.0 ounce,0.049%,1909,302,5.0
12.0 oz.,0.051,1910,190,16.0
12.0 oz,0.07%,1911,124,6.0
12.0 oz.,0.058,1912,606,7.0
12.0 oz,0.062,1913,342,5.0
12.0 ounce,0.05,1914,146,25.0
12.0 oz. Alumi-Tek,0.06,1915,17,3.0
12.0 oz.,0.054000000000000006%,1916,432,2.0
12.0 oz.,0.05,1917,34,32.0
12.0 oz,0.05,1918,0,28.0
12.0 oz.,0.052,1919,326,11.0
12.0 oz.,0.068,1920,108,9.0
12.0 ounce,0.05,1921,146,25.0
12.0 oz. Alumi-Tek,0.092,1922,651,1.0
12.0 OZ.,0.063,1923,652,1.0
12.0 oz,0.063,1924,139,5.0
16.0 oz,0.06%,1925,585,3.0
12.0 oz,0.079,1926,653,1.0
12.0 OZ.,0.099,1927,614,2.0
16.0 oz.,0.055%,1928,130,8.0
16.0 oz,0.05,1929,63,15.0
12.0 oz,0.064,1930,181,3.0
12.0 OZ.,0.099%,1931,612,2.0
12.0 oz. Alumi-Tek,0.043%,1932,654,1.0
12.0 oz.,0.052000000000000005%,1933,373,10.0
12.0 oz.,0.046,1934,214,7.0
12.0 OZ.,0.057%,1935,655,1.0
16.0 oz.,0.084,1936,52,2.0
12.0 ounce,0.063,1937,469,2.0
16.0 ounce,0.07,1938,228,8.0
16.0 oz. Alumi-Tek,0.055,1939,561,3.0
16.0 oz.,0.08,1940,188,10.0
16.0 oz.,0.05%,1941,106,5.0
12.0 oz.,0.035%,1942,656,1.0
16.0 oz.,0.048,1943,235,7.0
16.0 ounce,0.055,1944,199,10.0
16.0 oz,0.075,1945,335,4.0
16.0 oz.,0.077,1946,305,3.0
12.0 oz,0.053%,1947,530,2.0
12.0 oz.,0.058,1948,606,7.0
12.0 OZ.,0.05,1949,107,11.0
16.0 oz,0.08,1950,365,6.0
16.0 oz,0.057999999999999996%,1951,657,1.0
16.0 oz. Alumi-Tek,0.05%,1952,658,1.0
16.0 ounce,0.058,1953,453,4.0
12.0 oz,0.065,1954,40,14.0
12.0 ounce,0.055,1955,55,27.0
12.0 oz.,0.069,1956,193,5.0
12.0 oz.,0.085,1957,13,4.0
12.0 ounce,0.092,1958,115,2.0
12.0 oz.,0.085%,1959,659,1.0
12.0 oz,0.072,1960,467,4.0
16.0 oz.,0.05,1961,105,17.0
12.0 oz,0.099,1962,660,1.0
12.0 ounce,0.055,1963,55,27.0
12.0 oz,0.069,1964,166,5.0
12.0 oz,0.083,1965,661,1.0
16.0 ounce,0.065,1966,42,8.0
12.0 oz.,0.05,1967,34,32.0
12.0 oz.,0.047,1968,138,15.0
16.0 oz,,1969,260,
16.0 oz,0.058,1970,479,3.0
16.0 oz.,0.096,1971,662,1.0
16.0 OZ.,0.082,1972,663,1.0
16.0 oz,0.079%,1973,664,1.0
16.0 oz.,0.06,1974,70,12.0
16.0 oz.,0.055,1975,66,13.0
12.0 oz,0.096%,1976,665,1.0
16.0 OZ.,0.073,1977,666,1.0
12.0 oz.,0.062%,1978,349,6.0
12.0 oz.,0.06,1979,16,31.0
12.0 oz,0.058,1980,241,8.0
12.0 oz.,0.055,1981,8,27.0
12.0 ounce,0.05,1982,146,25.0
