ibu,brewery_id,original_index,unique_index,count
75.0,126,2261,1377,1.0
25.0,126,2262,1378,1.0
,338,2263,1379,
,338,2264,1379,
,338,2265,1379,
,522,2266,1380,
,522,2267,1380,
,522,2268,1380,
,522,2269,1380,
,522,2270,1380,
90.0,71,2271,1381,1.0
10.0,71,2272,1382,1.0
,71,2273,1383,
,71,2274,1383,
50.0,202,2275,1384,1.0
15.0,202,2276,1385,1.0
,202,2277,1386,
,51,2278,1387,
,51,2279,1387,
24.0,51,2280,1388,1.0
51.0,51,2281,1389,1.0
,51,2282,1387,
,51,2283,1387,
33.0,51,2284,1390,1.0
30.0,51,2285,1391,2.0
90.0,51,2286,1392,1.0
,51,2287,1387,
,51,2288,1387,
30.0,51,2289,1391,2.0
,51,2290,1387,
15.0,51,2291,1393,1.0
22.0,51,2292,1394,1.0
,51,2293,1387,
,51,2294,1387,
,51,2295,1387,
22.0,546,2296,1395,1.0
70.0,546,2297,1396,1.0
,302,2298,1397,
75.0,302,2299,1398,2.0
,302,2300,1397,
,302,2301,1397,
,302,2302,1397,
,302,2303,1397,
75.0,302,2304,1398,2.0
,302,2305,1397,
,185,2306,1399,
,185,2307,1399,
,185,2308,1399,
,185,2309,1399,
,185,2310,1399,
,113,2311,1400,
25.0,322,2312,1401,2.0
23.0,322,2313,1402,1.0
31.0,322,2314,1403,1.0
25.0,322,2315,1401,2.0
85.0,322,2316,1404,2.0
85.0,322,2317,1404,2.0
37.0,295,2318,1405,2.0
55.0,295,2319,1406,2.0
50.0,295,2320,1407,1.0
,295,2321,1408,
85.0,295,2322,1409,1.0
,295,2323,1408,
17.0,295,2324,1410,1.0
37.0,295,2325,1405,2.0
20.0,295,2326,1411,1.0
10.0,295,2327,1412,1.0
55.0,295,2328,1406,2.0
,506,2329,1413,
67.0,94,2330,1414,1.0
20.0,94,2331,1415,1.0
,94,2332,1416,
,94,2333,1416,
,100,2334,1417,
,100,2335,1417,
,100,2336,1417,
,100,2337,1417,
,384,2338,1418,
5.0,384,2339,1419,1.0
16.0,384,2340,1420,1.0
65.0,384,2341,1421,1.0
22.0,351,2342,1422,1.0
,351,2343,1423,
55.0,351,2344,1424,1.0
,132,2345,1425,
,132,2346,1425,
,132,2347,1425,
89.0,132,2348,1426,1.0
,132,2349,1425,
28.0,132,2350,1427,1.0
,132,2351,1425,
,47,2352,1428,
,47,2353,1428,
,47,2354,1428,
,47,2355,1428,
,396,2356,1429,
30.0,296,2357,1430,3.0
30.0,296,2358,1430,3.0
30.0,296,2359,1430,3.0
100.0,361,2360,1431,3.0
,361,2361,1432,
,361,2362,1432,
27.0,361,2363,1433,1.0
100.0,361,2364,1431,3.0
100.0,361,2365,1431,3.0
13.0,361,2366,1434,1.0
23.0,361,2367,1435,1.0
,361,2368,1432,
41.0,361,2369,1436,1.0
21.0,181,2370,1437,1.0
20.0,181,2371,1438,1.0
25.0,181,2372,1439,1.0
45.0,181,2373,1440,1.0
,499,2374,1441,
,499,2375,1441,
,499,2376,1441,
,550,2377,1442,
,550,2378,1442,
83.0,509,2379,1443,1.0
31.0,509,2380,1444,1.0
,211,2381,1445,
60.0,211,2382,1446,1.0
,211,2383,1445,
38.0,211,2384,1447,1.0
,239,2385,1448,
61.0,239,2386,1449,1.0
23.0,239,2387,1450,1.0
72.0,14,2388,1451,1.0
,14,2389,1452,
135.0,344,2390,1453,1.0
15.0,402,2391,1454,1.0
,501,2392,1455,
82.0,109,2393,1456,1.0
15.0,109,2394,1457,1.0
69.0,339,2395,1458,1.0
69.0,199,2396,1459,2.0
25.0,199,2397,1460,1.0
30.0,199,2398,1461,1.0
69.0,199,2399,1459,2.0
50.0,199,2400,1462,1.0
,424,2401,1463,
,424,2402,1463,
,424,2403,1463,
,424,2404,1463,
45.0,424,2405,1464,1.0
,424,2406,1463,
,424,2407,1463,
40.0,424,2408,1465,1.0
,424,2409,1463,
