beer_name,brewery_name,original_index,unique_index,count
Lemon Shandy Tripel,Griffin Claw Brewing Company,999,978,1
Little Red Cap,Grimm Brothers Brewhouse,1000,979,1
Supergoose IPA,Hale's Ales,1001,980,1
Hale's Pale American Ale,Hale's Ales,1002,981,1
Heyoka IPA,Half Acre Beer Company,1003,982,1
Guest Lager,Half Acre Beer Company,1004,983,1
Pony Pilsner,Half Acre Beer Company,1005,984,1
Akari Shogun American Wheat Ale,Half Acre Beer Company,1006,985,1
Meat Wave,Half Acre Beer Company,1007,986,1
Over Ale,Half Acre Beer Company,1008,987,1
Gossamer Golden Ale,Half Acre Beer Company,1009,988,1
Daisy Cutter Pale Ale,Half Acre Beer Company,1010,989,1
Pursuit,Half Full Brewery,1011,990,1
Half Full Bright Ale,Half Full Brewery,1012,991,1
Orange Wheat,Hangar 24 Craft Brewery,1013,992,1
Hangar 24 Helles Lager,Hangar 24 Craft Brewery,1014,993,1
The Great Return,Hardywood Park Craft Brewery,1015,994,1
Hardywood Cream Ale,Hardywood Park Craft Brewery,1016,995,1
Capital Trail Pale Ale,Hardywood Park Craft Brewery,1017,996,1
UFO Gingerland,Harpoon Brewery,1018,997,1
The Long Thaw White IPA,Harpoon Brewery,1019,998,1
Honey Cider,Harpoon Brewery,1020,999,1
Harpoon Summer Beer,Harpoon Brewery,1021,1000,1
Harpoon IPA,Harpoon Brewery,1022,1001,1
UFO Pumpkin,Harpoon Brewery,1023,1002,1
Harpoon Octoberfest,Harpoon Brewery,1024,1003,1
Harpoon IPA (2012),Harpoon Brewery,1025,1004,1
Harpoon Summer Beer (2012),Harpoon Brewery,1026,1005,1
UFO White,Harpoon Brewery,1027,1006,1
Harpoon Summer Beer (2010),Harpoon Brewery,1028,1007,1
Harpoon IPA (2010),Harpoon Brewery,1029,1008,1
Great Falls Select Pale Ale,Harvest Moon Brewing Company,1030,1009,1
Beltian White,Harvest Moon Brewing Company,1031,1010,1
Kaua'i Golden Ale,Hawai'i Nui Brewing Co.,1032,1011,1
Sunset Amber,Hawai'i Nui Brewing Co.,1033,1012,1
Hapa Brown Ale,Hawai'i Nui Brewing Co.,1034,1013,2
Hapa Brown Ale,Hawai'i Nui Brewing Co.,1035,1013,2
Southern Cross,Hawai'i Nui Brewing Co.,1036,1014,1
Groupe G,Headlands Brewing Company,1037,1015,1
Pt. Bonita Rustic Lager,Headlands Brewing Company,1038,1016,1
Hill 88 Double IPA,Headlands Brewing Company,1039,1017,1
Loose Cannon,Heavy Seas Beer,1040,1018,1
AARGHtoberfest!,Heavy Seas Beer,1041,1019,1
Davy Jones Lager,Heavy Seas Beer,1042,1020,1
Grazias,Hess Brewing Company,1043,1021,1
Habitus IPA,Hess Brewing Company,1044,1022,1
Ex Umbris Rye Imperial Stout,Hess Brewing Company,1045,1023,1
The Golden One,High Hops Brewery,1046,1024,1
The Power of Zeus,High Hops Brewery,1047,1025,1
Tonganoxie Honey Wheat,High Noon Saloon And Brewery,1048,1026,1
Oregon Trail Unfiltered Raspberry Wheat,High Noon Saloon And Brewery,1049,1027,1
Annie's Amber Ale,High Noon Saloon And Brewery,1050,1028,1
The 12th Can™,Hilliard's Beer,1051,1029,1
Hilliard's Pils,Hilliard's Beer,1052,1030,1
Hilliard's Blonde,Hilliard's Beer,1053,1031,1
Hilliard's Amber Ale,Hilliard's Beer,1054,1032,1
Hilliard's Saison,Hilliard's Beer,1055,1033,1
White Cap White IPA,Hinterland Brewery,1056,1034,1
Provision,Hop Farm Brewing Company,1057,1035,1
One Nut Brown,Hop Farm Brewing Company,1058,1036,1
Hop Farm IPA,Hop Farm Brewing Company,1059,1037,1
Double D Blonde,Hop Valley Brewing Company,1060,1038,1
Festeroo Winter Ale,Hop Valley Brewing Company,1061,1039,1
Proxima IPA,Hop Valley Brewing Company,1062,1040,1
Double D Blonde (2013),Hop Valley Brewing Company,1063,1041,1
541 American Lager,Hop Valley Brewing Company,1064,1042,1
Alphadelic IPA,Hop Valley Brewing Company,1065,1043,1
Alphadelic IPA (2011),Hop Valley Brewing Company,1066,1044,1
Double D Blonde (2011),Hop Valley Brewing Company,1067,1045,1
Green House India Pale Ale,Hops & Grain Brewery,1068,1046,1
The One They Call Zoe,Hops & Grain Brewery,1069,1047,1
Alteration,Hops & Grain Brewery,1070,1048,1
Pale Dog,Hops & Grain Brewery,1071,1049,1
Porter Culture,Hops & Grains Brewing Company,1072,1050,1
Hard Cider,Hopworks Urban Brewery,1073,1051,1
Totally Radler,Hopworks Urban Brewery,1074,1052,1
Nonstop Hef Hop,Hopworks Urban Brewery,1075,1053,12
Nonstop Hef Hop,Hopworks Urban Brewery,1076,1053,12
Nonstop Hef Hop,Hopworks Urban Brewery,1077,1053,12
Nonstop Hef Hop,Hopworks Urban Brewery,1078,1053,12
Nonstop Hef Hop,Hopworks Urban Brewery,1079,1053,12
Nonstop Hef Hop,Hopworks Urban Brewery,1080,1053,12
Nonstop Hef Hop,Hopworks Urban Brewery,1081,1053,12
Nonstop Hef Hop,Hopworks Urban Brewery,1082,1053,12
Nonstop Hef Hop,Hopworks Urban Brewery,1083,1053,12
Nonstop Hef Hop,Hopworks Urban Brewery,1084,1053,12
Nonstop Hef Hop,Hopworks Urban Brewery,1085,1053,12
Nonstop Hef Hop,Hopworks Urban Brewery,1086,1053,12
Rise Up Red,Hopworks Urban Brewery,1087,1054,1
Survival Stout,Hopworks Urban Brewery,1088,1055,1
Hopworks IPA,Hopworks Urban Brewery,1089,1056,1
Abominable Winter Ale,Hopworks Urban Brewery,1090,1057,1
Pigwar White India Pale Ale,Hopworks Urban Brewery,1091,1058,1
Rise-Up Red (2014),Hopworks Urban Brewery,1092,1059,1
Abominable Winter Ale (2012),Hopworks Urban Brewery,1093,1060,1
HUB Lager,Hopworks Urban Brewery,1094,1061,1
Hopworks IPA (2012),Hopworks Urban Brewery,1095,1062,1
Watermelon Wheat,Horny Goat Brew Pub,1096,1063,1
Laka Laka Pineapple,Horny Goat Brew Pub,1097,1064,1
Oktoberfest,Horny Goat Brew Pub,1098,1065,1
Trail Maker Pale Ale,Howard Brewing Company,1099,1066,1
Action Man Lager,Howard Brewing Company,1100,1067,1
Let It Ride IPA,Indeed Brewing Company,1101,1068,1
Stir Crazy Winter Ale,Indeed Brewing Company,1102,1069,1
Sweet Yamma Jamma Ale,Indeed Brewing Company,1103,1070,1
Shenanigans Summer Ale,Indeed Brewing Company,1104,1071,1
Midnight Ryder,Indeed Brewing Company,1105,1072,1
Day Tripper Pale Ale,Indeed Brewing Company,1106,1073,1
Oklahoma Suks,Independence Brewing Company,1107,1074,1
Power & Light,Independence Brewing Company,1108,1075,1
White Rabbit,Independence Brewing Company,1109,1076,1
Tribute,Indiana City Brewing,1110,1077,1
Infamous IPA,Infamous Brewing Company,1111,1078,1
Hijack,Infamous Brewing Company,1112,1079,1
Jon Boat Coastal Ale,Intuition Ale Works,1113,1080,1
I-10 IPA,Intuition Ale Works,1114,1081,1
People's Pale Ale,Intuition Ale Works,1115,1082,1
Summer Ale,Ipswich Ale Brewery,1116,1083,1
Appreciation Ale,Iron Hill Brewery & Restaurant,1117,1084,1
House Lager,Jack's Abby Craft Lagers,1118,1085,1
Leisure Time,Jack's Abby Craft Lagers,1119,1086,1
Excess IPL,Jack's Abby Craft Lagers,1120,1087,1
Hoponius Union,Jack's Abby Craft Lagers,1121,1088,1
Calyptra,Jack's Abby Craft Lagers,1122,1089,1
Helen's Blend,Jack's Hard Cider (Hauser Estate...,1123,1090,1
Jack's Hard Cider,Jack's Hard Cider (Hauser Estate...,1124,1091,1
Thunder Ann,Jackalope Brewing Company,1125,1092,1
Razz Wheat,Jackie O's Pub & Brewery,1126,1093,1
Hop Ryot,Jackie O's Pub & Brewery,1127,1094,1
Mystic Mama IPA,Jackie O's Pub & Brewery,1128,1095,1
Firefly Amber Ale,Jackie O's Pub & Brewery,1129,1096,1
Chomolungma Honey Nut Brown Ale,Jackie O's Pub & Brewery,1130,1097,1
Welcome to Scoville,Jailbreak Brewing Company,1131,1098,1
Bastian,James Page Brewing Company,1132,1099,1
Healani,James Page Brewing Company,1133,1100,1
Yabba Dhaba Chai Tea Porter,James Page Brewing Company,1134,1101,1
A Capella Gluten Free Pale Ale,James Page Brewing Company,1135,1102,1
Casper White Stout,James Page Brewing Company,1136,1103,1
JP's Ould Sod Irish Red IPA,James Page Brewing Company,1137,1104,1
Weize Guy,Joseph James Brewing Company,1138,1105,1
Fox Tail Gluten Free Ale,Joseph James Brewing Company,1139,1106,1
Hop Box Imperial IPA,Joseph James Brewing Company,1140,1107,1
Joseph James American Lager,Joseph James Brewing Company,1141,1108,1
Sucha Much IPA,Kalona Brewing Company,1142,1109,1
Lewbricator Wheat Dopplebock,Kalona Brewing Company,1143,1110,1
Weisse Versa (2012),Karbach Brewing Company,1144,1111,1
Mother in Lager,Karbach Brewing Company,1145,1112,1
Weekend Warrior Pale Ale,Karbach Brewing Company,1146,1113,1
Karbachtoberfest,Karbach Brewing Company,1147,1114,1
Love Street Summer Seasonal (2014),Karbach Brewing Company,1148,1115,1
Barn Burner Saison,Karbach Brewing Company,1149,1116,1
Rodeo Clown Double IPA,Karbach Brewing Company,1150,1117,1
Sympathy for the Lager,Karbach Brewing Company,1151,1118,1
Weisse Versa,Karbach Brewing Company,1152,1119,1
Hopadillo India Pale Ale,Karbach Brewing Company,1153,1120,1
KelSo Nut Brown Lager,KelSo Beer Company,1154,1121,1
KelSo India Pale Ale,KelSo Beer Company,1155,1122,1
KelSo Pilsner,KelSo Beer Company,1156,1123,1
Skilak Scottish Ale,Kenai River Brewing Company,1157,1124,1
Peninsula Brewers Reserve (PBR),Kenai River Brewing Company,1158,1125,1
Sunken Island IPA,Kenai River Brewing Company,1159,1126,1
Skilak Scottish Ale (2011),Kenai River Brewing Company,1160,1127,1
Cold Smoke Scotch Ale (2007),Kettle House Brewing Company,1161,1128,1
Double Haul IPA (2009),Kettle House Brewing Company,1162,1129,1
Double Haul IPA (2006),Kettle House Brewing Company,1163,1130,1
Eddy Out Pale Ale,Kettle House Brewing Company,1164,1131,1
Double Haul IPA,Kettle House Brewing Company,1165,1132,1
Cold Smoke Scotch Ale,Kettle House Brewing Company,1166,1133,1
U. P. Witbier,Keweenaw Brewing Company,1167,1134,1
November Gale Pale Ale,Keweenaw Brewing Company,1168,1135,1
Olde Ore Dock Scottish Ale,Keweenaw Brewing Company,1169,1136,1
Widow Maker Black Ale,Keweenaw Brewing Company,1170,1137,1
Lift Bridge Brown Ale,Keweenaw Brewing Company,1171,1138,1
Pick Axe Blonde Ale,Keweenaw Brewing Company,1172,1139,1
Red Jacket Amber Ale,Keweenaw Brewing Company,1173,1140,1
Amber Ale,King Street Brewing Company,1174,1141,1
King Street Pilsner,King Street Brewing Company,1175,1142,1
King Street IPA,King Street Brewing Company,1176,1143,1
King Street Hefeweizen,King Street Brewing Company,1177,1144,1
King Street Blonde Ale,King Street Brewing Company,1178,1145,1
India Pale Ale,Kirkwood Station Brewing Company,1179,1146,1
Blackberry Wheat,Kirkwood Station Brewing Company,1180,1147,1
Longboard Island Lager,Kona Brewing Company,1181,1148,4
Longboard Island Lager,Kona Brewing Company,1182,1148,4
Longboard Island Lager,Kona Brewing Company,1183,1148,4
Longboard Island Lager,Kona Brewing Company,1184,1148,4
Choc Beer (2003),Krebs Brewing Company (Pete's Pl...,1185,1149,1
Bellingham Beer Week 2013 Collaboration,Kulshan Brewery,1186,1150,1
A Slice of Hefen,La Cumbre Brewing Company,1187,1151,1
Elevated IPA,La Cumbre Brewing Company,1188,1152,1
Rumspringa Golden Bock,Lancaster Brewing Company,1189,1153,1
Lancaster German Style Kölsch,Lancaster Brewing Company,1190,1154,1
Beach Cruiser,Latitude 42 Brewing Company,1191,1155,1
I.P. Eh!,Latitude 42 Brewing Company,1192,1156,1
Schoolhouse Honey,Latitude 42 Brewing Company,1193,1157,1
10 Degrees of Separation,Latitude 42 Brewing Company,1194,1158,1
Laughing Dog Cream Ale,Laughing Dog Brewing Company,1195,1159,1
Two-One Niner,Laughing Dog Brewing Company,1196,1160,1
Laughing Dog IPA,Laughing Dog Brewing Company,1197,1161,1
Madra Allta,Lavery Brewing Company,1198,1162,1
Duluchan India Pale Ale,Lavery Brewing Company,1199,1163,1
Lazy Monk Bohemian Pilsner,Lazy Monk Brewing,1200,1164,1
Yellowstone Golden Ale,Lewis and Clark Brewing Company,1201,1165,1
Tumbleweed IPA,Lewis and Clark Brewing Company,1202,1166,1
Lewis & Clark Amber Ale,Lewis and Clark Brewing Company,1203,1167,1
Miner's Gold Hefeweizen,Lewis and Clark Brewing Company,1204,1168,1
Back Country Scottish Ale,Lewis and Clark Brewing Company,1205,1169,1
Getaway,Lift Bridge Brewing Company,1206,1170,1
Farm Girl Saison,Lift Bridge Brewing Company,1207,1171,1
Adam's Stout,Liquid Hero Brewery,1208,1172,1
American Hero,Liquid Hero Brewery,1209,1173,1
Schweet Ale,Liquid Hero Brewery,1210,1174,1
Irregardless IPA,Liquid Hero Brewery,1211,1175,1
Peach Pale Ale,Lone Tree Brewing Company,1212,1176,1
Deadeye Jack,Lonerider Brewing Company,1213,1177,1
Pistols at Dawn,Lonerider Brewing Company,1214,1178,1
Peacemaker Pale Ale,Lonerider Brewing Company,1215,1179,1
Shotgun Betty,Lonerider Brewing Company,1216,1180,1
Sweet Josie,Lonerider Brewing Company,1217,1181,1
Long Trail IPA,Long Trail Brewing Company,1218,1182,1
Long Trail Ale,Long Trail Brewing Company,1219,1183,1
Double Bag,Long Trail Brewing Company,1220,1184,1
Blackbeary Wheat,Long Trail Brewing Company,1221,1185,1
Long Trail Ale (1),Long Trail Brewing Company,1222,1186,1
Gose,Lost Nation Brewing,1223,1187,1
Vermont Pilsner,Lost Nation Brewing,1224,1188,1
Mosaic Single Hop IPA,Lost Nation Brewing,1225,1189,1
Lost Galaxy,Lost Nation Brewing,1226,1190,1
Face Plant IPA,Lost Rhino Brewing Company,1227,1191,1
Rhino Chasers Pilsner,Lost Rhino Brewing Company,1228,1192,1
Slow Hand Stout,Lucette Brewing Company,1229,1193,1
Hips Don't Lie,Lucette Brewing Company,1230,1194,1
Ride Again Pale Ale,Lucette Brewing Company,1231,1195,1
The Farmer's Daughter,Lucette Brewing Company,1232,1196,1
Pub Ale,Lucky Town Brewing Company,1233,1197,1
Ballistic Blonde,Lucky Town Brewing Company,1234,1198,1
Knotty Pine,Lumberyard Brewing Company,1235,1199,1
Lumberyard Pilsner,Lumberyard Brewing Company,1236,1200,1
Lumberyard IPA,Lumberyard Brewing Company,1237,1201,1
Lumberyard Red Ale,Lumberyard Brewing Company,1238,1202,1
Mac's Highlander Pale Ale (2000),MacTarnahans Brewing Company,1239,1203,1
Mac's Scottish Style Amber Ale (2000),MacTarnahans Brewing Company,1240,1204,1
Macon Progress Ale,Macon Beer Company,1241,1205,1
Macon History Ale,Macon Beer Company,1242,1206,1
Galaxy High,Madtree Brewing Company,1243,1207,1
Sol Drifter,Madtree Brewing Company,1244,1208,1
Thunder Snow,Madtree Brewing Company,1245,1209,1
The Great Pumpcan,Madtree Brewing Company,1246,1210,1
LIFT,Madtree Brewing Company,1247,1211,1
SPRYE,Madtree Brewing Company,1248,1212,1
Psychopathy,Madtree Brewing Company,1249,1213,1
Gnarly Brown,Madtree Brewing Company,1250,1214,1
Happy Amber,Madtree Brewing Company,1251,1215,1
#9,Magic Hat Brewing Company,1252,1216,2
Elder Betty,Magic Hat Brewing Company,1253,1217,1
#9,Magic Hat Brewing Company,1254,1216,2
High Country Pilsner (Current),Mammoth Brewing Company,1255,1218,1
Epic IPA,Mammoth Brewing Company,1256,1219,1
Golden Trout Pilsner,Mammoth Brewing Company,1257,1220,1
Real McCoy Amber Ale (Current),Mammoth Brewing Company,1258,1221,1
Festivus (1),Manayunk Brewing Company,1259,1222,1
Manayunk Oktoberfest,Manayunk Brewing Company,1260,1223,1
Belgian Style Session Ale,Manayunk Brewing Company,1261,1224,1
Manayunk IPA,Manayunk Brewing Company,1262,1225,1
Yunkin' Punkin',Manayunk Brewing Company,1263,1226,1
Summer Paradise,Manayunk Brewing Company,1264,1227,1
Monk from the 'Yunk,Manayunk Brewing Company,1265,1228,1
Schuylkill Punch,Manayunk Brewing Company,1266,1229,1
Dreamin' Double IPA,Manayunk Brewing Company,1267,1230,1
Chaotic Double IPA,Manzanita Brewing Company,1268,1231,1
Manzanita IPA,Manzanita Brewing Company,1269,1232,1
Riverwalk Blonde Ale,Manzanita Brewing Company,1270,1233,1
Gillespie Brown Ale,Manzanita Brewing Company,1271,1234,1
Manzanita Pale Ale,Manzanita Brewing Company,1272,1235,1
Marble Pilsner,Marble Brewery,1273,1236,1
Marble India Pale Ale,Marble Brewery,1274,1237,1
Toughcats IPA,Marshall Wharf Brewing Company,1275,1238,1
Tug Pale Ale,Marshall Wharf Brewing Company,1276,1239,1
Sexy Chaos,Marshall Wharf Brewing Company,1277,1240,1
Ace Hole American Pale Ale,Marshall Wharf Brewing Company,1278,1241,1
Cant Dog Imperial Pale Ale,Marshall Wharf Brewing Company,1279,1242,1
River House,Martin House Brewing Company,1280,1243,1
Pretzel Stout,Martin House Brewing Company,1281,1244,1
Rubberneck Red,Martin House Brewing Company,1282,1245,1
The Imperial Texan,Martin House Brewing Company,1283,1246,2
The Imperial Texan,Martin House Brewing Company,1284,1246,2
Day Break 4-Grain Breakfast Beer,Martin House Brewing Company,1285,1247,1
River House Saison,Martin House Brewing Company,1286,1248,1
There Will Be Stout,Martin House Brewing Company,1287,1249,1
Our Legacy IPA,Matt Brewing Company,1288,1250,2
Saranac Shandy,Matt Brewing Company,1289,1251,1
Our Legacy IPA,Matt Brewing Company,1290,1250,2
Saranac Golden Pilsener (2003),Matt Brewing Company,1291,1252,1
Saranac Adirondack Light (2002),Matt Brewing Company,1292,1253,1
DAX Light (1998),Matt Brewing Company,1293,1254,1
Saranac Traditional Lager (2000),Matt Brewing Company,1294,1255,1
Pomegranate Wheat (2008),Matt Brewing Company,1295,1256,1
Blueberry Blonde Ale,Matt Brewing Company,1296,1257,1
Saranac White IPA,Matt Brewing Company,1297,1258,1
Saranac Summer Ale (2011),Matt Brewing Company,1298,1259,1
Saranac Pale Ale (12 oz.),Matt Brewing Company,1299,1260,1
Saranac Pale Ale (16 oz.),Matt Brewing Company,1300,1261,1
Lahaina Town Brown,Maui Brewing Company,1301,1262,1
Pau Hana Pilsner,Maui Brewing Company,1302,1263,1
Lemongrass Saison,Maui Brewing Company,1303,1264,1
Aloha B’ak’tun,Maui Brewing Company,1304,1265,1
Liquid Breadfruit,Maui Brewing Company,1305,1266,1
Sobrehumano Palena'ole,Maui Brewing Company,1306,1267,1
La Perouse White,Maui Brewing Company,1307,1268,1
Flyin' HI.P.Hay,Maui Brewing Company,1308,1269,1
Mana Wheat,Maui Brewing Company,1309,1270,1
Bikini Blonde Lager,Maui Brewing Company,1310,1271,1
CoCoNut Porter,Maui Brewing Company,1311,1272,1
Big Swell IPA,Maui Brewing Company,1312,1273,1
Pit Stop Chocolate Porter,Mavericks Beer Company,1313,1274,1
Pace Setter Belgian Style Wit,Mavericks Beer Company,1314,1275,1
Back in the Saddle Rye Pale Ale,Mavericks Beer Company,1315,1276,1
Bushwhacker Cider,Meckley's Cidery,1316,1277,1
Weim-R-Iner,Meckley's Cidery,1317,1278,1
Cherry Bomb,Meckley's Cidery,1318,1279,1
Tsunami IPA,Mehana Brewing Co.,1319,1280,2
Tsunami IPA,Mehana Brewing Co.,1320,1280,2
Humpback Blonde Ale,Mehana Brewing Co.,1321,1281,1
Hawaiian Crow Porter,Mehana Brewing Co.,1322,1282,1
Volcano Red Ale,Mehana Brewing Co.,1323,1283,1
Mauna Kea Pale Ale,Mehana Brewing Co.,1324,1284,1
Shark Bait,Miami Brewing Company,1325,1285,1
Gator Tail Brown Ale,Miami Brewing Company,1326,1286,1
Miami Vice IPA,Miami Brewing Company,1327,1287,1
Big Rod Coconut Ale,Miami Brewing Company,1328,1288,1
Mickey Finn's Amber Ale,Mickey Finn's Brewery,1329,1289,1
Pleasure Town,Midnight Sun Brewing Company,1330,1290,1
Pleasure Town IPA,Midnight Sun Brewing Company,1331,1291,1
Snowshoe White Ale,Midnight Sun Brewing Company,1332,1292,1
Kodiak Brown Ale,Midnight Sun Brewing Company,1333,1293,1
Sockeye Red IPA,Midnight Sun Brewing Company,1334,1294,1
Habitus (2014),Mike Hess Brewing Company,1335,1295,1
Solis,Mike Hess Brewing Company,1336,1296,1
Jucundus,Mike Hess Brewing Company,1337,1297,1
Habitus,Mike Hess Brewing Company,1338,1298,1
Grazias,Mike Hess Brewing Company,1339,1299,1
Claritas,Mike Hess Brewing Company,1340,1300,1
Vinyl Frontier,Mikerphone Brewing,1341,1301,1
Disco Superfly,Mikerphone Brewing,1342,1302,1
Misty Mountain Hop,Mikerphone Brewing,1343,1303,1
One-Hit Wonderful,Mikerphone Brewing,1344,1304,1
En Parfaite Harmonie,Mikerphone Brewing,1345,1305,1
Daft Funk,Mikerphone Brewing,1346,1306,1
Love In An Ellavator,Mikerphone Brewing,1347,1307,1
Spin Doctor,Mikerphone Brewing,1348,1308,1
Keeper (Current),Mikkeller,1349,1309,1
Better Half,Mikkeller,1350,1310,1
SNO White Ale,MillKing It Productions,1351,1311,1
BRIK Irish Red Ale,MillKing It Productions,1352,1312,1
AXL Pale Ale,MillKing It Productions,1353,1313,1
Hop Freak,Milwaukee Brewing Company,1354,1314,1
Louie's Demise Amber Ale,Milwaukee Brewing Company,1355,1315,1
Hop Happy,Milwaukee Brewing Company,1356,1316,1
Booyah Farmhouse Ale,Milwaukee Brewing Company,1357,1317,1
O-Gii,Milwaukee Brewing Company,1358,1318,1
Flaming Damsel Lager (2010),Milwaukee Brewing Company,1359,1319,1
Louie’s Demise Immort-Ale (2010),Milwaukee Brewing Company,1360,1320,1
Axe Head Malt Liquor,Minhas Craft Brewery,1361,1321,1
Huber Bock (2014),Minhas Craft Brewery,1362,1322,1
Minhas Light (2012),Minhas Craft Brewery,1363,1323,1
Huber,Minhas Craft Brewery,1364,1324,1
Clear Creek Ice,Minhas Craft Brewery,1365,1325,2
Clear Creek Ice,Minhas Craft Brewery,1366,1325,2
Mountain Crest,Minhas Craft Brewery,1367,1326,2
Mountain Crest,Minhas Craft Brewery,1368,1326,2
Mountain Creek (2013),Minhas Craft Brewery,1369,1327,1
Boxer,Minhas Craft Brewery,1370,1328,2
Boxer Light,Minhas Craft Brewery,1371,1329,1
Boxer Ice,Minhas Craft Brewery,1372,1330,1
Boxer,Minhas Craft Brewery,1373,1328,2
Cortez Gold,Mission Brewery,1374,1331,1
Mission IPA,Mission Brewery,1375,1332,1
El Conquistador Extra Pale Ale,Mission Brewery,1376,1333,1
Shipwrecked Double IPA,Mission Brewery,1377,1334,1
Squeaky Bike Nut Brown Ale,Moab Brewery,1378,1335,1
Dead Horse Amber,Moab Brewery,1379,1336,1
Rocket Bike American Lager,Moab Brewery,1380,1337,1
Johnny's American IPA,Moab Brewery,1381,1338,1
Boneshaker Brown Ale,Moat Mountain Smoke House & Brew...,1382,1339,1
Iron Mike Pale Ale,Moat Mountain Smoke House & Brew...,1383,1340,1
Monkadelic,Modern Monks Brewery,1384,1341,1
City of the Sun,Modern Times Beer,1385,1342,1
Booming Rollers,Modern Times Beer,1386,1343,1
Oneida,Modern Times Beer,1387,1344,1
Aurora,Modern Times Beer,1388,1345,1
Lomaland,Modern Times Beer,1389,1346,1
Fortunate Islands,Modern Times Beer,1390,1347,1
Black House,Modern Times Beer,1391,1348,1
Blazing World,Modern Times Beer,1392,1349,1
Wapiti Amber Ale,Mogollon Brewing Company,1393,1350,1
Sweet Georgia Brown,Monkey Paw Pub & Brewery,1394,1351,1
Rich Man's IIPA,Monkey Paw Pub & Brewery,1395,1352,1
Monkey Paw Oatmeal Pale Ale,Monkey Paw Pub & Brewery,1396,1353,1
Montauk Summer Ale,Montauk Brewing Company,1397,1354,1
Driftwood Ale,Montauk Brewing Company,1398,1355,1
When Helles Freezes Over,Morgan Street Brewery,1399,1356,1
Morgan Street Oktoberfest,Morgan Street Brewery,1400,1357,1
Honey Wheat,Morgan Street Brewery,1401,1358,1
Black Bear Dark Lager,Morgan Street Brewery,1402,1359,1
Golden Pilsner,Morgan Street Brewery,1403,1360,1
Cali Creamin',Mother Earth Brew Company,1404,1361,1
Second Wind Pale Ale,Mother Earth Brewing Company,1405,1362,1
Sunny Haze,Mother Earth Brewing Company,1406,1363,1
Towhead,Mother's Brewing,1407,1364,1
Lil' Helper,Mother's Brewing,1408,1365,1
Train Wreck,Mountain Town Brewing Company,1409,1366,1
Full Moon Belgian White Ale,Mudshark Brewing Company,1410,1367,1
Desert Magic IPA,Mudshark Brewing Company,1411,1368,1
Up River Light,Mudshark Brewing Company,1412,1369,1
Full Moon Belgian White Ale (2007),Mudshark Brewing Company,1413,1370,1
Dry Heat Hefeweizen (2006),Mudshark Brewing Company,1414,1371,1
Mustang Sixty-Six,Mustang Brewing Company,1415,1372,1
Mustang '33,Mustang Brewing Company,1416,1373,1
Session '33 (2011),Mustang Brewing Company,1417,1374,1
Mustang Golden Ale,Mustang Brewing Company,1418,1375,1
Washita Wheat,Mustang Brewing Company,1419,1376,1
Gansett Light,Narragansett Brewing Company,1420,1377,1
Bohemian Pils,Narragansett Brewing Company,1421,1378,1
Autocrat Coffee Milk Stout,Narragansett Brewing Company,1422,1379,1
Narragansett Bohemian Pilsner,Narragansett Brewing Company,1423,1380,1
Narragansett Summer Ale,Narragansett Brewing Company,1424,1381,2
Narragansett Cream Ale,Narragansett Brewing Company,1425,1382,1
Narragansett Summer Ale,Narragansett Brewing Company,1426,1381,2
Narragansett Porter,Narragansett Brewing Company,1427,1383,1
Narragansett Bock,Narragansett Brewing Company,1428,1384,1
Narragansett Fest Lager,Narragansett Brewing Company,1429,1385,1
Undun Blonde Ale,Natian Brewery,1430,1386,1
CuDa Cascadian Dark Ale,Natian Brewery,1431,1387,1
Old Grogham Imperial India Pale Ale,Natian Brewery,1432,1388,1
Old Grogham Imperial India Pale Ale (2012),Natian Brewery,1433,1389,1
CuDa Cascadian Dark Ale (2012),Natian Brewery,1434,1390,1
Undun Blonde Ale (2012),Natian Brewery,1435,1391,1
Wick For Brains,Nebraska Brewing Company,1436,1392,1
Nebraska India Pale Ale,Nebraska Brewing Company,1437,1393,1
EOS Hefeweizen,Nebraska Brewing Company,1438,1394,1
Brunette Nut Brown Ale,Nebraska Brewing Company,1439,1395,1
Cardinal Pale Ale,Nebraska Brewing Company,1440,1396,1
County Line IPA,Neshaminy Creek Brewing Company,1441,1397,1
Trauger Pilsner,Neshaminy Creek Brewing Company,1442,1398,1
Slow Ride,New Belgium Brewing Company,1443,1399,1
Ranger IPA,New Belgium Brewing Company,1444,1400,2
Shift,New Belgium Brewing Company,1445,1401,2
1554 Black Lager,New Belgium Brewing Company,1446,1402,1
Blue Paddle,New Belgium Brewing Company,1447,1403,1
California Route,New Belgium Brewing Company,1448,1404,1
Snapshot,New Belgium Brewing Company,1449,1405,1
Sunshine Wheat Beer,New Belgium Brewing Company,1450,1406,1
Fat Tire Amber Ale,New Belgium Brewing Company,1451,1407,2
Shift (1),New Belgium Brewing Company,1452,1408,1
Fat Tire Amber Ale (2011),New Belgium Brewing Company,1453,1409,1
Shift,New Belgium Brewing Company,1454,1401,2
Ranger IPA,New Belgium Brewing Company,1455,1400,2
Fat Tire Amber Ale,New Belgium Brewing Company,1456,1407,2
Ranger IPA (Current),New Belgium Brewing Company,1457,1410,1
Sunshine Wheat Beer (2009),New Belgium Brewing Company,1458,1411,1
Fat Tire Amber Ale (2008),New Belgium Brewing Company,1459,1412,1
Weiss Trash Culture,New England Brewing Company,1460,1413,1
