Name,Director,original_index,unique_index
Home Room,Paul F. Ryan,3714,3714
100 Mile Rule,Brent Huff,3715,3715
Bedrooms,"Youssef Delara,Michael D. Olmos",3716,3716
Murder Party,Jeremy Saulnier,3717,3717
Treasure Island,Hal Sutherland,3718,3718
The Story of Robin Hood and His Merrie Men,Ken Annakin,3719,3719
About Alex,Jesse Zwick,3720,3720
The Skeleton Twins,Craig Johnson,3721,3721
Kelly & Cal,Jen McGowan,3722,3722
God's Pocket,John Slattery,3723,3723
Trust Me,Clark Gregg,3724,3724
Obvious Child,Gillian Robespierre,3725,3725
Dummies,Laurie Frank,3726,3726
Hateship Loveship,Liza Johnson,3727,3727
Next Friday,Steve Carr,3728,3728
Boyz n the Hood,John Singleton,3729,3729
Gridlock'd,Vondie Curtis-Hall,3730,3730
Gang Related,Jim Kouf,3731,3731
Paid in Full,Charles Stone III,3732,3732
The Best Man,Malcolm D. Lee,3733,3733
The Brothers,Gary Hardwick,3734,3734
How Stella Got Her Groove Back,Kevin Rodney Sullivan,3735,3735
The Wood,Rick Famuyiwa,3736,3736
Brown Sugar,Rick Famuyiwa,3737,3737
Waiting to Exhale,Forest Whitaker,3738,3738
Two Can Play That Game,Mark Brown,3739,3739
Deliver Us from Eva,Gary Hardwick,3740,3740
Higher Learning,John Singleton,3741,3741
Sugar Hill,Leon Ichaso,3742,3742
The Inkwell,Matty Rich,3743,3743
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Paris Barclay,3744,3744
ATL,Chris Robinson,3745,3745
Waist Deep,Vondie Curtis-Hall,3746,3746
Barbershop,Tim Story,3747,3747
Straight Outta Compton,F. Gary Gray,3748,3748
Friday After Next,Marcus Raboy,3749,3749
How High,Jesse Dylan,3750,3750
Be Kind Rewind,Michel Gondry,3751,3751
Bullet,Julien Temple,3752,3752
Kevin Hart: Let Me Explain,"Leslie Small,Tim Story",3753,3753
Think Like a Man,Tim Story,3754,3754
35 and Ticking,Russ Parr,3755,3755
Chocolate Sundaes Comedy Show: Live on Sunset Strip!,Kurt MacCarley,3756,3756
Think Like a Man Too,Tim Story,3757,3757
Love & Basketball,Gina Prince-Bythewood,3758,3758
Why Do Fools Fall in Love,Gregory Nava,3759,3759
Passenger 57,Kevin Hooks,3760,3760
New Jersey Drive,Nick Gomez,3761,3761
The Big Lebowski,"Joel Coen,Ethan Coen",3762,3762
Donnie Darko,Richard Kelly,3763,3763
In Search of the Castaways,Robert Stevenson,3764,3764
Shutter Island,Martin Scorsese,3765,3765
V for Vendetta,James McTeigue,3766,3766
The Prestige,Christopher Nolan,3767,3767
The Killing,Stanley Kubrick,3768,3768
Barry Lyndon,Stanley Kubrick,3769,3769
Twelve Monkeys,Terry Gilliam,3770,3770
The Thing,John Carpenter,3771,3771
Chromeskull: Laid to Rest 2,Robert Hall,3772,3772
10 Things I Hate About You,Gil Junger,3773,3773
100 Tears,Marcus Koch,3774,3774
Laid to Rest,Robert Hall,3775,3775
50/50,Jonathan Levine,3776,3776
Murder-Set-Pieces,Nick Palumbo,3777,3777
The Dead Next Door,J.R. Bookwalter,3778,3778
The Perks of Being a Wallflower,Stephen Chbosky,3779,3779
Unbreakable,M. Night Shyamalan,3780,3780
Where in the World Is Osama Bin Laden?,Morgan Spurlock,3781,3781
Mansome,Morgan Spurlock,3782,3782
Freakonomics,"Heidi Ewing,Alex Gibney",3783,3783
Comic-Con Episode IV: A Fan's Hope,Morgan Spurlock,3784,3784
Super High Me,Michael Blieden,3785,3785
Kingdom of Heaven,Ridley Scott,3786,3786
Pledge This!,"William Heins,Strathford Hamilton",3787,3787
The Thin Red Line,Terrence Malick,3788,3788
The Cider House Rules,Lasse Hallström,3789,3789
Elizabeth,Shekhar Kapur,3790,3790
Walking Tall,Phil Karlson,3791,3791
Taste Buddies,Scott Dow,3792,3792
Paranormal Calamity,John Wesley Norton,3793,3793
The Walking Deceased,Scott Dow,3794,3794
The Million Dollar Duck,Vincent McEveety,3795,3795
Zombieworld,"Jesse Baget,Adrián Cardona",3796,3796
Paranormal Parody,C.J. Goodman,3797,3797
A Schizophrenic Love Story,"Dylan Thomas Ellis,Glenn D. Levy",3798,3798
Paranormal Whacktivity,Roger Roth,3799,3799
Good Will Hunting,Gus Van Sant,3800,3800
Kramer vs. Kramer,Robert Benton,3801,3801
The French Connection,William Friedkin,3802,3802
New Nightmare,Wes Craven,3803,3803
"Nightmares in Red, White and Blue: The Evolution of the American Horror Film",Andrew Monument,3804,3804
I Am Nancy,Arlene Marechal,3805,3805
A Nightmare on Elm Street,Wes Craven,3806,3806
A Nightmare on Elm Street 4: The Dream Master,Renny Harlin,3807,3807
A Nightmare on Elm Street 3: Dream Warriors,Chuck Russell,3808,3808
Me and Earl and the Dying Girl,Alfonso Gomez-Rejon,3809,3809
The African Queen,John Huston,3810,3810
The Shaggy D.A.,Robert Stevenson,3811,3811
The Searchers,John Ford,3812,3812
The Magnificent Seven Ride!,George McCowan,3813,3813
The Wild Bunch,Sam Peckinpah,3814,3814
Return of the Seven,Burt Kennedy,3815,3815
Guns of the Magnificent Seven,Paul Wendkos,3816,3816
Bullitt,Peter Yates,3817,3817
Bob Roberts,Tim Robbins,3818,3818
The Graduate,Mike Nichols,3819,3819
Revenge of the Nerds,Jeff Kanew,3820,3820
Last Dance,Bruce Beresford,3821,3821
Crimes of the Heart,Bruce Beresford,3822,3822
Tender Mercies,Bruce Beresford,3823,3823
Moulin Rouge!,Baz Luhrmann,3824,3824
All Quiet on the Western Front,Lewis Milestone,3825,3825
Guess Who's Coming to Dinner,Stanley Kramer,3826,3826
On the Town,"Stanley Donen,Gene Kelly",3827,3827
The Broadway Melody,Harry Beaumont,3828,3828
The Great Ziegfeld,Robert Z. Leonard,3829,3829
As Good as It Gets,James L. Brooks,3830,3830
The Shaggy Dog,Charles Barton,3831,3831
Mamma Mia!,Phyllida Lloyd,3832,3832
The New Guy,Ed Decter,3833,3833
Romeo and Juliet,George Cukor,3834,3834
Blackbeard's Ghost,Robert Stevenson,3835,3835
The Human Stain,Robert Benton,3836,3836
Bonnie and Clyde,Arthur Penn,3837,3837
All the President's Men,Alan J. Pakula,3838,3838
Easy Rider,Dennis Hopper,3839,3839
The Ugly Dachshund,Norman Tokar,3840,3840
Snowball Express,Norman Tokar,3841,3841
Saturday Night Fever,John Badham,3842,3842
Son of Flubber,Robert Stevenson,3843,3843
The Apple Dumpling Gang Rides Again,Vincent McEveety,3844,3844
The Apple Dumpling Gang,Norman Tokar,3845,3845
Frankenstein,Bernard Rose,3846,3846
Old Yeller,Robert Stevenson,3847,3847
Metro,Thomas Carter,3848,3848
Life,Ted Demme,3849,3849
The Hound of the Baskervilles,Sidney Lanfield,3850,3850
Sister Act,Emile Ardolino,3851,3851
Flashdance,Adrian Lyne,3852,3852
Sister Act 2: Back in the Habit,Bill Duke,3853,3853
Footloose,Herbert Ross,3854,3854
Volcano,Mick Jackson,3855,3855
Dante's Peak,Roger Donaldson,3856,3856
Twister,Jan de Bont,3857,3857
The Core,Jon Amiel,3858,3858
Poseidon,Wolfgang Petersen,3859,3859
The Perfect Storm,Wolfgang Petersen,3860,3860
The Golden Child,Michael Ritchie,3861,3861
Nutty Professor II: The Klumps,Peter Segal,3862,3862
Another 48 Hrs.,Walter Hill,3863,3863
The Distinguished Gentleman,Jonathan Lynn,3864,3864
The Resistance,Peng Zhang Li,3865,3865
Bowfinger,Frank Oz,3866,3866
The Nutty Professor,Tom Shadyac,3867,3867
Boomerang,Reginald Hudlin,3868,3868
The Adventures of Pluto Nash,Ron Underwood,3869,3869
I Spy,Betty Thomas,3870,3870
"Kerouac, the Movie",John Antonelli,3871,3871
Hocus Pocus,Kenny Ortega,3872,3872
Under the Skin,Jonathan Glazer,3873,3873
The Christmas Bunny,Tom Seidman,3874,3874
What Alice Found,A. Dean Bell,3875,3875
Smoking Herb,Richard Keith,3876,3876
Cloud 9,Harry Basil,3877,3877
Amusement,John Simpson,3878,3878
Choose,Marcus Graves,3879,3879
Biohazardous,Michael J. Hein,3880,3880
Tranced,David M. Evans,3881,3881
When Nietzsche Wept,Pinchas Perry,3882,3882
Fabled,Ari Kirschenbaum,3883,3883
Kiss Me Again,William Tyler Smith,3884,3884
The Signal,William Eubank,3885,3885
Open Windows,Nacho Vigalondo,3886,3886
The Girl from the Naked Eye,David Ren,3887,3887
Kite,Ralph Ziman,3888,3888
Christmas for a Dollar,John Lyde,3889,3889
Stonehearst Asylum,Brad Anderson,3890,3890
Starry Eyes,"Kevin Kolsch,Dennis Widmyer",3891,3891
Honeymoon,Leigh Janiak,3892,3892
Extraterrestrial,Colin Minihan,3893,3893
Jane Wants a Boyfriend,William Sullivan,3894,3894
Automata,Gabe Ibáñez,3895,3895
Horns,Alexandre Aja,3896,3896
Vanilla Sky,Cameron Crowe,3897,3897
Jack Reacher,Christopher McQuarrie,3898,3898
Knight and Day,James Mangold,3899,3899
A.I. Artificial Intelligence,Steven Spielberg,3900,3900
State of Play,Kevin Macdonald,3901,3901
Changing Lanes,Roger Michell,3902,3902
Broken Arrow,John Woo,3903,3903
Reindeer Games,John Frankenheimer,3904,3904
Fire in the Sky,Robert Lieberman,3905,3905
Arrival II,Kevin Tenney,3906,3906
Terminal Velocity,Deran Sarafian,3907,3907
Mission to Mars,Brian De Palma,3908,3908
The Arrival,"Nick Pettit,Michael Poley",3909,3909
The Chase,Adam Rifkin,3910,3910
Red Planet,Antony Hoffman,3911,3911
Sphere,Barry Levinson,3912,3912
Four Christmases,Seth Gordon,3913,3913
Lost and Found in Armenia,Gor Kirakosian,3914,3914
The Break-Up,Peyton Reed,3915,3915
Keys to Freedom,Steve Feke,3916,3916
16-Love,Adam Lipsius,3917,3917
Pride,Sunu Gonera,3918,3918
Opposite Day,R. Michael Givens,3919,3919
Heaven Before I Die,Izidore K. Musallam,3920,3920
Yellow Day,Carl Lauten,3921,3921
Eaten Alive,Tobe Hooper,3922,3922
The Chaperone,Stephen Herek,3923,3923
Empire of the Ants,Bert I. Gordon,3924,3924
Grizzly,William Girdler,3925,3925
"New York, I Love You","Fatih Akin,Yvan Attal",3926,3926
Savage Streets,Danny Steinmann,3927,3927
Day of the Animals,William Girdler,3928,3928
Enter the Ninja,Menahem Golan,3929,3929
Humanoids from the Deep,"Barbara Peeters,Jimmy T. Murakami",3930,3930
Legends of Oz: Dorothy's Return,"Will Finn,Daniel St. Pierre",3931,3931
The Mouse and His Child,"Charles Swenson,Fred Wolf",3932,3932
Our Brand Is Crisis,Rachel Boynton,3933,3933
A Tiger's Tail,Michael J. Sarna,3934,3934
The Hollars,John Krasinski,3935,3935
Anything Is Possible,Demetrius Navarro,3936,3936
The Devil Came on Horseback,"Ricki Stern,Anne Sundberg",3937,3937
Underdogs,Doug Dearth,3938,3938
Shake Hands with the Devil,Michael Anderson,3939,3939
Imaginapped,Stian Hafstad,3940,3940
A Belle for Christmas,Jason Dallas,3941,3941
Kinyarwanda,Alrick Brown,3942,3942
God Grew Tired of Us,"Christopher Dillon Quinn,Tommy Walker",3943,3943
Murder on a Sunday Morning,Jean-Xavier de Lestrade,3944,3944
Hotel Rwanda,Terry George,3945,3945
America America,Elia Kazan,3946,3946
Curious George,Matthew O'Callaghan,3947,3947
Curious George 2: Follow That Monkey!,Norton Virgien,3948,3948
Nightbreed,Clive Barker,3949,3949
The Rift,Juan Piquer Simón,3950,3950
A Stranger Is Watching,Sean S. Cunningham,3951,3951
Here Come the Tigers,Sean S. Cunningham,3952,3952
The Evil Below,"Jean-Claude Dubois,Wayne Crawford",3953,3953
Lords of the Deep,Mary Ann Fisher,3954,3954
XCU: Extreme Close Up,Sean S. Cunningham,3955,3955
Adaptation.,Spike Jonze,3956,3956
Anaconda,Luis Llosa,3957,3957
Deep Blue Sea,Renny Harlin,3958,3958
Tremors,Ron Underwood,3959,3959
Eight Legged Freaks,Ellory Elkayem,3960,3960
Anacondas: The Hunt for the Blood Orchid,Dwight H. Little,3961,3961
Arachnophobia,Frank Marshall,3962,3962
Congo,Frank Marshall,3963,3963
Catch Me If You Can,Stephen Sommers,3964,3964
The Puppet Masters,Stuart Orme,3965,3965
Species,Roger Donaldson,3966,3966
Chestnut: Hero of Central Park,Robert Vince,3967,3967
Phantoms,Joe Chappelle,3968,3968
Blizzard,LeVar Burton,3969,3969
Purim: The Lot,Moshe Khusid,3970,3970
Broken Hill,Dagen Merrill,3971,3971
Magic Mike XXL,Gregory Jacobs,3972,3972
Touchback,Don Handfield,3973,3973
Louder Than Words,Anthony Fabian,3974,3974
The Final Girls,Todd Strauss-Schulson,3975,3975
The Widow's Might,John Robert Moore,3976,3976
Aloha,Cameron Crowe,3977,3977
Virus,Rusty Nelson,3978,3978
Outlaw Trail: The Treasure of Butch Cassidy,Ryan Little,3979,3979
It's Alive,Larry Cohen,3980,3980
Hoot,Wil Shriner,3981,3981
Warning Sign,Hal Barwood,3982,3982
"I, Madman",Tibor Takács,3983,3983
Wolfen,Michael Wadleigh,3984,3984
The Outskirts,Peter Hutchings,3985,3985
Shadow Conspiracy,George P. Cosmatos,3986,3986
Timecop,Peter Hyams,3987,3987
Sudden Death,Peter Hyams,3988,3988
Grantham & Rose,Kristin Hanggi,3989,3989
Computer Chess,Andrew Bujalski,3990,3990
Sweetgrass,"Ilisa Barbash,Lucien Castaing-Taylor",3991,3991
Museum Hours,Jem Cohen,3992,3992
Johnny,D. David Morin,3993,3993
Manakamana,"Stephanie Spray,Pacho Velez",3994,3994
Alabama Moon,Tim McCanlies,3995,3995
Dark City,Alex Proyas,3996,3996
Close Encounters of the Third Kind,Steven Spielberg,3997,3997
Contact,Robert Zemeckis,3998,3998
In the Name of God,Kevan Otto,3999,3999
Gattaca,Andrew Niccol,4000,4000
Event Horizon,Paul W.S. Anderson,4001,4001
Sunshine,Danny Boyle,4002,4002
The Funhouse,Tobe Hooper,4003,4003
The Texas Chainsaw Massacre 2,Tobe Hooper,4004,4004
The Return of the Living Dead,Dan O'Bannon,4005,4005
Invaders from Mars,Tobe Hooper,4006,4006
Night Terrors,Tobe Hooper,4007,4007
The Blob,Chuck Russell,4008,4008
Near Dark,Kathryn Bigelow,4009,4009
Night of the Comet,Thom Eberhardt,4010,4010
The Hitcher,Robert Harmon,4011,4011
Arctic Blue,Peter Masterson,4012,4012
Flesh+Blood,Paul Verhoeven,4013,4013
The River Within,Zac Heath,4014,4014
Wanted: Dead or Alive,Gary Sherman,4015,4015
Charlotta-TS,Lewis Teague,4016,4016
Blind Fury,Phillip Noyce,4017,4017
Marked for Death,Dwight H. Little,4018,4018
Fortress,Stuart Gordon,4019,4019
Nighthawks,"Bruce Malmuth,Gary Nelson",4020,4020
The Blood of Heroes,David Webb Peoples,4021,4021
In the Mouth of Madness,John Carpenter,4022,4022
The Unnamable,Jean-Paul Ouellette,4023,4023
The Whisperer in Darkness,Sean Branney,4024,4024
The Call of Cthulhu,Andrew Leman,4025,4025
Manhattan Romance,Tom O'Brien,4026,4026
The Dentist 2,Brian Yuzna,4027,4027
Progeny,Brian Yuzna,4028,4028
Wolf,Ya'Ke Smith,4029,4029
Return of the Living Dead III,Brian Yuzna,4030,4030
A Bucket of Blood,Roger Corman,4031,4031
Susie's Hope,Jerry Rees,4032,4032
The Pit and the Pendulum,Stuart Gordon,4033,4033
Cthulhu,Dan Gildark,4034,4034
Bride of Re-Animator,Brian Yuzna,4035,4035
Re-Animator,Stuart Gordon,4036,4036
The Current,Nikita Zubarev,4037,4037
Firefox,Clint Eastwood,4038,4038
The Seven-Ups,Philip D'Antoni,4039,4039
52 Pick-Up,John Frankenheimer,4040,4040
F/X,Robert Mandel,4041,4041
Dearly Departed,Darryl Anka,4042,4042
Stakeout,John Badham,4043,4043
The Hard Way,John Badham,4044,4044
Dark Star,John Carpenter,4045,4045
Spontaneous Combustion,Tobe Hooper,4046,4046
Return of the Living Dead: Necropolis,Ellory Elkayem,4047,4047
"Die, Monster, Die!",Daniel Haller,4048,4048
The Longest Ride,George Tillman Jr.,4049,4049
6 Years,Hannah Fidell,4050,4050
The Haunted Palace,Roger Corman,4051,4051
Welcome to Me,Shira Piven,4052,4052
The Mask of Fu Manchu,"Charles Brabin,Charles Vidor",4053,4053
Contest,Anthony Joseph Giunta,4054,4054
The Adventures of Huck Finn,Stephen Sommers,4055,4055
Just Before Dawn,Jeff Lieberman,4056,4056
The Prowler,Joseph Zito,4057,4057
The Burning,Tony Maylam,4058,4058
For the Love of a Dog,Sheree Le Mon,4059,4059
Beyond the Dunwich Horror,Richard Griffin,4060,4060
Mississippi Grind,"Anna Boden,Ryan Fleck",4061,4061
The Thing on the Doorstep,Eric Morgret,4062,4062
Pickman's Muse,Robert Cappelletto,4063,4063
The Horror of H.P. Lovecraft,"Tomas Almgren,Brian Barnes",4064,4064
Lightning Bug,Robert Hall,4065,4065
The Pick-up Artist,James Toback,4066,4066
For Keeps?,John G. Avildsen,4067,4067
Office Killer,Cindy Sherman,4068,4068
Fresh Horses,David Anspaugh,4069,4069
The Butterfly Room,Jonathan Zarantonello,4070,4070
Malicious,Ian Corson,4071,4071
Kicking & Screaming,Jesse Dylan,4072,4072
Motivational Growth,Don Thacker,4073,4073
Beyond the Wall of Sleep,"Barrett J. Leigh,Thom Maurer",4074,4074
Lovecraft: Fear of the Unknown,Frank H. Woodward,4075,4075
The Last Lovecraft: Relic of Cthulhu,Henry Saine,4076,4076
The Unnamable II: The Statement of Randolph Carter,Jean-Paul Ouellette,4077,4077
Holes,Andrew Davis,4078,4078
Spy School,Mark Blutman,4079,4079
Star Trek: The Motion Picture,Robert Wise,4080,4080
Mr. Holmes,Bill Condon,4081,4081
People Places Things,James C. Strouse,4082,4082
Crave,Charles de Lauzirika,4083,4083
September 11,"Youssef Chahine,Amos Gitai",4084,4084
Earth,"Alastair Fothergill,Mark Linfield",4085,4085
I'll See You in My Dreams,Brett Haley,4086,4086
Minds In The Water,Justin Krumb,4087,4087
African Cats,"Alastair Fothergill,Keith Scholey",4088,4088
The Lady from Shanghai,Orson Welles,4089,4089
The Asphalt Jungle,John Huston,4090,4090
The Killers,Robert Siodmak,4091,4091
Kiss Me Deadly,Robert Aldrich,4092,4092
Cover Girl,Charles Vidor,4093,4093
The Postman Always Rings Twice,Tay Garnett,4094,4094
Mildred Pierce,Michael Curtiz,4095,4095
Chasing Ice,Jeff Orlowski,4096,4096
Print the Legend,"Luis Lopez,J. Clay Tweel",4097,4097
Thirteen,Catherine Hardwicke,4098,4098
Bully,Larry Clark,4099,4099
E-Team,"Katy Chevigny,Ross Kauffman",4100,4100
Gummo,Harmony Korine,4101,4101
Ken Park,"Larry Clark,Edward Lachman",4102,4102
Small Apartments,Jonas Åkerlund,4103,4103
Kids,Larry Clark,4104,4104
Opening Night,John Cassavetes,4105,4105
Restless,Gus Van Sant,4106,4106
Fabulous! The Story of Queer Cinema,"Lisa Ades,Lesli Klainberg",4107,4107
Dark Blood,George Sluizer,4108,4108
Running on Empty,Sidney Lumet,4109,4109
I Love You to Death,Lawrence Kasdan,4110,4110
The Thing Called Love,Peter Bogdanovich,4111,4111
Dogfight,Nancy Savoca,4112,4112
A Night in the Life of Jimmy Reardon,William Richert,4113,4113
Another World,"Rebecca Chaiklin,Fisher Stevens",4114,4114
Dancer in the Dark,Lars von Trier,4115,4115
Milk,Gus Van Sant,4116,4116
Freaked,"Tom Stern,Alex Winter",4117,4117
The Night Before,Thom Eberhardt,4118,4118
Wassup Rockers,Larry Clark,4119,4119
Free Willy 2: The Adventure Home,Dwight H. Little,4120,4120
Promised Land,Gus Van Sant,4121,4121
The Opposite of Sex,Don Roos,4122,4122
Tetro,Francis Ford Coppola,4123,4123
TauTona,William Eubank,4124,4124
Black Snake Moan,Craig Brewer,4125,4125
Free Willy 3: The Rescue,Sam Pillsbury,4126,4126
The Brown Bunny,Vincent Gallo,4127,4127
Ghost World,Terry Zwigoff,4128,4128
Happiness,Todd Solondz,4129,4129
Coffee and Cigarettes,Jim Jarmusch,4130,4130
Promises Written in Water,Vincent Gallo,4131,4131
Extracted,Nir Paniry,4132,4132
Angels & Airwaves: Start the Machine,Mark Eaton,4133,4133
Europa Report,Sebastián Cordero,4134,4134
Birth,Jonathan Glazer,4135,4135
Malice,Harold Becker,4136,4136
Birthday Girl,Jez Butterworth,4137,4137
Control,Anton Corbijn,4138,4138
Rhinoceros Eyes,Aaron Woodley,4139,4139
Kurt Cobain About a Son,AJ Schnack,4140,4140
Liar's Moon,David Fisher,4141,4141
Kansas,David Stevens,4142,4142
Over the Edge,Jonathan Kaplan,4143,4143
Little Darlings,Ron Maxwell,4144,4144
The Saint of Fort Washington,Tim Hunter,4145,4145
Foxes,Adrian Lyne,4146,4146
The Outsiders,Francis Ford Coppola,4147,4147
Mr. Wonderful,Anthony Minghella,4148,4148
That Was Then... This Is Now,Christopher Cain,4149,4149
Tucker: The Man and His Dream,Francis Ford Coppola,4150,4150
Peggy Sue Got Married,Francis Ford Coppola,4151,4151
The Cotton Club,Francis Ford Coppola,4152,4152
The Rain People,Francis Ford Coppola,4153,4153
Year of the Dragon,Michael Cimino,4154,4154
One from the Heart,Francis Ford Coppola,4155,4155
Gardens of Stone,Francis Ford Coppola,4156,4156
Finding Forrester,Gus Van Sant,4157,4157
Lonesome Jim,Steve Buscemi,4158,4158
At the Edge of the World,"Dan Stone,Patrick Gambuti Jr.",4159,4159
Feast,John Gulager,4160,4160
The Lord of the Rings,Ralph Bakshi,4161,4161
Devolved,John Cregan,4162,4162
Searching for Camelot: The Quest to Reclaim the Throne,Roger Paradiso,4163,4163
What's Eating Gilbert Grape,Lasse Hallström,4164,4164
Alive,Frank Marshall,4165,4165
The Blue Lagoon,Randal Kleiser,4166,4166
The Ghost and the Darkness,Stephen Hopkins,4167,4167
Robinson Crusoe,"Rod Hardy,George Miller",4168,4168
The Edge,Lee Tamahori,4169,4169
Deliverance,John Boorman,4170,4170
Farmageddon,Kristin Canty,4171,4171
King Lear,Jean-Luc Godard,4172,4172
King Lear,Alexander Barnett,4173,4173
Southpaw,Antoine Fuqua,4174,4174
Hamlet,Franco Zeffirelli,4175,4175
Macbeth,Roman Polanski,4176,4176
I Origins,Mike Cahill,4177,4177
Primer,Shane Carruth,4178,4178
Days of Heaven,Terrence Malick,4179,4179
The Last Picture Show,Peter Bogdanovich,4180,4180
The 11th Hour,"Nadia Conners,Leila Conners Petersen",4181,4181
Dinosaur 13,Todd Douglas Miller,4182,4182
Racing Extinction,Louie Psihoyos,4183,4183
The Fountain,Darren Aronofsky,4184,4184
Wake in Fright,Ted Kotcheff,4185,4185
Give Up Tomorrow,Michael Collins,4186,4186
No Impact Man: The Documentary,"Laura Gabbert,Justin Schein",4187,4187
Fritz the Cat,Ralph Bakshi,4188,4188
The Plague Dogs,Martin Rosen,4189,4189
Vanishing of the Bees,"Maryam Henein,George Langworthy",4190,4190
1984,Michael Anderson,4191,4191
Sound of My Voice,Zal Batmanglij,4192,4192
Tell Me Lies,Peter Brook,4193,4193
The East,Zal Batmanglij,4194,4194
Arthur,Jason Winer,4195,4195
Particle Fever,Mark Levinson,4196,4196
The Sitter,David Gordon Green,4197,4197
What the #$*! Do We (K)now!?,"William Arntz,Betsy Chasse",4198,4198
Soylent Green,Richard Fleischer,4199,4199
The Fly,David Cronenberg,4200,4200
Halloween III: Season of the Witch,Tommy Lee Wallace,4201,4201
A Scanner Darkly,Richard Linklater,4202,4202
THX 1138,George Lucas,4203,4203
Going Clear: Scientology and the Prison of Belief,Alex Gibney,4204,4204
Paradise Lost 3: Purgatory,"Joe Berlinger,Bruce Sinofsky",4205,4205
Tears of the Sun,Antoine Fuqua,4206,4206
Hart's War,Gregory Hoblit,4207,4207
We Were Soldiers,Randall Wallace,4208,4208
K-19: The Widowmaker,Kathryn Bigelow,4209,4209
Behind Enemy Lines,John Moore,4210,4210
Crimson Tide,Tony Scott,4211,4211
The New World,Terrence Malick,4212,4212
Out of the Furnace,Scott Cooper,4213,4213
American Psycho,Mary Harron,4214,4214
The Book of Eli,"Albert Hughes,Allen Hughes",4215,4215
Demolition Man,Marco Brambilla,4216,4216
True Grit,"Ethan Coen,Joel Coen",4217,4217
American Hustle,David O. Russell,4218,4218
Shaft,Gordon Parks,4219,4219
The Long Kiss Goodnight,Renny Harlin,4220,4220
One Eight Seven,Kevin Reynolds,4221,4221
Titan A.E.,"Don Bluth,Gary Goldman",4222,4222
The Chronicles of Riddick,David Twohy,4223,4223
Riddick,David Twohy,4224,4224
Runaway Jury,Gary Fleder,4225,4225
Amistad,Steven Spielberg,4226,4226
Ransom,Ron Howard,4227,4227
The Benchwarmers,Dennis Dugan,4228,4228
The Life of David Gale,Alan Parker,4229,4229
Gamer,"Mark Neveldine,Brian Taylor",4230,4230
The Jackal,Michael Caton-Jones,4231,4231
RED,Robert Schwentke,4232,4232
Mercury Rising,Harold Becker,4233,4233
Hostage,Florent Emilio Siri,4234,4234
Reefer Madness,Louis J. Gasnier,4235,4235
Dark Blue,Ron Shelton,4236,4236
End of Watch,David Ayer,4237,4237
The Pink Panther Strikes Again,Blake Edwards,4238,4238
Jaws 2,Jeannot Szwarc,4239,4239
"Just, Melvin: Just Evil",James Ronald Whitney,4240,4240
There's Something Wrong with Aunt Diane,Liz Garbus,4241,4241
Crazy Heart,Scott Cooper,4242,4242
Finian's Rainbow,Francis Ford Coppola,4243,4243
The Boys from Brazil,Franklin J. Schaffner,4244,4244
Tootsie,Sydney Pollack,4245,4245
Straw Dogs,Sam Peckinpah,4246,4246
Little Big Man,Arthur Penn,4247,4247
Lenny,Bob Fosse,4248,4248
Three Days of the Condor,Sydney Pollack,4249,4249
French Connection II,John Frankenheimer,4250,4250
Godzilla,Roland Emmerich,4251,4251
Born Into Brothels: Calcutta's Red Light Kids,"Zana Briski,Ross Kauffman",4252,4252
Taxi to the Dark Side,Alex Gibney,4253,4253
Dreamgirls,Bill Condon,4254,4254
Precious,Lee Daniels,4255,4255
Zero Day,Ben Coccio,4256,4256
Home Movie,Christopher Denham,4257,4257
The Last House on the Left,Wes Craven,4258,4258
Loop,Pericles Lewnes,4259,4259
The Vampire Bat,Frank R. Strayer,4260,4260
King Kong Lives,John Guillermin,4261,4261
For the Bible Tells Me So,Daniel G. Karslake,4262,4262
"The Beast from 20,000 Fathoms",Eugène Lourié,4263,4263
Deliver Us from Evil,Amy Berg,4264,4264
Mighty Joe Young,Ernest B. Schoedsack,4265,4265
The Bridge,Eric Steel,4266,4266
Tower of London,Rowland V. Lee,4267,4267
Problem Child 2,Brian Levant,4268,4268
American Movie,Chris Smith,4269,4269
The Poseidon Adventure,"Ronald Neame,Irwin Allen",4270,4270
"Kumiko, the Treasure Hunter",David Zellner,4271,4271
The Color Wheel,Alex Ross Perry,4272,4272
The Invisible Woman,A. Edward Sutherland,4273,4273
Green Hell,James Whale,4274,4274
The Mummy's Ghost,Reginald Le Borg,4275,4275
The Invisible Man's Revenge,Ford Beebe,4276,4276
Invisible Agent,Edwin L. Marin,4277,4277
The Body Snatcher,Robert Wise,4278,4278
The Invisible Ray,Lambert Hillyer,4279,4279
The Raven,Lew Landers,4280,4280
Island of Lost Souls,Erle C. Kenton,4281,4281
Murders in the Rue Morgue,Robert Florey,4282,4282
The Black Cat,Edgar G. Ulmer,4283,4283
She-Wolf of London,Jean Yarbrough,4284,4284
Dr. Jekyll and Mr. Hyde,John S. Robertson,4285,4285
Dr. Jekyll and Mr. Hyde,B. Luciano Barsuglia,4286,4286
Dr. Jekyll and Mr. Hyde,Victor Fleming,4287,4287
Queen of Earth,Alex Ross Perry,4288,4288
The Overnight,Patrick Brice,4289,4289
Never Forever,Gina Kim,4290,4290
Mind the Gap,Eric Schaeffer,4291,4291
Down to the Bone,Debra Granik,4292,4292
Love in the Time of Money,Peter Mattei,4293,4293
