act_dep_time,act_arr_time,original_index,unique_index
8:25 p.m.,9:52 p.m.,1440,490
5:30 p.m.,6:40 p.m.,1441,491
3:58 p.m.,6:36 p.m.,1442,323
5:22 p.m.,8:03 p.m.,1443,288
8:00 a.m.,11:32 a.m.,1444,298
6:56 a.m.,7:51 a.m.,1445,24
2:44 p.m.,3:43 p.m.,1446,33
10:19 a.m.,1:19 p.m.,1447,285
3:27 p.m.,5:43 p.m.,1448,34
4:28 p.m.,6:38 p.m.,1449,302
6:02 a.m.,10:27 a.m.,1450,291
4:15 p.m.,7:36 p.m.,1451,303
8:42 a.m.,9:43 a.m.,1452,275
1:19 p.m.,3:13 p.m.,1453,37
7:21 a.m.,10:36 a.m.,1454,21
1:31 p.m.,4:23 p.m.,1455,306
12:41 p.m.,2:50 p.m.,1456,4
12:41 a.m.,5:26 a.m.,1457,282
11:32 a.m.,3:31 p.m.,1458,279
4:28 p.m. (Estimated runway),12:01 a.m. (Estimated runway),1459,309
8:04 a.m.,8:06 a.m.,1460,12
9:06 p.m. (Estimated runway),11:49 p.m. (Estimated runway),1461,310
4:12 p.m.,6:15 p.m.,1462,41
8:51 a.m.,11:44 a.m.,1463,31
7:58 p.m.,10:30 p.m. (Estimated),1464,276
8:26 a.m.,9:13 a.m.,1465,314
11:43 a.m.,5:38 p.m.,1466,322
2:46 p.m.,4:47 p.m.,1467,312
10:20 a.m.,6:34 p.m.,1468,304
3:01 p.m.,4:59 p.m.,1469,315
7:25 a.m.,9:45 a.m.,1470,5
11:05 a.m.,2:46 p.m.,1471,19
8:56 a.m.,10:16 a.m.,1472,38
8:39 p.m.,9:19 p.m. (Estimated),1473,318
6:10 a.m.,6:19 a.m.,1474,43
7:39 a.m.,11:12 a.m.,1475,44
2:48 p.m.,7:10 p.m.,1476,287
10:10 a.m.,1:27 p.m.,1477,14
12:11 p.m.,3:16 p.m.,1478,23
7:15 p.m. (Estimated),12:21 a.m. (Estimated),1479,299
12:12 p.m.,4:09 p.m.,1480,7
,,1481,2
,,1482,2
,,1483,2
,,1484,2
,,1485,2
,,1486,2
7:16 a.m.,9:22 a.m.,1487,45
,,1488,2
6:54 a.m.,9:14 a.m.,1489,46
8:48 a.m.,11:30 a.m.,1490,47
9:00 a.m.,9:29 a.m.,1491,48
7:59 p.m.,10:31 p.m.,1492,49
3:50 p.m.,5:14 p.m.,1493,50
,,1494,2
11:41 a.m.,4:54 p.m.,1495,51
10:53 a.m.,11:11 a.m.,1496,52
11:29 p.m.,12/2/11 6:35 a.m.,1497,53
6:10 a.m.,7:04 a.m.,1498,54
,,1499,2
4:10 p.m.,6:25 p.m.,1500,55
,,1501,2
,,1502,2
10:11 a.m.,1:11 p.m.,1503,56
8:26 a.m.,9:56 a.m.,1504,57
7:25 a.m.,9:29 a.m.,1505,58
4:29 p.m.,7:37 p.m.,1506,59
10:54 a.m.,1:36 p.m.,1507,60
,,1508,2
,,1509,2
3:04 p.m.,4:43 p.m.,1510,61
12:13 p.m.,4:08 p.m.,1511,62
,,1512,2
6:09 a.m.,8:50 a.m.,1513,63
11:45 a.m.,5:00 p.m.,1514,64
,,1515,2
,,1516,2
10:19 a.m.,11:50 a.m.,1517,65
2:03 p.m.,3:13 p.m.,1518,66
8:07 a.m.,1:23 p.m.,1519,67
12:56 p.m.,3:09 p.m.,1520,68
12:14 p.m.,1:55 p.m.,1521,69
2:43 p.m.,5:22 p.m.,1522,70
12:07 p.m.,1:11 p.m.,1523,71
,,1524,2
,,1525,2
11:06 a.m.,2:39 p.m.,1526,72
1:43 p.m.,5:24 p.m.,1527,73
,,1528,2
7:22 a.m.,10:34 a.m.,1529,74
6:47 p.m.,7:25 p.m.,1530,75
6:56 p.m.,8:38 p.m.,1531,76
12:12 p.m.,3:04 p.m.,1532,77
,,1533,2
2:04 p.m.,7:20 p.m.,1534,78
,,1535,2
6:57 a.m.,7:49 a.m.,1536,79
7:31 a.m.,9:26 a.m.,1537,80
5:09 p.m.,7:43 p.m.,1538,81
7:39 a.m.,10:43 a.m.,1539,82
4:44 p.m.,6:28 p.m.,1540,83
4:37 p.m.,7:23 p.m.,1541,84
8:23 p.m.,9:47 p.m.,1542,85
,,1543,2
7:30 a.m.,10:43 a.m.,1544,86
11:02 a.m.,2:58 p.m.,1545,87
1:48 p.m.,4:20 p.m.,1546,88
12:42 p.m.,2:50 p.m.,1547,89
,,1548,2
12:11 a.m.,5:52 a.m.,1549,90
4:28 p.m.,12/2/11 12:01 a.m.,1550,91
9:06 p.m.,11:49 p.m.,1551,92
8:29 p.m.,11:35 p.m.,1552,93
7:23 a.m.,9:45 a.m.,1553,94
8:52 a.m.,11:33 a.m.,1554,95
8:37 a.m.,9:13 a.m.,1555,96
1:41 p.m.,3:29 p.m.,1556,97
,,1557,2
7:41 a.m.,8:33 a.m.,1558,98
,,1559,2
5:38 p.m.,6:19 p.m.,1560,99
1:50 p.m. (+8:00),7:50 a.m.,1561,100
11:47 a.m.,1:52 p.m.,1562,101
8:40 p.m.,9:12 p.m.,1563,102
3:04 p.m.,4:22 p.m.,1564,103
,,1565,2
,,1566,2
2:44 p.m.,3:36 p.m.,1567,104
3:28 p.m.,5:39 p.m.,1568,105
7:22 a.m.,11:04 a.m.,1569,106
12:11 p.m.,1:42 p.m.,1570,107
8:04 a.m.,10:58 a.m.,1571,108
,,1572,2
1:20 p.m.,2:49 p.m.,1573,109
8:55 a.m.,10:12 a.m.,1574,110
3:38 p.m.,6:30 p.m.,1575,111
8:04 a.m.,7:59 a.m.,1576,112
4:12 p.m.,6:11 p.m.,1577,113
11:52 a.m.,2:21 p.m.,1578,114
,,1579,2
11:55 a.m.,5:34 p.m.,1580,115
10:55 a.m.,12:37 p.m.,1581,116
6:58 a.m.,7:37 a.m.,1582,117
,,1583,2
6:11 a.m.,6:15 a.m.,1584,118
7:40 a.m.,10:52 a.m.,1585,119
7:32 a.m.,3:12 p.m.,1586,120
7:45 p.m.,,1587,435
7:14 p.m.,10:02 p.m.,1588,432
,,1589,2
,,1590,2
Contact Airline,Contact Airline,1591,384
,,1592,2
,,1593,2
12:41aDec 1,5:26aDec 1,1594,439
3:58 p.m.,6:28 p.m.,1595,283
10:19aDec 1,1:19 p.m.,1596,440
7:04aDec 1,9:45aDec 1,1597,443
2:48 p.m.,7:10 p.m.,1598,287
11:56aDec 1,1:14 p.m.,1599,447
5:58aDec 1,9:05aDec 1,1600,448
11:30aDec 1,5:05 p.m.,1601,449
10:10 a.m.,11:56 a.m.,1602,396
7:28aDec 1,8:06aDec 1,1603,479
12:35 p.m.,,1604,454
9:59 a.m.,1:27 p.m.,1605,399
11:47aDec 1,2:10 p.m.,1606,455
11:51aDec 1,1:15 p.m.,1607,456
8:25 p.m.,,1608,457
11:33 a.m.,2:27 p.m.,1609,401
5:59aDec 1,7:51aDec 1,1610,462
7:10aDec 1,9:31aDec 1,1611,463
4:56 p.m.,7:55 p.m.,1612,464
7:22aDec 1,11:06aDec 1,1613,482
8:01 p.m.,9:53 p.m.,1614,409
7:07aDec 1,10:47aDec 1,1615,466
6:40 p.m.,8:53 p.m.,1616,404
,,1617,2
Not Available,Dec 02 Not Available,1618,386
,,1619,2
6:56aDec 1,10:04aDec 1,1620,468
8:31aDec 1,11:44aDec 1,1621,469
2:42 p.m.,5:42 p.m.,1622,414
Not Available,Not Available,1623,130
3:01 p.m.,4:59 p.m.,1624,315
,,1625,2
8:30 p.m.,,1626,473
3:00 p.m.,5:43 p.m.,1627,419
7:41 a.m.,8:45 a.m.,1628,259
12:01 p.m.,1:43 p.m.,1629,421
8:52aDec 1,12:09 p.m.,1630,477
7:14aDec 1,11:12aDec 1,1631,487
8:32aDec 1,10:16aDec 1,1632,478
11:20aDec 1,4:56 p.m.,1633,480
3:52 p.m.,6:15 p.m.,1634,425
3:31 p.m.,5:26 p.m.,1635,321
6:41aDec 1,7:40aDec 1,1636,485
,,1637,2
,,1638,2
,,1639,2
,,1640,2
,,1641,2
,,1642,2
,,1643,2
,,1644,2
,,1645,2
,,1646,2
,,1647,2
,,1648,2
,,1649,2
,,1650,2
,,1651,2
,,1652,2
,,1653,2
,,1654,2
,,1655,2
,,1656,2
,,1657,2
,,1658,2
,,1659,2
,,1660,2
7:16 a.m.,9:22 a.m.,1661,45
6:54 a.m.,9:14 a.m.,1662,46
7:42 p.m.,10:24 p.m.,1663,492
8:51 a.m.,9:44 a.m.,1664,369
7:59 p.m.,10:28 p.m.,1665,324
11:57 p.m.,6:55 a.m.,1666,493
4:10 p.m.,6:23 p.m.,1667,494
7:56 a.m.,9:08 a.m.,1668,495
7:25 a.m.,9:29 a.m.,1669,58
4:29 p.m.,7:37 p.m.,1670,59
10:10 a.m.,1:11 p.m.,1671,496
12:13 p.m.,3:59 p.m.,1672,497
12:06 p.m.,1:07 p.m.,1673,498
6:08 a.m.,8:50 a.m.,1674,499
11:45 a.m.,4:57 p.m.,1675,368
8:05 a.m.,10:58 a.m.,1676,334
10:19 a.m.,11:50 a.m.,1677,65
8:04 a.m.,7:59 a.m.,1678,112
2:04 p.m.,3:13 p.m.,1679,210
6:57 a.m.,7:35 a.m.,1680,500
12:42 p.m.,2:40 p.m.,1681,501
12:56 p.m.,3:07 p.m.,1682,502
2:42 p.m.,5:27 p.m.,1683,503
12:07 p.m.,1:08 p.m.,1684,504
5:38 p.m.,7:43 p.m.,1685,372
7:39 a.m.,10:43 a.m.,1686,82
7:27 p.m.,8:46 p.m.,1687,373
11:52 a.m.,2:21 p.m.,1688,114
11:05 a.m.,2:39 p.m.,1689,505
3:36 p.m.,3:26 p.m.,1690,337
7:21 a.m.,10:29 a.m.,1691,374
6:47 p.m.,7:25 p.m.,1692,75
6:56 p.m.,8:38 p.m.,1693,76
12:12 p.m.,3:04 p.m.,1694,77
7:25 p.m.,12:02 a.m.,1695,371
9:57 a.m.,12:02 p.m.,1696,506
6:56 a.m.,7:49 a.m.,1697,367
7:31 a.m.,9:26 a.m.,1698,80
5:08 p.m.,7:43 p.m.,1699,507
4:45 p.m.,6:34 p.m.,1700,508
8:23 p.m.,9:47 p.m.,1701,85
11:01 a.m.,2:58 p.m.,1702,509
1:48 p.m.,4:20 p.m.,1703,88
2:01 p.m.,4:06 p.m.,1704,174
4:35 p.m.,12:19 a.m.,1705,510
9:16 p.m.,12:01 a.m.,1706,511
8:29 p.m.,11:35 p.m.,1707,93
7:22 a.m.,9:45 a.m.,1708,512
8:51 a.m.,11:33 a.m.,1709,513
1:40 p.m.,3:40 p.m.,1710,514
11:35 p.m.,5:21 a.m.,1711,515
6:11 p.m.,6:56 p.m.,1712,516
8:40 p.m.,9:11 p.m.,1713,182
2:44 p.m.,3:36 p.m.,1714,104
3:27 p.m.,5:39 p.m.,1715,517
7:23 a.m.,11:04 a.m.,1716,221
12:10 p.m.,1:42 p.m.,1717,518
1:19 p.m.,2:49 p.m.,1718,370
3:36 p.m.,6:30 p.m.,1719,377
4:12 p.m.,6:11 p.m.,1720,113
7:32 a.m.,3:12 p.m.,1721,120
11:55 a.m.,5:34 p.m.,1722,115
10:55 a.m.,12:37 p.m.,1723,116
4:14 p.m.,6:33 p.m.,1724,519
6:10 a.m.,6:09 a.m.,1725,375
7:39 a.m.,10:52 a.m.,1726,376
8:29 a.m.,11:58 a.m.,1727,274
8:42 a.m.,9:43 a.m.,1728,275
3:27 p.m.,5:17 p.m.,1729,520
10:33 a.m.,11:21 a.m.,1730,359
4:00 p.m.,6:28 p.m.,1731,521
11:30 a.m.,5:05 p.m.,1732,290
12:35 p.m.            Delayed,3:21 p.m.,1733,522
3:11 a.m.,1:15 p.m.,1734,523
7:49 a.m.,1:30 p.m.,1735,320
8:12 a.m.,9:56 a.m.,1736,286
1:32 p.m.            Delayed,5:34 p.m.,1737,524
2:10 p.m.,7:58 p.m.,1738,300
4:28 p.m.            Delayed,6:38 p.m.,1739,525
4:15 p.m.,7:36 p.m.,1740,303
7:05 a.m.,10:47 a.m.,1741,526
1:31 p.m.,4:23 p.m.,1742,306
1:48 p.m.            Delayed,4:17 p.m.,1743,527
4:25 p.m.,Fri Dec 2 12:29 a.m.,1744,528
8:26 a.m.,9:13 a.m.,1745,314
7:27 a.m.,8:45 a.m.,1746,362
11:08 p.m.            On Time,Fri Dec 2 5:11 a.m.,1747,529
1:32 p.m.,8:02 a.m.,1748,363
11:15 a.m.,2:00 p.m.,1749,317
2:55 p.m.,4:44 p.m.,1750,530
2:48 p.m.,7:10 p.m.,1751,287
9:16 a.m.            Delayed,11:56 a.m.,1752,531
2:55 p.m.,4:47 p.m.,1753,532
8:52 a.m.,12:09 p.m.,1754,366
11:55 a.m.,5:38 p.m.,1755,533
5:56 a.m.,7:17 a.m.,1756,281
2:26 p.m.,5:42 p.m.,1757,313
7:16 a.m.,9:32 a.m.,1758,0
7:14 p.m.,10:29 p.m.,1759,273
6:54 a.m.,9:28 a.m.,1760,3
8:29 a.m.,11:58 a.m.,1761,274
8:42 a.m.,9:43 a.m.,1762,275
,,1763,2
12:11 p.m.,3:16 p.m.,1764,23
3:28 p.m.,5:17 p.m.,1765,278
11:32 a.m.,3:31 p.m.,1766,279
10:33 a.m.,11:21 a.m.,1767,359
,,1768,2
5:56 a.m.,7:17 a.m.,1769,281
12:41 a.m.,5:26 a.m.,1770,282
3:58 p.m.,6:28 p.m.,1771,283
7:29 a.m.,9:14 a.m.,1772,284
10:19 a.m.,1:19 p.m.,1773,285
10:10 a.m.,1:27 p.m.,1774,14
8:12 a.m.,9:56 a.m.,1775,286
7:25 a.m.,9:45 a.m.,1776,5
4:29 p.m.,7:39 p.m.,1777,6
10:55 a.m.,1:40 p.m.,1778,9
2:48 p.m.,7:10 p.m.,1779,287
8:00 a.m.,11:32 a.m.,1780,298
2:46 p.m.,4:47 p.m.,1781,312
12:12 p.m.,4:09 p.m.,1782,7
11:56 a.m.,1:14 p.m.,1783,289
6:08 a.m.,9:05 a.m.,1784,8
11:30 a.m.,5:05 p.m.,1785,290
6:02 a.m.,10:27 a.m.,1786,291
8:40 a.m.,10:56 a.m.,1787,292
10:18 a.m.,11:56 a.m.,1788,11
2:04 p.m.,3:20 p.m. (Runway),1789,360
7:49 a.m.,1:30 p.m.,1790,320
12:35 p.m.,3:21 p.m.,1791,294
12:13 p.m.,2:10 p.m.,1792,15
2:26 p.m.,5:42 p.m.,1793,313
11:51 a.m.,1:15 p.m.,1794,295
5:22 p.m.,8:03 p.m.,1795,288
8:25 p.m.,8:56 p.m.,1796,361
11:05 a.m.,2:46 p.m.,1797,19
1:32 p.m.,5:34 p.m.,1798,297
3:36 p.m.,3:33 p.m.,1799,20
7:21 a.m.,10:36 a.m.,1800,21
,,1801,2
6:55 p.m.,8:53 p.m.,1802,22
,,1803,2
2:10 p.m.,7:58 p.m.,1804,300
9:14 a.m.,12:09 p.m.,1805,301
6:56 a.m.,7:51 a.m.,1806,24
7:30 a.m.,9:31 a.m.,1807,25
5:08 p.m.,7:55 p.m.,1808,26
4:28 p.m.,6:38 p.m.,1809,302
4:15 p.m.,7:36 p.m.,1810,303
8:23 p.m.,9:53 p.m.,1811,27
10:20 a.m.,6:34 p.m.,1812,304
7:07 a.m.,10:47 a.m.,1813,305
11:01 a.m.,3:04 p.m.,1814,28
1:31 p.m.,4:23 p.m.,1815,306
12:41 p.m.,2:50 p.m.,1816,4
1:48 p.m.,4:17 p.m.,1817,307
,,1818,2
,,1819,2
,,1820,2
,,1821,2
7:22 a.m.,10:04 a.m.,1822,30
8:51 a.m.,11:44 a.m.,1823,31
8:26 a.m.,9:13 a.m.,1824,314
,,1825,2
3:01 p.m.,4:59 p.m.,1826,315
7:27 a.m.,8:45 a.m.,1827,362
,,1828,2
,,1829,2
1:32 p.m.,8:02 a.m.,1830,363
11:15 a.m.,2:00 p.m.,1831,317
8:39 p.m.,9:20 p.m.,1832,364
2:52 p.m.,4:44 p.m.,1833,319
2:48 p.m.,7:10 p.m.,1834,287
9:16 a.m.,11:45 a.m.,1835,365
2:44 p.m.,3:43 p.m.,1836,33
3:27 p.m.,5:43 p.m.,1837,34
7:22 a.m.,11:06 a.m.,1838,35
12:10 p.m.,1:43 p.m.,1839,36
8:04 a.m.,11:01 a.m.,1840,10
8:52 a.m.,12:09 p.m.,1841,366
1:19 p.m.,3:13 p.m.,1842,37
8:56 a.m.,10:16 a.m.,1843,38
3:36 p.m.,6:43 p.m.,1844,39
8:04 a.m.,8:06 a.m.,1845,12
11:40 a.m.,4:56 p.m.,1846,40
4:12 p.m.,6:15 p.m.,1847,41
11:52 a.m.,2:27 p.m.,1848,18
7:39 a.m.,11:06 a.m.,1849,16
3:31 p.m.,5:26 p.m.,1850,321
11:43 a.m.,5:38 p.m.,1851,322
10:54 a.m.,12:50 p.m.,1852,29
6:57 a.m.,7:40 a.m.,1853,17
3:58 p.m.,6:36 p.m.,1854,323
6:10 a.m.,6:19 a.m.,1855,43
7:39 a.m.,11:12 a.m.,1856,44
7:31 a.m.,3:14 p.m.,1857,42
7:16 a.m.,9:32 a.m.,1858,0
7:14 p.m.,10:29 p.m.,1859,273
6:54 a.m.,9:28 a.m.,1860,3
8:29 a.m.,11:58 a.m.,1861,274
8:42 a.m.,9:43 a.m.,1862,275
7:58 p.m.,10:30 p.m. (Estimated),1863,276
12:13 p.m.,2:10 p.m.,1864,15
6:47 p.m. (Estimated runway),7:25 p.m. (Estimated runway),1865,277
3:28 p.m.,5:17 p.m.,1866,278
11:32 a.m.,3:31 p.m.,1867,279
11:29 p.m. (Estimated runway),6:35 a.m. (Estimated runway),1868,280
5:56 a.m.,7:17 a.m.,1869,281
12:41 a.m.,5:26 a.m.,1870,282
3:58 p.m.,6:28 p.m.,1871,283
7:29 a.m.,9:14 a.m.,1872,284
10:19 a.m.,1:19 p.m.,1873,285
7:25 a.m.,9:45 a.m.,1874,5
8:12 a.m.,9:56 a.m.,1875,286
4:29 p.m.,7:39 p.m.,1876,6
10:10 a.m.,1:27 p.m.,1877,14
2:48 p.m.,7:10 p.m.,1878,287
5:22 p.m.,8:03 p.m.,1879,288
12:12 p.m.,4:09 p.m.,1880,7
11:56 a.m.,1:14 p.m.,1881,289
6:08 a.m.,9:05 a.m.,1882,8
11:30 a.m.,5:05 p.m.,1883,290
6:02 a.m.,10:27 a.m.,1884,291
8:40 a.m.,10:56 a.m.,1885,292
8:04 a.m.,11:01 a.m.,1886,10
10:18 a.m.,11:56 a.m.,1887,11
8:04 a.m.,8:06 a.m.,1888,12
2:04 p.m.,3:20 p.m. (runway),1889,293
6:57 a.m.,7:40 a.m.,1890,17
12:41 p.m.,2:50 p.m.,1891,4
12:35 p.m.,3:21 p.m.,1892,294
11:51 a.m.,1:15 p.m.,1893,295
8:25 p.m.,9:52 p.m. (Estimated),1894,296
11:52 a.m.,2:27 p.m.,1895,18
11:05 a.m.,2:46 p.m.,1896,19
1:32 p.m.,5:34 p.m.,1897,297
3:36 p.m.,3:33 p.m.,1898,20
7:21 a.m.,10:36 a.m.,1899,21
8:00 a.m.,11:32 a.m.,1900,298
6:55 p.m.,8:53 p.m.,1901,22
12:11 p.m.,3:16 p.m.,1902,23
7:15 p.m. (Estimated),12:21 a.m. (Estimated),1903,299
2:10 p.m.,7:58 p.m.,1904,300
9:14 a.m.,12:09 p.m.,1905,301
6:56 a.m.,7:51 a.m.,1906,24
7:30 a.m.,9:31 a.m.,1907,25
5:08 p.m.,7:55 p.m.,1908,26
7:39 a.m.,11:06 a.m.,1909,16
4:28 p.m.,6:38 p.m.,1910,302
4:15 p.m.,7:36 p.m.,1911,303
8:23 p.m.,9:53 p.m.,1912,27
10:20 a.m.,6:34 p.m.,1913,304
7:07 a.m.,10:47 a.m.,1914,305
11:01 a.m.,3:04 p.m.,1915,28
1:31 p.m.,4:23 p.m.,1916,306
1:48 p.m.,4:17 p.m.,1917,307
12:10 a.m. (Estimated runway),5:42 a.m. (Estimated runway),1918,308
4:28 p.m. (Estimated runway),12:01 a.m. (Estimated runway),1919,309
9:06 p.m. (Estimated runway),11:49 p.m. (Estimated runway),1920,310
8:29 p.m. (Estimated runway),11:35 p.m. (Estimated runway),1921,311
2:46 p.m.,4:47 p.m.,1922,312
7:22 a.m.,10:04 a.m.,1923,30
8:51 a.m.,11:44 a.m.,1924,31
2:26 p.m.,5:42 p.m.,1925,313
8:26 a.m.,9:13 a.m.,1926,314
3:01 p.m.,4:59 p.m.,1927,315
,,1928,2
5:30 p.m. (Estimated),6:40 p.m. (Estimated),1929,316
11:15 a.m.,2:00 p.m.,1930,317
8:39 p.m.,9:19 p.m. (Estimated),1931,318
2:52 p.m.,4:44 p.m.,1932,319
2:48 p.m.,7:10 p.m.,1933,287
2:44 p.m.,3:43 p.m.,1934,33
3:27 p.m.,5:43 p.m.,1935,34
7:22 a.m.,11:06 a.m.,1936,35
12:10 p.m.,1:43 p.m.,1937,36
1:19 p.m.,3:13 p.m.,1938,37
7:49 a.m.,1:30 p.m.,1939,320
8:56 a.m.,10:16 a.m.,1940,38
3:36 p.m.,6:43 p.m.,1941,39
4:12 p.m.,6:15 p.m.,1942,41
7:31 a.m.,3:14 p.m.,1943,42
3:31 p.m.,5:26 p.m.,1944,321
11:43 a.m.,5:38 p.m.,1945,322
10:54 a.m.,12:50 p.m.,1946,29
3:58 p.m.,6:36 p.m.,1947,323
6:10 a.m.,6:19 a.m.,1948,43
7:39 a.m.,11:12 a.m.,1949,44
7:16 a.m.,9:22 a.m.,1950,45
7:42 p.m.,10:29 p.m.,1951,224
6:54 a.m.,9:28 a.m.,1952,3
8:49 a.m.,11:58 a.m.,1953,225
9:01 a.m.,9:43 a.m.,1954,226
7:59 p.m.,,1955,227
12:12 p.m.,3:16 p.m.,1956,228
3:50 p.m.,5:17 p.m.,1957,127
12:37 p.m.,3:31 p.m.,1958,229
10:53 a.m.,11:21 a.m.,1959,230
,,1960,2
6:10 a.m.,7:17 a.m.,1961,231
12:58 a.m.,5:26 a.m.,1962,232
4:10 p.m.,6:25 p.m.,1963,55
7:56 a.m.,9:09 a.m.,1964,133
10:35 a.m.,1:19 p.m.,1965,233
10:11 a.m.,1:18 p.m.,1966,135
8:26 a.m.,9:56 a.m.,1967,57
7:25 a.m.,9:45 a.m.,1968,5
4:30 p.m.,7:39 p.m.,1969,234
10:55 a.m.,1:40 p.m.,1970,9
2:59 p.m.,7:10 p.m.,1971,235
8:18 a.m.,11:32 a.m.,1972,236
3:04 p.m.,5:00 p.m.,1973,237
12:13 p.m.,4:09 p.m.,1974,143
12:06 p.m.,1:14 p.m.,1975,238
6:09 a.m.,9:05 a.m.,1976,239
11:45 a.m.,5:03 p.m.,1977,146
6:17 a.m.,10:27 a.m.,1978,240
9:01 a.m.,10:56 a.m.,1979,241
10:19 a.m.,11:50 a.m.,1980,65
2:04 p.m.,3:19 p.m.,1981,149
8:07 a.m.,1:30 p.m.,1982,242
12:56 p.m.,3:21 p.m.,1983,243
12:14 p.m.,2:01 p.m.,1984,152
2:43 p.m.,5:42 p.m.,1985,244
12:08 p.m.,1:14 p.m.,1986,154
5:38 p.m.,8:03 p.m.,1987,245
8:36 p.m.,9:38 p.m.,1988,156
11:06 a.m.,2:46 p.m.,1989,246
1:43 p.m.,5:34 p.m.,1990,247
3:36 p.m.,3:25 p.m.,1991,158
7:22 a.m.,10:29 a.m.,1992,159
,,1993,2
6:56 p.m.,8:43 p.m.,1994,160
,,1995,2
2:38 p.m.,7:58 p.m.,1996,248
9:58 a.m.,12:09 p.m.,1997,249
6:57 a.m.,7:51 a.m.,1998,163
7:31 a.m.,9:29 a.m.,1999,164
5:09 p.m.,7:53 p.m.,2000,165
4:46 p.m.,6:35 p.m.,2001,250
4:37 p.m.,7:36 p.m.,2002,251
8:23 p.m.,9:49 p.m.,2003,168
10:37 a.m.,6:34 p.m.,2004,252
7:31 a.m.,10:45 a.m.,2005,170
11:02 a.m.,3:04 p.m.,2006,253
1:48 p.m.,4:23 p.m.,2007,254
12:42 p.m.,2:52 p.m.,2008,173
2:01 p.m.,4:17 p.m.,2009,255
,,2010,2
,,2011,2
,,2012,2
,,2013,2
7:23 a.m.,10:04 a.m.,2014,256
8:52 a.m.,11:44 a.m.,2015,257
8:37 a.m.,9:13 a.m.,2016,96
,,2017,2
3:17 p.m.,4:59 p.m.,2018,258
7:41 a.m.,8:45 a.m.,2019,259
,,2020,2
,,2021,2
1:45 p.m.,8:02 a.m.,2022,260
11:47 a.m.,2:02 p.m.,2023,181
8:40 p.m.,9:11 p.m.,2024,182
3:04 p.m.,4:24 p.m.,2025,183
2:59 p.m.,7:10 p.m.,2026,235
9:43 a.m.,12:12 p.m.,2027,261
2:44 p.m.,3:36 p.m.,2028,104
3:28 p.m.,5:34 p.m.,2029,185
7:23 a.m.,11:07 a.m.,2030,186
12:11 p.m.,1:43 p.m.,2031,262
8:05 a.m.,11:00 a.m.,2032,188
9:05 a.m.,12:09 p.m.,2033,263
1:20 p.m.,3:01 p.m.,2034,190
8:56 a.m.,10:10 a.m.,2035,191
3:38 p.m.,6:43 p.m.,2036,264
8:04 a.m.,7:57 a.m.,2037,193
11:41 a.m.,4:56 p.m.,2038,265
4:12 p.m.,6:09 p.m.,2039,195
11:52 a.m.,2:27 p.m.,2040,18
7:40 a.m.,11:06 a.m.,2041,266
4:02 p.m.,5:26 p.m.,2042,267
11:55 a.m.,6:17 p.m.,2043,268
10:55 a.m.,12:48 p.m.,2044,200
6:58 a.m.,7:32 a.m.,2045,201
4:15 p.m.,6:36 p.m.,2046,269
6:11 a.m.,6:19 a.m.,2047,270
7:40 a.m.,11:12 a.m.,2048,271
7:32 a.m.,3:14 p.m.,2049,272
7:16 a.m.,9:32 a.m.,2050,0
7:14 p.m.,10:29 p.m.,2051,273
6:54 a.m.,9:28 a.m.,2052,3
8:29 a.m.,11:58 a.m.,2053,274
8:42 a.m.,9:43 a.m.,2054,275
,,2055,2
12:11 p.m.,3:16 p.m.,2056,23
3:28 p.m.,5:17 p.m.,2057,278
11:32 a.m.,3:31 p.m.,2058,279
10:33 a.m.,11:21 a.m.,2059,359
,,2060,2
5:56 a.m.,7:17 a.m.,2061,281
12:41 a.m.,5:26 a.m.,2062,282
3:58 p.m.,6:28 p.m.,2063,283
7:29 a.m.,9:14 a.m.,2064,284
10:19 a.m.,1:19 p.m.,2065,285
10:10 a.m.,1:27 p.m.,2066,14
8:12 a.m.,9:56 a.m.,2067,286
7:25 a.m.,9:45 a.m.,2068,5
4:29 p.m.,7:39 p.m.,2069,6
10:55 a.m.,1:40 p.m.,2070,9
2:48 p.m.,7:10 p.m.,2071,287
8:00 a.m.,11:32 a.m.,2072,298
2:46 p.m.,4:47 p.m.,2073,312
12:12 p.m.,4:09 p.m.,2074,7
11:56 a.m.,1:14 p.m.,2075,289
6:08 a.m.,9:05 a.m.,2076,8
11:30 a.m.,5:05 p.m.,2077,290
6:02 a.m.,10:27 a.m.,2078,291
8:40 a.m.,10:56 a.m.,2079,292
10:18 a.m.,11:56 a.m.,2080,11
2:04 p.m.,3:20 p.m. (Runway),2081,360
7:49 a.m.,1:30 p.m.,2082,320
12:35 p.m.,3:21 p.m.,2083,294
12:13 p.m.,2:10 p.m.,2084,15
2:26 p.m.,5:42 p.m.,2085,313
11:51 a.m.,1:15 p.m.,2086,295
5:22 p.m.,8:03 p.m.,2087,288
8:25 p.m.,8:56 p.m.,2088,361
11:05 a.m.,2:46 p.m.,2089,19
1:32 p.m.,5:34 p.m.,2090,297
3:36 p.m.,3:33 p.m.,2091,20
7:21 a.m.,10:36 a.m.,2092,21
,,2093,2
6:55 p.m.,8:53 p.m.,2094,22
,,2095,2
2:10 p.m.,7:58 p.m.,2096,300
9:14 a.m.,12:09 p.m.,2097,301
6:56 a.m.,7:51 a.m.,2098,24
7:30 a.m.,9:31 a.m.,2099,25
