act_dep_time,original_index,unique_index,count
7:30 a.m.,1807,24,11.0
5:08 p.m.,1808,25,8.0
4:28 p.m.,1809,72,12.0
4:15 p.m.,1810,119,14.0
8:23 p.m.,1811,26,21.0
10:20 a.m.,1812,148,7.0
7:07 a.m.,1813,149,5.0
11:01 a.m.,1814,27,9.0
1:31 p.m.,1815,150,9.0
12:41 p.m.,1816,4,8.0
1:48 p.m.,1817,69,23.0
,1818,2,
,1819,2,
,1820,2,
,1821,2,
7:22 a.m.,1822,29,33.0
8:51 a.m.,1823,30,13.0
8:26 a.m.,1824,50,19.0
,1825,2,
3:01 p.m.,1826,157,10.0
7:27 a.m.,1827,178,4.0
,1828,2,
,1829,2,
1:32 p.m.,1830,143,11.0
11:15 a.m.,1831,159,6.0
8:39 p.m.,1832,31,8.0
2:52 p.m.,1833,160,6.0
2:48 p.m.,1834,134,17.0
9:16 a.m.,1835,179,3.0
2:44 p.m.,1836,32,22.0
3:27 p.m.,1837,33,12.0
7:22 a.m.,1838,29,33.0
12:10 p.m.,1839,34,11.0
8:04 a.m.,1840,10,32.0
8:52 a.m.,1841,76,17.0
1:19 p.m.,1842,35,12.0
8:56 a.m.,1843,36,13.0
3:36 p.m.,1844,19,27.0
8:04 a.m.,1845,10,32.0
11:40 a.m.,1846,37,4.0
4:12 p.m.,1847,38,21.0
11:52 a.m.,1848,17,22.0
7:39 a.m.,1849,15,25.0
3:31 p.m.,1850,162,9.0
11:43 a.m.,1851,163,7.0
10:54 a.m.,1852,28,11.0
6:57 a.m.,1853,16,22.0
3:58 p.m.,1854,131,17.0
6:10 a.m.,1855,40,23.0
7:39 a.m.,1856,15,25.0
7:31 a.m.,1857,39,29.0
7:16 a.m.,1858,0,22.0
7:14 p.m.,1859,123,8.0
6:54 a.m.,1860,3,21.0
8:29 a.m.,1861,124,7.0
8:42 a.m.,1862,125,7.0
7:58 p.m.,1863,1,5.0
12:13 p.m.,1864,14,19.0
6:47 p.m. (Estimated runway),1865,126,3.0
3:28 p.m.,1866,84,17.0
11:32 a.m.,1867,127,7.0
11:29 p.m. (Estimated runway),1868,128,3.0
5:56 a.m.,1869,129,7.0
12:41 a.m.,1870,130,7.0
3:58 p.m.,1871,131,17.0
7:29 a.m.,1872,132,6.0
10:19 a.m.,1873,54,23.0
7:25 a.m.,1874,5,22.0
8:12 a.m.,1875,133,6.0
4:29 p.m.,1876,6,13.0
10:10 a.m.,1877,13,12.0
2:48 p.m.,1878,134,17.0
5:22 p.m.,1879,135,7.0
12:12 p.m.,1880,7,23.0
11:56 a.m.,1881,136,6.0
6:08 a.m.,1882,8,9.0
11:30 a.m.,1883,137,7.0
6:02 a.m.,1884,138,8.0
8:40 a.m.,1885,139,7.0
8:04 a.m.,1886,10,32.0
10:18 a.m.,1887,11,7.0
8:04 a.m.,1888,10,32.0
2:04 p.m.,1889,12,22.0
6:57 a.m.,1890,16,22.0
12:41 p.m.,1891,4,8.0
12:35 p.m.,1892,140,7.0
11:51 a.m.,1893,141,6.0
8:25 p.m.,1894,142,8.0
11:52 a.m.,1895,17,22.0
11:05 a.m.,1896,18,10.0
1:32 p.m.,1897,143,11.0
3:36 p.m.,1898,19,27.0
7:21 a.m.,1899,20,11.0
8:00 a.m.,1900,144,7.0
6:55 p.m.,1901,21,8.0
12:11 p.m.,1902,22,20.0
7:15 p.m. (Estimated),1903,145,5.0
2:10 p.m.,1904,146,6.0
9:14 a.m.,1905,147,9.0
6:56 a.m.,1906,23,12.0
7:30 a.m.,1907,24,11.0
5:08 p.m.,1908,25,8.0
7:39 a.m.,1909,15,25.0
4:28 p.m.,1910,72,12.0
4:15 p.m.,1911,119,14.0
8:23 p.m.,1912,26,21.0
10:20 a.m.,1913,148,7.0
7:07 a.m.,1914,149,5.0
11:01 a.m.,1915,27,9.0
1:31 p.m.,1916,150,9.0
1:48 p.m.,1917,69,23.0
12:10 a.m. (Estimated runway),1918,151,4.0
4:28 p.m. (Estimated runway),1919,152,5.0
9:06 p.m. (Estimated runway),1920,153,4.0
8:29 p.m. (Estimated runway),1921,154,4.0
2:46 p.m.,1922,155,7.0
7:22 a.m.,1923,29,33.0
8:51 a.m.,1924,30,13.0
2:26 p.m.,1925,156,7.0
8:26 a.m.,1926,50,19.0
3:01 p.m.,1927,157,10.0
,1928,2,
5:30 p.m. (Estimated),1929,158,2.0
11:15 a.m.,1930,159,6.0
8:39 p.m.,1931,31,8.0
2:52 p.m.,1932,160,6.0
2:48 p.m.,1933,134,17.0
2:44 p.m.,1934,32,22.0
3:27 p.m.,1935,33,12.0
7:22 a.m.,1936,29,33.0
12:10 p.m.,1937,34,11.0
1:19 p.m.,1938,35,12.0
7:49 a.m.,1939,161,7.0
8:56 a.m.,1940,36,13.0
3:36 p.m.,1941,19,27.0
4:12 p.m.,1942,38,21.0
7:31 a.m.,1943,39,29.0
3:31 p.m.,1944,162,9.0
11:43 a.m.,1945,163,7.0
10:54 a.m.,1946,28,11.0
3:58 p.m.,1947,131,17.0
6:10 a.m.,1948,40,23.0
7:39 a.m.,1949,15,25.0
7:16 a.m.,1950,0,22.0
7:42 p.m.,1951,93,9.0
6:54 a.m.,1952,3,21.0
8:49 a.m.,1953,94,7.0
9:01 a.m.,1954,95,14.0
7:59 p.m.,1955,43,13.0
12:12 p.m.,1956,7,23.0
3:50 p.m.,1957,44,10.0
12:37 p.m.,1958,96,6.0
10:53 a.m.,1959,46,11.0
,1960,2,
6:10 a.m.,1961,40,23.0
12:58 a.m.,1962,98,6.0
4:10 p.m.,1963,48,12.0
7:56 a.m.,1964,99,9.0
10:35 a.m.,1965,100,7.0
10:11 a.m.,1966,49,13.0
8:26 a.m.,1967,50,19.0
7:25 a.m.,1968,5,22.0
4:30 p.m.,1969,101,8.0
10:55 a.m.,1970,9,25.0
2:59 p.m.,1971,102,12.0
8:18 a.m.,1972,103,7.0
3:04 p.m.,1973,51,21.0
12:13 p.m.,1974,14,19.0
12:06 p.m.,1975,104,8.0
6:09 a.m.,1976,52,16.0
11:45 a.m.,1977,53,13.0
6:17 a.m.,1978,105,6.0
9:01 a.m.,1979,95,14.0
10:19 a.m.,1980,54,23.0
2:04 p.m.,1981,12,22.0
8:07 a.m.,1982,56,13.0
12:56 p.m.,1983,57,14.0
12:14 p.m.,1984,58,12.0
2:43 p.m.,1985,59,12.0
12:08 p.m.,1986,106,7.0
5:38 p.m.,1987,80,14.0
8:36 p.m.,1988,107,6.0
11:06 a.m.,1989,61,14.0
1:43 p.m.,1990,62,9.0
3:36 p.m.,1991,19,27.0
7:22 a.m.,1992,29,33.0
,1993,2,
6:56 p.m.,1994,64,17.0
,1995,2,
2:38 p.m.,1996,108,7.0
9:58 a.m.,1997,109,6.0
6:57 a.m.,1998,16,22.0
7:31 a.m.,1999,39,29.0
5:09 p.m.,2000,65,11.0
4:46 p.m.,2001,110,7.0
4:37 p.m.,2002,67,11.0
8:23 p.m.,2003,26,21.0
10:37 a.m.,2004,111,6.0
7:31 a.m.,2005,39,29.0
11:02 a.m.,2006,68,12.0
1:48 p.m.,2007,69,23.0
12:42 p.m.,2008,70,14.0
2:01 p.m.,2009,112,8.0
,2010,2,
,2011,2,
,2012,2,
,2013,2,
7:23 a.m.,2014,75,24.0
8:52 a.m.,2015,76,17.0
8:37 a.m.,2016,77,11.0
,2017,2,
3:17 p.m.,2018,113,7.0
7:41 a.m.,2019,79,14.0
,2020,2,
,2021,2,
1:45 p.m.,2022,122,5.0
11:47 a.m.,2023,82,13.0
8:40 p.m.,2024,83,12.0
3:04 p.m.,2025,51,21.0
2:59 p.m.,2026,102,12.0
9:43 a.m.,2027,115,8.0
2:44 p.m.,2028,32,22.0
3:28 p.m.,2029,84,17.0
7:23 a.m.,2030,75,24.0
12:11 p.m.,2031,22,20.0
8:05 a.m.,2032,116,9.0
9:05 a.m.,2033,117,6.0
1:20 p.m.,2034,85,12.0
8:56 a.m.,2035,36,13.0
3:38 p.m.,2036,87,12.0
8:04 a.m.,2037,10,32.0
11:41 a.m.,2038,45,11.0
4:12 p.m.,2039,38,21.0
11:52 a.m.,2040,17,22.0
7:40 a.m.,2041,91,22.0
4:02 p.m.,2042,118,7.0
11:55 a.m.,2043,88,13.0
10:55 a.m.,2044,9,25.0
6:58 a.m.,2045,89,12.0
4:15 p.m.,2046,119,14.0
6:11 a.m.,2047,90,11.0
7:40 a.m.,2048,91,22.0
7:32 a.m.,2049,92,14.0
7:16 a.m.,2050,0,22.0
7:14 p.m.,2051,123,8.0
6:54 a.m.,2052,3,21.0
8:29 a.m.,2053,124,7.0
8:42 a.m.,2054,125,7.0
,2055,2,
12:11 p.m.,2056,22,20.0
3:28 p.m.,2057,84,17.0
11:32 a.m.,2058,127,7.0
10:33 a.m.,2059,177,4.0
,2060,2,
5:56 a.m.,2061,129,7.0
12:41 a.m.,2062,130,7.0
3:58 p.m.,2063,131,17.0
7:29 a.m.,2064,132,6.0
10:19 a.m.,2065,54,23.0
10:10 a.m.,2066,13,12.0
8:12 a.m.,2067,133,6.0
7:25 a.m.,2068,5,22.0
4:29 p.m.,2069,6,13.0
10:55 a.m.,2070,9,25.0
2:48 p.m.,2071,134,17.0
8:00 a.m.,2072,144,7.0
2:46 p.m.,2073,155,7.0
12:12 p.m.,2074,7,23.0
11:56 a.m.,2075,136,6.0
6:08 a.m.,2076,8,9.0
11:30 a.m.,2077,137,7.0
6:02 a.m.,2078,138,8.0
8:40 a.m.,2079,139,7.0
10:18 a.m.,2080,11,7.0
2:04 p.m.,2081,12,22.0
7:49 a.m.,2082,161,7.0
12:35 p.m.,2083,140,7.0
12:13 p.m.,2084,14,19.0
2:26 p.m.,2085,156,7.0
11:51 a.m.,2086,141,6.0
5:22 p.m.,2087,135,7.0
8:25 p.m.,2088,142,8.0
11:05 a.m.,2089,18,10.0
1:32 p.m.,2090,143,11.0
3:36 p.m.,2091,19,27.0
7:21 a.m.,2092,20,11.0
,2093,2,
6:55 p.m.,2094,21,8.0
,2095,2,
2:10 p.m.,2096,146,6.0
9:14 a.m.,2097,147,9.0
6:56 a.m.,2098,23,12.0
7:30 a.m.,2099,24,11.0
5:08 p.m.,2100,25,8.0
4:28 p.m.,2101,72,12.0
4:15 p.m.,2102,119,14.0
8:23 p.m.,2103,26,21.0
10:20 a.m.,2104,148,7.0
7:07 a.m.,2105,149,5.0
11:01 a.m.,2106,27,9.0
1:31 p.m.,2107,150,9.0
12:41 p.m.,2108,4,8.0
1:48 p.m.,2109,69,23.0
,2110,2,
,2111,2,
,2112,2,
,2113,2,
7:22 a.m.,2114,29,33.0
8:51 a.m.,2115,30,13.0
8:26 a.m.,2116,50,19.0
,2117,2,
3:01 p.m.,2118,157,10.0
7:27 a.m.,2119,178,4.0
,2120,2,
,2121,2,
1:32 p.m.,2122,143,11.0
11:15 a.m.,2123,159,6.0
8:39 p.m.,2124,31,8.0
2:52 p.m.,2125,160,6.0
2:48 p.m.,2126,134,17.0
9:16 a.m.,2127,179,3.0
2:44 p.m.,2128,32,22.0
3:27 p.m.,2129,33,12.0
7:22 a.m.,2130,29,33.0
12:10 p.m.,2131,34,11.0
8:04 a.m.,2132,10,32.0
8:52 a.m.,2133,76,17.0
1:19 p.m.,2134,35,12.0
8:56 a.m.,2135,36,13.0
3:36 p.m.,2136,19,27.0
8:04 a.m.,2137,10,32.0
11:40 a.m.,2138,37,4.0
4:12 p.m.,2139,38,21.0
11:52 a.m.,2140,17,22.0
7:39 a.m.,2141,15,25.0
3:31 p.m.,2142,162,9.0
11:43 a.m.,2143,163,7.0
10:54 a.m.,2144,28,11.0
6:57 a.m.,2145,16,22.0
3:58 p.m.,2146,131,17.0
6:10 a.m.,2147,40,23.0
7:39 a.m.,2148,15,25.0
7:31 a.m.,2149,39,29.0
,2150,2,
,2151,2,
,2152,2,
,2153,2,
,2154,2,
7:16 a.m.,2155,0,22.0
7:42 p.m.,2156,93,9.0
6:54 a.m.,2157,3,21.0
8:49 a.m.,2158,94,7.0
9:01 a.m.,2159,95,14.0
7:59 p.m.,2160,43,13.0
12:12 p.m.,2161,7,23.0
3:50 p.m.,2162,44,10.0
12:37 p.m.,2163,96,6.0
10:53 a.m.,2164,46,11.0
,2165,2,
6:10 a.m.,2166,40,23.0
12:58 a.m.,2167,98,6.0
4:10 p.m.,2168,48,12.0
7:56 a.m.,2169,99,9.0
10:35 a.m.,2170,100,7.0
10:11 a.m.,2171,49,13.0
8:26 a.m.,2172,50,19.0
7:25 a.m.,2173,5,22.0
4:30 p.m.,2174,101,8.0
10:55 a.m.,2175,9,25.0
2:59 p.m.,2176,102,12.0
8:18 a.m.,2177,103,7.0
3:04 p.m.,2178,51,21.0
12:13 p.m.,2179,14,19.0
12:06 p.m.,2180,104,8.0
6:09 a.m.,2181,52,16.0
11:45 a.m.,2182,53,13.0
6:17 a.m.,2183,105,6.0
9:01 a.m.,2184,95,14.0
10:19 a.m.,2185,54,23.0
2:04 p.m.,2186,12,22.0
8:07 a.m.,2187,56,13.0
12:56 p.m.,2188,57,14.0
12:14 p.m.,2189,58,12.0
2:43 p.m.,2190,59,12.0
12:08 p.m.,2191,106,7.0
5:38 p.m.,2192,80,14.0
8:36 p.m.,2193,107,6.0
11:06 a.m.,2194,61,14.0
1:43 p.m.,2195,62,9.0
3:36 p.m.,2196,19,27.0
7:22 a.m.,2197,29,33.0
,2198,2,
6:56 p.m.,2199,64,17.0
,2200,2,
2:38 p.m.,2201,108,7.0
9:58 a.m.,2202,109,6.0
6:57 a.m.,2203,16,22.0
7:31 a.m.,2204,39,29.0
5:09 p.m.,2205,65,11.0
4:46 p.m.,2206,110,7.0
4:37 p.m.,2207,67,11.0
8:23 p.m.,2208,26,21.0
10:37 a.m.,2209,111,6.0
7:31 a.m.,2210,39,29.0
11:02 a.m.,2211,68,12.0
1:48 p.m.,2212,69,23.0
12:42 p.m.,2213,70,14.0
2:01 p.m.,2214,112,8.0
,2215,2,
,2216,2,
,2217,2,
,2218,2,
7:23 a.m.,2219,75,24.0
8:52 a.m.,2220,76,17.0
8:37 a.m.,2221,77,11.0
,2222,2,
3:17 p.m.,2223,113,7.0
7:41 a.m.,2224,79,14.0
,2225,2,
,2226,2,
1:45 p.m.,2227,122,5.0
11:47 a.m.,2228,82,13.0
8:40 p.m.,2229,83,12.0
3:04 p.m.,2230,51,21.0
2:59 p.m.,2231,102,12.0
9:43 a.m.,2232,115,8.0
2:44 p.m.,2233,32,22.0
3:28 p.m.,2234,84,17.0
7:23 a.m.,2235,75,24.0
12:11 p.m.,2236,22,20.0
8:05 a.m.,2237,116,9.0
9:05 a.m.,2238,117,6.0
1:20 p.m.,2239,85,12.0
8:56 a.m.,2240,36,13.0
3:38 p.m.,2241,87,12.0
8:04 a.m.,2242,10,32.0
11:41 a.m.,2243,45,11.0
4:12 p.m.,2244,38,21.0
11:52 a.m.,2245,17,22.0
7:40 a.m.,2246,91,22.0
4:02 p.m.,2247,118,7.0
11:55 a.m.,2248,88,13.0
10:55 a.m.,2249,9,25.0
6:58 a.m.,2250,89,12.0
4:15 p.m.,2251,119,14.0
6:11 a.m.,2252,90,11.0
7:40 a.m.,2253,91,22.0
7:32 a.m.,2254,92,14.0
7:16 a.m.,2255,0,22.0
6:54 a.m.,2256,3,21.0
7:42 p.m.,2257,93,9.0
8:51 a.m.,2258,30,13.0
7:59 p.m.,2259,43,13.0
11:57 p.m.,2260,272,2.0
4:10 p.m.,2261,48,12.0
7:56 a.m.,2262,99,9.0
7:25 a.m.,2263,5,22.0
4:29 p.m.,2264,6,13.0
10:10 a.m.,2265,13,12.0
12:13 p.m.,2266,14,19.0
12:06 p.m.,2267,104,8.0
6:08 a.m.,2268,8,9.0
11:45 a.m.,2269,53,13.0
8:05 a.m.,2270,116,9.0
10:19 a.m.,2271,54,23.0
8:04 a.m.,2272,10,32.0
2:04 p.m.,2273,12,22.0
6:57 a.m.,2274,16,22.0
12:42 p.m.,2275,70,14.0
12:56 p.m.,2276,57,14.0
2:42 p.m.,2277,207,5.0
12:07 p.m.,2278,60,6.0
5:38 p.m.,2279,80,14.0
7:39 a.m.,2280,15,25.0
7:27 p.m.,2281,181,3.0
11:52 a.m.,2282,17,22.0
11:05 a.m.,2283,18,10.0
3:36 p.m.,2284,19,27.0
7:21 a.m.,2285,20,11.0
6:47 p.m.,2286,63,7.0
6:56 p.m.,2287,64,17.0
12:12 p.m.,2288,7,23.0
7:25 p.m.,2289,180,3.0
9:57 a.m.,2290,273,2.0
6:56 a.m.,2291,23,12.0
7:31 a.m.,2292,39,29.0
5:08 p.m.,2293,25,8.0
4:45 p.m.,2294,274,2.0
8:23 p.m.,2295,26,21.0
11:01 a.m.,2296,27,9.0
1:48 p.m.,2297,69,23.0
2:01 p.m.,2298,112,8.0
4:35 p.m.,2299,171,3.0
9:16 p.m.,2300,275,2.0
8:29 p.m.,2301,74,7.0
7:22 a.m.,2302,29,33.0
8:51 a.m.,2303,30,13.0
1:40 p.m.,2304,276,2.0
11:35 p.m.,2305,277,2.0
6:11 p.m.,2306,278,2.0
8:40 p.m.,2307,83,12.0
2:44 p.m.,2308,32,22.0
3:27 p.m.,2309,33,12.0
7:23 a.m.,2310,75,24.0
12:10 p.m.,2311,34,11.0
1:19 p.m.,2312,35,12.0
3:36 p.m.,2313,19,27.0
4:12 p.m.,2314,38,21.0
7:32 a.m.,2315,92,14.0
11:55 a.m.,2316,88,13.0
10:55 a.m.,2317,9,25.0
4:14 p.m.,2318,279,2.0
6:10 a.m.,2319,40,23.0
7:39 a.m.,2320,15,25.0
7:16 a.m.,2321,0,22.0
6:54 a.m.,2322,3,21.0
8:29 a.m.,2323,124,7.0
7:58 p.m.,2324,1,5.0
6:47 p.m. (Estimated runway),2325,126,3.0
7:15 p.m. (Estimated),2326,145,5.0
3:28 p.m.,2327,84,17.0
11:29 p.m. (Estimated runway),2328,128,3.0
3:58 p.m.,2329,131,17.0
7:25 a.m.,2330,5,22.0
4:29 p.m.,2331,6,13.0
10:10 a.m.,2332,13,12.0
12:12 p.m.,2333,7,23.0
6:08 a.m.,2334,8,9.0
11:30 a.m.,2335,137,7.0
8:04 a.m.,2336,10,32.0
10:18 a.m.,2337,11,7.0
8:04 a.m.,2338,10,32.0
2:04 p.m.,2339,12,22.0
6:57 a.m.,2340,16,22.0
12:41 p.m.,2341,4,8.0
11:51 a.m.,2342,141,6.0
7:39 a.m.,2343,15,25.0
11:52 a.m.,2344,17,22.0
11:05 a.m.,2345,18,10.0
7:21 a.m.,2346,20,11.0
6:55 p.m.,2347,21,8.0
12:11 p.m.,2348,22,20.0
9:14 a.m.,2349,147,9.0
6:56 a.m.,2350,23,12.0
7:30 a.m.,2351,24,11.0
4:28 p.m.,2352,72,12.0
8:23 p.m.,2353,26,21.0
1:31 p.m.,2354,150,9.0
12:10 a.m. (Estimated runway),2355,151,4.0
4:28 p.m. (Estimated runway),2356,152,5.0
9:06 p.m. (Estimated runway),2357,153,4.0
8:29 p.m. (Estimated runway),2358,154,4.0
7:22 a.m.,2359,29,33.0
8:51 a.m.,2360,30,13.0
2:26 p.m.,2361,156,7.0
1:41 p.m. (Estimated runway),2362,290,1.0
2:44 p.m.,2363,32,22.0
3:27 p.m.,2364,33,12.0
7:22 a.m.,2365,29,33.0
12:10 p.m.,2366,34,11.0
1:19 p.m.,2367,35,12.0
3:36 p.m.,2368,19,27.0
4:12 p.m.,2369,38,21.0
7:31 a.m.,2370,39,29.0
11:43 a.m.,2371,163,7.0
10:54 a.m.,2372,28,11.0
3:58 p.m.,2373,131,17.0
6:10 a.m.,2374,40,23.0
7:39 a.m.,2375,15,25.0
