ounces,original_index,unique_index
16.0 OZ.,2182,10
12.0 ounce,2183,2
12.0 oz,2184,0
12.0 oz,2185,0
12.0 oz,2186,0
16.0 ounce,2187,6
16.0 oz,2188,9
16.0 oz,2189,9
16.0 OZ.,2190,10
16.0 ounce,2191,6
16.0 oz.,2192,7
16.0 oz,2193,9
16.0 oz.,2194,7
16.0 oz.,2195,7
12.0 ounce,2196,2
12.0 oz,2197,0
12.0 oz,2198,0
12.0 ounce,2199,2
12.0 oz.,2200,1
12.0 oz,2201,0
12.0 oz.,2202,1
12.0 oz.,2203,1
12.0 oz.,2204,1
16.0 oz.,2205,7
16.0 oz.,2206,7
12.0 oz.,2207,1
12.0 oz,2208,0
12.0 oz. Alumi-Tek,2209,4
12.0 oz.,2210,1
12.0 ounce,2211,2
12.0 ounce,2212,2
16.0 ounce,2213,6
16.0 ounce,2214,6
12.0 oz.,2215,1
16.0 ounce,2216,6
12.0 ounce,2217,2
12.0 oz.,2218,1
16.0 ounce,2219,6
12.0 ounce,2220,2
12.0 oz. Alumi-Tek,2221,4
12.0 oz.,2222,1
12.0 oz,2223,0
12.0 oz,2224,0
12.0 oz,2225,0
12.0 ounce,2226,2
12.0 ounce,2227,2
12.0 oz.,2228,1
12.0 ounce,2229,2
12.0 ounce,2230,2
12.0 oz,2231,0
12.0 oz.,2232,1
12.0 ounce,2233,2
12.0 ounce,2234,2
16.0 oz,2235,9
12.0 oz,2236,0
12.0 oz.,2237,1
12.0 oz.,2238,1
12.0 oz. Alumi-Tek,2239,4
12.0 oz,2240,0
12.0 ounce,2241,2
12.0 ounce,2242,2
12.0 oz,2243,0
12.0 OZ.,2244,3
12.0 oz,2245,0
16.0 oz.,2246,7
12.0 oz,2247,0
12.0 oz.,2248,1
12.0 oz,2249,0
12.0 ounce,2250,2
12.0 OZ.,2251,3
12.0 oz,2252,0
12.0 oz.,2253,1
12.0 OZ.,2254,3
12.0 ounce,2255,2
12.0 oz,2256,0
12.0 oz.,2257,1
12.0 oz.,2258,1
12.0 oz.,2259,1
12.0 ounce,2260,2
16.0 oz,2261,9
16.0 oz.,2262,7
16.0 ounce,2263,6
16.0 ounce,2264,6
16.0 oz,2265,9
16.0 ounce,2266,6
16.0 oz,2267,9
16.0 oz.,2268,7
16.0 oz.,2269,7
16.0 OZ.,2270,10
12.0 oz,2271,0
12.0 OZ.,2272,3
12.0 oz,2273,0
12.0 oz.,2274,1
16.0 oz.,2275,7
16.0 oz. Alumi-Tek,2276,8
16.0 oz.,2277,7
19.2 oz.,2278,15
19.2 oz,2279,16
19.2 oz.,2280,15
19.2 OZ.,2281,23
19.2 OZ.,2282,23
12.0 oz.,2283,1
12.0 oz.,2284,1
19.2 oz,2285,16
19.2 oz.,2286,15
16.0 oz.,2287,7
16.0 ounce,2288,6
12.0 oz.,2289,1
12.0 oz.,2290,1
12.0 ounce,2291,2
12.0 oz,2292,0
12.0 oz,2293,0
12.0 oz.,2294,1
12.0 ounce,2295,2
16.0 OZ.,2296,10
12.0 oz,2297,0
12.0 oz.,2298,1
12.0 ounce,2299,2
12.0 oz. Alumi-Tek,2300,4
12.0 ounce,2301,2
12.0 oz.,2302,1
12.0 ounce,2303,2
12.0 ounce,2304,2
12.0 ounce,2305,2
16.0 oz.,2306,7
16.0 oz.,2307,7
16.0 ounce,2308,6
16.0 OZ.,2309,10
16.0 oz,2310,9
12.0 ounce,2311,2
12.0 oz,2312,0
12.0 oz.,2313,1
12.0 OZ.,2314,3
12.0 oz.,2315,1
12.0 oz. Alumi-Tek,2316,4
12.0 ounce,2317,2
12.0 oz,2318,0
12.0 oz,2319,0
12.0 OZ.,2320,3
12.0 OZ.,2321,3
12.0 ounce,2322,2
12.0 OZ.,2323,3
12.0 ounce,2324,2
12.0 oz,2325,0
12.0 oz.,2326,1
12.0 oz.,2327,1
12.0 oz.,2328,1
12.0 oz.,2329,1
16.0 oz,2330,9
16.0 oz.,2331,7
16.0 oz.,2332,7
16.0 oz.,2333,7
12.0 oz.,2334,1
12.0 oz.,2335,1
12.0 ounce,2336,2
12.0 oz.,2337,1
12.0 ounce,2338,2
12.0 ounce,2339,2
12.0 oz.,2340,1
12.0 oz,2341,0
12.0 oz.,2342,1
12.0 oz,2343,0
12.0 oz,2344,0
16.0 ounce,2345,6
12.0 oz,2346,0
12.0 ounce,2347,2
12.0 ounce,2348,2
12.0 oz,2349,0
12.0 oz.,2350,1
12.0 oz,2351,0
12.0 oz,2352,0
12.0 oz.,2353,1
12.0 oz.,2354,1
12.0 ounce,2355,2
16.0 ounce,2356,6
12.0 oz,2357,0
12.0 oz.,2358,1
12.0 oz.,2359,1
12.0 oz. Alumi-Tek,2360,4
12.0 oz,2361,0
12.0 ounce,2362,2
12.0 OZ.,2363,3
12.0 oz,2364,0
12.0 oz. Alumi-Tek,2365,4
12.0 oz,2366,0
12.0 oz.,2367,1
12.0 ounce,2368,2
12.0 oz,2369,0
12.0 oz,2370,0
12.0 oz.,2371,1
12.0 ounce,2372,2
12.0 oz,2373,0
16.0 oz. Alumi-Tek,2374,8
16.0 oz.,2375,7
16.0 oz.,2376,7
16.0 ounce,2377,6
16.0 oz,2378,9
16.0 ounce,2379,6
16.0 oz,2380,9
12.0 oz.,2381,1
12.0 ounce,2382,2
12.0 oz.,2383,1
12.0 OZ.,2384,3
12.0 oz,2385,0
12.0 ounce,2386,2
12.0 OZ.,2387,3
12.0 oz.,2388,1
12.0 oz.,2389,1
12.0 oz,2390,0
12.0 oz.,2391,1
12.0 oz,2392,0
12.0 ounce,2393,2
12.0 oz.,2394,1
16.0 oz,2395,9
12.0 oz.,2396,1
12.0 oz,2397,0
12.0 oz,2398,0
12.0 oz,2399,0
12.0 oz,2400,0
12.0 oz.,2401,1
12.0 oz,2402,0
12.0 oz.,2403,1
12.0 oz.,2404,1
12.0 oz.,2405,1
12.0 oz. Alumi-Tek,2406,4
12.0 oz.,2407,1
12.0 ounce,2408,2
12.0 oz.,2409,1
