Address3,MeasureName,original_index,unique_index
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,765,7
empty,children who received reliever medication while hospitalized for asthma,766,56
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,767,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,768,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),769,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,770,4
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),771,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,772,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,773,7
empty,children who received reliever medication while hospitalized for asthma,774,56
empty,children who received systemic corticosteroid medication (oral and iv medication that reduces inflammation and controls symptoms) while hospitalized for asthma,775,35
empty,children and their caregivers who received a home management plan of care document while hospitalized for asthma,776,36
empty,heart attack patients given aspirin at arrival,777,8
empty,heart attack patients given aspirin at discharge,778,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),779,10
empty,heart attack patients given smoking cessation advice/counseling,780,11
empty,heart attack patients given beta blocker at discharge,781,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,782,13
empty,heart attack patients given pci within 90 minutes of arrival,783,14
empty,heart failure patients given discharge instructions,784,15
empty,heaxt failuxe patients given an evaluation of left ventxiculax systolic (lvs) function,785,57
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),786,17
empty,heart failure patients given smoking cessation advice/counseling,787,18
empty,pneumonia patients assessed and given pneumococcal vaccination,788,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,789,20
empty,pneumonia patients given smoking cessation advice/counseling,790,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,791,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),792,23
empty,pneumonia patients assessed and given influenza vaccination,793,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,794,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,795,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,796,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),797,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,798,4
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),799,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,800,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,801,7
empty,heart attack patxents gxven aspxrxn at arrxval,802,58
empty,heart attack patients given aspirin at discharge,803,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),804,10
empty,heart attack patients given smoking cessation advice/counseling,805,11
empty,heart attack patients given beta blocker at discharge,806,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,807,13
empty,heart attack patients given pci within 90 minutes of arrival,808,14
empty,heart failure patients given discharge instructions,809,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,810,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),811,17
empty,heart failure patients given smoking cessation advice/counseling,812,18
empty,pneumonia patients assessed and given pneumococcal vaccination,813,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,814,20
empty,pneumonia patients given smoking cessation advice/counseling,815,21
empty,pneumonix pxtients given initixl antibiotic(s) within 6 hours after arrivxl,816,59
empty,pneumonia patients given the most appropriate initial antibiotic(s),817,23
empty,pneumonia patients assessed and given influenza vaccination,818,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,819,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,820,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,821,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),822,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,823,4
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),824,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,825,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,826,7
empty,heart attack patients given aspirin at arrival,827,8
empty,heart attack patients given aspirin at discharge,828,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),829,10
empty,heart attack patients given smoking cessation advice/counseling,830,11
empty,heart attack patients given beta blocker at discharge,831,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,832,13
empty,heart attack patients given pci within 90 minutes of arrival,833,14
empty,heart failure patients given discharge instructions,834,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,835,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),836,17
empty,heart failure patients given smoking cessation advice/counseling,837,18
empty,pneumonia patients assessed and given pneumococcal vaccination,838,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,839,20
empty,pneumonia patients given smoking cessation advice/counseling,840,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,841,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),842,23
empty,pneumonia patients assessed and given influenza vaccination,843,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,844,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,845,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,846,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),847,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,848,4
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),849,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,850,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,851,7
empty,heart attack patients given aspirin at arrival,852,8
empty,heart attack patients given aspirin at discharge,853,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),854,10
empty,heart attack patients given smoking cessation advice/counseling,855,11
empty,heart attack patients given beta blocker at discharge,856,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,857,13
empty,heart attack patients given pci within 90 minutes of arrival,858,14
empty,heart failure patients given discharge instructions,859,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,860,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),861,17
empty,heart failure patients given smoking cessation advice/counseling,862,18
empty,pneumonia patients assessed and given pneumococcal vaccination,863,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,864,20
empty,pneumonia patients given smoking cessation advice/counseling,865,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,866,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),867,23
empty,pneumonia patients assessed and given influenza vaccination,868,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,869,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,870,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,871,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),872,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,873,4
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),874,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,875,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,876,7
empty,heart attack patients given aspirin at arrival,877,8
empty,heart attack patients given aspirin at discharge,878,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),879,10
empty,heart attack patients given smoking cessation advice/counseling,880,11
empty,heart attack patients given beta blocker at discharge,881,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,882,13
empty,heart attack patients given pci within 90 minutes of arrival,883,14
empty,heart failure patients given discharge instructions,884,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,885,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),886,17
empty,heart failure patients given smoking cessation advice/counseling,887,18
empty,pneumonia patients assessed and given pneumococcal vaccination,888,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,889,20
empty,pneumonia patients given smoking cessation advice/counseling,890,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,891,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),892,23
empty,pneumonia patients assessed and given influenza vaxxination,893,60
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,894,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,895,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,896,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),897,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,898,4
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),899,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,900,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,901,7
empty,childrenxwhoxreceivedxrelieverxmedicationxwhilexhospitalizedxforxasthma,902,61
empty,children who received systemic corticosteroid medication (oral and iv medication that reduces inflammation and controls symptoms) while hospitalized for asthma,903,35
empty,children and their caregivers who received a home management plan of care document while hospitalized for asthma,904,36
empty,heart attack patients given aspirin at arrival,905,8
empty,heart attack patients given aspirin at discharge,906,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),907,10
empty,heart attack patients given smoking cessation advice/counseling,908,11
empty,heart attack patients given beta blocker at discharge,909,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,910,13
empty,heart attack patients given pci within 90 minutes of arrival,911,14
empty,heart failure patients given discharge instructions,912,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,913,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),914,17
empty,hearx failure paxienxs given smoking cessaxion advice/counseling,915,62
empty,pneumonia patients assessed and given pneumococcal vaccination,916,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,917,20
empty,pneumonia patients given smoking cessation advice/counseling,918,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,919,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),920,23
empty,pneumonia patients assessed and given influenza vaccination,921,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,922,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,923,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,924,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),925,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,926,4
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),927,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,928,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,929,7
empty,heart attack patients given aspirin at arrival,930,8
empty,heart attack patients given aspirin at discharge,931,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),932,10
empty,heart attack patients given smoking cessation advice/counseling,933,11
empty,heart attack patients given beta blocker at discharge,934,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,935,13
empty,heart attack patients given pci within 90 minutes of arrival,936,14
empty,heart failure patients given discharge instructions,937,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,938,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),939,17
empty,heart failure patients given smoking cessation advice/counseling,940,18
empty,pneumonia patients assessed and given pneumococcal vaccination,941,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,942,20
empty,pneumonia patients given smoking cessation advice/counseling,943,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,944,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),945,23
empty,pneumonia patients assessed and given influenza vaccination,946,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,947,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,948,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,949,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),950,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,951,4
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),952,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,953,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,954,7
empty,heart attack patients given aspirin at arrival,955,8
empty,heart attack patients given aspirin at discharge,956,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),957,10
empty,heart attack patients given smoking cessation advice/counseling,958,11
empty,heart attack patients given beta blocker at discharge,959,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,960,13
empty,heart attack patients given pci within 90 minutes of arrival,961,14
empty,heart failure patients given discharge instructions,962,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,963,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),964,17
empty,heart failure patients given smoking cessation advice/counseling,965,18
empty,pneumonia patients assessed and given pneumococcal vaccination,966,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,967,20
empty,pneumonia patients given smoking cessation advice/counseling,968,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,969,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),970,23
empty,pneumonia patients assessed and given influenza vaccination,971,24
empty,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,972,25
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,973,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,974,2
empty,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),975,3
empty,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,976,4
empty,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),977,5
empty,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,978,6
empty,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,979,7
empty,heart attack patients given aspirin at arrival,980,8
empty,heart attack patients given aspirin at discharge,981,9
empty,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),982,10
empty,heart attack patients given smoking cessation advice/counseling,983,11
empty,heart attack patients given beta blocker at discharge,984,12
empty,heart attack patients given fibrinolytic medication within 30 minutes of arrival,985,13
empty,heart attack patients given pci within 90 minutes of arrival,986,14
empty,heart failure patients given discharge instructions,987,15
empty,heart failure patients given an evaluation of left ventricular systolic (lvs) function,988,16
empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),989,17
empty,heart failure patients given smoking cessation advice/counseling,990,18
empty,pneumonia patients assessed and given pneumococcal vaccination,991,19
empty,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,992,20
empty,pneumonia patients given smoking cessation advice/counseling,993,21
empty,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,994,22
empty,pneumonia patients given the most appropriate initial antibiotic(s),995,23
empty,pneumonia patients assessed and given influenza vaccination,996,24
empty,surgery pxtients who were txking hexrt drugs cxlled betx blockers before coming to the hospitxl who were kept on the betx blockers during the period just before xnd xfter their surgery,997,63
empty,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,998,1
empty,surgery patients who were given the  right kind  of antibiotic to help prevent infection,999,2
