Language,original_index,unique_index
English,3159,0
"English,Italian",3160,4
English,3161,0
English,3162,0
English,3163,0
English,3164,0
English,3165,0
English,3166,0
English,3167,0
"English,Cantonese",3168,107
English,3169,0
English,3170,0
English,3171,0
English,3172,0
"English,German",3173,17
English,3174,0
English,3175,0
English,3176,0
English,3177,0
English,3178,0
"English,Spanish",3179,10
English,3180,0
English,3181,0
"English,Hebrew,Russian",3182,280
English,3183,0
English,3184,0
English,3185,0
English,3186,0
"English,Italian",3187,4
"English,Spanish",3188,10
English,3189,0
English,3190,0
English,3191,0
"English,Irish",3192,305
English,3193,0
English,3194,0
English,3195,0
English,3196,0
English,3197,0
English,3198,0
English,3199,0
English,3200,0
English,3201,0
English,3202,0
"English,Apache languages,Spanish",3203,313
"English,Spanish",3204,10
English,3205,0
English,3206,0
English,3207,0
"English,French",3208,2
"English,Norwegian,Portuguese",3209,314
"English,Hindi",3210,225
English,3211,0
English,3212,0
"English,Mandarin",3213,6
English,3214,0
English,3215,0
English,3216,0
English,3217,0
"English,Spanish",3218,10
English,3219,0
"English,French,Italian",3220,206
"English,Italian",3221,4
English,3222,0
English,3223,0
"English,German",3224,17
English,3225,0
English,3226,0
"English,Persian",3227,295
"English,Arabic",3228,42
"English,Irish",3229,305
English,3230,0
English,3231,0
"English,Japanese,German,French",3232,112
English,3233,0
English,3234,0
English,3235,0
"English,French",3236,2
English,3237,0
"English,Armenian",3238,315
English,3239,0
"English,German",3240,17
"English,American Sign Language",3241,43
"Japanese,English",3242,169
English,3243,0
"English,German,French,Hebrew,Arabic,Italian,Greek,Russian",3244,316
English,3245,0
English,3246,0
English,3247,0
English,3248,0
English,3249,0
"English,Vietnamese",3250,126
English,3251,0
English,3252,0
English,3253,0
English,3254,0
English,3255,0
English,3256,0
"English,Dutch,Spanish",3257,317
English,3258,0
English,3259,0
"English,Sioux",3260,318
English,3261,0
English,3262,0
English,3263,0
English,3264,0
English,3265,0
English,3266,0
English,3267,0
"English,Hebrew,Spanish",3268,319
"English,Arabic",3269,42
English,3270,0
"English,Mandarin,Kinyarwanda",3271,320
English,3272,0
"English,Latin",3273,133
"English,Spanish",3274,10
English,3275,0
"English,Italian",3276,4
English,3277,0
English,3278,0
"English,French,Hindi,Russian",3279,321
English,3280,0
English,3281,0
English,3282,0
English,3283,0
English,3284,0
English,3285,0
"English,French,German,Italian",3286,13
English,3287,0
"English,Spanish",3288,10
English,3289,0
English,3290,0
English,3291,0
"English,Zulu",3292,322
English,3293,0
English,3294,0
English,3295,0
English,3296,0
English,3297,0
English,3298,0
English,3299,0
English,3300,0
English,3301,0
English,3302,0
English,3303,0
English,3304,0
English,3305,0
"English,French",3306,2
English,3307,0
English,3308,0
"English,Hindi",3309,225
"English,Mandarin",3310,6
English,3311,0
English,3312,0
English,3313,0
"English,Spanish",3314,10
English,3315,0
English,3316,0
English,3317,0
English,3318,0
English,3319,0
English,3320,0
English,3321,0
English,3322,0
English,3323,0
English,3324,0
English,3325,0
English,3326,0
English,3327,0
English,3328,0
English,3329,0
English,3330,0
"English,Spanish",3331,10
English,3332,0
English,3333,0
English,3334,0
English,3335,0
"English,Spanish",3336,10
English,3337,0
English,3338,0
"English,French",3339,2
English,3340,0
English,3341,0
English,3342,0
"English,American Sign Language,Dutch,Italian,Russian,Swahili",3343,323
English,3344,0
English,3345,0
English,3346,0
English,3347,0
English,3348,0
English,3349,0
English,3350,0
English,3351,0
English,3352,0
English,3353,0
English,3354,0
English,3355,0
English,3356,0
"English,Italian,Latin,German",3357,324
English,3358,0
"English,French",3359,2
"English,German",3360,17
English,3361,0
English,3362,0
English,3363,0
English,3364,0
English,3365,0
"English,Korean,French",3366,325
"English,Italian,Spanish",3367,35
"English,Italian,Spanish",3368,35
English,3369,0
English,3370,0
"English,Russian",3371,11
"English,Russian,Ukrainian,German,Arabic",3372,326
English,3373,0
English,3374,0
"English,German",3375,17
English,3376,0
English,3377,0
English,3378,0
English,3379,0
English,3380,0
English,3381,0
English,3382,0
English,3383,0
English,3384,0
English,3385,0
English,3386,0
English,3387,0
English,3388,0
English,3389,0
English,3390,0
"English,French,Portuguese,Spanish",3391,327
English,3392,0
"English,Spanish,Dutch",3393,328
English,3394,0
English,3395,0
English,3396,0
"English,Japanese",3397,12
English,3398,0
English,3399,0
English,3400,0
"Japanese,English",3401,169
English,3402,0
English,3403,0
English,3404,0
English,3405,0
English,3406,0
English,3407,0
English,3408,0
English,3409,0
English,3410,0
English,3411,0
English,3412,0
English,3413,0
English,3414,0
English,3415,0
English,3416,0
English,3417,0
English,3418,0
English,3419,0
English,3420,0
English,3421,0
"Spanish,English",3422,60
English,3423,0
English,3424,0
English,3425,0
English,3426,0
English,3427,0
"English,Spanish",3428,10
English,3429,0
English,3430,0
English,3431,0
"English,Serbo-Croatian",3432,68
English,3433,0
English,3434,0
English,3435,0
"English,Portuguese",3436,15
English,3437,0
English,3438,0
English,3439,0
English,3440,0
English,3441,0
English,3442,0
English,3443,0
English,3444,0
"English,Spanish",3445,10
"English,German,Vietnamese,Swahili",3446,329
English,3447,0
English,3448,0
English,3449,0
English,3450,0
"English,Spanish",3451,10
English,3452,0
English,3453,0
"English,Swedish",3454,87
"English,Spanish",3455,10
English,3456,0
English,3457,0
English,3458,0
English,3459,0
English,3460,0
English,3461,0
English,3462,0
English,3463,0
English,3464,0
English,3465,0
English,3466,0
"Spanish,English",3467,60
English,3468,0
English,3469,0
English,3470,0
English,3471,0
English,3472,0
English,3473,0
English,3474,0
English,3475,0
English,3476,0
English,3477,0
English,3478,0
English,3479,0
English,3480,0
English,3481,0
English,3482,0
English,3483,0
English,3484,0
English,3485,0
English,3486,0
English,3487,0
English,3488,0
English,3489,0
"English,French",3490,2
English,3491,0
English,3492,0
English,3493,0
English,3494,0
"English,French",3495,2
English,3496,0
English,3497,0
"English,Italian,Spanish",3498,35
"English,Spanish",3499,10
English,3500,0
English,3501,0
English,3502,0
"English,German,Thai",3503,330
English,3504,0
"English,Hindi",3505,225
English,3506,0
English,3507,0
English,3508,0
English,3509,0
"English,French",3510,2
English,3511,0
"English,Portuguese,French",3512,331
English,3513,0
"English,French",3514,2
English,3515,0
"English,Hindi",3516,225
English,3517,0
"English,Armenian",3518,315
English,3519,0
"English,French",3520,2
English,3521,0
English,3522,0
English,3523,0
English,3524,0
English,3525,0
English,3526,0
English,3527,0
English,3528,0
English,3529,0
English,3530,0
English,3531,0
"English,French",3532,2
English,3533,0
English,3534,0
English,3535,0
"English,German",3536,17
English,3537,0
English,3538,0
English,3539,0
English,3540,0
English,3541,0
English,3542,0
English,3543,0
English,3544,0
"English,Italian",3545,4
English,3546,0
English,3547,0
"English,German",3548,17
"English,Spanish,French",3549,128
"English,Spanish,Latin",3550,138
English,3551,0
"English,Spanish",3552,10
English,3553,0
English,3554,0
English,3555,0
English,3556,0
English,3557,0
"English,French",3558,2
English,3559,0
English,3560,0
English,3561,0
"English,French",3562,2
English,3563,0
English,3564,0
English,3565,0
English,3566,0
English,3567,0
"English,Romanian,Latin",3568,332
"English,Spanish",3569,10
English,3570,0
English,3571,0
English,3572,0
English,3573,0
English,3574,0
English,3575,0
English,3576,0
English,3577,0
English,3578,0
English,3579,0
English,3580,0
"English,Spanish,Mandarin",3581,333
English,3582,0
English,3583,0
English,3584,0
English,3585,0
English,3586,0
English,3587,0
English,3588,0
English,3589,0
English,3590,0
English,3591,0
English,3592,0
English,3593,0
English,3594,0
English,3595,0
English,3596,0
English,3597,0
"English,Russian",3598,11
English,3599,0
"English,Spanish",3600,10
"English,Ukrainian",3601,334
English,3602,0
English,3603,0
English,3604,0
English,3605,0
"English,Spanish",3606,10
"English,Spanish",3607,10
English,3608,0
English,3609,0
English,3610,0
English,3611,0
English,3612,0
English,3613,0
English,3614,0
English,3615,0
English,3616,0
English,3617,0
English,3618,0
English,3619,0
English,3620,0
English,3621,0
English,3622,0
English,3623,0
English,3624,0
English,3625,0
English,3626,0
"English,Japanese",3627,12
English,3628,0
English,3629,0
English,3630,0
English,3631,0
English,3632,0
English,3633,0
English,3634,0
English,3635,0
English,3636,0
English,3637,0
English,3638,0
English,3639,0
English,3640,0
English,3641,0
English,3642,0
English,3643,0
English,3644,0
English,3645,0
English,3646,0
English,3647,0
"English,Spanish",3648,10
English,3649,0
"English,Italian,French,German,Finnish,Norwegian,Portuguese,Arabic",3650,335
English,3651,0
English,3652,0
"English,French,Japanese",3653,85
English,3654,0
"German,English",3655,336
English,3656,0
English,3657,0
English,3658,0
English,3659,0
English,3660,0
"English,French",3661,2
English,3662,0
"English,Korean",3663,76
English,3664,0
English,3665,0
"English,Arabic,Turkish",3666,337
English,3667,0
English,3668,0
English,3669,0
English,3670,0
English,3671,0
"English,Dari,Russian,Urdu,Hebrew,Arabic",3672,338
English,3673,0
"English,French,Russian,Bulgarian,Spanish",3674,339
English,3675,0
English,3676,0
"English,Spanish",3677,10
English,3678,0
English,3679,0
English,3680,0
English,3681,0
English,3682,0
English,3683,0
"English,Spanish,Icelandic",3684,340
English,3685,0
"English,French",3686,2
English,3687,0
English,3688,0
English,3689,0
English,3690,0
English,3691,0
English,3692,0
English,3693,0
English,3694,0
English,3695,0
"English,French,Arabic,Spanish",3696,341
English,3697,0
English,3698,0
English,3699,0
English,3700,0
English,3701,0
English,3702,0
English,3703,0
English,3704,0
English,3705,0
English,3706,0
"English,Romanian",3707,300
English,3708,0
English,3709,0
English,3710,0
English,3711,0
English,3712,0
English,3713,0
English,3714,0
English,3715,0
English,3716,0
English,3717,0
English,3718,0
English,3719,0
English,3720,0
English,3721,0
English,3722,0
English,3723,0
English,3724,0
English,3725,0
English,3726,0
English,3727,0
English,3728,0
English,3729,0
English,3730,0
English,3731,0
English,3732,0
English,3733,0
"English,French",3734,2
English,3735,0
English,3736,0
English,3737,0
English,3738,0
English,3739,0
English,3740,0
English,3741,0
English,3742,0
English,3743,0
"English,Spanish",3744,10
English,3745,0
English,3746,0
English,3747,0
English,3748,0
English,3749,0
English,3750,0
English,3751,0
English,3752,0
English,3753,0
English,3754,0
English,3755,0
English,3756,0
English,3757,0
"English,Spanish",3758,10
English,3759,0
English,3760,0
English,3761,0
"English,German,Hebrew,Spanish",3762,342
English,3763,0
"English,French",3764,2
"English,German",3765,17
English,3766,0
English,3767,0
English,3768,0
"English,German,French",3769,41
"English,French",3770,2
"English,Norwegian",3771,70
English,3772,0
"English,French",3773,2
English,3774,0
English,3775,0
English,3776,0
"English,German",3777,17
English,3778,0
English,3779,0
English,3780,0
"English,Arabic,French",3781,134
English,3782,0
English,3783,0
English,3784,0
English,3785,0
"English,Arabic,Latin,Italian",3786,343
English,3787,0
"English,Tok Pisin,Japanese,Greek",3788,344
English,3789,0
"English,French",3790,2
English,3791,0
English,3792,0
English,3793,0
English,3794,0
English,3795,0
English,3796,0
English,3797,0
English,3798,0
English,3799,0
English,3800,0
English,3801,0
"English,French",3802,2
English,3803,0
English,3804,0
English,3805,0
English,3806,0
English,3807,0
English,3808,0
English,3809,0
"English,German,Swahili",3810,345
English,3811,0
"English,Navajo,Spanish",3812,346
"English,Spanish",3813,10
"English,Spanish,German",3814,63
"English,Spanish",3815,10
"English,Spanish",3816,10
English,3817,0
English,3818,0
English,3819,0
English,3820,0
English,3821,0
English,3822,0
English,3823,0
"English,French,Spanish",3824,71
"English,French,German,Latin",3825,347
English,3826,0
English,3827,0
English,3828,0
English,3829,0
English,3830,0
English,3831,0
"English,Greek",3832,14
English,3833,0
English,3834,0
English,3835,0
English,3836,0
English,3837,0
"English,Spanish",3838,10
"English,Spanish",3839,10
"English,Japanese",3840,12
English,3841,0
"English,Italian",3842,4
English,3843,0
English,3844,0
English,3845,0
English,3846,0
English,3847,0
English,3848,0
English,3849,0
English,3850,0
English,3851,0
English,3852,0
English,3853,0
English,3854,0
"English,Spanish,German",3855,63
English,3856,0
English,3857,0
English,3858,0
"English,Spanish",3859,10
English,3860,0
English,3861,0
English,3862,0
"English,Cantonese",3863,107
English,3864,0
English,3865,0
English,3866,0
English,3867,0
"English,French",3868,2
English,3869,0
"English,Hungarian,Russian",3870,348
English,3871,0
English,3872,0
English,3873,0
English,3874,0
English,3875,0
English,3876,0
English,3877,0
English,3878,0
English,3879,0
English,3880,0
English,3881,0
English,3882,0
English,3883,0
"English,Hebrew,Spanish",3884,319
English,3885,0
"English,Spanish,French",3886,128
English,3887,0
English,3888,0
English,3889,0
English,3890,0
English,3891,0
English,3892,0
English,3893,0
English,3894,0
English,3895,0
English,3896,0
"English,Spanish",3897,10
English,3898,0
"English,German,Spanish",3899,64
English,3900,0
"English,Cantonese",3901,107
English,3902,0
English,3903,0
English,3904,0
English,3905,0
English,3906,0
English,3907,0
English,3908,0
English,3909,0
English,3910,0
English,3911,0
English,3912,0
English,3913,0
English,3914,0
English,3915,0
English,3916,0
English,3917,0
English,3918,0
English,3919,0
English,3920,0
English,3921,0
English,3922,0
English,3923,0
English,3924,0
English,3925,0
"English,French,Cantonese,Gujarati,Yiddish",3926,349
English,3927,0
English,3928,0
English,3929,0
English,3930,0
English,3931,0
English,3932,0
"English,Spanish",3933,10
English,3934,0
English,3935,0
English,3936,0
"English,Arabic",3937,42
English,3938,0
English,3939,0
English,3940,0
English,3941,0
"English,Kinyarwanda",3942,350
English,3943,0
English,3944,0
"English,French",3945,2
English,3946,0
English,3947,0
English,3948,0
English,3949,0
"English,Spanish",3950,10
English,3951,0
English,3952,0
English,3953,0
English,3954,0
English,3955,0
"English,Latin",3956,133
English,3957,0
"English,Spanish",3958,10
English,3959,0
English,3960,0
"English,Indonesian",3961,351
"English,Spanish",3962,10
English,3963,0
English,3964,0
English,3965,0
English,3966,0
English,3967,0
English,3968,0
English,3969,0
English,3970,0
English,3971,0
English,3972,0
English,3973,0
English,3974,0
English,3975,0
English,3976,0
English,3977,0
English,3978,0
English,3979,0
English,3980,0
English,3981,0
English,3982,0
English,3983,0
English,3984,0
English,3985,0
English,3986,0
English,3987,0
English,3988,0
English,3989,0
English,3990,0
English,3991,0
"German,English",3992,336
"English,Swedish",3993,87
"Nepali,English",3994,352
English,3995,0
English,3996,0
"English,French,Spanish,Hindi",3997,353
"English,Spanish,German,Russian",3998,354
English,3999,0
"English,Esperanto",4000,251
"English,Latin",4001,133
English,4002,0
English,4003,0
English,4004,0
English,4005,0
English,4006,0
English,4007,0
English,4008,0
English,4009,0
English,4010,0
English,4011,0
English,4012,0
"English,Latin",4013,133
English,4014,0
English,4015,0
English,4016,0
English,4017,0
English,4018,0
English,4019,0
"English,German,French,Swedish",4020,355
English,4021,0
English,4022,0
English,4023,0
English,4024,0
"English,French,Spanish,Italian,German",4025,356
English,4026,0
English,4027,0
English,4028,0
English,4029,0
"English,Spanish",4030,10
English,4031,0
English,4032,0
English,4033,0
English,4034,0
English,4035,0
"English,German",4036,17
English,4037,0
"English,Russian",4038,11
English,4039,0
English,4040,0
English,4041,0
English,4042,0
English,4043,0
English,4044,0
English,4045,0
English,4046,0
English,4047,0
English,4048,0
English,4049,0
English,4050,0
English,4051,0
English,4052,0
English,4053,0
English,4054,0
"English,French",4055,2
English,4056,0
English,4057,0
English,4058,0
English,4059,0
English,4060,0
English,4061,0
English,4062,0
English,4063,0
English,4064,0
English,4065,0
English,4066,0
"English,French",4067,2
English,4068,0
English,4069,0
English,4070,0
English,4071,0
"English,Italian",4072,4
"Spanish,English",4073,60
English,4074,0
English,4075,0
English,4076,0
English,4077,0
English,4078,0
English,4079,0
"English,Klingon",4080,62
"English,Japanese,French",4081,211
English,4082,0
English,4083,0
"English,Spanish,French,Arabic,Hebrew,Persian,French Sign Language,Japanese",4084,357
English,4085,0
English,4086,0
English,4087,0
English,4088,0
"English,Cantonese",4089,107
"English,German",4090,17
English,4091,0
"English,Italian,Spanish",4092,35
English,4093,0
English,4094,0
English,4095,0
English,4096,0
English,4097,0
"English,Spanish,Portuguese",4098,205
English,4099,0
"English,German,Arabic,Russian,French",4100,358
English,4101,0
English,4102,0
English,4103,0
English,4104,0
English,4105,0
English,4106,0
English,4107,0
English,4108,0
English,4109,0
"English,Italian,Serbo-Croatian",4110,359
English,4111,0
English,4112,0
English,4113,0
English,4114,0
English,4115,0
English,4116,0
English,4117,0
"English,Russian",4118,11
"Spanish,English",4119,60
"English,Malay,Indonesian",4120,360
English,4121,0
English,4122,0
"English,Spanish,French",4123,128
English,4124,0
English,4125,0
English,4126,0
English,4127,0
English,4128,0
"English,Russian",4129,11
"English,French",4130,2
English,4131,0
English,4132,0
English,4133,0
"English,Russian,Chinese",4134,146
English,4135,0
English,4136,0
"English,Russian",4137,11
English,4138,0
English,4139,0
English,4140,0
English,4141,0
English,4142,0
English,4143,0
English,4144,0
English,4145,0
English,4146,0
English,4147,0
English,4148,0
English,4149,0
English,4150,0
English,4151,0
"English,Italian",4152,4
English,4153,0
"Mandarin,English,Cantonese,Vietnamese,Polish",4154,361
"English,German",4155,17
English,4156,0
English,4157,0
English,4158,0
English,4159,0
English,4160,0
"English,Sindarin",4161,154
English,4162,0
English,4163,0
English,4164,0
English,4165,0
English,4166,0
"English,Hindi",4167,225
English,4168,0
English,4169,0
English,4170,0
English,4171,0
"French,English,Russian,Japanese",4172,362
English,4173,0
English,4174,0
English,4175,0
English,4176,0
"English,Hindi",4177,225
"English,French",4178,2
"English,Italian",4179,4
English,4180,0
English,4181,0
English,4182,0
English,4183,0
"English,Maya",4184,363
English,4185,0
"English,Filipino,Spanish",4186,364
English,4187,0
"English,Yiddish",4188,108
English,4189,0
"English,German,French",4190,41
English,4191,0
English,4192,0
English,4193,0
English,4194,0
English,4195,0
English,4196,0
English,4197,0
"German,English,Spanish",4198,365
"English,Spanish",4199,10
English,4200,0
English,4201,0
English,4202,0
English,4203,0
English,4204,0
English,4205,0
English,4206,0
"English,German",4207,17
"English,Vietnamese,French",4208,59
"English,Russian",4209,11
"English,Serbo-Croatian,Spanish,Czech",4210,366
English,4211,0
"English,Algonquin",4212,119
English,4213,0
"English,Spanish,Cantonese",4214,367
English,4215,0
English,4216,0
English,4217,0
"English,Arabic",4218,42
English,4219,0
English,4220,0
"English,Spanish",4221,10
"English,Mandarin",4222,6
English,4223,0
English,4224,0
"English,French,Italian",4225,206
"English,Mende,Spanish",4226,368
English,4227,0
"English,Spanish",4228,10
"English,Spanish",4229,10
English,4230,0
"English,Russian",4231,11
"English,Russian",4232,11
English,4233,0
English,4234,0
English,4235,0
English,4236,0
"English,Spanish",4237,10
English,4238,0
English,4239,0
English,4240,0
English,4241,0
"English,Spanish",4242,10
"English,French",4243,2
English,4244,0
English,4245,0
English,4246,0
English,4247,0
English,4248,0
"English,French",4249,2
"English,French",4250,2
"English,French,Japanese,Russian,Spanish",4251,369
"Bengali,English",4252,370
English,4253,0
English,4254,0
"English,Italian",4255,4
English,4256,0
English,4257,0
English,4258,0
English,4259,0
English,4260,0
English,4261,0
English,4262,0
"English,French",4263,2
English,4264,0
"English,Swahili",4265,25
English,4266,0
"English,Latin,French",4267,297
English,4268,0
English,4269,0
"English,Hebrew",4270,32
"English,Japanese",4271,12
English,4272,0
English,4273,0
English,4274,0
English,4275,0
English,4276,0
English,4277,0
English,4278,0
"English,French",4279,2
English,4280,0
English,4281,0
"English,Danish,German",4282,81
"English,Latin,Hungarian",4283,371
English,4284,0
English,4285,0
English,4286,0
English,4287,0
English,4288,0
English,4289,0
"Korean,English",4290,372
English,4291,0
English,4292,0
English,4293,0
English,4294,0
English,4295,0
English,4296,0
English,4297,0
English,4298,0
"English,Serbo-Croatian",4299,68
English,4300,0
"English,Italian",4301,4
English,4302,0
English,4303,0
"English,Chinese",4304,184
English,4305,0
English,4306,0
English,4307,0
English,4308,0
English,4309,0
English,4310,0
English,4311,0
English,4312,0
English,4313,0
English,4314,0
"English,Russian",4315,11
English,4316,0
English,4317,0
English,4318,0
English,4319,0
English,4320,0
"Italian,English",4321,373
English,4322,0
"German,English,Spanish",4323,365
English,4324,0
English,4325,0
English,4326,0
"English,Spanish",4327,10
English,4328,0
English,4329,0
English,4330,0
"English,Italian,Swahili,German",4331,374
English,4332,0
English,4333,0
English,4334,0
English,4335,0
English,4336,0
English,4337,0
English,4338,0
"English,French",4339,2
English,4340,0
English,4341,0
English,4342,0
English,4343,0
English,4344,0
"English,French",4345,2
English,4346,0
English,4347,0
English,4348,0
English,4349,0
English,4350,0
English,4351,0
English,4352,0
English,4353,0
English,4354,0
"English,Hebrew,Arabic,German",4355,375
English,4356,0
English,4357,0
English,4358,0
English,4359,0
English,4360,0
English,4361,0
English,4362,0
English,4363,0
English,4364,0
English,4365,0
English,4366,0
English,4367,0
English,4368,0
English,4369,0
English,4370,0
English,4371,0
English,4372,0
English,4373,0
English,4374,0
English,4375,0
"English,French",4376,2
English,4377,0
English,4378,0
English,4379,0
English,4380,0
"English,German",4381,17
"English,German",4382,17
English,4383,0
English,4384,0
English,4385,0
English,4386,0
"English,Scottish Gaelic,Scots",4387,376
English,4388,0
English,4389,0
English,4390,0
English,4391,0
"English,Spanish",4392,10
English,4393,0
English,4394,0
English,4395,0
English,4396,0
English,4397,0
English,4398,0
"English,Navajo,Spanish",4399,346
English,4400,0
English,4401,0
English,4402,0
English,4403,0
English,4404,0
English,4405,0
"English,Spanish",4406,10
English,4407,0
English,4408,0
English,4409,0
English,4410,0
English,4411,0
English,4412,0
English,4413,0
English,4414,0
"English,Polynesian,French",4415,377
English,4416,0
English,4417,0
"English,Swedish",4418,87
English,4419,0
English,4420,0
English,4421,0
"English,Spanish",4422,10
"English,Spanish",4423,10
"English,Spanish",4424,10
"English,Spanish",4425,10
"English,Japanese",4426,12
English,4427,0
English,4428,0
English,4429,0
English,4430,0
"English,French,German",4431,103
English,4432,0
English,4433,0
English,4434,0
English,4435,0
English,4436,0
English,4437,0
English,4438,0
English,4439,0
English,4440,0
English,4441,0
English,4442,0
"English,German,Italian,Japanese,Amharic,Russian",4443,378
English,4444,0
English,4445,0
English,4446,0
English,4447,0
English,4448,0
English,4449,0
English,4450,0
English,4451,0
English,4452,0
English,4453,0
English,4454,0
English,4455,0
English,4456,0
English,4457,0
English,4458,0
English,4459,0
English,4460,0
English,4461,0
English,4462,0
"English,Italian,German,French",4463,299
English,4464,0
English,4465,0
English,4466,0
English,4467,0
English,4468,0
English,4469,0
English,4470,0
English,4471,0
"English,Portuguese,French,Japanese",4472,379
English,4473,0
"English,French",4474,2
"English,Aramaic",4475,380
English,4476,0
English,4477,0
English,4478,0
English,4479,0
English,4480,0
English,4481,0
"English,Italian",4482,4
English,4483,0
English,4484,0
English,4485,0
"English,Arabic",4486,42
English,4487,0
English,4488,0
English,4489,0
English,4490,0
"English,Mandarin",4491,6
English,4492,0
English,4493,0
English,4494,0
English,4495,0
English,4496,0
English,4497,0
English,4498,0
English,4499,0
English,4500,0
English,4501,0
English,4502,0
English,4503,0
English,4504,0
English,4505,0
English,4506,0
English,4507,0
"English,Italian,Spanish",4508,35
English,4509,0
"English,Latin,Spanish",4510,46
English,4511,0
English,4512,0
English,4513,0
English,4514,0
"English,Spanish",4515,10
English,4516,0
English,4517,0
English,4518,0
English,4519,0
English,4520,0
English,4521,0
English,4522,0
"English,Spanish",4523,10
English,4524,0
English,4525,0
English,4526,0
English,4527,0
"English,German,French,Hebrew",4528,381
English,4529,0
English,4530,0
English,4531,0
English,4532,0
English,4533,0
"English,French",4534,2
English,4535,0
English,4536,0
English,4537,0
English,4538,0
English,4539,0
English,4540,0
English,4541,0
English,4542,0
English,4543,0
English,4544,0
English,4545,0
English,4546,0
English,4547,0
English,4548,0
English,4549,0
English,4550,0
English,4551,0
English,4552,0
English,4553,0
English,4554,0
"English,French",4555,2
English,4556,0
English,4557,0
"English,French",4558,2
"English,French,Italian,German",4559,33
"English,Spanish",4560,10
English,4561,0
English,4562,0
English,4563,0
English,4564,0
English,4565,0
English,4566,0
English,4567,0
English,4568,0
English,4569,0
English,4570,0
English,4571,0
English,4572,0
English,4573,0
English,4574,0
English,4575,0
English,4576,0
English,4577,0
English,4578,0
English,4579,0
English,4580,0
English,4581,0
English,4582,0
English,4583,0
English,4584,0
English,4585,0
English,4586,0
English,4587,0
"English,Portuguese",4588,15
English,4589,0
English,4590,0
English,4591,0
English,4592,0
English,4593,0
English,4594,0
English,4595,0
"English,Japanese",4596,12
"English,French,German,Spanish",4597,382
English,4598,0
English,4599,0
English,4600,0
English,4601,0
English,4602,0
English,4603,0
English,4604,0
"English,French,German,Chinese,Italian,Arabic",4605,383
English,4606,0
English,4607,0
"English,French",4608,2
English,4609,0
"English,French,Latin,Arabic",4610,384
English,4611,0
English,4612,0
"English,French,German",4613,103
English,4614,0
English,4615,0
"English,Italian,French",4616,38
English,4617,0
English,4618,0
English,4619,0
English,4620,0
"English,French",4621,2
"English,German",4622,17
English,4623,0
"English,Italian,Russian",4624,180
English,4625,0
English,4626,0
English,4627,0
English,4628,0
English,4629,0
English,4630,0
English,4631,0
English,4632,0
English,4633,0
English,4634,0
"English,French,Chinese",4635,385
"English,Japanese",4636,12
English,4637,0
English,4638,0
"English,Russian",4639,11
English,4640,0
English,4641,0
English,4642,0
English,4643,0
English,4644,0
English,4645,0
English,4646,0
English,4647,0
English,4648,0
English,4649,0
English,4650,0
English,4651,0
English,4652,0
English,4653,0
English,4654,0
"English,German",4655,17
English,4656,0
"English,French",4657,2
"English,French,Cantonese,German",4658,386
"English,Japanese",4659,12
"English,German",4660,17
English,4661,0
English,4662,0
English,4663,0
English,4664,0
"English,Korean",4665,76
English,4666,0
English,4667,0
English,4668,0
English,4669,0
"English,Mandarin",4670,6
English,4671,0
English,4672,0
English,4673,0
English,4674,0
English,4675,0
English,4676,0
English,4677,0
English,4678,0
English,4679,0
English,4680,0
English,4681,0
English,4682,0
English,4683,0
English,4684,0
English,4685,0
English,4686,0
English,4687,0
"English,German",4688,17
"English,Spanish,French,Swahili,German",4689,387
"English,French,German,Dutch,Italian",4690,388
"English,German,Turkish,Arabic",4691,389
English,4692,0
"English,Creole",4693,390
"English,Cornish",4694,391
"English,Danish",4695,392
English,4696,0
"English,German,Arabic,French,Cantonese",4697,393
"English,Spanish",4698,10
English,4699,0
English,4700,0
English,4701,0
"English,American Sign Language",4702,43
English,4703,0
English,4704,0
English,4705,0
English,4706,0
English,4707,0
English,4708,0
"English,Japanese",4709,12
English,4710,0
English,4711,0
English,4712,0
English,4713,0
English,4714,0
English,4715,0
"English,French",4716,2
"English,Scottish Gaelic",4717,304
"Amharic,Italian,English",4718,394
English,4719,0
English,4720,0
English,4721,0
English,4722,0
English,4723,0
English,4724,0
"Mandarin,Japanese,English,Hindi,Shanghainese,Cantonese",4725,395
English,4726,0
"English,French",4727,2
English,4728,0
English,4729,0
English,4730,0
English,4731,0
"English,Italian,Polish,French,Spanish,German",4732,396
English,4733,0
English,4734,0
English,4735,0
English,4736,0
English,4737,0
English,4738,0
"English,Sioux",4739,318
English,4740,0
English,4741,0
English,4742,0
English,4743,0
English,4744,0
English,4745,0
English,4746,0
English,4747,0
English,4748,0
English,4749,0
English,4750,0
English,4751,0
English,4752,0
English,4753,0
"English,French",4754,2
English,4755,0
English,4756,0
English,4757,0
English,4758,0
English,4759,0
English,4760,0
English,4761,0
English,4762,0
English,4763,0
English,4764,0
English,4765,0
English,4766,0
English,4767,0
"English,Indian Sign Language,North American Indian",4768,397
English,4769,0
English,4770,0
English,4771,0
English,4772,0
English,4773,0
English,4774,0
English,4775,0
English,4776,0
English,4777,0
English,4778,0
English,4779,0
English,4780,0
English,4781,0
"English,French",4782,2
English,4783,0
English,4784,0
English,4785,0
"English,French,Thai",4786,398
"English,Russian,German,Italian",4787,399
English,4788,0
English,4789,0
"English,Spanish",4790,10
English,4791,0
English,4792,0
English,4793,0
English,4794,0
English,4795,0
English,4796,0
English,4797,0
English,4798,0
