RatingValue,RatingCount,original_index,unique_index
"4.8/10,4.9/10","99,431",2063,2008
5.7,"96,927",2064,2009
6.0,"2,895",2065,2010
6.1,"10,690",2066,2011
7.7,"8,243",2067,2012
7.2,"19,560",2068,2013
7.4,"30,574",2069,2014
6.4,"1,367",2070,2015
,,2071,29
8.1,"51,880",2072,2016
8.0,"42,468",2073,2017
7.7,"8,179",2074,2018
8.0,"13,661",2075,2019
8.1,"18,590",2076,2020
8.0,"12,836",2077,2021
5.4,"1,740",2078,2022
8.1,"14,817",2079,2023
7.9,"10,147",2080,2024
7.7,"21,172",2081,2025
5.7,"197,941",2082,2026
7.0,"141,241",2083,2027
5.8,114,2084,2028
6.6,"14,466",2085,2029
4.9,"7,730",2086,2030
6.5,"1,084",2087,2031
7.5,"110,008",2088,2032
7.6,"1,002",2089,2033
7.2,"9,023",2090,2034
6.3,"30,445",2091,2035
7.8,"564,678",2092,2036
7.6,"253,693",2093,2037
6.7,"335,416",2094,2038
7.5,"299,144",2095,2039
6.9,"4,172",2096,2040
6.8,"240,239",2097,2041
6.0,"89,092",2098,2042
7.8,"423,784",2099,2043
8.0,"443,930",2100,2044
8.0,"592,737",2101,2045
7.9,"364,613",2102,2046
7.2,"192,849",2103,2047
5.4,"40,473",2104,2048
,,2105,29
7.6,12,2106,2049
,,2107,29
,,2108,29
6.7,"65,805",2109,2050
7.3,"262,101",2110,2051
7.6,"8,693",2111,2052
7.4,"31,066",2112,2053
8.1,"40,001",2113,2054
6.9,"5,898",2114,2055
6.9,"7,307",2115,2056
6.8,"6,847",2116,2057
6.9,"60,283",2117,2058
6.9,"6,124",2118,2059
7.2,"7,305",2119,2060
5.9,"146,493",2120,2061
6.3,"202,858",2121,2062
6.1,"110,808",2122,2063
6.8,"158,533",2123,2064
6.5,"166,331",2124,2065
7.1,"275,725",2125,2066
7.1,"23,750",2126,2067
7.1,"170,763",2127,2068
6.9,"234,633",2128,2069
7.3,"61,965",2129,2070
7.2,"208,996",2130,2071
7.2,"5,255",2131,2072
6.8,"211,323",2132,2073
6.0,"236,599",2133,2074
,,2134,29
5.2,"108,211",2135,2075
6.7,"145,686",2136,2076
5.5,"93,565",2137,2077
6.8,"228,550",2138,2078
7.0,"196,387",2139,2079
6.5,"289,590",2140,2080
6.2,"117,586",2141,2081
7.4,"245,711",2142,2082
"5.2/10,5/10","116,770",2143,2083
7.0,"269,650",2144,2084
6.1,"228,053",2145,2085
6.4,"156,579",2146,2086
6.8,"221,113",2147,2087
6.6,"137,163",2148,2088
7.5,"262,693",2149,2089
6.2,"184,120",2150,2090
7.0,"217,257",2151,2091
8.1,"447,256",2152,2092
8.0,"330,561",2153,2093
6.5,"148,779",2154,2094
7.6,"236,117",2155,2095
5.9,"122,220",2156,2096
6.6,"110,491",2157,2097
7.5,"132,923",2158,2098
6.4,"108,442",2159,2099
6.4,"261,785",2160,2100
7.8,"369,064",2161,2101
6.9,"236,797",2162,2102
7.5,"307,028",2163,2103
7.2,"1,095",2164,2104
6.7,"190,980",2165,2105
5.2,"170,128",2166,2106
7.8,"189,164",2167,2107
6.5,"250,223",2168,2108
7.7,"131,922",2169,2109
5.8,"216,248",2170,2110
7.1,"103,585",2171,2111
4.9,"45,312",2172,2112
7.2,"127,004",2173,2113
7.8,"240,610",2174,2114
5.4,"177,318",2175,2115
3.7,"177,199",2176,2116
6.1,"229,320",2177,2117
7.5,"171,530",2178,2118
6.8,"69,193",2179,2119
7.6,"248,827",2180,2120
6.5,"124,337",2181,2121
"3.9/10,3.9/10","17,567",2182,2122
5.9,"16,558",2183,2123
6.6,"67,786",2184,2124
7.7,"10,130",2185,2125
5.7,"206,822",2186,2126
6.8,"89,173",2187,2127
6.6,"206,167",2188,2128
7.1,"238,362",2189,2129
6.6,"199,287",2190,2130
6.1,"183,365",2191,2131
7.4,"159,673",2192,2132
7.0,"4,490",2193,2133
7.4,"10,511",2194,2134
6.1,"45,525",2195,2135
8.3,"383,148",2196,2136
6.6,"3,666",2197,2137
8.6,"671,815",2198,2138
8.3,"547,472",2199,2139
7.7,"10,313",2200,2140
7.6,"241,069",2201,2141
7.8,"308,078",2202,2142
6.9,"3,834",2203,2143
6.8,"3,488",2204,2144
8.0,"318,428",2205,2145
7.7,"179,078",2206,2146
6.8,"192,757",2207,2147
7.3,"177,330",2208,2148
6.7,"230,495",2209,2149
4.8,"123,198",2210,2150
7.7,"217,844",2211,2151
7.9,"310,515",2212,2152
6.7,"42,970",2213,2153
6.8,"27,113",2214,2154
7.4,"183,384",2215,2155
8.1,"23,668",2216,2156
7.1,"13,388",2217,2157
5.9,84,2218,2158
6.7,"9,100",2219,2159
7.2,"33,854",2220,2160
8.1,"97,713",2221,2161
7.5,"288,693",2222,2162
6.0,"36,963",2223,2163
6.8,"35,248",2224,2164
6.9,"59,755",2225,2165
6.6,"36,936",2226,2166
5.8,"44,189",2227,2167
6.3,"38,440",2228,2168
7.1,"85,453",2229,2169
6.5,"99,132",2230,2170
6.9,"103,972",2231,2171
6.6,"142,646",2232,2172
6.9,"177,988",2233,2173
6.8,"181,664",2234,2174
7.5,"7,036",2235,2175
5.9,"27,617",2236,2176
"5.9/10,5.9/10","86,399",2237,2177
4.2,"29,485",2238,2178
4.9,"21,580",2239,2179
6.4/10,"25,807",2240,2180
4.3,"32,909",2241,2181
7.2,"36,347",2242,2182
7.7,"177,448",2243,2183
"6.7/10,6.4/10","229,580",2244,2184
7.7,"283,700",2245,2185
7.7,"143,527",2246,2186
7.5,"38,962",2247,2187
7.1,"2,269",2248,2188
5.4,"4,189",2249,2189
7.5,"14,329",2250,2190
7.0,"3,006",2251,2191
4.7,463,2252,2192
6.8,"40,610",2253,2193
7.7,"85,359",2254,2194
"8.3/10,8.5/10","40,482",2255,2195
6.8,"41,133",2256,2196
7.7,"91,273",2257,2197
7.4,"63,066",2258,2198
7.0,"54,342",2259,2199
7.6,"170,673",2260,2200
8.0,"362,375",2261,2201
5.9,"56,513",2262,2202
6.8,"56,131",2263,2203
6.7,"12,025",2264,2204
5.8,"56,102",2265,2205
6.8,"83,001",2266,2206
7.3,"177,668",2267,2207
6.6,"122,221",2268,2208
6.2,"119,045",2269,2209
6.6,"108,611",2270,2210
7.8,"248,128",2271,2211
8.0,"286,311",2272,2212
6.6,"3,482",2273,2213
5.8,"134,669",2274,2214
4.3,"47,769",2275,2215
6.8,920,2276,2216
,,2277,29
7.1,"1,940",2278,2217
7.5,"24,390",2279,2218
6.8,514,2280,2219
7.0,"39,723",2281,2220
5.8,565,2282,2221
6.5,905,2283,2222
6.2,"35,807",2284,2223
5.1,"1,228",2285,2224
,,2286,29
7.8,"25,468",2287,2225
6.4,"69,713",2288,2226
7.7,"6,643",2289,2227
8.0,"60,727",2290,2228
7.3,"57,306",2291,2229
6.4,"74,810",2292,2230
6.7,"198,669",2293,2231
6.2,"82,382",2294,2232
5.9,"51,812",2295,2233
6.3,"35,825",2296,2234
6.6,"32,879",2297,2235
5.9,"53,080",2298,2236
7.8,"12,665",2299,2237
7.2,"203,985",2300,2238
"8.4/10,7.7/10","116,950",2301,2239
5.6,"39,633",2302,2240
6.6,"58,911",2303,2241
7.4,"26,785",2304,2242
7.1,"18,438",2305,2243
6.6,"46,110",2306,2244
7.7,"8,526",2307,2245
6.1,"3,740",2308,2246
7.8,"3,149",2309,2247
"6.4/10,5.7/10","129,136",2310,2248
7.2,"158,105",2311,2249
7.8,"11,741",2312,2250
6.7,"71,970",2313,2251
"7.4/10,7.1/10","147,094",2314,2252
6.7,"157,433",2315,2253
7.3,"200,672",2316,2254
7.5,"219,072",2317,2255
6.4,"122,756",2318,2256
7.4,"132,319",2319,2257
7.9,"344,072",2320,2258
5.9,"36,699",2321,2259
7.5,"54,275",2322,2260
7.1,"24,510",2323,2261
6.0,"30,567",2324,2262
6.8,"71,840",2325,2263
6.1,"14,579",2326,2264
7.5,"51,284",2327,2265
"6.1/10,6/10","24,817",2328,2266
7.6,"134,584",2329,2267
7.6,"179,481",2330,2268
6.4,"57,235",2331,2269
6.5,"73,529",2332,2270
6.9,"27,575",2333,2271
7.5,"62,144",2334,2272
6.9,"76,434",2335,2273
6.9,"65,030",2336,2274
6.4,"136,808",2337,2275
7.3,"138,414",2338,2276
7.3,"118,428",2339,2277
7.7,"188,268",2340,2278
6.6,"9,966",2341,2279
6.8,"5,269",2342,2280
6.1,"5,752",2343,2281
2.7,436,2344,2282
7.6,"80,028",2345,2283
6.0,"52,817",2346,2284
5.4,"46,146",2347,2285
6.7,"81,736",2348,2286
6.6,"66,852",2349,2287
5.6,"26,160",2350,2288
7.2,671,2351,2289
5.7,"3,629",2352,2290
7.1,"13,062",2353,2291
6.3,"141,675",2354,2292
5.6,"55,250",2355,2293
5.6,"54,738",2356,2294
6.7,"125,580",2357,2295
5.8,"27,033",2358,2296
6.7,"55,103",2359,2297
7.3,"101,562",2360,2298
8.0,"286,888",2361,2299
7.2,"130,670",2362,2300
7.4,"122,922",2363,2301
4.1,"9,723",2364,2302
7.6,"32,379",2365,2303
6.8,"33,993",2366,2304
7.6,"266,531",2367,2305
7.6,"71,578",2368,2306
6.1,"125,480",2369,2307
7.9,"254,877",2370,2308
7.8,"434,450",2371,2309
6.7,"206,291",2372,2310
6.5,"60,315",2373,2311
6.7,"78,172",2374,2312
6.2,"49,180",2375,2313
6.5,"76,506",2376,2314
6.9,"31,016",2377,2315
7.6,"32,903",2378,2316
7.5,"20,951",2379,2317
7.3,"77,113",2380,2318
6.4,"12,072",2381,2319
7.1,"10,653",2382,2320
7.0,609,2383,2321
8.0,"45,134",2384,2322
8.2,"148,384",2385,2323
"7.5/10,6.9/10","123,887",2386,2324
7.8,"10,486",2387,2325
7.4,"63,367",2388,2326
"6.5/10,5.8/10","117,418",2389,2327
7.5,"146,178",2390,2328
7.1,"84,348",2391,2329
8.6,"196,359",2392,2330
6.8,"88,770",2393,2331
8.3,"197,108",2394,2332
8.1,"93,635",2395,2333
6.6,"52,190",2396,2334
8.1,"552,787",2397,2335
7.7,"327,547",2398,2336
7.8,"306,072",2399,2337
7.9,"69,483",2400,2338
7.4,"19,528",2401,2339
7.7,"260,118",2402,2340
7.7,"120,882",2403,2341
7.6,"272,409",2404,2342
7.2,"98,841",2405,2343
3.7,"57,439",2406,2344
7.1,"11,107",2407,2345
5.5,"50,163",2408,2346
7.4,"58,090",2409,2347
6.8,"108,100",2410,2348
6.3,"107,169",2411,2349
5.5,"133,048",2412,2350
7.2,"92,798",2413,2351
6.2,"1,414",2414,2352
6.7,"66,036",2415,2353
6.3,"1,397",2416,2354
6.0,"14,721",2417,2355
5.6,115,2418,2356
5.8,"1,658",2419,2357
5.6,355,2420,2358
5.7,817,2421,2359
6.0,"22,165",2422,2360
6.0,"6,169",2423,2361
8.1,"105,846",2424,2362
6.4,"150,117",2425,2363
6.1,"111,293",2426,2364
6.2,"162,081",2427,2365
6.4,"228,739",2428,2366
6.4,"159,781",2429,2367
6.0,"112,954",2430,2368
6.8,"248,329",2431,2369
5.8,"103,090",2432,2370
5.5,"146,125",2433,2371
6.0,"167,278",2434,2372
5.8,"25,706",2435,2373
7.2,"25,375",2436,2374
6.8,"90,912",2437,2375
7.4,"76,360",2438,2376
7.3,"14,387",2439,2377
7.1,"34,541",2440,2378
6.7,"54,329",2441,2379
5.4,"19,421",2442,2380
4.4,"5,462",2443,2381
"6.7/10,5.9/10","66,789",2444,2382
6.1,94,2445,2383
6.3,"2,282",2446,2384
4.2,976,2447,2385
7.2,18,2448,2386
6.9,"2,272",2449,2387
6.9,"5,543",2450,2388
7.1,"2,827",2451,2389
,"2,022",2452,2390
7.6,92,2453,2391
6.7,"4,523",2454,2392
6.9,"1,001",2455,2393
6.7,"2,274",2456,2394
6.7,"48,985",2457,2395
4.5,"9,142",2458,2396
6.1,"40,919",2459,2397
5.9,"65,318",2460,2398
7.2,"1,158",2461,2399
7.4,"115,165",2462,2400
6.7,"51,072",2463,2401
6.2,"5,843",2464,2402
8.2,"269,460",2465,2403
8.6,"247,296",2466,2404
6.3,"15,398",2467,2405
8.3,"3,668",2468,2406
7.9,"27,699",2469,2407
7.5,"5,185",2470,2408
7.3,"4,065",2471,2409
7.8,"7,391",2472,2410
7.7,"14,015",2473,2411
5.4,"3,125",2474,2412
7.0,"10,626",2475,2413
7.2,"20,571",2476,2414
7.0,"3,377",2477,2415
7.4,"4,522",2478,2416
6.8,"2,607",2479,2417
7.4,"4,725",2480,2418
6.9,"3,489",2481,2419
3.7,922,2482,2420
6.8,"88,622",2483,2421
6.2,"13,819",2484,2422
5.0,"7,320",2485,2423
6.0,"29,340",2486,2424
6.1,"34,758",2487,2425
5.8,"50,707",2488,2426
5.5,"47,375",2489,2427
5.2,"30,853",2490,2428
5.8,"58,478",2491,2429
6.3,"46,090",2492,2430
7.6,"22,266",2493,2431
6.5,"2,925",2494,2432
7.3,"25,536",2495,2433
6.6,"7,899",2496,2434
"8.6/10,8.2/10","66,899",2497,2435
6.5,"2,061",2498,2436
3.3,124,2499,2437
7.0,"1,407",2500,2438
7.0,"4,289",2501,2439
7.3,780,2502,2440
7.8,"346,634",2503,2441
6.8,"80,405",2504,2442
6.4,"9,676",2505,2443
5.5,"4,646",2506,2444
4.8,"3,575",2507,2445
5.6,"5,033",2508,2446
4.7,"17,588",2509,2447
6.9,"30,821",2510,2448
5.5,"44,672",2511,2449
4.8,"15,552",2512,2450
6.0,"78,142",2513,2451
4.6,397,2514,2452
"8.5/10,8.3/10","99,555",2515,2453
5.1,125,2516,2454
6.7,"143,534",2517,2455
7.4,"108,038",2518,2456
7.4,"110,011",2519,2457
7.4,"172,857",2520,2458
6.2,"50,317",2521,2459
5.0,"64,086",2522,2460
7.2,"94,120",2523,2461
7.9,"172,543",2524,2462
6.8,"22,486",2525,2463
"7/10,7.2/10","128,284",2526,2464
6.6,"81,035",2527,2465
,,2528,29
4.1,18,2529,2466
6.2,53,2530,2467
6.5,184,2531,2468
5.2,137,2532,2469
6.7,"4,510",2533,2470
6.1,642,2534,2471
5.1,"41,116",2535,2472
4.8,139,2536,2473
5.0,"7,888",2537,2474
4.6,64,2538,2475
8.2,"406,526",2539,2476
5.2,401,2540,2477
4.4,"27,778",2541,2478
6.2,"29,601",2542,2479
6.6,"17,279",2543,2480
5.4,"15,133",2544,2481
6.0,"26,704",2545,2482
7.1,"108,921",2546,2483
6.9,"133,006",2547,2484
6.4,"7,975",2548,2485
6.9,"12,551",2549,2486
7.0,332,2550,2487
,,2551,29
5.8,"1,529",2552,2488
,,2553,29
8.0,470,2554,2489
7.9,17,2555,2490
7.8,109,2556,2491
7.5,234,2557,2492
8.0,"417,396",2558,2493
7.8,"12,721",2559,2494
7.4,"10,176",2560,2495
7.9,"17,340",2561,2496
7.9,"43,231",2562,2497
7.2,"14,718",2563,2498
7.9,"34,721",2564,2499
7.1,"33,040",2565,2500
8.6,"17,619",2566,2501
7.5,"20,016",2567,2502
6.4,"3,419",2568,2503
8.1,"13,401",2569,2504
8.4,"9,253",2570,2505
8.5,168,2571,2506
7.1,"1,546",2572,2507
8.3,840,2573,2508
8.4,114,2574,2509
3.8,"7,842",2575,2510
6.0,"4,411",2576,2511
7.9,194,2577,2512
8.8,"3,021",2578,2513
6.3,"4,586",2579,2514
7.7,"5,504",2580,2515
7.4,"32,821",2581,2516
7.5,"62,672",2582,2517
5.4,"2,145",2583,2518
7.1,"6,823",2584,2519
7.5,"21,967",2585,2520
7.7,"50,053",2586,2521
6.2,"2,579",2587,2522
7.4,"37,362",2588,2523
7.3,"8,768",2589,2524
6.8,"12,504",2590,2525
7.2,"13,051",2591,2526
7.7,"5,457",2592,2527
8.5,"120,948",2593,2528
7.4,"1,227",2594,2529
6.2,"4,169",2595,2530
7.7,"20,257",2596,2531
6.7,"20,036",2597,2532
6.5,"1,341",2598,2533
3.3,462,2599,2534
5.4,259,2600,2535
3.6,625,2601,2536
7.8,"1,714",2602,2537
4.7,392,2603,2538
6.2,257,2604,2539
7.2,"23,076",2605,2540
6.1,"52,245",2606,2541
7.2,"31,699",2607,2542
6.4,318,2608,2543
5.5,"40,959",2609,2544
5.9,"30,151",2610,2545
6.3,"160,618",2611,2546
7.3,"8,537",2612,2547
6.4,"6,928",2613,2548
5.4,"25,376",2614,2549
"5.3/10,6/10","70,133",2615,2550
5.8,"13,902",2616,2551
6.3,"57,966",2617,2552
5.5,"43,731",2618,2553
4.9,"29,895",2619,2554
8.0,"266,322",2620,2555
4.6,"31,863",2621,2556
4.8,"24,386",2622,2557
7.5,"250,821",2623,2558
5.9,"39,084",2624,2559
5.9,"22,267",2625,2560
6.4,"19,348",2626,2561
5.8,"18,426",2627,2562
5.8,"12,612",2628,2563
5.8,"46,249",2629,2564
5.3,"76,248",2630,2565
6.8,"103,278",2631,2566
5.2,"40,142",2632,2567
5.8,"28,137",2633,2568
6.7,"72,865",2634,2569
7.1,"126,283",2635,2570
7.6,"82,769",2636,2571
5.8,"77,198",2637,2572
6.2,"1,284",2638,2573
6.8,"40,608",2639,2574
6.7,"45,327",2640,2575
7.2,"9,842",2641,2576
4.6,420,2642,2577
6.4,"146,512",2643,2578
6.1,"157,342",2644,2579
7.2,"184,546",2645,2580
7.2,"177,756",2646,2581
7.2,"291,554",2647,2582
7.1,"282,190",2648,2583
6.3,"147,836",2649,2584
6.0,"32,704",2650,2585
7.7,"5,331",2651,2586
7.9,"3,604",2652,2587
4.8,"31,115",2653,2588
5.9,"59,675",2654,2589
7.3,"114,823",2655,2590
7.8,"541,389",2656,2591
7.0,"235,623",2657,2592
6.6,"259,509",2658,2593
7.7,"405,126",2659,2594
8.0,"366,029",2660,2595
7.9,"325,004",2661,2596
"8.4/10,8.6/10","79,663",2662,2597
6.7,"285,206",2663,2598
6.8,"196,738",2664,2599
6.4,"188,057",2665,2600
5.2,"111,231",2666,2601
5.4,"104,209",2667,2602
3.5,"45,884",2668,2603
7.2,"147,430",2669,2604
5.5,"91,990",2670,2605
5.1,"87,945",2671,2606
6.3,"152,217",2672,2607
6.8,"162,613",2673,2608
6.5,"125,515",2674,2609
6.1,"116,875",2675,2610
7.9,"224,588",2676,2611
7.9,"233,873",2677,2612
6.8,"80,349",2678,2613
6.9,"151,733",2679,2614
5.9,"101,514",2680,2615
6.2,"103,890",2681,2616
6.3,"83,571",2682,2617
6.1,"107,620",2683,2618
6.7,"146,953",2684,2619
7.4,"1,140",2685,2620
6.6,"152,160",2686,2621
5.2,"1,590",2687,2622
6.8,736,2688,2623
5.3,"17,805",2689,2624
5.4,"84,243",2690,2625
4.8,"9,189",2691,2626
6.1,"19,069",2692,2627
4.3,250,2693,2628
7.7,"23,541",2694,2629
5.4,"78,125",2695,2630
5.7,"22,085",2696,2631
5.5,"31,209",2697,2632
7.8,"45,579",2698,2633
8.4,"2,819",2699,2634
6.3,161,2700,2635
8.9,225,2701,2636
7.9,"6,706",2702,2637
7.5,"1,139",2703,2638
8.4,"4,381",2704,2639
4.9,"30,727",2705,2640
5.8,"46,733",2706,2641
5.6,"3,985",2707,2642
7.3,"5,641",2708,2643
6.7,"3,899",2709,2644
6.1,"29,978",2710,2645
7.8,"53,112",2711,2646
5.5,"1,717",2712,2647
"6.2/10,6.1/10","4,148",2713,2648
4.6,"5,748",2714,2649
7.1,"5,465",2715,2650
5.6,"9,773",2716,2651
4.9,"29,686",2717,2652
,,2718,29
"6.5/10,6.7/10","57,184",2719,2653
4.2,"14,044",2720,2654
3.5,"18,048",2721,2655
4.1,"36,770",2722,2656
4.4,"14,115",2723,2657
6.7,"171,038",2724,2658
5.4,"63,230",2725,2659
6.1,"5,832",2726,2660
5.4,452,2727,2661
6.7,"13,103",2728,2662
4.9,579,2729,2663
5.6,962,2730,2664
7.6,"2,620",2731,2665
5.4,"16,626",2732,2666
6.1,"25,714",2733,2667
5.2,"50,167",2734,2668
5.2,"41,757",2735,2669
7.5,"14,400",2736,2670
7.2,"284,161",2737,2671
"4.7/10,4.2/10","37,244",2738,2672
6.6,"110,463",2739,2673
1.7,407,2740,2674
6.7,"110,522",2741,2675
6.3,"156,447",2742,2676
6.3,"190,452",2743,2677
6.0,"46,262",2744,2678
6.0,"100,353",2745,2679
6.0,"78,889",2746,2680
6.0,"80,960",2747,2681
5.8,"58,092",2748,2682
5.9,"32,478",2749,2683
6.2,"99,005",2750,2684
5.7,"84,594",2751,2685
5.9,"95,422",2752,2686
4.7,"87,319",2753,2687
6.6,"58,464",2754,2688
3.9,"32,405",2755,2689
6.2,"168,561",2756,2690
3.3,"12,957",2757,2691
6.1,"6,107",2758,2692
8.3,"345,017",2759,2693
6.2,"82,973",2760,2694
7.4,"172,061",2761,2695
4.5,"8,384",2762,2696
5.1,"14,193",2763,2697
4.2,"2,836",2764,2698
4.5,"8,398",2765,2699
5.7,"15,730",2766,2700
,"1,156",2767,2701
7.2,"35,767",2768,2702
6.2,49,2769,2703
2.1,168,2770,2704
4.0,41,2771,2705
1.4,110,2772,2706
1.5,881,2773,2707
2.4,"2,769",2774,2708
5.9,"14,724",2775,2709
7.4,"35,439",2776,2710
8.1,546,2777,2711
5.8,"2,547",2778,2712
7.1,"118,602",2779,2713
7.2,"144,979",2780,2714
6.7,"105,247",2781,2715
6.7,"116,356",2782,2716
8.4,"668,400",2783,2717
5.1,"79,779",2784,2718
3.9,"5,425",2785,2719
4.0,"4,485",2786,2720
4.1,"2,929",2787,2721
6.1,"21,375",2788,2722
4.2,"7,561",2789,2723
5.2,"9,523",2790,2724
6.4,"29,054",2791,2725
7.2,200,2792,2726
7.1,"1,457",2793,2727
6.3,191,2794,2728
6.7,140,2795,2729
5.5,87,2796,2730
5.1,"1,333",2797,2731
4.9,"10,310",2798,2732
6.7,973,2799,2733
6.9,"19,932",2800,2734
5.5,"5,212",2801,2735
6.5,"49,578",2802,2736
5.7,"2,636",2803,2737
6.1,"13,469",2804,2738
3.2,312,2805,2739
"5.9/10,6/10","11,837",2806,2740
5.1,"44,161",2807,2741
7.1,98,2808,2742
6.7,"14,077",2809,2743
6.7,"84,681",2810,2744
6.7,"2,409",2811,2745
6.9,"33,880",2812,2746
5.8,"28,115",2813,2747
7.8,"88,804",2814,2748
6.8,"7,700",2815,2749
7.7,"37,591",2816,2750
6.5,"75,188",2817,2751
5.4,"97,979",2818,2752
7.1,"1,517",2819,2753
6.7,428,2820,2754
7.2,"9,241",2821,2755
6.1,190,2822,2756
6.3,309,2823,2757
5.8,"7,515",2824,2758
6.8,"28,536",2825,2759
6.4,208,2826,2760
6.7,"7,698",2827,2761
4.6,109,2828,2762
6.7,"21,525",2829,2763
6.9,"43,133",2830,2764
6.1,"14,185",2831,2765
"6.4/10,5.5/10","17,769",2832,2766
6.8,"25,890",2833,2767
6.6,"34,060",2834,2768
7.6,"181,700",2835,2769
7.3,"65,443",2836,2770
6.5,"93,126",2837,2771
6.3,"93,035",2838,2772
7.5,"94,834",2839,2773
7.2,"66,355",2840,2774
7.2,"40,504",2841,2775
7.9,"132,922",2842,2776
6.9,"44,572",2843,2777
7.4,"64,193",2844,2778
7.8,"148,008",2845,2779
7.6,"96,554",2846,2780
5.2,"24,351",2847,2781
4.8,796,2848,2782
5.7,"42,946",2849,2783
3.8,"11,508",2850,2784
4.8,"23,448",2851,2785
"4/10,4.2/10","17,040",2852,2786
5.4,"7,188",2853,2787
5.9,"19,705",2854,2788
5.2,"2,942",2855,2789
3.1,"7,891",2856,2790
5.6,"6,913",2857,2791
6.8,"52,149",2858,2792
5.9,354,2859,2793
7.3,"18,523",2860,2794
7.2,"82,809",2861,2795
5.7,"1,435",2862,2796
6.3,176,2863,2797
4.0,"2,850",2864,2798
4.9,"1,645",2865,2799
6.3,"76,175",2866,2800
6.9,"5,369",2867,2801
6.4,"49,631",2868,2802
5.9,"30,954",2869,2803
6.1,"38,901",2870,2804
7.0,"19,765",2871,2805
7.0,"1,612",2872,2806
6.4,"10,361",2873,2807
7.3,"31,844",2874,2808
6.4,"5,731",2875,2809
5.5,"30,557",2876,2810
5.8,"36,542",2877,2811
6.6,509,2878,2812
7.2,"5,183",2879,2813
4.4,"1,203",2880,2814
5.8,"29,886",2881,2815
6.1,"33,192",2882,2816
4.9,"13,099",2883,2817
5.8,"44,564",2884,2818
4.2,"42,217",2885,2819
5.8,"56,424",2886,2820
,"3,227",2887,2821
5.1,"3,463",2888,2822
5.7,"14,093",2889,2823
5.6,"15,047",2890,2824
5.6,755,2891,2825
5.5,415,2892,2826
5.9,378,2893,2827
5.6,"7,003",2894,2828
5.6,"172,771",2895,2829
7.0,"64,360",2896,2830
6.4,"140,472",2897,2831
6.9,"65,224",2898,2832
6.6,"17,759",2899,2833
6.0,"20,416",2900,2834
6.0,"7,435",2901,2835
7.0,"24,950",2902,2836
6.3,"51,740",2903,2837
"2.4/10,3.6/10","20,941",2904,2838
5.1,"3,103",2905,2839
6.1,581,2906,2840
4.1,456,2907,2841
5.7,"1,751",2908,2842
6.2,"36,121",2909,2843
4.4,437,2910,2844
4.4,"10,209",2911,2845
3.6,"14,503",2912,2846
6.9,"60,041",2913,2847
3.7,"11,664",2914,2848
5.4,"52,568",2915,2849
6.0,"7,857",2916,2850
6.6,"62,142",2917,2851
5.8,"7,659",2918,2852
4.9,"5,655",2919,2853
4.5,"21,304",2920,2854
5.5,"11,772",2921,2855
6.2,"34,933",2922,2856
6.2,"27,057",2923,2857
5.9,"24,413",2924,2858
6.2,"51,222",2925,2859
6.8,"47,898",2926,2860
5.9,"1,171",2927,2861
6.0,38,2928,2862
5.9,28,2929,2863
4.9,139,2930,2864
7.1,48,2931,2865
4.7,125,2932,2866
6.3,10,2933,2867
,130,2934,2868
6.6,431,2935,2869
,,2936,29
5.4,"1,882",2937,2870
7.0,"1,606",2938,2871
5.7,137,2939,2872
6.6,140,2940,2873
6.8,509,2941,2874
5.5,13,2942,2875
6.1,"40,215",2943,2876
6.9,"6,084",2944,2877
5.9,630,2945,2878
7.7,202,2946,2879
3.8,145,2947,2880
5.8,9,2948,2881
6.7,88,2949,2882
4.9,93,2950,2883
4.8,167,2951,2884
8.3,68,2952,2885
6.3,673,2953,2886
6.8,10,2954,2887
7.1,17,2955,2888
6.6,168,2956,2889
6.0,894,2957,2890
5.2,15,2958,2891
3.3,73,2959,2892
7.1,54,2960,2893
5.6,58,2961,2894
5.7,366,2962,2895
5.9,"1,464",2963,2896
6.9,"9,568",2964,2897
5.0,401,2965,2898
7.2,"3,666",2966,2899
6.2,477,2967,2900
6.7,40,2968,2901
6.9,80,2969,2902
6.0,991,2970,2903
5.6,519,2971,2904
7.2,17,2972,2905
7.3,16,2973,2906
4.2,63,2974,2907
,,2975,29
4.8,77,2976,2908
5.5,226,2977,2909
6.6,608,2978,2910
5.5,505,2979,2911
7.1,86,2980,2912
3.9,546,2981,2913
6.7,"23,041",2982,2914
6.8,"42,773",2983,2915
5.6,284,2984,2916
5.7,"1,257",2985,2917
4.6,"3,404",2986,2918
4.6,667,2987,2919
6.6,103,2988,2920
,,2989,29
5.6,"49,570",2990,2921
7.7,20,2991,2922
7.8,"1,452",2992,2923
6.0,773,2993,2924
6.2,117,2994,2925
6.7,"9,092",2995,2926
4.2,195,2996,2927
6.1,179,2997,2928
"4.4/10,4.5/10","8,256",2998,2929
8.2,8,2999,2930
4.4,35,3000,2931
6.5,"49,810",3001,2932
6.1,"79,336",3002,2933
6.1,"8,033",3003,2934
6.2,"7,121",3004,2935
4.5,"5,780",3005,2936
5.8,741,3006,2937
7.5,55,3007,2938
,,3008,29
7.4,69,3009,2939
6.6,"1,694",3010,2940
7.5,"12,078",3011,2941
6.8,232,3012,2942
7.1,913,3013,2943
6.3,47,3014,2944
6.0,907,3015,2945
5.4,"1,342",3016,2946
5.9,112,3017,2947
6.7,902,3018,2948
6.0,273,3019,2949
