flight,sched_dep_time,original_index,unique_index
AA-484-DFW-MIA,4:15 p.m.,1178,7
CO-63-EWR-IAH,,1179,165
AA-466-IAH-MIA,6:00 a.m.,1180,9
UA-3050-PHX-CLT,11:05 a.m.,1181,160
AA-1886-BOS-MIA,10:45 a.m.,1182,10
AA-1664-MIA-ATL,10:15 a.m.,1183,12
AA-404-MIA-MCO,6:45 a.m.,1184,18
AA-3756-ORD-SLC,12:15 p.m.,1185,4
UA-382-IAD-LAX,,1186,83
UA-2945-PHL-CLT,12:00 p.m.,1187,164
AA-2050-ORD-MIA,10:40 a.m.,1188,20
UA-248-PHX-ORD,12:57 p.m.,1189,167
AA-4330-CVG-ORD,3:35 p.m.,1190,21
AA-4307-ORD-DTW,6:45 p.m.,1191,23
CO-1694-LAX-IAH,7:15 p.m.,1192,95
UA-843-LAX-ORD,,1193,96
CO-1193-EWR-MCO,9:15 a.m.,1194,97
AA-1221-MCO-ORD,8:00 p.m.,1195,28
CO-16-LAX-EWR,10:25 a.m.,1196,105
AA-400-DFW-JFK,10:40 a.m.,1197,29
UA-664-ORD-PHL,1:33 p.m.,1198,171
AA-1522-SFO-ORD,11:55 p.m.,1199,31
UA-257-JFK-SFO,2:30 p.m.,1200,163
UA-3373-IAD-PHL,8:29 a.m.,1201,188
CO-1250-MIA-IAH,,1202,174
UA-6273-YYC-SFO,,1203,120
UA-828-SFO-ORD,11:08 p.m.,1204,121
CO-4888-IAH-DAL,5:30 p.m.,1205,175
UA-2704-DTW-PHX,,1206,124
UA-2708-EWR-CLT,,1207,126
UA-1500-IAH-GUA,,1208,177
AA-3804-PHL-ORD,2:35 p.m.,1209,38
AA-2268-PHX-ORD,7:15 a.m.,1210,40
UA-233-LAX-JFK,4:25 p.m.,1211,173
AA-4277-CVG-JFK,12:10 p.m.,1212,41
AA-2957-DFW-CVG,7:55 a.m.,1213,11
UA-37-EDI-EWR,9:05 a.m.,1214,194
AA-789-ORD-DEN,1:05 p.m.,1215,42
UA-854-SFO-IAH,7:53 a.m.,1216,195
AA-85-JFK-SFO,3:05 p.m.,1217,44
AA-1640-MIA-MCO,6:30 p.m.,1218,2
AA-1544-SAN-ORD,11:25 a.m.,1219,45
AA-3786-IAH-ORD,4:00 p.m.,1220,46
AA-3809-PHX-LAX,6:00 a.m.,1221,48
AA-59-JFK-SFO,7:10 a.m.,1222,49
AA-3859-IAH-ORD,,1223,50
CO-1586-IAH-MCO,7:00 p.m.,1224,51
AA-518-MIA-JFK,,1225,52
UA-397-JFK-SFO,,1226,53
UA-3925-IAD-ORF,,1227,54
AA-1733-ORD-PHX,,1228,55
UA-2830-MCO-CLT,,1229,56
CO-58-DEN-IAH,11:25 a.m.,1230,57
AA-1544-SAN-ORD,,1231,58
UA-5487-SFO-MRY,,1232,59
AA-204-LAX-MCO,,1233,60
UA-414-LAX-SFO,,1234,61
CO-1614-LAX-IAH,12:30 a.m.,1235,62
UA-2726-FLL-PHL,,1236,63
CO-52-IAH-LAX,7:35 a.m.,1237,64
CO-1090-BOS-IAH,9:45 a.m.,1238,65
AA-616-DFW-DTW,,1239,66
UA-3515-IAD-MSP,,1240,67
AA-3468-CVG-MIA,,1241,68
AA-484-DFW-MIA,,1242,69
AA-1886-BOS-MIA,,1243,70
CO-62-IAH-EWR,2:30 p.m.,1244,71
CO-1561-PHX-IAH,8:05 a.m.,1245,72
UA-2314-ATL-PHL,,1246,73
AA-446-DFW-PHL,,1247,74
CO-1023-IAH-DEN,11:40 a.m.,1248,75
AA-466-IAH-MIA,,1249,76
UA-3050-PHX-CLT,,1250,77
CO-89-IAH-EWR,6:00 a.m.,1251,78
CO-1088-CLE-IAH,8:40 a.m.,1252,79
AA-1664-MIA-ATL,,1253,80
AA-1279-DFW-PHX,,1254,81
UA-854-SFO-IAH,,1255,82
UA-382-IAD-LAX,,1256,83
AA-4344-ORD-DTW,,1257,84
UA-257-JFK-SFO,,1258,85
UA-2945-PHL-CLT,,1259,86
CO-63-EWR-IAH,5:25 p.m.,1260,87
CO-47-IAH-LAX,7:10 p.m.,1261,88
AA-2050-ORD-MIA,,1262,89
UA-248-PHX-ORD,,1263,90
AA-4330-CVG-ORD,3:35 p.m.,1264,21
AA-1434-DFW-MCO,,1265,91
AA-1640-MIA-MCO,,1266,92
AA-4307-ORD-DTW,,1267,93
AA-3-JFK-LAX,,1268,94
CO-1694-LAX-IAH,7:15 p.m.,1269,95
UA-843-LAX-ORD,,1270,96
CO-1193-EWR-MCO,9:15 a.m.,1271,97
AA-3842-MSP-ORD,,1272,98
AA-643-MIA-ORD,,1273,99
AA-1007-MIA-PHX,,1274,100
AA-2525-DFW-MIA,,1275,101
UA-2906-PHL-MCO,,1276,102
UA-938-DEN-ORD,,1277,103
AA-1221-MCO-ORD,,1278,104
CO-16-LAX-EWR,10:25 a.m.,1279,105
UA-2515-DFW-CLT,,1280,106
AA-400-DFW-JFK,,1281,107
UA-664-ORD-PHL,,1282,108
AA-3756-ORD-SLC,,1283,109
UA-37-EWR-MCO,1:29 p.m.,1284,110
AA-1522-SFO-ORD,,1285,111
UA-233-LAX-JFK,,1286,112
AA-3823-LAX-DEN,,1287,113
AA-2312-DFW-DTW,,1288,114
AA-1165-JFK-MIA,,1289,115
AA-431-MIA-SFO,,1290,116
UA-3373-IAD-PHL,,1291,117
AA-649-ORD-SNA,,1292,118
CO-1250-MIA-IAH,2:53 p.m.,1293,119
UA-6273-YYC-SFO,,1294,120
UA-828-SFO-ORD,11:08 p.m.,1295,121
CO-4888-IAH-DAL,,1296,122
UA-858-PVG-SFO,,1297,123
UA-2704-DTW-PHX,,1298,124
AA-3063-SLC-LAX,,1299,125
UA-2708-EWR-CLT,,1300,126
UA-62-IAH-EWR,2:30 p.m.,1301,127
UA-1500-IAH-GUA,8:55 a.m.,1302,128
AA-3804-PHL-ORD,,1303,129
AA-1917-JFK-MCO,,1304,130
AA-2268-PHX-ORD,,1305,131
AA-4277-CVG-JFK,,1306,132
AA-2957-DFW-CVG,,1307,133
UA-37-EDI-EWR,9:05 a.m. (-00:00),1308,134
AA-789-ORD-DEN,,1309,135
AA-415-BOS-ORD,,1310,136
AA-85-JFK-SFO,,1311,137
AA-3979-CVG-ORD,,1312,138
AA-3786-IAH-ORD,,1313,139
AA-271-MIA-LAX,,1314,140
CO-50-CLE-EWR,2:55 p.m.,1315,141
UA-3099-PHX-PHL,,1316,142
AA-4198-ORD-CLE,,1317,143
AA-404-MIA-MCO,,1318,144
CO-45-EWR-MIA,4:00 p.m.,1319,145
AA-3809-PHX-LAX,,1320,146
AA-59-JFK-SFO,,1321,147
AA-222-LAX-BOS,,1322,148
AA-3859-IAH-ORD,7:10aDec 1,1323,216
CO-1586-IAH-MCO,7:00 p.m.,1324,51
AA-518-MIA-JFK,6:40aDec 1,1325,217
UA-397-JFK-SFO,8:19aDec 1,1326,218
UA-3925-IAD-ORF,8:41aDec 1,1327,219
AA-1733-ORD-PHX,7:45 p.m.,1328,1
AA-3-JFK-LAX,12:00 p.m.,1329,24
UA-2830-MCO-CLT,3:27 p.m.,1330,151
CO-58-DEN-IAH,11:25aDec 1,1331,220
UA-5487-SFO-MRY,10:39aDec 1,1332,221
AA-204-LAX-MCO,11:25 p.m.,1333,5
UA-414-LAX-SFO,6:14aDec 1,1334,222
CO-1614-LAX-IAH,12:30aDec 1,1335,223
UA-2726-FLL-PHL,4:00 p.m.,1336,154
CO-52-IAH-LAX,7:35aDec 1,1337,224
CO-1090-BOS-IAH,9:45aDec 1,1338,225
AA-616-DFW-DTW,10:00aDec 1,1339,226
UA-3515-IAD-MSP,8:15aDec 1,1340,227
AA-3468-CVG-MIA,7:00aDec 1,1341,228
AA-484-DFW-MIA,4:15 p.m.,1342,7
AA-1886-BOS-MIA,10:45aDec 1,1343,229
CO-62-IAH-EWR,2:30 p.m.,1344,71
CO-1561-PHX-IAH,8:05aDec 1,1345,230
UA-2314-ATL-PHL,2:55 p.m.,1346,193
AA-446-DFW-PHL,11:50aDec 1,1347,231
CO-1023-IAH-DEN,11:40aDec 1,1348,232
AA-466-IAH-MIA,6:00aDec 1,1349,233
UA-3050-PHX-CLT,11:05aDec 1,1350,234
CO-89-IAH-EWR,6:00aDec 1,1351,235
CO-1088-CLE-IAH,8:40aDec 1,1352,236
AA-1664-MIA-ATL,10:15aDec 1,1353,237
AA-1279-DFW-PHX,1:00 p.m.,1354,14
UA-854-SFO-IAH,7:53aDec 1,1355,238
UA-382-IAD-LAX,12:30 p.m.,1356,196
AA-4344-ORD-DTW,11:45aDec 1,1357,239
UA-257-JFK-SFO,2:46 p.m.,1358,240
UA-2945-PHL-CLT,12:00 p.m.,1359,164
CO-63-EWR-IAH,5:25 p.m.,1360,87
CO-47-IAH-LAX,7:10 p.m.,1361,88
AA-2050-ORD-MIA,10:40aDec 1,1362,241
UA-248-PHX-ORD,12:57 p.m.,1363,167
AA-4330-CVG-ORD,3:35 p.m.,1364,21
AA-1434-DFW-MCO,7:15aDec 1,1365,242
AA-1640-MIA-MCO,6:30 p.m.,1366,2
AA-4307-ORD-DTW,6:45 p.m.,1367,23
CO-1694-LAX-IAH,7:15 p.m.,1368,95
UA-843-LAX-ORD,2:22 p.m.,1369,243
CO-1193-EWR-MCO,9:15aDec 1,1370,244
AA-3842-MSP-ORD,6:00aDec 1,1371,245
AA-643-MIA-ORD,7:10aDec 1,1372,246
AA-1007-MIA-PHX,4:55 p.m.,1373,27
UA-2906-PHL-MCO,3:50 p.m.,1374,169
UA-938-DEN-ORD,4:16 p.m.,1375,186
AA-1221-MCO-ORD,8:00 p.m.,1376,28
CO-16-LAX-EWR,10:25aDec 1,1377,247
UA-2515-DFW-CLT,7:05aDec 1,1378,248
AA-400-DFW-JFK,10:40aDec 1,1379,249
UA-664-ORD-PHL,1:33 p.m.,1380,171
AA-3756-ORD-SLC,12:15 p.m.,1381,4
UA-37-EWR-MCO,1:29 p.m.,1382,110
AA-1522-SFO-ORD,11:55 p.m.,1383,31
UA-233-LAX-JFK,4:25 p.m.,1384,173
AA-3823-LAX-DEN,9:00 p.m.,1385,32
AA-2312-DFW-DTW,8:25 p.m.,1386,33
AA-1165-JFK-MIA,6:59aDec 1,1387,250
AA-431-MIA-SFO,8:35aDec 1,1388,251
AA-649-ORD-SNA,1:30 p.m.,1389,36
CO-1250-MIA-IAH,2:53 p.m.,1390,119
UA-6273-YYC-SFO,7:35aDec 1,1391,252
UA-828-SFO-ORD,11:08 p.m.,1392,121
CO-4888-IAH-DAL,5:30 p.m.,1393,175
UA-858-PVG-SFO,1:45 p.m.,1394,190
UA-2704-DTW-PHX,11:15aDec 1,1395,253
AA-3063-SLC-LAX,8:20 p.m.,1396,37
UA-2708-EWR-CLT,2:55 p.m.,1397,192
UA-62-IAH-EWR,2:30 p.m.,1398,127
UA-1500-IAH-GUA,8:55aDec 1,1399,254
AA-3804-PHL-ORD,2:35 p.m.,1400,38
AA-1917-JFK-MCO,2:55 p.m.,1401,39
AA-2268-PHX-ORD,7:15aDec 1,1402,255
AA-4277-CVG-JFK,12:10 p.m.,1403,41
AA-2957-DFW-CVG,7:55aDec 1,1404,256
UA-37-EDI-EWR,9:05aDec 1,1405,257
AA-789-ORD-DEN,1:05 p.m.,1406,42
AA-415-BOS-ORD,8:35aDec 1,1407,258
AA-85-JFK-SFO,3:05 p.m.,1408,44
AA-3979-CVG-ORD,7:30aDec 1,1409,259
AA-1544-SAN-ORD,11:25aDec 1,1410,260
AA-3786-IAH-ORD,4:00 p.m.,1411,46
AA-271-MIA-LAX,11:35aDec 1,1412,261
AA-2525-DFW-MIA,7:25aDec 1,1413,262
CO-50-CLE-EWR,2:55 p.m.,1414,141
UA-3099-PHX-PHL,11:55aDec 1,1415,263
AA-4198-ORD-CLE,10:40aDec 1,1416,264
AA-404-MIA-MCO,6:45aDec 1,1417,265
CO-45-EWR-MIA,4:00 p.m.,1418,145
AA-3809-PHX-LAX,6:00aDec 1,1419,266
AA-59-JFK-SFO,7:10aDec 1,1420,267
AA-222-LAX-BOS,7:10aDec 1,1421,268
AA-446-DFW-PHL,,1422,74
UA-3373-IAD-PHL,,1423,117
AA-3804-PHL-ORD,2:35 p.m.,1424,38
UA-664-ORD-PHL,,1425,108
CO-1586-IAH-MCO,7:00 p.m.,1426,51
CO-52-IAH-LAX,7:35 a.m.,1427,64
CO-1023-IAH-DEN,11:40 a.m.,1428,75
CO-89-IAH-EWR,6:00 a.m.,1429,78
CO-1694-LAX-IAH,7:15 p.m.,1430,95
CO-1614-LAX-IAH,12:30 a.m.,1431,62
CO-1088-CLE-IAH,8:40 a.m.,1432,79
CO-58-DEN-IAH,11:25 a.m.,1433,57
CO-50-CLE-EWR,2:55 p.m.,1434,141
CO-62-IAH-EWR,2:30 p.m.,1435,71
CO-1193-EWR-MCO,9:15 a.m.,1436,97
CO-16-LAX-EWR,10:25 a.m.,1437,105
CO-1090-BOS-IAH,9:45 a.m.,1438,65
CO-1250-MIA-IAH,2:53 p.m.,1439,119
CO-47-IAH-LAX,7:10 p.m.,1440,88
CO-4888-IAH-DAL,5:30 p.m.,1441,175
CO-45-EWR-MIA,4:00 p.m.,1442,145
CO-63-EWR-IAH,5:25 p.m.,1443,87
CO-1561-PHX-IAH,8:05 a.m.,1444,72
AA-3842-MSP-ORD,6:00 a.m.,1445,25
AA-3804-PHL-ORD,2:35 p.m.,1446,38
CO-1090-BOS-IAH,9:45 a.m.,1447,65
AA-1917-JFK-MCO,2:55 p.m.,1448,39
UA-2906-PHL-MCO,3:50 p.m.,1449,169
CO-89-IAH-EWR,6:00 a.m.,1450,78
UA-938-DEN-ORD,4:16 p.m.,1451,186
UA-3925-IAD-ORF,8:41 a.m.,1452,181
AA-789-ORD-DEN,1:05 p.m.,1453,42
AA-1434-DFW-MCO,7:15 a.m.,1454,22
UA-664-ORD-PHL,1:33 p.m.,1455,171
AA-3756-ORD-SLC,12:15 p.m.,1456,4
CO-1614-LAX-IAH,12:30 a.m.,1457,62
CO-58-DEN-IAH,11:25 a.m.,1458,57
UA-233-LAX-JFK,4:25 p.m.,1459,173
AA-3979-CVG-ORD,7:30 a.m.,1460,13
AA-3823-LAX-DEN,9:00 p.m.,1461,32
AA-3786-IAH-ORD,4:00 p.m.,1462,46
AA-431-MIA-SFO,8:35 a.m.,1463,35
AA-1733-ORD-PHX,7:45 p.m.,1464,1
UA-3373-IAD-PHL,8:29 a.m.,1465,188
UA-3099-PHX-PHL,11:55 a.m.,1466,180
UA-2314-ATL-PHL,2:55 p.m.,1467,193
CO-16-LAX-EWR,10:25 a.m.,1468,105
CO-1250-MIA-IAH,2:53 p.m.,1469,119
AA-3468-CVG-MIA,7:00 a.m.,1470,6
AA-2050-ORD-MIA,10:40 a.m.,1471,20
AA-415-BOS-ORD,8:35 a.m.,1472,43
AA-3063-SLC-LAX,8:20 p.m.,1473,37
AA-3809-PHX-LAX,6:00 a.m.,1474,48
AA-59-JFK-SFO,7:10 a.m.,1475,49
UA-62-IAH-EWR,2:30 p.m.,1476,127
AA-616-DFW-DTW,9:05 a.m.,1477,15
AA-3-JFK-LAX,12:00 p.m.,1478,24
CO-1694-LAX-IAH,7:15 p.m.,1479,95
AA-446-DFW-PHL,11:50 a.m.,1480,8
UA-397-JFK-SFO,,1481,53
AA-85-JFK-SFO,,1482,137
AA-431-MIA-SFO,,1483,116
AA-59-JFK-SFO,,1484,147
UA-257-JFK-SFO,,1485,85
UA-414-LAX-SFO,,1486,61
AA-3859-IAH-ORD,,1487,50
CO-1586-IAH-MCO,7:00 p.m.,1488,51
AA-518-MIA-JFK,,1489,52
UA-397-JFK-SFO,,1490,53
UA-3925-IAD-ORF,,1491,54
AA-1733-ORD-PHX,,1492,55
UA-2830-MCO-CLT,,1493,56
CO-58-DEN-IAH,11:25 a.m.,1494,57
AA-1544-SAN-ORD,,1495,58
UA-5487-SFO-MRY,,1496,59
AA-204-LAX-MCO,,1497,60
UA-414-LAX-SFO,,1498,61
CO-1614-LAX-IAH,12:30 a.m.,1499,62
UA-2726-FLL-PHL,,1500,63
CO-52-IAH-LAX,7:35 a.m.,1501,64
CO-1090-BOS-IAH,9:45 a.m.,1502,65
AA-616-DFW-DTW,,1503,66
UA-3515-IAD-MSP,,1504,67
AA-3468-CVG-MIA,,1505,68
AA-484-DFW-MIA,,1506,69
AA-1886-BOS-MIA,,1507,70
CO-62-IAH-EWR,2:30 p.m.,1508,71
CO-1561-PHX-IAH,8:05 a.m.,1509,72
UA-2314-ATL-PHL,,1510,73
AA-446-DFW-PHL,,1511,74
CO-1023-IAH-DEN,11:40 a.m.,1512,75
AA-466-IAH-MIA,,1513,76
UA-3050-PHX-CLT,,1514,77
CO-89-IAH-EWR,6:00 a.m.,1515,78
CO-1088-CLE-IAH,8:40 a.m.,1516,79
AA-1664-MIA-ATL,,1517,80
AA-1279-DFW-PHX,,1518,81
UA-854-SFO-IAH,,1519,82
UA-382-IAD-LAX,,1520,83
AA-4344-ORD-DTW,,1521,84
UA-257-JFK-SFO,,1522,85
UA-2945-PHL-CLT,,1523,86
CO-63-EWR-IAH,5:25 p.m.,1524,87
CO-47-IAH-LAX,7:10 p.m.,1525,88
AA-2050-ORD-MIA,,1526,89
UA-248-PHX-ORD,,1527,90
AA-4330-CVG-ORD,3:35 p.m.,1528,21
AA-1434-DFW-MCO,,1529,91
AA-1640-MIA-MCO,,1530,92
AA-4307-ORD-DTW,,1531,93
AA-3-JFK-LAX,,1532,94
CO-1694-LAX-IAH,7:15 p.m.,1533,95
UA-843-LAX-ORD,,1534,96
CO-1193-EWR-MCO,9:15 a.m.,1535,97
AA-3842-MSP-ORD,,1536,98
AA-643-MIA-ORD,,1537,99
AA-1007-MIA-PHX,,1538,100
AA-2525-DFW-MIA,,1539,101
UA-2906-PHL-MCO,,1540,102
UA-938-DEN-ORD,,1541,103
AA-1221-MCO-ORD,,1542,104
CO-16-LAX-EWR,10:25 a.m.,1543,105
UA-2515-DFW-CLT,,1544,106
AA-400-DFW-JFK,,1545,107
UA-664-ORD-PHL,,1546,108
AA-3756-ORD-SLC,,1547,109
UA-37-EWR-MCO,1:29 p.m.,1548,110
AA-1522-SFO-ORD,,1549,111
UA-233-LAX-JFK,,1550,112
AA-3823-LAX-DEN,,1551,113
AA-2312-DFW-DTW,,1552,114
AA-1165-JFK-MIA,,1553,115
AA-431-MIA-SFO,,1554,116
UA-3373-IAD-PHL,,1555,117
AA-649-ORD-SNA,,1556,118
CO-1250-MIA-IAH,2:53 p.m.,1557,119
UA-6273-YYC-SFO,,1558,120
UA-828-SFO-ORD,11:08 p.m.,1559,121
CO-4888-IAH-DAL,,1560,122
UA-858-PVG-SFO,,1561,123
UA-2704-DTW-PHX,,1562,124
AA-3063-SLC-LAX,,1563,125
UA-2708-EWR-CLT,,1564,126
UA-62-IAH-EWR,2:30 p.m.,1565,127
UA-1500-IAH-GUA,8:55 a.m.,1566,128
AA-3804-PHL-ORD,,1567,129
AA-1917-JFK-MCO,,1568,130
AA-2268-PHX-ORD,,1569,131
AA-4277-CVG-JFK,,1570,132
AA-2957-DFW-CVG,,1571,133
UA-37-EDI-EWR,9:05 a.m. (-00:00),1572,134
AA-789-ORD-DEN,,1573,135
AA-415-BOS-ORD,,1574,136
AA-85-JFK-SFO,,1575,137
AA-3979-CVG-ORD,,1576,138
AA-3786-IAH-ORD,,1577,139
AA-271-MIA-LAX,,1578,140
CO-50-CLE-EWR,2:55 p.m.,1579,141
UA-3099-PHX-PHL,,1580,142
AA-4198-ORD-CLE,,1581,143
AA-404-MIA-MCO,,1582,144
CO-45-EWR-MIA,4:00 p.m.,1583,145
AA-3809-PHX-LAX,,1584,146
AA-59-JFK-SFO,,1585,147
AA-222-LAX-BOS,,1586,148
AA-1733-ORD-PHX,7:45 p.m.,1587,1
CO-1586-IAH-MCO,7:00 p.m.,1588,51
UA-3925-IAD-ORF,8:41aDec 1,1589,219
AA-1640-MIA-MCO,6:30 p.m.,1590,2
UA-2830-MCO-CLT,3:27 p.m.,1591,151
UA-5487-SFO-MRY,10:39aDec 1,1592,221
AA-204-LAX-MCO,11:25 p.m.,1593,5
CO-1614-LAX-IAH,12:30aDec 1,1594,223
UA-2726-FLL-PHL,4:00 p.m.,1595,154
CO-1090-BOS-IAH,9:45aDec 1,1596,225
AA-3468-CVG-MIA,7:00aDec 1,1597,228
CO-62-IAH-EWR,2:30 p.m.,1598,71
CO-1023-IAH-DEN,11:40aDec 1,1599,232
AA-466-IAH-MIA,6:00aDec 1,1600,233
UA-3050-PHX-CLT,11:05aDec 1,1601,234
AA-1664-MIA-ATL,10:15 a.m.,1602,12
AA-3979-CVG-ORD,7:30aDec 1,1603,259
UA-382-IAD-LAX,12:30 p.m.,1604,196
AA-616-DFW-DTW,9:05 a.m.,1605,15
AA-4344-ORD-DTW,11:45aDec 1,1606,239
UA-2945-PHL-CLT,12:00 p.m.,1607,164
CO-47-IAH-LAX,7:10 p.m.,1608,88
AA-271-MIA-LAX,11:35 a.m.,1609,19
AA-3842-MSP-ORD,6:00aDec 1,1610,245
AA-643-MIA-ORD,7:10aDec 1,1611,246
AA-1007-MIA-PHX,4:55 p.m.,1612,27
AA-2525-DFW-MIA,7:25aDec 1,1613,262
AA-1221-MCO-ORD,8:00 p.m.,1614,28
UA-2515-DFW-CLT,7:05aDec 1,1615,248
AA-4307-ORD-DTW,6:45 p.m.,1616,23
UA-233-LAX-JFK,4:25 p.m.,1617,173
AA-3823-LAX-DEN,9:00 p.m.,1618,32
AA-2312-DFW-DTW,8:25 p.m.,1619,33
AA-1165-JFK-MIA,6:59aDec 1,1620,250
AA-431-MIA-SFO,8:35aDec 1,1621,251
UA-257-JFK-SFO,Not Available,1622,211
AA-649-ORD-SNA,1:30 p.m.,1623,36
CO-1250-MIA-IAH,2:53 p.m.,1624,119
UA-828-SFO-ORD,11:08 p.m.,1625,121
AA-3063-SLC-LAX,8:20 p.m.,1626,37
AA-1917-JFK-MCO,2:55 p.m.,1627,39
UA-6273-YYC-SFO,Not Available,1628,213
AA-4277-CVG-JFK,12:10 p.m.,1629,41
UA-37-EDI-EWR,9:05aDec 1,1630,257
AA-59-JFK-SFO,7:10aDec 1,1631,267
AA-415-BOS-ORD,8:35aDec 1,1632,258
AA-1544-SAN-ORD,11:25aDec 1,1633,260
AA-3786-IAH-ORD,4:00 p.m.,1634,46
CO-50-CLE-EWR,2:55 p.m.,1635,141
AA-404-MIA-MCO,6:45aDec 1,1636,265
AA-3859-IAH-ORD,7:10 a.m.,1637,0
AA-3842-MSP-ORD,6:00 a.m.,1638,25
AA-643-MIA-ORD,7:10 a.m.,1639,26
AA-3804-PHL-ORD,2:35 p.m.,1640,38
AA-2268-PHX-ORD,7:15 a.m.,1641,40
AA-1221-MCO-ORD,11/30 8:00 p.m.,1642,269
UA-938-DEN-ORD,11/30 4:16 p.m.,1643,270
AA-789-ORD-DEN,1:05 p.m.,1644,42
AA-4307-ORD-DTW,11/30 6:45 p.m.,1645,271
AA-3979-CVG-ORD,7:30 a.m.,1646,13
UA-664-ORD-PHL,1:33 p.m.,1647,171
AA-3756-ORD-SLC,12:15 p.m.,1648,4
AA-3786-IAH-ORD,11/30 4:00 p.m.,1649,272
AA-1522-SFO-ORD,11/30 11:55 p.m.,1650,273
AA-1544-SAN-ORD,11/30 11:25 a.m.,1651,274
AA-4344-ORD-DTW,11:45 a.m.,1652,16
AA-1733-ORD-PHX,11/30 7:45 p.m.,1653,275
AA-4198-ORD-CLE,10:40 a.m.,1654,30
UA-828-SFO-ORD,11/30 11:08 p.m.,1655,276
AA-2050-ORD-MIA,10:40 a.m.,1656,20
UA-248-PHX-ORD,11/30 12:57 p.m.,1657,277
AA-415-BOS-ORD,8:35 a.m.,1658,43
AA-4330-CVG-ORD,3:35 p.m.,1659,21
UA-843-LAX-ORD,11/30 1:55 p.m.,1660,278
AA-3859-IAH-ORD,7:10 a.m.,1661,0
AA-518-MIA-JFK,6:40 a.m.,1662,3
CO-1586-IAH-MCO,7:00 p.m.,1663,51
UA-3925-IAD-ORF,8:41 a.m.,1664,181
AA-1733-ORD-PHX,7:45 p.m.,1665,1
AA-204-LAX-MCO,11:25 p.m.,1666,5
UA-2726-FLL-PHL,4:00 p.m.,1667,154
CO-52-IAH-LAX,7:35 a.m.,1668,64
AA-3468-CVG-MIA,7:00 a.m.,1669,6
AA-484-DFW-MIA,4:15 p.m.,1670,7
AA-616-DFW-DTW,9:05 a.m.,1671,15
AA-446-DFW-PHL,11:50 a.m.,1672,8
CO-1023-IAH-DEN,11:40 a.m.,1673,75
AA-466-IAH-MIA,6:00 a.m.,1674,9
UA-3050-PHX-CLT,11:05 a.m.,1675,160
AA-2957-DFW-CVG,7:55 a.m.,1676,11
AA-1664-MIA-ATL,10:15 a.m.,1677,12
AA-3979-CVG-ORD,7:30 a.m.,1678,13
AA-1279-DFW-PHX,1:00 p.m.,1679,14
AA-404-MIA-MCO,6:45 a.m.,1680,18
AA-3756-ORD-SLC,12:15 p.m.,1681,4
UA-382-IAD-LAX,12:30 p.m.,1682,196
UA-257-JFK-SFO,2:30 p.m.,1683,163
UA-2945-PHL-CLT,12:00 p.m.,1684,164
CO-63-EWR-IAH,5:25 p.m.,1685,87
AA-2525-DFW-MIA,7:25 a.m.,1686,17
CO-47-IAH-LAX,7:27 p.m.,1687,202
AA-271-MIA-LAX,11:35 a.m.,1688,19
AA-2050-ORD-MIA,10:40 a.m.,1689,20
AA-4330-CVG-ORD,3:35 p.m.,1690,21
AA-1434-DFW-MCO,7:15 a.m.,1691,22
AA-1640-MIA-MCO,6:30 p.m.,1692,2
AA-4307-ORD-DTW,6:45 p.m.,1693,23
AA-3-JFK-LAX,12:00 p.m.,1694,24
CO-1694-LAX-IAH,7:15 p.m.,1695,95
CO-1193-EWR-MCO,9:15 a.m.,1696,97
AA-3842-MSP-ORD,6:00 a.m.,1697,25
AA-643-MIA-ORD,7:10 a.m.,1698,26
AA-1007-MIA-PHX,4:55 p.m.,1699,27
UA-2906-PHL-MCO,3:50 p.m.,1700,169
AA-1221-MCO-ORD,8:00 p.m.,1701,28
AA-400-DFW-JFK,10:40 a.m.,1702,29
UA-664-ORD-PHL,1:33 p.m.,1703,171
UA-37-EWR-MCO,1:29 p.m.,1704,110
UA-233-LAX-JFK,4:25 p.m.,1705,173
AA-3823-LAX-DEN,9:00 p.m.,1706,32
AA-2312-DFW-DTW,8:25 p.m.,1707,33
AA-1165-JFK-MIA,6:59 a.m.,1708,34
AA-431-MIA-SFO,8:35 a.m.,1709,35
AA-649-ORD-SNA,1:30 p.m.,1710,36
UA-828-SFO-ORD,11:08 p.m.,1711,121
CO-4888-IAH-DAL,5:30 p.m.,1712,175
AA-3063-SLC-LAX,8:20 p.m.,1713,37
AA-3804-PHL-ORD,2:35 p.m.,1714,38
AA-1917-JFK-MCO,2:55 p.m.,1715,39
AA-2268-PHX-ORD,7:15 a.m.,1716,40
AA-4277-CVG-JFK,12:10 p.m.,1717,41
AA-789-ORD-DEN,1:05 p.m.,1718,42
AA-85-JFK-SFO,3:05 p.m.,1719,44
AA-3786-IAH-ORD,4:00 p.m.,1720,46
AA-222-LAX-BOS,7:10 a.m.,1721,47
UA-3099-PHX-PHL,11:55 a.m.,1722,180
AA-4198-ORD-CLE,10:40 a.m.,1723,30
CO-45-EWR-MIA,4:00 p.m.,1724,145
AA-3809-PHX-LAX,6:00 a.m.,1725,48
AA-59-JFK-SFO,7:10 a.m.,1726,49
UA-397-JFK-SFO,8:00 a.m.,1727,150
UA-3925-IAD-ORF,8:41 a.m.,1728,181
UA-2830-MCO-CLT,3:27 p.m.,1729,151
UA-5487-SFO-MRY,10:39 a.m.,1730,182
UA-2726-FLL-PHL,4:00 p.m.,1731,154
