flight,act_arr_time,original_index,unique_index
UA-382-IAD-LAX,3:21 p.m.,1103,315
AA-4344-ORD-DTW,2:01 p.m.,1104,179
UA-257-JFK-SFO,5:42 p.m.,1105,316
UA-2945-PHL-CLT,1:14 p.m.,1106,181
CO-63-EWR-IAH,8:03 p.m.,1107,317
CO-47-IAH-LAX,9:38 p.m.,1108,183
AA-2050-ORD-MIA,2:46 p.m.,1109,20
UA-248-PHX-ORD,5:34 p.m.,1110,318
AA-4330-CVG-ORD,3:25 p.m.,1111,186
AA-1434-DFW-MCO,10:29 a.m.,1112,187
AA-1640-MIA-MCO,,1113,2
AA-4307-ORD-DTW,8:43 p.m.,1114,189
CO-1694-LAX-IAH,,1115,96
UA-843-LAX-ORD,7:58 p.m.,1116,319
CO-1193-EWR-MCO,12:09 p.m.,1117,320
AA-3842-MSP-ORD,7:51 a.m.,1118,25
AA-643-MIA-ORD,9:29 a.m.,1119,193
AA-1007-MIA-PHX,7:53 p.m.,1120,194
UA-2906-PHL-MCO,6:35 p.m.,1121,321
UA-938-DEN-ORD,7:36 p.m.,1122,322
AA-1221-MCO-ORD,9:49 p.m.,1123,197
CO-16-LAX-EWR,6:34 p.m.,1124,323
UA-2515-DFW-CLT,10:45 a.m.,1125,199
AA-400-DFW-JFK,3:04 p.m.,1126,29
UA-664-ORD-PHL,4:23 p.m.,1127,324
AA-3756-ORD-SLC,2:52 p.m.,1128,202
UA-37-EWR-MCO,4:17 p.m.,1129,325
AA-1522-SFO-ORD,,1130,31
UA-233-LAX-JFK,,1131,326
AA-3823-LAX-DEN,,1132,32
AA-2312-DFW-DTW,,1133,33
AA-1165-JFK-MIA,10:04 a.m.,1134,34
AA-431-MIA-SFO,11:44 a.m.,1135,35
UA-3373-IAD-PHL,9:13 a.m.,1136,117
AA-649-ORD-SNA,,1137,36
CO-1250-MIA-IAH,4:59 p.m.,1138,327
UA-6273-YYC-SFO,8:45 a.m.,1139,328
UA-828-SFO-ORD,,1140,121
CO-4888-IAH-DAL,,1141,213
UA-858-PVG-SFO,8:02 a.m.,1142,329
UA-2704-DTW-PHX,2:02 p.m.,1143,215
AA-3063-SLC-LAX,9:11 p.m.,1144,216
UA-2708-EWR-CLT,4:24 p.m.,1145,217
UA-62-IAH-EWR,7:10 p.m.,1146,330
UA-1500-IAH-GUA,12:12 p.m.,1147,331
AA-3804-PHL-ORD,3:36 p.m.,1148,129
AA-1917-JFK-MCO,5:34 p.m.,1149,220
AA-2268-PHX-ORD,11:07 a.m.,1150,221
AA-4277-CVG-JFK,1:43 p.m.,1151,41
AA-2957-DFW-CVG,11:00 a.m.,1152,223
UA-37-EDI-EWR,12:09 p.m.,1153,332
AA-789-ORD-DEN,3:01 p.m.,1154,225
AA-415-BOS-ORD,10:10 a.m.,1155,226
AA-85-JFK-SFO,6:43 p.m.,1156,44
AA-3979-CVG-ORD,7:57 a.m.,1157,228
AA-1544-SAN-ORD,4:56 p.m.,1158,45
AA-3786-IAH-ORD,6:09 p.m.,1159,230
AA-271-MIA-LAX,2:27 p.m.,1160,19
AA-2525-DFW-MIA,11:06 a.m.,1161,17
CO-50-CLE-EWR,5:26 p.m.,1162,333
UA-3099-PHX-PHL,6:17 p.m.,1163,334
AA-4198-ORD-CLE,12:48 p.m.,1164,235
AA-404-MIA-MCO,7:32 a.m.,1165,236
CO-45-EWR-MIA,6:36 p.m.,1166,335
AA-3809-PHX-LAX,6:19 a.m.,1167,48
AA-59-JFK-SFO,11:12 a.m.,1168,49
AA-222-LAX-BOS,3:14 p.m.,1169,47
AA-3859-IAH-ORD,,1170,241
AA-518-MIA-JFK,9:09 a.m.,1171,242
CO-1586-IAH-MCO,10:23 p.m.,1172,149
UA-3925-IAD-ORF,,1173,244
AA-1733-ORD-PHX,,1174,1
UA-414-LAX-SFO,7:10 a.m.,1175,159
UA-3515-IAD-MSP,9:54 a.m.,1176,164
AA-3468-CVG-MIA,9:45 a.m.,1177,6
AA-484-DFW-MIA,,1178,255
CO-63-EWR-IAH,7:55 p.m.,1179,182
AA-466-IAH-MIA,9:00 a.m.,1180,172
UA-3050-PHX-CLT,,1181,257
AA-1886-BOS-MIA,,1182,258
AA-1664-MIA-ATL,11:50 a.m.,1183,80
AA-404-MIA-MCO,7:40 a.m.,1184,18
AA-3756-ORD-SLC,2:52 p.m.,1185,202
UA-382-IAD-LAX,3:20 p.m.,1186,178
UA-2945-PHL-CLT,1:14 p.m.,1187,181
AA-2050-ORD-MIA,2:36 p.m.,1188,264
UA-248-PHX-ORD,,1189,185
AA-4330-CVG-ORD,3:33 p.m.,1190,21
AA-4307-ORD-DTW,,1191,265
CO-1694-LAX-IAH,Not Available,1192,190
UA-843-LAX-ORD,7:53 p.m.,1193,191
CO-1193-EWR-MCO,12:09 p.m.,1194,320
AA-1221-MCO-ORD,9:49 p.m.,1195,197
CO-16-LAX-EWR,,1196,106
AA-400-DFW-JFK,3:04 p.m.,1197,29
UA-664-ORD-PHL,,1198,275
AA-1522-SFO-ORD,5:42 a.m. (Estimated runway),1199,348
UA-257-JFK-SFO,5:28 p.m.,1200,180
UA-3373-IAD-PHL,9:13 a.m.,1201,117
CO-1250-MIA-IAH,4:55 p.m.,1202,211
UA-6273-YYC-SFO,8:41 a.m.,1203,212
UA-828-SFO-ORD,,1204,121
CO-4888-IAH-DAL,,1205,213
UA-2704-DTW-PHX,2:02 p.m.,1206,215
UA-2708-EWR-CLT,4:24 p.m.,1207,217
UA-1500-IAH-GUA,12:10 p.m.,1208,219
AA-3804-PHL-ORD,3:43 p.m.,1209,38
AA-2268-PHX-ORD,11:07 a.m.,1210,221
UA-233-LAX-JFK,Not Available,1211,204
AA-4277-CVG-JFK,,1212,290
AA-2957-DFW-CVG,,1213,291
UA-37-EDI-EWR,,1214,134
AA-789-ORD-DEN,3:13 p.m.,1215,42
UA-854-SFO-IAH,1:30 p.m.,1216,314
AA-85-JFK-SFO,6:36 p.m.,1217,227
AA-1640-MIA-MCO,7:35 p.m.,1218,245
AA-1544-SAN-ORD,,1219,247
AA-3786-IAH-ORD,,1220,294
AA-3809-PHX-LAX,,1221,297
AA-59-JFK-SFO,10:49 a.m.,1222,298
AA-3859-IAH-ORD,9:22 a.m.,1223,50
CO-1586-IAH-MCO,,1224,51
AA-518-MIA-JFK,9:14 a.m.,1225,52
UA-397-JFK-SFO,11:30 a.m.,1226,53
UA-3925-IAD-ORF,9:29 a.m.,1227,54
AA-1733-ORD-PHX,10:31 p.m.,1228,55
UA-2830-MCO-CLT,5:14 p.m.,1229,56
CO-58-DEN-IAH,,1230,57
AA-1544-SAN-ORD,4:54 p.m.,1231,58
UA-5487-SFO-MRY,11:11 a.m.,1232,59
AA-204-LAX-MCO,12/2/11 6:35 a.m.,1233,60
UA-414-LAX-SFO,7:04 a.m.,1234,61
CO-1614-LAX-IAH,,1235,62
UA-2726-FLL-PHL,6:25 p.m.,1236,63
CO-52-IAH-LAX,,1237,64
CO-1090-BOS-IAH,,1238,65
AA-616-DFW-DTW,1:11 p.m.,1239,66
UA-3515-IAD-MSP,9:56 a.m.,1240,67
AA-3468-CVG-MIA,9:29 a.m.,1241,68
AA-484-DFW-MIA,7:37 p.m.,1242,69
AA-1886-BOS-MIA,1:36 p.m.,1243,70
CO-62-IAH-EWR,,1244,71
CO-1561-PHX-IAH,,1245,72
UA-2314-ATL-PHL,4:43 p.m.,1246,73
AA-446-DFW-PHL,4:08 p.m.,1247,74
CO-1023-IAH-DEN,,1248,75
AA-466-IAH-MIA,8:50 a.m.,1249,76
UA-3050-PHX-CLT,5:00 p.m.,1250,77
CO-89-IAH-EWR,,1251,78
CO-1088-CLE-IAH,,1252,79
AA-1664-MIA-ATL,11:50 a.m.,1253,80
AA-1279-DFW-PHX,3:13 p.m.,1254,81
UA-854-SFO-IAH,1:23 p.m.,1255,82
UA-382-IAD-LAX,3:09 p.m.,1256,83
AA-4344-ORD-DTW,1:55 p.m.,1257,84
UA-257-JFK-SFO,5:22 p.m.,1258,85
UA-2945-PHL-CLT,1:11 p.m.,1259,86
CO-63-EWR-IAH,,1260,87
CO-47-IAH-LAX,,1261,88
AA-2050-ORD-MIA,2:39 p.m.,1262,89
UA-248-PHX-ORD,5:24 p.m.,1263,90
AA-4330-CVG-ORD,,1264,91
AA-1434-DFW-MCO,10:34 a.m.,1265,92
AA-1640-MIA-MCO,7:25 p.m.,1266,93
AA-4307-ORD-DTW,8:38 p.m.,1267,94
AA-3-JFK-LAX,3:04 p.m.,1268,95
CO-1694-LAX-IAH,,1269,96
UA-843-LAX-ORD,7:20 p.m.,1270,97
CO-1193-EWR-MCO,,1271,98
AA-3842-MSP-ORD,7:49 a.m.,1272,99
AA-643-MIA-ORD,9:26 a.m.,1273,100
AA-1007-MIA-PHX,7:43 p.m.,1274,101
AA-2525-DFW-MIA,10:43 a.m.,1275,102
UA-2906-PHL-MCO,6:28 p.m.,1276,103
UA-938-DEN-ORD,7:23 p.m.,1277,104
AA-1221-MCO-ORD,9:47 p.m.,1278,105
CO-16-LAX-EWR,,1279,106
UA-2515-DFW-CLT,10:43 a.m.,1280,107
AA-400-DFW-JFK,2:58 p.m.,1281,108
UA-664-ORD-PHL,4:20 p.m.,1282,109
AA-3756-ORD-SLC,2:50 p.m.,1283,4
UA-37-EWR-MCO,,1284,110
AA-1522-SFO-ORD,5:52 a.m.,1285,111
UA-233-LAX-JFK,12/2/11 12:01 a.m.,1286,112
AA-3823-LAX-DEN,11:49 p.m.,1287,113
AA-2312-DFW-DTW,11:35 p.m.,1288,114
AA-1165-JFK-MIA,9:45 a.m.,1289,115
AA-431-MIA-SFO,11:33 a.m.,1290,116
UA-3373-IAD-PHL,9:13 a.m.,1291,117
AA-649-ORD-SNA,3:29 p.m.,1292,118
CO-1250-MIA-IAH,,1293,119
UA-6273-YYC-SFO,8:33 a.m.,1294,120
UA-828-SFO-ORD,,1295,121
CO-4888-IAH-DAL,6:19 p.m.,1296,122
UA-858-PVG-SFO,7:50 a.m.,1297,123
UA-2704-DTW-PHX,1:52 p.m.,1298,124
AA-3063-SLC-LAX,9:12 p.m.,1299,125
UA-2708-EWR-CLT,4:22 p.m.,1300,126
UA-62-IAH-EWR,,1301,127
UA-1500-IAH-GUA,,1302,128
AA-3804-PHL-ORD,3:36 p.m.,1303,129
AA-1917-JFK-MCO,5:39 p.m.,1304,130
AA-2268-PHX-ORD,11:04 a.m.,1305,131
AA-4277-CVG-JFK,1:42 p.m.,1306,132
AA-2957-DFW-CVG,10:58 a.m.,1307,133
UA-37-EDI-EWR,,1308,134
AA-789-ORD-DEN,2:49 p.m.,1309,135
AA-415-BOS-ORD,10:12 a.m.,1310,136
AA-85-JFK-SFO,6:30 p.m.,1311,137
AA-3979-CVG-ORD,7:59 a.m.,1312,138
AA-3786-IAH-ORD,6:11 p.m.,1313,139
AA-271-MIA-LAX,2:21 p.m.,1314,140
CO-50-CLE-EWR,,1315,141
UA-3099-PHX-PHL,5:34 p.m.,1316,142
AA-4198-ORD-CLE,12:37 p.m.,1317,143
AA-404-MIA-MCO,7:37 a.m.,1318,144
CO-45-EWR-MIA,,1319,145
AA-3809-PHX-LAX,6:15 a.m.,1320,146
AA-59-JFK-SFO,10:52 a.m.,1321,147
AA-222-LAX-BOS,3:12 p.m.,1322,148
AA-3859-IAH-ORD,9:32aDec 1,1323,414
CO-1586-IAH-MCO,10:02 p.m.,1324,415
AA-518-MIA-JFK,9:28aDec 1,1325,416
UA-397-JFK-SFO,11:58aDec 1,1326,417
UA-3925-IAD-ORF,,1327,244
AA-1733-ORD-PHX,,1328,1
AA-3-JFK-LAX,3:16 p.m.,1329,24
UA-2830-MCO-CLT,5:17 p.m.,1330,155
CO-58-DEN-IAH,3:31 p.m.,1331,303
UA-5487-SFO-MRY,,1332,248
AA-204-LAX-MCO,,1333,5
UA-414-LAX-SFO,7:17aDec 1,1334,418
CO-1614-LAX-IAH,5:26aDec 1,1335,419
UA-2726-FLL-PHL,6:28 p.m.,1336,339
CO-52-IAH-LAX,,1337,64
CO-1090-BOS-IAH,1:19 p.m.,1338,307
AA-616-DFW-DTW,1:27 p.m.,1339,15
UA-3515-IAD-MSP,9:56aDec 1,1340,420
AA-3468-CVG-MIA,9:45aDec 1,1341,421
AA-484-DFW-MIA,7:39 p.m.,1342,7
AA-1886-BOS-MIA,1:40 p.m.,1343,10
CO-62-IAH-EWR,7:10 p.m.,1344,308
CO-1561-PHX-IAH,11:32aDec 1,1345,422
UA-2314-ATL-PHL,4:47 p.m.,1346,352
AA-446-DFW-PHL,4:09 p.m.,1347,8
CO-1023-IAH-DEN,1:14 p.m.,1348,311
AA-466-IAH-MIA,9:05aDec 1,1349,423
UA-3050-PHX-CLT,5:05 p.m.,1350,341
CO-89-IAH-EWR,10:27aDec 1,1351,424
CO-1088-CLE-IAH,10:56aDec 1,1352,425
AA-1664-MIA-ATL,11:56aDec 1,1353,426
AA-1279-DFW-PHX,3:30 p.m.,1354,14
UA-854-SFO-IAH,1:30 p.m.,1355,314
UA-382-IAD-LAX,,1356,377
AA-4344-ORD-DTW,2:10 p.m.,1357,16
UA-257-JFK-SFO,5:42 p.m.,1358,316
UA-2945-PHL-CLT,1:15 p.m.,1359,343
CO-63-EWR-IAH,8:03 p.m.,1360,317
CO-47-IAH-LAX,,1361,88
AA-2050-ORD-MIA,2:46 p.m.,1362,20
UA-248-PHX-ORD,5:34 p.m.,1363,318
AA-4330-CVG-ORD,3:33 p.m.,1364,21
AA-1434-DFW-MCO,10:36aDec 1,1365,427
AA-1640-MIA-MCO,,1366,2
AA-4307-ORD-DTW,8:53 p.m.,1367,23
CO-1694-LAX-IAH,,1368,96
UA-843-LAX-ORD,7:58 p.m.,1369,319
CO-1193-EWR-MCO,12:09 p.m.,1370,320
AA-3842-MSP-ORD,7:51aDec 1,1371,428
AA-643-MIA-ORD,9:31aDec 1,1372,429
AA-1007-MIA-PHX,7:55 p.m.,1373,27
UA-2906-PHL-MCO,6:38 p.m.,1374,346
UA-938-DEN-ORD,7:36 p.m.,1375,322
AA-1221-MCO-ORD,9:53 p.m.,1376,28
CO-16-LAX-EWR,6:34 p.m.,1377,323
UA-2515-DFW-CLT,10:47aDec 1,1378,430
AA-400-DFW-JFK,3:04 p.m.,1379,29
UA-664-ORD-PHL,4:23 p.m.,1380,324
AA-3756-ORD-SLC,2:50 p.m.,1381,4
UA-37-EWR-MCO,4:17 p.m.,1382,325
AA-1522-SFO-ORD,,1383,31
UA-233-LAX-JFK,,1384,326
AA-3823-LAX-DEN,,1385,32
AA-2312-DFW-DTW,,1386,33
AA-1165-JFK-MIA,10:04aDec 1,1387,431
AA-431-MIA-SFO,11:44aDec 1,1388,432
AA-649-ORD-SNA,,1389,36
CO-1250-MIA-IAH,4:59 p.m.,1390,327
UA-6273-YYC-SFO,8:45aDec 1,1391,433
UA-828-SFO-ORD,,1392,121
CO-4888-IAH-DAL,,1393,213
UA-858-PVG-SFO,8:02aDec 1,1394,434
UA-2704-DTW-PHX,2:00 p.m.,1395,354
AA-3063-SLC-LAX,,1396,37
UA-2708-EWR-CLT,4:44 p.m.,1397,356
UA-62-IAH-EWR,7:10 p.m.,1398,330
UA-1500-IAH-GUA,,1399,128
AA-3804-PHL-ORD,3:43 p.m.,1400,38
AA-1917-JFK-MCO,5:43 p.m.,1401,39
AA-2268-PHX-ORD,11:06aDec 1,1402,435
AA-4277-CVG-JFK,1:43 p.m.,1403,41
AA-2957-DFW-CVG,11:01aDec 1,1404,436
UA-37-EDI-EWR,12:09 p.m.,1405,332
AA-789-ORD-DEN,3:13 p.m.,1406,42
AA-415-BOS-ORD,10:16aDec 1,1407,437
AA-85-JFK-SFO,6:43 p.m.,1408,44
AA-3979-CVG-ORD,8:06aDec 1,1409,438
AA-1544-SAN-ORD,4:56 p.m.,1410,45
AA-3786-IAH-ORD,6:15 p.m.,1411,46
AA-271-MIA-LAX,2:27 p.m.,1412,19
AA-2525-DFW-MIA,11:06aDec 1,1413,439
CO-50-CLE-EWR,5:26 p.m.,1414,333
UA-3099-PHX-PHL,5:38 p.m.,1415,357
AA-4198-ORD-CLE,12:50 p.m.,1416,30
AA-404-MIA-MCO,7:40aDec 1,1417,440
CO-45-EWR-MIA,6:36 p.m.,1418,335
AA-3809-PHX-LAX,6:19aDec 1,1419,441
AA-59-JFK-SFO,11:12aDec 1,1420,442
AA-222-LAX-BOS,3:14 p.m.,1421,47
AA-446-DFW-PHL,,1422,256
UA-3373-IAD-PHL,,1423,282
AA-3804-PHL-ORD,,1424,287
UA-664-ORD-PHL,,1425,275
CO-1586-IAH-MCO,10:29 p.m.,1426,300
CO-52-IAH-LAX,9:14 a.m.,1427,340
CO-1023-IAH-DEN,1:14 p.m.,1428,311
CO-89-IAH-EWR,10:27 a.m.,1429,312
CO-1694-LAX-IAH,12:21 a.m.,1430,443
CO-1614-LAX-IAH,5:26 a.m.,1431,306
CO-1088-CLE-IAH,10:56 a.m.,1432,313
CO-58-DEN-IAH,3:31 p.m.,1433,303
CO-50-CLE-EWR,5:26 p.m.,1434,333
CO-62-IAH-EWR,7:10 p.m.,1435,308
CO-1193-EWR-MCO,12:09 p.m.,1436,320
CO-16-LAX-EWR,6:34 p.m.,1437,323
CO-1090-BOS-IAH,1:19 p.m.,1438,307
CO-1250-MIA-IAH,4:59 p.m.,1439,327
CO-47-IAH-LAX,9:52 p.m.,1440,444
CO-4888-IAH-DAL,6:40 p.m.,1441,445
CO-45-EWR-MIA,6:36 p.m.,1442,335
CO-63-EWR-IAH,8:03 p.m.,1443,317
CO-1561-PHX-IAH,11:32 a.m.,1444,309
AA-3842-MSP-ORD,7:51 a.m.,1445,25
AA-3804-PHL-ORD,3:43 p.m.,1446,38
CO-1090-BOS-IAH,1:19 p.m.,1447,307
AA-1917-JFK-MCO,5:43 p.m.,1448,39
UA-2906-PHL-MCO,6:38 p.m.,1449,346
CO-89-IAH-EWR,10:27 a.m.,1450,312
UA-938-DEN-ORD,7:36 p.m.,1451,322
UA-3925-IAD-ORF,9:43 a.m.,1452,302
AA-789-ORD-DEN,3:13 p.m.,1453,42
AA-1434-DFW-MCO,10:36 a.m.,1454,22
UA-664-ORD-PHL,4:23 p.m.,1455,324
AA-3756-ORD-SLC,2:50 p.m.,1456,4
CO-1614-LAX-IAH,5:26 a.m.,1457,306
CO-58-DEN-IAH,3:31 p.m.,1458,303
UA-233-LAX-JFK,12:01 a.m. (Estimated runway),1459,349
AA-3979-CVG-ORD,8:06 a.m.,1460,13
AA-3823-LAX-DEN,11:49 p.m. (Estimated runway),1461,350
AA-3786-IAH-ORD,6:15 p.m.,1462,46
AA-431-MIA-SFO,11:44 a.m.,1463,35
AA-1733-ORD-PHX,10:30 p.m. (Estimated),1464,336
UA-3373-IAD-PHL,9:13 a.m.,1465,117
UA-3099-PHX-PHL,5:38 p.m.,1466,357
UA-2314-ATL-PHL,4:47 p.m.,1467,352
CO-16-LAX-EWR,6:34 p.m.,1468,323
CO-1250-MIA-IAH,4:59 p.m.,1469,327
AA-3468-CVG-MIA,9:45 a.m.,1470,6
AA-2050-ORD-MIA,2:46 p.m.,1471,20
AA-415-BOS-ORD,10:16 a.m.,1472,43
AA-3063-SLC-LAX,9:19 p.m. (Estimated),1473,355
AA-3809-PHX-LAX,6:19 a.m.,1474,48
AA-59-JFK-SFO,11:12 a.m.,1475,49
UA-62-IAH-EWR,7:10 p.m.,1476,330
AA-616-DFW-DTW,1:27 p.m.,1477,15
AA-3-JFK-LAX,3:16 p.m.,1478,24
CO-1694-LAX-IAH,12:21 a.m. (Estimated),1479,345
AA-446-DFW-PHL,4:09 p.m.,1480,8
UA-397-JFK-SFO,,1481,446
AA-85-JFK-SFO,,1482,293
AA-431-MIA-SFO,,1483,447
AA-59-JFK-SFO,,1484,448
UA-257-JFK-SFO,,1485,281
UA-414-LAX-SFO,,1486,250
AA-3859-IAH-ORD,9:22 a.m.,1487,50
CO-1586-IAH-MCO,,1488,51
AA-518-MIA-JFK,9:14 a.m.,1489,52
UA-397-JFK-SFO,11:30 a.m.,1490,53
UA-3925-IAD-ORF,9:29 a.m.,1491,54
AA-1733-ORD-PHX,10:31 p.m.,1492,55
UA-2830-MCO-CLT,5:14 p.m.,1493,56
CO-58-DEN-IAH,,1494,57
AA-1544-SAN-ORD,4:54 p.m.,1495,58
UA-5487-SFO-MRY,11:11 a.m.,1496,59
AA-204-LAX-MCO,12/2/11 6:35 a.m.,1497,60
UA-414-LAX-SFO,7:04 a.m.,1498,61
CO-1614-LAX-IAH,,1499,62
UA-2726-FLL-PHL,6:25 p.m.,1500,63
CO-52-IAH-LAX,,1501,64
CO-1090-BOS-IAH,,1502,65
AA-616-DFW-DTW,1:11 p.m.,1503,66
UA-3515-IAD-MSP,9:56 a.m.,1504,67
AA-3468-CVG-MIA,9:29 a.m.,1505,68
AA-484-DFW-MIA,7:37 p.m.,1506,69
AA-1886-BOS-MIA,1:36 p.m.,1507,70
CO-62-IAH-EWR,,1508,71
CO-1561-PHX-IAH,,1509,72
UA-2314-ATL-PHL,4:43 p.m.,1510,73
AA-446-DFW-PHL,4:08 p.m.,1511,74
CO-1023-IAH-DEN,,1512,75
AA-466-IAH-MIA,8:50 a.m.,1513,76
UA-3050-PHX-CLT,5:00 p.m.,1514,77
CO-89-IAH-EWR,,1515,78
CO-1088-CLE-IAH,,1516,79
AA-1664-MIA-ATL,11:50 a.m.,1517,80
AA-1279-DFW-PHX,3:13 p.m.,1518,81
UA-854-SFO-IAH,1:23 p.m.,1519,82
UA-382-IAD-LAX,3:09 p.m.,1520,83
AA-4344-ORD-DTW,1:55 p.m.,1521,84
UA-257-JFK-SFO,5:22 p.m.,1522,85
UA-2945-PHL-CLT,1:11 p.m.,1523,86
CO-63-EWR-IAH,,1524,87
CO-47-IAH-LAX,,1525,88
AA-2050-ORD-MIA,2:39 p.m.,1526,89
UA-248-PHX-ORD,5:24 p.m.,1527,90
AA-4330-CVG-ORD,,1528,91
AA-1434-DFW-MCO,10:34 a.m.,1529,92
AA-1640-MIA-MCO,7:25 p.m.,1530,93
AA-4307-ORD-DTW,8:38 p.m.,1531,94
AA-3-JFK-LAX,3:04 p.m.,1532,95
CO-1694-LAX-IAH,,1533,96
UA-843-LAX-ORD,7:20 p.m.,1534,97
CO-1193-EWR-MCO,,1535,98
AA-3842-MSP-ORD,7:49 a.m.,1536,99
AA-643-MIA-ORD,9:26 a.m.,1537,100
AA-1007-MIA-PHX,7:43 p.m.,1538,101
AA-2525-DFW-MIA,10:43 a.m.,1539,102
UA-2906-PHL-MCO,6:28 p.m.,1540,103
UA-938-DEN-ORD,7:23 p.m.,1541,104
AA-1221-MCO-ORD,9:47 p.m.,1542,105
CO-16-LAX-EWR,,1543,106
UA-2515-DFW-CLT,10:43 a.m.,1544,107
AA-400-DFW-JFK,2:58 p.m.,1545,108
UA-664-ORD-PHL,4:20 p.m.,1546,109
AA-3756-ORD-SLC,2:50 p.m.,1547,4
UA-37-EWR-MCO,,1548,110
AA-1522-SFO-ORD,5:52 a.m.,1549,111
UA-233-LAX-JFK,12/2/11 12:01 a.m.,1550,112
AA-3823-LAX-DEN,11:49 p.m.,1551,113
AA-2312-DFW-DTW,11:35 p.m.,1552,114
AA-1165-JFK-MIA,9:45 a.m.,1553,115
AA-431-MIA-SFO,11:33 a.m.,1554,116
UA-3373-IAD-PHL,9:13 a.m.,1555,117
AA-649-ORD-SNA,3:29 p.m.,1556,118
CO-1250-MIA-IAH,,1557,119
UA-6273-YYC-SFO,8:33 a.m.,1558,120
UA-828-SFO-ORD,,1559,121
CO-4888-IAH-DAL,6:19 p.m.,1560,122
UA-858-PVG-SFO,7:50 a.m.,1561,123
UA-2704-DTW-PHX,1:52 p.m.,1562,124
AA-3063-SLC-LAX,9:12 p.m.,1563,125
UA-2708-EWR-CLT,4:22 p.m.,1564,126
UA-62-IAH-EWR,,1565,127
UA-1500-IAH-GUA,,1566,128
AA-3804-PHL-ORD,3:36 p.m.,1567,129
AA-1917-JFK-MCO,5:39 p.m.,1568,130
AA-2268-PHX-ORD,11:04 a.m.,1569,131
AA-4277-CVG-JFK,1:42 p.m.,1570,132
AA-2957-DFW-CVG,10:58 a.m.,1571,133
UA-37-EDI-EWR,,1572,134
AA-789-ORD-DEN,2:49 p.m.,1573,135
AA-415-BOS-ORD,10:12 a.m.,1574,136
AA-85-JFK-SFO,6:30 p.m.,1575,137
AA-3979-CVG-ORD,7:59 a.m.,1576,138
AA-3786-IAH-ORD,6:11 p.m.,1577,139
AA-271-MIA-LAX,2:21 p.m.,1578,140
CO-50-CLE-EWR,,1579,141
UA-3099-PHX-PHL,5:34 p.m.,1580,142
AA-4198-ORD-CLE,12:37 p.m.,1581,143
AA-404-MIA-MCO,7:37 a.m.,1582,144
CO-45-EWR-MIA,,1583,145
AA-3809-PHX-LAX,6:15 a.m.,1584,146
AA-59-JFK-SFO,10:52 a.m.,1585,147
AA-222-LAX-BOS,3:12 p.m.,1586,148
AA-1733-ORD-PHX,,1587,1
CO-1586-IAH-MCO,10:02 p.m.,1588,415
UA-3925-IAD-ORF,,1589,244
AA-1640-MIA-MCO,,1590,2
UA-2830-MCO-CLT,Contact Airline,1591,397
UA-5487-SFO-MRY,,1592,248
AA-204-LAX-MCO,,1593,5
CO-1614-LAX-IAH,5:26aDec 1,1594,419
UA-2726-FLL-PHL,6:28 p.m.,1595,339
CO-1090-BOS-IAH,1:19 p.m.,1596,307
AA-3468-CVG-MIA,9:45aDec 1,1597,421
CO-62-IAH-EWR,7:10 p.m.,1598,308
CO-1023-IAH-DEN,1:14 p.m.,1599,311
AA-466-IAH-MIA,9:05aDec 1,1600,423
UA-3050-PHX-CLT,5:05 p.m.,1601,341
AA-1664-MIA-ATL,11:56 a.m.,1602,12
AA-3979-CVG-ORD,8:06aDec 1,1603,438
UA-382-IAD-LAX,,1604,377
AA-616-DFW-DTW,1:27 p.m.,1605,15
AA-4344-ORD-DTW,2:10 p.m.,1606,16
UA-2945-PHL-CLT,1:15 p.m.,1607,343
CO-47-IAH-LAX,,1608,88
AA-271-MIA-LAX,2:27 p.m.,1609,19
AA-3842-MSP-ORD,7:51aDec 1,1610,428
AA-643-MIA-ORD,9:31aDec 1,1611,429
AA-1007-MIA-PHX,7:55 p.m.,1612,27
AA-2525-DFW-MIA,11:06aDec 1,1613,439
AA-1221-MCO-ORD,9:53 p.m.,1614,28
UA-2515-DFW-CLT,10:47aDec 1,1615,430
AA-4307-ORD-DTW,8:53 p.m.,1616,23
UA-233-LAX-JFK,,1617,326
AA-3823-LAX-DEN,Dec 02 Not Available,1618,406
AA-2312-DFW-DTW,,1619,33
AA-1165-JFK-MIA,10:04aDec 1,1620,431
AA-431-MIA-SFO,11:44aDec 1,1621,432
UA-257-JFK-SFO,5:42 p.m.,1622,316
AA-649-ORD-SNA,Not Available,1623,210
CO-1250-MIA-IAH,4:59 p.m.,1624,327
UA-828-SFO-ORD,,1625,121
AA-3063-SLC-LAX,,1626,37
AA-1917-JFK-MCO,5:43 p.m.,1627,39
UA-6273-YYC-SFO,8:45 a.m.,1628,328
AA-4277-CVG-JFK,1:43 p.m.,1629,41
UA-37-EDI-EWR,12:09 p.m.,1630,332
AA-59-JFK-SFO,11:12aDec 1,1631,442
AA-415-BOS-ORD,10:16aDec 1,1632,437
AA-1544-SAN-ORD,4:56 p.m.,1633,45
AA-3786-IAH-ORD,6:15 p.m.,1634,46
CO-50-CLE-EWR,5:26 p.m.,1635,333
AA-404-MIA-MCO,7:40aDec 1,1636,440
AA-3859-IAH-ORD,,1637,241
AA-3842-MSP-ORD,,1638,268
AA-643-MIA-ORD,,1639,449
AA-3804-PHL-ORD,,1640,287
AA-2268-PHX-ORD,,1641,450
