id,author_list,original_index,unique_index,count
98562,"{""Frances Williams"",""Alehegn Gelaye"",""Susan Steigerwalt"",""Yara Daloul"",""Hadeel Assad"",""Timothy R Larsen"",""Barryton Waanbah"",""Michael Williams""}",445,445,1
56014,"{""Gaolang Gong"",""Hua Cheng"",""Yong He"",""Qi Dong"",""Hao Huang"",""Virendra Mishra""}",446,446,1
911271,"{""Department of Electrical F. Zhang"",""Electrical Department of"",""National Computer Engineering"",""Singapore Email elezf nus edu sg University of Singapore"",""Singapore National University of Singapore"",""F. Zhang"",""Engineering Computer"",""Address Correspondence"",""Y. Lian"",""Addresses Author""}",447,447,1
565528,"{""Marie-Pierre Gagnon"",""Claude Sicotte"",""��dith-Romy Nsangou"",""Sonya Grenier"",""Julie Payne-Gagnon""}",448,448,1
951143,"{""T. Welte"",""R. Busse"",""N. Jalilvand"",""C. Krauth""}",449,449,1
658707,"{""H Lee Swanson"",""[Collective Name] Xinhua Zheng"",""Olga Jerman""}",450,450,1
84905,"{""A Bereket"",""Z Hochberg"",""Y Yavuz"",""H L Muller"",""R H Lustig"",""R Weiss"",""W Kiess"",""A P Goldstone""}",451,451,1
891370,"{""Chandra Y. and Bains Sujeev S. and Egede Leonard E. Osborn""}",452,452,1
697286,"{""Cameron Campbell Johnson""}",453,453,1
819701,"{""M.B. Dikshit"",""S. Raje"",""D.S. Jaju"",""V.R. Purandare""}",454,454,1
855099,"{""Przemys��aw P Szyber"",""Artur Pupka"",""Piotr Szyber"",""Jerzy Garcarek""}",455,455,1
123492,"{""P. H. Jallo"",""E. C. Otoh"",""A. Mohammed"",""S. O. Ajike"",""N. W. Johnson"",""I. S. Danfillo""}",456,456,1
226966,"{""Roger P Goldberg"",""Yoram Abramov"",""Barbara Golden"",""Peter K Sand"",""Megan Sullivan""}",457,457,1
850788,"{""N. Klauber-DeMore"",""K. Fecho"",""N. R. Miller"",""W. S. Blau"",""S. A. Merritt"",""C. S. Hultman""}",458,458,1
811354,"{""G. E. Ayala"",""A. R. A. Anderson"",""D. Basanta"",""R. B. Lukner"",""O. E. Franco"",""S. W. Hayward"",""D. E. Cliffel"",""D. W. Strand""}",459,459,1
323305,"{""Luiza Akiko Komura Hoga"",""Ana Luisa Zaniboni Gomes"",""Luciana Magnoni Reberte""}",460,460,1
485934,"{""D A Lane"",""S Apostolakis"",""G Y H Lip"",""H Buller""}",461,461,1
743602,"{""Makbule Gezmen-Karadag"",""Anke Oenema"",""Saskia J te Velde"",""Hilal Yildiran"",""Mai J M Chinapaw"",""Johannes Brug"",""Mine Yildirim"",""Eda Koksal"",""Saniye Bilici"",""Nilufer Acar-Tek"",""Gamze Akbulut"",""Nevin Sanlier"",""Maartje M van Stralen"",""Judith S B de Meij"",""Amika S Singh""}",462,462,1
960371,"{""Hilary L. Bekker"",""David J. Dodwell"",""Rosalind F. Collins""}",463,463,1
944668,"{""E. Hsu"",""S. P. Cohen""}",464,464,1
873987,"{""T. Yamamoto"",""T. Takano"",""M. Takano"",""W. Higuchi"",""Y. Nitahara"",""K. Saito"",""D. Shi"",""K. Ozaki""}",465,465,1
968211,"{""Z. Maleki"",""O. Nikolskaia""}",466,466,1
299635,"{""Jo Finch""}",467,467,1
846319,"{""Nielsen H.O."",""Edwin B."",""H�_nerbein M."",""Hovendal C."",""Liedman B."",""Mortensen M.B.""}",468,468,1
263027,"{""J. Hunt"",""R. A. Powell""}",469,469,1
788168,"{""D. L. Uehara"",""C. Nishita"",""T. Tom"",""G. Cardazone""}",470,470,1
146560,"{""Lucy Bowes"",""Barbara Maughan"",""Avshalom Caspi"",""Louise Arseneault"",""Alan Taylor"",""Terrie E Moffitt""}",471,471,1
498344,"{""Kai Kupferschmidt""}",472,472,1
385772,"{""Alexander Attard"",""Josephine Psaila"",""Adrian Zammit"",""Deborah Grech Marguerat""}",473,473,1
917417,"{""Hanan F Khafagy"",""Mona M Hassan"",""Emad S Osman"",""Faten M El-Shanawany"",""Abdel Rahman M Fathallah"",""Yasser M Samhan"",""Gehan G El-Fandy""}",474,474,1
517503,"{""Bin He"",""Eric C Frey""}",475,475,1
72325,"{""Yasuhiro Koga"",""Kazutake Okada"",""Toru Ozaki"",""Sotaro Sadahiro"",""Akira Tanaka"",""Toshiyuki Suzuki"",""Hiroko Kamata""}",476,476,1
516758,"{""Taek-Soo Lee"",""W Paul Segars"",""Xin He"",""Jing Tang"",""Benjamin M W Tsui""}",477,477,1
85920,"{""Marie-Pierre Chenard"",""Nassim Dali-Youcef"",""Emilie Buache"",""Marie-Christine Rio"",""Jinxiang Tan""}",478,478,1
145874,"{""Michael Luther"",""Kari Korpilahti"",""Matti R Tarkka"",""Heini Huhtala"",""Jari Laurikka"",""Jan-Ola Wistbacka"",""Pertti Loponen""}",479,479,1
888553,"{""A. Ravelli"",""S. Magni-Manzoni"",""A. Pistorio"",""M. Bandeira"",""A. Martini"",""E. Sala"",""A. Falcone"",""A. Buoncompagni"",""N. Ruperto"",""A. Loy""}",480,480,1
889580,"{""F. Keefe"",""B. Peterson"",""D. Weiner""}",481,481,1
732272,"{""Linsenmaier U"",""Geyer LL"",""K���rner M"",""Meisel CD"",""Wirth S"",""Reiser MF""}",482,482,1
351877,"{""A Street"",""C Walsh""}",483,483,1
276000,"{""T. Sone""}",484,484,1
378289,"{""L Lenhardt"",""S Mozes"",""A Martinkov��""}",485,485,1
684476,"{""Janet Webber"",""Fiona Liddell""}",486,486,1
467344,{NULL},487,487,1
39687,"{""O. Callender"",""J. Craven"",""C. Martin""}",488,488,1
697880,"{""Rudd R."",""Guez G."",""Sanders L.M."",""Baur C."",""Shaw J.S.""}",489,489,1
179093,"{""B. Vijayalakshmi"",""D. Siva Rama Prasad"",""D. Raveendranath"",""K. Sri Rama Murthy"",""A. Harinatha Reddy""}",490,490,1
539034,"{""Salim Yusuf"",""Martin O'Donnell"",""Craig Anderson"",""Irene Marzona"",""Peter Sleight"",""Jeff Probstfield"",""Antonio Dans"",""Peggy Gao"",""Jackie Bosch"",""Koon Teo""}",491,491,1
208435,"{""Travis G Maak"",""Thomas L Wickiewicz"",""Volker Musahl"",""James E Voos"",""Andrew D Pearle""}",492,492,1
556624,"{""D. J. Weisdorf"",""D. Douek"",""Y. Tan"",""L. J. Burns"",""J. S. Miller"",""B. R. Blazar"",""M. Arora"",""T. DeFor"",""M. L. MacMillan"",""M. Markova"",""J. E. Wagner"",""J. N. Barker"",""T. Repka""}",493,493,1
36253,"{""Y Hirose"",""S Kurata"",""Y Abe""}",494,494,1
422857,"{""David L Simel"",""Kathryn A Myers"",""Marko Mrkobrada""}",495,495,1
720372,"{""H. Q. Xu"",""M. Snyder"",""S. Fyfitch"",""A. Cheta"",""G. Bezdikian"",""V. N. Shah"",""T. R. Liszkai"",""H. Charkas"",""N. Gupta"",""Y. Shoji"",""C. S. Bajwa"",""C. May"",""M. Sanwarwala"",""M. Brumovsky"",""I. Ezekoye""}",496,496,1
863342,"{""B. Weber"",""A. Berger""}",497,497,1
260745,"{""F. Coletta"",""S. D'Arienzo"",""P. Sansone"",""C. Aurilio"",""M. C. Pace"",""G. Zagaria"",""R. Stumbo""}",498,498,1
941515,"{""Richard J. A. Murrin""}",499,499,1
641972,"{""S��ren Brostr��m"",""Gunnar Lose""}",500,500,1
699523,"{""David Dyzenhaus""}",501,501,1
946112,"{""Jennifer Davis-Berman""}",502,502,1
958639,"{""Bashir Jiwani""}",503,503,1
850418,"{""Matsumoto K."",""Yamada F."",""Fukuda S.""}",504,504,1
125302,"{""E A M Janssen"",""C Brodin"",""P Ogreid"",""K Kjellevold"",""L G G��ransson"",""L Vatten"",""P R Romundstad"",""R Omdal"",""K Wildhagen""}",505,505,1
168889,"{""M. B. Philip"",""R. A. Hayward""}",506,506,1
63977,"{""H Zakrzewska-Jastrzebska""}",507,507,1
782211,"{""R. Jensen"",""F. G. Matos"",""A. da Cruz Dde"",""P. S. Silveira"",""M. H. Lopes"",""N. R. Ortega""}",508,508,1
473599,"{""Yh Hsu"",""Ms Yao"",""Cs Wong"",""Ch Bai"",""My Wu"",""Yf Lin"",""Cy Hsiang"",""Kw Tam"",""Yw Li"",""Hf Hsiang""}",509,509,1
915463,"{""J. Slusarski""}",510,510,1
476199,"{""Ju-Seong Kim"",""Dong-Seok Kim"",""Eun-Kyung Park"",""Kyu-Won Shim""}",511,511,1
405141,"{""Rob M van Dam"",""Frank B Hu"",""Isao Muraki"",""Joann E Manson"",""Fumiaki Imamura"",""Qi Sun"",""Walter C Willett""}",512,512,1
213794,"{""K.L. Armstrong"",""G.A.M. Finerman"",""K.L. Markolf"",""M.S. Shapiro"",""J.R. Slauterbeck""}",513,513,1
408902,"{""McNeal M.M."",""Sanchez S.E."",""Jacob S."",""Javid P.J."",""Englund J.A."",""Horslen S.P.""}",514,514,1
89897,"{""Eric J Lentsch"",""Jordan Whitney Rawl"",""Michael J Caplan""}",515,515,1
187552,"{""Y. Wu"",""Z. Y. Xia"",""H. M. Liu"",""S. Q. Lei"",""L. Zhang"",""J. J. Xu"",""B. Zhao"",""J. Dou""}",516,516,1
144339,"{""Kamel Alhanout"",""Jean-Christophe Dubus"",""Talita Mota Goncalves"",""Veronique Andrieu"",""Alain Nicolay"",""Davi Pereira de Santana""}",517,517,1
656518,"{""Julio S G Montaner"",""Kora Debeck"",""Evan Wood"",""Thomas Kerr"",""Edward J Mills"",""Dan Werb""}",518,518,1
925315,"{""Wei Gao""}",519,519,1
130308,"{""J R Trott"",""D J Morrow"",""D W Buntine""}",520,520,1
237077,"{""Irena Anna Frei"",""Katharina Fierz"",""Angela Poat"",""Martina Gisin""}",521,521,1
600827,"{""A Avenell"",""H H Handoll""}",522,522,1
851773,"{""James Murphy"",""Amal Isaiah"",""Joshua E Lubek"",""Jeffrey S Wolf""}",523,523,1
67292,"{""Mitsuyoshi Motizuki"",""Keiji Miyazawa"",""Tetsuo Kondo"",""Keisuke Masuyama"",""Masao Saitoh"",""Hiroki Ishii"",""Ryohei Katoh"",""Kei Sakamoto"",""Shota Tanaka""}",524,524,1
129698,"{""Zhi-yuan Zhang"",""Wei-liu Qiu"",""Jia-wei Zheng""}",525,525,1
254327,"{""Jos H Verbeek"",""Rob Kok"",""Jan L Hoving"",""Frederieke G Schaafsma"",""Frank J H van Dijk"",""Paul B A Smits""}",526,526,1
556803,"{""M. Rigoldi"",""S. Gasperini"",""B. M. Del Menico"",""F. Nichelli"",""A. Boncimino"",""M. Calabria"",""P. Meregalli"",""R. Parini""}",527,527,1
73792,"{""Marlon Barg"",""Emilio L Streck"",""Lara M Gomes"",""Vanessa M Andrade"",""Daniela D Leffa"",""Felipe Dal-Pizzol"",""Fabricia Petronilho"",""Francieli Vuolo"",""Milena Carvalho-Silva"",""Fernanda Balbinot"",""Gislaine T Rezin""}",528,528,1
484593,"{""Raffaele De Caterina"",""Giulia Renda"",""Steen Dalby Kristensen""}",529,529,1
351700,"{""Michelle Firestone""}",530,530,1
105981,"{""George Davey Smith"",""Amanda J Bennett"",""Eleftheria Zeggini"",""Marjo-Riitta Jarvelin"",""Nicholas J Wareham"",""Lorna W Harries"",""Colin N A Palmer"",""Shah Ebrahim"",""Timothy M Frayling"",""Susan M Ring"",""Bridget Knight"",""Sian Ellard"",""Katharine R Owen"",""Rachel M Freathy"",""Hana Lango"",""Debbie A Lawlor"",""Lon R Cardon"",""John R B Perry"",""Jeffrey C Barrett"",""Andrew D Morris"",""Graham A Hitman"",""Katherine S Elliott"",""Ulla Sovio"",""Mark I McCarthy"",""David Melzer"",""Alex S F Doney"",""Andrew R Ness"",""Yoav Ben-Shlomo"",""Andrew T Hattersley"",""Ann-Marie Patch"",""Nicholas J Timpson"",""Nigel W Rayner"",""Mark Walker"",""Michael N Weedon"",""Ruth J F Loos"",""Fredrik Karpe"",""In̻s Barroso"",""Luigi Ferrucci"",""Christopher J Groves"",""Cecilia M Lindgren"",""Beverley Shields""}",531,531,1
408198,"{""H H̦ger"",""W Sieghart"",""T Klausberger"",""I Milenkovic"",""M Vasiljevic"",""D Maurer""}",532,532,1
30272,"{""T Philips"",""J D Rothstein""}",533,533,1
623367,"{""J P Ioannidis"",""J Lau"",""C Milch"",""D Salem"",""P W Chew"",""N Terrin"",""E M Balk""}",534,534,1
13408,{NULL},535,535,1
449003,{NULL},536,536,1
299297,"{""Terry-Lynne Marko"",""Tyler Watt""}",537,537,1
302268,"{""Robert J. Flynn""}",538,538,1
592663,"{""A. M. Walker"",""J. Xerry"",""K. Davies"",""N. C. Elviss"",""R. J. Owen""}",539,539,1
520843,"{""Duncan M Brooks"",""Pramit M Phal"",""Rory Wolfe""}",540,540,1
460786,{NULL},541,541,1
866131,"{""V. Lorusso"",""M. De Lena"",""M. Guida"",""M. Correale"",""I. Abbate"",""A. Latorre"",""A. Casamassima"",""M. D. Musci""}",542,542,1
751811,"{""S. A. French"",""M. Story"",""P. J. Hannan""}",543,543,1
436781,{NULL},544,544,1
796900,"{""J. P. Heath"",""R. L. Williams"",""M. H. Pritchard""}",545,545,1
491837,"{""R. T. Malison"",""E. F. Pace-Schott"",""V. Coric"",""P. T. Morgan"",""R. Stickgold"",""Z. H. Sahul""}",546,546,1
893227,"{""E. Anegekuh, L., Sun, L., Ifeachor""}",547,547,1
525874,"{""D Caron"",""S J Witchell"",""M A Jewett"",""E L St Louis"",""R R Gray"",""C Bombardier"",""S Kumra"",""K E Psihramis"",""M R Ryan""}",548,548,1
26475,"{""Paul Jones""}",549,549,1
476191,"{""Yibin Fang"",""Pengfei Yang"",""Jianmin Liu"",""Yi Xu"",""Qinghai Huang"",""Wenyuan Zhao"",""Dongwei Dai"",""Yan Chen""}",550,550,1
719389,"{""K. Seo"",""L. G. Epstein""}",551,551,1
467318,{NULL},552,552,1
268361,"{""K. Jonsson"",""A. Rydholm"",""I. Kristiansson"",""D. Heinegard"",""F. V. von Steyern"",""P. Mannfolk""}",553,553,1
664795,"{""Hangcheng Zhou"",""Renbao Yang"",""Jiong Chen"",""Yunlian Xia"",""Yin Lu""}",554,554,1
102180,"{""R Carraro"",""M F Rasmussen"",""L Niskanen"",""A Harper"",""N Finer"",""S R̦ssner"",""M Kunesova"",""L Van Gaal"",""M E J Lean"",""A Astrup"",""A Rissanen"",""M J Savolainen"",""[Collective Name] NN8022-1807 Investigators""}",555,555,1
258486,"{""Kathy W Hosig"",""Sharon M Nickols-Richardson"",""Kavita H Poddar"",""Susan E Duncan"",""Eileen S Anderson""}",556,556,1
961081,{NULL},557,557,1
52681,"{""M. Runkel"",""J. Blum"",""P. M. Rommens""}",558,558,1
828156,"{""V Hesselbrock"",""A W Deckel""}",559,559,1
812757,"{""Y. A. Son"",""G. Ustunkar"",""M. A. Doke"",""H. A. Dom"",""Y. Y. Tuncel""}",560,560,1
713518,"{""Gerlane ��ngela da Costa Moreira"",""Denyse Dutra Alencar Vasconcelos"",""Amanda Costa de Freitas"",""Carla Cristina Braga Maranh���o"",""Danielle Figueiredo Patricio""}",561,561,1
180977,"{""L. N. Borrell"",""K. Rose"",""B. L. Clark"",""D. Catellier"",""A. V. D. Roux""}",562,562,1
828214,"{""Philipp Martius"",""Anna Buchheim"",""Peter Buchheim"",""Susanne H���rz"",""Michael Rentrop"",""Cord Benecke"",""Peter Schuster"",""Melitta Fischer-Kern"",""Stephan Doering""}",563,563,1
176160,"{""Basta Beard Beard Beel-Bates Bierman Bowling Cagney Calkins Carder Carlsson Chan Clark Clarke Cutchin Cutler Davidoff Diehl Doty Durrett Feldman Foote Freedman Gaugler Gitlin Gitlin Glass Golant Golant Golant Golant Golant Golant Golant Grafova Gross Hunt Alley"",""Stephen M. Golant""}",564,564,1
677752,"{""L Timmermans"",""J C Slieker"",""J F Lange"",""E B Deerenberg"",""J Jeekel"",""D P Hogerzeil"",""P H C Eilers""}",565,565,1
107417,"{""David R Jacobs"",""David S Ludwig"",""Cara B Ebbeling"",""Alex I Kartashov"",""Martha L Slattery"",""Linda Van Horn"",""Mark A Pereira""}",566,566,1
141282,"{""E Decuypere"",""E Dewil"",""D Vanmontfort"",""H Michels""}",567,567,1
708911,"{""J. Skees"",""T. K. Race""}",568,568,1
621640,"{""J McCusker"",""F Primeau"",""M Cole"",""L Han"",""F Bellavance""}",569,569,1
647583,"{""Ana Maria Baptista Menezes"",""David Alejandro Gonz��lez"",""Elaine Cardozo Macedo"",""Pedro Curi Hallal"",""Maria de F��tima Maia"",""Marli Knorst"",""Samuel Carvalho Dumith"",""Jeovany Mart�_nez-Mesa"",""Ricardo Bica Noal"",""Fernando C̩sar Wehrmeister"",""Jos̩ Roberto Jardim""}",570,570,1
361080,"{""Corinn Taylor""}",571,571,1
283168,"{""T. Levy"",""Y. Bloch""}",572,572,1
52633,"{""W. De Groote"",""D. Stoffelen"",""K. Govaerts"",""P. Reynders"",""P. L. Broos"",""J. Rondia""}",573,573,1
74821,"{""Xinran Wang"",""Chenhuan Ding"",""Lilan Chen"",""Shu Li"",""Ting Liu"",""Xia Yin"",""You Wang"",""Xiangjun Sun"",""Wen Di"",""He Li""}",574,574,1
373015,"{""B. Heljic"",""R. Komel"",""I. Eminovic"",""F. Gavrankapetanovic"",""J. Prezelj"",""J. Karamehic""}",575,575,1
529562,"{""P Michel"",""V Papavasileiou"",""G Ntaios"",""A Bargiota"",""K Makaritsis""}",576,576,1
574242,"{""Al Sayed Hussain A"",""Saheb Sharif-Askari N"",""Sulaiman SA"",""Al-Mulla AA"",""Tabatabai S"",""Saheb Sharif-Askari F""}",577,577,1
966388,"{""H. Choi"",""E. S. Kang"",""S. K. Lim"",""S. Y. Jeong"",""H. C. Lee"",""H. J. Kim"",""S. Kim"",""Y. Rhee"",""Y. H. Lee"",""J. H. Moon"",""K. R. Kim"",""C. W. Ahn"",""B. S. Cha"",""E. J. Lee""}",578,578,1
919014,"{""M A Sanchez"",""S Ritzu"",""V Capelli"",""P Boccalon"",""G Arcangeli""}",579,579,1
494428,"{""Karen K Lam"",""Steven C Brooks"",""Laurie J Morrison""}",580,580,1
55809,"{""Anna Nidecker"",""Siamak Ardekani"",""E Mark Mahone"",""Firouzeh Tannazi"",""Jarunee Intrapiromkul"",""Moody Wharam"",""Larry J Brant"",""Alena Horsk��""}",581,581,1
368651,"{""R. Rehmani""}",582,582,1
423691,"{""T. A. Doreleijers"",""P. T. Cohen-Kettenis"",""A. L. de Vries"",""T. D. Steensma""}",583,583,1
435904,{NULL},584,584,1
407245,"{""Corinne L Coulter"",""Jennie M Scarvell"",""Jeanie M Weber""}",585,585,1
918698,"{""Fengjiang Zhang"",""Gang Chen"",""Min Yan"",""Congcong Chen""}",586,586,1
209138,"{""S Nadeau"",""F Malouin"",""B.J McFadyen""}",587,587,1
862844,"{""R. Danesi"",""S. Terrazzino"",""P. L. Canonico"",""A. A. Genazzani"",""S. Cargnin"",""M. Del Re""}",588,588,1
875733,"{""K. Iijima"",""A. Tanimoto"",""Y. Kitagaki"",""M. Hiura"",""H. Fujiwara"",""S. Ikawa""}",589,589,1
587683,"{""J. L. Lloyd""}",590,590,1
927711,"{""C. Bottomley"",""K. Lock"",""S. Lais"",""A. Clow"",""G. Yu"",""R. Lynch"",""A. Renton"",""G. Phillips"",""M. Petticrew"",""A. Draper"",""P. Tobi"",""E. Schmidt"",""R. Hayes"",""D. Moore""}",591,591,1
313584,"{""Jennifer L. Edwards"",""Cherie A. Lyons"",""Marcia E. Swords"",""Mary S. Rogers"",""Kathy E. Green""}",592,592,1
161847,"{""A. DA  - Jun DO  - jc.2004-1843 [pii] 10.1210/jc.2004-1843 [doi] DP  - Nlm ET  - 2005/03/31 Dunaif"",""A. R. Kunselman"",""R. S. Legro"",""C. L. Gnatuk""}",593,593,1
543292,"{""Maria Papapolydorou"",""Taslima Rahman"",""William D. Schafer"",""Lori Parker""}",594,594,1
248064,"{""T. Katayama"",""K. Furuta"",""M. Akahane"",""H. Ono"",""R. Fujitani""}",595,595,1
887041,"{""Kevin Patrick"",""Jill Rybar"",""Linda Hill"",""Sara Baird"",""Raul Coimbra"",""Susanna Concha-Garcia""}",596,596,1
314737,"{""S. Opatrna"",""P. Stehlik"",""J. Racek"",""Jr. Opatrny, K."",""V. Senft"",""F. Sefrna"",""O. Topolcan""}",597,597,1
709094,"{""L. Pretlow"",""A. Ranne"",""B. Kraj"",""E. K. Leibach"",""B. Russell""}",598,598,1
327157,"{""Jutta Beier"",""Peter D'Andrea"",""Michelle Henley"",""Stephanie Korn"",""Kai-Michael Beeh"",""Donald Banerji"",""Dalal Jadayel""}",599,599,1
793206,"{""Fernanda Cesar"",""Anne A Wooldridge"",""Cinzia Mastrorilli"",""Pete W Christopherson"",""Kellye Joiner""}",600,600,1
361682,"{""Seiler I"",""Baron M"",""Arzt M"",""Pfeifer M"",""Lange TJ""}",601,601,1
732256,"{""Romero M"",""Mercer R"",""Ramos S"",""Karolinski A""}",602,602,1
636937,"{""Victor Kande"",""Epco Hasker"",""Veerle Lejon"",""Jean-Jacques Muyembe"",""Patrick Mitashi"",""Marleen Boelaert"",""Pascal Lutumba""}",603,603,1
743394,"{""Antoine Hone-Blanchet"",""Shirley Fecteau""}",604,604,1
592201,"{""E. M. Quigley"",""J. K. DiBaise""}",605,605,1
914007,"{""H. H. Huang"",""J. Hale"",""L. Fetters"",""A. McBride""}",606,606,1
208824,"{""V.E. Zakharov"",""S. Dyachenko"",""A.C. Newell"",""A. Pushkarev""}",607,607,1
759501,"{""M A Bleiker""}",608,608,1
506162,"{""F Vin"",""F A Allaert"",""J P Benigni"",""S Sadoun""}",609,609,1
372697,"{""R.A. Mesa"",""N.C.P. Cross"",""J.O. Mascarenhas""}",610,610,1
609245,"{""George Vithoulkas"",""Menachem Oberbaum"",""Shepherd Singer"",""Robbert van Haselen""}",611,611,1
584706,"{""G. S. McDonald"",""J. W. Bachman"",""P. C. O'Brien""}",612,612,1
822897,"{""K. F. Lam"",""S. M. Ng"",""B. H. P. Lau"",""H. H. M. Lo"",""C. L. W. Chan""}",613,613,1
145770,"{""Gilles Montalescot"",""Gordon FitzGerald"",""Kurt G Barringhaus"",""[Collective Name] GRACE Investigators"",""Frans Van de Werf"",""Joel M Gore"",""David D McManus"",""Jos̩ L�_pez-Send�_n"",""Philippe Gabriel Steg"",""Kay Lee Park""}",614,614,1
24026,"{""Marcus R Munaf�_"",""Mike W Peacey"",""In-Uck Park""}",615,615,1
44484,"{""A Polychronaki"",""Ch Roussos"",""A Koutsoukou"",""I Dimitroulis"",""J Milic-Emili"",""N G Koulouris"",""S Retsou"",""E N Kosmas"",""M Gaga""}",616,616,1
379988,"{""Y.-J. Du"",""X.-M. Zhu"",""B. Sang"",""C.-J. Yang"",""C.-L. Liu""}",617,617,1
333862,"{""Muhammad Rafique"",""M. Ikram Shahzad"",""Shahida Jabeen""}",618,618,1
779555,"{""S. T. Visser"",""M. J. Postma"",""P. Denig"",""F. M. De Vries"",""E. Hak""}",619,619,1
323860,"{""E. Bonthuys""}",620,620,1
646572,"{""R Schwarz"",""J Ernst"",""M Zenger"",""E Br�_hler"",""R Schmidt""}",621,621,1
128182,"{""M. Rossignol"",""F. A. Allaert"",""B. Bannwarth"",""J. P. C1  - Fr̴n RCT-șkningen CN  - Pubmed DA  - Jun DP  - NLM ET  - 2005/06/09 Valat"",""S. Rozenberg"",""B. Avouac""}",622,622,1
252998,"{""Yuki Matsuda"",""Taro Kishi"",""Nakao Iwata""}",623,623,1
231933,"{""E. T. Rolls""}",624,624,1
683304,"{""Joost P A Kuijer"",""Thom A Voorn"",""Ernesto J Sanz-Arigita"",""Ellemarije Altena"",""Eus J W Van Someren"",""Serge A R B Rombouts"",""Ysbrand D Van Der Werf""}",625,625,1
854628,"{""N Saijo"",""M Yamakido"",""K D Tew"",""Y Fujiwara"",""K Kasahara"",""M Bungo"",""Y Sugimoto""}",626,626,1
117678,"{""L J Hahn"",""C J Chiu"",""M L Chang"",""L L Hsieh"",""Y S Kuo"",""H M Chen"",""C P Chiang"",""C J Chen""}",627,627,1
795170,"{""Helen M Sorenson""}",628,628,1
783722,"{""B. J. Caan"",""E. M. John"",""T. H. M. Keegan"",""A. H. Wu"",""L. Bernstein"",""S. Shariff-Marco"",""R. Sposto"",""C. C. Tseng"",""J. Sullivan-Halley"",""Y. Lu"",""C. Vigen"",""M. L. Kwan"",""S. L. Gomez"",""A. W. Kurian"",""I. Cheng"",""V. S. Lee""}",629,629,1
376103,"{""Y. Akematsu"",""M. Tsuji"",""K. Minetaki""}",630,630,1
505530,"{""E. L. Krivchenia"",""M. I. Evans"",""M. A. Ayoub"",""V. L. Miller"",""S. B. Ransom""}",631,631,1
868618,"{""J. Gschwend"",""S. Schirrmacher-Memmel"",""A. Beeker"",""M. O. Grimm"",""B. Brehmer"",""M. Zaiss"",""U. Von Verschuer"",""S. Pahernik"",""M. Bos"",""M. De Santis"",""M. Retz"",""S. Krause""}",632,632,1
503451,"{""M Gimpel"",""S Gadola"",""P Cooper"",""K Jameson"",""G Deakin"",""M Godtschailk"",""M Stokes"",""C Cooper""}",633,633,1
113363,"{""A. L. Steege"",""T. Alterman"",""M. R. Petersen"",""J. Li""}",634,634,1
944558,"{""H. Oshima"",""K. Kobayashi"",""T. Yamamoto"",""M. Kasai"",""C. Fukaya"",""Y. Katayama""}",635,635,1
875250,"{""M. G. Bruce"",""J. Morris"",""B. McMahon"",""A. Tveit"",""D. Hurlburt"",""D. Bruden""}",636,636,1
786108,"{""C. Dearden"",""J. Dodd"",""E. Matutes"",""D. Catovsky"",""J. Blundell"",""A. Rawstrom"",""D. Allsup"",""D. Oscier"",""T. Hamblin"",""S. Dodd"",""E. Heartin"",""R. Jones"",""J. Radford"",""S. Proctor"",""S. Agrawal"",""P. Hillmen"",""G. Follows"",""R. Pettitt"",""A. Bloor"",""S. Devereux"",""S. Carruthers""}",637,637,1
233544,"{""Sabe Sabesan"",""Peter Aiken"",""Lynden J Roberts"",""Sarah Larkins"",""Abhishek Joshi""}",638,638,1
163093,"{""Robert L. Kriel"",""Jennifer R. Riss"",""Vijay D. Ivaturi"",""James C. C2  - 19231138 DB  - MEDLINE DO  - http://dx.doi.org/10.1016/j.eplepsyres.2009.01.001 Cloyd"",""Ronald A. Siegel""}",639,639,1
31763,"{""Irene G Salado"",""Ana Martinez"",""Daniel I Perez"",""Brian C Kraemer"",""Murilo L Bello"",""Concepci�_n Perez"",""Nicole F Liachko"",""Magalie Lecourtois"",""Miriam Redondo"",""Carmen Gil"",""Laetitia Miguel""}",640,640,1
949775,"{""Alicia Heapy"",""Sally G. Haskell"",""M. Carrington Reid"",""Robert D. Kerns"",""Rebecca K. Papas""}",641,641,1
847600,"{""Ashley McDonald"",""Shannon N Zenk"",""Colleen Corte"",""Kelly K Jones""}",642,642,1
638338,"{""Sergio Raposeiras-Roub�_n"",""Jos̩ Maria Garc�_a-Acu̱a"",""Jos̩ Ram�_n Gonz��lez-Juanatey""}",643,643,1
14077,"{""C L̦liger"",""K Neuber"",""J Ring"",""I K̦hler""}",644,644,1
453607,{NULL},645,645,1
690793,"{""Cameron F Abrams"",""Spencer T Stober""}",646,646,1
799604,"{""E A BeGole"",""H S Upshaw"",""R J Egolf""}",647,647,1
718091,"{""Richard Andrews"",""Erica B Lundsten"",""A Maureen Bundick Morgan""}",648,648,1
935189,"{""E Larson"",""B A Laughon"",""K Mayur""}",649,649,1
711472,"{""Bouchard DR"",""Soucy L"",""Senechal M"",""Brochu M"",""Dionne IJ""}",650,650,1
660574,"{""Silvia Sookoian"",""Carlos J Pirola""}",651,651,1
873322,"{""C. Handgraaf"",""W. J. Melchers"",""T. Klaassen"",""P. D. Sturm"",""E. T. Bochum"",""S. V. van Mook-Vermulst""}",652,652,1
