src,act_dep_time,original_index,unique_index
mytripandmore,3:52 p.m.,1634,1251
mytripandmore,3:31 p.m.,1635,1252
mytripandmore,6:41aDec 1,1636,1253
ord,,1637,1254
ord,,1638,1254
ord,,1639,1254
ord,,1640,1254
ord,,1641,1254
ord,,1642,1254
ord,,1643,1254
ord,,1644,1254
ord,,1645,1254
ord,,1646,1254
ord,,1647,1254
ord,,1648,1254
ord,,1649,1254
ord,,1650,1254
ord,,1651,1254
ord,,1652,1254
ord,,1653,1254
ord,,1654,1254
ord,,1655,1254
ord,,1656,1254
ord,,1657,1254
ord,,1658,1254
ord,,1659,1254
ord,,1660,1254
wunderground,7:16 a.m.,1661,1255
wunderground,6:54 a.m.,1662,1256
wunderground,7:42 p.m.,1663,1257
wunderground,8:51 a.m.,1664,1258
wunderground,7:59 p.m.,1665,1259
wunderground,11:57 p.m.,1666,1260
wunderground,4:10 p.m.,1667,1261
wunderground,7:56 a.m.,1668,1262
wunderground,7:25 a.m.,1669,1263
wunderground,4:29 p.m.,1670,1264
wunderground,10:10 a.m.,1671,1265
wunderground,12:13 p.m.,1672,1266
wunderground,12:06 p.m.,1673,1267
wunderground,6:08 a.m.,1674,1268
wunderground,11:45 a.m.,1675,1269
wunderground,8:05 a.m.,1676,1270
wunderground,10:19 a.m.,1677,1271
wunderground,8:04 a.m.,1678,1272
wunderground,2:04 p.m.,1679,1273
wunderground,6:57 a.m.,1680,1274
wunderground,12:42 p.m.,1681,1275
wunderground,12:56 p.m.,1682,1276
wunderground,2:42 p.m.,1683,1277
wunderground,12:07 p.m.,1684,1278
wunderground,5:38 p.m.,1685,1279
wunderground,7:39 a.m.,1686,1280
wunderground,7:27 p.m.,1687,1281
wunderground,11:52 a.m.,1688,1282
wunderground,11:05 a.m.,1689,1283
wunderground,3:36 p.m.,1690,1284
wunderground,7:21 a.m.,1691,1285
wunderground,6:47 p.m.,1692,1286
wunderground,6:56 p.m.,1693,1287
wunderground,12:12 p.m.,1694,1288
wunderground,7:25 p.m.,1695,1289
wunderground,9:57 a.m.,1696,1290
wunderground,6:56 a.m.,1697,1291
wunderground,7:31 a.m.,1698,1292
wunderground,5:08 p.m.,1699,1293
wunderground,4:45 p.m.,1700,1294
wunderground,8:23 p.m.,1701,1295
wunderground,11:01 a.m.,1702,1296
wunderground,1:48 p.m.,1703,1297
wunderground,2:01 p.m.,1704,1298
wunderground,4:35 p.m.,1705,1299
wunderground,9:16 p.m.,1706,1300
wunderground,8:29 p.m.,1707,1301
wunderground,7:22 a.m.,1708,1302
wunderground,8:51 a.m.,1709,1258
wunderground,1:40 p.m.,1710,1303
wunderground,11:35 p.m.,1711,1304
wunderground,6:11 p.m.,1712,1305
wunderground,8:40 p.m.,1713,1306
wunderground,2:44 p.m.,1714,1307
wunderground,3:27 p.m.,1715,1308
wunderground,7:23 a.m.,1716,1309
wunderground,12:10 p.m.,1717,1310
wunderground,1:19 p.m.,1718,1311
wunderground,3:36 p.m.,1719,1284
wunderground,4:12 p.m.,1720,1312
wunderground,7:32 a.m.,1721,1313
wunderground,11:55 a.m.,1722,1314
wunderground,10:55 a.m.,1723,1315
wunderground,4:14 p.m.,1724,1316
wunderground,6:10 a.m.,1725,1317
wunderground,7:39 a.m.,1726,1280
ua,8:29 a.m.,1727,1318
ua,8:42 a.m.,1728,1319
ua,3:27 p.m.,1729,1320
ua,10:33 a.m.,1730,1321
ua,4:00 p.m.,1731,1322
ua,11:30 a.m.,1732,1323
ua,12:35 p.m.            Delayed,1733,1324
ua,3:11 a.m.,1734,1325
ua,7:49 a.m.,1735,1326
ua,8:12 a.m.,1736,1327
ua,1:32 p.m.            Delayed,1737,1328
ua,2:10 p.m.,1738,1329
ua,4:28 p.m.            Delayed,1739,1330
ua,4:15 p.m.,1740,1331
ua,7:05 a.m.,1741,1332
ua,1:31 p.m.,1742,1333
ua,1:48 p.m.            Delayed,1743,1334
ua,4:25 p.m.,1744,1335
ua,8:26 a.m.,1745,1336
ua,7:27 a.m.,1746,1337
ua,11:08 p.m.            On Time,1747,1338
ua,1:32 p.m.,1748,1339
ua,11:15 a.m.,1749,1340
ua,2:55 p.m.,1750,1341
ua,2:48 p.m.,1751,1342
ua,9:16 a.m.            Delayed,1752,1343
ua,2:55 p.m.,1753,1341
ua,8:52 a.m.,1754,1344
ua,11:55 a.m.,1755,1345
ua,5:56 a.m.,1756,1346
ua,2:26 p.m.,1757,1347
flylouisville,7:16 a.m.,1758,1348
flylouisville,7:14 p.m.,1759,1349
flylouisville,6:54 a.m.,1760,1350
flylouisville,8:29 a.m.,1761,1351
flylouisville,8:42 a.m.,1762,1352
flylouisville,,1763,1353
flylouisville,12:11 p.m.,1764,1354
flylouisville,3:28 p.m.,1765,1355
flylouisville,11:32 a.m.,1766,1356
flylouisville,10:33 a.m.,1767,1357
flylouisville,,1768,1353
flylouisville,5:56 a.m.,1769,1358
flylouisville,12:41 a.m.,1770,1359
flylouisville,3:58 p.m.,1771,1360
flylouisville,7:29 a.m.,1772,1361
flylouisville,10:19 a.m.,1773,1362
flylouisville,10:10 a.m.,1774,1363
flylouisville,8:12 a.m.,1775,1364
flylouisville,7:25 a.m.,1776,1365
flylouisville,4:29 p.m.,1777,1366
flylouisville,10:55 a.m.,1778,1367
flylouisville,2:48 p.m.,1779,1368
flylouisville,8:00 a.m.,1780,1369
flylouisville,2:46 p.m.,1781,1370
flylouisville,12:12 p.m.,1782,1371
flylouisville,11:56 a.m.,1783,1372
flylouisville,6:08 a.m.,1784,1373
flylouisville,11:30 a.m.,1785,1374
flylouisville,6:02 a.m.,1786,1375
flylouisville,8:40 a.m.,1787,1376
flylouisville,10:18 a.m.,1788,1377
flylouisville,2:04 p.m.,1789,1378
flylouisville,7:49 a.m.,1790,1379
flylouisville,12:35 p.m.,1791,1380
flylouisville,12:13 p.m.,1792,1381
flylouisville,2:26 p.m.,1793,1382
flylouisville,11:51 a.m.,1794,1383
flylouisville,5:22 p.m.,1795,1384
flylouisville,8:25 p.m.,1796,1385
flylouisville,11:05 a.m.,1797,1386
flylouisville,1:32 p.m.,1798,1387
flylouisville,3:36 p.m.,1799,1388
flylouisville,7:21 a.m.,1800,1389
flylouisville,,1801,1353
flylouisville,6:55 p.m.,1802,1390
flylouisville,,1803,1353
flylouisville,2:10 p.m.,1804,1391
flylouisville,9:14 a.m.,1805,1392
flylouisville,6:56 a.m.,1806,1393
flylouisville,7:30 a.m.,1807,1394
flylouisville,5:08 p.m.,1808,1395
flylouisville,4:28 p.m.,1809,1396
flylouisville,4:15 p.m.,1810,1397
flylouisville,8:23 p.m.,1811,1398
flylouisville,10:20 a.m.,1812,1399
flylouisville,7:07 a.m.,1813,1400
flylouisville,11:01 a.m.,1814,1401
flylouisville,1:31 p.m.,1815,1402
flylouisville,12:41 p.m.,1816,1403
flylouisville,1:48 p.m.,1817,1404
flylouisville,,1818,1353
flylouisville,,1819,1353
flylouisville,,1820,1353
flylouisville,,1821,1353
flylouisville,7:22 a.m.,1822,1405
flylouisville,8:51 a.m.,1823,1406
flylouisville,8:26 a.m.,1824,1407
flylouisville,,1825,1353
flylouisville,3:01 p.m.,1826,1408
flylouisville,7:27 a.m.,1827,1409
flylouisville,,1828,1353
flylouisville,,1829,1353
flylouisville,1:32 p.m.,1830,1387
flylouisville,11:15 a.m.,1831,1410
flylouisville,8:39 p.m.,1832,1411
flylouisville,2:52 p.m.,1833,1412
flylouisville,2:48 p.m.,1834,1368
flylouisville,9:16 a.m.,1835,1413
flylouisville,2:44 p.m.,1836,1414
flylouisville,3:27 p.m.,1837,1415
flylouisville,7:22 a.m.,1838,1405
flylouisville,12:10 p.m.,1839,1416
flylouisville,8:04 a.m.,1840,1417
flylouisville,8:52 a.m.,1841,1418
flylouisville,1:19 p.m.,1842,1419
flylouisville,8:56 a.m.,1843,1420
flylouisville,3:36 p.m.,1844,1388
flylouisville,8:04 a.m.,1845,1417
flylouisville,11:40 a.m.,1846,1421
flylouisville,4:12 p.m.,1847,1422
flylouisville,11:52 a.m.,1848,1423
flylouisville,7:39 a.m.,1849,1424
flylouisville,3:31 p.m.,1850,1425
flylouisville,11:43 a.m.,1851,1426
flylouisville,10:54 a.m.,1852,1427
flylouisville,6:57 a.m.,1853,1428
flylouisville,3:58 p.m.,1854,1360
flylouisville,6:10 a.m.,1855,1429
flylouisville,7:39 a.m.,1856,1424
flylouisville,7:31 a.m.,1857,1430
quicktrip,7:16 a.m.,1858,1431
quicktrip,7:14 p.m.,1859,1432
quicktrip,6:54 a.m.,1860,1433
quicktrip,8:29 a.m.,1861,1434
quicktrip,8:42 a.m.,1862,1435
quicktrip,7:58 p.m.,1863,1436
quicktrip,12:13 p.m.,1864,1437
quicktrip,6:47 p.m. (Estimated runway),1865,1438
quicktrip,3:28 p.m.,1866,1439
quicktrip,11:32 a.m.,1867,1440
quicktrip,11:29 p.m. (Estimated runway),1868,1441
quicktrip,5:56 a.m.,1869,1442
quicktrip,12:41 a.m.,1870,1443
quicktrip,3:58 p.m.,1871,1444
quicktrip,7:29 a.m.,1872,1445
quicktrip,10:19 a.m.,1873,1446
quicktrip,7:25 a.m.,1874,1447
quicktrip,8:12 a.m.,1875,1448
quicktrip,4:29 p.m.,1876,1449
quicktrip,10:10 a.m.,1877,1450
quicktrip,2:48 p.m.,1878,1451
quicktrip,5:22 p.m.,1879,1452
quicktrip,12:12 p.m.,1880,1453
quicktrip,11:56 a.m.,1881,1454
quicktrip,6:08 a.m.,1882,1455
quicktrip,11:30 a.m.,1883,1456
quicktrip,6:02 a.m.,1884,1457
quicktrip,8:40 a.m.,1885,1458
quicktrip,8:04 a.m.,1886,1459
quicktrip,10:18 a.m.,1887,1460
quicktrip,8:04 a.m.,1888,1459
quicktrip,2:04 p.m.,1889,1461
quicktrip,6:57 a.m.,1890,1462
quicktrip,12:41 p.m.,1891,1463
quicktrip,12:35 p.m.,1892,1464
quicktrip,11:51 a.m.,1893,1465
quicktrip,8:25 p.m.,1894,1466
quicktrip,11:52 a.m.,1895,1467
quicktrip,11:05 a.m.,1896,1468
quicktrip,1:32 p.m.,1897,1469
quicktrip,3:36 p.m.,1898,1470
quicktrip,7:21 a.m.,1899,1471
quicktrip,8:00 a.m.,1900,1472
quicktrip,6:55 p.m.,1901,1473
quicktrip,12:11 p.m.,1902,1474
quicktrip,7:15 p.m. (Estimated),1903,1475
quicktrip,2:10 p.m.,1904,1476
quicktrip,9:14 a.m.,1905,1477
quicktrip,6:56 a.m.,1906,1478
quicktrip,7:30 a.m.,1907,1479
quicktrip,5:08 p.m.,1908,1480
quicktrip,7:39 a.m.,1909,1481
quicktrip,4:28 p.m.,1910,1482
quicktrip,4:15 p.m.,1911,1483
quicktrip,8:23 p.m.,1912,1484
quicktrip,10:20 a.m.,1913,1485
quicktrip,7:07 a.m.,1914,1486
quicktrip,11:01 a.m.,1915,1487
quicktrip,1:31 p.m.,1916,1488
quicktrip,1:48 p.m.,1917,1489
quicktrip,12:10 a.m. (Estimated runway),1918,1490
quicktrip,4:28 p.m. (Estimated runway),1919,1491
quicktrip,9:06 p.m. (Estimated runway),1920,1492
quicktrip,8:29 p.m. (Estimated runway),1921,1493
quicktrip,2:46 p.m.,1922,1494
quicktrip,7:22 a.m.,1923,1495
quicktrip,8:51 a.m.,1924,1496
quicktrip,2:26 p.m.,1925,1497
quicktrip,8:26 a.m.,1926,1498
quicktrip,3:01 p.m.,1927,1499
quicktrip,,1928,1500
quicktrip,5:30 p.m. (Estimated),1929,1501
quicktrip,11:15 a.m.,1930,1502
quicktrip,8:39 p.m.,1931,1503
quicktrip,2:52 p.m.,1932,1504
quicktrip,2:48 p.m.,1933,1451
quicktrip,2:44 p.m.,1934,1505
quicktrip,3:27 p.m.,1935,1506
quicktrip,7:22 a.m.,1936,1495
quicktrip,12:10 p.m.,1937,1507
quicktrip,1:19 p.m.,1938,1508
quicktrip,7:49 a.m.,1939,1509
quicktrip,8:56 a.m.,1940,1510
quicktrip,3:36 p.m.,1941,1470
quicktrip,4:12 p.m.,1942,1511
quicktrip,7:31 a.m.,1943,1512
quicktrip,3:31 p.m.,1944,1513
quicktrip,11:43 a.m.,1945,1514
quicktrip,10:54 a.m.,1946,1515
quicktrip,3:58 p.m.,1947,1444
quicktrip,6:10 a.m.,1948,1516
quicktrip,7:39 a.m.,1949,1481
allegiantair,7:16 a.m.,1950,1517
allegiantair,7:42 p.m.,1951,1518
allegiantair,6:54 a.m.,1952,1519
allegiantair,8:49 a.m.,1953,1520
allegiantair,9:01 a.m.,1954,1521
allegiantair,7:59 p.m.,1955,1522
allegiantair,12:12 p.m.,1956,1523
allegiantair,3:50 p.m.,1957,1524
allegiantair,12:37 p.m.,1958,1525
allegiantair,10:53 a.m.,1959,1526
allegiantair,,1960,1527
allegiantair,6:10 a.m.,1961,1528
allegiantair,12:58 a.m.,1962,1529
allegiantair,4:10 p.m.,1963,1530
allegiantair,7:56 a.m.,1964,1531
allegiantair,10:35 a.m.,1965,1532
allegiantair,10:11 a.m.,1966,1533
allegiantair,8:26 a.m.,1967,1534
allegiantair,7:25 a.m.,1968,1535
allegiantair,4:30 p.m.,1969,1536
allegiantair,10:55 a.m.,1970,1537
allegiantair,2:59 p.m.,1971,1538
allegiantair,8:18 a.m.,1972,1539
allegiantair,3:04 p.m.,1973,1540
allegiantair,12:13 p.m.,1974,1541
allegiantair,12:06 p.m.,1975,1542
allegiantair,6:09 a.m.,1976,1543
allegiantair,11:45 a.m.,1977,1544
allegiantair,6:17 a.m.,1978,1545
allegiantair,9:01 a.m.,1979,1521
allegiantair,10:19 a.m.,1980,1546
allegiantair,2:04 p.m.,1981,1547
allegiantair,8:07 a.m.,1982,1548
allegiantair,12:56 p.m.,1983,1549
allegiantair,12:14 p.m.,1984,1550
allegiantair,2:43 p.m.,1985,1551
allegiantair,12:08 p.m.,1986,1552
allegiantair,5:38 p.m.,1987,1553
allegiantair,8:36 p.m.,1988,1554
allegiantair,11:06 a.m.,1989,1555
allegiantair,1:43 p.m.,1990,1556
allegiantair,3:36 p.m.,1991,1557
allegiantair,7:22 a.m.,1992,1558
allegiantair,,1993,1527
allegiantair,6:56 p.m.,1994,1559
allegiantair,,1995,1527
allegiantair,2:38 p.m.,1996,1560
allegiantair,9:58 a.m.,1997,1561
allegiantair,6:57 a.m.,1998,1562
allegiantair,7:31 a.m.,1999,1563
allegiantair,5:09 p.m.,2000,1564
allegiantair,4:46 p.m.,2001,1565
allegiantair,4:37 p.m.,2002,1566
allegiantair,8:23 p.m.,2003,1567
allegiantair,10:37 a.m.,2004,1568
allegiantair,7:31 a.m.,2005,1563
allegiantair,11:02 a.m.,2006,1569
allegiantair,1:48 p.m.,2007,1570
allegiantair,12:42 p.m.,2008,1571
allegiantair,2:01 p.m.,2009,1572
allegiantair,,2010,1527
allegiantair,,2011,1527
allegiantair,,2012,1527
allegiantair,,2013,1527
allegiantair,7:23 a.m.,2014,1573
allegiantair,8:52 a.m.,2015,1574
allegiantair,8:37 a.m.,2016,1575
allegiantair,,2017,1527
allegiantair,3:17 p.m.,2018,1576
allegiantair,7:41 a.m.,2019,1577
allegiantair,,2020,1527
allegiantair,,2021,1527
allegiantair,1:45 p.m.,2022,1578
allegiantair,11:47 a.m.,2023,1579
allegiantair,8:40 p.m.,2024,1580
allegiantair,3:04 p.m.,2025,1540
allegiantair,2:59 p.m.,2026,1538
allegiantair,9:43 a.m.,2027,1581
allegiantair,2:44 p.m.,2028,1582
allegiantair,3:28 p.m.,2029,1583
allegiantair,7:23 a.m.,2030,1573
allegiantair,12:11 p.m.,2031,1584
allegiantair,8:05 a.m.,2032,1585
allegiantair,9:05 a.m.,2033,1586
allegiantair,1:20 p.m.,2034,1587
allegiantair,8:56 a.m.,2035,1588
allegiantair,3:38 p.m.,2036,1589
allegiantair,8:04 a.m.,2037,1590
allegiantair,11:41 a.m.,2038,1591
allegiantair,4:12 p.m.,2039,1592
allegiantair,11:52 a.m.,2040,1593
allegiantair,7:40 a.m.,2041,1594
allegiantair,4:02 p.m.,2042,1595
allegiantair,11:55 a.m.,2043,1596
allegiantair,10:55 a.m.,2044,1537
allegiantair,6:58 a.m.,2045,1597
allegiantair,4:15 p.m.,2046,1598
allegiantair,6:11 a.m.,2047,1599
allegiantair,7:40 a.m.,2048,1594
allegiantair,7:32 a.m.,2049,1600
businesstravellogue,7:16 a.m.,2050,1601
businesstravellogue,7:14 p.m.,2051,1602
businesstravellogue,6:54 a.m.,2052,1603
businesstravellogue,8:29 a.m.,2053,1604
businesstravellogue,8:42 a.m.,2054,1605
businesstravellogue,,2055,1606
businesstravellogue,12:11 p.m.,2056,1607
businesstravellogue,3:28 p.m.,2057,1608
businesstravellogue,11:32 a.m.,2058,1609
businesstravellogue,10:33 a.m.,2059,1610
businesstravellogue,,2060,1606
businesstravellogue,5:56 a.m.,2061,1611
businesstravellogue,12:41 a.m.,2062,1612
businesstravellogue,3:58 p.m.,2063,1613
businesstravellogue,7:29 a.m.,2064,1614
businesstravellogue,10:19 a.m.,2065,1615
businesstravellogue,10:10 a.m.,2066,1616
businesstravellogue,8:12 a.m.,2067,1617
businesstravellogue,7:25 a.m.,2068,1618
businesstravellogue,4:29 p.m.,2069,1619
businesstravellogue,10:55 a.m.,2070,1620
businesstravellogue,2:48 p.m.,2071,1621
businesstravellogue,8:00 a.m.,2072,1622
businesstravellogue,2:46 p.m.,2073,1623
businesstravellogue,12:12 p.m.,2074,1624
businesstravellogue,11:56 a.m.,2075,1625
businesstravellogue,6:08 a.m.,2076,1626
businesstravellogue,11:30 a.m.,2077,1627
businesstravellogue,6:02 a.m.,2078,1628
businesstravellogue,8:40 a.m.,2079,1629
businesstravellogue,10:18 a.m.,2080,1630
businesstravellogue,2:04 p.m.,2081,1631
businesstravellogue,7:49 a.m.,2082,1632
businesstravellogue,12:35 p.m.,2083,1633
businesstravellogue,12:13 p.m.,2084,1634
businesstravellogue,2:26 p.m.,2085,1635
businesstravellogue,11:51 a.m.,2086,1636
businesstravellogue,5:22 p.m.,2087,1637
businesstravellogue,8:25 p.m.,2088,1638
businesstravellogue,11:05 a.m.,2089,1639
businesstravellogue,1:32 p.m.,2090,1640
businesstravellogue,3:36 p.m.,2091,1641
businesstravellogue,7:21 a.m.,2092,1642
businesstravellogue,,2093,1606
businesstravellogue,6:55 p.m.,2094,1643
businesstravellogue,,2095,1606
businesstravellogue,2:10 p.m.,2096,1644
businesstravellogue,9:14 a.m.,2097,1645
businesstravellogue,6:56 a.m.,2098,1646
businesstravellogue,7:30 a.m.,2099,1647
businesstravellogue,5:08 p.m.,2100,1648
businesstravellogue,4:28 p.m.,2101,1649
businesstravellogue,4:15 p.m.,2102,1650
businesstravellogue,8:23 p.m.,2103,1651
businesstravellogue,10:20 a.m.,2104,1652
businesstravellogue,7:07 a.m.,2105,1653
businesstravellogue,11:01 a.m.,2106,1654
businesstravellogue,1:31 p.m.,2107,1655
businesstravellogue,12:41 p.m.,2108,1656
businesstravellogue,1:48 p.m.,2109,1657
businesstravellogue,,2110,1606
businesstravellogue,,2111,1606
businesstravellogue,,2112,1606
businesstravellogue,,2113,1606
businesstravellogue,7:22 a.m.,2114,1658
businesstravellogue,8:51 a.m.,2115,1659
businesstravellogue,8:26 a.m.,2116,1660
businesstravellogue,,2117,1606
businesstravellogue,3:01 p.m.,2118,1661
businesstravellogue,7:27 a.m.,2119,1662
businesstravellogue,,2120,1606
businesstravellogue,,2121,1606
businesstravellogue,1:32 p.m.,2122,1640
businesstravellogue,11:15 a.m.,2123,1663
businesstravellogue,8:39 p.m.,2124,1664
businesstravellogue,2:52 p.m.,2125,1665
businesstravellogue,2:48 p.m.,2126,1621
businesstravellogue,9:16 a.m.,2127,1666
businesstravellogue,2:44 p.m.,2128,1667
businesstravellogue,3:27 p.m.,2129,1668
businesstravellogue,7:22 a.m.,2130,1658
businesstravellogue,12:10 p.m.,2131,1669
businesstravellogue,8:04 a.m.,2132,1670
businesstravellogue,8:52 a.m.,2133,1671
businesstravellogue,1:19 p.m.,2134,1672
businesstravellogue,8:56 a.m.,2135,1673
businesstravellogue,3:36 p.m.,2136,1641
businesstravellogue,8:04 a.m.,2137,1670
businesstravellogue,11:40 a.m.,2138,1674
businesstravellogue,4:12 p.m.,2139,1675
businesstravellogue,11:52 a.m.,2140,1676
businesstravellogue,7:39 a.m.,2141,1677
businesstravellogue,3:31 p.m.,2142,1678
businesstravellogue,11:43 a.m.,2143,1679
businesstravellogue,10:54 a.m.,2144,1680
businesstravellogue,6:57 a.m.,2145,1681
businesstravellogue,3:58 p.m.,2146,1613
businesstravellogue,6:10 a.m.,2147,1682
businesstravellogue,7:39 a.m.,2148,1677
businesstravellogue,7:31 a.m.,2149,1683
den,,2150,1684
den,,2151,1684
den,,2152,1684
den,,2153,1684
den,,2154,1684
gofox,7:16 a.m.,2155,1685
gofox,7:42 p.m.,2156,1686
gofox,6:54 a.m.,2157,1687
gofox,8:49 a.m.,2158,1688
gofox,9:01 a.m.,2159,1689
gofox,7:59 p.m.,2160,1690
gofox,12:12 p.m.,2161,1691
gofox,3:50 p.m.,2162,1692
gofox,12:37 p.m.,2163,1693
gofox,10:53 a.m.,2164,1694
gofox,,2165,1695
gofox,6:10 a.m.,2166,1696
gofox,12:58 a.m.,2167,1697
gofox,4:10 p.m.,2168,1698
gofox,7:56 a.m.,2169,1699
gofox,10:35 a.m.,2170,1700
gofox,10:11 a.m.,2171,1701
gofox,8:26 a.m.,2172,1702
gofox,7:25 a.m.,2173,1703
gofox,4:30 p.m.,2174,1704
gofox,10:55 a.m.,2175,1705
gofox,2:59 p.m.,2176,1706
gofox,8:18 a.m.,2177,1707
gofox,3:04 p.m.,2178,1708
gofox,12:13 p.m.,2179,1709
gofox,12:06 p.m.,2180,1710
gofox,6:09 a.m.,2181,1711
gofox,11:45 a.m.,2182,1712
gofox,6:17 a.m.,2183,1713
gofox,9:01 a.m.,2184,1689
gofox,10:19 a.m.,2185,1714
gofox,2:04 p.m.,2186,1715
gofox,8:07 a.m.,2187,1716
gofox,12:56 p.m.,2188,1717
gofox,12:14 p.m.,2189,1718
gofox,2:43 p.m.,2190,1719
gofox,12:08 p.m.,2191,1720
gofox,5:38 p.m.,2192,1721
gofox,8:36 p.m.,2193,1722
gofox,11:06 a.m.,2194,1723
gofox,1:43 p.m.,2195,1724
gofox,3:36 p.m.,2196,1725
gofox,7:22 a.m.,2197,1726
gofox,,2198,1695
gofox,6:56 p.m.,2199,1727
gofox,,2200,1695
gofox,2:38 p.m.,2201,1728
gofox,9:58 a.m.,2202,1729
gofox,6:57 a.m.,2203,1730
gofox,7:31 a.m.,2204,1731
gofox,5:09 p.m.,2205,1732
gofox,4:46 p.m.,2206,1733
gofox,4:37 p.m.,2207,1734
gofox,8:23 p.m.,2208,1735
gofox,10:37 a.m.,2209,1736
gofox,7:31 a.m.,2210,1731
gofox,11:02 a.m.,2211,1737
gofox,1:48 p.m.,2212,1738
gofox,12:42 p.m.,2213,1739
gofox,2:01 p.m.,2214,1740
gofox,,2215,1695
gofox,,2216,1695
gofox,,2217,1695
gofox,,2218,1695
gofox,7:23 a.m.,2219,1741
gofox,8:52 a.m.,2220,1742
gofox,8:37 a.m.,2221,1743
gofox,,2222,1695
gofox,3:17 p.m.,2223,1744
gofox,7:41 a.m.,2224,1745
gofox,,2225,1695
gofox,,2226,1695
gofox,1:45 p.m.,2227,1746
gofox,11:47 a.m.,2228,1747
gofox,8:40 p.m.,2229,1748
gofox,3:04 p.m.,2230,1708
gofox,2:59 p.m.,2231,1706
gofox,9:43 a.m.,2232,1749
gofox,2:44 p.m.,2233,1750
gofox,3:28 p.m.,2234,1751
gofox,7:23 a.m.,2235,1741
gofox,12:11 p.m.,2236,1752
gofox,8:05 a.m.,2237,1753
gofox,9:05 a.m.,2238,1754
gofox,1:20 p.m.,2239,1755
gofox,8:56 a.m.,2240,1756
gofox,3:38 p.m.,2241,1757
gofox,8:04 a.m.,2242,1758
gofox,11:41 a.m.,2243,1759
gofox,4:12 p.m.,2244,1760
gofox,11:52 a.m.,2245,1761
gofox,7:40 a.m.,2246,1762
gofox,4:02 p.m.,2247,1763
gofox,11:55 a.m.,2248,1764
gofox,10:55 a.m.,2249,1705
gofox,6:58 a.m.,2250,1765
gofox,4:15 p.m.,2251,1766
gofox,6:11 a.m.,2252,1767
gofox,7:40 a.m.,2253,1762
gofox,7:32 a.m.,2254,1768
flightaware,7:16 a.m.,2255,1769
flightaware,6:54 a.m.,2256,1770
flightaware,7:42 p.m.,2257,1771
flightaware,8:51 a.m.,2258,1772
flightaware,7:59 p.m.,2259,1773
flightaware,11:57 p.m.,2260,1774
flightaware,4:10 p.m.,2261,1775
flightaware,7:56 a.m.,2262,1776
flightaware,7:25 a.m.,2263,1777
flightaware,4:29 p.m.,2264,1778
flightaware,10:10 a.m.,2265,1779
flightaware,12:13 p.m.,2266,1780
flightaware,12:06 p.m.,2267,1781
flightaware,6:08 a.m.,2268,1782
flightaware,11:45 a.m.,2269,1783
flightaware,8:05 a.m.,2270,1784
flightaware,10:19 a.m.,2271,1785
flightaware,8:04 a.m.,2272,1786
flightaware,2:04 p.m.,2273,1787
flightaware,6:57 a.m.,2274,1788
flightaware,12:42 p.m.,2275,1789
flightaware,12:56 p.m.,2276,1790
flightaware,2:42 p.m.,2277,1791
flightaware,12:07 p.m.,2278,1792
flightaware,5:38 p.m.,2279,1793
flightaware,7:39 a.m.,2280,1794
flightaware,7:27 p.m.,2281,1795
flightaware,11:52 a.m.,2282,1796
flightaware,11:05 a.m.,2283,1797
flightaware,3:36 p.m.,2284,1798
flightaware,7:21 a.m.,2285,1799
flightaware,6:47 p.m.,2286,1800
flightaware,6:56 p.m.,2287,1801
flightaware,12:12 p.m.,2288,1802
flightaware,7:25 p.m.,2289,1803
flightaware,9:57 a.m.,2290,1804
flightaware,6:56 a.m.,2291,1805
flightaware,7:31 a.m.,2292,1806
flightaware,5:08 p.m.,2293,1807
flightaware,4:45 p.m.,2294,1808
flightaware,8:23 p.m.,2295,1809
flightaware,11:01 a.m.,2296,1810
flightaware,1:48 p.m.,2297,1811
flightaware,2:01 p.m.,2298,1812
flightaware,4:35 p.m.,2299,1813
flightaware,9:16 p.m.,2300,1814
flightaware,8:29 p.m.,2301,1815
flightaware,7:22 a.m.,2302,1816
flightaware,8:51 a.m.,2303,1772
flightaware,1:40 p.m.,2304,1817
flightaware,11:35 p.m.,2305,1818
flightaware,6:11 p.m.,2306,1819
flightaware,8:40 p.m.,2307,1820
flightaware,2:44 p.m.,2308,1821
flightaware,3:27 p.m.,2309,1822
flightaware,7:23 a.m.,2310,1823
flightaware,12:10 p.m.,2311,1824
flightaware,1:19 p.m.,2312,1825
flightaware,3:36 p.m.,2313,1798
flightaware,4:12 p.m.,2314,1826
flightaware,7:32 a.m.,2315,1827
flightaware,11:55 a.m.,2316,1828
flightaware,10:55 a.m.,2317,1829
flightaware,4:14 p.m.,2318,1830
flightaware,6:10 a.m.,2319,1831
flightaware,7:39 a.m.,2320,1794
world-flight-tracker,7:16 a.m.,2321,1832
world-flight-tracker,6:54 a.m.,2322,1833
world-flight-tracker,8:29 a.m.,2323,1834
world-flight-tracker,7:58 p.m.,2324,1835
world-flight-tracker,6:47 p.m. (Estimated runway),2325,1836
world-flight-tracker,7:15 p.m. (Estimated),2326,1837
world-flight-tracker,3:28 p.m.,2327,1838
world-flight-tracker,11:29 p.m. (Estimated runway),2328,1839
world-flight-tracker,3:58 p.m.,2329,1840
world-flight-tracker,7:25 a.m.,2330,1841
world-flight-tracker,4:29 p.m.,2331,1842
world-flight-tracker,10:10 a.m.,2332,1843
world-flight-tracker,12:12 p.m.,2333,1844
world-flight-tracker,6:08 a.m.,2334,1845
