beer_name,ounces,original_index,unique_index,count
People's Pale Ale,12.0 oz,1115,1101,1
Summer Ale,12.0 oz,1116,1102,1
Appreciation Ale,16.0 oz.,1117,1103,1
House Lager,16.0 oz,1118,1104,1
Leisure Time,12.0 OZ.,1119,1105,1
Excess IPL,16.0 oz.,1120,1106,1
Hoponius Union,12.0 ounce,1121,1107,1
Calyptra,12.0 oz. Alumi-Tek,1122,1108,1
Helen's Blend,12.0 OZ.,1123,1109,1
Jack's Hard Cider,12.0 oz.,1124,1110,1
Thunder Ann,12.0 oz.,1125,1111,1
Razz Wheat,12.0 ounce,1126,1112,1
Hop Ryot,12.0 ounce,1127,1113,1
Mystic Mama IPA,12.0 oz.,1128,1114,1
Firefly Amber Ale,12.0 oz,1129,1115,1
Chomolungma Honey Nut Brown Ale,12.0 ounce,1130,1116,1
Welcome to Scoville,12.0 oz.,1131,1117,1
Bastian,12.0 ounce,1132,1118,1
Healani,12.0 oz.,1133,1119,1
Yabba Dhaba Chai Tea Porter,12.0 oz,1134,1120,1
A Capella Gluten Free Pale Ale,12.0 OZ.,1135,1121,1
Casper White Stout,12.0 oz.,1136,1122,1
JP's Ould Sod Irish Red IPA,12.0 oz,1137,1123,1
Weize Guy,12.0 ounce,1138,1124,1
Fox Tail Gluten Free Ale,12.0 oz,1139,1125,1
Hop Box Imperial IPA,12.0 oz,1140,1126,1
Joseph James American Lager,12.0 oz,1141,1127,1
Sucha Much IPA,12.0 oz. Alumi-Tek,1142,1128,1
Lewbricator Wheat Dopplebock,12.0 oz.,1143,1129,1
Weisse Versa (2012),12.0 oz.,1144,1130,1
Mother in Lager,12.0 oz.,1145,1131,1
Weekend Warrior Pale Ale,12.0 oz.,1146,1132,1
Karbachtoberfest,12.0 ounce,1147,1133,1
Love Street Summer Seasonal (2014),12.0 ounce,1148,1134,1
Barn Burner Saison,12.0 oz. Alumi-Tek,1149,1135,1
Rodeo Clown Double IPA,12.0 OZ.,1150,1136,1
Sympathy for the Lager,12.0 oz.,1151,1137,1
Weisse Versa,12.0 oz.,1152,1138,1
Hopadillo India Pale Ale,12.0 oz,1153,1139,1
KelSo Nut Brown Lager,12.0 oz.,1154,1140,1
KelSo India Pale Ale,12.0 oz,1155,1141,1
KelSo Pilsner,12.0 ounce,1156,1142,1
Skilak Scottish Ale,12.0 oz,1157,1143,1
Peninsula Brewers Reserve (PBR),12.0 ounce,1158,1144,1
Sunken Island IPA,12.0 oz. Alumi-Tek,1159,1145,1
Skilak Scottish Ale (2011),12.0 oz,1160,1146,1
Cold Smoke Scotch Ale (2007),16.0 oz.,1161,1147,1
Double Haul IPA (2009),16.0 ounce,1162,1148,1
Double Haul IPA (2006),16.0 oz.,1163,1149,1
Eddy Out Pale Ale,16.0 oz.,1164,1150,1
Double Haul IPA,16.0 ounce,1165,1151,1
Cold Smoke Scotch Ale,16.0 oz.,1166,1152,1
U. P. Witbier,12.0 oz.,1167,1153,1
November Gale Pale Ale,12.0 oz.,1168,1154,1
Olde Ore Dock Scottish Ale,12.0 oz.,1169,1155,1
Widow Maker Black Ale,12.0 oz,1170,1156,1
Lift Bridge Brown Ale,12.0 oz. Alumi-Tek,1171,1157,1
Pick Axe Blonde Ale,12.0 oz,1172,1158,1
Red Jacket Amber Ale,12.0 oz,1173,1159,1
Amber Ale,12.0 oz.,1174,1160,1
King Street Pilsner,12.0 oz.,1175,1161,1
King Street IPA,12.0 OZ.,1176,1162,1
King Street Hefeweizen,12.0 oz. Alumi-Tek,1177,1163,1
King Street Blonde Ale,12.0 oz.,1178,1164,1
India Pale Ale,16.0 ounce,1179,1165,1
Blackberry Wheat,16.0 oz.,1180,1166,1
Longboard Island Lager,24.0 oz.,1181,1167,1
Longboard Island Lager,16.0 oz,1182,1168,1
Longboard Island Lager,12.0 oz.,1183,1169,1
Longboard Island Lager,12.0 oz,1184,1170,1
Choc Beer (2003),12.0 oz.,1185,1171,1
Bellingham Beer Week 2013 Collaboration,16.0 oz.,1186,1172,1
A Slice of Hefen,16.0 oz.,1187,1173,1
Elevated IPA,16.0 ounce,1188,1174,1
Rumspringa Golden Bock,12.0 oz.,1189,1175,1
Lancaster German Style Kölsch,12.0 oz.,1190,1176,1
Beach Cruiser,12.0 ounce,1191,1177,1
I.P. Eh!,12.0 ounce,1192,1178,1
Schoolhouse Honey,12.0 oz,1193,1179,1
10 Degrees of Separation,12.0 ounce,1194,1180,1
Laughing Dog Cream Ale,12.0 oz,1195,1181,1
Two-One Niner,12.0 ounce,1196,1182,1
Laughing Dog IPA,12.0 oz,1197,1183,1
Madra Allta,12.0 oz. Alumi-Tek,1198,1184,1
Duluchan India Pale Ale,12.0 oz.,1199,1185,1
Lazy Monk Bohemian Pilsner,16.0 oz,1200,1186,1
Yellowstone Golden Ale,12.0 oz.,1201,1187,1
Tumbleweed IPA,12.0 oz.,1202,1188,1
Lewis & Clark Amber Ale,12.0 oz,1203,1189,1
Miner's Gold Hefeweizen,12.0 oz.,1204,1190,1
Back Country Scottish Ale,12.0 OZ.,1205,1191,1
Getaway,16.0 ounce,1206,1192,1
Farm Girl Saison,16.0 oz.,1207,1193,1
Adam's Stout,12.0 oz,1208,1194,1
American Hero,12.0 oz,1209,1195,1
Schweet Ale,12.0 oz.,1210,1196,1
Irregardless IPA,12.0 oz.,1211,1197,1
Peach Pale Ale,12.0 oz.,1212,1198,1
Deadeye Jack,12.0 oz,1213,1199,1
Pistols at Dawn,16.0 oz,1214,1200,1
Peacemaker Pale Ale,12.0 oz.,1215,1201,1
Shotgun Betty,12.0 ounce,1216,1202,1
Sweet Josie,12.0 ounce,1217,1203,1
Long Trail IPA,12.0 oz,1218,1204,1
Long Trail Ale,12.0 oz.,1219,1205,1
Double Bag,16.0 ounce,1220,1206,1
Blackbeary Wheat,12.0 OZ.,1221,1207,1
Long Trail Ale (1),12.0 ounce,1222,1208,1
Gose,16.0 oz,1223,1209,2
Vermont Pilsner,16.0 oz,1224,1210,1
Mosaic Single Hop IPA,16.0 OZ.,1225,1211,1
Lost Galaxy,16.0 oz.,1226,1212,1
Face Plant IPA,12.0 oz,1227,1213,1
Rhino Chasers Pilsner,12.0 oz.,1228,1214,1
Slow Hand Stout,16.0 oz.,1229,1215,1
Hips Don't Lie,16.0 ounce,1230,1216,1
Ride Again Pale Ale,16.0 oz.,1231,1217,1
The Farmer's Daughter,16.0 ounce,1232,1218,1
Pub Ale,12.0 oz. Silo Can,1233,1219,1
Ballistic Blonde,12.0 oz.,1234,1220,1
Knotty Pine,12.0 oz. Alumi-Tek,1235,1221,1
Lumberyard Pilsner,12.0 oz.,1236,1222,1
Lumberyard IPA,12.0 ounce,1237,1223,1
Lumberyard Red Ale,12.0 oz. Silo Can,1238,1224,1
Mac's Highlander Pale Ale (2000),12.0 oz,1239,1225,1
Mac's Scottish Style Amber Ale (2000),12.0 oz,1240,1226,1
Macon Progress Ale,12.0 ounce,1241,1227,1
Macon History Ale,12.0 oz,1242,1228,1
Galaxy High,12.0 oz.,1243,1229,1
Sol Drifter,12.0 oz,1244,1230,1
Thunder Snow,12.0 ounce,1245,1231,1
The Great Pumpcan,16.0 OZ.,1246,1232,1
LIFT,12.0 oz.,1247,1233,1
SPRYE,12.0 oz.,1248,1234,1
Psychopathy,12.0 ounce,1249,1235,1
Gnarly Brown,12.0 ounce,1250,1236,1
Happy Amber,12.0 oz.,1251,1237,1
#9,16.0 OZ.,1252,1238,1
Elder Betty,12.0 oz.,1253,1239,1
#9,12.0 ounce,1254,1240,1
High Country Pilsner (Current),12.0 oz.,1255,1241,1
Epic IPA,12.0 oz.,1256,1242,1
Golden Trout Pilsner,12.0 ounce,1257,1243,1
Real McCoy Amber Ale (Current),12.0 ounce,1258,1244,1
Festivus (1),12.0 oz.,1259,1245,1
Manayunk Oktoberfest,12.0 oz.,1260,1246,1
Belgian Style Session Ale,12.0 oz.,1261,1247,1
Manayunk IPA,12.0 ounce,1262,1248,1
Yunkin' Punkin',12.0 ounce,1263,1249,1
Summer Paradise,12.0 oz,1264,1250,1
Monk from the 'Yunk,12.0 oz,1265,1251,1
Schuylkill Punch,12.0 oz,1266,1252,1
Dreamin' Double IPA,12.0 ounce,1267,1253,1
Chaotic Double IPA,12.0 ounce,1268,1254,1
Manzanita IPA,12.0 ounce,1269,1255,1
Riverwalk Blonde Ale,12.0 ounce,1270,1256,1
Gillespie Brown Ale,12.0 oz,1271,1257,1
Manzanita Pale Ale,12.0 OZ.,1272,1258,1
Marble Pilsner,12.0 oz,1273,1259,1
Marble India Pale Ale,12.0 oz.,1274,1260,1
Toughcats IPA,16.0 oz,1275,1261,1
Tug Pale Ale,16.0 ounce,1276,1262,1
Sexy Chaos,16.0 oz,1277,1263,1
Ace Hole American Pale Ale,16.0 oz.,1278,1264,1
Cant Dog Imperial Pale Ale,16.0 oz.,1279,1265,1
River House,16.0 oz,1280,1266,1
Pretzel Stout,16.0 OZ.,1281,1267,1
Rubberneck Red,16.0 oz.,1282,1268,1
The Imperial Texan,16.0 OZ.,1283,1269,1
The Imperial Texan,12.0 oz,1284,1270,1
Day Break 4-Grain Breakfast Beer,16.0 oz.,1285,1271,1
River House Saison,12.0 ounce,1286,1272,1
There Will Be Stout,12.0 oz.,1287,1273,1
Our Legacy IPA,12.0 oz.,1288,1274,1
Saranac Shandy,12.0 ounce,1289,1275,1
Our Legacy IPA,16.0 ounce,1290,1276,1
Saranac Golden Pilsener (2003),12.0 OZ.,1291,1277,1
Saranac Adirondack Light (2002),12.0 oz,1292,1278,1
DAX Light (1998),12.0 oz.,1293,1279,1
Saranac Traditional Lager (2000),12.0 ounce,1294,1280,1
Pomegranate Wheat (2008),12.0 oz,1295,1281,1
Blueberry Blonde Ale,12.0 oz,1296,1282,1
Saranac White IPA,12.0 oz. Alumi-Tek,1297,1283,1
Saranac Summer Ale (2011),12.0 oz,1298,1284,1
Saranac Pale Ale (12 oz.),12.0 oz.,1299,1285,1
Saranac Pale Ale (16 oz.),16.0 oz,1300,1286,1
Lahaina Town Brown,12.0 oz,1301,1287,1
Pau Hana Pilsner,12.0 oz. Alumi-Tek,1302,1288,1
Lemongrass Saison,12.0 oz. Alumi-Tek,1303,1289,1
Aloha B’ak’tun,12.0 oz.,1304,1290,1
Liquid Breadfruit,12.0 oz,1305,1291,1
Sobrehumano Palena'ole,12.0 oz.,1306,1292,1
La Perouse White,12.0 oz,1307,1293,1
Flyin' HI.P.Hay,12.0 OZ.,1308,1294,1
Mana Wheat,12.0 ounce,1309,1295,1
Bikini Blonde Lager,12.0 oz,1310,1296,1
CoCoNut Porter,12.0 oz.,1311,1297,1
Big Swell IPA,12.0 oz,1312,1298,1
Pit Stop Chocolate Porter,12.0 ounce,1313,1299,1
Pace Setter Belgian Style Wit,12.0 oz.,1314,1300,1
Back in the Saddle Rye Pale Ale,12.0 oz.,1315,1301,1
Bushwhacker Cider,16.0 OZ.,1316,1302,1
Weim-R-Iner,16.0 oz.,1317,1303,1
Cherry Bomb,16.0 ounce,1318,1304,1
Tsunami IPA,19.2 oz,1319,1305,1
Tsunami IPA,12.0 OZ.,1320,1306,1
Humpback Blonde Ale,12.0 oz.,1321,1307,1
Hawaiian Crow Porter,12.0 oz.,1322,1308,1
Volcano Red Ale,12.0 oz,1323,1309,1
Mauna Kea Pale Ale,12.0 ounce,1324,1310,1
Shark Bait,12.0 oz,1325,1311,1
Gator Tail Brown Ale,12.0 ounce,1326,1312,1
Miami Vice IPA,12.0 oz.,1327,1313,1
Big Rod Coconut Ale,12.0 oz,1328,1314,1
Mickey Finn's Amber Ale,12.0 oz.,1329,1315,1
Pleasure Town,12.0 oz.,1330,1316,1
Pleasure Town IPA,12.0 oz.,1331,1317,1
Snowshoe White Ale,12.0 oz.,1332,1318,1
Kodiak Brown Ale,12.0 ounce,1333,1319,1
Sockeye Red IPA,12.0 oz.,1334,1320,1
Habitus (2014),16.0 oz.,1335,1321,1
Solis,16.0 oz.,1336,1322,1
Jucundus,16.0 ounce,1337,1323,1
Habitus,16.0 oz.,1338,1324,1
Grazias,16.0 oz,1339,1325,1
Claritas,16.0 OZ.,1340,1326,1
Vinyl Frontier,24.0 ounce,1341,1327,1
Disco Superfly,24.0 oz,1342,1328,1
Misty Mountain Hop,24.0 ounce,1343,1329,1
One-Hit Wonderful,24.0 oz,1344,1330,1
En Parfaite Harmonie,24.0 oz.,1345,1331,1
Daft Funk,24.0 oz. Alumi-Tek,1346,1332,1
Love In An Ellavator,24.0 oz,1347,1333,1
Spin Doctor,24.0 ounce,1348,1334,1
Keeper (Current),12.0 ounce,1349,1335,1
Better Half,12.0 oz. Alumi-Tek,1350,1336,1
SNO White Ale,16.0 oz.,1351,1337,1
BRIK Irish Red Ale,16.0 oz.,1352,1338,1
AXL Pale Ale,16.0 OZ.,1353,1339,1
Hop Freak,16.0 ounce,1354,1340,1
Louie's Demise Amber Ale,16.0 oz.,1355,1341,1
Hop Happy,16.0 oz.,1356,1342,1
Booyah Farmhouse Ale,16.0 oz,1357,1343,1
O-Gii,16.0 ounce,1358,1344,1
Flaming Damsel Lager (2010),16.0 oz.,1359,1345,1
Louie’s Demise Immort-Ale (2010),16.0 oz,1360,1346,1
Axe Head Malt Liquor,24.0 oz.,1361,1347,1
Huber Bock (2014),16.0 ounce,1362,1348,1
Minhas Light (2012),12.0 oz.,1363,1349,1
Huber,12.0 ounce,1364,1350,1
Clear Creek Ice,16.0 oz.,1365,1351,1
Clear Creek Ice,12.0 oz.,1366,1352,1
Mountain Crest,16.0 oz.,1367,1353,1
Mountain Crest,12.0 oz. Alumi-Tek,1368,1354,1
Mountain Creek (2013),12.0 oz.,1369,1355,1
Boxer,24.0 oz.,1370,1356,1
Boxer Light,12.0 oz.,1371,1357,1
Boxer Ice,12.0 OZ.,1372,1358,1
Boxer,12.0 OZ.,1373,1359,1
Cortez Gold,32.0 oz. Alumi-Tek,1374,1360,1
Mission IPA,32.0 OZ.,1375,1361,1
El Conquistador Extra Pale Ale,32.0 oz.,1376,1362,1
Shipwrecked Double IPA,32.0 oz.,1377,1363,1
Squeaky Bike Nut Brown Ale,16.0 OZ.,1378,1364,1
Dead Horse Amber,16.0 oz.,1379,1365,1
Rocket Bike American Lager,16.0 ounce,1380,1366,1
Johnny's American IPA,16.0 oz.,1381,1367,1
Boneshaker Brown Ale,24.0 ounce,1382,1368,1
Iron Mike Pale Ale,24.0 oz. Alumi-Tek,1383,1369,1
Monkadelic,12.0 oz.,1384,1370,1
City of the Sun,16.0 oz.,1385,1371,1
Booming Rollers,16.0 oz.,1386,1372,1
Oneida,16.0 ounce,1387,1373,1
Aurora,16.0 ounce,1388,1374,1
Lomaland,16.0 oz.,1389,1375,1
Fortunate Islands,16.0 ounce,1390,1376,1
Black House,16.0 oz.,1391,1377,1
Blazing World,16.0 ounce,1392,1378,1
Wapiti Amber Ale,12.0 oz,1393,1379,1
Sweet Georgia Brown,16.0 OZ.,1394,1380,1
Rich Man's IIPA,16.0 ounce,1395,1381,1
Monkey Paw Oatmeal Pale Ale,16.0 oz,1396,1382,1
Montauk Summer Ale,12.0 oz.,1397,1383,1
Driftwood Ale,12.0 ounce,1398,1384,1
When Helles Freezes Over,12.0 ounce,1399,1385,1
Morgan Street Oktoberfest,12.0 oz.,1400,1386,1
Honey Wheat,12.0 oz,1401,1387,1
Black Bear Dark Lager,12.0 oz.,1402,1388,1
Golden Pilsner,12.0 oz,1403,1389,1
Cali Creamin',12.0 oz,1404,1390,1
Second Wind Pale Ale,12.0 oz,1405,1391,1
Sunny Haze,12.0 oz.,1406,1392,1
Towhead,12.0 oz,1407,1393,1
Lil' Helper,12.0 ounce,1408,1394,1
Train Wreck,16.0 oz.,1409,1395,1
Full Moon Belgian White Ale,12.0 ounce,1410,1396,1
Desert Magic IPA,12.0 oz.,1411,1397,1
Up River Light,12.0 ounce,1412,1398,1
Full Moon Belgian White Ale (2007),12.0 oz.,1413,1399,1
Dry Heat Hefeweizen (2006),12.0 OZ.,1414,1400,1
Mustang Sixty-Six,12.0 ounce,1415,1401,1
Mustang '33,12.0 ounce,1416,1402,1
Session '33 (2011),12.0 oz.,1417,1403,1
Mustang Golden Ale,12.0 oz,1418,1404,1
Washita Wheat,12.0 OZ.,1419,1405,1
Gansett Light,16.0 oz,1420,1406,1
Bohemian Pils,16.0 oz.,1421,1407,1
Autocrat Coffee Milk Stout,16.0 oz.,1422,1408,1
Narragansett Bohemian Pilsner,16.0 ounce,1423,1409,1
Narragansett Summer Ale,12.0 oz.,1424,1410,1
Narragansett Cream Ale,16.0 ounce,1425,1411,1
Narragansett Summer Ale,16.0 oz.,1426,1412,1
Narragansett Porter,16.0 oz,1427,1413,1
Narragansett Bock,16.0 oz.,1428,1414,1
Narragansett Fest Lager,16.0 oz. Alumi-Tek,1429,1415,1
Undun Blonde Ale,16.0 oz.,1430,1416,1
CuDa Cascadian Dark Ale,16.0 oz,1431,1417,1
Old Grogham Imperial India Pale Ale,16.0 oz,1432,1418,1
Old Grogham Imperial India Pale Ale (2012),16.0 ounce,1433,1419,1
CuDa Cascadian Dark Ale (2012),16.0 oz.,1434,1420,1
Undun Blonde Ale (2012),16.0 oz.,1435,1421,1
Wick For Brains,12.0 oz,1436,1422,1
Nebraska India Pale Ale,12.0 ounce,1437,1423,1
EOS Hefeweizen,12.0 ounce,1438,1424,1
Brunette Nut Brown Ale,12.0 oz,1439,1425,1
Cardinal Pale Ale,12.0 oz. Alumi-Tek,1440,1426,1
County Line IPA,12.0 ounce,1441,1427,1
Trauger Pilsner,12.0 oz.,1442,1428,1
Slow Ride,12.0 oz.,1443,1429,1
Ranger IPA,12.0 ounce,1444,1430,1
Shift,12.0 oz,1445,1431,1
1554 Black Lager,12.0 oz.,1446,1432,1
Blue Paddle,12.0 oz.,1447,1433,1
California Route,12.0 oz.,1448,1434,1
Snapshot,16.0 ounce,1449,1435,1
Sunshine Wheat Beer,12.0 oz.,1450,1436,1
Fat Tire Amber Ale,12.0 oz.,1451,1437,1
Shift (1),12.0 oz.,1452,1438,1
Fat Tire Amber Ale (2011),12.0 oz.,1453,1439,1
Shift,16.0 oz,1454,1440,1
Ranger IPA,16.0 oz.,1455,1441,1
Fat Tire Amber Ale,16.0 oz.,1456,1442,1
Ranger IPA (Current),12.0 oz.,1457,1443,1
Sunshine Wheat Beer (2009),12.0 ounce,1458,1444,1
Fat Tire Amber Ale (2008),12.0 ounce,1459,1445,1
Weiss Trash Culture,12.0 oz.,1460,1446,1
Sea Hag IPA,12.0 oz.,1461,1447,1
Elm City Pilsner,12.0 ounce,1462,1448,1
Atlantic Amber Ale (2004),12.0 OZ.,1463,1449,1
668 Neighbor of the Beast12 oz.,12.0 oz.,1464,1450,1
Gandhi-Bot Double IPA (12 oz.),12.0 ounce,1465,1451,1
668 Neighbor of the Beast (16 oz.) (2010),16.0 oz.,1466,1452,1
Gandhi-Bot Double IPA (16 oz.) (2010),16.0 oz.,1467,1453,1
Elm City Lager (2007),12.0 oz,1468,1454,1
Atlantic Amber Ale (2007),12.0 ounce,1469,1455,1
Sea Hag IPA (Current),12.0 OZ.,1470,1456,1
Rebirth Pale Ale,12.0 oz.,1471,1457,1
Irish Channel Stout,16.0 oz.,1472,1458,1
MechaHopzilla,16.0 oz.,1473,1459,1
Hopitoulas IPA,16.0 oz.,1474,1460,1
NOLA Brown Ale,12.0 OZ.,1475,1461,1
NOLA Blonde Ale,12.0 oz,1476,1462,1
Skylight,12.0 oz. Alumi-Tek,1477,1463,1
Kadigan,12.0 oz.,1478,1464,1
Dammit Jim!,12.0 oz. Alumi-Tek,1479,1465,1
Nut Brown Ale,12.0 oz,1480,1466,1
White Ale,12.0 ounce,1481,1467,1
Cream Ale,12.0 oz,1482,1468,1
Green Head IPA,12.0 oz,1483,1469,1
Plum Island Belgian White,12.0 oz.,1484,1470,1
Newburyport Pale Ale,12.0 oz.,1485,1471,1
Marblehead,16.0 oz,1486,1472,1
Jam Session,16.0 oz.,1487,1473,1
Hop Drop 'N Roll IPA,16.0 oz.,1488,1474,1
Paleo IPA,12.0 ounce,1489,1475,1
Buck Snort Stout,12.0 oz.,1490,1476,1
Station 33 Firehouse Red,12.0 oz,1491,1477,1
Slimy Pebble Pils,12.0 oz,1492,1478,1
Get Together,16.0 ounce,1493,1479,1
Maggie's Leap,16.0 oz,1494,1480,1
Wall's End,16.0 oz.,1495,1481,1
Pumpion,16.0 oz.,1496,1482,1
Stronghold,16.0 oz,1497,1483,1
Parapet ESB,16.0 oz.,1498,1484,1
Blue Boots IPA,16.0 oz.,1499,1485,1
Hoppy Bitch IPA,16.0 oz.,1500,1486,1
Three Skulls Ale Pale Ale,16.0 oz.,1501,1487,1
Walter's Premium Pilsener Beer,12.0 ounce,1502,1488,1
Floppin' Crappie,12.0 oz.,1503,1489,1
Left of the Dial IPA,12.0 ounce,1504,1490,1
Notch Session Pils,12.0 oz.,1505,1491,1
O'Fallon Pumpkin Beer,12.0 ounce,1506,1492,1
5 Day IPA,12.0 oz,1507,1493,1
O'Fallon Wheach,12.0 oz.,1508,1494,1
Watershed IPA,12.0 ounce,1509,1495,1
Oakshire Amber Ale,12.0 oz,1510,1496,1
Overcast Espresso Stout,12.0 oz,1511,1497,1
Watershed IPA (2013),12.0 ounce,1512,1498,1
Lake Monster,16.0 oz,1513,1499,1
London Homesick Ale,12.0 oz.,1514,1500,1
Luchesa Lager,12.0 OZ.,1515,1501,1
Slow Ride,12.0 oz,1516,1502,1
Occidental Hefeweizen,16.0 ounce,1517,1503,1
Occidental Dunkel,16.0 ounce,1518,1504,1
Occidental Altbier,16.0 oz,1519,1505,1
Occidental Kölsch,16.0 ounce,1520,1506,1
Perpetual Darkness,12.0 oz.,1521,1507,1
Clan Warrior,12.0 oz.,1522,1508,1
Psycho Penguin Vanilla Porter,12.0 oz,1523,1509,1
Heliocentric Hefeweizen,12.0 oz.,1524,1510,1
Ghose Drifter Pale Ale,12.0 oz,1525,1511,1
Ghost Rider Pale Ale (2013),12.0 ounce,1526,1512,1
Helios Hefeweizen (2013),12.0 oz,1527,1513,1
The Hole in Hadrian's Wall,16.0 oz,1528,1514,1
33 Select Brown Ale,16.0 oz.,1529,1515,1
Midwest Charm Farmhouse Ale,16.0 oz,1530,1516,1
Boji Blue Pale Ale,16.0 ounce,1531,1517,1
Winter Games Select #32 Stout,16.0 oz,1532,1518,1
Boji Beach Golden Rye Ale,16.0 oz.,1533,1519,1
Hopsmith Pale Lager,16.0 oz.,1534,1520,1
Falling Down Brown Ale,16.0 oz.,1535,1521,1
Resolution Rye Stout,16.0 oz.,1536,1522,1
Plowshare Porter,16.0 oz,1537,1523,1
Old Forge Pumpkin Ale,16.0 ounce,1538,1524,1
Endless Sun Ale,16.0 oz.,1539,1525,1
Celestial Blonde Ale,16.0 OZ.,1540,1526,1
Overbite IPA,16.0 oz,1541,1527,1
T-Rail Pale Ale,16.0 ounce,1542,1528,1
Endless Summer Ale (2011),16.0 oz,1543,1529,1
Clem's Gold,16.0 oz.,1544,1530,1
Lizzy's Red,16.0 oz.,1545,1531,1
Orlison India Pale Lager,16.0 oz,1546,1532,1
Brünette,16.0 oz.,1547,1533,1
Havanüther,16.0 oz,1548,1534,1
Lyric Ale,12.0 oz.,1549,1535,1
Atalanta,12.0 ounce,1550,1536,1
Pinner Throwback IPA,12.0 oz,1551,1537,1
Centennial State Pale Ale,19.2 oz. Alumi-Tek,1552,1538,1
Old Chub NITRO,16.0 oz,1553,1539,1
The CROWLER™,32.0 oz.,1554,1540,1
CAN'D AID Foundation,12.0 ounce,1555,1541,1
Icey.P.A.,16.0 ounce,1556,1542,1
One Nut Brown,12.0 oz. Alumi-Tek,1557,1543,1
Birth IPA,12.0 ounce,1558,1544,1
Dale's Pale Ale,12.0 OZ.,1559,1545,1
Dale's Pale Ale,12.0 oz,1560,1546,1
Mama's Little Yella Pils,19.2 OZ.,1561,1547,1
oSKAr the G'Rauch,19.2 oz.,1562,1548,1
oSKAr the G'Rauch,16.0 ounce,1563,1549,1
Dale's Pale Ale,19.2 OZ.,1564,1550,1
The Deuce,16.0 oz,1565,1551,2
Dale's Pale Ale (10 Year Anniversary),12.0 ounce,1566,1552,1
Dale's Pale Ale (2012),12.0 oz,1567,1553,1
Gordon Imperial Red (2010),12.0 oz,1568,1554,1
Dale's Pale Ale (2011),12.0 oz.,1569,1555,1
Dale's Pale Ale (2010),12.0 ounce,1570,1556,1
G'KNIGHT (16 oz.),16.0 oz.,1571,1557,1
15th Anniversary Abbey Ale (2012),16.0 oz,1572,1558,1
Chaka,16.0 oz.,1573,1559,1
HGH (Home Grown Hops): Part Duh,12.0 ounce,1574,1560,1
Deviant Dale's IPA,16.0 ounce,1575,1561,1
One Hit Wonder,12.0 ounce,1576,1562,1
G'KNIGHT (12 oz.),12.0 oz.,1577,1563,1
Ten Fidy Imperial Stout,12.0 ounce,1578,1564,1
Mama's Little Yella Pils,12.0 OZ.,1579,1565,1
GUBNA Imperial IPA,12.0 ounce,1580,1566,1
Old Chub,12.0 oz.,1581,1567,1
Gordon Ale (2009),12.0 oz,1582,1568,1
Dale's Pale Ale,12.0 oz.,1583,1569,2
Gordon (2005),12.0 oz.,1584,1570,1
Ten Fidy Imperial Stout (2008),12.0 oz.,1585,1571,1
Ten Fidy Imperial Stout (2007),12.0 oz.,1586,1572,1
Old Chub (2008),12.0 oz.,1587,1573,1
Old Chub (2004),12.0 oz.,1588,1574,1
Old Chub (2003),12.0 oz,1589,1575,1
Dale's Pale Ale (2008),12.0 ounce,1590,1576,1
Dale's Pale Ale (2006),12.0 oz.,1591,1577,1
Dale's Pale Ale (2004),12.0 oz,1592,1578,1
Dale's Pale Ale (2003),12.0 oz.,1593,1579,1
Dale's Pale Ale (2002),12.0 oz,1594,1580,1
Leroy (2005),12.0 oz,1595,1581,1
Gordon Beer (2006),12.0 ounce,1596,1582,1
G'KNIGHT,12.0 OZ.,1597,1583,1
Ten Fidy,12.0 oz,1598,1584,1
Deviant Dale's IPA,16.0 oz,1599,1585,1
Old Chub,12.0 oz,1600,1586,1
Dale's Pale Ale,19.2 oz.,1601,1587,1
Dale's Pale Ale,12.0 oz.,1602,1569,2
Fresh Slice White IPA,12.0 oz,1603,1588,1
Overgrown American Pale Ale,12.0 oz,1604,1589,1
Ozark American Pale Ale,12.0 oz.,1605,1590,1
Hula Hoppie Session IPA,12.0 oz. Alumi-Tek,1606,1591,1
Dirty Hippie Dark Wheat,12.0 oz,1607,1592,1
Rustic Red,16.0 ounce,1608,1593,1
Stimulator Pale Ale,16.0 ounce,1609,1594,1
Old Town Ale,16.0 oz.,1610,1595,1
Car 21,16.0 ounce,1611,1596,1
Cache La Porter,16.0 oz.,1612,1597,1
Rodeo Rye Pale Ale,12.0 oz.,1613,1598,1
Outlaw IPA,12.0 oz,1614,1599,1
North Fork Lager,12.0 oz,1615,1600,1
Payette Pale Ale,12.0 oz.,1616,1601,1
Mutton Buster,12.0 oz.,1617,1602,1
Side Kick Kölsch,12.0 ounce,1618,1603,1
Fresh Cut Pilsner,12.0 OZ.,1619,1604,1
Summer Session Ale,12.0 oz.,1620,1605,1
Lobo Lito,12.0 ounce,1621,1606,1
Robert Earl Keen Honey Pils,12.0 oz.,1622,1607,1
Mound Builder IPA,12.0 oz.,1623,1608,1
Amazon Princess IPA,12.0 ounce,1624,1609,1
Farmer's Daughter Wheat,12.0 ounce,1625,1610,1
People's Pilsner,12.0 oz,1626,1611,1
Hotbox Brown,12.0 oz,1627,1612,1
Gold,12.0 oz.,1628,1613,1
Black,12.0 oz.,1629,1614,1
98 Problems (Cuz A Hop Ain't One),12.0 ounce,1630,1615,1
Veteran’s Pale Ale (VPA),12.0 oz.,1631,1616,1
Grapefruit IPA,12.0 oz.,1632,1617,1
