author_list,original_index,unique_index,count
"{""Jo Finch""}",467,438,1
"{""Nielsen H.O."",""Edwin B."",""H�_nerbein M."",""Hovendal C."",""Liedman B."",""Mortensen M.B.""}",468,439,1
"{""J. Hunt"",""R. A. Powell""}",469,440,1
"{""D. L. Uehara"",""C. Nishita"",""T. Tom"",""G. Cardazone""}",470,441,1
"{""Lucy Bowes"",""Barbara Maughan"",""Avshalom Caspi"",""Louise Arseneault"",""Alan Taylor"",""Terrie E Moffitt""}",471,442,1
"{""Kai Kupferschmidt""}",472,443,1
"{""Alexander Attard"",""Josephine Psaila"",""Adrian Zammit"",""Deborah Grech Marguerat""}",473,444,1
"{""Hanan F Khafagy"",""Mona M Hassan"",""Emad S Osman"",""Faten M El-Shanawany"",""Abdel Rahman M Fathallah"",""Yasser M Samhan"",""Gehan G El-Fandy""}",474,445,1
"{""Bin He"",""Eric C Frey""}",475,446,1
"{""Yasuhiro Koga"",""Kazutake Okada"",""Toru Ozaki"",""Sotaro Sadahiro"",""Akira Tanaka"",""Toshiyuki Suzuki"",""Hiroko Kamata""}",476,447,1
"{""Taek-Soo Lee"",""W Paul Segars"",""Xin He"",""Jing Tang"",""Benjamin M W Tsui""}",477,448,1
"{""Marie-Pierre Chenard"",""Nassim Dali-Youcef"",""Emilie Buache"",""Marie-Christine Rio"",""Jinxiang Tan""}",478,449,1
"{""Michael Luther"",""Kari Korpilahti"",""Matti R Tarkka"",""Heini Huhtala"",""Jari Laurikka"",""Jan-Ola Wistbacka"",""Pertti Loponen""}",479,450,1
"{""A. Ravelli"",""S. Magni-Manzoni"",""A. Pistorio"",""M. Bandeira"",""A. Martini"",""E. Sala"",""A. Falcone"",""A. Buoncompagni"",""N. Ruperto"",""A. Loy""}",480,451,1
"{""F. Keefe"",""B. Peterson"",""D. Weiner""}",481,452,1
"{""Linsenmaier U"",""Geyer LL"",""K���rner M"",""Meisel CD"",""Wirth S"",""Reiser MF""}",482,453,1
"{""A Street"",""C Walsh""}",483,454,1
"{""T. Sone""}",484,455,2
"{""L Lenhardt"",""S Mozes"",""A Martinkov��""}",485,456,1
"{""Janet Webber"",""Fiona Liddell""}",486,457,1
{NULL},487,46,63
"{""O. Callender"",""J. Craven"",""C. Martin""}",488,458,1
"{""Rudd R."",""Guez G."",""Sanders L.M."",""Baur C."",""Shaw J.S.""}",489,459,1
"{""B. Vijayalakshmi"",""D. Siva Rama Prasad"",""D. Raveendranath"",""K. Sri Rama Murthy"",""A. Harinatha Reddy""}",490,460,1
"{""Salim Yusuf"",""Martin O'Donnell"",""Craig Anderson"",""Irene Marzona"",""Peter Sleight"",""Jeff Probstfield"",""Antonio Dans"",""Peggy Gao"",""Jackie Bosch"",""Koon Teo""}",491,461,1
"{""Travis G Maak"",""Thomas L Wickiewicz"",""Volker Musahl"",""James E Voos"",""Andrew D Pearle""}",492,462,1
"{""D. J. Weisdorf"",""D. Douek"",""Y. Tan"",""L. J. Burns"",""J. S. Miller"",""B. R. Blazar"",""M. Arora"",""T. DeFor"",""M. L. MacMillan"",""M. Markova"",""J. E. Wagner"",""J. N. Barker"",""T. Repka""}",493,463,1
"{""Y Hirose"",""S Kurata"",""Y Abe""}",494,464,1
"{""David L Simel"",""Kathryn A Myers"",""Marko Mrkobrada""}",495,465,1
"{""H. Q. Xu"",""M. Snyder"",""S. Fyfitch"",""A. Cheta"",""G. Bezdikian"",""V. N. Shah"",""T. R. Liszkai"",""H. Charkas"",""N. Gupta"",""Y. Shoji"",""C. S. Bajwa"",""C. May"",""M. Sanwarwala"",""M. Brumovsky"",""I. Ezekoye""}",496,466,1
"{""B. Weber"",""A. Berger""}",497,467,1
"{""F. Coletta"",""S. D'Arienzo"",""P. Sansone"",""C. Aurilio"",""M. C. Pace"",""G. Zagaria"",""R. Stumbo""}",498,468,1
"{""Richard J. A. Murrin""}",499,469,1
"{""S��ren Brostr��m"",""Gunnar Lose""}",500,470,1
"{""David Dyzenhaus""}",501,471,1
"{""Jennifer Davis-Berman""}",502,472,1
"{""Bashir Jiwani""}",503,473,1
"{""Matsumoto K."",""Yamada F."",""Fukuda S.""}",504,474,1
"{""E A M Janssen"",""C Brodin"",""P Ogreid"",""K Kjellevold"",""L G G��ransson"",""L Vatten"",""P R Romundstad"",""R Omdal"",""K Wildhagen""}",505,475,1
"{""M. B. Philip"",""R. A. Hayward""}",506,476,1
"{""H Zakrzewska-Jastrzebska""}",507,477,1
"{""R. Jensen"",""F. G. Matos"",""A. da Cruz Dde"",""P. S. Silveira"",""M. H. Lopes"",""N. R. Ortega""}",508,478,1
"{""Yh Hsu"",""Ms Yao"",""Cs Wong"",""Ch Bai"",""My Wu"",""Yf Lin"",""Cy Hsiang"",""Kw Tam"",""Yw Li"",""Hf Hsiang""}",509,479,1
"{""J. Slusarski""}",510,480,1
"{""Ju-Seong Kim"",""Dong-Seok Kim"",""Eun-Kyung Park"",""Kyu-Won Shim""}",511,481,1
"{""Rob M van Dam"",""Frank B Hu"",""Isao Muraki"",""Joann E Manson"",""Fumiaki Imamura"",""Qi Sun"",""Walter C Willett""}",512,482,1
"{""K.L. Armstrong"",""G.A.M. Finerman"",""K.L. Markolf"",""M.S. Shapiro"",""J.R. Slauterbeck""}",513,483,1
"{""McNeal M.M."",""Sanchez S.E."",""Jacob S."",""Javid P.J."",""Englund J.A."",""Horslen S.P.""}",514,484,1
"{""Eric J Lentsch"",""Jordan Whitney Rawl"",""Michael J Caplan""}",515,485,1
"{""Y. Wu"",""Z. Y. Xia"",""H. M. Liu"",""S. Q. Lei"",""L. Zhang"",""J. J. Xu"",""B. Zhao"",""J. Dou""}",516,486,1
"{""Kamel Alhanout"",""Jean-Christophe Dubus"",""Talita Mota Goncalves"",""Veronique Andrieu"",""Alain Nicolay"",""Davi Pereira de Santana""}",517,487,1
"{""Julio S G Montaner"",""Kora Debeck"",""Evan Wood"",""Thomas Kerr"",""Edward J Mills"",""Dan Werb""}",518,488,1
"{""Wei Gao""}",519,489,1
"{""J R Trott"",""D J Morrow"",""D W Buntine""}",520,490,1
"{""Irena Anna Frei"",""Katharina Fierz"",""Angela Poat"",""Martina Gisin""}",521,491,1
"{""A Avenell"",""H H Handoll""}",522,492,1
"{""James Murphy"",""Amal Isaiah"",""Joshua E Lubek"",""Jeffrey S Wolf""}",523,493,1
"{""Mitsuyoshi Motizuki"",""Keiji Miyazawa"",""Tetsuo Kondo"",""Keisuke Masuyama"",""Masao Saitoh"",""Hiroki Ishii"",""Ryohei Katoh"",""Kei Sakamoto"",""Shota Tanaka""}",524,494,1
"{""Zhi-yuan Zhang"",""Wei-liu Qiu"",""Jia-wei Zheng""}",525,495,1
"{""Jos H Verbeek"",""Rob Kok"",""Jan L Hoving"",""Frederieke G Schaafsma"",""Frank J H van Dijk"",""Paul B A Smits""}",526,496,1
"{""M. Rigoldi"",""S. Gasperini"",""B. M. Del Menico"",""F. Nichelli"",""A. Boncimino"",""M. Calabria"",""P. Meregalli"",""R. Parini""}",527,497,1
"{""Marlon Barg"",""Emilio L Streck"",""Lara M Gomes"",""Vanessa M Andrade"",""Daniela D Leffa"",""Felipe Dal-Pizzol"",""Fabricia Petronilho"",""Francieli Vuolo"",""Milena Carvalho-Silva"",""Fernanda Balbinot"",""Gislaine T Rezin""}",528,498,1
"{""Raffaele De Caterina"",""Giulia Renda"",""Steen Dalby Kristensen""}",529,499,1
"{""Michelle Firestone""}",530,500,1
"{""George Davey Smith"",""Amanda J Bennett"",""Eleftheria Zeggini"",""Marjo-Riitta Jarvelin"",""Nicholas J Wareham"",""Lorna W Harries"",""Colin N A Palmer"",""Shah Ebrahim"",""Timothy M Frayling"",""Susan M Ring"",""Bridget Knight"",""Sian Ellard"",""Katharine R Owen"",""Rachel M Freathy"",""Hana Lango"",""Debbie A Lawlor"",""Lon R Cardon"",""John R B Perry"",""Jeffrey C Barrett"",""Andrew D Morris"",""Graham A Hitman"",""Katherine S Elliott"",""Ulla Sovio"",""Mark I McCarthy"",""David Melzer"",""Alex S F Doney"",""Andrew R Ness"",""Yoav Ben-Shlomo"",""Andrew T Hattersley"",""Ann-Marie Patch"",""Nicholas J Timpson"",""Nigel W Rayner"",""Mark Walker"",""Michael N Weedon"",""Ruth J F Loos"",""Fredrik Karpe"",""In̻s Barroso"",""Luigi Ferrucci"",""Christopher J Groves"",""Cecilia M Lindgren"",""Beverley Shields""}",531,501,1
"{""H H̦ger"",""W Sieghart"",""T Klausberger"",""I Milenkovic"",""M Vasiljevic"",""D Maurer""}",532,502,1
"{""T Philips"",""J D Rothstein""}",533,503,1
"{""J P Ioannidis"",""J Lau"",""C Milch"",""D Salem"",""P W Chew"",""N Terrin"",""E M Balk""}",534,504,1
{NULL},535,46,63
{NULL},536,46,63
"{""Terry-Lynne Marko"",""Tyler Watt""}",537,505,1
"{""Robert J. Flynn""}",538,506,1
"{""A. M. Walker"",""J. Xerry"",""K. Davies"",""N. C. Elviss"",""R. J. Owen""}",539,507,1
"{""Duncan M Brooks"",""Pramit M Phal"",""Rory Wolfe""}",540,508,1
{NULL},541,46,63
"{""V. Lorusso"",""M. De Lena"",""M. Guida"",""M. Correale"",""I. Abbate"",""A. Latorre"",""A. Casamassima"",""M. D. Musci""}",542,509,1
"{""S. A. French"",""M. Story"",""P. J. Hannan""}",543,510,1
{NULL},544,46,63
"{""J. P. Heath"",""R. L. Williams"",""M. H. Pritchard""}",545,511,1
"{""R. T. Malison"",""E. F. Pace-Schott"",""V. Coric"",""P. T. Morgan"",""R. Stickgold"",""Z. H. Sahul""}",546,512,1
"{""E. Anegekuh, L., Sun, L., Ifeachor""}",547,513,1
"{""D Caron"",""S J Witchell"",""M A Jewett"",""E L St Louis"",""R R Gray"",""C Bombardier"",""S Kumra"",""K E Psihramis"",""M R Ryan""}",548,514,1
"{""Paul Jones""}",549,515,1
"{""Yibin Fang"",""Pengfei Yang"",""Jianmin Liu"",""Yi Xu"",""Qinghai Huang"",""Wenyuan Zhao"",""Dongwei Dai"",""Yan Chen""}",550,516,1
"{""K. Seo"",""L. G. Epstein""}",551,517,1
{NULL},552,46,63
"{""K. Jonsson"",""A. Rydholm"",""I. Kristiansson"",""D. Heinegard"",""F. V. von Steyern"",""P. Mannfolk""}",553,518,1
"{""Hangcheng Zhou"",""Renbao Yang"",""Jiong Chen"",""Yunlian Xia"",""Yin Lu""}",554,519,1
"{""R Carraro"",""M F Rasmussen"",""L Niskanen"",""A Harper"",""N Finer"",""S R̦ssner"",""M Kunesova"",""L Van Gaal"",""M E J Lean"",""A Astrup"",""A Rissanen"",""M J Savolainen"",""[Collective Name] NN8022-1807 Investigators""}",555,520,1
"{""Kathy W Hosig"",""Sharon M Nickols-Richardson"",""Kavita H Poddar"",""Susan E Duncan"",""Eileen S Anderson""}",556,521,1
{NULL},557,46,63
"{""M. Runkel"",""J. Blum"",""P. M. Rommens""}",558,522,1
"{""V Hesselbrock"",""A W Deckel""}",559,523,1
"{""Y. A. Son"",""G. Ustunkar"",""M. A. Doke"",""H. A. Dom"",""Y. Y. Tuncel""}",560,524,1
"{""Gerlane ��ngela da Costa Moreira"",""Denyse Dutra Alencar Vasconcelos"",""Amanda Costa de Freitas"",""Carla Cristina Braga Maranh���o"",""Danielle Figueiredo Patricio""}",561,525,1
"{""L. N. Borrell"",""K. Rose"",""B. L. Clark"",""D. Catellier"",""A. V. D. Roux""}",562,526,1
"{""Philipp Martius"",""Anna Buchheim"",""Peter Buchheim"",""Susanne H���rz"",""Michael Rentrop"",""Cord Benecke"",""Peter Schuster"",""Melitta Fischer-Kern"",""Stephan Doering""}",563,527,1
"{""Basta Beard Beard Beel-Bates Bierman Bowling Cagney Calkins Carder Carlsson Chan Clark Clarke Cutchin Cutler Davidoff Diehl Doty Durrett Feldman Foote Freedman Gaugler Gitlin Gitlin Glass Golant Golant Golant Golant Golant Golant Golant Grafova Gross Hunt Alley"",""Stephen M. Golant""}",564,528,1
"{""L Timmermans"",""J C Slieker"",""J F Lange"",""E B Deerenberg"",""J Jeekel"",""D P Hogerzeil"",""P H C Eilers""}",565,529,1
"{""David R Jacobs"",""David S Ludwig"",""Cara B Ebbeling"",""Alex I Kartashov"",""Martha L Slattery"",""Linda Van Horn"",""Mark A Pereira""}",566,530,1
"{""E Decuypere"",""E Dewil"",""D Vanmontfort"",""H Michels""}",567,531,1
"{""J. Skees"",""T. K. Race""}",568,532,1
"{""J McCusker"",""F Primeau"",""M Cole"",""L Han"",""F Bellavance""}",569,533,1
"{""Ana Maria Baptista Menezes"",""David Alejandro Gonz��lez"",""Elaine Cardozo Macedo"",""Pedro Curi Hallal"",""Maria de F��tima Maia"",""Marli Knorst"",""Samuel Carvalho Dumith"",""Jeovany Mart�_nez-Mesa"",""Ricardo Bica Noal"",""Fernando C̩sar Wehrmeister"",""Jos̩ Roberto Jardim""}",570,534,1
"{""Corinn Taylor""}",571,535,1
"{""T. Levy"",""Y. Bloch""}",572,536,1
"{""W. De Groote"",""D. Stoffelen"",""K. Govaerts"",""P. Reynders"",""P. L. Broos"",""J. Rondia""}",573,537,1
"{""Xinran Wang"",""Chenhuan Ding"",""Lilan Chen"",""Shu Li"",""Ting Liu"",""Xia Yin"",""You Wang"",""Xiangjun Sun"",""Wen Di"",""He Li""}",574,538,1
"{""B. Heljic"",""R. Komel"",""I. Eminovic"",""F. Gavrankapetanovic"",""J. Prezelj"",""J. Karamehic""}",575,539,1
"{""P Michel"",""V Papavasileiou"",""G Ntaios"",""A Bargiota"",""K Makaritsis""}",576,540,1
"{""Al Sayed Hussain A"",""Saheb Sharif-Askari N"",""Sulaiman SA"",""Al-Mulla AA"",""Tabatabai S"",""Saheb Sharif-Askari F""}",577,541,1
"{""H. Choi"",""E. S. Kang"",""S. K. Lim"",""S. Y. Jeong"",""H. C. Lee"",""H. J. Kim"",""S. Kim"",""Y. Rhee"",""Y. H. Lee"",""J. H. Moon"",""K. R. Kim"",""C. W. Ahn"",""B. S. Cha"",""E. J. Lee""}",578,542,1
"{""M A Sanchez"",""S Ritzu"",""V Capelli"",""P Boccalon"",""G Arcangeli""}",579,543,1
"{""Karen K Lam"",""Steven C Brooks"",""Laurie J Morrison""}",580,544,1
"{""Anna Nidecker"",""Siamak Ardekani"",""E Mark Mahone"",""Firouzeh Tannazi"",""Jarunee Intrapiromkul"",""Moody Wharam"",""Larry J Brant"",""Alena Horsk��""}",581,545,1
"{""R. Rehmani""}",582,546,1
"{""T. A. Doreleijers"",""P. T. Cohen-Kettenis"",""A. L. de Vries"",""T. D. Steensma""}",583,547,1
{NULL},584,46,63
"{""Corinne L Coulter"",""Jennie M Scarvell"",""Jeanie M Weber""}",585,548,1
"{""Fengjiang Zhang"",""Gang Chen"",""Min Yan"",""Congcong Chen""}",586,549,1
"{""S Nadeau"",""F Malouin"",""B.J McFadyen""}",587,550,1
"{""R. Danesi"",""S. Terrazzino"",""P. L. Canonico"",""A. A. Genazzani"",""S. Cargnin"",""M. Del Re""}",588,551,1
"{""K. Iijima"",""A. Tanimoto"",""Y. Kitagaki"",""M. Hiura"",""H. Fujiwara"",""S. Ikawa""}",589,552,1
"{""J. L. Lloyd""}",590,553,1
"{""C. Bottomley"",""K. Lock"",""S. Lais"",""A. Clow"",""G. Yu"",""R. Lynch"",""A. Renton"",""G. Phillips"",""M. Petticrew"",""A. Draper"",""P. Tobi"",""E. Schmidt"",""R. Hayes"",""D. Moore""}",591,554,1
"{""Jennifer L. Edwards"",""Cherie A. Lyons"",""Marcia E. Swords"",""Mary S. Rogers"",""Kathy E. Green""}",592,555,1
"{""A. DA  - Jun DO  - jc.2004-1843 [pii] 10.1210/jc.2004-1843 [doi] DP  - Nlm ET  - 2005/03/31 Dunaif"",""A. R. Kunselman"",""R. S. Legro"",""C. L. Gnatuk""}",593,556,1
"{""Maria Papapolydorou"",""Taslima Rahman"",""William D. Schafer"",""Lori Parker""}",594,557,1
"{""T. Katayama"",""K. Furuta"",""M. Akahane"",""H. Ono"",""R. Fujitani""}",595,558,1
"{""Kevin Patrick"",""Jill Rybar"",""Linda Hill"",""Sara Baird"",""Raul Coimbra"",""Susanna Concha-Garcia""}",596,559,1
"{""S. Opatrna"",""P. Stehlik"",""J. Racek"",""Jr. Opatrny, K."",""V. Senft"",""F. Sefrna"",""O. Topolcan""}",597,560,1
"{""L. Pretlow"",""A. Ranne"",""B. Kraj"",""E. K. Leibach"",""B. Russell""}",598,561,1
"{""Jutta Beier"",""Peter D'Andrea"",""Michelle Henley"",""Stephanie Korn"",""Kai-Michael Beeh"",""Donald Banerji"",""Dalal Jadayel""}",599,562,1
"{""Fernanda Cesar"",""Anne A Wooldridge"",""Cinzia Mastrorilli"",""Pete W Christopherson"",""Kellye Joiner""}",600,563,1
"{""Seiler I"",""Baron M"",""Arzt M"",""Pfeifer M"",""Lange TJ""}",601,564,1
"{""Romero M"",""Mercer R"",""Ramos S"",""Karolinski A""}",602,565,1
"{""Victor Kande"",""Epco Hasker"",""Veerle Lejon"",""Jean-Jacques Muyembe"",""Patrick Mitashi"",""Marleen Boelaert"",""Pascal Lutumba""}",603,566,1
"{""Antoine Hone-Blanchet"",""Shirley Fecteau""}",604,567,1
"{""E. M. Quigley"",""J. K. DiBaise""}",605,568,1
"{""H. H. Huang"",""J. Hale"",""L. Fetters"",""A. McBride""}",606,569,1
"{""V.E. Zakharov"",""S. Dyachenko"",""A.C. Newell"",""A. Pushkarev""}",607,570,1
"{""M A Bleiker""}",608,571,1
"{""F Vin"",""F A Allaert"",""J P Benigni"",""S Sadoun""}",609,572,1
"{""R.A. Mesa"",""N.C.P. Cross"",""J.O. Mascarenhas""}",610,573,1
"{""George Vithoulkas"",""Menachem Oberbaum"",""Shepherd Singer"",""Robbert van Haselen""}",611,574,1
"{""G. S. McDonald"",""J. W. Bachman"",""P. C. O'Brien""}",612,575,1
"{""K. F. Lam"",""S. M. Ng"",""B. H. P. Lau"",""H. H. M. Lo"",""C. L. W. Chan""}",613,576,1
"{""Gilles Montalescot"",""Gordon FitzGerald"",""Kurt G Barringhaus"",""[Collective Name] GRACE Investigators"",""Frans Van de Werf"",""Joel M Gore"",""David D McManus"",""Jos̩ L�_pez-Send�_n"",""Philippe Gabriel Steg"",""Kay Lee Park""}",614,577,1
"{""Marcus R Munaf�_"",""Mike W Peacey"",""In-Uck Park""}",615,578,1
"{""A Polychronaki"",""Ch Roussos"",""A Koutsoukou"",""I Dimitroulis"",""J Milic-Emili"",""N G Koulouris"",""S Retsou"",""E N Kosmas"",""M Gaga""}",616,579,1
"{""Y.-J. Du"",""X.-M. Zhu"",""B. Sang"",""C.-J. Yang"",""C.-L. Liu""}",617,580,1
"{""Muhammad Rafique"",""M. Ikram Shahzad"",""Shahida Jabeen""}",618,581,1
"{""S. T. Visser"",""M. J. Postma"",""P. Denig"",""F. M. De Vries"",""E. Hak""}",619,582,1
"{""E. Bonthuys""}",620,583,1
"{""R Schwarz"",""J Ernst"",""M Zenger"",""E Br�_hler"",""R Schmidt""}",621,584,1
"{""M. Rossignol"",""F. A. Allaert"",""B. Bannwarth"",""J. P. C1  - Fr̴n RCT-șkningen CN  - Pubmed DA  - Jun DP  - NLM ET  - 2005/06/09 Valat"",""S. Rozenberg"",""B. Avouac""}",622,585,1
"{""Yuki Matsuda"",""Taro Kishi"",""Nakao Iwata""}",623,586,1
"{""E. T. Rolls""}",624,587,1
"{""Joost P A Kuijer"",""Thom A Voorn"",""Ernesto J Sanz-Arigita"",""Ellemarije Altena"",""Eus J W Van Someren"",""Serge A R B Rombouts"",""Ysbrand D Van Der Werf""}",625,588,1
"{""N Saijo"",""M Yamakido"",""K D Tew"",""Y Fujiwara"",""K Kasahara"",""M Bungo"",""Y Sugimoto""}",626,589,1
"{""L J Hahn"",""C J Chiu"",""M L Chang"",""L L Hsieh"",""Y S Kuo"",""H M Chen"",""C P Chiang"",""C J Chen""}",627,590,1
"{""Helen M Sorenson""}",628,591,1
"{""B. J. Caan"",""E. M. John"",""T. H. M. Keegan"",""A. H. Wu"",""L. Bernstein"",""S. Shariff-Marco"",""R. Sposto"",""C. C. Tseng"",""J. Sullivan-Halley"",""Y. Lu"",""C. Vigen"",""M. L. Kwan"",""S. L. Gomez"",""A. W. Kurian"",""I. Cheng"",""V. S. Lee""}",629,592,1
"{""Y. Akematsu"",""M. Tsuji"",""K. Minetaki""}",630,593,1
"{""E. L. Krivchenia"",""M. I. Evans"",""M. A. Ayoub"",""V. L. Miller"",""S. B. Ransom""}",631,594,1
"{""J. Gschwend"",""S. Schirrmacher-Memmel"",""A. Beeker"",""M. O. Grimm"",""B. Brehmer"",""M. Zaiss"",""U. Von Verschuer"",""S. Pahernik"",""M. Bos"",""M. De Santis"",""M. Retz"",""S. Krause""}",632,595,1
"{""M Gimpel"",""S Gadola"",""P Cooper"",""K Jameson"",""G Deakin"",""M Godtschailk"",""M Stokes"",""C Cooper""}",633,596,1
"{""A. L. Steege"",""T. Alterman"",""M. R. Petersen"",""J. Li""}",634,597,1
"{""H. Oshima"",""K. Kobayashi"",""T. Yamamoto"",""M. Kasai"",""C. Fukaya"",""Y. Katayama""}",635,598,1
"{""M. G. Bruce"",""J. Morris"",""B. McMahon"",""A. Tveit"",""D. Hurlburt"",""D. Bruden""}",636,599,1
"{""C. Dearden"",""J. Dodd"",""E. Matutes"",""D. Catovsky"",""J. Blundell"",""A. Rawstrom"",""D. Allsup"",""D. Oscier"",""T. Hamblin"",""S. Dodd"",""E. Heartin"",""R. Jones"",""J. Radford"",""S. Proctor"",""S. Agrawal"",""P. Hillmen"",""G. Follows"",""R. Pettitt"",""A. Bloor"",""S. Devereux"",""S. Carruthers""}",637,600,1
"{""Sabe Sabesan"",""Peter Aiken"",""Lynden J Roberts"",""Sarah Larkins"",""Abhishek Joshi""}",638,601,1
"{""Robert L. Kriel"",""Jennifer R. Riss"",""Vijay D. Ivaturi"",""James C. C2  - 19231138 DB  - MEDLINE DO  - http://dx.doi.org/10.1016/j.eplepsyres.2009.01.001 Cloyd"",""Ronald A. Siegel""}",639,602,1
"{""Irene G Salado"",""Ana Martinez"",""Daniel I Perez"",""Brian C Kraemer"",""Murilo L Bello"",""Concepci�_n Perez"",""Nicole F Liachko"",""Magalie Lecourtois"",""Miriam Redondo"",""Carmen Gil"",""Laetitia Miguel""}",640,603,1
"{""Alicia Heapy"",""Sally G. Haskell"",""M. Carrington Reid"",""Robert D. Kerns"",""Rebecca K. Papas""}",641,604,1
"{""Ashley McDonald"",""Shannon N Zenk"",""Colleen Corte"",""Kelly K Jones""}",642,605,1
"{""Sergio Raposeiras-Roub�_n"",""Jos̩ Maria Garc�_a-Acu̱a"",""Jos̩ Ram�_n Gonz��lez-Juanatey""}",643,606,1
"{""C L̦liger"",""K Neuber"",""J Ring"",""I K̦hler""}",644,607,1
{NULL},645,46,63
"{""Cameron F Abrams"",""Spencer T Stober""}",646,608,1
"{""E A BeGole"",""H S Upshaw"",""R J Egolf""}",647,609,1
"{""Richard Andrews"",""Erica B Lundsten"",""A Maureen Bundick Morgan""}",648,610,1
"{""E Larson"",""B A Laughon"",""K Mayur""}",649,611,1
"{""Bouchard DR"",""Soucy L"",""Senechal M"",""Brochu M"",""Dionne IJ""}",650,612,1
"{""Silvia Sookoian"",""Carlos J Pirola""}",651,613,1
"{""C. Handgraaf"",""W. J. Melchers"",""T. Klaassen"",""P. D. Sturm"",""E. T. Bochum"",""S. V. van Mook-Vermulst""}",652,614,1
"{""Diederik van de Beek"",""Anthony G Rudd"",""Lalit Kalra"",""Joan Montaner"",""Javier Garau"",""Pippa J Tyrrell"",""Stephen J Hopkins"",""Craig J Smith"",""Mark Woodhead"",""Angel Chamorro"",""Mario Di Napoli"",""Andreas Meisel"",""Peter Langhorne"",""Andy Vail"",""Amit K Kishore"",""Christine Roffe""}",653,615,1
"{""P. D. Fabricant"",""M. P. Bostrom"",""C. J. Dy"",""D. M. Dare""}",654,616,1
"{""Beverley J. Antle""}",655,617,1
"{""N̼ria Lloberas"",""Marcel la Franquesa"",""Josep M Cruzado"",""Josep M Griny�_"",""In̩s Rama"",""Gabriela Alperovich"",""Immaculada Herrero-Fresneda"",""Joan Torras"",""Pepita Gim̩nez-Bonaf̩""}",656,618,1
"{""Paolo Boffetta"",""Giovanni Corrao"",""Irene Tramacere"",""Vincenzo Bagnardi"",""Eva Negri"",""Lorenza Scotti"",""Werner Garavello"",""Matteo Rota"",""Carlo La Vecchia"",""Federica Turati"",""Farhad Islami""}",657,619,1
"{""Eugenio A Parati"",""Bruce M Psaty"",""Christopher Levi"",""Guido Falcone"",""Ioana Cotlarciuc"",""Bradford B Worrall"",""Rodney J Scott"",""Hugh S Markus"",""Jonathan Rosand"",""Jim Jannes"",""John W Cole"",""Sudha Seshadri"",""Rainer Malik"",""M Arfan Ikram"",""Christopher Oldmeadow"",""Karen L Furie"",""Kerri L Wiggins"",""Jane M Maguire"",""Matthew Traylor"",""Peter M Rothwell"",""[Collective Name] Wellcome Trust Case Control Consortium 2"",""[Collective Name] Australian Stroke Genetics Collaborative"",""Steven J Kittner"",""Braxton D Mitchell"",""Elizabeth G Holliday"",""Jemma C Hopewell"",""Giorgio B Boncoraglio"",""Eric Boerwinkle"",""Lisa F Lincz"",""Robert Clarke"",""Steve Bevan"",""Naomi R Wray"",""John Attia"",""James F Meschia"",""Joshua C Bis"",""Thomas H Mosley"",""Mike A Nalls"",""Cathie Sudlow"",""Yu-Ching Cheng"",""Pankaj Sharma"",""Martin Dichgans"",""[Collective Name] International Stroke Genetics Consortium"",""Myriam Fornage""}",658,620,1
"{""Peter Schoenknecht"",""Matthias L Schroeter"",""Johann Steiner"",""Karsten Mueller"",""Julia Sacher""}",659,621,1
"{""Alfredo D'Aniello"",""Addolorata Mascia"",""Vincenzo Esposito"",""Pier Paolo Quarato"",""Marco De Risi"",""Angelo Picardi"",""Giancarlo Di Gennaro"",""Liliana G Grammaldo"",""Sara Casciato"",""Giulio N Meldolesi""}",660,622,1
"{""N. Cord-Udy""}",661,623,1
"{""Wolfgang Konertz"",""Otto Krogmann"",""Pascal M Dohmen"",""Birgit Franzbach"",""Emanuela Angeli"",""Carlo Pace Napoleone"",""Johannes Kroll"",""Gleb Tarusinov"",""Torsten Christ"",""Gaetano Gargiulo""}",662,624,1
"{""Yong-Long Chi"",""Xiao-Lei Zhang"",""Nai-Feng Tian"",""Yao-Sen Wu"",""Xin-Lei Wu"",""Xiang-Yang Wang"",""Fang-Min Mao"",""Li-Jun Wu"",""Xu-Qi Hu""}",663,625,1
"{""Hansel J Otero"",""Peter J Neumann"",""Chi H Fang"",""Robert J Ward"",""Meera Sekar""}",664,626,1
"{""M. S. Ihara"",""J. R. Tripet-Diel"",""K. Shahlaie"",""C. S. Li"",""J. Brown"",""S. H. Cohen"",""M. Giordani"",""E. O. Klineberg""}",665,627,1
"{""Q. X. Zhang"",""J. H. Tian"",""X. Y. Tan"",""A. L. Yang"",""X. M. Yang"",""Z. X. Zhang""}",666,628,1
"{""KATERINA1 BODOVSKI"",""RACHAEL3 WALSH"",""INBAL2 NAHUM-SHANI""}",667,629,1
"{""C. D. Packer""}",668,630,1
"{""Melinda Dooly""}",669,631,1
"{""G. Mikus"",""N. Hohmann"",""D. Czock""}",670,632,1
"{""M. Suter"",""V. Giusti""}",671,633,1
"{""Katoulis A.C."",""Georgala K."",""Georgala S."",""Befon A."",""Stavropoulos P.G.""}",672,634,1
"{""Ahmet Asan""}",673,635,1
"{""A Gaitatzis"",""M R Trimble"",""J W Sander""}",674,636,1
"{""K. F. Joyner""}",675,637,1
