beer_name,original_index,unique_index,count
Ozark American Pale Ale,1605,1540,1
Hula Hoppie Session IPA,1606,1541,1
Dirty Hippie Dark Wheat,1607,1542,1
Rustic Red,1608,1543,1
Stimulator Pale Ale,1609,1544,1
Old Town Ale,1610,1545,1
Car 21,1611,1546,1
Cache La Porter,1612,1547,1
Rodeo Rye Pale Ale,1613,1548,1
Outlaw IPA,1614,1549,1
North Fork Lager,1615,1550,1
Payette Pale Ale,1616,1551,1
Mutton Buster,1617,1552,1
Side Kick Kölsch,1618,1553,1
Fresh Cut Pilsner,1619,1554,1
Summer Session Ale,1620,1555,1
Lobo Lito,1621,1556,1
Robert Earl Keen Honey Pils,1622,1557,1
Mound Builder IPA,1623,1558,1
Amazon Princess IPA,1624,1559,1
Farmer's Daughter Wheat,1625,1560,1
People's Pilsner,1626,1561,1
Hotbox Brown,1627,1562,1
Gold,1628,1563,1
Black,1629,1564,1
98 Problems (Cuz A Hop Ain't One),1630,1565,1
Veteran’s Pale Ale (VPA),1631,1566,1
Grapefruit IPA,1632,1567,1
Pete's ESP Lager (1998),1633,1568,1
Pete's Wicked Summer Brew (1995),1634,1569,1
Pete's Wicked Bohemian Pilsner (1997),1635,1570,1
Pete's Wicked Pale Ale (1997),1636,1571,1
Pete's Wicked Summer Brew (2002),1637,1572,1
Pete's Wicked Summer Brew (1997),1638,1573,1
Pete's Wicked Summer Brew (1996),1639,1574,1
Sparkle,1640,1575,1
North 45 Amber Ale,1641,1576,1
Horny Monk,1642,1577,1
Mind's Eye PA,1643,1578,1
Camelback,1644,1579,1
Local 5 Pale Ale,1645,1580,1
Devils Head Red Ale,1646,1581,1
Elephant Rock IPA,1647,1582,1
Black Bay Milk Stout,1648,1583,1
Atom Splitter Pale Ale,1649,1584,1
Hot Date Ale,1650,1585,1
Masked Bandit IPA,1651,1586,1
Sweet Potato Ale,1652,1587,1
Float Trip Ale,1653,1588,1
Old Tom Porter,1654,1589,1
Black Walnut Wheat,1655,1590,1
McKinney Eddy Amber Ale,1656,1591,1
Missouri Mule India Pale Ale,1657,1592,1
Blood of the Unicorn,1658,1593,1
GreyBeard™ IPA,1659,1594,1
Pisgah Pale Ale,1660,1595,1
PONTO S.I.P.A.,1661,1596,1
Chronic Ale,1662,1597,1
Swami's India Pale Ale,1663,1598,1
New Cleveland Palesner,1664,1599,1
Mazzie,1665,1600,1
Big Chuck Barleywine,1666,1601,1
Ponderosa IPA,1667,1602,1
Liquid Amber Ale,1668,1603,1
Morning Wood Wheat (Current),1669,1604,2
Hideout Helles,1670,1605,1
Dead Eye Dunkel,1671,1606,1
Peacemaker Pilsner,1672,1607,1
Over the Rail Pale Ale,1673,1608,1
Pallavicini Pilsner (2009),1674,1609,1
Morning Wood Wheat (Current),1675,1604,2
Pyramid Hefeweizen (2011),1676,1610,1
Haywire Hefeweizen (2010),1677,1611,1
Golden Fleece,1678,1612,1
Smoking Mirror,1679,1613,1
Rahr's Blonde,1680,1614,1
Pride of Texas Pale Ale,1681,1615,1
18th Anniversary Gose,1682,1616,1
White (2015),1683,1617,1
BLAKKR,1684,1618,2
Firemans #4 Blonde Ale (2013),1685,1619,1
The Sword Iron Swan Ale,1686,1620,1
Hans' Pils (2015),1687,1621,1
Four Squared (2015),1688,1622,1
Firemans #4 Blonde Ale (2015),1689,1623,1
Watership Brown Ale,1690,1624,1
Gangway IPA,1691,1625,1
Long Day Lager,1692,1626,1
Farmer's Daughter Blonde,1693,1627,1
Pump House IPA,1694,1628,1
Suicide Blonde IPA,1695,1629,1
Vanilla Porter,1696,882,2
Honey Rye,1697,1630,1
Happy Cider,1698,1631,1
Long Hammer IPA,1699,1632,2
Long Hammer IPA,1700,1632,2
Copper Hook (2011),1701,1633,1
Nectar of the Hops,1702,1634,1
Sunshine Nectar,1703,1635,1
Black Raspberry Nectar,1704,1636,1
Blood Orange Wit,1705,1637,1
Consilium,1706,1638,1
Hammer & Sickle,1707,1639,1
Redacted Rye IPA,1708,1640,1
Elevation Triple India Pale Ale,1709,1641,1
5:00 O'Clock Afternoon Ale,1710,1642,1
Ryeteous Rye IPA (2012),1711,1643,1
Stout Ol' Friend,1712,1644,1
Stout Ol' Friend (2012),1713,1645,1
Rye Porter,1714,399,2
Miner's Gold,1715,1646,2
Vienna Lager,1716,1647,1
Jessie's Garage,1717,1648,1
Colorado Red Ale,1718,277,2
Miner's Gold,1719,1646,2
Fist City,1720,1649,1
A Little Crazy,1721,1650,1
Rosa Hibiscus Ale,1722,1651,1
Fistmas Ale,1723,1652,1
Oktoberfest Revolution,1724,1653,1
Eugene Porter,1725,1654,1
Anti-Hero IPA,1726,1655,1
Bottom Up Belgian Wit,1727,1656,1
Hustle,1728,1657,1
Pure Fury,1729,1658,1
Dad,1730,1659,1
Panther,1731,1660,1
Franz,1732,1661,1
Zen,1733,1662,1
Truth,1734,1663,1
Cougar,1735,1664,1
Smooth Operator,1736,1665,1
Gose,1737,1181,2
Maine Island Trail Ale,1738,1666,1
River North White Ale,1739,1667,1
River North Ale,1740,1668,1
Lil SIPA,1741,1669,1
Hop Bomber Rye Pale Ale,1742,1670,1
Jah Mon,1743,1671,1
Oktoberfest,1744,571,6
Headless Wylie,1745,1672,1
Dayman IPA,1746,1673,1
All Aboard! Anniversary Stout,1747,1674,1
Hop Lace,1748,1675,1
OH-PA Session Pale Ale,1749,1676,1
Patrick's Poison,1750,1677,1
Rudolph's Red,1751,1678,1
Babbling Blonde,1752,1679,1
Maxwell's Scottish Ale,1753,1680,1
Grateful White,1754,1681,1
RT Lager,1755,1682,1
Old Wylie's IPA,1756,1683,1
Hala Kahiki Pineapple Beer,1757,1684,1
Track 1 Amber Lager,1758,1685,1
Pine Knob Pilsner,1759,1686,1
Cal and Co. Black Cherry Porter,1760,1687,1
Lazy Daze Lager,1761,1688,2
Rochester Red Ale,1762,1689,1
Milkshake Stout,1763,1690,1
Cornerstone IPA,1764,1691,1
Lazy Daze Lager,1765,1688,2
Rogue American Amber Ale,1766,1692,1
12th Round,1767,1693,1
RoughTail IPA,1768,1694,1
Polar Night Stout,1769,1695,1
Sundown,1770,1696,1
Sanctified,1771,1697,1
Fear of a Brett Planet,1772,1698,1
Original Slacker Ale,1773,1699,1
Alpha Blackback,1774,1700,1
Kiss Off IPA,1775,1701,1
Dog Days Summer Ale,1776,1702,1
1881 California Red,1777,1703,1
CAPT Black IPA,1778,1704,2
Ruhstaller's Gilt Edge Lager Beer,1779,1705,1
CAPT Black IPA,1780,1704,2
1881 California Red Ale,1781,1706,1
Saint Archer White Ale,1782,1707,1
Saint Archer IPA,1783,1708,1
Saint Archer Pale Ale,1784,1709,1
Saint Archer Blonde,1785,1710,1
Sex Panther,1786,1711,1
Winter Warmer (Vault Series),1787,1712,1
Count Hopula (Vault Series),1788,1713,1
Oktoberfest,1789,571,6
SunSpot Golden Ale,1790,1714,1
I.W.A. (2011),1791,1715,1
Supermonk I.P.A.,1792,1716,1
Epicenter Amber Ale,1793,1717,1
SanTan HefeWeizen,1794,1718,1
Hop Shock IPA,1795,1719,1
Sex Panther (2014),1796,1720,1
Devil’s Ale,1797,1721,1
Rail Slide Imperial Spiced Ale,1798,1722,1
Mr. Pineapple,1799,1723,1
American Idiot Ale (2012),1800,1724,1
Hop Shock IPA (2010),1801,1725,1
SanTan HefeWeizen (2010),1802,1726,1
Devil’s Ale (2010),1803,1727,1
Epicenter Amber Ale (2010),1804,1728,1
Sanitas Saison Ale,1805,1729,1
Sanitas Black IPA,1806,1730,1
Giant DIPA,1807,1731,1
Dread Brown Ale,1808,1732,1
Casinos IPA,1809,1733,1
Saison 88,1810,1734,1
Black IPA,1811,1735,1
Santa Fe Irish Red Ale,1812,1736,1
Santa Fe Oktoberfest,1813,1737,1
Imperial Java Stout,1814,1738,1
Freestyle Pilsner,1815,1739,1
Happy Camper IPA,1816,1740,1
Oval Beach Blonde Ale,1817,1741,1
Oak Aged Cider,1818,1742,1
Ginger Cider,1819,1743,1
Schilling Hard Cider,1820,1744,1
Schlafly Yakima Wheat Ale,1821,1745,1
Schlafly Black Lager,1822,1746,1
Schlafly IPA,1823,1747,1
Schlafly American Brown Ale,1824,1748,1
Schlafly Hefeweizen,1825,1749,1
Schlafly Summer Lager,1826,1750,1
Sea Dog Wild Blueberry Wheat Ale,1827,1751,1
Blur India Pale Ale,1828,1752,1
Dry Cider,1829,1753,1
Dry Hard Cider,1830,1754,1
Frankenlou's IPA,1831,1755,1
Becky's Black Cat Porter,1832,1756,1
Seventh Son of a Seventh Son,1833,1757,1
Stone Fort Brown Ale,1834,1758,1
Seventh Son Hopped Red Ale,1835,1759,1
Humulus Nimbus Super Pale Ale,1836,1760,1
Golden Ratio IPA,1837,1761,1
Black Hop IPA,1838,1762,1
Archer's Ale (2004),1839,1763,1
Monkey Fist IPA,1840,1764,1
Shipyard Summer Ale,1841,1765,1
Pumpkinhead Ale,1842,1766,1
Shipyard Export,1843,1767,1
Nooner,1844,1768,1
Torpedo,1845,1769,2
Yonder Bock,1846,1770,1
CANfusion Rye Bock,1847,1771,1
Sierra Nevada Pale Ale,1848,1772,2
Old Chico Crystal Wheat,1849,1773,1
Summerfest,1850,1774,1
Torpedo,1851,1769,2
Sierra Nevada Pale Ale,1852,1772,2
Sietsema Red Label,1853,1775,1
Bear Ass Brown,1854,1776,1
Red Mountain Ale,1855,1777,1
Ice Pick Ale,1856,1778,1
4Beans,1857,1779,1
Jammer,1858,1780,1
Abigale,1859,1781,1
Rad,1860,1782,1
Bengali,1861,1783,1
Sensi Harvest,1862,1784,1
Hi-Res,1863,1785,1
Global Warmer,1864,1786,1
Autumnation (2013),1865,1787,1
The Crisp,1866,1788,1
Sweet Action,1867,1789,1
Righteous Ale,1868,1790,1
Bengali Tiger,1869,1791,1
3Beans,1870,1792,1
Brownstone,1871,1793,1
Apollo,1872,1794,1
Harbinger,1873,1795,1
Resin,1874,1796,1
Diesel,1875,1797,1
Autumnation (2011-12) (2011),1876,1798,1
The Crisp (2011),1877,1799,1
Sweet Action (2011),1878,1800,1
Righteous Ale (2011),1879,1801,1
Bengali Tiger (2011),1880,1802,1
Rudie Session IPA,1881,1803,1
Taster's Choice,1882,1804,1
Modus Hoperandi,1883,1805,2
Estival Cream Stout,1884,1806,1
Vernal Minthe Stout,1885,1807,1
Hibernal Vinifera Stout,1886,1808,1
Autumnal Molé Stout,1887,1809,1
Mexican Logger,1888,1810,1
True Blonde Ale,1889,1811,1
Euphoria Pale Ale,1890,1812,1
ESB Special Ale,1891,1813,1
Modus Hoperandi,1892,1805,2
Iron Butt Red Ale,1893,1814,1
Initial Point India Pale Ale,1894,1815,1
Monkey Dancing On A Razor Blade,1895,1816,1
Tripel Deke,1896,1817,1
Urban Wilderness Pale Ale,1897,1818,1
Homefront IPA,1898,1819,1
Sly Fox Christmas Ale 2013,1899,1820,1
Grisette,1900,1821,1
360° India Pale Ale,1901,1822,1
Helles Golden Lager,1902,1823,1
Sly Fox Christmas Ale 2012 (2012),1903,1824,1
Odyssey Imperial IPA,1904,1825,1
Oktoberfest Lager,1905,1826,1
113 IPA,1906,1827,1
Dunkel Lager,1907,1828,1
Royal Weisse Ale,1908,1829,1
Pikeland Pils,1909,1830,1
Phoenix Pale Ale,1910,1831,1
Rule G IPA,1911,1832,1
Murphy's Law,1912,1833,1
Alter Ego,1913,45,2
Monarch Pilsner,1914,1834,1
Snow King Pale Ale,1915,1835,1
Zonker Stout,1916,1836,1
OB-1 Organic Ale,1917,1837,1
Snake River Lager,1918,1838,1
Snake River Pale Ale,1919,1839,1
Pako’s EyePA,1920,1840,1
Thanksgiving Ale,1921,1841,1
Double Dagger Imperial IPA,1922,1842,1
Dagger Falls IPA,1923,1843,3
Dagger Falls IPA,1924,1843,3
Socktoberfest,1925,1844,1
Hopnoxious Imperial IPA,1926,1845,1
Barrel Aged Seven Devils Imperial Stout,1927,1846,1
Boise Co-Op Two Score Ale,1928,1847,1
Sockeye Belgian Style Summer Ale,1929,1848,1
Sockeye Maibock,1930,1849,1
Old Devil's Tooth,1931,1850,1
Galena Golden,1932,1851,1
Hell-Diver Pale Ale,1933,1852,1
Woolybugger Wheat,1934,1853,1
Power House Porter,1935,1854,1
Winterfest,1936,1855,1
Dagger Falls IPA,1937,1843,3
LuckenBock,1938,1856,1
Texas Pale Ale (TPA),1939,1857,1
6 String Saison,1940,1858,1
Kol' Beer,1941,1859,1
Montauk Light,1942,1860,1
Na Zdraví Pilsner,1943,1861,1
Nice Rack IPA,1944,1862,1
2014 IPA Cicada Series,1945,1863,1
Sinister Minister Black IPA,1946,1864,1
Jack the Sipper,1947,1865,1
Devil's Harvest Extra Pale Ale,1948,1866,2
Suzy B Dirty Blonde Ale,1949,1867,2
Mississippi Fire Ant,1950,1868,1
Hipster Breakfast,1951,1869,1
Suzy B Dirty Blonde Ale,1952,1867,2
Devil's Harvest Extra Pale Ale,1953,1866,2
Pine Belt Pale Ale,1954,1870,2
Walloon,1955,1871,1
Le Mort Vivant,1956,1872,1
Red Cockaded Ale,1957,1873,1
Valkyrie Double IPA,1958,1874,1
Red Cockaded Ale (2013),1959,1875,1
Old Potentate,1960,1876,1
Bombshell Blonde,1961,1877,2
PRO-AM (2012) (2012),1962,1878,1
Walloon (2014),1963,1879,1
Le Mort Vivant (2011),1964,1880,1
Buried Hatchet Stout,1965,1881,1
Pine Belt Pale Ale,1966,1870,2
Bombshell Blonde,1967,1877,2
Baby Daddy Session IPA,1968,1882,1
Hopluia (2004),1969,1883,1
Ball & Chain (2014),1970,1884,1
Bitter Biker Double IPA,1971,1885,2
God Damn Pigeon Porter,1972,1886,1
Working for the Weekend,1973,1887,1
Angry Adam,1974,1888,1
Freedom Fries,1975,1889,1
Bitter Biker Double IPA,1976,1885,2
Ghost Bike Pale Ale,1977,1890,1
Spiteful IPA,1978,1891,1
Alley Time,1979,1892,1
Fat Badger,1980,1893,1
In the Weeds,1981,1894,1
Special Amber,1982,1895,2
Special Amber,1983,1895,2
Seven Gates Pale Ale,1984,1896,1
Gunga Din,1985,1897,1
Starr Pils,1986,1898,1
Northern Lights India Pale Ale,1987,1899,2
Festie,1988,1900,1
Northern Lights India Pale Ale,1989,1899,2
Third Eye Enlightened Pale Ale,1990,1901,1
Colorado Kölsch,1991,1902,1
Steam Engine Lager,1992,1903,1
Third Eye Pale Ale,1993,1904,1
Point Special (Current),1994,1905,1
Point Special,1995,1906,2
Point Cascade Pale Ale (2013),1996,1907,1
Point Special,1997,1906,2
Onyx Black Ale,1998,1908,1
Beyond The Pale IPA,1999,1909,1
Point Special (2013),2000,1910,1
Point Special (2012),2001,1911,1
Point Special Lager,2002,1912,2
St. Benedict's Winter Ale,2003,1913,1
Point Oktoberfest,2004,1914,2
Point Nude Beach Summer Wheat,2005,1915,2
Point Nude Beach Summer Wheat,2006,1915,2
Point Nude Beach Summer Wheat (2011),2007,1916,1
Drop Dead Blonde,2008,1917,1
Three Kings Ale,2009,1918,1
Point Oktoberfest,2010,1914,2
2012 Black Ale,2011,1919,1
Point Nude Beach Summer Wheat (2010),2012,1920,1
Point Cascade Pale Ale,2013,1921,1
Point Amber Classic,2014,1922,1
Point Special Lager,2015,1912,2
Wisco Disco,2016,1923,1
Brontide,2017,1924,2
Brontide,2018,1924,2
Classique,2019,1925,1
Sunsplash Golden Ale (2004),2020,1926,1
Sand Island Lighthouse,2021,1927,1
Lily Flagg Milk Stout,2022,1928,1
Monkeynaut IPA,2023,1929,1
Straub Beer (Current),2024,1930,1
American Lager,2025,1931,1
American Amber,2026,1932,1
American Light,2027,1933,1
Extra Pale Ale,2028,1934,1
Make It So,2029,1935,1
Hopvale Organic Ale,2030,1936,1
Unchained #18 Hop Silo,2031,1937,1
Tip Off,2032,1938,1
Java Mac,2033,1939,1
Cowbell,2034,1940,1
Hop Up Offa That Brett (2014),2035,1941,1
PV Muckle (2013),2036,1942,1
Bourbon Barrel Batch 666: Sympathy for the Devil,2037,1943,1
Whip Fight,2038,1944,1
Port Barrel Wee Mac,2039,1945,1
Fistful Of Hops Red,2040,1946,1
Fistful of Hops Orange,2041,1947,1
Fistful Of Hops Blue,2042,1948,1
Fistful of Hops Green,2043,1949,1
30 Min Coma,2044,1950,1
Wee Muckle,2045,1951,1
Royal Brat,2046,1952,1
Grapefruit Jungle (GFJ),2047,1953,1
Osiris Pale Ale,2048,1954,1
Bourbon Barrel Aged Timmie,2049,1955,1
Stupid Sexy Flanders,2050,1956,1
Bourbon Barrel Cowbell,2051,1957,1
Popcorn Pilsner,2052,1958,1
Ring of Dingle,2053,1959,1
Bourbon Barrel Wee Mac,2054,1960,1
Bourbon Barrel Johan,2055,1961,1
The Deuce,2056,1506,2
The Velvet Fog,2057,1962,1
Sun King Oktoberfest,2058,1963,1
Indianapolis Indians Lager,2059,1964,1
Indians Victory Lager (2012),2060,1965,1
Chaka,2061,1514,2
Isis,2062,1966,1
Wee Muckle (2011),2063,1967,1
Grapefruit Jungle (GFJ) (2011),2064,1968,1
Sun King Oktoberfest (2011),2065,1969,1
Johan the Barleywine,2066,1970,1
Wee Mac Scottish-Style Ale,2067,1971,1
Sunlight Cream Ale,2068,1972,1
Osiris Pale Ale (2010),2069,1973,1
Dam Lager,2070,1974,1
Red Clay IPA,2071,1975,1
Todd the Axe Man,2072,1976,1
Doomtree,2073,1977,1
BLAKKR,2074,1618,2
Overrated! West Coast Style IPA,2075,1978,1
WET,2076,1979,1
Bitter Brewer,2077,1980,1
SurlyFest,2078,1981,1
Coffee Bender,2079,1982,1
Bender,2080,1983,1
Abrasive Ale,2081,1984,1
Hell,2082,1985,1
CynicAle,2083,1986,1
Furious,2084,1987,1
Big Nose,2085,1988,1
Cotton Mouth,2086,1989,1
Stump Knocker Pale Ale,2087,1990,1
Midnight Oil,2088,1991,1
Wild Night,2089,1992,1
Bermuda Triangle Ginger Beer,2090,1993,1
Take Two Pils,2091,1994,1
Waterkeeper,2092,1995,1
SweetWater IPA,2093,1996,1
420 Extra Pale Ale,2094,1997,1
Dodgy Knight Imperial IPA,2095,1998,1
TailGate Saison,2096,1999,1
TailGate IPA,2097,2000,2
TailGate IPA,2098,2000,2
TailGate Hefeweizen,2099,2001,2
Blacktop Blonde,2100,2002,2
Blacktop Blonde,2101,2002,2
TailGate Hefeweizen,2102,2001,2
Wooden Rooster,2103,2003,1
Ginger Peach Saison,2104,2004,1
Zombie Monkie,2105,2005,1
Wild Plum Farmhouse Ale,2106,2006,1
Vanilla Bean Buffalo Sweat,2107,2007,1
Ethos IPA,2108,2008,1
Tallgrass Pub Ale,2109,2009,1
Oasis,2110,2010,1
Buffalo Sweat,2111,2011,1
Halcyon Unfiltered Wheat,2112,2012,2
8-Bit Pale Ale,2113,2013,1
Velvet Rooster,2114,2014,1
Halcyon Unfiltered Wheat,2115,2012,2
Köld Lager (2010),2116,2015,1
Oasis (2010),2117,2016,1
Tallgrass Ale,2118,2017,1
Buffalo Sweat (2010),2119,2018,1
Tallgrass IPA,2120,2019,1
Hat Trick Hop IPA,2121,2020,1
Yard Sale Amber Ale,2122,2021,1
Loafin Bräu,2123,2022,1
Old Elephant Foot IPA,2124,2023,1
Peck's Porter,2125,2024,1
Reactor,2126,2025,1
Mr. Orange,2127,2026,1
Deduction,2128,2027,1
Face Down Brown Ale,2129,2028,1
Tempter IPA,2130,2029,1
Bridal Veil Rye Pale Ale,2131,2030,1
Smittytown,2132,2031,1
Greenwood Beach,2133,2032,1
Gatecrasher,2134,2033,1
RecreationAle,2135,2034,1
First Stand,2136,2035,1
Battle LIne,2137,2036,1
Broken Bridge,2138,2037,1
Brutus,2139,2038,1
Petit Mutant,2140,2039,1
The Crusher,2141,2040,1
Beelzebub,2142,2041,1
Focal Banger,2143,2042,1
Heady Topper,2144,2043,2
Heady Topper,2145,2043,2
Bomber Mountain Amber Ale (2013),2146,2044,1
Indian Paintbrush IPA,2147,2045,1
Saddle Bronc Brown Ale (2013),2148,2046,1
Wagon Box Wheat Beer,2149,2047,1
Birdhouse Pale Ale,2150,2048,1
Ozzy,2151,2049,1
Resurrection,2152,2050,1
Bronx Summer Pale Ale,2153,2051,1
Bronx Black Pale Ale,2154,2052,1
Bronx Pale Ale,2155,2053,1
Surfrider,2156,2054,1
Kolschtal Eddy,2157,2055,1
South Bay Session IPA,2158,2056,1
Grandma's Pecan,2159,2057,1
Double Trunk,2160,2058,1
Just IPA,2161,2059,1
Lionshead,2162,2060,1
Manhattan Gold Lager (1990),2163,2061,1
G. B. Russo’s Italian Pistachio Pale Ale,2164,2062,1
Northern Hawk Owl Amber,2165,2063,1
CEO Stout,2166,2064,1
Will Power Pale Ale,2167,2065,1
Curious Traveler Shandy,2168,2066,1
Hunny Do Wheat,2169,2067,1
Three Way Pale Ale,2170,2068,1
Rise to the Top,2171,2069,1
Lost Trout Brown Ale,2172,2070,1
Watermelon Ale,2173,208,2
Knotty Blonde Ale,2174,2071,1
Fivepine Chocolate Porter,2175,2072,1
Hoodoo Voodoo IPA,2176,2073,1
Hydraulion Red,2177,2074,1
40 Mile IPA,2178,2075,1
Citra Faced,2179,2076,1
Pole Barn Stout,2180,2077,1
Pale,2181,2078,1
Yoshi's Nectar,2182,2079,1
Leatherhead Red,2183,2080,1
Cropduster Mid-American IPA,2184,2081,1
Golden Frau Honey Wheat,2185,2082,1
Cornstalker Dark Wheat,2186,2083,1
Cafe Leche,2187,2084,1
Damascene Apricot Sour,2188,2085,1
Csar,2189,2086,1
Klingon Warnog Roggen Dunkel,2190,2087,1
Overlord Imperial IPA,2191,2088,1
Alloy,2192,2089,1
Rivet Irish Red Ale,2193,2090,1
3 Gear Robust Porter,2194,2091,1
Circuit Bohemian Pilsner,2195,2092,1
Turnrow Harvest Ale,2196,2093,1
Juke Joint IPA,2197,2094,1
Parade Ground Coffee Porter,2198,2095,1
Tin Roof Watermelon Wheat,2199,2096,1
Tin Roof Blonde Ale,2200,2097,1
Voodoo Bengal Pale Ale,2201,2098,1
Perfect Tin Amber,2202,2099,1
IPA & a Half,2203,2100,1
Ornery Amber Lager (2003),2204,2101,1
Big Island Shandy,2205,2102,1
Preservation IPA,2206,2103,1
Almanac IPA,2207,2104,1
Milk Mustachio Stout,2208,2105,1
Farmer's Tan Red Ale,2209,2106,1
Triangle India Pale Ale,2210,2107,1
Triangle White Ale,2211,2108,1
Triangle Belgian Golden Ale,2212,2109,1
Troegenator,2213,2110,1
Nugget Nectar,2214,2111,1
Sunshine Pils,2215,2112,1
Troegenator Doublebock,2216,2113,1
Perpetual IPA,2217,2114,1
Greenville Pale Ale,2218,2115,1
Hoppy Boy,2219,2116,1
Cow Creek,2220,2117,1
Chupahopra,2221,2118,1
Twisted X,2222,2119,1
Day Hike Session,2223,2120,1
Trailhead ISA,2224,2121,1
Immersion Amber,2225,2122,1
Evo IPA,2226,2123,1
Presidential Pils,2227,2124,1
Evolutionary IPA (2012),2228,2125,1
Persnickety Pale,2229,2126,1
SoDo Brown Ale,2230,2127,1
Immersion Amber Ale (2011),2231,2128,1
Evolutionary IPA (2011),2232,2129,1
Trailhead India Style Session Ale (2011),2233,2130,1
Panorama Wheat Ale,2234,2131,1
Wobble,2235,2132,1
Night Cat,2236,2133,1
Night Cat (2014),2237,2134,1
Dog Days Lager,2238,2135,1
Sidekick Extra Pale Ale,2239,2136,1
Atom Smasher,2240,2137,1
Testudo,2241,2138,1
Hobnob B & B Pale Ale,2242,2139,1
Cane and Ebel,2243,2140,1
Outlaw IPA (2015),2244,2141,1
The Gilded Age,2245,2142,1
No Limits Hefeweizen,2246,2143,1
Honeyspot Road White IPA,2247,2144,1
Road 2 Ruin Double IPA,2248,2145,1
Workers Comp Saison,2249,2146,1
Ol' Factory Pils,2250,2147,1
PUNK'N,2251,2148,1
Yard Sale Winter Lager,2252,2149,1
Trader Session IPA,2253,2150,1
Hop Nosh IPA,2254,2151,1
SUM'R,2255,2152,1
Organic Baba Black Lager,2256,2153,1
Hop Notch IPA (2013),2257,2154,1
Cutthroat Pale Ale,2258,2155,1
WYLD Extra Pale Ale,2259,2156,1
Pilsner Ukiah,2260,2157,1
The Green Room,2261,2158,1
Humbucker Helles,2262,2159,1
Uncle John's Apple Cherry Cider,2263,2160,1
Uncle John's Apricot Apple Cider,2264,2161,1
Draught Hard Apple Cider,2265,2162,1
Scotty K NA,2266,2163,1
Bacon Brown Ale,2267,2164,1
Golden State Ale,2268,2165,1
Baltic Porter,2269,2166,1
Siamese twin,2270,2167,1
Double Duckpin,2271,2168,1
Old Pro,2272,2169,1
Duckpin Pale Ale,2273,2170,1
Balt Altbier,2274,2171,1
Campside Session IPA,2275,2172,1
Upland Wheat Ale,2276,2173,1
Dragonfly IPA,2277,2174,1
Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,2278,2175,1
Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,2279,2176,1
Lee Hill Series Vol. 2 - Wild Saison,2280,2177,1
Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,2281,2178,1
Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,2282,2179,1
Blood Orange Saison,2283,2180,1
Thai Style White IPA,2284,2181,1
Ferus Fluxus Wild Belgian Pale Ale,2285,2182,1
Upslope Imperial India Pale Ale,2286,2183,1
Upslope Christmas Ale,2287,2184,1
Upslope Pumpkin Ale,2288,2185,1
Upslope Belgian Style Pale Ale,2289,2186,1
Upslope Foreign Style Stout,2290,2187,1
Top Rope Mexican-style Craft Lager,2291,2188,1
Upslope Craft Lager,2292,2189,1
Upslope Brown Ale,2293,2190,1
Upslope Pale Ale,2294,2191,1
Upslope India Pale Ale,2295,2192,1
Common Sense Kentucky Common Ale,2296,2193,1
Upstate I.P.W.,2297,2194,1
Squatters Full Suspension Pale Ale,2298,2195,2
Squatters Hop Rising Double IPA,2299,2196,1
Devastator Double Bock,2300,2197,1
Wasatch Ghostrider White IPA,2301,2198,1
Wasatch Ghostrider White IPA (2014),2302,2199,1
Wasatch Apricot Hefeweizen,2303,2200,1
Squatters Hop Rising Double IPA (2014),2304,2201,1
Squatters Full Suspension Pale Ale,2305,2195,2
Nunica Pine,2306,2202,1
Ginger Peach,2307,2203,1
Totally Roasted,2308,2204,1
Blue Gold,2309,2205,1
Hard Apple,2310,2206,1
Nitro Can Coffee Stout,2311,2207,1
Voodoo Love Child,2312,2208,1
White Magick of the Sun,2313,2209,1
Wynona's Big Brown Ale,2314,2210,1
Gran Met,2315,2211,1
Good Vibes IPA,2316,2212,1
Pilzilla,2317,2213,1
Wachusett Light IPA,2318,2214,1
Green Monsta IPA,2319,2215,2
Wachusett IPA,2320,2216,1
Strawberry White,2321,2217,1
Larry Imperial IPA,2322,2218,1
Wachusett Summer,2323,2219,1
Country Pale Ale,2324,2220,1
Wachusett Light IPA (2013),2325,2221,1
Pumpkan,2326,2222,1
Wachusett Blueberry Ale,2327,2223,1
Green Monsta IPA,2328,2215,2
T-6 Red Ale (2004),2329,2224,1
Self Starter,2330,2225,1
Ermal's,2331,2226,1
10 Ton,2332,2227,1
Flyin' Rye,2333,2228,1
Christmas Ale,2334,2229,1
Pay It Forward Cocoa Porter,2335,2230,1
West Sixth Amber Ale,2336,2231,1
West Sixth IPA,2337,2232,1
One Claw,2338,2233,1
Westbrook Gose,2339,2234,1
White Thai,2340,2235,1
Westbrook IPA,2341,2236,1
Westfield Octoberfest,2342,2237,1
Pop's Old Fashioned Lager,2343,2238,1
Charlie in the Rye,2344,2239,1
Royal Lager,2345,2240,1
Rip Van Winkle (Current),2346,2241,1
O’Malley’s Stout,2347,2242,1
O’Malley’s IPA,2348,2243,1
O’Malley’s Irish Style Cream Ale,2349,2244,1
L'il Lucy's Hot Pepper Ale,2350,2245,1
Drop Kick Ale,2351,2246,1
Raspberry Berliner Weisse,2352,2247,1
