flight,act_dep_time,original_index,unique_index
UA-2945-PHL-CLT,12:08 p.m.,1106,152
CO-63-EWR-IAH,5:38 p.m.,1107,153
CO-47-IAH-LAX,8:36 p.m.,1108,154
AA-2050-ORD-MIA,11:06 a.m.,1109,85
UA-248-PHX-ORD,1:43 p.m.,1110,86
AA-4330-CVG-ORD,3:36 p.m.,1111,21
AA-1434-DFW-MCO,7:22 a.m.,1112,88
AA-1640-MIA-MCO,,1113,2
AA-4307-ORD-DTW,6:56 p.m.,1114,90
CO-1694-LAX-IAH,,1115,92
UA-843-LAX-ORD,2:38 p.m.,1116,158
CO-1193-EWR-MCO,9:58 a.m.,1117,159
AA-3842-MSP-ORD,6:57 a.m.,1118,95
AA-643-MIA-ORD,7:31 a.m.,1119,96
AA-1007-MIA-PHX,5:09 p.m.,1120,97
UA-2906-PHL-MCO,4:46 p.m.,1121,160
UA-938-DEN-ORD,4:37 p.m.,1122,99
AA-1221-MCO-ORD,8:23 p.m.,1123,28
CO-16-LAX-EWR,10:37 a.m.,1124,161
UA-2515-DFW-CLT,7:31 a.m.,1125,162
AA-400-DFW-JFK,11:02 a.m.,1126,102
UA-664-ORD-PHL,1:48 p.m.,1127,103
AA-3756-ORD-SLC,12:42 p.m.,1128,104
UA-37-EWR-MCO,2:01 p.m.,1129,163
AA-1522-SFO-ORD,,1130,31
UA-233-LAX-JFK,,1131,228
AA-3823-LAX-DEN,,1132,32
AA-2312-DFW-DTW,,1133,33
AA-1165-JFK-MIA,7:23 a.m.,1134,110
AA-431-MIA-SFO,8:52 a.m.,1135,111
UA-3373-IAD-PHL,8:37 a.m.,1136,112
AA-649-ORD-SNA,,1137,36
CO-1250-MIA-IAH,3:17 p.m.,1138,168
UA-6273-YYC-SFO,7:41 a.m.,1139,115
UA-828-SFO-ORD,,1140,116
CO-4888-IAH-DAL,,1141,169
UA-858-PVG-SFO,1:45 p.m.,1142,229
UA-2704-DTW-PHX,11:47 a.m.,1143,119
AA-3063-SLC-LAX,8:40 p.m.,1144,120
UA-2708-EWR-CLT,3:04 p.m.,1145,121
UA-62-IAH-EWR,2:59 p.m.,1146,171
UA-1500-IAH-GUA,9:43 a.m.,1147,172
AA-3804-PHL-ORD,2:44 p.m.,1148,38
AA-1917-JFK-MCO,3:28 p.m.,1149,124
AA-2268-PHX-ORD,7:23 a.m.,1150,173
AA-4277-CVG-JFK,12:11 p.m.,1151,125
AA-2957-DFW-CVG,8:05 a.m.,1152,174
UA-37-EDI-EWR,9:05 a.m.,1153,175
AA-789-ORD-DEN,1:20 p.m.,1154,127
AA-415-BOS-ORD,8:56 a.m.,1155,43
AA-85-JFK-SFO,3:38 p.m.,1156,129
AA-3979-CVG-ORD,8:04 a.m.,1157,13
AA-1544-SAN-ORD,11:41 a.m.,1158,56
AA-3786-IAH-ORD,4:12 p.m.,1159,46
AA-271-MIA-LAX,11:52 a.m.,1160,19
AA-2525-DFW-MIA,7:40 a.m.,1161,176
CO-50-CLE-EWR,4:02 p.m.,1162,177
UA-3099-PHX-PHL,11:55 a.m.,1163,131
AA-4198-ORD-CLE,10:55 a.m.,1164,132
AA-404-MIA-MCO,6:58 a.m.,1165,133
CO-45-EWR-MIA,4:15 p.m.,1166,178
AA-3809-PHX-LAX,6:11 a.m.,1167,135
AA-59-JFK-SFO,7:40 a.m.,1168,136
AA-222-LAX-BOS,7:32 a.m.,1169,137
AA-3859-IAH-ORD,,1170,179
AA-518-MIA-JFK,6:54 a.m.,1171,3
CO-1586-IAH-MCO,7:42 p.m.,1172,138
UA-3925-IAD-ORF,,1173,180
AA-1733-ORD-PHX,,1174,181
UA-414-LAX-SFO,6:10 a.m.,1175,59
UA-3515-IAD-MSP,8:26 a.m.,1176,65
AA-3468-CVG-MIA,7:25 a.m.,1177,6
AA-484-DFW-MIA,,1178,192
CO-63-EWR-IAH,5:38 p.m.,1179,153
AA-466-IAH-MIA,6:09 a.m.,1180,72
UA-3050-PHX-CLT,,1181,194
AA-1886-BOS-MIA,,1182,195
AA-1664-MIA-ATL,10:19 a.m.,1183,76
AA-404-MIA-MCO,6:57 a.m.,1184,18
AA-3756-ORD-SLC,12:42 p.m.,1185,104
UA-382-IAD-LAX,12:56 p.m.,1186,79
UA-2945-PHL-CLT,12:08 p.m.,1187,152
AA-2050-ORD-MIA,11:06 a.m.,1188,85
UA-248-PHX-ORD,,1189,155
AA-4330-CVG-ORD,3:36 p.m.,1190,21
AA-4307-ORD-DTW,,1191,199
CO-1694-LAX-IAH,Not Available,1192,157
UA-843-LAX-ORD,2:38 p.m.,1193,158
CO-1193-EWR-MCO,9:14 a.m.,1194,256
AA-1221-MCO-ORD,8:23 p.m.,1195,28
CO-16-LAX-EWR,,1196,100
AA-400-DFW-JFK,11:01 a.m.,1197,29
UA-664-ORD-PHL,,1198,206
AA-1522-SFO-ORD,12:10 a.m. (Estimated runway),1199,263
UA-257-JFK-SFO,2:43 p.m.,1200,81
UA-3373-IAD-PHL,8:26 a.m.,1201,269
CO-1250-MIA-IAH,3:17 p.m.,1202,168
UA-6273-YYC-SFO,7:41 a.m.,1203,115
UA-828-SFO-ORD,,1204,116
CO-4888-IAH-DAL,,1205,169
UA-2704-DTW-PHX,11:47 a.m.,1206,119
UA-2708-EWR-CLT,3:04 p.m.,1207,121
UA-1500-IAH-GUA,9:43 a.m.,1208,172
AA-3804-PHL-ORD,2:44 p.m.,1209,38
AA-2268-PHX-ORD,7:23 a.m.,1210,173
UA-233-LAX-JFK,Not Available,1211,164
AA-4277-CVG-JFK,,1212,219
AA-2957-DFW-CVG,,1213,220
UA-37-EDI-EWR,,1214,126
AA-789-ORD-DEN,1:19 p.m.,1215,42
UA-854-SFO-IAH,7:49 a.m.,1216,275
AA-85-JFK-SFO,3:38 p.m.,1217,129
AA-1640-MIA-MCO,6:56 p.m.,1218,182
AA-1544-SAN-ORD,,1219,184
AA-3786-IAH-ORD,,1220,223
AA-3809-PHX-LAX,,1221,226
AA-59-JFK-SFO,7:40 a.m.,1222,136
AA-3859-IAH-ORD,7:16 a.m.,1223,0
CO-1586-IAH-MCO,,1224,50
AA-518-MIA-JFK,6:54 a.m.,1225,3
UA-397-JFK-SFO,8:48 a.m.,1226,51
UA-3925-IAD-ORF,9:00 a.m.,1227,52
AA-1733-ORD-PHX,7:59 p.m.,1228,53
UA-2830-MCO-CLT,3:50 p.m.,1229,54
CO-58-DEN-IAH,,1230,55
AA-1544-SAN-ORD,11:41 a.m.,1231,56
UA-5487-SFO-MRY,10:53 a.m.,1232,57
AA-204-LAX-MCO,11:29 p.m.,1233,58
UA-414-LAX-SFO,6:10 a.m.,1234,59
CO-1614-LAX-IAH,,1235,60
UA-2726-FLL-PHL,4:10 p.m.,1236,61
CO-52-IAH-LAX,,1237,62
CO-1090-BOS-IAH,,1238,63
AA-616-DFW-DTW,10:11 a.m.,1239,64
UA-3515-IAD-MSP,8:26 a.m.,1240,65
AA-3468-CVG-MIA,7:25 a.m.,1241,6
AA-484-DFW-MIA,4:29 p.m.,1242,7
AA-1886-BOS-MIA,10:54 a.m.,1243,66
CO-62-IAH-EWR,,1244,67
CO-1561-PHX-IAH,,1245,68
UA-2314-ATL-PHL,3:04 p.m.,1246,69
AA-446-DFW-PHL,12:13 p.m.,1247,70
CO-1023-IAH-DEN,,1248,71
AA-466-IAH-MIA,6:09 a.m.,1249,72
UA-3050-PHX-CLT,11:45 a.m.,1250,73
CO-89-IAH-EWR,,1251,74
CO-1088-CLE-IAH,,1252,75
AA-1664-MIA-ATL,10:19 a.m.,1253,76
AA-1279-DFW-PHX,2:03 p.m.,1254,77
UA-854-SFO-IAH,8:07 a.m.,1255,78
UA-382-IAD-LAX,12:56 p.m.,1256,79
AA-4344-ORD-DTW,12:14 p.m.,1257,80
UA-257-JFK-SFO,2:43 p.m.,1258,81
UA-2945-PHL-CLT,12:07 p.m.,1259,82
CO-63-EWR-IAH,,1260,83
CO-47-IAH-LAX,,1261,84
AA-2050-ORD-MIA,11:06 a.m.,1262,85
UA-248-PHX-ORD,1:43 p.m.,1263,86
AA-4330-CVG-ORD,,1264,87
AA-1434-DFW-MCO,7:22 a.m.,1265,88
AA-1640-MIA-MCO,6:47 p.m.,1266,89
AA-4307-ORD-DTW,6:56 p.m.,1267,90
AA-3-JFK-LAX,12:12 p.m.,1268,91
CO-1694-LAX-IAH,,1269,92
UA-843-LAX-ORD,2:04 p.m.,1270,93
CO-1193-EWR-MCO,,1271,94
AA-3842-MSP-ORD,6:57 a.m.,1272,95
AA-643-MIA-ORD,7:31 a.m.,1273,96
AA-1007-MIA-PHX,5:09 p.m.,1274,97
AA-2525-DFW-MIA,7:39 a.m.,1275,17
UA-2906-PHL-MCO,4:44 p.m.,1276,98
UA-938-DEN-ORD,4:37 p.m.,1277,99
AA-1221-MCO-ORD,8:23 p.m.,1278,28
CO-16-LAX-EWR,,1279,100
UA-2515-DFW-CLT,7:30 a.m.,1280,101
AA-400-DFW-JFK,11:02 a.m.,1281,102
UA-664-ORD-PHL,1:48 p.m.,1282,103
AA-3756-ORD-SLC,12:42 p.m.,1283,104
UA-37-EWR-MCO,,1284,105
AA-1522-SFO-ORD,12:11 a.m.,1285,106
UA-233-LAX-JFK,4:28 p.m.,1286,107
AA-3823-LAX-DEN,9:06 p.m.,1287,108
AA-2312-DFW-DTW,8:29 p.m.,1288,109
AA-1165-JFK-MIA,7:23 a.m.,1289,110
AA-431-MIA-SFO,8:52 a.m.,1290,111
UA-3373-IAD-PHL,8:37 a.m.,1291,112
AA-649-ORD-SNA,1:41 p.m.,1292,113
CO-1250-MIA-IAH,,1293,114
UA-6273-YYC-SFO,7:41 a.m.,1294,115
UA-828-SFO-ORD,,1295,116
CO-4888-IAH-DAL,5:38 p.m.,1296,117
UA-858-PVG-SFO,1:50 p.m. (+8:00),1297,118
UA-2704-DTW-PHX,11:47 a.m.,1298,119
AA-3063-SLC-LAX,8:40 p.m.,1299,120
UA-2708-EWR-CLT,3:04 p.m.,1300,121
UA-62-IAH-EWR,,1301,122
UA-1500-IAH-GUA,,1302,123
AA-3804-PHL-ORD,2:44 p.m.,1303,38
AA-1917-JFK-MCO,3:28 p.m.,1304,124
AA-2268-PHX-ORD,7:22 a.m.,1305,40
AA-4277-CVG-JFK,12:11 p.m.,1306,125
AA-2957-DFW-CVG,8:04 a.m.,1307,11
UA-37-EDI-EWR,,1308,126
AA-789-ORD-DEN,1:20 p.m.,1309,127
AA-415-BOS-ORD,8:55 a.m.,1310,128
AA-85-JFK-SFO,3:38 p.m.,1311,129
AA-3979-CVG-ORD,8:04 a.m.,1312,13
AA-3786-IAH-ORD,4:12 p.m.,1313,46
AA-271-MIA-LAX,11:52 a.m.,1314,19
CO-50-CLE-EWR,,1315,130
UA-3099-PHX-PHL,11:55 a.m.,1316,131
AA-4198-ORD-CLE,10:55 a.m.,1317,132
AA-404-MIA-MCO,6:58 a.m.,1318,133
CO-45-EWR-MIA,,1319,134
AA-3809-PHX-LAX,6:11 a.m.,1320,135
AA-59-JFK-SFO,7:40 a.m.,1321,136
AA-222-LAX-BOS,7:32 a.m.,1322,137
AA-3859-IAH-ORD,7:02aDec 1,1323,371
CO-1586-IAH-MCO,7:14 p.m.,1324,230
AA-518-MIA-JFK,6:40aDec 1,1325,372
UA-397-JFK-SFO,8:48aDec 1,1326,373
UA-3925-IAD-ORF,,1327,180
AA-1733-ORD-PHX,7:45 p.m.,1328,311
AA-3-JFK-LAX,11:54aDec 1,1329,374
UA-2830-MCO-CLT,3:28 p.m.,1330,234
CO-58-DEN-IAH,11:37aDec 1,1331,375
UA-5487-SFO-MRY,,1332,185
AA-204-LAX-MCO,,1333,5
UA-414-LAX-SFO,6:09aDec 1,1334,376
CO-1614-LAX-IAH,12:41aDec 1,1335,377
UA-2726-FLL-PHL,3:58 p.m.,1336,239
CO-52-IAH-LAX,,1337,62
CO-1090-BOS-IAH,10:19aDec 1,1338,378
AA-616-DFW-DTW,9:59aDec 1,1339,379
UA-3515-IAD-MSP,8:12aDec 1,1340,380
AA-3468-CVG-MIA,7:04aDec 1,1341,381
AA-484-DFW-MIA,4:16 p.m.,1342,319
AA-1886-BOS-MIA,10:42aDec 1,1343,382
CO-62-IAH-EWR,2:48 p.m.,1344,243
CO-1561-PHX-IAH,8:00aDec 1,1345,383
UA-2314-ATL-PHL,2:46 p.m.,1346,267
AA-446-DFW-PHL,11:54aDec 1,1347,384
CO-1023-IAH-DEN,11:56aDec 1,1348,385
AA-466-IAH-MIA,5:58aDec 1,1349,386
UA-3050-PHX-CLT,11:30aDec 1,1350,387
CO-89-IAH-EWR,6:02aDec 1,1351,388
CO-1088-CLE-IAH,8:40aDec 1,1352,389
AA-1664-MIA-ATL,10:10aDec 1,1353,390
AA-1279-DFW-PHX,1:48 p.m.,1354,327
UA-854-SFO-IAH,7:49aDec 1,1355,391
UA-382-IAD-LAX,12:35 p.m.,1356,249
AA-4344-ORD-DTW,11:47aDec 1,1357,392
UA-257-JFK-SFO,2:42 p.m.,1358,348
UA-2945-PHL-CLT,11:51aDec 1,1359,393
CO-63-EWR-IAH,5:22 p.m.,1360,244
CO-47-IAH-LAX,8:25 p.m.,1361,251
AA-2050-ORD-MIA,10:46aDec 1,1362,394
UA-248-PHX-ORD,1:32 p.m.,1363,252
AA-4330-CVG-ORD,3:27 p.m.,1364,395
AA-1434-DFW-MCO,7:08aDec 1,1365,396
AA-1640-MIA-MCO,,1366,2
AA-4307-ORD-DTW,6:40 p.m.,1367,335
CO-1694-LAX-IAH,,1368,92
UA-843-LAX-ORD,2:37 p.m.,1369,337
CO-1193-EWR-MCO,9:14aDec 1,1370,397
AA-3842-MSP-ORD,5:59aDec 1,1371,398
AA-643-MIA-ORD,7:10aDec 1,1372,399
AA-1007-MIA-PHX,4:56 p.m.,1373,400
UA-2906-PHL-MCO,4:28 p.m.,1374,257
UA-938-DEN-ORD,4:15 p.m.,1375,258
AA-1221-MCO-ORD,8:01 p.m.,1376,341
CO-16-LAX-EWR,10:20aDec 1,1377,401
UA-2515-DFW-CLT,7:07aDec 1,1378,402
AA-400-DFW-JFK,10:47aDec 1,1379,403
UA-664-ORD-PHL,1:31 p.m.,1380,261
AA-3756-ORD-SLC,12:10 p.m.,1381,315
UA-37-EWR-MCO,1:48 p.m.,1382,262
AA-1522-SFO-ORD,,1383,31
UA-233-LAX-JFK,,1384,228
AA-3823-LAX-DEN,,1385,32
AA-2312-DFW-DTW,,1386,33
AA-1165-JFK-MIA,6:56aDec 1,1387,404
AA-431-MIA-SFO,8:31aDec 1,1388,405
AA-649-ORD-SNA,,1389,36
CO-1250-MIA-IAH,3:01 p.m.,1390,270
UA-6273-YYC-SFO,7:27aDec 1,1391,406
UA-828-SFO-ORD,,1392,116
CO-4888-IAH-DAL,,1393,169
UA-858-PVG-SFO,1:32 p.m.,1394,303
UA-2704-DTW-PHX,11:15aDec 1,1395,407
AA-3063-SLC-LAX,8:30 p.m.,1396,352
UA-2708-EWR-CLT,2:52 p.m.,1397,273
UA-62-IAH-EWR,2:48 p.m.,1398,274
UA-1500-IAH-GUA,9:16aDec 1,1399,408
AA-3804-PHL-ORD,2:32 p.m.,1400,355
AA-1917-JFK-MCO,3:00 p.m.,1401,356
AA-2268-PHX-ORD,7:10aDec 1,1402,409
AA-4277-CVG-JFK,12:01 p.m.,1403,359
AA-2957-DFW-CVG,7:51aDec 1,1404,410
UA-37-EDI-EWR,8:52aDec 1,1405,411
AA-789-ORD-DEN,1:06 p.m.,1406,361
AA-415-BOS-ORD,8:32aDec 1,1407,412
AA-85-JFK-SFO,3:09 p.m.,1408,363
AA-3979-CVG-ORD,7:28aDec 1,1409,413
AA-1544-SAN-ORD,11:20aDec 1,1410,414
AA-3786-IAH-ORD,3:52 p.m.,1411,364
AA-271-MIA-LAX,11:33aDec 1,1412,415
AA-2525-DFW-MIA,7:22aDec 1,1413,416
CO-50-CLE-EWR,3:31 p.m.,1414,276
UA-3099-PHX-PHL,11:43aDec 1,1415,417
AA-4198-ORD-CLE,10:35aDec 1,1416,418
AA-404-MIA-MCO,6:41aDec 1,1417,419
CO-45-EWR-MIA,3:58 p.m.,1418,278
AA-3809-PHX-LAX,5:56aDec 1,1419,420
AA-59-JFK-SFO,7:14aDec 1,1420,421
AA-222-LAX-BOS,7:05aDec 1,1421,422
AA-446-DFW-PHL,,1422,193
UA-3373-IAD-PHL,,1423,210
AA-3804-PHL-ORD,,1424,216
UA-664-ORD-PHL,,1425,206
CO-1586-IAH-MCO,7:14 p.m.,1426,230
CO-52-IAH-LAX,7:29 a.m.,1427,240
CO-1023-IAH-DEN,11:56 a.m.,1428,245
CO-89-IAH-EWR,6:02 a.m.,1429,247
CO-1694-LAX-IAH,7:15 p.m.,1430,423
CO-1614-LAX-IAH,12:41 a.m.,1431,238
CO-1088-CLE-IAH,8:40 a.m.,1432,248
CO-58-DEN-IAH,11:32 a.m.,1433,235
CO-50-CLE-EWR,3:31 p.m.,1434,276
CO-62-IAH-EWR,2:48 p.m.,1435,243
CO-1193-EWR-MCO,9:14 a.m.,1436,256
CO-16-LAX-EWR,10:20 a.m.,1437,259
CO-1090-BOS-IAH,10:19 a.m.,1438,241
CO-1250-MIA-IAH,3:01 p.m.,1439,270
CO-47-IAH-LAX,8:25 p.m.,1440,251
CO-4888-IAH-DAL,5:30 p.m.,1441,424
CO-45-EWR-MIA,3:58 p.m.,1442,278
CO-63-EWR-IAH,5:22 p.m.,1443,244
CO-1561-PHX-IAH,8:00 a.m.,1444,253
AA-3842-MSP-ORD,6:56 a.m.,1445,25
AA-3804-PHL-ORD,2:44 p.m.,1446,38
CO-1090-BOS-IAH,10:19 a.m.,1447,241
AA-1917-JFK-MCO,3:27 p.m.,1448,39
UA-2906-PHL-MCO,4:28 p.m.,1449,257
CO-89-IAH-EWR,6:02 a.m.,1450,247
UA-938-DEN-ORD,4:15 p.m.,1451,258
UA-3925-IAD-ORF,8:42 a.m.,1452,232
AA-789-ORD-DEN,1:19 p.m.,1453,42
AA-1434-DFW-MCO,7:21 a.m.,1454,22
UA-664-ORD-PHL,1:31 p.m.,1455,261
AA-3756-ORD-SLC,12:41 p.m.,1456,4
CO-1614-LAX-IAH,12:41 a.m.,1457,238
CO-58-DEN-IAH,11:32 a.m.,1458,235
UA-233-LAX-JFK,4:28 p.m. (Estimated runway),1459,264
AA-3979-CVG-ORD,8:04 a.m.,1460,13
AA-3823-LAX-DEN,9:06 p.m. (Estimated runway),1461,265
AA-3786-IAH-ORD,4:12 p.m.,1462,46
AA-431-MIA-SFO,8:51 a.m.,1463,35
AA-1733-ORD-PHX,7:58 p.m.,1464,1
UA-3373-IAD-PHL,8:26 a.m.,1465,269
UA-3099-PHX-PHL,11:43 a.m.,1466,277
UA-2314-ATL-PHL,2:46 p.m.,1467,267
CO-16-LAX-EWR,10:20 a.m.,1468,259
CO-1250-MIA-IAH,3:01 p.m.,1469,270
AA-3468-CVG-MIA,7:25 a.m.,1470,6
AA-2050-ORD-MIA,11:05 a.m.,1471,20
AA-415-BOS-ORD,8:56 a.m.,1472,43
AA-3063-SLC-LAX,8:39 p.m.,1473,37
AA-3809-PHX-LAX,6:10 a.m.,1474,48
AA-59-JFK-SFO,7:39 a.m.,1475,49
UA-62-IAH-EWR,2:48 p.m.,1476,274
AA-616-DFW-DTW,10:10 a.m.,1477,15
AA-3-JFK-LAX,12:11 p.m.,1478,24
CO-1694-LAX-IAH,7:15 p.m. (Estimated),1479,254
AA-446-DFW-PHL,12:12 p.m.,1480,8
UA-397-JFK-SFO,,1481,425
AA-85-JFK-SFO,,1482,222
AA-431-MIA-SFO,,1483,426
AA-59-JFK-SFO,,1484,427
UA-257-JFK-SFO,,1485,209
UA-414-LAX-SFO,,1486,187
AA-3859-IAH-ORD,7:16 a.m.,1487,0
CO-1586-IAH-MCO,,1488,50
AA-518-MIA-JFK,6:54 a.m.,1489,3
UA-397-JFK-SFO,8:48 a.m.,1490,51
UA-3925-IAD-ORF,9:00 a.m.,1491,52
AA-1733-ORD-PHX,7:59 p.m.,1492,53
UA-2830-MCO-CLT,3:50 p.m.,1493,54
CO-58-DEN-IAH,,1494,55
AA-1544-SAN-ORD,11:41 a.m.,1495,56
UA-5487-SFO-MRY,10:53 a.m.,1496,57
AA-204-LAX-MCO,11:29 p.m.,1497,58
UA-414-LAX-SFO,6:10 a.m.,1498,59
CO-1614-LAX-IAH,,1499,60
UA-2726-FLL-PHL,4:10 p.m.,1500,61
CO-52-IAH-LAX,,1501,62
CO-1090-BOS-IAH,,1502,63
AA-616-DFW-DTW,10:11 a.m.,1503,64
UA-3515-IAD-MSP,8:26 a.m.,1504,65
AA-3468-CVG-MIA,7:25 a.m.,1505,6
AA-484-DFW-MIA,4:29 p.m.,1506,7
AA-1886-BOS-MIA,10:54 a.m.,1507,66
CO-62-IAH-EWR,,1508,67
CO-1561-PHX-IAH,,1509,68
UA-2314-ATL-PHL,3:04 p.m.,1510,69
AA-446-DFW-PHL,12:13 p.m.,1511,70
CO-1023-IAH-DEN,,1512,71
AA-466-IAH-MIA,6:09 a.m.,1513,72
UA-3050-PHX-CLT,11:45 a.m.,1514,73
CO-89-IAH-EWR,,1515,74
CO-1088-CLE-IAH,,1516,75
AA-1664-MIA-ATL,10:19 a.m.,1517,76
AA-1279-DFW-PHX,2:03 p.m.,1518,77
UA-854-SFO-IAH,8:07 a.m.,1519,78
UA-382-IAD-LAX,12:56 p.m.,1520,79
AA-4344-ORD-DTW,12:14 p.m.,1521,80
UA-257-JFK-SFO,2:43 p.m.,1522,81
UA-2945-PHL-CLT,12:07 p.m.,1523,82
CO-63-EWR-IAH,,1524,83
CO-47-IAH-LAX,,1525,84
AA-2050-ORD-MIA,11:06 a.m.,1526,85
UA-248-PHX-ORD,1:43 p.m.,1527,86
AA-4330-CVG-ORD,,1528,87
AA-1434-DFW-MCO,7:22 a.m.,1529,88
AA-1640-MIA-MCO,6:47 p.m.,1530,89
AA-4307-ORD-DTW,6:56 p.m.,1531,90
AA-3-JFK-LAX,12:12 p.m.,1532,91
CO-1694-LAX-IAH,,1533,92
UA-843-LAX-ORD,2:04 p.m.,1534,93
CO-1193-EWR-MCO,,1535,94
AA-3842-MSP-ORD,6:57 a.m.,1536,95
AA-643-MIA-ORD,7:31 a.m.,1537,96
AA-1007-MIA-PHX,5:09 p.m.,1538,97
AA-2525-DFW-MIA,7:39 a.m.,1539,17
UA-2906-PHL-MCO,4:44 p.m.,1540,98
UA-938-DEN-ORD,4:37 p.m.,1541,99
AA-1221-MCO-ORD,8:23 p.m.,1542,28
CO-16-LAX-EWR,,1543,100
UA-2515-DFW-CLT,7:30 a.m.,1544,101
AA-400-DFW-JFK,11:02 a.m.,1545,102
UA-664-ORD-PHL,1:48 p.m.,1546,103
AA-3756-ORD-SLC,12:42 p.m.,1547,104
UA-37-EWR-MCO,,1548,105
AA-1522-SFO-ORD,12:11 a.m.,1549,106
UA-233-LAX-JFK,4:28 p.m.,1550,107
AA-3823-LAX-DEN,9:06 p.m.,1551,108
AA-2312-DFW-DTW,8:29 p.m.,1552,109
AA-1165-JFK-MIA,7:23 a.m.,1553,110
AA-431-MIA-SFO,8:52 a.m.,1554,111
UA-3373-IAD-PHL,8:37 a.m.,1555,112
AA-649-ORD-SNA,1:41 p.m.,1556,113
CO-1250-MIA-IAH,,1557,114
UA-6273-YYC-SFO,7:41 a.m.,1558,115
UA-828-SFO-ORD,,1559,116
CO-4888-IAH-DAL,5:38 p.m.,1560,117
UA-858-PVG-SFO,1:50 p.m. (+8:00),1561,118
UA-2704-DTW-PHX,11:47 a.m.,1562,119
AA-3063-SLC-LAX,8:40 p.m.,1563,120
UA-2708-EWR-CLT,3:04 p.m.,1564,121
UA-62-IAH-EWR,,1565,122
UA-1500-IAH-GUA,,1566,123
AA-3804-PHL-ORD,2:44 p.m.,1567,38
AA-1917-JFK-MCO,3:28 p.m.,1568,124
AA-2268-PHX-ORD,7:22 a.m.,1569,40
AA-4277-CVG-JFK,12:11 p.m.,1570,125
AA-2957-DFW-CVG,8:04 a.m.,1571,11
UA-37-EDI-EWR,,1572,126
AA-789-ORD-DEN,1:20 p.m.,1573,127
AA-415-BOS-ORD,8:55 a.m.,1574,128
AA-85-JFK-SFO,3:38 p.m.,1575,129
AA-3979-CVG-ORD,8:04 a.m.,1576,13
AA-3786-IAH-ORD,4:12 p.m.,1577,46
AA-271-MIA-LAX,11:52 a.m.,1578,19
CO-50-CLE-EWR,,1579,130
UA-3099-PHX-PHL,11:55 a.m.,1580,131
AA-4198-ORD-CLE,10:55 a.m.,1581,132
AA-404-MIA-MCO,6:58 a.m.,1582,133
CO-45-EWR-MIA,,1583,134
AA-3809-PHX-LAX,6:11 a.m.,1584,135
AA-59-JFK-SFO,7:40 a.m.,1585,136
AA-222-LAX-BOS,7:32 a.m.,1586,137
AA-1733-ORD-PHX,7:45 p.m.,1587,311
CO-1586-IAH-MCO,7:14 p.m.,1588,230
UA-3925-IAD-ORF,,1589,180
AA-1640-MIA-MCO,,1590,2
UA-2830-MCO-CLT,Contact Airline,1591,313
UA-5487-SFO-MRY,,1592,185
AA-204-LAX-MCO,,1593,5
CO-1614-LAX-IAH,12:41aDec 1,1594,377
UA-2726-FLL-PHL,3:58 p.m.,1595,239
CO-1090-BOS-IAH,10:19aDec 1,1596,378
AA-3468-CVG-MIA,7:04aDec 1,1597,381
CO-62-IAH-EWR,2:48 p.m.,1598,243
CO-1023-IAH-DEN,11:56aDec 1,1599,385
AA-466-IAH-MIA,5:58aDec 1,1600,386
UA-3050-PHX-CLT,11:30aDec 1,1601,387
AA-1664-MIA-ATL,10:10 a.m.,1602,325
AA-3979-CVG-ORD,7:28aDec 1,1603,413
UA-382-IAD-LAX,12:35 p.m.,1604,249
AA-616-DFW-DTW,9:59 a.m.,1605,328
AA-4344-ORD-DTW,11:47aDec 1,1606,392
UA-2945-PHL-CLT,11:51aDec 1,1607,393
CO-47-IAH-LAX,8:25 p.m.,1608,251
AA-271-MIA-LAX,11:33 a.m.,1609,332
AA-3842-MSP-ORD,5:59aDec 1,1610,398
AA-643-MIA-ORD,7:10aDec 1,1611,399
AA-1007-MIA-PHX,4:56 p.m.,1612,400
AA-2525-DFW-MIA,7:22aDec 1,1613,416
AA-1221-MCO-ORD,8:01 p.m.,1614,341
UA-2515-DFW-CLT,7:07aDec 1,1615,402
AA-4307-ORD-DTW,6:40 p.m.,1616,335
UA-233-LAX-JFK,,1617,228
AA-3823-LAX-DEN,Not Available,1618,165
AA-2312-DFW-DTW,,1619,33
AA-1165-JFK-MIA,6:56aDec 1,1620,404
AA-431-MIA-SFO,8:31aDec 1,1621,405
UA-257-JFK-SFO,2:42 p.m.,1622,348
AA-649-ORD-SNA,Not Available,1623,167
CO-1250-MIA-IAH,3:01 p.m.,1624,270
UA-828-SFO-ORD,,1625,116
AA-3063-SLC-LAX,8:30 p.m.,1626,352
AA-1917-JFK-MCO,3:00 p.m.,1627,356
UA-6273-YYC-SFO,7:41 a.m.,1628,115
AA-4277-CVG-JFK,12:01 p.m.,1629,359
UA-37-EDI-EWR,8:52aDec 1,1630,411
AA-59-JFK-SFO,7:14aDec 1,1631,421
AA-415-BOS-ORD,8:32aDec 1,1632,412
AA-1544-SAN-ORD,11:20aDec 1,1633,414
AA-3786-IAH-ORD,3:52 p.m.,1634,364
CO-50-CLE-EWR,3:31 p.m.,1635,276
AA-404-MIA-MCO,6:41aDec 1,1636,419
AA-3859-IAH-ORD,,1637,179
AA-3842-MSP-ORD,,1638,201
AA-643-MIA-ORD,,1639,428
AA-3804-PHL-ORD,,1640,216
AA-2268-PHX-ORD,,1641,429
AA-1221-MCO-ORD,,1642,204
UA-938-DEN-ORD,,1643,203
