sched_dep_time,sched_arr_time,original_index,unique_index
8:41 a.m.,9:34 a.m.,1664,150
7:45 p.m.,10:15 p.m.,1665,256
11:25 p.m.,6:30 a.m.,1666,257
4:00 p.m.,6:34 p.m.,1667,258
7:35 a.m.,9:11 a.m.,1668,259
7:00 a.m.,9:45 a.m.,1669,260
4:15 p.m.,7:26 p.m.,1670,261
9:05 a.m.,12:12 p.m.,1671,262
11:50 a.m.,3:33 p.m.,1672,263
11:40 a.m.,12:51 p.m.,1673,264
6:00 a.m.,8:51 a.m.,1674,265
11:05 a.m.,4:37 p.m.,1675,149
7:55 a.m.,10:55 a.m.,1676,266
10:15 a.m.,11:43 a.m.,1677,267
7:30 a.m.,7:50 a.m.,1678,268
1:00 p.m.,2:14 p.m.,1679,269
6:45 a.m.,7:25 a.m.,1680,270
12:15 p.m.,2:35 p.m.,1681,271
12:30 p.m.,2:48 p.m.,1682,272
2:30 p.m.,5:40 p.m.,1683,273
12:00 p.m.,1:35 p.m.,1684,274
5:25 p.m.,8:04 p.m.,1685,155
7:25 a.m.,10:43 a.m.,1686,148
7:27 p.m.,8:46 p.m.,1687,157
11:35 a.m.,1:57 p.m.,1688,275
10:40 a.m.,2:10 p.m.,1689,276
3:35 p.m.,3:50 p.m.,1690,159
7:15 a.m.,10:18 a.m.,1691,158
6:30 p.m.,7:08 p.m.,1692,147
6:45 p.m.,9:00 p.m.,1693,162
12:00 p.m.,2:47 p.m.,1694,277
7:15 p.m.,11:52 p.m.,1695,154
9:15 a.m.,12:08 p.m.,1696,278
6:00 a.m.,6:50 a.m.,1697,145
7:10 a.m.,9:00 a.m.,1698,146
4:55 p.m.,7:38 p.m.,1699,279
3:50 p.m.,6:00 p.m.,1700,280
8:00 p.m.,9:25 p.m.,1701,281
10:40 a.m.,2:35 p.m.,1702,282
1:33 p.m.,4:20 p.m.,1703,151
1:29 p.m.,3:55 p.m.,1704,283
4:25 p.m.,12:09 a.m.,1705,284
9:00 p.m.,12:05 a.m.,1706,285
8:25 p.m.,11:31 p.m.,1707,153
6:59 a.m.,9:25 a.m.,1708,286
8:35 a.m.,11:22 a.m.,1709,287
1:30 p.m.,3:30 p.m.,1710,288
11:08 p.m.,5:08 a.m.,1711,289
5:30 p.m.,6:15 p.m.,1712,290
8:20 p.m.,9:10 p.m.,1713,291
2:35 p.m.,3:55 p.m.,1714,292
2:55 p.m.,5:17 p.m.,1715,293
7:15 a.m.,10:57 a.m.,1716,294
12:10 p.m.,2:05 p.m.,1717,295
1:05 p.m.,2:17 p.m.,1718,152
3:05 p.m.,5:57 p.m.,1719,163
4:00 p.m.,6:30 p.m.,1720,156
7:10 a.m.,2:52 p.m.,1721,296
11:55 a.m.,6:07 p.m.,1722,297
10:40 a.m.,12:45 p.m.,1723,298
4:00 p.m.,6:31 p.m.,1724,299
6:00 a.m.,6:30 a.m.,1725,160
7:10 a.m.,10:09 a.m.,1726,161
8:00 a.m.,11:55 a.m.,1727,73
8:41 a.m.,9:54 a.m.,1728,90
3:27 p.m.,5:05 p.m.,1729,74
10:39 a.m.,11:19 a.m.,1730,91
4:00 p.m.,6:46 p.m.,1731,76
11:05 a.m.,4:57 p.m.,1732,77
12:30 p.m.,3:19 p.m.,1733,112
12:00 a.m.,1:45 p.m.,1734,300
7:53 a.m.,1:39 p.m.,1735,109
8:15 a.m.,10:06 a.m.,1736,94
12:57 p.m.,5:15 p.m.,1737,113
1:55 p.m.,7:53 p.m.,1738,96
3:50 p.m.,6:23 p.m.,1739,82
4:16 p.m.,7:35 p.m.,1740,97
7:05 a.m.,10:31 a.m.,1741,98
1:33 p.m.,4:31 p.m.,1742,83
1:29 p.m.,4:17 p.m.,1743,66
4:25 p.m.,Fri Dec 2 12:29 a.m.,1744,301
8:29 a.m.,9:24 a.m.,1745,102
7:35 a.m.,9:43 a.m.,1746,103
11:08 p.m.,Fri Dec 2 5:11 a.m.,1747,302
1:45 p.m.,8:27 a.m.,1748,104
11:15 a.m.,1:40 p.m.,1749,105
2:55 p.m.,4:53 p.m.,1750,106
2:30 p.m.,7:03 p.m.,1751,56
8:55 a.m.,11:45 a.m.,1752,69
2:55 p.m.,5:00 p.m.,1753,107
9:05 a.m.,11:53 a.m.,1754,108
11:55 a.m.,6:17 p.m.,1755,89
6:00 a.m.,7:23 a.m.,1756,93
2:30 p.m.,6:15 p.m.,1757,78
7:10 a.m.,9:40 a.m.,1758,0
,,1759,50
6:40 a.m.,9:25 a.m.,1760,3
8:00 a.m.,11:55 a.m.,1761,73
,,1762,50
7:45 p.m.,10:30 p.m.,1763,1
12:00 p.m.,3:15 p.m.,1764,24
3:27 p.m.,5:05 p.m.,1765,74
,,1766,50
,,1767,50
11:25 p.m.,6:55 a.m.  Fri 02-Dec-2011,1768,139
,,1769,50
,,1770,50
4:00 p.m.,6:46 p.m.,1771,76
,,1772,50
,,1773,50
9:05 a.m.,12:35 p.m.,1774,15
,,1775,50
7:00 a.m.,9:55 a.m.,1776,6
4:15 p.m.,7:55 p.m.,1777,7
,,1778,50
,,1779,50
,,1780,50
,,1781,50
11:50 a.m.,3:50 p.m.,1782,8
,,1783,50
6:00 a.m.,9:20 a.m.,1784,9
11:05 a.m.,4:57 p.m.,1785,77
,,1786,50
,,1787,50
10:15 a.m.,12:10 p.m.,1788,12
1:00 p.m.,2:35 p.m.,1789,14
,,1790,50
,,1791,50
,,1792,50
2:30 p.m.,6:15 p.m.,1793,78
12:00 p.m.,1:45 p.m.,1794,79
,,1795,50
,,1796,50
10:40 a.m.,2:45 p.m.,1797,20
,,1798,50
,,1799,50
7:15 a.m.,10:35 a.m.,1800,22
6:30 p.m.,7:25 p.m.,1801,2
6:45 p.m.,9:10 p.m.,1802,23
7:15 p.m.,12:21 a.m.  Fri 02-Dec-2011,1803,140
,,1804,50
9:15 a.m.,12:18 p.m.,1805,64
6:00 a.m.,7:30 a.m.,1806,25
7:10 a.m.,9:35 a.m.,1807,26
,,1808,50
3:50 p.m.,6:23 p.m.,1809,82
,,1810,50
8:00 p.m.,9:45 p.m.,1811,28
,,1812,50
,,1813,50
,,1814,50
1:33 p.m.,4:31 p.m.,1815,83
12:15 p.m.,2:45 p.m.,1816,4
,,1817,50
11:55 p.m.,5:50 a.m.  Fri 02-Dec-2011,1818,141
4:25 p.m.,12:29 a.m.  Fri 02-Dec-2011,1819,142
9:00 p.m.,12:15 a.m.  Fri 02-Dec-2011,1820,143
8:25 p.m.,11:50 p.m.,1821,33
6:59 a.m.,10:34 a.m.,1822,34
8:35 a.m.,11:50 a.m.,1823,35
,,1824,50
1:30 p.m.,3:50 p.m.,1825,36
,,1826,50
,,1827,50
11:08 p.m.,5:11 a.m.,1828,114
5:30 p.m.,6:40 p.m.,1829,111
,,1830,50
,,1831,50
,,1832,50
,,1833,50
,,1834,50
,,1835,50
2:35 p.m.,4:05 p.m.,1836,38
2:55 p.m.,5:55 p.m.,1837,39
7:15 a.m.,11:35 a.m.,1838,40
12:10 p.m.,2:15 p.m.,1839,41
7:55 a.m.,11:05 a.m.,1840,11
,,1841,50
1:05 p.m.,2:35 p.m.,1842,42
,,1843,50
3:05 p.m.,6:30 p.m.,1844,44
7:30 a.m.,8:00 a.m.,1845,13
,,1846,50
4:00 p.m.,6:40 p.m.,1847,46
11:35 a.m.,2:25 p.m.,1848,19
7:25 a.m.,11:10 a.m.,1849,17
,,1850,50
11:55 a.m.,6:17 p.m.,1851,89
10:40 a.m.,12:55 p.m.,1852,30
6:45 a.m.,7:45 a.m.,1853,18
4:00 p.m.,7:05 p.m.,1854,72
6:00 a.m.,6:40 a.m.,1855,48
7:10 a.m.,10:45 a.m.,1856,49
7:10 a.m.,3:30 p.m.,1857,47
7:10 a.m.,9:40 a.m.,1858,0
7:00 p.m.,10:15 p.m.,1859,51
6:40 a.m.,9:25 a.m.,1860,3
8:00 a.m.,11:55 a.m.,1861,73
8:41 a.m.,9:54 a.m.,1862,90
7:45 p.m.,10:30 p.m.,1863,1
11:45 a.m.,2:00 p.m.,1864,16
6:30 p.m.,7:25 p.m.,1865,2
3:27 p.m.,5:05 p.m.,1866,74
11:25 a.m.,2:50 p.m.,1867,52
11:25 p.m.,6:55 a.m.,1868,92
6:00 a.m.,7:23 a.m.,1869,93
12:30 a.m.,5:35 a.m.,1870,53
4:00 p.m.,6:46 p.m.,1871,76
7:35 a.m.,9:21 a.m.,1872,54
9:45 a.m.,1:16 p.m.,1873,55
7:00 a.m.,9:55 a.m.,1874,6
8:15 a.m.,10:06 a.m.,1875,94
4:15 p.m.,7:55 p.m.,1876,7
9:05 a.m.,12:35 p.m.,1877,15
2:30 p.m.,7:03 p.m.,1878,56
5:25 p.m.,8:22 p.m.,1879,61
11:50 a.m.,3:50 p.m.,1880,8
11:40 a.m.,1:17 p.m.,1881,58
6:00 a.m.,9:20 a.m.,1882,9
11:05 a.m.,4:57 p.m.,1883,77
6:00 a.m.,10:20 a.m.,1884,59
8:40 a.m.,10:54 a.m.,1885,60
7:55 a.m.,11:05 a.m.,1886,11
10:15 a.m.,12:10 p.m.,1887,12
7:30 a.m.,8:00 a.m.,1888,13
1:00 p.m.,2:35 p.m.,1889,14
6:45 a.m.,7:45 a.m.,1890,18
12:15 p.m.,2:45 p.m.,1891,4
12:30 p.m.,3:19 p.m.,1892,112
12:00 p.m.,1:45 p.m.,1893,79
7:10 p.m.,8:56 p.m.,1894,62
11:35 a.m.,2:25 p.m.,1895,19
10:40 a.m.,2:45 p.m.,1896,20
12:57 p.m.,5:15 p.m.,1897,113
3:35 p.m.,4:00 p.m.,1898,21
7:15 a.m.,10:35 a.m.,1899,22
8:05 a.m.,11:35 a.m.,1900,57
6:45 p.m.,9:10 p.m.,1901,23
12:00 p.m.,3:15 p.m.,1902,24
7:15 p.m.,12:21 a.m.,1903,95
1:55 p.m.,7:53 p.m.,1904,96
9:15 a.m.,12:18 p.m.,1905,64
6:00 a.m.,7:30 a.m.,1906,25
7:10 a.m.,9:35 a.m.,1907,26
4:55 p.m.,8:05 p.m.,1908,27
7:25 a.m.,11:10 a.m.,1909,17
3:50 p.m.,6:23 p.m.,1910,82
4:16 p.m.,7:35 p.m.,1911,97
8:00 p.m.,9:45 p.m.,1912,28
10:25 a.m.,6:44 p.m.,1913,65
7:05 a.m.,10:31 a.m.,1914,98
10:40 a.m.,2:59 p.m.,1915,29
1:33 p.m.,4:31 p.m.,1916,83
1:29 p.m.,4:17 p.m.,1917,66
11:55 p.m.,5:50 a.m.,1918,99
4:25 p.m.,12:29 a.m.,1919,100
9:00 p.m.,12:15 a.m.,1920,101
8:25 p.m.,11:50 p.m.,1921,33
2:55 p.m.,5:00 p.m.,1922,107
6:59 a.m.,10:34 a.m.,1923,34
8:35 a.m.,11:50 a.m.,1924,35
2:30 p.m.,6:15 p.m.,1925,78
8:29 a.m.,9:24 a.m.,1926,102
2:53 p.m.,4:48 p.m.,1927,67
11:08 p.m.,5:11 a.m.,1928,114
5:30 p.m.,6:40 p.m.,1929,111
11:15 a.m.,1:40 p.m.,1930,105
8:20 p.m.,9:20 p.m.,1931,37
2:55 p.m.,4:53 p.m.,1932,106
2:30 p.m.,7:03 p.m.,1933,56
2:35 p.m.,4:05 p.m.,1934,38
2:55 p.m.,5:55 p.m.,1935,39
7:15 a.m.,11:35 a.m.,1936,40
12:10 p.m.,2:15 p.m.,1937,41
1:05 p.m.,2:35 p.m.,1938,42
7:53 a.m.,1:39 p.m.,1939,109
8:35 a.m.,10:40 a.m.,1940,43
3:05 p.m.,6:30 p.m.,1941,44
4:00 p.m.,6:40 p.m.,1942,46
7:10 a.m.,3:30 p.m.,1943,47
2:55 p.m.,4:49 p.m.,1944,71
11:55 a.m.,6:17 p.m.,1945,89
10:40 a.m.,12:55 p.m.,1946,30
4:00 p.m.,7:05 p.m.,1947,72
6:00 a.m.,6:40 a.m.,1948,48
7:10 a.m.,10:45 a.m.,1949,49
7:10 a.m.,9:40 a.m.,1950,0
,,1951,50
6:40 a.m.,9:25 a.m.,1952,3
8:00 a.m.,11:55 a.m.,1953,73
,,1954,50
7:45 p.m.,10:30 p.m.,1955,1
12:00 p.m.,3:15 p.m.,1956,24
3:27 p.m.,5:05 p.m.,1957,74
,,1958,50
,,1959,50
11:25 p.m.,6:55 a.m. Dec 02,1960,75
,,1961,50
,,1962,50
4:00 p.m.,6:46 p.m.,1963,76
,,1964,50
,,1965,50
9:05 a.m.,12:35 p.m.,1966,15
,,1967,50
7:00 a.m.,9:55 a.m.,1968,6
4:15 p.m.,7:55 p.m.,1969,7
,,1970,50
,,1971,50
,,1972,50
,,1973,50
11:50 a.m.,3:50 p.m.,1974,8
,,1975,50
6:00 a.m.,9:20 a.m.,1976,9
11:05 a.m.,4:57 p.m.,1977,77
,,1978,50
,,1979,50
10:15 a.m.,12:10 p.m.,1980,12
1:00 p.m.,2:35 p.m.,1981,14
,,1982,50
,,1983,50
,,1984,50
2:30 p.m.,6:15 p.m.,1985,78
12:00 p.m.,1:45 p.m.,1986,79
,,1987,50
,,1988,50
10:40 a.m.,2:45 p.m.,1989,20
,,1990,50
,,1991,50
7:15 a.m.,10:35 a.m.,1992,22
6:30 p.m.,7:25 p.m.,1993,2
6:45 p.m.,9:10 p.m.,1994,23
7:15 p.m.,12:21 a.m. Dec 02,1995,81
,,1996,50
9:15 a.m.,12:18 p.m.,1997,64
6:00 a.m.,7:30 a.m.,1998,25
7:10 a.m.,9:35 a.m.,1999,26
,,2000,50
3:50 p.m.,6:23 p.m.,2001,82
,,2002,50
8:00 p.m.,9:45 p.m.,2003,28
,,2004,50
,,2005,50
10:40 a.m.,2:59 p.m.,2006,29
1:33 p.m.,4:31 p.m.,2007,83
12:15 p.m.,2:45 p.m.,2008,4
,,2009,50
11:55 p.m.,5:50 a.m. Dec 02,2010,110
4:25 p.m.,12:29 a.m. Dec 02,2011,85
9:00 p.m.,12:15 a.m. Dec 02,2012,86
8:25 p.m.,11:50 p.m.,2013,33
6:59 a.m.,10:34 a.m.,2014,34
8:35 a.m.,11:50 a.m.,2015,35
,,2016,50
1:30 p.m.,3:50 p.m.,2017,36
,,2018,50
,,2019,50
11:08 p.m.,5:11 a.m.Dec 02,2020,87
5:30 p.m.,6:40 p.m.,2021,111
,,2022,50
,,2023,50
,,2024,50
,,2025,50
,,2026,50
,,2027,50
2:35 p.m.,4:05 p.m.,2028,38
2:55 p.m.,5:55 p.m.,2029,39
7:15 a.m.,11:35 a.m.,2030,40
12:10 p.m.,2:15 p.m.,2031,41
7:55 a.m.,11:05 a.m.,2032,11
,,2033,50
1:05 p.m.,2:35 p.m.,2034,42
,,2035,50
3:05 p.m.,6:30 p.m.,2036,44
7:30 a.m.,8:00 a.m.,2037,13
,,2038,50
4:00 p.m.,6:40 p.m.,2039,46
11:35 a.m.,2:25 p.m.,2040,19
7:25 a.m.,11:10 a.m.,2041,17
,,2042,50
11:55 a.m.,6:17 p.m.,2043,89
10:40 a.m.,12:55 p.m.,2044,30
6:45 a.m.,7:45 a.m.,2045,18
4:00 p.m.,7:05 p.m.,2046,72
6:00 a.m.,6:40 a.m.,2047,48
7:10 a.m.,10:45 a.m.,2048,49
7:10 a.m.,3:30 p.m.,2049,47
7:10 a.m.,9:40 a.m.,2050,0
,,2051,50
6:40 a.m.,9:25 a.m.,2052,3
8:00 a.m.,11:55 a.m.,2053,73
,,2054,50
7:45 p.m.,10:30 p.m.,2055,1
12:00 p.m.,3:15 p.m.,2056,24
3:27 p.m.,5:05 p.m.,2057,74
,,2058,50
,,2059,50
11:25 p.m.,6:55 a.m.  Fri 02-Dec-2011,2060,139
,,2061,50
,,2062,50
4:00 p.m.,6:46 p.m.,2063,76
,,2064,50
,,2065,50
9:05 a.m.,12:35 p.m.,2066,15
,,2067,50
7:00 a.m.,9:55 a.m.,2068,6
4:15 p.m.,7:55 p.m.,2069,7
,,2070,50
,,2071,50
,,2072,50
,,2073,50
11:50 a.m.,3:50 p.m.,2074,8
,,2075,50
6:00 a.m.,9:20 a.m.,2076,9
11:05 a.m.,4:57 p.m.,2077,77
,,2078,50
,,2079,50
10:15 a.m.,12:10 p.m.,2080,12
1:00 p.m.,2:35 p.m.,2081,14
,,2082,50
,,2083,50
,,2084,50
2:30 p.m.,6:15 p.m.,2085,78
12:00 p.m.,1:45 p.m.,2086,79
,,2087,50
,,2088,50
10:40 a.m.,2:45 p.m.,2089,20
,,2090,50
,,2091,50
7:15 a.m.,10:35 a.m.,2092,22
6:30 p.m.,7:25 p.m.,2093,2
6:45 p.m.,9:10 p.m.,2094,23
7:15 p.m.,12:21 a.m.  Fri 02-Dec-2011,2095,140
,,2096,50
9:15 a.m.,12:18 p.m.,2097,64
6:00 a.m.,7:30 a.m.,2098,25
7:10 a.m.,9:35 a.m.,2099,26
,,2100,50
3:50 p.m.,6:23 p.m.,2101,82
,,2102,50
8:00 p.m.,9:45 p.m.,2103,28
,,2104,50
,,2105,50
,,2106,50
1:33 p.m.,4:31 p.m.,2107,83
12:15 p.m.,2:45 p.m.,2108,4
,,2109,50
11:55 p.m.,5:50 a.m.  Fri 02-Dec-2011,2110,141
4:25 p.m.,12:29 a.m.  Fri 02-Dec-2011,2111,142
9:00 p.m.,12:15 a.m.  Fri 02-Dec-2011,2112,143
8:25 p.m.,11:50 p.m.,2113,33
6:59 a.m.,10:34 a.m.,2114,34
8:35 a.m.,11:50 a.m.,2115,35
,,2116,50
1:30 p.m.,3:50 p.m.,2117,36
,,2118,50
,,2119,50
11:08 p.m.,5:11 a.m.,2120,114
5:30 p.m.,6:40 p.m.,2121,111
,,2122,50
,,2123,50
,,2124,50
,,2125,50
,,2126,50
,,2127,50
2:35 p.m.,4:05 p.m.,2128,38
2:55 p.m.,5:55 p.m.,2129,39
7:15 a.m.,11:35 a.m.,2130,40
12:10 p.m.,2:15 p.m.,2131,41
7:55 a.m.,11:05 a.m.,2132,11
,,2133,50
1:05 p.m.,2:35 p.m.,2134,42
,,2135,50
3:05 p.m.,6:30 p.m.,2136,44
7:30 a.m.,8:00 a.m.,2137,13
,,2138,50
4:00 p.m.,6:40 p.m.,2139,46
11:35 a.m.,2:25 p.m.,2140,19
7:25 a.m.,11:10 a.m.,2141,17
,,2142,50
11:55 a.m.,6:17 p.m.,2143,89
10:40 a.m.,12:55 p.m.,2144,30
6:45 a.m.,7:45 a.m.,2145,18
4:00 p.m.,7:05 p.m.,2146,72
6:00 a.m.,6:40 a.m.,2147,48
7:10 a.m.,10:45 a.m.,2148,49
7:10 a.m.,3:30 p.m.,2149,47
11:25 a.m.,,2150,303
,1:17 p.m.,2151,304
,12:15 a.m.,2152,305
4:16 p.m.,,2153,306
,2:35 p.m.,2154,307
7:10 a.m.,9:40 a.m.,2155,0
,,2156,50
6:40 a.m.,9:25 a.m.,2157,3
8:00 a.m.,11:55 a.m.,2158,73
,,2159,50
7:45 p.m.,10:30 p.m.,2160,1
12:00 p.m.,3:15 p.m.,2161,24
3:27 p.m.,5:05 p.m.,2162,74
,,2163,50
,,2164,50
11:25 p.m.,6:55 a.m. Dec 02,2165,75
,,2166,50
,,2167,50
4:00 p.m.,6:46 p.m.,2168,76
,,2169,50
,,2170,50
9:05 a.m.,12:35 p.m.,2171,15
,,2172,50
7:00 a.m.,9:55 a.m.,2173,6
4:15 p.m.,7:55 p.m.,2174,7
,,2175,50
,,2176,50
,,2177,50
,,2178,50
11:50 a.m.,3:50 p.m.,2179,8
,,2180,50
6:00 a.m.,9:20 a.m.,2181,9
11:05 a.m.,4:57 p.m.,2182,77
,,2183,50
,,2184,50
10:15 a.m.,12:10 p.m.,2185,12
1:00 p.m.,2:35 p.m.,2186,14
,,2187,50
,,2188,50
,,2189,50
2:30 p.m.,6:15 p.m.,2190,78
12:00 p.m.,1:45 p.m.,2191,79
,,2192,50
,,2193,50
10:40 a.m.,2:45 p.m.,2194,20
,,2195,50
,,2196,50
7:15 a.m.,10:35 a.m.,2197,22
6:30 p.m.,7:25 p.m.,2198,2
6:45 p.m.,9:10 p.m.,2199,23
7:15 p.m.,12:21 a.m. Dec 02,2200,81
,,2201,50
9:15 a.m.,12:18 p.m.,2202,64
6:00 a.m.,7:30 a.m.,2203,25
7:10 a.m.,9:35 a.m.,2204,26
,,2205,50
3:50 p.m.,6:23 p.m.,2206,82
,,2207,50
8:00 p.m.,9:45 p.m.,2208,28
,,2209,50
,,2210,50
10:40 a.m.,2:59 p.m.,2211,29
1:33 p.m.,4:31 p.m.,2212,83
12:15 p.m.,2:45 p.m.,2213,4
,,2214,50
11:55 p.m.,5:50 a.m. Dec 02,2215,110
4:25 p.m.,12:29 a.m. Dec 02,2216,85
9:00 p.m.,12:15 a.m. Dec 02,2217,86
8:25 p.m.,11:50 p.m.,2218,33
6:59 a.m.,10:34 a.m.,2219,34
8:35 a.m.,11:50 a.m.,2220,35
,,2221,50
1:30 p.m.,3:50 p.m.,2222,36
,,2223,50
,,2224,50
11:08 p.m.,5:11 a.m.Dec 02,2225,87
5:30 p.m.,6:40 p.m.,2226,111
,,2227,50
,,2228,50
,,2229,50
,,2230,50
,,2231,50
,,2232,50
2:35 p.m.,4:05 p.m.,2233,38
2:55 p.m.,5:55 p.m.,2234,39
7:15 a.m.,11:35 a.m.,2235,40
12:10 p.m.,2:15 p.m.,2236,41
7:55 a.m.,11:05 a.m.,2237,11
,,2238,50
1:05 p.m.,2:35 p.m.,2239,42
,,2240,50
3:05 p.m.,6:30 p.m.,2241,44
7:30 a.m.,8:00 a.m.,2242,13
,,2243,50
4:00 p.m.,6:40 p.m.,2244,46
11:35 a.m.,2:25 p.m.,2245,19
7:25 a.m.,11:10 a.m.,2246,17
,,2247,50
11:55 a.m.,6:17 p.m.,2248,89
10:40 a.m.,12:55 p.m.,2249,30
6:45 a.m.,7:45 a.m.,2250,18
4:00 p.m.,7:05 p.m.,2251,72
6:00 a.m.,6:40 a.m.,2252,48
7:10 a.m.,10:45 a.m.,2253,49
7:10 a.m.,3:30 p.m.,2254,47
7:10 a.m.,9:30 a.m.,2255,144
6:40 a.m.,8:54 a.m.,2256,254
7:00 p.m.,9:40 p.m.,2257,255
8:41 a.m.,9:34 a.m.,2258,150
7:45 p.m.,10:15 p.m.,2259,256
11:25 p.m.,6:30 a.m.,2260,257
4:00 p.m.,6:34 p.m.,2261,258
7:35 a.m.,9:11 a.m.,2262,259
7:00 a.m.,9:45 a.m.,2263,260
4:15 p.m.,7:26 p.m.,2264,261
9:05 a.m.,12:12 p.m.,2265,262
11:50 a.m.,3:33 p.m.,2266,263
11:40 a.m.,12:51 p.m.,2267,264
6:00 a.m.,8:51 a.m.,2268,265
11:05 a.m.,4:37 p.m.,2269,149
7:55 a.m.,10:55 a.m.,2270,266
10:15 a.m.,11:43 a.m.,2271,267
7:30 a.m.,7:50 a.m.,2272,268
1:00 p.m.,2:14 p.m.,2273,269
6:45 a.m.,7:25 a.m.,2274,270
12:15 p.m.,2:35 p.m.,2275,271
12:30 p.m.,2:48 p.m.,2276,272
2:30 p.m.,5:40 p.m.,2277,273
12:00 p.m.,1:35 p.m.,2278,274
5:25 p.m.,8:04 p.m.,2279,155
7:25 a.m.,10:43 a.m.,2280,148
7:27 p.m.,8:46 p.m.,2281,157
11:35 a.m.,1:57 p.m.,2282,275
10:40 a.m.,2:10 p.m.,2283,276
3:35 p.m.,3:50 p.m.,2284,159
7:15 a.m.,10:18 a.m.,2285,158
6:30 p.m.,7:08 p.m.,2286,147
6:45 p.m.,9:00 p.m.,2287,162
12:00 p.m.,2:47 p.m.,2288,277
7:15 p.m.,11:52 p.m.,2289,154
9:15 a.m.,12:08 p.m.,2290,278
6:00 a.m.,6:50 a.m.,2291,145
7:10 a.m.,9:00 a.m.,2292,146
4:55 p.m.,7:38 p.m.,2293,279
3:50 p.m.,6:00 p.m.,2294,280
8:00 p.m.,9:25 p.m.,2295,281
10:40 a.m.,2:35 p.m.,2296,282
1:33 p.m.,4:20 p.m.,2297,151
1:29 p.m.,3:55 p.m.,2298,283
4:25 p.m.,12:09 a.m.,2299,284
9:00 p.m.,12:05 a.m.,2300,285
8:25 p.m.,11:31 p.m.,2301,153
6:59 a.m.,9:25 a.m.,2302,286
8:35 a.m.,11:22 a.m.,2303,287
1:30 p.m.,3:30 p.m.,2304,288
11:08 p.m.,5:08 a.m.,2305,289
5:30 p.m.,6:15 p.m.,2306,290
8:20 p.m.,9:10 p.m.,2307,291
2:35 p.m.,3:55 p.m.,2308,292
2:55 p.m.,5:17 p.m.,2309,293
7:15 a.m.,10:57 a.m.,2310,294
12:10 p.m.,2:05 p.m.,2311,295
1:05 p.m.,2:17 p.m.,2312,152
3:05 p.m.,5:57 p.m.,2313,163
4:00 p.m.,6:30 p.m.,2314,156
7:10 a.m.,2:52 p.m.,2315,296
11:55 a.m.,6:07 p.m.,2316,297
10:40 a.m.,12:45 p.m.,2317,298
4:00 p.m.,6:31 p.m.,2318,299
6:00 a.m.,6:30 a.m.,2319,160
7:10 a.m.,10:09 a.m.,2320,161
7:10 a.m.,9:40 a.m.,2321,0
6:40 a.m.,9:25 a.m.,2322,3
8:00 a.m.,11:55 a.m.,2323,73
7:45 p.m.,10:30 p.m.,2324,1
6:30 p.m.,7:25 p.m.,2325,2
7:15 p.m.,12:21 a.m.,2326,95
3:27 p.m.,5:05 p.m.,2327,74
11:25 p.m.,6:55 a.m.,2328,92
4:00 p.m.,6:46 p.m.,2329,76
7:00 a.m.,9:55 a.m.,2330,6
4:15 p.m.,7:55 p.m.,2331,7
9:05 a.m.,12:35 p.m.,2332,15
11:50 a.m.,3:50 p.m.,2333,8
6:00 a.m.,9:20 a.m.,2334,9
11:05 a.m.,4:57 p.m.,2335,77
7:55 a.m.,11:05 a.m.,2336,11
10:15 a.m.,12:10 p.m.,2337,12
7:30 a.m.,8:00 a.m.,2338,13
1:00 p.m.,2:35 p.m.,2339,14
6:45 a.m.,7:45 a.m.,2340,18
12:15 p.m.,2:45 p.m.,2341,4
12:00 p.m.,1:45 p.m.,2342,79
7:25 a.m.,11:10 a.m.,2343,17
11:35 a.m.,2:25 p.m.,2344,19
10:40 a.m.,2:45 p.m.,2345,20
7:15 a.m.,10:35 a.m.,2346,22
6:45 p.m.,9:10 p.m.,2347,23
12:00 p.m.,3:15 p.m.,2348,24
9:15 a.m.,12:18 p.m.,2349,64
6:00 a.m.,7:30 a.m.,2350,25
7:10 a.m.,9:35 a.m.,2351,26
3:50 p.m.,6:23 p.m.,2352,82
8:00 p.m.,9:45 p.m.,2353,28
1:33 p.m.,4:31 p.m.,2354,83
11:55 p.m.,5:50 a.m.,2355,99
4:25 p.m.,12:29 a.m.,2356,100
9:00 p.m.,12:15 a.m.,2357,101
8:25 p.m.,11:50 p.m.,2358,33
6:59 a.m.,10:34 a.m.,2359,34
8:35 a.m.,11:50 a.m.,2360,35
2:30 p.m.,6:15 p.m.,2361,78
1:30 p.m.,3:50 p.m.,2362,36
2:35 p.m.,4:05 p.m.,2363,38
2:55 p.m.,5:55 p.m.,2364,39
7:15 a.m.,11:35 a.m.,2365,40
12:10 p.m.,2:15 p.m.,2366,41
1:05 p.m.,2:35 p.m.,2367,42
3:05 p.m.,6:30 p.m.,2368,44
4:00 p.m.,6:40 p.m.,2369,46
7:10 a.m.,3:30 p.m.,2370,47
11:55 a.m.,6:17 p.m.,2371,89
10:40 a.m.,12:55 p.m.,2372,30
4:00 p.m.,7:05 p.m.,2373,72
6:00 a.m.,6:40 a.m.,2374,48
7:10 a.m.,10:45 a.m.,2375,49
