RatingValue,original_index,unique_index
7.7,3239,13
7.2,3240,1
8.1,3241,9
7.9,3242,15
7.3,3243,22
7.6,3244,2
7.4,3245,14
7.5,3246,3
5.4,3247,42
5.3,3248,37
4.8,3249,8
6.5,3250,36
6.2,3251,25
6.2,3252,25
6.4,3253,28
5.1,3254,26
5.2,3255,38
5.6,3256,50
6.3,3257,5
5.6,3258,50
6.3,3259,5
6.8,3260,6
6.7,3261,4
7.6,3262,2
7.3,3263,22
7,3264,12
7.8,3265,16
6.1,3266,40
7.1,3267,17
6.4,3268,28
6.6,3269,18
7.3,3270,22
6.8,3271,6
7.3,3272,22
6.5,3273,36
6.8,3274,6
6.5,3275,36
7.2,3276,1
5.9,3277,7
6.3,3278,5
7.8,3279,16
5.4,3280,42
6.8,3281,6
5.8,3282,23
6.4,3283,28
6.8,3284,6
8.4,3285,21
5.9,3286,7
6.3,3287,5
6.8,3288,6
7.6,3289,2
6.3,3290,5
7.3,3291,22
6.6,3292,18
7.5,3293,3
7.9,3294,15
7.2,3295,1
5.9,3296,7
7,3297,12
6.8,3298,6
6.3,3299,5
7,3300,12
7.2,3301,1
7,3302,12
6.7,3303,4
6.1,3304,40
6.6,3305,18
7.2,3306,1
7.5,3307,3
7.3,3308,22
7.3,3309,22
7.2,3310,1
7,3311,12
7.2,3312,1
7.6,3313,2
7.2,3314,1
7.1,3315,17
7.3,3316,22
7.2,3317,1
6.7,3318,4
,3319,19
,3320,19
,3321,19
6.2,3322,25
4,3323,70
7.6,3324,2
7.5,3325,3
2,3326,31
7.6,3327,2
7.3,3328,22
7.2,3329,1
5.9,3330,7
6.7,3331,4
4.1,3332,52
4.4,3333,56
,3334,19
,3335,19
7.3,3336,22
6.4,3337,28
7,3338,12
6.9,3339,10
6.7,3340,4
5.2,3341,38
6.5,3342,36
6.4,3343,28
5.6,3344,50
4.6,3345,48
4.2,3346,39
3,3347,76
6.8,3348,6
5.5,3349,11
6.5,3350,36
6.6,3351,18
6.4,3352,28
5.1,3353,26
7.3,3354,22
6.8,3355,6
7.3,3356,22
8.3,3357,20
7.2,3358,1
5.2,3359,38
6.5,3360,36
5.8,3361,23
6.7,3362,4
6.3,3363,5
5.7,3364,49
6.3,3365,5
6.5,3366,36
6.5,3367,36
5.2,3368,38
6.6,3369,18
6.6,3370,18
6.3,3371,5
6.4,3372,28
6.3,3373,5
6.7,3374,4
7,3375,12
6,3376,43
6.8,3377,6
4.9,3378,59
7.4,3379,14
7.2,3380,1
3,3381,76
4.4,3382,56
4.4,3383,56
5,3384,63
4.3,3385,66
4.2,3386,39
5.1,3387,26
5.1,3388,26
7,3389,12
7.4,3390,14
6.7,3391,4
5.9,3392,7
7.9,3393,15
7.2,3394,1
5,3395,63
5.4,3396,42
8.2,3397,24
3.8,3398,82
3.7,3399,53
4.1,3400,52
7.9,3401,15
4.4,3402,56
4.7,3403,54
7.6,3404,2
6.7,3405,4
7,3406,12
6.5,3407,36
7.3,3408,22
6.2,3409,25
5.2,3410,38
5.9,3411,7
6.4,3412,28
,3413,19
,3414,19
,3415,19
,3416,19
8.1,3417,9
5.8,3418,23
6.9,3419,10
6,3420,43
8.5,3421,41
,3422,19
7.7,3423,13
5.9,3424,7
7.7,3425,13
6,3426,43
,3427,19
,3428,19
6.2,3429,25
,3430,19
5.4,3431,42
6.1,3432,40
5.4,3433,42
6.4,3434,28
6.5,3435,36
6.1,3436,40
6.7,3437,4
6.2,3438,25
,3439,19
,3440,19
,3441,19
4.9,3442,59
6.4,3443,28
6.5,3444,36
7.1,3445,17
7,3446,12
5.8,3447,23
6.2,3448,25
5.6,3449,50
5.9,3450,7
6.5,3451,36
6,3452,43
,3453,19
8.4,3454,21
,3455,19
5.5,3456,11
6,3457,43
6.4,3458,28
6.4,3459,28
7,3460,12
5.4,3461,42
4.7,3462,54
,3463,19
,3464,19
5.6,3465,50
6.5,3466,36
6.2,3467,25
,3468,19
5.7,3469,49
7.1,3470,17
6.8,3471,6
5.7,3472,49
,3473,19
6.3,3474,5
2,3475,31
6.7,3476,4
,3477,19
,3478,19
,3479,19
,3480,19
,3481,19
,3482,19
5.4,3483,42
6.9,3484,10
,3485,19
,3486,19
,3487,19
6.3,3488,5
,3489,19
,3490,19
6.5,3491,36
6.3,3492,5
5.7,3493,49
6.5,3494,36
7,3495,12
6.9,3496,10
7.3,3497,22
6.5,3498,36
6.4,3499,28
6.5,3500,36
6.7,3501,4
6.6,3502,18
5.9,3503,7
6.5,3504,36
5.4,3505,42
5,3506,63
7.6,3507,2
6.7,3508,4
6.2,3509,25
6.7,3510,4
7,3511,12
7.7,3512,13
7.1,3513,17
6.8,3514,6
6.9,3515,10
6.2,3516,25
7.1,3517,17
"5/10,5.1/10",3518,160
6.4,3519,28
6.9,3520,10
5.8,3521,23
5.2,3522,38
7.7,3523,13
7.1,3524,17
6.4,3525,28
5.6,3526,50
6.3,3527,5
6.4,3528,28
4.3,3529,66
6.7,3530,4
6.6,3531,18
6.6,3532,18
5.3,3533,37
6.2,3534,25
4.3,3535,66
6.9,3536,10
4.9,3537,59
,3538,19
4.8,3539,8
4.4,3540,56
5.1,3541,26
5.6,3542,50
5.9,3543,7
4.3,3544,66
5.7,3545,49
,3546,19
,3547,19
6,3548,43
7.4,3549,14
5.6,3550,50
5.8,3551,23
5.5,3552,11
5.7,3553,49
,3554,19
,3555,19
,3556,19
6.1,3557,40
5.5,3558,11
,3559,19
,3560,19
,3561,19
6.9,3562,10
"4.9/10,4.4/10",3563,161
7,3564,12
5.6,3565,50
6.4,3566,28
5.9,3567,7
7.9,3568,15
6.9,3569,10
,3570,19
6.3,3571,5
6.2,3572,25
6.2,3573,25
5.8,3574,23
6.3,3575,5
7,3576,12
6,3577,43
6.4,3578,28
,3579,19
,3580,19
6.7,3581,4
3.6,3582,69
5.2,3583,38
6.7,3584,4
5.6,3585,50
6.4,3586,28
6,3587,43
7.2,3588,1
"4.4/10,4.9/10",3589,162
4,3590,70
5.1,3591,26
6.7,3592,4
6,3593,43
6.6,3594,18
6.8,3595,6
5.2,3596,38
4.8,3597,8
5.4,3598,42
7.6,3599,2
5.7,3600,49
6.5,3601,36
6.2,3602,25
3.9,3603,57
4.4/10,3604,163
5.9,3605,7
,3606,19
5.5,3607,11
6.3,3608,5
7,3609,12
7.1,3610,17
6.3,3611,5
7.5,3612,3
,3613,19
,3614,19
5.7,3615,49
,3616,19
,3617,19
,3618,19
,3619,19
7.4,3620,14
7.1,3621,17
6,3622,43
6.7,3623,4
6.5,3624,36
6.3,3625,5
7.9,3626,15
5.6,3627,50
7.3,3628,22
6.3,3629,5
7.8,3630,16
6,3631,43
7.3,3632,22
6.8,3633,6
7,3634,12
3,3635,76
,3636,19
,3637,19
7.3,3638,22
4,3639,70
4.4,3640,56
,3641,19
6.5,3642,36
6.8,3643,6
5.5,3644,11
5.9,3645,7
7.8,3646,16
6.7,3647,4
5.8,3648,23
4.2,3649,39
6.5,3650,36
5.3,3651,37
7.6,3652,2
7.8,3653,16
7.9,3654,15
5.8,3655,23
,3656,19
9,3657,79
,3658,19
7.2,3659,1
7,3660,12
5.6,3661,50
6,3662,43
6.5,3663,36
,3664,19
5.6,3665,50
6.1,3666,40
7.6,3667,2
7.5,3668,3
6.9,3669,10
6.8,3670,6
6.8,3671,6
7.1,3672,17
6.5,3673,36
7.3,3674,22
6.7,3675,4
5.7,3676,49
2.8,3677,110
,3678,19
,3679,19
4,3680,70
7.2,3681,1
5.1,3682,26
4.6,3683,48
7.4,3684,14
5.9,3685,7
6.2,3686,25
7,3687,12
6.6,3688,18
6.7,3689,4
7.4,3690,14
7.1,3691,17
7.1,3692,17
6.7,3693,4
,3694,19
6.6,3695,18
7,3696,12
4.2,3697,39
4.2,3698,39
5.2,3699,38
6.9,3700,10
6.3,3701,5
6.8,3702,6
6.4,3703,28
6.6,3704,18
7.2,3705,1
6.7,3706,4
5.8,3707,23
6.2,3708,25
6.8,3709,6
5,3710,63
5.8,3711,23
5.1,3712,26
5.4,3713,42
7.4,3714,14
5.7,3715,49
4.4,3716,56
5.9,3717,7
6.7,3718,4
6.9,3719,10
6.3,3720,5
6.9,3721,10
6.2,3722,25
6.1,3723,40
6.2,3724,25
6.8,3725,6
8.3,3726,20
6.1,3727,40
6,3728,43
7.8,3729,16
7,3730,12
6.7,3731,4
7,3732,12
6.6,3733,18
6.3,3734,5
5.5,3735,11
6.9,3736,10
6.4,3737,28
5.6,3738,50
6.1,3739,40
6,3740,43
6.4,3741,28
5.8,3742,23
6.4,3743,28
6.6,3744,18
5.9,3745,7
5.9,3746,7
6.3,3747,5
8.2,3748,24
5.8,3749,23
6.2,3750,25
6.4,3751,28
6.5,3752,36
6.7,3753,4
6.6,3754,18
5.7,3755,49
6.2,3756,25
5.7,3757,49
7.2,3758,1
6.2,3759,25
5.8,3760,23
6.6,3761,18
8.2,3762,24
8.1,3763,9
6.7,3764,4
8.1,3765,9
8.2,3766,24
8.5,3767,41
8.1,3768,9
8.1,3769,9
8.1,3770,9
8.2,3771,24
5.1,3772,26
7.2,3773,1
4.1,3774,52
5.3,3775,37
7.7,3776,13
3.9,3777,57
5.2,3778,38
8,3779,34
7.2,3780,1
6.6,3781,18
5.4,3782,42
6.4,3783,28
7.1,3784,17
6.2,3785,25
7.2,3786,1
1.9,3787,84
7.6,3788,2
7.4,3789,14
7.5,3790,3
6.9,3791,10
,3792,19
2.4,3793,119
3.2,3794,108
5.7,3795,49
3.6,3796,69
5.4,3797,42
6.7,3798,4
2.3,3799,88
8.3,3800,20
7.8,3801,16
7.8,3802,16
6.4,3803,28
7.2,3804,1
6.7,3805,4
7.5,3806,3
5.6,3807,50
6.5,3808,36
8,3809,34
7.9,3810,15
5.7,3811,49
8,3812,34
5.6,3813,50
8,3814,34
5.5,3815,11
5.7,3816,49
7.5,3817,3
7,3818,12
8,3819,34
6.6,3820,18
5.8,3821,23
6.4,3822,28
7.5,3823,3
7.7,3824,13
8.1,3825,9
7.8,3826,16
7.7,3827,13
6.4,3828,28
6.9,3829,10
7.8,3830,16
6.5,3831,36
6.3,3832,5
5.8,3833,23
6.7,3834,4
6.8,3835,6
6.3,3836,5
7.9,3837,15
8,3838,34
7.4,3839,14
6.6,3840,18
6.3,3841,5
6.8,3842,6
6,3843,43
5.9,3844,7
6.3,3845,5
6.2,3846,25
7.3,3847,22
5.5,3848,11
6.6,3849,18
7.7,3850,13
6.2,3851,25
6.1,3852,40
5.3,3853,37
6.5,3854,36
5.4,3855,42
5.8,3856,23
6.3,3857,5
5.4,3858,42
5.6,3859,50
6.4,3860,28
5.8,3861,23
4.3,3862,66
5.8,3863,23
5.8,3864,23
7.4,3865,14
6.4,3866,28
5.6,3867,50
5.4,3868,42
3.7,3869,53
5.4,3870,42
6.5,3871,36
6.6,3872,18
6.3,3873,5
6.2,3874,25
6.6,3875,18
5,3876,63
4.2,3877,39
5.1,3878,26
4.7,3879,54
3.7,3880,53
5.7,3881,49
6.4,3882,28
5.6,3883,50
5.3,3884,37
6.1,3885,40
5.2,3886,38
4.9,3887,59
4.3,3888,66
6.8,3889,6
6.8,3890,6
6,3891,43
5.6,3892,50
5,3893,63
,3894,19
6.1,3895,40
6.5,3896,36
6.9,3897,10
7,3898,12
6.3,3899,5
7.1,3900,17
7.1,3901,17
6.5,3902,36
6,3903,43
5.7,3904,49
6.5,3905,36
3.8,3906,82
5.4,3907,42
5.5,3908,11
4.9,3909,59
5.7,3910,49
5.6,3911,50
6,3912,43
5.6,3913,50
6.4,3914,28
5.8,3915,23
5.3,3916,37
5.8,3917,23
5.7,3918,49
4.1,3919,52
4.3,3920,66
,3921,19
5.4,3922,42
5.1,3923,26
3.8,3924,82
5.2,3925,38
6.3,3926,5
6.4,3927,28
5.4,3928,42
5,3929,63
5.7,3930,49
5.7,3931,49
7.2,3932,1
7.3,3933,22
5.8,3934,23
,3935,19
5.6,3936,50
7.8,3937,16
5.7,3938,49
7.1,3939,17
,3940,19
6.4,3941,28
6.6,3942,18
8,3943,34
8.1,3944,9
8.2,3945,24
7.9,3946,15
6.6,3947,18
5.4,3948,42
6.6,3949,18
4.3,3950,66
5.1,3951,26
3.3,3952,30
3.2,3953,108
2.8,3954,110
5.5,3955,11
7.7,3956,13
4.6,3957,48
5.8,3958,23
7.1,3959,17
5.4,3960,42
4.5,3961,35
6.3,3962,5
5,3963,63
6,3964,43
5.8,3965,23
5.8,3966,23
5.5,3967,11
5.4,3968,42
5.6,3969,50
7.7,3970,13
6.3,3971,5
5.9,3972,7
6.5,3973,36
5.8,3974,23
7.2,3975,1
4.6,3976,48
5.5,3977,11
6.3,3978,5
6,3979,43
5.8,3980,23
5.6,3981,50
6.1,3982,40
6.1,3983,40
6.3,3984,5
8.3,3985,20
4.9,3986,59
5.8,3987,23
5.6,3988,50
5.7,3989,49
6.3,3990,5
6.9,3991,10
6.9,3992,10
6.4,3993,28
6.6,3994,18
6.7,3995,4
7.7,3996,13
7.7,3997,13
7.4,3998,14
6.1,3999,40
7.8,4000,16
6.7,4001,4
7.3,4002,22
5.9,4003,7
5.5,4004,11
7.3,4005,22
5.5,4006,11
3.1,4007,153
6.4,4008,28
7,4009,12
6.4,4010,28
7.3,4011,22
5.1,4012,26
6.7,4013,4
5.1,4014,26
5.9,4015,7
6.1,4016,40
6.2,4017,25
5.9,4018,7
5.8,4019,23
6.4,4020,28
6.5,4021,36
7.2,4022,1
4.9,4023,59
6.6,4024,18
7.4,4025,14
5.6,4026,50
4.2,4027,39
4.7,4028,54
8.1,4029,9
5.9,4030,7
6.8/10,4031,103
7.8,4032,16
6.2,4033,25
4.7,4034,54
6.2,4035,25
7.3,4036,22
8.2,4037,24
5.9,4038,7
6.8,4039,6
6.4,4040,28
6.6,4041,18
8.3,4042,20
6.6,4043,18
6.3,4044,5
6.5,4045,36
4.4,4046,56
3.2,4047,108
5.6,4048,50
7.1,4049,17
5.7,4050,49
6.8,4051,6
5.9,4052,7
6.5,4053,36
5.5,4054,11
6.1,4055,40
6.4,4056,28
6.2,4057,25
6.5,4058,36
5,4059,63
5.4,4060,42
6.5,4061,36
5.3,4062,37
5.6,4063,50
4.5,4064,35
6.6,4065,18
5.1,4066,26
5.8,4067,23
4.8,4068,8
4.9,4069,59
5.5,4070,11
,4071,19
5.5,4072,11
6.5,4073,36
2.9,4074,117
7.3,4075,22
5.5,4076,11
5.1,4077,26
7.1,4078,17
4.8,4079,8
6.4,4080,28
7.4,4081,14
6.9,4082,10
5.3,4083,37
7,4084,12
8,4085,34
6.7,4086,4
,4087,19
7.6,4088,2
7.7,4089,13
7.9,4090,15
7.9,4091,15
"8.1/10,6.9/10",4092,164
6.9,4093,10
7.6,4094,2
8,4095,34
7.8,4096,16
7.2,4097,1
6.9,4098,10
7,4099,12
7.2,4100,1
6.6,4101,18
5.9,4102,7
6.1,4103,40
7,4104,12
8.1,4105,9
6.8,4106,6
7,4107,12
6.7,4108,4
7.7,4109,13
6.4,4110,28
6.3,4111,5
7.5,4112,3
5.5,4113,11
7.8,4114,16
8,4115,34
7.6,4116,2
6.2,4117,25
6.4,4118,28
5.9,4119,7
4.8,4120,8
6.6,4121,18
6.5,4122,36
6.9,4123,10
,4124,19
7,4125,12
4.5,4126,35
5,4127,63
7.5,4128,3
7.8,4129,16
7.1,4130,17
6.8,4131,6
6.5,4132,36
8.7,4133,86
6.5,4134,36
6.1,4135,40
6.4,4136,28
6.1,4137,40
7.8,4138,16
6.5,4139,36
7.4,4140,14
5.8,4141,23
5.4,4142,42
8.2/10,4143,165
6.4,4144,28
7.1,4145,17
6.1,4146,40
7.2,4147,1
5.9,4148,7
6.2,4149,25
6.9,4150,10
6.3,4151,5
6.5,4152,36
7,4153,12
6.9,4154,10
6.5,4155,36
6.4,4156,28
7.3,4157,22
6.6,4158,18
7.1,4159,17
6.4,4160,28
"5.7/10,6.6/10",4161,166
3.1,4162,153
,4163,19
7.8,4164,16
7,4165,12
5.7,4166,49
6.8,4167,6
5.9,4168,7
6.9,4169,10
7.8,4170,16
7.2,4171,1
4.7/10,4172,167
,4173,19
"6/10,6.1/10",4174,168
6.8,4175,6
7.5,4176,3
7.3,4177,22
7,4178,12
8,4179,34
8.1,4180,9
"6.5/10,5.8/10",4181,139
7.1,4182,17
6.9,4183,10
7.3,4184,22
7.8,4185,16
7.7,4186,13
6.7,4187,4
6.2,4188,25
7.9,4189,15
7.1,4190,17
7,4191,12
6.7,4192,4
6.5,4193,36
6.9,4194,10
5.8,4195,23
7.4,4196,14
5.7,4197,49
5.3,4198,37
7.1,4199,17
7.5,4200,3
4.5,4201,35
7.1,4202,17
6.8,4203,6
8.1,4204,9
8.1,4205,9
6.6,4206,18
6.3,4207,5
7.1,4208,17
6.6,4209,18
6.4,4210,28
7.3,4211,22
6.7,4212,4
6.8,4213,6
7.6,4214,2
6.9,4215,10
6.6,4216,18
7.7,4217,13
7.3,4218,22
6.6,4219,18
6.7,4220,4
6.7,4221,4
6.6,4222,18
6.7,4223,4
"5.4/10,5.2/10",4224,83
7.1,4225,17
7.2,4226,1
6.6,4227,18
5.6,4228,50
7.5,4229,3
5.8,4230,23
6.3,4231,5
7.1,4232,17
6.1,4233,40
"5/10,4.4/10",4234,169
3.7,4235,53
6.6,4236,18
"7.1/10,7.3/10",4237,170
7.2,4238,1
5.7,4239,49
7.2,4240,1
7,4241,12
7.3,4242,22
6.2,4243,25
7,4244,12
7.4,4245,14
7.5,4246,3
7.7,4247,13
7.6,4248,2
7.5,4249,3
6.8,4250,6
5.3,4251,37
7.6,4252,2
7.8,4253,16
6.5,4254,36
7.4,4255,14
7.4,4256,14
5.8,4257,23
6,4258,43
6.5,4259,36
5.7,4260,49
3.7,4261,53
7.9,4262,15
6.7,4263,4
8,4264,34
7,4265,12
7.3,4266,22
6.7,4267,4
4.4,4268,56
7.9,4269,15
7.1,4270,17
6.7,4271,4
6.7,4272,4
6.1,4273,40
5.9,4274,7
5.8,4275,23
5.8,4276,23
6,4277,43
7.4,4278,14
6.7,4279,4
7.1,4280,17
7.6,4281,2
6.4,4282,28
7.2,4283,1
5.2,4284,38
7,4285,12
,4286,19
6.9,4287,10
6.8,4288,6
6.3,4289,5
6.4,4290,28
7.2,4291,1
6.7,4292,4
5.5,4293,11
5.9,4294,7
5.9,4295,7
6.5,4296,36
5.9,4297,7
5.5,4298,11
"5.2/10,5/10",4299,128
7.2,4300,1
4.6,4301,48
5.6,4302,50
5.2,4303,38
7.2,4304,1
6.1,4305,40
4.9,4306,59
6.3,4307,5
5.9,4308,7
6,4309,43
8.2,4310,24
7.5,4311,3
7.5,4312,3
8.3,4313,20
7,4314,12
7.3,4315,22
7.1,4316,17
7.2,4317,1
7.9,4318,15
7.9,4319,15
7.2,4320,1
5.3,4321,37
7.1,4322,17
7.9,4323,15
7.2,4324,1
7.6,4325,2
7.5,4326,3
7.9,4327,15
6.9,4328,10
6.3,4329,5
7.4,4330,14
7.5,4331,3
7,4332,12
6.2,4333,25
7.8,4334,16
8.6,4335,0
5.9,4336,7
8.3,4337,20
8.4,4338,21
6.5,4339,36
7.6,4340,2
7,4341,12
6.5,4342,36
6.7,4343,4
6.8,4344,6
7.1/10,4345,171
7.3,4346,22
6.4,4347,28
7.8,4348,16
5.9,4349,7
7.7,4350,13
6.6,4351,18
5.5,4352,11
4.8,4353,8
4,4354,70
7.3,4355,22
5.3,4356,37
4.4,4357,56
5.3,4358,37
2.9,4359,117
4.7,4360,54
4.2,4361,39
4.5,4362,35
5.2,4363,38
5.3,4364,37
5.2,4365,38
5.4,4366,42
4.7,4367,54
6.4,4368,28
6.1,4369,40
"3.3/10,3.5/10",4370,172
5.4,4371,42
6.3,4372,5
7.9,4373,15
7.4,4374,14
7.5,4375,3
6.7,4376,4
7,4377,12
6.9,4378,10
7,4379,12
7,4380,12
6.8,4381,6
6.8,4382,6
7.1,4383,17
6.1,4384,40
5.5,4385,11
7.7,4386,13
6.7,4387,4
6.2,4388,25
6.8,4389,6
8.4,4390,21
6.6,4391,18
8.1,4392,9
7.6,4393,2
6.2,4394,25
7.3,4395,22
6.6,4396,18
6.3,4397,5
7.6,4398,2
7.9,4399,15
7.2,4400,1
6.4,4401,28
7.3,4402,22
7.1,4403,17
6.4,4404,28
6,4405,43
6.7,4406,4
5.8,4407,23
6.7,4408,4
6,4409,43
7,4410,12
6.3,4411,5
7.1,4412,17
3,4413,76
8,4414,34
7.2,4415,1
6.9,4416,10
7.2,4417,1
6.4,4418,28
7,4419,12
6.8,4420,6
6.9,4421,10
7.5,4422,3
6.3,4423,5
7.2,4424,1
7.2,4425,1
7.3,4426,22
6.6,4427,18
6.5,4428,36
6.4,4429,28
6.5,4430,36
7.6,4431,2
6.7,4432,4
7.3,4433,22
6.4,4434,28
6.3,4435,5
6.4,4436,28
7.6,4437,2
7.5,4438,3
6.3,4439,5
6.7,4440,4
7.5,4441,3
6.2,4442,25
7.2,4443,1
7.1,4444,17
6.8,4445,6
4.4,4446,56
7.4,4447,14
6.4,4448,28
6.6,4449,18
7.3,4450,22
5.7,4451,49
5.8,4452,23
6.1,4453,40
8,4454,34
5,4455,63
7.1,4456,17
"8.5/10,8.6/10",4457,173
7.7,4458,13
7.2,4459,1
7.1,4460,17
6.6,4461,18
7.1,4462,17
7,4463,12
6.5,4464,36
3.4,4465,65
4.5,4466,35
4.5/10,4467,174
4.3,4468,66
4.7,4469,54
3.2,4470,108
1.8,4471,109
8.6,4472,0
6.2,4473,25
6.5,4474,36
4.4,4475,56
7.7,4476,13
7,4477,12
4.5,4478,35
7.3,4479,22
7.4,4480,14
6.3,4481,5
4,4482,70
4.2,4483,39
6.8,4484,6
6.8,4485,6
7.9,4486,15
7.7,4487,13
6,4488,43
6.5,4489,36
5,4490,63
5.4,4491,42
5.3,4492,37
5.7,4493,49
6.1,4494,40
7.7,4495,13
7.1,4496,17
7.6,4497,2
6.7,4498,4
7.2,4499,1
6.9,4500,10
7.5,4501,3
7.3,4502,22
8,4503,34
6.2,4504,25
7.4,4505,14
7.9,4506,15
6.2,4507,25
7.5,4508,3
5.5,4509,11
8.1,4510,9
6.7,4511,4
7.6,4512,2
5.5,4513,11
7.7,4514,13
5.8,4515,23
8.2,4516,24
6.3,4517,5
7.2,4518,1
7,4519,12
5.2,4520,38
"7.8/10,7.6/10",4521,175
5.1,4522,26
6.3,4523,5
7.1,4524,17
6.7,4525,4
6.4,4526,28
6.1,4527,40
8,4528,34
6.7,4529,4
7.7,4530,13
6.5,4531,36
6.6,4532,18
5.2,4533,38
7.7,4534,13
6,4535,43
2.5,4536,85
5,4537,63
5.6,4538,50
6.5,4539,36
6.7,4540,4
7,4541,12
7.7,4542,13
7.9,4543,15
,4544,19
7.9,4545,15
7.7,4546,13
7.6,4547,2
7.7,4548,13
7.6,4549,2
7.4,4550,14
7.8,4551,16
7.9,4552,15
7.8,4553,16
6.1,4554,40
6,4555,43
6.5,4556,36
7.2,4557,1
8.3,4558,20
7.3,4559,22
7.7,4560,13
8.1,4561,9
6.4,4562,28
6.4,4563,28
7.7,4564,13
7.9,4565,15
6.7,4566,4
3.4,4567,65
6.5,4568,36
3,4569,76
3.9,4570,57
7,4571,12
5.8,4572,23
4.3,4573,66
4.5,4574,35
3.5,4575,96
6.7,4576,4
3.8,4577,82
7.1,4578,17
3.6,4579,69
4.5,4580,35
4.7,4581,54
4.6,4582,48
3.5,4583,96
7.2,4584,1
6.2,4585,25
6.4,4586,28
5,4587,63
6.4,4588,28
7.8,4589,16
6,4590,43
6.1,4591,40
5.2,4592,38
6.6,4593,18
6,4594,43
6.5,4595,36
6.9,4596,10
6.9,4597,10
7.3,4598,22
7,4599,12
7,4600,12
7.1,4601,17
7.6,4602,2
,4603,19
7.9,4604,15
6.5,4605,36
6.7,4606,4
5.8/10,4607,176
7.3,4608,22
7.1,4609,17
7,4610,12
6.5,4611,36
7.4,4612,14
6.7,4613,4
7.8,4614,16
7.6,4615,2
4.8,4616,8
5.6,4617,50
5,4618,63
6.7,4619,4
5.8,4620,23
6.9,4621,10
5.7,4622,49
6.7,4623,4
6.8,4624,6
4.7,4625,54
4.2,4626,39
6.8,4627,6
6.9,4628,10
7.8,4629,16
7,4630,12
7,4631,12
6.2,4632,25
7,4633,12
6.9,4634,10
6.8,4635,6
7.1,4636,17
6.5,4637,36
6.7,4638,4
6.4,4639,28
6.4,4640,28
7.2,4641,1
7.8,4642,16
3.8,4643,82
5.8,4644,23
4.8,4645,8
4.4,4646,56
5.5,4647,11
7.5,4648,3
4.7,4649,54
8,4650,34
5.1,4651,26
6.7,4652,4
7.6,4653,2
6.4,4654,28
7.5,4655,3
7.8,4656,16
7.5,4657,3
7.5,4658,3
7.4,4659,14
7.4,4660,14
7.3,4661,22
7.4,4662,14
6.6,4663,18
7.2,4664,1
5.9,4665,7
,4666,19
3.5,4667,96
7,4668,12
7,4669,12
7.8,4670,16
7.5,4671,3
4.7,4672,54
6.1,4673,40
4.3,4674,66
6.9,4675,10
5.4,4676,42
6.3,4677,5
6.2,4678,25
6.4,4679,28
6.6,4680,18
6.6,4681,18
5.6,4682,50
7.3,4683,22
6.2,4684,25
6.8,4685,6
6.7,4686,4
5.5,4687,11
7,4688,12
6.8,4689,6
7.9,4690,15
"5.8/10,6/10",4691,177
7.3,4692,22
7.1,4693,17
7.5,4694,3
7.6,4695,2
6.1,4696,40
7,4697,12
6.1,4698,40
4.3,4699,66
5.6,4700,50
1.9,4701,84
6.7,4702,4
4.4,4703,56
5.1,4704,26
5.5,4705,11
6.1,4706,40
5.5,4707,11
5.9,4708,7
6.2,4709,25
6.4,4710,28
6.8,4711,6
5.9,4712,7
4.8,4713,8
6.3,4714,5
3.9,4715,57
6.6,4716,18
6.2,4717,25
7.2,4718,1
6.9,4719,10
6.7,4720,4
4.3,4721,66
5,4722,63
2.9,4723,117
6.1,4724,40
7.6,4725,2
5.5,4726,11
4.7,4727,54
6.9,4728,10
5.9,4729,7
5.1,4730,26
3.2,4731,108
6.7,4732,4
6.2,4733,25
5.4,4734,42
6.3,4735,5
5.7,4736,49
5.4,4737,42
5.8,4738,23
6.8,4739,6
5.1,4740,26
6.2,4741,25
4.2,4742,39
5.1,4743,26
5.5,4744,11
6.3,4745,5
5.3,4746,37
6.2,4747,25
4.1,4748,52
3.2,4749,108
5.5,4750,11
6.4,4751,28
6.6,4752,18
4.5,4753,35
6.1,4754,40
4.8,4755,8
6,4756,43
7,4757,12
6.6,4758,18
5,4759,63
6.9,4760,10
5.9,4761,7
5.5,4762,11
6.8,4763,6
6.7,4764,4
7.2,4765,1
6,4766,43
6.2,4767,25
7.2,4768,1
6.5,4769,36
6.1,4770,40
7.8,4771,16
5.9,4772,7
5.9,4773,7
8,4774,34
7.4,4775,14
4.6,4776,48
5.1,4777,26
6.2,4778,25
6,4779,43
5,4780,63
4.5,4781,35
5.2,4782,38
7.8,4783,16
,4784,19
6.4,4785,28
7,4786,12
7.6,4787,2
8.4,4788,21
7.6,4789,2
8.1,4790,9
7.4,4791,14
"5.7/10,6.3/10",4792,178
8,4793,34
5.3,4794,37
7.2,4795,1
7.1,4796,17
6.5,4797,36
6.9,4798,10
7.1,4799,17
5.4,4800,42
6.1,4801,40
6.5,4802,36
7.2,4803,1
4.4,4804,56
,4805,19
,4806,19
,4807,19
,4808,19
,4809,19
7.7,4810,13
7.4,4811,14
5.1,4812,26
7.5,4813,3
7.6,4814,2
7.9,4815,15
7.9,4816,15
7,4817,12
7.8,4818,16
7.1,4819,17
7.7,4820,13
7.5,4821,3
7.6,4822,2
8.2,4823,24
7.9,4824,15
8,4825,34
6,4826,43
7.6,4827,2
8.2,4828,24
7.4,4829,14
7.4,4830,14
7.1,4831,17
6.1,4832,40
7.2,4833,1
5.7,4834,49
6.4,4835,28
