ounces,ibu,original_index,unique_index,count
12.0 OZ.,65.0,1559,136,3.0
12.0 oz,65.0,1560,218,12.0
19.2 OZ.,35.0,1561,404,1.0
19.2 oz.,,1562,317,
16.0 ounce,,1563,23,
19.2 OZ.,65.0,1564,405,1.0
16.0 oz,,1565,56,
12.0 ounce,65.0,1566,16,8.0
12.0 oz,65.0,1567,218,12.0
12.0 oz,85.0,1568,406,3.0
12.0 oz.,65.0,1569,18,14.0
12.0 ounce,65.0,1570,16,8.0
16.0 oz.,85.0,1571,178,6.0
16.0 oz,,1572,56,
16.0 oz.,,1573,25,
12.0 ounce,70.0,1574,99,13.0
16.0 ounce,,1575,23,
12.0 ounce,60.0,1576,4,10.0
12.0 oz.,85.0,1577,118,4.0
12.0 ounce,98.0,1578,407,1.0
12.0 OZ.,35.0,1579,17,6.0
12.0 ounce,100.0,1580,190,4.0
12.0 oz.,35.0,1581,113,17.0
12.0 oz,85.0,1582,406,3.0
12.0 oz.,65.0,1583,18,14.0
12.0 oz.,85.0,1584,118,4.0
12.0 oz.,98.0,1585,408,2.0
12.0 oz.,98.0,1586,408,2.0
12.0 oz.,35.0,1587,113,17.0
12.0 oz.,35.0,1588,113,17.0
12.0 oz,35.0,1589,134,13.0
12.0 ounce,65.0,1590,16,8.0
12.0 oz.,65.0,1591,18,14.0
12.0 oz,65.0,1592,218,12.0
12.0 oz.,65.0,1593,18,14.0
12.0 oz,65.0,1594,218,12.0
12.0 oz,,1595,0,
12.0 ounce,60.0,1596,4,10.0
12.0 OZ.,85.0,1597,338,3.0
12.0 oz,98.0,1598,409,1.0
16.0 oz,85.0,1599,128,5.0
12.0 oz,35.0,1600,134,13.0
19.2 oz.,65.0,1601,410,1.0
12.0 oz.,65.0,1602,18,14.0
12.0 oz,45.0,1603,109,11.0
12.0 oz,55.0,1604,194,8.0
12.0 oz.,39.0,1605,411,1.0
12.0 oz. Alumi-Tek,,1606,5,
12.0 oz,,1607,0,
16.0 ounce,23.0,1608,72,5.0
16.0 ounce,48.0,1609,412,2.0
16.0 oz.,22.0,1610,158,6.0
16.0 ounce,28.0,1611,413,1.0
16.0 oz.,24.0,1612,374,4.0
12.0 oz.,35.0,1613,113,17.0
12.0 oz,65.0,1614,218,12.0
12.0 oz,,1615,0,
12.0 oz.,35.0,1616,113,17.0
12.0 oz.,25.0,1617,168,11.0
12.0 ounce,,1618,2,
12.0 OZ.,,1619,3,
12.0 oz.,61.0,1620,369,3.0
12.0 ounce,12.0,1621,414,1.0
12.0 oz.,17.0,1622,10,10.0
12.0 oz.,77.0,1623,415,1.0
12.0 ounce,62.0,1624,108,2.0
12.0 ounce,,1625,2,
12.0 oz,,1626,0,
12.0 oz,10.0,1627,384,2.0
12.0 oz.,15.0,1628,63,11.0
12.0 oz.,,1629,1,
12.0 ounce,65.0,1630,16,8.0
12.0 oz.,40.0,1631,54,15.0
12.0 oz.,35.0,1632,113,17.0
12.0 OZ.,,1633,3,
12.0 ounce,,1634,2,
12.0 oz. Alumi-Tek,,1635,5,
12.0 oz,,1636,0,
12.0 ounce,,1637,2,
12.0 oz,,1638,0,
12.0 oz,,1639,0,
16.0 oz.,12.0,1640,86,2.0
16.0 oz.,25.0,1641,303,8.0
16.0 oz.,20.0,1642,269,11.0
16.0 oz. Alumi-Tek,74.0,1643,416,1.0
12.0 oz.,60.0,1644,106,14.0
16.0 oz.,,1645,25,
16.0 oz,,1646,56,
12.0 oz.,75.0,1647,276,5.0
12.0 oz.,,1648,1,
12.0 ounce,,1649,2,
16.0 oz,20.0,1650,47,14.0
16.0 ounce,,1651,23,
16.0 oz.,24.0,1652,374,4.0
16.0 oz.,18.0,1653,211,6.0
16.0 oz,25.0,1654,42,7.0
16.0 oz,18.0,1655,29,5.0
16.0 ounce,20.0,1656,38,13.0
16.0 ounce,70.0,1657,270,2.0
16.0 oz.,,1658,25,
12.0 oz.,51.0,1659,417,1.0
12.0 ounce,31.0,1660,418,2.0
16.0 oz,,1661,56,
16.0 oz,,1662,56,
16.0 ounce,,1663,23,
12.0 OZ.,,1664,3,
12.0 ounce,45.0,1665,15,8.0
12.0 ounce,,1666,2,
12.0 oz.,,1667,1,
12.0 oz.,,1668,1,
12.0 OZ.,14.0,1669,385,2.0
12.0 oz.,17.0,1670,10,10.0
12.0 ounce,15.0,1671,68,13.0
12.0 oz.,21.0,1672,173,10.0
12.0 OZ.,68.0,1673,363,2.0
12.0 oz.,21.0,1674,173,10.0
12.0 oz.,14.0,1675,419,2.0
12.0 oz.,18.0,1676,201,9.0
16.0 oz.,18.0,1677,211,6.0
12.0 oz,35.0,1678,134,13.0
12.0 oz,30.0,1679,320,5.0
12.0 ounce,,1680,2,
12.0 OZ.,60.0,1681,420,1.0
12.0 oz.,5.0,1682,96,2.0
12.0 oz.,25.0,1683,168,11.0
12.0 OZ.,85.0,1684,338,3.0
12.0 oz,21.0,1685,282,5.0
12.0 oz.,,1686,1,
12.0 oz,52.0,1687,421,1.0
12.0 oz.,50.0,1688,289,3.0
12.0 oz.,21.0,1689,173,10.0
12.0 oz,55.0,1690,194,8.0
12.0 oz.,55.0,1691,132,9.0
12.0 oz.,,1692,1,
16.0 oz.,17.0,1693,45,2.0
16.0 oz,45.0,1694,163,3.0
16.0 oz.,,1695,25,
16.0 oz.,25.0,1696,303,8.0
16.0 ounce,18.0,1697,422,2.0
16.0 ounce,,1698,23,
16.0 oz.,44.0,1699,423,1.0
12.0 oz.,44.0,1700,120,2.0
12.0 oz,27.0,1701,78,5.0
16.0 ounce,,1702,23,
16.0 oz.,,1703,25,
16.0 ounce,,1704,23,
16.0 ounce,16.0,1705,183,3.0
12.0 ounce,40.0,1706,101,9.0
12.0 oz.,60.0,1707,106,14.0
16.0 ounce,100.0,1708,344,2.0
12.0 OZ.,100.0,1709,259,4.0
16.0 oz.,25.0,1710,303,8.0
16.0 oz.,100.0,1711,204,5.0
16.0 oz.,,1712,25,
16.0 oz.,,1713,25,
16.0 oz.,,1714,25,
16.0 oz.,,1715,25,
16.0 oz.,,1716,25,
16.0 oz.,,1717,25,
12.0 oz,,1718,0,
12.0 oz,,1719,0,
12.0 ounce,40.0,1720,101,9.0
12.0 ounce,,1721,2,
12.0 ounce,15.0,1722,68,13.0
12.0 ounce,31.0,1723,418,2.0
12.0 oz.,25.0,1724,168,11.0
12.0 oz.,28.0,1725,22,13.0
12.0 oz,70.0,1726,227,9.0
12.0 ounce,14.0,1727,424,1.0
12.0 oz.,42.0,1728,90,7.0
12.0 oz,42.0,1729,8,8.0
12.0 oz.,60.0,1730,106,14.0
12.0 oz.,35.0,1731,113,17.0
12.0 oz. Alumi-Tek,21.0,1732,425,2.0
12.0 oz.,45.0,1733,160,7.0
12.0 oz.,75.0,1734,276,5.0
12.0 oz.,25.0,1735,168,11.0
16.0 oz. Alumi-Tek,,1736,58,
16.0 oz,,1737,56,
16.0 oz.,,1738,25,
16.0 ounce,,1739,23,
16.0 oz.,,1740,25,
16.0 ounce,55.0,1741,426,3.0
16.0 oz,60.0,1742,327,6.0
12.0 oz,100.0,1743,247,5.0
12.0 OZ.,,1744,3,
12.0 oz. Alumi-Tek,,1745,5,
12.0 oz,,1746,0,
12.0 oz. Alumi-Tek,,1747,5,
12.0 oz.,,1748,1,
12.0 oz.,,1749,1,
12.0 OZ.,,1750,3,
12.0 oz.,,1751,1,
12.0 oz. Alumi-Tek,,1752,5,
12.0 oz,,1753,0,
12.0 oz.,,1754,1,
12.0 oz.,,1755,1,
12.0 ounce,,1756,2,
12.0 ounce,,1757,2,
16.0 oz,,1758,56,
16.0 oz.,,1759,25,
16.0 oz.,,1760,25,
16.0 ounce,,1761,23,
16.0 oz. Alumi-Tek,,1762,58,
16.0 oz.,,1763,25,
16.0 ounce,,1764,23,
12.0 oz. Alumi-Tek,,1765,5,
16.0 oz,,1766,56,
16.0 oz.,78.0,1767,427,1.0
16.0 ounce,80.0,1768,273,3.0
16.0 OZ.,,1769,57,
12.0 ounce,36.0,1770,187,4.0
12.0 ounce,,1771,2,
12.0 oz.,,1772,1,
12.0 oz.,40.0,1773,54,15.0
12.0 oz,,1774,0,
12.0 oz.,,1775,1,
12.0 oz.,28.0,1776,22,13.0
12.0 oz,35.0,1777,134,13.0
12.0 oz.,55.0,1778,132,9.0
12.0 oz.,42.0,1779,90,7.0
16.0 oz.,55.0,1780,428,1.0
16.0 ounce,35.0,1781,48,7.0
12.0 oz,15.0,1782,164,6.0
12.0 oz.,66.0,1783,429,1.0
12.0 oz.,40.0,1784,54,15.0
12.0 ounce,22.0,1785,255,5.0
12.0 oz.,20.0,1786,75,19.0
16.0 ounce,25.0,1787,189,5.0
16.0 oz,99.0,1788,430,1.0
12.0 oz.,,1789,1,
12.0 ounce,15.0,1790,68,13.0
12.0 oz.,,1791,1,
12.0 oz,,1792,0,
12.0 OZ.,20.0,1793,51,3.0
12.0 oz.,15.0,1794,63,11.0
12.0 ounce,85.0,1795,357,6.0
12.0 oz.,20.0,1796,75,19.0
12.0 oz,45.0,1797,109,11.0
12.0 oz.,,1798,1,
12.0 ounce,20.0,1799,336,7.0
12.0 ounce,45.0,1800,15,8.0
12.0 oz,85.0,1801,406,3.0
12.0 oz.,15.0,1802,63,11.0
12.0 ounce,45.0,1803,15,8.0
12.0 oz.,20.0,1804,75,19.0
12.0 ounce,20.0,1805,336,7.0
12.0 oz,65.0,1806,218,12.0
16.0 ounce,88.0,1807,431,1.0
12.0 ounce,,1808,2,
16.0 ounce,,1809,23,
12.0 ounce,30.0,1810,199,6.0
12.0 oz,95.0,1811,432,1.0
12.0 oz.,,1812,1,
12.0 oz.,,1813,1,
12.0 oz.,,1814,1,
12.0 oz.,,1815,1,
12.0 oz.,,1816,1,
16.0 oz.,11.0,1817,339,5.0
12.0 oz,,1818,0,
12.0 oz.,,1819,1,
12.0 oz.,,1820,1,
12.0 oz,45.0,1821,109,11.0
12.0 oz.,,1822,1,
12.0 ounce,30.0,1823,199,6.0
12.0 oz.,30.0,1824,153,17.0
12.0 oz. Alumi-Tek,16.0,1825,433,1.0
12.0 oz.,17.0,1826,10,10.0
12.0 oz.,,1827,1,
12.0 oz.,60.0,1828,106,14.0
16.0 oz,,1829,56,
16.0 oz,,1830,56,
16.0 oz.,105.0,1831,434,1.0
16.0 ounce,55.0,1832,426,3.0
16.0 oz,40.0,1833,185,4.0
16.0 ounce,20.0,1834,38,13.0
16.0 ounce,40.0,1835,222,2.0
16.0 oz.,53.0,1836,435,1.0
16.0 oz.,68.0,1837,436,1.0
12.0 oz.,,1838,1,
12.0 ounce,,1839,2,
12.0 oz.,65.0,1840,18,14.0
12.0 oz,,1841,0,
12.0 oz.,,1842,1,
12.0 oz.,,1843,1,
12.0 ounce,,1844,2,
12.0 oz.,65.0,1845,18,14.0
12.0 oz.,,1846,1,
12.0 oz.,,1847,1,
16.0 oz.,37.0,1848,437,1.0
12.0 ounce,26.0,1849,35,4.0
12.0 oz.,28.0,1850,22,13.0
16.0 oz.,65.0,1851,26,7.0
12.0 oz. Alumi-Tek,37.0,1852,438,1.0
16.0 oz,,1853,56,
12.0 oz.,,1854,1,
12.0 oz.,,1855,1,
12.0 oz,,1856,0,
12.0 oz. Alumi-Tek,52.0,1857,439,1.0
12.0 oz,16.0,1858,143,9.0
12.0 OZ.,,1859,3,
16.0 ounce,7.0,1860,440,1.0
24.0 ounce,62.0,1861,441,1.0
12.0 oz.,50.0,1862,289,3.0
12.0 oz.,111.0,1863,442,1.0
12.0 ounce,70.0,1864,99,13.0
16.0 OZ.,74.0,1865,443,1.0
16.0 ounce,42.0,1866,444,2.0
16.0 oz.,34.0,1867,156,5.0
16.0 oz.,57.0,1868,445,2.0
16.0 oz,62.0,1869,446,1.0
12.0 oz. Alumi-Tek,85.0,1870,447,2.0
16.0 oz.,47.0,1871,396,2.0
16.0 oz.,11.0,1872,339,5.0
16.0 ounce,35.0,1873,48,7.0
12.0 oz,103.0,1874,53,3.0
16.0 OZ.,69.0,1875,448,1.0
16.0 ounce,48.0,1876,412,2.0
16.0 ounce,42.0,1877,444,2.0
16.0 oz.,34.0,1878,156,5.0
16.0 oz.,57.0,1879,445,2.0
16.0 ounce,62.0,1880,449,1.0
12.0 oz,,1881,0,
12.0 oz,,1882,0,
12.0 OZ.,65.0,1883,136,3.0
12.0 ounce,15.0,1884,68,13.0
12.0 oz.,,1885,1,
12.0 oz,,1886,0,
12.0 oz.,,1887,1,
12.0 ounce,18.0,1888,284,6.0
12.0 oz.,,1889,1,
12.0 oz,,1890,0,
12.0 oz,58.0,1891,332,2.0
12.0 oz.,65.0,1892,18,14.0
12.0 oz,39.0,1893,450,1.0
12.0 ounce,92.0,1894,451,1.0
24.0 ounce,,1895,372,
24.0 ounce,,1896,372,
12.0 ounce,,1897,2,
12.0 oz. Alumi-Tek,70.0,1898,452,1.0
12.0 oz,16.0,1899,143,9.0
12.0 ounce,25.0,1900,228,6.0
12.0 oz.,,1901,1,
12.0 ounce,18.0,1902,284,6.0
12.0 oz.,16.0,1903,335,3.0
12.0 oz.,90.0,1904,324,3.0
12.0 oz. Alumi-Tek,25.0,1905,453,1.0
12.0 oz.,113.0,1906,454,1.0
12.0 oz. Alumi-Tek,21.0,1907,425,2.0
12.0 OZ.,11.0,1908,455,1.0
12.0 ounce,44.0,1909,145,3.0
12.0 oz.,40.0,1910,54,15.0
12.0 oz,88.0,1911,456,1.0
12.0 oz.,35.0,1912,113,17.0
12.0 oz,33.0,1913,457,2.0
12.0 ounce,,1914,2,
12.0 oz. Alumi-Tek,55.0,1915,458,1.0
12.0 oz.,36.0,1916,296,2.0
12.0 oz.,22.0,1917,94,6.0
12.0 oz,18.0,1918,21,9.0
12.0 oz.,32.0,1919,131,5.0
12.0 oz.,60.0,1920,106,14.0
12.0 ounce,,1921,2,
12.0 oz. Alumi-Tek,,1922,5,
12.0 OZ.,100.0,1923,259,4.0
12.0 oz,100.0,1924,247,5.0
16.0 oz,,1925,56,
12.0 oz,,1926,0,
12.0 OZ.,,1927,3,
16.0 oz.,,1928,25,
16.0 oz,,1929,56,
12.0 oz,,1930,0,
12.0 OZ.,100.0,1931,259,4.0
12.0 oz. Alumi-Tek,,1932,5,
12.0 oz.,32.0,1933,131,5.0
12.0 oz.,12.0,1934,89,3.0
12.0 OZ.,,1935,3,
16.0 oz.,90.0,1936,208,2.0
12.0 ounce,100.0,1937,190,4.0
16.0 ounce,18.0,1938,422,2.0
16.0 oz. Alumi-Tek,40.0,1939,459,1.0
16.0 oz.,,1940,25,
16.0 oz.,22.0,1941,158,6.0
12.0 oz.,,1942,1,
16.0 oz.,32.0,1943,386,2.0
16.0 ounce,65.0,1944,340,5.0
16.0 oz,72.0,1945,460,1.0
16.0 oz.,65.0,1946,26,7.0
12.0 oz,45.0,1947,109,11.0
12.0 oz.,60.0,1948,106,14.0
12.0 OZ.,20.0,1949,51,3.0
16.0 oz,80.0,1950,206,2.0
16.0 oz,40.0,1951,185,4.0
16.0 oz. Alumi-Tek,20.0,1952,326,2.0
16.0 ounce,60.0,1953,328,3.0
12.0 oz,45.0,1954,109,11.0
12.0 ounce,,1955,2,
12.0 oz.,23.0,1956,248,4.0
12.0 oz.,110.0,1957,461,2.0
12.0 ounce,100.0,1958,190,4.0
12.0 oz.,110.0,1959,461,2.0
12.0 oz,40.0,1960,133,5.0
16.0 oz.,20.0,1961,269,11.0
12.0 oz,100.0,1962,247,5.0
12.0 ounce,,1963,2,
12.0 oz,23.0,1964,367,4.0
12.0 oz,50.0,1965,334,5.0
16.0 ounce,45.0,1966,24,4.0
12.0 oz.,20.0,1967,75,19.0
12.0 oz.,35.0,1968,113,17.0
16.0 oz,,1969,56,
16.0 oz,,1970,56,
16.0 oz.,,1971,25,
16.0 OZ.,,1972,57,
16.0 oz,,1973,56,
16.0 oz.,,1974,25,
16.0 oz.,,1975,25,
12.0 oz,,1976,0,
16.0 OZ.,,1977,57,
12.0 oz.,,1978,1,
12.0 oz.,,1979,1,
12.0 oz,,1980,0,
12.0 oz.,,1981,1,
12.0 ounce,22.0,1982,255,5.0
12.0 ounce,22.0,1983,255,5.0
12.0 oz,,1984,0,
16.0 oz,,1985,56,
12.0 oz,20.0,1986,104,9.0
16.0 ounce,52.0,1987,462,1.0
12.0 oz,12.0,1988,260,6.0
12.0 ounce,52.0,1989,167,2.0
12.0 oz.,65.0,1990,18,14.0
12.0 oz,17.0,1991,232,4.0
12.0 oz,25.0,1992,229,5.0
12.0 oz. Alumi-Tek,65.0,1993,463,1.0
12.0 oz.,9.0,1994,170,5.0
12.0 oz. Alumi-Tek,9.0,1995,464,1.0
12.0 oz,33.0,1996,457,2.0
12.0 ounce,9.0,1997,345,2.0
12.0 oz.,9.0,1998,170,5.0
12.0 oz. Alumi-Tek,64.0,1999,465,1.0
12.0 oz,9.0,2000,466,3.0
12.0 oz,9.0,2001,466,3.0
16.0 oz.,9.0,2002,467,1.0
12.0 oz.,,2003,1,
16.0 ounce,15.0,2004,28,4.0
16.0 oz,7.0,2005,468,1.0
12.0 oz. Alumi-Tek,7.0,2006,469,2.0
12.0 oz. Alumi-Tek,7.0,2007,469,2.0
12.0 oz,,2008,0,
12.0 oz.,13.0,2009,356,3.0
12.0 ounce,15.0,2010,68,13.0
12.0 oz,32.0,2011,331,4.0
12.0 oz,7.0,2012,165,2.0
12.0 ounce,33.0,2013,470,1.0
12.0 oz.,14.0,2014,419,2.0
12.0 oz,9.0,2015,466,3.0
16.0 ounce,31.0,2016,471,1.0
12.0 OZ.,,2017,3,
12.0 oz.,,2018,1,
12.0 ounce,,2019,2,
12.0 oz,,2020,0,
12.0 oz.,25.0,2021,168,11.0
12.0 oz.,30.0,2022,153,17.0
12.0 oz.,70.0,2023,11,12.0
12.0 oz,,2024,0,
12.0 oz.,8.0,2025,87,3.0
12.0 oz.,8.0,2026,87,3.0
12.0 oz.,13.0,2027,356,3.0
12.0 oz.,49.0,2028,472,1.0
12.0 ounce,40.0,2029,101,9.0
16.0 ounce,55.0,2030,426,3.0
16.0 oz.,100.0,2031,204,5.0
16.0 ounce,29.0,2032,473,1.0
16.0 ounce,,2033,23,
16.0 oz.,23.0,2034,401,6.0
16.0 ounce,20.0,2035,38,13.0
16.0 oz.,23.0,2036,401,6.0
16.0 ounce,36.0,2037,474,1.0
16.0 oz,30.0,2038,31,6.0
16.0 ounce,23.0,2039,72,5.0
16.0 oz. Alumi-Tek,75.0,2040,475,1.0
16.0 oz,75.0,2041,30,6.0
16.0 oz.,75.0,2042,70,6.0
16.0 oz,75.0,2043,30,6.0
16.0 ounce,,2044,23,
16.0 ounce,30.0,2045,32,6.0
16.0 oz. Silo Can,55.0,2046,476,1.0
16.0 oz,77.0,2047,215,2.0
16.0 ounce,50.0,2048,382,4.0
16.0 oz.,75.0,2049,70,6.0
16.0 oz.,23.0,2050,401,6.0
16.0 OZ.,,2051,57,
16.0 ounce,,2052,23,
16.0 oz.,27.0,2053,257,3.0
16.0 oz.,23.0,2054,401,6.0
16.0 oz,60.0,2055,327,6.0
16.0 oz,,2056,56,
16.0 ounce,24.0,2057,370,2.0
16.0 oz. Alumi-Tek,23.0,2058,477,1.0
16.0 oz,24.0,2059,376,3.0
16.0 oz,24.0,2060,376,3.0
16.0 oz,,2061,56,
16.0 oz.,91.0,2062,478,1.0
16.0 oz,30.0,2063,31,6.0
16.0 oz.,77.0,2064,479,1.0
16.0 ounce,23.0,2065,72,5.0
16.0 oz,60.0,2066,327,6.0
16.0 oz.,23.0,2067,401,6.0
16.0 oz,20.0,2068,47,14.0
16.0 oz. Alumi-Tek,50.0,2069,27,2.0
12.0 OZ.,,2070,3,
12.0 ounce,,2071,2,
16.0 oz.,,2072,25,
16.0 oz.,,2073,25,
16.0 oz,85.0,2074,128,5.0
16.0 ounce,69.0,2075,221,2.0
16.0 ounce,90.0,2076,480,1.0
16.0 ounce,37.0,2077,481,1.0
16.0 oz,34.0,2078,482,1.0
16.0 oz,45.0,2079,163,3.0
16.0 oz.,45.0,2080,77,2.0
16.0 OZ.,120.0,2081,483,1.0
16.0 oz.,20.0,2082,269,11.0
16.0 oz.,33.0,2083,50,4.0
16.0 oz. Alumi-Tek,99.0,2084,484,1.0
12.0 oz,50.0,2085,334,5.0
12.0 oz.,10.0,2086,91,4.0
12.0 OZ.,35.0,2087,17,6.0
12.0 OZ.,38.0,2088,485,2.0
12.0 oz,18.0,2089,21,9.0
12.0 OZ.,,2090,3,
12.0 oz.,35.0,2091,113,17.0
12.0 oz.,,2092,1,
12.0 oz.,,2093,1,
12.0 oz.,,2094,1,
12.0 ounce,95.0,2095,486,1.0
12.0 oz.,,2096,1,
24.0 oz.,44.0,2097,487,1.0
12.0 oz. Silo Can,44.0,2098,488,1.0
24.0 oz.,28.0,2099,489,1.0
24.0 oz.,19.0,2100,490,1.0
12.0 oz,19.0,2101,172,2.0
12.0 ounce,28.0,2102,154,4.0
16.9 OZ.,34.0,2103,491,1.0
16.0 oz.,20.0,2104,269,11.0
16.0 oz.,35.0,2105,141,10.0
16.0 OZ.,20.0,2106,355,2.0
16.0 oz,20.0,2107,47,14.0
16.0 oz,110.0,2108,492,1.0
16.0 oz,12.0,2109,258,3.0
16.0 ounce,93.0,2110,493,2.0
16.0 oz.,20.0,2111,269,11.0
16.0 ounce,20.0,2112,38,13.0
16.0 oz.,,2113,25,
16.0 OZ.,,2114,57,
12.0 ounce,20.0,2115,336,7.0
16.0 oz,16.0,2116,494,2.0
16.0 oz.,93.0,2117,495,1.0
16.0 oz.,22.0,2118,158,6.0
16.0 oz,20.0,2119,47,14.0
16.0 oz,60.0,2120,327,6.0
16.0 oz. Alumi-Tek,,2121,58,
16.0 oz.,,2122,25,
16.0 oz.,,2123,25,
16.0 oz. Alumi-Tek,80.0,2124,496,1.0
16.0 oz.,35.0,2125,141,10.0
16.0 oz.,,2126,25,
16.0 oz,,2127,56,
12.0 oz,22.0,2128,217,5.0
12.0 ounce,,2129,2,
12.0 oz.,,2130,1,
12.0 oz.,,2131,1,
12.0 oz.,,2132,1,
12.0 oz. Alumi-Tek,,2133,5,
12.0 ounce,,2134,2,
12.0 oz,42.0,2135,8,8.0
12.0 ounce,35.0,2136,84,4.0
12.0 oz,23.0,2137,367,4.0
12.0 oz,12.0,2138,260,6.0
12.0 oz.,69.0,2139,79,3.0
16.0 oz,,2140,56,
16.0 oz.,,2141,25,
16.0 oz.,,2142,25,
16.0 oz.,,2143,25,
16.0 oz. Alumi-Tek,120.0,2144,497,2.0
16.0 oz. Alumi-Tek,120.0,2145,497,2.0
12.0 ounce,20.0,2146,336,7.0
12.0 ounce,75.0,2147,234,5.0
12.0 ounce,16.0,2148,119,4.0
12.0 oz.,15.0,2149,63,11.0
12.0 ounce,,2150,2,
12.0 oz,,2151,0,
12.0 oz,,2152,0,
16.0 oz,16.0,2153,494,2.0
16.0 oz,46.0,2154,105,2.0
16.0 ounce,50.0,2155,382,4.0
16.0 ounce,35.0,2156,48,7.0
16.0 oz.,,2157,25,
16.0 oz,,2158,56,
16.0 oz.,34.0,2159,156,5.0
16.0 oz,101.0,2160,498,1.0
12.0 ounce,45.0,2161,15,8.0
12.0 oz. Alumi-Tek,,2162,5,
12.0 ounce,,2163,2,
16.0 oz.,,2164,25,
12.0 OZ.,,2165,3,
16.0 oz.,,2166,25,
16.0 oz.,,2167,25,
12.0 oz.,,2168,1,
12.0 oz. Alumi-Tek,18.0,2169,231,3.0
12.0 oz,,2170,0,
12.0 oz,,2171,0,
12.0 ounce,,2172,2,
12.0 ounce,11.0,2173,233,3.0
12.0 oz. Alumi-Tek,18.0,2174,231,3.0
12.0 oz.,40.0,2175,54,15.0
12.0 oz.,82.0,2176,499,2.0
12.0 oz. Silo Can,22.0,2177,500,1.0
12.0 oz,50.0,2178,334,5.0
16.0 oz,64.0,2179,501,1.0
16.0 oz.,31.0,2180,243,3.0
16.0 oz,37.0,2181,502,1.0
16.0 OZ.,27.0,2182,503,1.0
12.0 ounce,,2183,2,
12.0 oz,,2184,0,
12.0 oz,,2185,0,
12.0 oz,,2186,0,
16.0 ounce,20.0,2187,38,13.0
16.0 oz,12.0,2188,258,3.0
16.0 oz,90.0,2189,504,1.0
16.0 OZ.,,2190,57,
16.0 ounce,115.0,2191,85,3.0
16.0 oz.,36.0,2192,311,2.0
16.0 oz,22.0,2193,203,4.0
16.0 oz.,50.0,2194,142,4.0
16.0 oz.,35.0,2195,141,10.0
12.0 ounce,,2196,2,
12.0 oz,60.0,2197,294,2.0
12.0 oz,35.0,2198,134,13.0
12.0 ounce,21.0,2199,321,2.0
12.0 oz.,18.0,2200,201,9.0
12.0 oz,37.0,2201,505,3.0
12.0 oz.,28.0,2202,22,13.0
12.0 oz.,87.0,2203,121,2.0
12.0 oz.,33.0,2204,246,4.0
16.0 oz.,,2205,25,
16.0 oz.,,2206,25,
12.0 oz.,72.0,2207,398,3.0
12.0 oz,,2208,0,
12.0 oz. Alumi-Tek,30.0,2209,506,1.0
12.0 oz.,,2210,1,
12.0 ounce,,2211,2,
12.0 ounce,,2212,2,
16.0 ounce,,2213,23,
16.0 ounce,93.0,2214,493,2.0
12.0 oz.,45.0,2215,160,7.0
16.0 ounce,25.0,2216,189,5.0
12.0 ounce,85.0,2217,357,6.0
12.0 oz.,52.0,2218,13,4.0
16.0 ounce,65.0,2219,340,5.0
12.0 ounce,26.0,2220,35,4.0
12.0 oz. Alumi-Tek,63.0,2221,507,1.0
12.0 oz.,19.0,2222,268,4.0
12.0 oz,41.0,2223,508,2.0
12.0 oz,48.0,2224,509,1.0
12.0 oz,27.0,2225,78,5.0
12.0 ounce,70.0,2226,99,13.0
12.0 ounce,,2227,2,
12.0 oz.,70.0,2228,11,12.0
12.0 ounce,36.0,2229,187,4.0
12.0 ounce,20.0,2230,336,7.0
12.0 oz,27.0,2231,78,5.0
12.0 oz.,70.0,2232,11,12.0
12.0 ounce,48.0,2233,510,1.0
12.0 ounce,,2234,2,
16.0 oz,69.0,2235,511,2.0
12.0 oz,43.0,2236,98,2.0
12.0 oz.,43.0,2237,315,2.0
12.0 oz.,17.0,2238,10,10.0
12.0 oz. Alumi-Tek,36.0,2239,52,3.0
12.0 oz,23.0,2240,367,4.0
12.0 ounce,,2241,2,
12.0 ounce,,2242,2,
12.0 oz,68.0,2243,512,1.0
12.0 OZ.,,2244,3,
12.0 oz,,2245,0,
16.0 oz.,,2246,25,
12.0 oz,,2247,0,
12.0 oz.,,2248,1,
12.0 oz,,2249,0,
12.0 ounce,,2250,2,
12.0 OZ.,10.0,2251,116,3.0
12.0 oz,22.0,2252,217,5.0
12.0 oz.,42.0,2253,90,7.0
12.0 OZ.,83.0,2254,513,1.0
12.0 ounce,17.0,2255,9,5.0
12.0 oz,32.0,2256,331,4.0
12.0 oz.,82.0,2257,499,2.0
12.0 oz.,34.0,2258,124,3.0
12.0 oz.,29.0,2259,390,3.0
12.0 ounce,,2260,2,
16.0 oz,75.0,2261,30,6.0
16.0 oz.,25.0,2262,303,8.0
16.0 ounce,,2263,23,
16.0 ounce,,2264,23,
16.0 oz,,2265,56,
16.0 ounce,,2266,23,
16.0 oz,,2267,56,
16.0 oz.,,2268,25,
16.0 oz.,,2269,25,
16.0 OZ.,,2270,57,
12.0 oz,90.0,2271,330,3.0
12.0 OZ.,10.0,2272,116,3.0
12.0 oz,,2273,0,
12.0 oz.,,2274,1,
16.0 oz.,50.0,2275,142,4.0
16.0 oz. Alumi-Tek,15.0,2276,387,2.0
16.0 oz.,,2277,25,
19.2 oz.,,2278,317,
19.2 oz,,2279,318,
19.2 oz.,24.0,2280,514,1.0
19.2 OZ.,51.0,2281,515,1.0
19.2 OZ.,,2282,516,
12.0 oz.,,2283,1,
12.0 oz.,33.0,2284,246,4.0
