Name,Year,original_index,unique_index
Arrival II,1998,3906,3906
Terminal Velocity,1994,3907,3907
Mission to Mars,2000,3908,3908
The Arrival,2013,3909,3909
The Chase,1994,3910,3910
Red Planet,2000,3911,3911
Sphere,1998,3912,3912
Four Christmases,2008,3913,3913
Lost and Found in Armenia,2012,3914,3914
The Break-Up,2006,3915,3915
Keys to Freedom,1988,3916,3916
16-Love,2012,3917,3917
Pride,2007,3918,3918
Opposite Day,2009,3919,3919
Heaven Before I Die,1997,3920,3920
Yellow Day,2015,3921,3921
Eaten Alive,1976,3922,3922
The Chaperone,2011,3923,3923
Empire of the Ants,1977,3924,3924
Grizzly,1976,3925,3925
"New York, I Love You",2008,3926,3926
Savage Streets,1984,3927,3927
Day of the Animals,1977,3928,3928
Enter the Ninja,1981,3929,3929
Humanoids from the Deep,1980,3930,3930
Legends of Oz: Dorothy's Return,2013,3931,3931
The Mouse and His Child,1977,3932,3932
Our Brand Is Crisis,2005,3933,3933
A Tiger's Tail,2014,3934,3934
The Hollars,2015,3935,3935
Anything Is Possible,2013,3936,3936
The Devil Came on Horseback,2007,3937,3937
Underdogs,2013,3938,3938
Shake Hands with the Devil,1959,3939,3939
Imaginapped,2015,3940,3940
A Belle for Christmas,2014,3941,3941
Kinyarwanda,2011,3942,3942
God Grew Tired of Us,2006,3943,3943
Murder on a Sunday Morning,2001,3944,3944
Hotel Rwanda,2004,3945,3945
America America,1963,3946,3946
Curious George,2006,3947,3947
Curious George 2: Follow That Monkey!,2009,3948,3948
Nightbreed,1990,3949,3949
The Rift,1990,3950,3950
A Stranger Is Watching,1982,3951,3951
Here Come the Tigers,1978,3952,3952
The Evil Below,1989,3953,3953
Lords of the Deep,1989,3954,3954
XCU: Extreme Close Up,2001,3955,3955
Adaptation.,2002,3956,3956
Anaconda,1997,3957,3957
Deep Blue Sea,1999,3958,3958
Tremors,1990,3959,3959
Eight Legged Freaks,2002,3960,3960
Anacondas: The Hunt for the Blood Orchid,2004,3961,3961
Arachnophobia,1990,3962,3962
Congo,1995,3963,3963
Catch Me If You Can,1989,3964,3964
The Puppet Masters,1994,3965,3965
Species,1995,3966,3966
Chestnut: Hero of Central Park,2004,3967,3967
Phantoms,1998,3968,3968
Blizzard,2003,3969,3969
Purim: The Lot,2014,3970,3970
Broken Hill,2009,3971,3971
Magic Mike XXL,2015,3972,3972
Touchback,2011,3973,3973
Louder Than Words,2013,3974,3974
The Final Girls,2015,3975,3975
The Widow's Might,2009,3976,3976
Aloha,2015,3977,3977
Virus,2002,3978,3978
Outlaw Trail: The Treasure of Butch Cassidy,2006,3979,3979
It's Alive,1974,3980,3980
Hoot,2006,3981,3981
Warning Sign,1985,3982,3982
"I, Madman",1989,3983,3983
Wolfen,1981,3984,3984
The Outskirts,2015,3985,3985
Shadow Conspiracy,1997,3986,3986
Timecop,1994,3987,3987
Sudden Death,1995,3988,3988
Grantham & Rose,2014,3989,3989
Computer Chess,2013,3990,3990
Sweetgrass,2009,3991,3991
Museum Hours,2012,3992,3992
Johnny,2010,3993,3993
Manakamana,2013,3994,3994
Alabama Moon,2009,3995,3995
Dark City,1998,3996,3996
Close Encounters of the Third Kind,1977,3997,3997
Contact,1997,3998,3998
In the Name of God,2013,3999,3999
Gattaca,1997,4000,4000
Event Horizon,1997,4001,4001
Sunshine,2007,4002,4002
The Funhouse,1981,4003,4003
The Texas Chainsaw Massacre 2,1986,4004,4004
The Return of the Living Dead,1985,4005,4005
Invaders from Mars,1986,4006,4006
Night Terrors,1993,4007,4007
The Blob,1988,4008,4008
Near Dark,1987,4009,4009
Night of the Comet,1984,4010,4010
The Hitcher,1986,4011,4011
Arctic Blue,1993,4012,4012
Flesh+Blood,1985,4013,4013
The River Within,2009,4014,4014
Wanted: Dead or Alive,1987,4015,4015
Charlotta-TS,2010,4016,4016
Blind Fury,1989,4017,4017
Marked for Death,1990,4018,4018
Fortress,1992,4019,4019
Nighthawks,1981,4020,4020
The Blood of Heroes,1989,4021,4021
In the Mouth of Madness,1994,4022,4022
The Unnamable,1988,4023,4023
The Whisperer in Darkness,2011,4024,4024
The Call of Cthulhu,2005,4025,4025
Manhattan Romance,2015,4026,4026
The Dentist 2,1998,4027,4027
Progeny,1998,4028,4028
Wolf,2012,4029,4029
Return of the Living Dead III,1993,4030,4030
A Bucket of Blood,1958 1959 1960,4031,4031
Susie's Hope,2013,4032,4032
The Pit and the Pendulum,1991,4033,4033
Cthulhu,2007,4034,4034
Bride of Re-Animator,1989,4035,4035
Re-Animator,1985,4036,4036
The Current,2014,4037,4037
Firefox,1982,4038,4038
The Seven-Ups,1973,4039,4039
52 Pick-Up,1986,4040,4040
F/X,1986,4041,4041
Dearly Departed,2013,4042,4042
Stakeout,1987,4043,4043
The Hard Way,1991,4044,4044
Dark Star,1974,4045,4045
Spontaneous Combustion,1990,4046,4046
Return of the Living Dead: Necropolis,2005,4047,4047
"Die, Monster, Die!",1965,4048,4048
The Longest Ride,2015,4049,4049
6 Years,2015,4050,4050
The Haunted Palace,1963,4051,4051
Welcome to Me,2014,4052,4052
The Mask of Fu Manchu,1932,4053,4053
Contest,2013,4054,4054
The Adventures of Huck Finn,1993,4055,4055
Just Before Dawn,1981,4056,4056
The Prowler,1981,4057,4057
The Burning,1981,4058,4058
For the Love of a Dog,2008,4059,4059
Beyond the Dunwich Horror,2008,4060,4060
Mississippi Grind,2015,4061,4061
The Thing on the Doorstep,2003,4062,4062
Pickman's Muse,2010,4063,4063
The Horror of H.P. Lovecraft,2006,4064,4064
Lightning Bug,2004,4065,4065
The Pick-up Artist,1987,4066,4066
For Keeps?,1988,4067,4067
Office Killer,1997,4068,4068
Fresh Horses,1988,4069,4069
The Butterfly Room,2012,4070,4070
Malicious,1994 1995 1996,4071,4071
Kicking & Screaming,2005,4072,4072
Motivational Growth,2013,4073,4073
Beyond the Wall of Sleep,2006,4074,4074
Lovecraft: Fear of the Unknown,2008,4075,4075
The Last Lovecraft: Relic of Cthulhu,2009,4076,4076
The Unnamable II: The Statement of Randolph Carter,1992,4077,4077
Holes,2003,4078,4078
Spy School,2008,4079,4079
Star Trek: The Motion Picture,1979,4080,4080
Mr. Holmes,2015,4081,4081
People Places Things,2015,4082,4082
Crave,2012,4083,4083
September 11,2002,4084,4084
Earth,2007,4085,4085
I'll See You in My Dreams,2015,4086,4086
Minds In The Water,2011 2012 2013,4087,4087
African Cats,2011,4088,4088
The Lady from Shanghai,1947,4089,4089
The Asphalt Jungle,1950,4090,4090
The Killers,1946,4091,4091
Kiss Me Deadly,1954 1955 1956,4092,4092
Cover Girl,1944,4093,4093
The Postman Always Rings Twice,1946,4094,4094
Mildred Pierce,1945,4095,4095
Chasing Ice,2012,4096,4096
Print the Legend,2014,4097,4097
Thirteen,2003,4098,4098
Bully,2001,4099,4099
E-Team,2014,4100,4100
Gummo,1997,4101,4101
Ken Park,2002,4102,4102
Small Apartments,2012,4103,4103
Kids,1995,4104,4104
Opening Night,1977,4105,4105
Restless,2011,4106,4106
Fabulous! The Story of Queer Cinema,2006,4107,4107
Dark Blood,2012,4108,4108
Running on Empty,1988,4109,4109
I Love You to Death,1990,4110,4110
The Thing Called Love,1993,4111,4111
Dogfight,1991,4112,4112
A Night in the Life of Jimmy Reardon,1988,4113,4113
Another World,2014,4114,4114
Dancer in the Dark,2000,4115,4115
Milk,2008,4116,4116
Freaked,1993,4117,4117
The Night Before,1988,4118,4118
Wassup Rockers,2005,4119,4119
Free Willy 2: The Adventure Home,1995,4120,4120
Promised Land,2012,4121,4121
The Opposite of Sex,1998,4122,4122
Tetro,2009,4123,4123
TauTona,2016,4124,4124
Black Snake Moan,2006,4125,4125
Free Willy 3: The Rescue,1997,4126,4126
The Brown Bunny,2003,4127,4127
Ghost World,2001,4128,4128
Happiness,1998,4129,4129
Coffee and Cigarettes,2003,4130,4130
Promises Written in Water,2010,4131,4131
Extracted,2012,4132,4132
Angels & Airwaves: Start the Machine,2008,4133,4133
Europa Report,2013,4134,4134
Birth,2004,4135,4135
Malice,1993,4136,4136
Birthday Girl,2001,4137,4137
Control,2007,4138,4138
Rhinoceros Eyes,2003,4139,4139
Kurt Cobain About a Son,2006,4140,4140
Liar's Moon,1982,4141,4141
Kansas,1988,4142,4142
Over the Edge,1978 1979 1980,4143,4143
Little Darlings,1980,4144,4144
The Saint of Fort Washington,1993,4145,4145
Foxes,1980,4146,4146
The Outsiders,1983,4147,4147
Mr. Wonderful,1993,4148,4148
That Was Then... This Is Now,1985,4149,4149
Tucker: The Man and His Dream,1988,4150,4150
Peggy Sue Got Married,1986,4151,4151
The Cotton Club,1984,4152,4152
The Rain People,1969,4153,4153
Year of the Dragon,1985,4154,4154
One from the Heart,1981,4155,4155
Gardens of Stone,1987,4156,4156
Finding Forrester,2000,4157,4157
Lonesome Jim,2005,4158,4158
At the Edge of the World,2008,4159,4159
Feast,2005,4160,4160
The Lord of the Rings,1977 1978 1979,4161,4161
Devolved,2010,4162,4162
Searching for Camelot: The Quest to Reclaim the Throne,2015,4163,4163
What's Eating Gilbert Grape,1993,4164,4164
Alive,1993,4165,4165
The Blue Lagoon,1980,4166,4166
The Ghost and the Darkness,1996,4167,4167
Robinson Crusoe,1997,4168,4168
The Edge,1997,4169,4169
Deliverance,1972,4170,4170
Farmageddon,2011,4171,4171
King Lear,1986 1987 1988,4172,4172
King Lear,2015,4173,4173
Southpaw,2014 2015 2016,4174,4174
Hamlet,1990,4175,4175
Macbeth,1971,4176,4176
I Origins,2014,4177,4177
Primer,2004,4178,4178
Days of Heaven,1978,4179,4179
The Last Picture Show,1971,4180,4180
The 11th Hour,2006 2007 2008,4181,4181
Dinosaur 13,2014,4182,4182
Racing Extinction,2015,4183,4183
The Fountain,2006,4184,4184
Wake in Fright,1971,4185,4185
Give Up Tomorrow,2011,4186,4186
No Impact Man: The Documentary,2009,4187,4187
Fritz the Cat,1972,4188,4188
The Plague Dogs,1982,4189,4189
Vanishing of the Bees,2009,4190,4190
1984,1956,4191,4191
Sound of My Voice,2011,4192,4192
Tell Me Lies,1968,4193,4193
The East,2013,4194,4194
Arthur,2011,4195,4195
Particle Fever,2013,4196,4196
The Sitter,2011,4197,4197
What the #$*! Do We (K)now!?,2004,4198,4198
Soylent Green,1973,4199,4199
The Fly,1986,4200,4200
Halloween III: Season of the Witch,1982,4201,4201
A Scanner Darkly,2006,4202,4202
THX 1138,1971,4203,4203
Going Clear: Scientology and the Prison of Belief,2015,4204,4204
Paradise Lost 3: Purgatory,2011,4205,4205
Tears of the Sun,2003,4206,4206
Hart's War,2002,4207,4207
We Were Soldiers,2002,4208,4208
K-19: The Widowmaker,2002,4209,4209
Behind Enemy Lines,2001,4210,4210
Crimson Tide,1995,4211,4211
The New World,2005,4212,4212
Out of the Furnace,2013,4213,4213
American Psycho,2000,4214,4214
The Book of Eli,2010,4215,4215
Demolition Man,1993,4216,4216
True Grit,2010,4217,4217
American Hustle,2013,4218,4218
Shaft,1971,4219,4219
The Long Kiss Goodnight,1996,4220,4220
One Eight Seven,1997,4221,4221
Titan A.E.,2000,4222,4222
The Chronicles of Riddick,2004,4223,4223
Riddick,2012 2013 2014,4224,4224
Runaway Jury,2003,4225,4225
Amistad,1997,4226,4226
Ransom,1996,4227,4227
The Benchwarmers,2006,4228,4228
The Life of David Gale,2003,4229,4229
Gamer,2009,4230,4230
The Jackal,1997,4231,4231
RED,2010,4232,4232
Mercury Rising,1998,4233,4233
Hostage,2004 2005 2006,4234,4234
Reefer Madness,1936,4235,4235
Dark Blue,2002,4236,4236
End of Watch,2011 2012 2013,4237,4237
The Pink Panther Strikes Again,1976,4238,4238
Jaws 2,1978,4239,4239
"Just, Melvin: Just Evil",2000,4240,4240
There's Something Wrong with Aunt Diane,2011,4241,4241
Crazy Heart,2009,4242,4242
Finian's Rainbow,1968,4243,4243
The Boys from Brazil,1978,4244,4244
Tootsie,1982,4245,4245
Straw Dogs,1971,4246,4246
Little Big Man,1970,4247,4247
Lenny,1974,4248,4248
Three Days of the Condor,1975,4249,4249
French Connection II,1975,4250,4250
Godzilla,1998,4251,4251
Born Into Brothels: Calcutta's Red Light Kids,2004,4252,4252
Taxi to the Dark Side,2007,4253,4253
Dreamgirls,2006,4254,4254
Precious,2009,4255,4255
Zero Day,2003,4256,4256
Home Movie,2008,4257,4257
The Last House on the Left,1972,4258,4258
Loop,2007,4259,4259
The Vampire Bat,1933,4260,4260
King Kong Lives,1986,4261,4261
For the Bible Tells Me So,2007,4262,4262
"The Beast from 20,000 Fathoms",1953,4263,4263
Deliver Us from Evil,2006,4264,4264
Mighty Joe Young,1949,4265,4265
The Bridge,2006,4266,4266
Tower of London,1939,4267,4267
Problem Child 2,1991,4268,4268
American Movie,1999,4269,4269
The Poseidon Adventure,1972,4270,4270
"Kumiko, the Treasure Hunter",2014,4271,4271
The Color Wheel,2011,4272,4272
The Invisible Woman,1940,4273,4273
Green Hell,1940,4274,4274
The Mummy's Ghost,1944,4275,4275
The Invisible Man's Revenge,1944,4276,4276
Invisible Agent,1942,4277,4277
The Body Snatcher,1945,4278,4278
The Invisible Ray,1936,4279,4279
The Raven,1935,4280,4280
Island of Lost Souls,1932,4281,4281
Murders in the Rue Morgue,1932,4282,4282
The Black Cat,1934,4283,4283
She-Wolf of London,1946,4284,4284
Dr. Jekyll and Mr. Hyde,1920,4285,4285
Dr. Jekyll and Mr. Hyde,2015,4286,4286
Dr. Jekyll and Mr. Hyde,1941,4287,4287
Queen of Earth,2015,4288,4288
The Overnight,2015,4289,4289
Never Forever,2007,4290,4290
Mind the Gap,2004,4291,4291
Down to the Bone,2004,4292,4292
Love in the Time of Money,2002,4293,4293
The Hard Easy,2006,4294,4294
Joshua,2007,4295,4295
At Middleton,2013,4296,4296
Goats,2012,4297,4297
Cybornetics,2012,4298,4298
Breaking and Entering,2006 2007 2008,4299,4299
Nothing But the Truth,2008,4300,4300
The Twilight Saga: New Moon,2009,4301,4301
Beastly,2011,4302,4302
Twilight,2008,4303,4303
Remember Me,2010,4304,4304
Snow White and the Huntsman,2012,4305,4305
The Twilight Saga: Eclipse,2010,4306,4306
Dear John,2010,4307,4307
The Host,2013,4308,4308
The Mortal Instruments: City of Bones,2013,4309,4309
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,4310,4310
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999,4311,4311
Gates of Heaven,1978,4312,4312
Hoop Dreams,1994,4313,4313
The Unknown Known,2013,4314,4314
The Dead Zone,1983,4315,4315
Fright Night,1985,4316,4316
"Vernon, Florida",1981,4317,4317
City Girl,1930,4318,4318
West of Memphis,2012,4319,4319
Bold Native,2010,4320,4320
The Adventures of Pinocchio,1996,4321,4321
Got the Facts on Milk?,2008,4322,4322
Mein liebster Feind - Klaus Kinski,1999,4323,4323
Dying to Have Known,2006,4324,4324
Breath of Life,2014,4325,4325
The Gerson Miracle,2004,4326,4326
The Future of Food,2004,4327,4327
The Beautiful Truth,2008,4328,4328
"Fat, Sick & Nearly Dead 2",2014,4329,4329
Planeat,2010,4330,4330
The Constant Gardener,2005,4331,4331
Edgar G. Ulmer - The Man Off-screen,2004,4332,4332
This Is 40,2012,4333,4333
Wings,1927,4334,4334
Modern Times,1936,4335,4335
Canadian Bacon,1995,4336,4336
The Gold Rush,1925,4337,4337
Lugosi: Hollywood's Dracula,1997,4338,4338
Abbott and Costello Meet the Mummy,1955,4339,4339
Hold That Ghost,1941,4340,4340
Abbott and Costello Meet the Invisible Man,1951,4341,4341
Abbott and Costello Go to Mars,1953,4342,4342
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,1953,4343,4343
Abbott and Costello in the Foreign Legion,1950,4344,4344
The Fly,1957 1958 1959,4345,4345
The Thing from Another World,1951,4346,4346
The Blob,1958,4347,4347
Invasion of the Body Snatchers,1956,4348,4348
It Came from Beneath the Sea,1955,4349,4349
The Incredible Shrinking Man,1957,4350,4350
It Came from Outer Space,1953,4351,4351
Hell Comes to Frogtown,1988,4352,4352
G-Men from Hell,2000,4353,4353
The Creature of the Sunny Side Up Trailer Park,2006,4354,4354
10%: What Makes a Hero?,2013,4355,4355
The Guardian,1990,4356,4356
Palmer's Pick Up,1999,4357,4357
The Bride,1985,4358,4358
Mata Hari,1985,4359,4359
The Big Bet,1985,4360,4360
Gunfighter,1999,4361,4361
Saturday the 14th,1981,4362,4362
Earth Girls Are Easy,1988,4363,4363
Transylvania Twist,1989,4364,4364
Fatal Beauty,1987,4365,4365
Once Bitten,1985,4366,4366
Zapped!,1982,4367,4367
The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,4368,4368
Love at First Bite,1979,4369,4369
Vibes,1987 1988 1989,4370,4370
Haunted Honeymoon,1986,4371,4371
Elvira: Mistress of the Dark,1988,4372,4372
Another State of Mind,1984,4373,4373
The Naked Kiss,1964,4374,4374
Shock Corridor,1963,4375,4375
Hamburger Hill,1987,4376,4376
The God Who Wasn't There,2005,4377,4377
Memphis Belle,1990,4378,4378
The Unbelievers,2013,4379,4379
Martha Marcy May Marlene,2011,4380,4380
The Devil's Brigade,1968,4381,4381
The Desert Rats,1953,4382,4382
Blue Ruin,2013,4383,4383
Afterschool,2008,4384,4384
Buy It Now,2005,4385,4385
No Subtitles Necessary: Laszlo & Vilmos,2008,4386,4386
Kidnapped,1960,4387,4387
Cecil B. DeMented,2000,4388,4388
Upstream Color,2013,4389,4389
To Kill a Mockingbird,1962,4390,4390
Friends with Benefits,2011,4391,4391
A Streetcar Named Desire,1951,4392,4392
High Plains Drifter,1973,4393,4393
Every Which Way But Loose,1978,4394,4394
Pale Rider,1985,4395,4395
Sudden Impact,1983,4396,4396
The Dead Pool,1988,4397,4397
Escape from Alcatraz,1979,4398,4398
The Outlaw Josey Wales,1976,4399,4399
In the Line of Fire,1993,4400,4400
The Gauntlet,1977,4401,4401
Mistress America,2015,4402,4402
The Beguiled,1971,4403,4403
The Eiger Sanction,1975,4404,4404
Any Which Way You Can,1980,4405,4405
Absolute Power,1997,4406,4406
The Rookie,1990,4407,4407
White Hunter Black Heart,1990,4408,4408
Bronco Billy,1980,4409,4409
Play Misty for Me,1971,4410,4410
Tightrope,1984,4411,4411
Thunderbolt and Lightfoot,1974,4412,4412
The Crow: Wicked Prayer,2005,4413,4413
Drive-in Movie Memories,2001,4414,4414
Mutiny on the Bounty,1962,4415,4415
The Teahouse of the August Moon,1956,4416,4416
The Fugitive Kind,1960,4417,4417
Désirée,1954,4418,4418
Morituri,1965,4419,4419
The Ugly American,1963,4420,4420
The Wild One,1953,4421,4421
Viva Zapata!,1952,4422,4422
The Appaloosa,1966,4423,4423
One-Eyed Jacks,1961,4424,4424
The Men,1950,4425,4425
Sayonara,1957,4426,4426
Scandal at Scourie,1953,4427,4427
The Sellout,1952,4428,4428
Vanessa: Her Love Story,1935,4429,4429
Summer Flight,1963,4430,4430
Battleground,1949,4431,4431
Operation Pacific,1951,4432,4432
The Fighting Lady,1944,4433,4433
The Miniver Story,1950,4434,4434
Men of America,1932,4435,4435
Young Bride,1932,4436,4436
The Enemy Below,1957,4437,4437
The Battle of Russia,1943,4438,4438
How to Operate Behind Enemy Lines,1943,4439,4439
Report from the Aleutians,1943,4440,4440
The Battle of Britain,1943,4441,4441
December 7th: The Movie,1943,4442,4442
Prelude to War,1942,4443,4443
Kicking and Screaming,1995,4444,4444
Gorky Park,1983,4445,4445
Hearts of Fire,1987,4446,4446
Invasion of the Body Snatchers,1978,4447,4447
Jagged Edge,1985,4448,4448
Birth of the Beatles,1979,4449,4449
Submarine,2010,4450,4450
The Legacy,1978,4451,4451
Until September,1984,4452,4452
Greenberg,2010,4453,4453
Short Term 12,2013,4454,4454
Durango Kids,1999,4455,4455
The Wolfpack,2015,4456,4456
Amy,2014 2015 2016,4457,4457
Best of Enemies,2015,4458,4458
Tangerine,2015,4459,4459
The Queen of Versailles,2012,4460,4460
Sushi: The Global Catch,2012,4461,4461
A Matter of Taste: Serving Up Paul Liebrandt,2011,4462,4462
Somm,2012,4463,4463
Mean Machine,2001,4464,4464
Little Bigfoot,1997,4465,4465
Hood,2015,4466,4466
Not of this Earth,1987 1988 1989,4467,4467
Checkmate,2015,4468,4468
The Surface,2014,4469,4469
Prom Ride,2015,4470,4470
Laser Moon,1993,4471,4471
Senna,2010,4472,4472
Object of Desire,1990,4473,4473
GMO OMG,2013,4474,4474
The Vatican Tapes,2015,4475,4475
Fed Up,2014,4476,4476
The Green Pastures,1936,4477,4477
Funland,1987,4478,4478
Cabin in the Sky,1943,4479,4479
The Bank Dick,1940,4480,4480
Santa Fe Trail,1940,4481,4481
Starcrash,1978,4482,4482
Jaguar Lives!,1979,4483,4483
Song of Love,1947,4484,4484
Our Town,1940,4485,4485
Beau Geste,1939,4486,4486
Young Mr. Lincoln,1939,4487,4487
World Without End,1956,4488,4488
Alice Sweet Alice,1976,4489,4489
They Went That-A-Way & That-A-Way,1978,4490,4490
Home on the Range,2004,4491,4491
The Jungle Book 2,2003,4492,4492
Treasure Island,1999,4493,4493
Treasure Island,1985,4494,4494
No Time for Sergeants,1958,4495,4495
"Edison, the Man",1940,4496,4496
David Copperfield,1935,4497,4497
The Macomber Affair,1947,4498,4498
Miracle in the Rain,1956,4499,4499
Strange Cargo,1940,4500,4500
Sergeant Rutledge,1960,4501,4501
The Red Badge of Courage,1951,4502,4502
Shadow of a Doubt,1943,4503,4503
Coming Attractions: The History of the Movie Trailer,2009,4504,4504
She Wore a Yellow Ribbon,1949,4505,4505
Stagecoach,1939,4506,4506
Insidious: Chapter 3,2015,4507,4507
The Wrong Man,1956,4508,4508
Waking Up in Reno,2002,4509,4509
Who's Afraid of Virginia Woolf?,1966,4510,4510
Wake of the Red Witch,1948,4511,4511
Adam's Rib,1949,4512,4512
The Third Wheel,2002,4513,4513
Spellbound,1945,4514,4514
All the Pretty Horses,2000,4515,4515
Inherit the Wind,1960,4516,4516
Jayne Mansfield's Car,2012,4517,4517
One False Move,1992,4518,4518
Citizen Ruth,1996,4519,4519
The Smell of Success,2009,4520,4520
Hairspray,1987 1988 1989,4521,4521
A Dirty Shame,2004,4522,4522
Perdita Durango,1997,4523,4523
The Stratton Story,1949,4524,4524
Kotch,1971,4525,4525
Pecker,1998,4526,4526
Pink Flamingos,1972,4527,4527
Marlene Dietrich: Her Own Song,2001,4528,4528
A Woman of Distinction,1950,4529,4529
The Big Clock,1948,4530,4530
Cry-Baby,1990,4531,4531
The Crystal Ball,1943,4532,4532
Oh! Calcutta!,1972,4533,4533
The Song of Bernadette,1943,4534,4534
W.C. Fields and Me,1976,4535,4535
"Goodbye, Norma Jean",1976,4536,4536
Gable and Lombard,1976,4537,4537
Man About Town,2006,4538,4538
Let's Scare Jessica to Death,1971,4539,4539
You're Never Too Young,1955,4540,4540
While the City Sleeps,1956,4541,4541
The Woman in the Window,1944,4542,4542
Fury,1936,4543,4543
Diagram for Delinquents,2014,4544,4544
Scarlet Street,1945,4545,4545
Johnny Guitar,1954,4546,4546
Dark Passage,1947,4547,4547
The Defiant Ones,1958,4548,4548
High Sierra,1941,4549,4549
Little Caesar,1931,4550,4550
The Public Enemy,1931,4551,4551
The Roaring Twenties,1939,4552,4552
Scarface,1932,4553,4553
Cavalcade,1933,4554,4554
Cimarron,1931,4555,4555
Deranged: Confessions of a Necrophile,1974,4556,4556
From the Journals of Jean Seberg,1995,4557,4557
The Heiress,1949,4558,4558
I Confess,1953,4559,4559
Giant,1956,4560,4560
Cat on a Hot Tin Roof,1958,4561,4561
Raintree County,1957,4562,4562
BUtterfield 8,1960,4563,4563
"Suddenly, Last Summer",1959,4564,4564
Life Itself,2014,4565,4565
Homebodies,1974,4566,4566
Best Day Ever,2014,4567,4567
Messiah of Evil,1973,4568,4568
Blood of Dracula's Castle,1969,4569,4569
Trip with the Teacher,1975,4570,4570
The Mechanic,1972,4571,4571
Kung Pow Charlie,2014,4572,4572
Terrified,1963,4573,4573
The Devil's Hand,1961,4574,4574
Brain Twisters,1991,4575,4575
Joe the King,1999,4576,4576
Blood Mania,1970,4577,4577
House of Wax,1953,4578,4578
Prime Evil,1988,4579,4579
Stanley,1972,4580,4580
Love Scenes,1984,4581,4581
Cheerleader Camp,1988,4582,4582
"Silent Night, Deadly Night Part 2",1987,4583,4583
Schlock! The Secret History of American Movies,2001,4584,4584
Sleepaway Camp,1983,4585,4585
Intruder,1989,4586,4586
Cherry Falls,2000,4587,4587
Road House,1989,4588,4588
Twelve O'Clock High,1949,4589,4589
Sky Riders,1976,4590,4590
Don't Make Waves,1967,4591,4591
The Man from Cairo,1953,4592,4592
The Lords of Discipline,1983,4593,4593
A Bullet for Joey,1955,4594,4594
Along Came Jones,1945,4595,4595
Across the Pacific,1942,4596,4596
Passage to Marseille,1944,4597,4597
They Drive by Night,1940,4598,4598
The Flim-Flam Man,1967,4599,4599
Brewster McCloud,1970,4600,4600
Conflict,1945,4601,4601
The Petrified Forest,1936,4602,4602
Bestsellers,2009,4603,4603
The Caine Mutiny,1954,4604,4604
Let's Make Love,1960,4605,4605
Bus Stop,1956,4606,4606
River of No Return,1953 1954 1955,4607,4607
Gentlemen Prefer Blondes,1953,4608,4608
Niagara,1953,4609,4609
How to Marry a Millionaire,1953,4610,4610
There's No Business Like Show Business,1954,4611,4611
The Misfits,1961,4612,4612
The Prince and the Showgirl,1957,4613,4613
The Children's Hour,1961,4614,4614
The Nun's Story,1959,4615,4615
Bloodline,1979,4616,4616
Green Mansions,1959,4617,4617
Random Hearts,1999,4618,4618
Regarding Henry,1991,4619,4619
Firewall,2006,4620,4620
Frantic,1988,4621,4621
Six Days Seven Nights,1998,4622,4622
Working Girl,1988,4623,4623
War and Peace,1956,4624,4624
Alice Goodbody,1974,4625,4625
Striking Range,2006,4626,4626
The Unforgiven,1960,4627,4627
The Jazz Singer,1927,4628,4628
Long Day's Journey Into Night,1962,4629,4629
Red Rock West,1993,4630,4630
Wilson,1944,4631,4631
Lady in the Dark,1944,4632,4632
The Desert Song,1929,4633,4633
"Hello Frisco, Hello",1943,4634,4634
The Shanghai Gesture,1941,4635,4635
Air Force,1943,4636,4636
God Is My Co-Pilot,1945,4637,4637
The Big Shot,1942,4638,4638
Can't Help Singing,1944,4639,4639
The Desert Song,1953,4640,4640
Sherlock Holmes Faces Death,1943,4641,4641
"What's Up, Doc?",1972,4642,4642
Scorpio One,1998,4643,4643
Hell Night,1981,4644,4644
To All a Goodnight,1980,4645,4645
Offerings,1989,4646,4646
Deadly Blessing,1981,4647,4647
Dead End,1937,4648,4648
Trapped Ashes,2006,4649,4649
Spartacus,1960,4650,4650
The Forgotten,1973,4651,4651
Brain Damage,1988,4652,4652
So Proudly We Hail!,1943,4653,4653
They Gave Him a Gun,1937,4654,4654
Tomorrow Is Forever,1946,4655,4655
Portrait of Jennie,1948,4656,4656
The Razor's Edge,1946,4657,4657
Shanghai Express,1932,4658,4658
Three Came Home,1950,4659,4659
Watch on the Rhine,1943,4660,4660
Too Late for Tears,1949,4661,4661
Love Letters,1945,4662,4662
Now and Forever,1934,4663,4663
Manhunter,1986,4664,4664
The Perfect Weapon,1991,4665,4665
Careful What You Grimace For,2012,4666,4666
The Forest,1982,4667,4667
The Thirteenth Floor,1999,4668,4668
If You Could Only Cook,1935,4669,4669
Lost Horizon,1937,4670,4670
Camille,1936,4671,4671
The Visitor,1979,4672,4672
There's One Born Every Minute,1942,4673,4673
Blood Beach,1980,4674,4674
Julia Misbehaves,1948,4675,4675
The Girl Who Had Everything,1953,4676,4676
Elephant Walk,1954,4677,4677
The Last Time I Saw Paris,1954,4678,4678
Beau Brummell,1954,4679,4679
Father's Little Dividend,1951,4680,4680
A Date with Judy,1948,4681,4681
Love Is Better Than Ever,1952,4682,4682
Father of the Bride,1950,4683,4683
