Actors,Genre,original_index,unique_index
"Illeana Douglas,Mackenzie Foy,Zachary Gordon","Animation,Adventure,Family",3012,2959
"Shirley Temple,Lionel Barrymore,Evelyn Venable","Comedy,Family",3013,2960
"Desmond Harrington,Estella Warren,Danny Trejo",Thriller,3014,2961
"Jon Bon Jovi,Penelope Ann Miller,Joe Bellan","Comedy,Romance",3015,2962
"Estella Warren,Christian Kane,Michael Weatherly","Comedy,Romance",3016,2963
"Davion Bland,Moy Gutierrez,Emily Patrick","Documentary,Drama,Family",3017,2964
"Evan Ross,Nia Long,Roger Guenveur Smith","Drama,Family",3018,2965
"Jon Bon Jovi,Bai Ling,William Forsythe","Drama,Crime,Romance",3019,2966
"Estella Warren,Justin Kirk,Liza Lapira","Comedy,Romance",3020,2967
"Claudette Colbert,Walter Pidgeon,June Allyson",Drama,3021,2968
"Ralph Graves,Helen Chandler,Sally O'Neil",Drama,3022,2969
"Doris Day,Robert Cummings,Phil Silvers","Comedy,Musical,Romance",3023,2970
"Jack Carson,Janis Paige,Doris Day","Comedy,Musical,Romance",3024,2971
"Rock Hudson,Doris Day,Tony Randall","Comedy,Romance",3025,2972
"Doris Day,James Cagney,Cameron Mitchell","Biography,Drama,Music",3026,2973
"Doris Day,Ray Bolger,Claude Dauphin","Comedy,Musical,Romance",3027,2974
"Doris Day,Gordon MacRae,Jack Smith","Comedy,Musical,Romance",3028,2975
"Rock Hudson,Doris Day,Tony Randall","Comedy,Romance",3029,2972
"Rock Hudson,Doris Day,Tony Randall","Comedy,Romance",3030,2972
"Doris Day,Jack Lemmon,Ernie Kovacs",Comedy,3031,2976
"Doris Day,Gene Nelson,S.Z. Sakall","Comedy,Musical,Romance",3032,2977
"Doris Day,Gordon MacRae,Gene Nelson","Comedy,Musical,Romance",3033,2978
"Doris Day,Richard Widmark,Gig Young","Comedy,Romance",3034,2979
"Frank Sinatra,Kathryn Grayson,Gene Kelly","Comedy,Fantasy,Musical",3035,2980
"Judy Garland,Fred Astaire,Peter Lawford","Musical,Romance",3036,2981
"Gene Kelly,Mitzi Gaynor,Kay Kendall","Comedy,Musical",3037,2982
"Judy Garland,Gene Kelly,Walter Slezak","Adventure,Comedy,Musical",3038,2983
"Frank Sinatra,Esther Williams,Gene Kelly","Comedy,Musical,Romance",3039,2984
"Judy Garland,Gene Kelly,Eddie Bracken","Musical,Romance",3040,2985
"Elliott Gould,David DeLuise,Elijah Nelson","Comedy,Family",3041,2986
"Jason London,Julian Feder,Alicia Witt","Comedy,Family,Sport",3042,2987
"Derek Brandon,Francesca Derosa,Patrika Darbo",Family,3043,2988
"José Ferrer,Merle Oberon,Helen Traubel","Biography,Comedy,Musical",3044,2989
"Leo Howard,Booboo Stewart,Patrick Probst","Comedy,Drama,Family",3045,2990
"Marjorie Austrian,Akram Basuni,Gamze Ceylan","Drama,Family",3046,2991
"Noah Ringer,Nicola Peltz,Jackson Rathbone","Action,Adventure,Family",3047,2992
"William Powell,Judy Garland,Lucille Ball","Comedy,Musical",3048,2993
"Gene Kelly,Dan Dailey,Cyd Charisse","Comedy,Drama,Musical",3049,2994
"Joseph Cross,Timothy Reifsnyder,Dana Delany","Comedy,Drama,Family",3050,2995
"Kim Coates,Penelope Ann Miller,David Eigenberg","Adventure,Drama,Family",3051,2996
"David DeLuise,David Chokachi,Daniel Zykov","Comedy,Family",3052,2997
"Luke Benward,Hallie Kate Eisenberg,Adam Hicks","Comedy,Family",3053,2998
"Judy Garland,George Murphy,Gene Kelly","Musical,Romance,War",3054,2999
"Brian Wimmer,Danny Trejo,Chris Laird","Adventure,Family",3055,3000
"Bill Cobbs,Lee Meriwether,Blake Michael","Comedy,Family",3056,3001
"Bradley Dorsey,Chris Ebling,Misty Lockheart","Action,Adventure,Family",3057,3002
"Becket,Jeff Diner,Steve Longmuir","Short,Family",3058,3003
"Charisma Carpenter,Patrick Muldoon,Dominique Swain",Family,3059,3004
"Denise Richards,Caitlin Carmichael,Chris Browning","Adventure,Family",3060,3005
"Adrienne Barbeau,Kim Rhodes,Richard Riehle",Family,3061,3006
"David Hartman,Donald Sinden,Jacques Marin","Adventure,Family,Fantasy",3062,3007
"Hal Stalmaster,Luana Patten,Jeff York","Adventure,Family,History",3063,3008
"George Fenneman,Dorian Williams,Slim Pickens","Family,Documentary",3064,3009
"Richard Todd,Glynis Johns,James Robertson Justice","Adventure,Drama,Family",3065,3010
"Fess Parker,Buddy Ebsen,Basil Ruysdael","Family,Western,Adventure",3066,3011
"Fess Parker,Kathleen Crowley,Jeff York","Western,Family",3067,3012
"Kevin Corcoran,Henry Calvin,Gene Sheldon","Family,Drama",3068,3013
"Fess Parker,Wendell Corey,Joanne Dru","Adventure,Drama,Family",3069,3014
"Richard Todd,Glynis Johns,James Robertson Justice","Adventure,Biography,Drama",3070,3015
"Fess Parker,Jeffrey Hunter,Jeff York","Action,Adventure,Family",3071,3016
"Fess Parker,Buddy Ebsen,Jeff York","Family,Adventure,Comedy",3072,3017
"Michael Rennie,James MacArthur,Janet Munro","Adventure,Drama,Family",3073,3018
Winston Hibler,"Adventure,Family,Fantasy",3074,3019
"Albert Sharpe,Janet Munro,Sean Connery","Adventure,Family,Fantasy",3075,3020
"Bing Crosby,Bob Hope,Dorothy Lamour","Adventure,Comedy,Musical",3076,3021
"Steve Forrest,Bill Mumy,Pamela Toll","Drama,Family",3077,3022
"W.C. Fields,Martha Raye,Dorothy Lamour","Animation,Comedy,Musical",3078,3023
"Bob Hope,Hedy Lamarr,Francis L. Sullivan","Comedy,Crime,Music",3079,3024
"Bob Hope,Jane Russell,Robert Armstrong","Comedy,Western",3080,3025
"Jean Arthur,Fred Astaire,Ernest Borgnine",Documentary,3081,3026
"Bing Crosby,Bob Hope,Dorothy Lamour","Comedy,Fantasy,Musical",3082,3027
"Bing Crosby,Bob Hope,Dorothy Lamour","Adventure,Comedy,Musical",3083,3021
"Bob Hope,Jane Russell,Roy Rogers","Comedy,Romance,Western",3084,3028
"Bob Hope,Marilyn Maxwell,Lloyd Nolan","Comedy,Music,Romance",3085,3029
"Chuck Jones,Maurice Noble,Lloyd Vaughan","Documentary,Biography",3086,3030
"Bob Hope,Virginia Mayo,Walter Brennan","Adventure,Comedy,Romance",3087,3031
"Bob Hope,Paulette Goddard,Richard Carlson","Comedy,Horror,Mystery",3088,3032
"Bob Hope,Madeleine Carroll,Gale Sondergaard",Comedy,3089,3033
"Mel Blanc,Mel Tormé,Roy Firestone","Animation,Comedy,Family",3090,3034
"Cary Grant,Betsy Drake,Franchot Tone",Comedy,3091,3035
"Cary Grant,José Ferrer,Paula Raymond","Crime,Drama,Thriller",3092,3036
,"Animation,Action,Drama",3093,3037
"Cary Grant,Deborah Kerr,Walter Pidgeon","Comedy,Romance",3094,3038
"Cary Grant,Loretta Young,David Niven","Comedy,Drama,Fantasy",3095,3039
"Cary Grant,Samantha Eggar,Jim Hutton","Comedy,Romance",3096,3040
"Lana Turner,Richard Carlson,Artie Shaw and His Orchestra","Comedy,Romance",3097,3041
"Cary Grant,Betsy Drake,Lurene Tuttle",Comedy,3098,3042
"Cary Grant,Laraine Day,Charles Bickford","Comedy,Romance",3099,3043
"Freddie Bartholomew,Mickey Rooney,Charles Coburn","Crime,Drama",3100,3044
"Adam Sandler,Don Cheadle,Jada Pinkett Smith",Drama,3101,3045
"Marion Davies,Norman Kerry,Matt Moore",Comedy,3102,3046
"Charley Chase,Katherine Grant,Walter James","Short,Comedy",3103,3047
"Ronald Colman,Vilma Bánky,Gary Cooper","Drama,Romance,Western",3104,3048
"Al Jolson,Betty Bronson,Josephine Dunn","Musical,Drama",3105,3049
"Rossano Brazzi,Mitzi Gaynor,John Kerr","Musical,Romance,War",3106,3050
"Jack Warden,Jeremy James Kissner,Jesse James","Family,Drama",3107,3051
"Lucille Ball,Robert Preston,Bea Arthur",Musical,3108,3052
"David Ladd,Donald Crisp,Theodore Bikel","Drama,Family",3109,3053
"Peter O'Toole,Sophia Loren,James Coco","Drama,Fantasy,Musical",3110,3054
"Robert Taylor,Ava Gardner,Mel Ferrer","Action,Adventure,Drama",3111,3055
"Julie Andrews,James Fox,Mary Tyler Moore","Musical & Performing Arts,Classics,Comedy",3112,3056
"Richard Harris,Judith Anderson,Jean Gascon","Adventure,Drama,Western",3113,3057
"Robert Preston,Shirley Jones,Buddy Hackett","Comedy,Musical,Romance",3114,3058
"Yul Brynner,Deborah Kerr,Rita Moreno","Biography,Drama,Musical",3115,3059
"Julie Andrews,Max von Sydow,Richard Harris",Drama,3116,3060
"Dennis O'Keefe,Wallace Ford,Alfred Ryder","Crime,Film-Noir,Thriller",3117,3061
"Ricardo Montalban,Sally Forrest,Bruce Bennett","Crime,Drama,Film-Noir",3118,3062
"Gene Nelson,Sterling Hayden,Phyllis Kirk","Crime,Film-Noir,Drama",3119,3063
"Robert Mitchum,Jane Greer,William Bendix","Crime,Film-Noir,Romance",3120,3064
"Stewart Granger,Deborah Kerr,Louis Calhern",Adventure,3121,3065
"Richard Basehart,Audrey Totter,Cyd Charisse","Crime,Drama,Film-Noir",3122,3066
"Ronald Colman,Madeleine Carroll,C. Aubrey Smith","Adventure,Drama,Romance",3123,3067
"Keanu Reeves,Michael Nyqvist,Alfie Allen","Action,Thriller",3124,3068
"Jake Gyllenhaal,Rene Russo,Bill Paxton","Crime,Thriller",3125,3069
"Bradley Cooper,Sienna Miller,Kyle Gallner","Action,Biography,Drama",3126,3070
"Denzel Washington,Nadine Velazquez,Don Cheadle","Drama,Thriller",3127,3071
"Denzel Washington,Mark Wahlberg,Paula Patton","Action,Comedy,Crime",3128,3072
"Farley Granger,Cathy O'Donnell,James Craig","Crime,Drama,Film-Noir",3129,3073
"Mark Wahlberg,Taylor Kitsch,Emile Hirsch","Action,Biography,Drama",3130,3074
"Chris Evans,Jamie Bell,Tilda Swinton","Action,Drama,Sci-Fi",3131,3075
"David Lee Smith,Tony Todd,John Billingsley","Drama,Sci-Fi",3132,3076
"Ethan Hawke,Willem Dafoe,Sam Neill","Drama,Action & Adventure,Horror,Mystery & Suspense",3133,3077
"Sandra Bullock,George Clooney,Ed Harris","Sci-Fi,Thriller",3134,3078
"Emily Baldoni,Maury Sterling,Nicholas Brendon","Sci-Fi,Thriller",3135,3079
"Van Heflin,Robert Ryan,Janet Leigh","Thriller,Film-Noir,Drama",3136,3080
"Shailene Woodley,Ansel Elgort,Theo James","Adventure,Sci-Fi,Thriller",3137,3081
"Dylan O'Brien,Kaya Scodelario,Will Poulter","Action,Mystery,Sci-Fi",3138,3082
"Shailene Woodley,Ansel Elgort,Nat Wolff","Drama,Comedy",3139,3083
"Edward G. Robinson,Nina Foch,Hugh Marlowe","Crime,Drama,Film-Noir",3140,3084
"Robert Mitchum,Claude Rains,Faith Domergue","Film-Noir,Thriller",3141,3085
"Steve Cochran,Virginia Grey,Gaby André",Drama,3142,3086
"Robert Mitchum,Lizabeth Scott,Robert Ryan","Crime,Drama,Film-Noir",3143,3087
"Thomas Ian Nicholas,Joss Ackland,Art Malik","Adventure,Comedy,Family",3144,3088
"Sean Bean,David Thewlis,Docs Keepin Time","Adventure,Drama,Family",3145,3089
"Kelly Reno,Mickey Rooney,Teri Garr","Adventure,Family,Sport",3146,3090
"Stephen Lang,Ryan Slater,Yi Ding","Family,Adventure,Drama",3147,3091
"Hugh Bigney,Vanessa Sharp,Patricia Barker","Family,Fantasy,Music",3148,3092
"Keith Coogan,Lucy Deakins,Colin Mothupi","Adventure,Family",3149,3093
"Bill Cosby,Kimberly Russell,Denise Nicholas","Comedy,Family,Fantasy",3150,3094
"Charlie Sheen,Kiefer Sutherland,Chris O'Donnell","Action,Adventure,Comedy",3151,3095
"Bill Murray,Matthew McConaughey,Jerry Adler","Comedy,Family",3152,3096
"Kevin Costner,James Earl Jones,Ray Liotta","Drama,Family,Fantasy",3153,3097
"Steve Irwin,Terri Irwin,Magda Szubanski","Action,Adventure,Comedy",3154,3098
"Bill Paxton,Charlize Theron,Rade Serbedzija","Action,Adventure,Family",3155,3099
"Margaret Chamberlain,Paul Flessa,Fred A. Keller",Drama,3156,3100
"Kate Maberly,Maggie Smith,Heydon Prowse","Drama,Family,Fantasy",3157,3101
"Michelle Trachtenberg,Rosie O'Donnell,Gregory Smith","Family,Comedy,Drama",3158,3102
"Debbie Reynolds,Walter Brennan,Leslie Nielsen","Comedy,Romance",3159,3103
"Clint Walker,Jay North,I.S. Johar","Adventure,Family",3160,3104
"Jay North,Martin Milner,Andy Devine","Comedy,Family",3161,3105
"Shirley Temple,James Dunn,Claire Trevor","Comedy,Drama,Family",3162,3106
"James Garner,Debbie Reynolds,Maurice Ronet",Comedy,3163,3107
"Donald Crisp,Laurence Naismith,Alex Mackenzie","Family,Drama",3164,3108
"Jean Coutu,Émile Genest,Uriel Luft","Family,Adventure",3165,3109
"Glenn Ford,Debbie Reynolds,Carl Reiner","Comedy,Crime,Thriller",3166,3110
"Émile Genest,John Drainie,Tommy Tweed","Adventure,Drama,Family",3167,3111
"Nancy Kwan,James Shigeta,Benson Fong","Comedy,Musical,Romance",3168,3112
"James Read,John Denver,David Tom",Family,3169,3113
"Jeff Bridges,Robin Williams,Adam Bryant","Comedy,Drama,Romance",3170,3114
"Gary Busey,Cynthia Leake,Carmen Thomas","Biography,Drama,Family",3171,3115
"Tommy Kelly,Ann Gillis,May Robson","Family,Adventure",3172,3116
"Peter Lawford,Donald Crisp,June Lockhart","Adventure,Drama,Family",3173,3117
"Debbie Reynolds,Tony Randall,Paul Douglas",Comedy,3174,3118
"Jane Powell,Tony Martin,Debbie Reynolds","Comedy,Musical,Romance",3175,3119
"Stephen Boyd,Raquel Welch,Edmond O'Brien","Adventure,Family,Sci-Fi",3176,3120
"Bette Davis,Ernest Borgnine,Debbie Reynolds","Comedy,Drama,Romance",3177,3121
"Michael J. Fox,Sally Field,Ralph Waite","Adventure,Comedy,Family",3178,3122
"Gena Rowlands,Tony Shalhoub,Cheech Marin","Adventure,Comedy,Drama",3179,3123
"Tina Majorino,Keith Carradine,Chelsea Field","Adventure,Drama,Family",3180,3124
"Owen Kline,Jeff Daniels,Laura Linney","Comedy,Drama",3181,3125
"Topol,Norma Crane,Leonard Frey","Drama,Family,Musical",3182,3126
"Ron Brown,Brian Russell,Linda Wallace","Adventure,Family",3183,3127
"Juliette Caton,Charlie Sheen,Joanna Clarke","Family,Adventure,Drama",3184,3128
"Bing Crosby,Bob Hope,Dorothy Lamour","Adventure,Comedy,Family",3185,3129
"Danny Kaye,Glynis Johns,Basil Rathbone","Adventure,Comedy,Family",3186,3130
"Cary Grant,Sophia Loren,Martha Hyer","Comedy,Drama,Family",3187,3131
"Tyrone Power,Maureen O'Hara,Laird Cregar","Action,Adventure,Drama",3188,3132
"Kristen Wiig,Cate Blanchett,Gerard Butler","Animation,Action,Adventure",3189,3133
"Emma Stone,Ryan Reynolds,Nicolas Cage","Animation,Adventure,Comedy",3190,3134
"Debbie Reynolds,Bobby Van,Barbara Ruick","Comedy,Musical",3191,3135
"Jeni Courtney,Eileen Colgan,Mick Lally","Drama,Family,Fantasy",3192,3136
"Ice Cube,Nia Long,John C. McGinley",Comedy,3193,3137
"Jonathan Taylor Thomas,Jessica Biel,Adam LaVorgna","Comedy,Family",3194,3138
"Matthew Broderick,Danny DeVito,Kristin Chenoweth","Comedy,Family",3195,3139
"Shad Moss,Jonathan Lipnicki,Morris Chestnut","Comedy,Family,Fantasy",3196,3140
"Cedric the Entertainer,Mike Epps,Gabrielle Union","Comedy,Drama,Family",3197,3141
"Frank Sinatra,Debbie Reynolds,David Wayne","Comedy,Musical,Romance",3198,3142
"Stian Smestad,Gabriel Byrne,Louisa Milwood-Haigh","Adventure,Family",3199,3143
"John Lynch,Samantha Morton,Peter O'Toole","Action & Adventure,Kids & Family",3200,3144
"Betty Hutton,Howard Keel,Louis Calhern","Biography,Comedy,Musical",3201,3145
"Fred Astaire,Vera-Ellen,Red Skelton","Biography,Comedy,Musical",3202,3146
"Tommy Lee Jones,Cate Blanchett,Evan Rachel Wood","Adventure,Thriller,Western",3203,3147
"Sharon Stone,Gene Hackman,Russell Crowe","Action,Thriller,Western",3204,3148
"Bill Paxton,Billy Bob Thornton,Bridget Fonda","Crime,Drama,Thriller",3205,3149
"John Garces,Rita Elliot,Warren Raum","Adventure,Drama,Family",3206,3150
"Harrison Ford,Michelle Pfeiffer,Katharine Towne","Drama,Horror,Mystery",3207,3151
"Kate Hudson,Peter Sarsgaard,Joy Bryant","Horror,Mystery,Thriller",3208,3152
"Kamini Khanna,Bryan Fox,Casey Graf",Drama,3209,3153
"Mallika Sherawat,Irrfan Khan,Jeff Doucette","Comedy,Drama,Horror",3210,3154
"Jeff Fahey,Chad Lowe,Sherilyn Fenn","Action,Drama",3211,3155
"Julia Ormond,Bill Pullman,Pell James","Crime,Drama,Horror",3212,3156
"Marla Olmstead,Laura Olmstead,Mark Olmstead","Documentary,Family,Mystery",3213,3157
"William Baldwin,Kelly Lynch,Sherilyn Fenn","Comedy,Romance",3214,3158
"Annemette Andersen,Mary Chieffo,Cynthia Ettinger","Action,Comedy,Drama",3215,3159
"Woody Allen,Diane Keaton,Mariel Hemingway","Comedy,Drama,Romance",3216,3160
"Jared Gilman,Kara Hayward,Bruce Willis","Adventure,Comedy,Drama",3217,3161
"Rebecca Hall,Scarlett Johansson,Javier Bardem","Drama,Romance",3218,3162
"Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer","Drama,Romance,Thriller",3219,3163
"Natalie Portman,Mila Kunis,Vincent Cassel","Drama,Thriller",3220,3164
"Woody Allen,Penélope Cruz,Jesse Eisenberg","Comedy,Romance",3221,3165
"Scarlett Johansson,Hugh Jackman,Jim Dunk","Comedy,Mystery",3222,3166
"Bradley Cooper,Jennifer Lawrence,Robert De Niro","Comedy,Drama,Romance",3223,3167
"Woody Allen,Diane Keaton,Tony Roberts","Comedy,Drama,Romance",3224,3168
"Evan Rachel Wood,Larry David,Henry Cavill","Comedy,Romance",3225,3169
"Cate Blanchett,Alec Baldwin,Peter Sarsgaard","Drama,Romance",3226,3170
"Ben Affleck,Bryan Cranston,John Goodman","Drama,History,Thriller",3227,3171
"Jeremy Renner,Anthony Mackie,Brian Geraghty","Drama,History,Thriller",3228,3172
"Hilary Swank,Clint Eastwood,Morgan Freeman","Drama,Sport",3229,3173
"Chiwetel Ejiofor,Michael Kenneth Williams,Michael Fassbender","Biography,Drama,History",3230,3174
"George Clooney,Tilda Swinton,Tom Wilkinson","Crime,Drama,Mystery",3231,3175
"Bill Murray,Scarlett Johansson,Giovanni Ribisi",Drama,3232,3176
"Steve Carell,Toni Collette,Greg Kinnear","Comedy,Drama",3233,3177
"Ellen Page,Michael Cera,Jennifer Garner","Comedy,Drama,Romance",3234,3178
"Jamie Foxx,Regina King,Kerry Washington","Biography,Drama,Music",3235,3179
"Keira Knightley,James McAvoy,Brenda Blethyn","Drama,Mystery,Romance",3236,3180
"David Strathairn,George Clooney,Patricia Clarkson",Drama,3237,3181
"Paul Giamatti,Thomas Haden Church,Virginia Madsen","Comedy,Drama,Romance",3238,3182
"Jake Gyllenhaal,Heath Ledger,Michelle Williams","Drama,Romance",3239,3183
"Jeremy Irvine,Emily Watson,David Thewlis","Drama,War",3240,3184
"Daniel Day-Lewis,Paul Dano,Ciarán Hinds",Drama,3241,3185
"Ken Watanabe,Kazunari Ninomiya,Tsuyoshi Ihara","Drama,History,War",3242,3186
"Tobey Maguire,Jeff Bridges,Elizabeth Banks","Drama,History,Sport",3243,3187
"Eric Bana,Daniel Craig,Marie-Josée Croze","Drama,History,Thriller",3244,3188
"Philip Seymour Hoffman,Clifton Collins Jr.,Catherine Keener","Biography,Crime,Drama",3245,3189
"Leonardo DiCaprio,Cate Blanchett,Kate Beckinsale","Biography,Drama",3246,3190
"Jessica Alba,Chris Messina,Sonia Braga","Comedy,Drama,Family",3247,3191
"Julian Sands,Chris Young,Paula Marshall","Fantasy,Horror",3248,3192
"Sherilyn Fenn,Richard Tyson,Louise Fletcher","Drama,Romance",3249,3193
"Teri Hatcher,Jeff Daniels,Danny Aiello","Comedy,Crime,Drama",3250,3194
"Robert De Niro,James Franco,Frances McDormand","Crime,Drama,Mystery",3251,3195
"Kevin Bacon,Charlize Theron,Courtney Love","Crime,Drama,Thriller",3252,3196
"Sylvester Stallone,John Lithgow,Michael Rooker","Action,Adventure,Thriller",3253,3197
"Sylvester Stallone,Rachael Leigh Cook,Miranda Richardson","Action,Crime,Drama",3254,3198
"Sylvester Stallone,Charles S. Dutton,Polly Walker","Crime,Horror,Mystery",3255,3199
"Sylvester Stallone,Brigitte Nielsen,Reni Santoni","Action,Crime,Thriller",3256,3200
"Sylvester Stallone,Antonio Banderas,Julianne Moore","Action,Crime,Thriller",3257,3201
"Sylvester Stallone,Robert Loggia,Susan Blakely","Action,Drama,Sport",3258,3202
"Sylvester Stallone,Donald Sutherland,John Amos","Action,Crime,Drama",3259,3203
"Barbara Stanwyck,Preston Foster,Melvyn Douglas","Biography,Drama,Western",3260,3204
"Tom Beaumont,Tom Berges,John Booth","Documentary,History,Sci-Fi",3261,3205
"Roger Corman,Martin Scorsese,Quentin Tarantino",Documentary,3262,3206
"Sam Firstenberg,David Paulsen,Luigi Cozzi",Documentary,3263,3207
"George A. Romero,Fred Rogers,H. Rap Brown",Documentary,3264,3208
"Anna Lasbury,Rob Weidenfeld,Faith Yesner","Drama,Family",3265,3209
"Mary Beth Hurt,Michael McKean,Kathryn Walker","Family,Sci-Fi",3266,3210
"Matt Damon,Danny DeVito,Claire Danes","Crime,Drama,Thriller",3267,3211
"Ben Stiller,Edward Norton,Jenna Elfman","Comedy,Drama,Romance",3268,3212
"Denzel Washington,Meg Ryan,Lou Diamond Phillips","Action,Drama,Mystery",3269,3213
"Quvenzhané Wallis,Dwight Henry,Levy Easterly","Drama,Fantasy",3270,3214
,"Documentary,Biography,Family",3271,802
,"Documentary,Family",3272,1075
"Edward Norton,Keri Russell,Henry Max Nelson","Comedy,Crime,Drama",3273,3215
,"Documentary,Family,Sport",3274,3216
"Edward Norton,Evan Rachel Wood,David Morse","Drama,Romance,Thriller",3275,3217
"Alan Arkin,Martin Balsam,Richard Benjamin","Comedy,Drama,War",3276,3218
"George Reeves,Phyllis Coates,Jeff Corey","Action,Drama,Family",3277,3219
"Colin Farrell,Keira Knightley,Ray Winstone","Crime,Drama",3278,3220
"Michael Rennie,Patricia Neal,Hugh Marlowe",Sci-Fi,3279,3221
"Edward Norton,Milla Jovovich,Robert De Niro","Drama,Thriller",3280,3222
"Leslie Nielsen,Priscilla Presley,George Kennedy","Comedy,Crime",3281,3223
"Maurice Chevalier,Dean Jones,Yvette Mimieux","Comedy,Family",3282,3224
"Will Swenson,Connie Young,Daryn Tufts","Comedy,Drama,Romance",3283,3225
"Fred MacMurray,Nancy Olson,Keenan Wynn","Comedy,Family,Sci-Fi",3284,3226
"Charles Chaplin,Edna Purviance,Jackie Coogan","Comedy,Drama,Family",3285,3227
"Matt Damon,Heath Ledger,Monica Bellucci","Action,Adventure,Comedy",3286,3228
"John Cleese,Jamie Lee Curtis,Kevin Kline",Comedy,3287,3229
"Kevin Kline,Sigourney Weaver,Frank Langella","Comedy,Romance",3288,3230
"Leslie Nielsen,Priscilla Presley,O.J. Simpson","Comedy,Crime",3289,3231
"Kevin Kline,Joan Cusack,Tom Selleck",Comedy,3290,3232
"Steve Martin,Michael Caine,Glenne Headly","Comedy,Crime",3291,3233
"Burt Lancaster,Simon Ward,Denholm Elliott","Adventure,Drama,History",3292,3234
"Michael Caine,Ian Hendry,Britt Ekland","Crime,Thriller",3293,3235
"Sean Connery,Michael Caine,Christopher Plummer",Adventure,3294,3236
"Ross Bagdasarian Jr.,Janice Karman,Dody Goodman","Animation,Adventure,Comedy",3295,3237
"Spencer Klein,Francesca Smith,Jamil Walker Smith","Animation,Adventure,Comedy",3296,3238
"Josh Janowicz,Alex Thayer,Justin Matthews",Drama,3297,3239
"Josh Radnor,Elizabeth Olsen,Zac Efron","Comedy,Drama",3298,3240
"Emma Roberts,James Franco,Jack Kilmer",Drama,3299,3241
"Adam Scott,Brittany Snow,Alex Frost","Comedy,Drama",3300,3242
"Keir Gilchrist,Zach Galifianakis,Emma Roberts","Comedy,Drama,Romance",3301,3243
"Aubrey Plaza,Mark Duplass,Jake Johnson","Comedy,Drama,Romance",3302,3244
"Michael Cera,Kat Dennings,Aaron Yoo","Comedy,Drama,Music",3303,3245
"Olivia Wilde,Jake Johnson,Anna Kendrick","Comedy,Drama,Romance",3304,3246
"Freddie Highmore,Emma Roberts,Michael Angarano","Drama,Romance",3305,3247
"Paul Dano,Zoe Kazan,Annette Bening","Comedy,Drama,Fantasy",3306,3248
"Margaret O'Brien,Herbert Marshall,Dean Stockwell","Drama,Family",3307,3249
"June Allyson,Peter Lawford,Margaret O'Brien","Drama,Family,Romance",3308,3250
"Shirley Temple,Richard Greene,Anita Louise","Comedy,Drama,Family",3309,3251
"Shirley Temple,Robert Young,Alice Faye","Musical,Adventure,Family",3310,3252
"Stephanie Leonidas,Jason Barry,Rob Brydon","Adventure,Drama,Family",3311,3253
"Richard Todd,Jean Peters,Marjorie Rambeau","Biography,Drama,Family",3312,3254
"Edward G. Robinson,Margaret O'Brien,James Craig","Drama,Family",3313,3255
"Mickey Rooney,Frank Morgan,James Craig","Comedy,Drama,Family",3314,3256
"Shirley Temple,Victor McLaglen,C. Aubrey Smith","Adventure,Family",3315,3257
"Wallace Beery,Jackie Cooper,Irene Rich","Drama,Family,Sport",3316,3258
"Shirley Temple,James Dunn,Jane Darwell","Comedy,Drama,Family",3317,3259
"Judy Garland,Freddie Bartholomew,Mary Astor","Comedy,Drama,Family",3318,3260
,"Animation,Adventure,Family",3319,1074
"Emily Blunt,Sylvester Stallone,John Krasinski","Animation,Adventure,Comedy",3320,3261
"Anna Kendrick,Justin Timberlake","Animation,Adventure,Family",3321,3262
"Melanie Griffith,Isabelle Fuhrman,Yuri Lowenthal","Animation,Adventure,Family",3322,3263
"Brooke Coleman,Dan Glenn,Merri Jamison","Drama,Family",3323,3264
"Dick Powell,Claire Trevor,Anne Shirley","Crime,Drama,Film-Noir",3324,3265
"Reginald Owen,Gene Lockhart,Kathleen Lockhart","Drama,Family,Fantasy",3325,3266
"Lolly Foy,Dakota Star Granados,Jose Granados","Comedy,Family,Fantasy",3326,3267
"Bing Crosby,Bob Hope,Dorothy Lamour","Adventure,Comedy,Family",3327,3129
"Shirley Temple,Jean Hersholt,Arthur Treacher","Family,Drama",3328,3268
"Roddy McDowall,Donald Crisp,Dame May Whitty","Adventure,Family",3329,3269
"Kevin Zegers,Neige,Pierre Chagnon","Adventure,Family,Fantasy",3330,3270
"Morgan Freeman,Paz Vega,Jonah Hill","Comedy,Drama",3331,3271
"Andrew Smith,John Bluthal,Ray Bright","Family,Fantasy,Horror",3332,3272
"Paulie Redding,Eliza Swenson,Billy Boyd","Action,Family,Fantasy",3333,3273
,Animation,3334,3274
"Rebecca Hall,Bill Hader,Jemaine Clement","Family,Fantasy",3335,3275
"Walter Matthau,Tatum O'Neal,Vic Morrow","Comedy,Family,Sport",3336,3276
"Dan Butler,Don Ameche,Johnny Arthur","Documentary,History",3337,3277
"Paul Reubens,Elizabeth Daily,Mark Holton","Adventure,Comedy,Family",3338,3278
"Hervé Villechaize,Susan Tyrrell,Gisele Lindley","Comedy,Fantasy,Musical",3339,3279
"Edward Asner,Tom Bosley,Lana Beeson","Animation,Adventure,Family",3340,3280
"Tim Curry,Rupert Everett,Flea","Adventure,Animation,Family",3341,3281
"Andrew Lawrence,Rickey D'Shon Collins,Jason Davis","Animation,Family,Comedy",3342,3282
