act_arr_time,original_index,unique_index
7:59 a.m.,2272,102
3:13 p.m.,2273,34
7:35 a.m.,2274,317
2:40 p.m.,2275,318
3:07 p.m.,2276,248
5:27 p.m.,2277,319
1:08 p.m.,2278,320
7:43 p.m.,2279,74
10:43 a.m.,2280,75
8:46 p.m.,2281,273
2:21 p.m.,2282,104
2:39 p.m.,2283,66
3:26 p.m.,2284,249
10:29 a.m.,2285,145
7:25 p.m.,2286,69
8:38 p.m.,2287,70
3:04 p.m.,2288,27
12:02 a.m.,2289,272
12:02 p.m.,2290,250
7:49 a.m.,2291,72
9:26 a.m.,2292,73
7:43 p.m.,2293,74
6:34 p.m.,2294,214
9:47 p.m.,2295,78
2:58 p.m.,2296,79
4:20 p.m.,2297,80
4:06 p.m.,2298,157
12:19 a.m.,2299,321
12:01 a.m.,2300,322
11:35 p.m.,2301,84
9:45 a.m.,2302,4
11:33 a.m.,2303,85
3:40 p.m.,2304,323
5:21 a.m.,2305,324
6:56 p.m.,2306,325
9:11 p.m.,2307,165
3:36 p.m.,2308,94
5:39 p.m.,2309,95
11:04 a.m.,2310,96
1:42 p.m.,2311,97
2:49 p.m.,2312,99
6:30 p.m.,2313,101
6:11 p.m.,2314,103
3:12 p.m.,2315,110
5:34 p.m.,2316,105
12:37 p.m.,2317,106
6:33 p.m.,2318,182
6:09 a.m.,2319,274
10:52 a.m.,2320,109
9:32 a.m.,2321,0
9:28 a.m.,2322,2
11:58 a.m.,2323,195
10:30 p.m. (Estimated),2324,223
7:25 p.m. (Estimated runway),2325,224
12:21 a.m. (Estimated),2326,230
5:17 p.m.,2327,117
6:35 a.m. (Estimated runway),2328,225
6:28 p.m.,2329,76
9:45 a.m.,2330,4
7:39 p.m.,2331,5
1:27 p.m.,2332,13
4:09 p.m.,2333,6
9:05 a.m.,2334,7
5:05 p.m.,2335,226
11:01 a.m.,2336,9
11:56 a.m.,2337,10
8:06 a.m.,2338,11
3:20 p.m. (runway),2339,227
7:40 a.m.,2340,16
2:50 p.m.,2341,3
1:15 p.m.,2342,228
11:06 a.m.,2343,15
2:27 p.m.,2344,17
2:46 p.m.,2345,18
10:36 a.m.,2346,20
8:53 p.m.,2347,21
3:16 p.m.,2348,22
12:09 p.m.,2349,211
7:51 a.m.,2350,23
9:31 a.m.,2351,24
6:38 p.m.,2352,231
9:53 p.m.,2353,26
4:23 p.m.,2354,215
5:42 a.m. (Estimated runway),2355,232
12:01 a.m. (Estimated runway),2356,233
11:49 p.m. (Estimated runway),2357,234
11:35 p.m. (Estimated runway),2358,235
10:04 a.m.,2359,29
11:44 a.m.,2360,30
5:42 p.m.,2361,208
3:29 p.m. (Estimated runway),2362,328
3:43 p.m.,2363,31
5:43 p.m.,2364,32
11:06 a.m.,2365,15
1:43 p.m.,2366,33
3:13 p.m.,2367,34
6:43 p.m.,2368,36
6:15 p.m.,2369,38
3:14 p.m.,2370,39
5:38 p.m.,2371,241
12:50 p.m.,2372,28
6:36 p.m.,2373,149
6:19 a.m.,2374,40
11:12 a.m.,2375,41
